"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/sys_lock_vm-adv_vm_socket_page_disk.csv --sys --lock --vm-adv --vm --socket --page --disk 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"system",,"file locks",,,,"advanced virtual memory",,,,,"virtual memory",,,,"sockets",,,,,"paging",,"dsk/total",
3485,7684,83,12,13,82,0,0,0,0,0,0,412,1957,1743,1204,26,33,0,0,0,0,0,0
3617,8857,83,12,13,82,0,0,0,0,0,0,1968,4108,4378,1204,26,33,0,0,0,0,0,0
4048,12778,83,12,13,82,0,0,0,0,0,0,1484,6584,7467,1205,27,33,0,0,0,0,0,20004864
3448,7468,83,12,13,82,0,0,0,0,0,0,173,1479,1704,1202,26,33,0,0,0,0,0,0
2679,6655,83,12,13,82,0,0,0,0,0,0,417,847,1211,1202,26,33,0,0,0,0,0,434176
2514,6197,83,12,13,82,0,0,0,0,0,0,6045,7615,1345,1202,26,33,0,0,0,0,0,0
2815,8348,83,12,13,82,0,0,0,0,0,0,2363,3616,3441,1202,26,33,0,0,0,0,0,0
3547,40899,83,12,13,82,0,0,0,0,0,0,37568,60027,53117,1202,26,33,0,0,0,0,0,3350528
2624,5792,83,12,13,82,0,0,0,0,0,0,386,731,1197,1202,26,33,0,0,0,0,0,0
2545,5812,83,12,13,82,0,0,0,0,0,0,656,1557,1509,1202,26,33,0,0,0,0,0,2686976
2750,6843,83,12,13,82,0,0,0,0,0,0,204,756,742,1202,26,33,0,0,0,0,0,0
2786,7026,83,12,13,82,0,0,0,0,0,0,2048,2480,2584,1202,26,33,0,0,0,0,0,0
3156,7724,83,12,13,82,0,0,0,0,0,0,6110,8928,10458,1203,26,33,0,0,0,0,0,5668864
2834,7081,83,12,13,82,0,0,0,0,0,0,4043,5009,3997,1203,26,33,0,0,0,0,0,0
2474,5949,83,12,13,82,0,0,0,0,0,0,946,1918,1347,1203,26,33,0,0,0,0,0,0
2667,6618,83,12,13,82,0,0,0,0,0,0,676,1215,715,1203,26,33,0,0,0,0,0,0
2794,7046,83,12,13,82,0,0,0,0,0,0,1573,2012,2118,1203,26,33,0,0,0,0,0,0
2804,7452,83,12,13,82,0,0,0,0,0,0,1527,3373,3895,1203,26,33,0,0,0,0,0,9232384
2565,5699,83,12,13,82,0,0,0,0,0,0,167,700,1037,1203,26,33,0,0,0,0,0,0
2609,5818,83,12,13,82,0,0,0,0,0,0,936,1386,1294,1203,26,33,0,0,0,0,0,0
3162,7394,83,12,13,82,0,0,0,0,0,0,2119,4145,5959,1203,26,33,0,0,0,0,0,0
2582,6912,83,12,13,82,0,0,0,0,0,0,1619,3080,2277,1203,26,33,0,0,0,0,0,1228800
3284,9676,83,12,13,82,0,0,0,0,0,1,10614,15771,7253,1207,26,33,0,0,8192,0,16384,9101312
2558,5776,83,12,13,82,0,0,0,0,0,3,456,864,2003,1207,26,33,0,0,0,0,196608,0
2705,6103,83,12,13,82,0,0,0,0,0,0,539,988,2550,1207,26,33,0,0,0,0,0,1253376
2661,6476,83,12,13,82,0,0,0,0,0,0,245,912,1731,1207,26,33,0,0,0,0,0,0
2617,5880,83,12,13,82,0,0,0,0,0,0,176,666,1675,1207,26,33,0,0,0,0,0,0
2931,9630,83,12,13,82,0,0,0,0,0,0,9518,12036,23207,1208,26,33,0,0,0,0,0,0
2928,7134,83,12,13,82,0,0,0,0,0,0,857,2486,2639,1208,26,33,0,0,0,0,0,7323648
3611,12108,84,12,13,83,0,0,0,0,0,0,21103,21722,10228,1224,26,33,0,0,0,0,0,966656
3490,14171,84,12,13,83,0,0,0,0,0,0,11336,14336,15510,1224,26,33,0,0,0,0,0,622592
2618,6362,84,12,13,83,0,0,0,0,0,0,517,3015,3850,1224,26,33,0,0,0,0,0,0
2735,8429,84,12,13,83,0,0,0,0,0,0,2939,3620,4589,1224,26,33,0,0,0,0,0,0
2679,6056,84,12,13,83,0,0,0,0,0,0,269,1688,1792,1224,26,33,0,0,0,0,0,6438912
3054,7361,84,12,13,83,0,0,0,0,0,0,4165,8441,3325,1224,26,33,0,0,0,0,0,0
2803,8977,84,12,13,83,0,0,0,0,0,0,7534,9100,5396,1224,26,33,0,0,0,0,0,581632
2757,6750,84,12,13,83,0,0,0,0,0,1,761,1211,1324,1224,26,33,0,0,0,0,16384,0
2980,8975,84,12,13,83,0,0,0,0,0,0,6565,8052,7139,1224,26,33,0,0,0,0,0,0
3859,10035,84,12,13,83,0,0,0,0,0,0,1661,4493,4418,1224,26,33,0,0,0,0,0,18374656
2664,5835,84,12,13,83,0,0,0,0,0,0,411,1695,3993,1224,26,33,0,0,0,0,0,3252224
2585,5975,84,12,13,83,0,0,0,0,0,0,770,1704,2071,1224,26,33,0,0,0,0,0,0
2710,6975,84,12,13,83,0,0,0,0,0,0,1098,2229,2280,1223,26,33,0,0,0,0,0,0
2659,8770,84,12,13,83,0,0,0,0,0,0,7840,9634,4914,1223,26,33,0,0,0,0,0,0
2617,5932,84,12,13,83,0,0,0,0,0,0,398,1695,4288,1223,26,33,0,0,0,0,0,3227648
2558,5785,84,12,13,83,0,0,0,0,0,0,369,871,780,1223,26,33,0,0,0,0,0,917504
3372,36334,84,12,13,83,0,0,0,0,0,0,36981,58605,33170,1217,26,33,0,0,0,0,0,0
2723,6026,84,12,13,83,0,0,0,0,0,0,929,1484,2641,1217,26,33,0,0,0,0,0,0
2969,9398,84,12,13,83,0,0,0,0,0,0,3066,4052,4128,1217,26,33,0,0,0,0,0,2637824
2658,6976,84,12,13,83,0,0,0,0,0,0,1277,2773,1914,1217,26,33,0,0,0,0,0,5414912
2581,6179,84,12,13,83,0,0,0,0,0,0,269,1225,1153,1217,26,33,0,0,0,0,0,0
2596,6212,84,12,13,83,0,0,0,0,0,0,5923,7559,1836,1217,26,33,0,0,0,0,0,0
2605,5739,84,12,13,83,0,0,0,0,0,0,615,1393,1246,1217,26,33,0,0,0,0,0,1138688
2855,8329,84,12,13,83,0,0,0,0,0,0,2761,3434,7058,1215,26,33,0,0,0,0,0,1089536
2657,6162,84,12,13,83,0,0,0,0,0,0,405,2238,3727,1213,26,33,0,0,0,0,0,9699328
2509,5806,84,12,13,83,0,0,0,0,0,0,818,1761,1520,1213,26,33,0,0,0,0,0,0
2886,7022,84,12,13,83,0,0,0,0,0,0,3032,4104,7050,1213,26,33,0,0,0,0,0,0
2591,6147,84,12,13,83,0,0,0,0,0,0,391,1092,1225,1212,26,33,0,0,0,0,0,0
2791,8000,84,12,13,83,0,0,0,0,0,0,8664,10900,9210,1212,26,33,0,0,0,0,0,720896
2955,7405,84,12,13,83,0,0,0,0,0,0,248,2504,1828,1211,26,33,0,0,0,0,0,9027584
2935,6663,84,12,13,83,0,0,0,0,0,0,465,1554,2766,1210,26,33,0,0,0,0,0,532480
2813,6172,84,12,13,83,0,0,0,0,0,0,979,1288,8962,1202,26,33,0,0,0,0,0,0
2565,5905,84,12,13,83,0,0,0,0,0,0,213,679,682,1202,26,33,0,0,0,0,0,0
2687,8258,83,12,13,82,0,0,0,0,0,0,1671,2797,8307,1206,26,33,0,0,0,0,0,0
2760,7479,83,12,13,82,0,0,0,0,0,0,1500,3033,2679,1202,26,33,0,0,0,0,0,4710400
2626,5812,83,12,13,82,0,0,0,0,0,0,798,1374,1690,1202,26,33,0,0,0,0,0,491520
2638,6139,83,12,13,82,0,0,0,0,0,0,4826,6407,1778,1202,26,33,0,0,0,0,0,0
2442,5707,83,12,13,82,0,0,0,0,0,0,208,708,1405,1202,26,33,0,0,0,0,0,0
2728,7134,83,12,13,82,0,0,0,0,0,0,2034,2739,2218,1202,26,33,0,0,0,0,0,761856
2751,7872,83,12,13,82,0,0,0,0,0,0,1678,2274,2152,1201,25,33,0,0,0,0,0,0
2886,7072,83,12,13,82,0,0,0,0,0,0,1046,3378,31935,1201,25,33,0,0,0,0,0,10010624
2528,6333,83,12,13,82,0,0,0,0,0,0,384,1292,885,1204,25,33,0,0,0,0,0,0
2718,6803,83,12,13,82,0,0,0,0,0,0,279,830,981,1204,25,33,0,0,0,0,0,0
2655,7026,83,12,13,82,0,0,0,0,0,1,3034,3108,2957,1203,25,33,0,0,0,0,139264,991232
2647,7396,83,12,13,82,0,0,0,0,0,0,7128,8857,4322,1201,25,33,0,0,0,0,0,0
2625,5879,83,12,13,82,0,0,0,0,0,0,335,1845,3099,1201,25,33,0,0,0,0,0,8273920
2637,6071,83,12,13,82,0,0,0,0,0,0,508,1621,7894,1202,25,33,0,0,0,0,0,0
2767,7095,83,12,13,82,0,0,0,0,0,0,2832,3888,8023,1203,25,33,0,0,0,0,0,0
2614,7608,83,12,13,82,0,0,0,0,0,0,1861,3766,3144,1203,25,33,0,0,0,0,0,2039808
2755,7072,83,12,13,82,0,0,0,0,0,0,2014,2624,2261,1203,25,33,0,0,0,0,0,0
3936,11637,83,12,13,82,0,0,0,0,0,0,424,2899,3676,1203,25,33,0,0,0,0,0,15548416
2834,6241,83,12,13,82,0,0,0,0,0,0,5708,7310,2515,1203,25,33,0,0,0,0,0,0
2609,5733,83,12,13,82,0,0,0,0,0,0,234,698,3230,1203,25,33,0,0,0,0,0,0
3658,37106,83,12,13,82,0,0,0,0,0,0,30108,50777,24900,1205,25,33,0,0,0,0,0,1982464
2763,7819,83,12,13,82,0,0,0,0,0,0,11504,13562,3024,1203,25,33,0,0,0,0,0,0
2678,6617,83,12,13,82,0,0,0,0,0,0,1301,2943,1745,1203,25,33,0,0,0,0,0,7135232
2543,5707,83,12,13,82,0,0,0,0,0,0,279,1258,1359,1203,25,33,0,0,0,0,0,0
2649,5904,83,12,13,82,0,0,0,0,0,0,215,1385,2225,1203,25,33,0,0,0,0,0,0
2760,8039,83,12,13,82,0,0,0,0,0,0,4028,5701,6403,1205,26,33,0,0,0,0,0,2678784
2668,7460,83,12,13,82,0,0,0,0,0,0,4800,5799,2054,1205,26,33,0,0,0,0,0,0
2767,7069,83,12,13,82,0,0,0,0,0,0,798,2449,2898,1205,26,33,0,0,0,0,0,9052160
2924,7281,83,12,13,82,0,0,0,0,0,0,1709,2624,13982,1205,26,33,0,0,0,0,0,458752
2618,6580,83,12,13,82,0,0,0,0,0,0,234,1363,666,1205,26,33,0,0,0,0,0,0
2815,7044,83,12,13,82,0,0,0,0,0,0,4398,5035,4910,1207,26,33,0,0,0,0,0,0
2825,7305,83,12,13,82,0,0,0,0,0,0,2298,2951,3533,1208,26,36,0,0,0,0,0,0
2655,6274,83,12,13,82,0,0,0,0,0,0,1171,2804,2372,1208,26,36,0,0,0,0,0,9101312
2981,9026,83,12,13,82,0,0,0,0,0,0,7197,9397,10948,1208,26,36,0,0,0,0,0,1900544
2578,5772,83,12,13,82,0,0,0,0,0,0,814,1312,1042,1208,26,36,0,0,0,0,0,393216
2785,7848,83,12,13,82,0,0,0,0,0,0,3458,4265,4042,1208,26,36,0,0,0,0,0,0
2664,7555,83,12,13,82,0,0,0,0,0,0,1507,2875,28246,1205,26,33,0,0,0,0,0,0
2493,5897,83,12,13,82,0,0,0,0,0,0,590,1490,2175,1205,26,33,0,0,0,0,0,3448832
2767,6690,83,12,13,82,0,0,0,0,0,0,419,1022,25045,1205,26,33,0,0,0,0,0,0
