"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/all_with_default_time.csv --bytes --cpu --disk --page --int --load --mem --net --proc --io --swap --sys --aio --fs --ipc --lock --raw --socket --tcp --udp --unix --vm --vm-adv --zones 1 600",,,,"Date:","23 Mar 2023 13:32:03 -03"
"total cpu usage",,,,,"dsk/total",,"paging",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"io/total",,"swap",,"system",,"async","filesystem",,"sysv ipc",,,"file locks",,,,"raw","sockets",,,,,"tcp sockets",,,,,"udp",,"unix sockets",,,,"virtual memory",,,,"advanced virtual memory",,,,,"zones memory",,,
11.097,2.959,85.573,0.370,0,0,8003584,0,0,0,129,0,1.610,1.220,1.270,5437632512,2638331904,7898849280,10978951168,7570,9021,0,0,0,0,670,108527616,914878464,2891,6440,0,14176,181148,0,0,5,84,12,13,83,0,1205,25,33,0,0,7,24,0,8,2,25,14,56,975,55,920,0,1506,3177,2684,0,0,0,0,0,159314,3141,481487,22688
11.192,3.163,85.645,0,0,0,0,0,0,0,136,0,1.610,1.220,1.270,5435273216,2640986112,7898554368,10981339136,9305,10411,0,0,0,0,0,108527616,914878464,2622,6128,0,14176,181146,0,0,5,84,12,13,83,0,1204,25,33,0,0,7,24,0,8,2,25,13,56,975,55,920,0,918,1886,1806,0,0,0,0,0,159314,3141,482130,22688
10.184,3.436,86.258,0.123,0,0,0,0,0,0,123,6,1.610,1.220,1.270,5420658688,2655956992,7898198016,10996146176,6270,8012,1,0,8,0,0,108527616,914878464,2585,7161,0,14144,181133,0,0,5,84,12,13,83,0,1204,25,33,0,0,7,24,0,8,2,25,13,56,975,55,920,0,1662,2013,6733,0,0,0,0,0,159314,3141,485785,22688
9.471,3.690,86.839,0,0,0,0,0,0,0,120,0,1.610,1.220,1.270,5422952448,2655838208,7896023040,10993676288,6294,7840,0,0,8,0,0,108527616,914878464,2632,6934,0,14144,181114,0,0,5,84,12,13,83,0,1204,25,33,0,0,7,24,0,8,2,25,13,56,975,55,920,0,1460,2024,2076,0,0,0,0,0,159314,3141,485696,22688
9.465,4.110,85.803,0.623,0,0,9617408,0,0,0,122,0,1.480,1.200,1.270,5426909184,2657288192,7890616320,10989842432,6580,8092,0,0,1,0,150,108527616,914878464,2972,23527,0,14112,181112,0,0,5,83,12,13,82,0,1204,25,33,0,0,7,24,0,7,2,25,13,56,975,55,920,0,1434,4960,6511,0,0,0,0,0,159503,3141,485921,22688
10.184,4.049,85.521,0.245,0,0,7593984,0,0,0,161,0,1.480,1.200,1.270,5434769408,2648047616,7891996672,10982707200,6481,7833,1,0,0,0,96,108527616,914878464,2777,6507,0,14112,181158,0,0,5,83,12,13,82,0,1204,25,33,0,0,7,24,0,7,2,25,13,56,975,55,920,0,5755,8164,2968,0,0,0,0,0,159503,3141,483671,22688
12.995,2.723,84.282,0,0,0,0,0,0,0,140,0,1.480,1.200,1.270,5421346816,2659258368,7894208512,10978197504,22273,12909,0,0,0,0,0,108527616,914878464,2694,7967,0,14080,181187,0,0,5,83,12,13,82,0,1204,25,33,0,0,7,24,0,8,2,25,13,56,975,55,920,0,2955,4347,6906,0,0,0,0,0,159503,3141,486402,22688
9.777,2.847,87.252,0.124,0,0,0,0,0,0,134,0,1.480,1.200,1.270,5422575616,2657357824,7894880256,10977013760,8291,9012,1,0,8,0,0,108527616,914878464,2594,6910,0,14112,181187,0,0,5,83,12,13,82,0,1204,25,33,0,0,7,24,0,8,2,25,13,56,975,55,920,0,1377,2040,1886,0,0,0,0,0,159503,3141,485938,22688
10.636,2.567,86.797,0,0,0,0,0,0,0,123,0,1.480,1.200,1.270,5422686208,2656452608,7895674880,10976120832,9005,7970,0,0,8,0,0,108527616,914878464,2547,6971,0,14112,181187,0,0,5,83,12,13,82,0,1204,25,33,0,0,7,24,0,8,2,25,13,56,975,55,920,0,1398,2203,2064,0,0,0,0,0,159503,3141,485598,22688
10.455,2.583,86.716,0.246,0,0,729088,0,0,0,126,0,1.360,1.180,1.260,5422342144,2657853440,7894618112,10976333824,6339,8218,0,0,0,0,32,108527616,914878464,2520,5837,0,14112,181186,0,0,5,83,12,13,82,0,1204,25,33,0,0,7,24,0,8,2,25,13,56,975,55,920,0,285,734,1365,0,0,0,0,0,159503,3141,486003,22688
11.800,3.163,85.036,0,0,0,5562368,0,0,0,164,0,1.360,1.180,1.260,5422534656,2660077568,7892201472,11092566016,18571,24351,2,0,0,0,52,108527616,914878464,2776,7467,0,14080,181168,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,9,2,25,13,56,975,55,920,0,2719,4581,5919,0,0,0,0,0,159503,3141,487518,22688
9.914,3.182,86.781,0.122,0,0,0,0,0,0,151,6,1.360,1.180,1.260,5419397120,2663280640,7892135936,11095769088,9935,8831,0,0,0,0,0,108527616,914878464,2698,6080,0,14080,181167,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,9,2,25,13,56,975,55,920,0,649,1105,991,0,0,0,0,0,159503,3141,487384,22688
9.717,4.674,85.609,0,0,0,0,0,0,0,120,0,1.360,1.180,1.260,5425696768,2656976896,7892140032,11089203200,6184,7646,1,0,8,0,0,108527616,914878464,2727,7373,0,14112,181207,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,9,2,25,13,56,975,55,920,0,7316,8972,3618,0,0,0,0,0,159503,3141,485089,22688
12.376,2.228,85.149,0.248,0,0,917504,0,0,0,121,0,1.360,1.180,1.260,5424955392,2654203904,7895654400,11110965248,6184,7788,0,0,8,0,58,108527616,914878464,2716,8445,0,14144,181240,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,9,2,25,13,56,975,55,920,0,2217,3653,3432,0,0,0,0,0,159503,3141,485105,22688
10.591,2.833,86.453,0.123,0,0,0,0,0,0,117,0,1.330,1.170,1.260,5428203520,2650218496,7896391680,11107074048,6424,7958,0,0,0,0,0,108527616,914878464,2574,6079,0,14176,181242,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,8,2,25,13,56,975,55,920,0,1073,1744,2402,0,0,0,0,0,159503,3141,484195,22688
12.776,3.563,83.661,0,0,0,0,0,0,0,114,0,1.330,1.170,1.260,5426671616,2652012544,7896129536,11103653888,6184,7646,0,0,0,0,0,108527616,914878464,2817,5756,0,14144,181241,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,8,2,25,13,56,975,55,920,0,107,603,3412,0,0,0,0,0,159503,3141,484003,22688
9.780,4.279,85.697,0.244,0,0,7512064,0,0,0,118,0,1.330,1.170,1.260,5285109760,2801397760,7888306176,11108036608,6184,7788,0,0,1,0,80,108527616,914878464,2598,6238,0,14112,180103,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,8,2,25,13,56,975,55,920,0,365,1820,38463,0,0,0,0,0,159503,3141,521104,22688
11.529,4.126,84.223,0.121,0,0,0,0,0,0,170,0,1.330,1.170,1.260,5286739968,2799767552,7888306176,11106406400,23754,14222,1,0,8,0,0,108527616,914878464,2789,8068,0,14112,180103,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,9,2,25,13,56,975,55,920,0,1453,1971,1957,0,0,0,0,0,159503,3141,520710,22688
9.170,3.222,87.485,0.124,0,0,1777664,0,0,0,117,0,1.330,1.170,1.260,5288079360,2798342144,7888392192,11105067008,6184,8122,0,0,8,0,44,108527616,914878464,2648,6904,0,14080,180113,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,9,2,25,13,56,975,55,920,0,1561,2367,2337,0,0,0,0,0,159503,3141,520556,22688
10.856,3.860,85.163,0.121,0,0,0,0,0,0,128,0,1.310,1.170,1.260,5288775680,2798985216,7887052800,11104477184,6591,8027,0,0,0,0,0,108527616,914878464,2486,5717,0,14080,180027,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,9,2,25,13,56,975,55,920,0,191,724,947,0,0,0,0,0,159503,3141,520457,22688
13.985,2.104,83.663,0.248,0,0,1015808,0,0,0,124,0,1.310,1.170,1.260,5304868864,2778963968,7890980864,11105497088,6783,8303,0,0,0,0,132,108527616,914878464,2831,7944,0,14112,180102,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,9,2,25,13,56,975,55,920,0,6173,8856,2439,0,0,0,0,0,159503,3141,515627,22688
10.507,3.956,85.290,0.247,0,0,13811712,0,0,0,132,0,1.310,1.170,1.260,5306830848,2776743936,7891238912,11103449088,8689,78602,0,0,0,0,1438,108527616,914878464,3702,10405,0,14112,180102,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,9,2,25,13,56,975,55,920,0,803,2870,2715,0,0,0,0,0,159503,3141,515023,22688
10.122,4.024,85.732,0.122,0,0,0,0,0,0,139,0,1.310,1.170,1.260,5304938496,2778898432,7890976768,11104550912,8230,25101,1,0,8,0,0,108527616,914878464,2704,7063,0,14144,180101,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,9,2,25,13,56,975,55,920,0,1355,2453,3814,0,0,0,0,0,159503,3141,515611,22688
9.282,3.342,87.376,0,0,0,0,0,0,0,142,0,1.310,1.170,1.260,5305122816,2781237248,7888453632,11104317440,6184,7867,0,0,8,0,0,108527616,914878464,2689,7016,0,14112,180073,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,9,2,25,13,56,975,55,920,0,1414,1966,2534,0,0,0,0,0,159503,3141,516122,22688
10.061,3.313,86.503,0.123,0,0,1662976,0,0,0,125,0,1.280,1.170,1.260,5304487936,2781868032,7888457728,11104952320,6914,8674,0,0,0,0,20,108527616,914878464,2681,5984,0,14144,180073,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,8,2,25,13,56,975,55,920,0,660,1335,1416,0,0,0,0,0,159503,3141,516336,22688
9.494,4.686,85.697,0.123,0,0,0,0,0,0,119,0,1.280,1.170,1.260,5402779648,2678575104,7893458944,10986876928,6294,7840,0,0,0,0,0,108527616,914878464,3433,35612,0,14144,181143,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,8,2,25,13,56,975,55,920,0,33645,54831,27006,0,0,0,0,0,159503,3141,491118,22688
12.700,3.206,83.970,0.123,0,0,5488640,0,0,0,124,0,1.280,1.170,1.260,5405806592,2675548160,7893458944,10983849984,6384,7764,0,0,0,0,156,108527616,914878464,3541,6344,0,14144,181141,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,8,2,25,13,56,975,55,920,0,389,1444,1771,0,0,0,0,0,159503,3141,490379,22688
12.745,3.186,83.946,0.123,0,0,0,0,0,0,121,0,1.280,1.170,1.260,5428740096,2649063424,7897010176,10981699584,6871,10171,0,0,8,0,0,108527616,914878464,2839,9574,0,14080,181217,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,22,1,8,3,25,13,56,975,55,920,0,7618,10208,2922,0,0,0,0,0,159503,3141,483794,22688
9.547,4.162,86.169,0.122,0,40960,0,0,0,0,142,0,1.280,1.170,1.260,5428994048,2647314432,7898505216,10980876288,23107,11839,1,0,8,2,0,108527616,914878464,2683,6910,0,14080,181224,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,8,2,25,13,56,975,55,920,1,1654,2325,2436,0,0,0,0,0,159503,3141,483428,22688
10.134,3.419,86.325,0.122,0,0,2662400,0,0,0,163,6,1.260,1.160,1.250,5431484416,2645364736,7897964544,10978975744,6184,8146,0,0,1,0,46,108527616,914878464,2770,6512,0,14080,181216,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,8,2,25,13,56,975,55,920,0,582,1291,1191,0,0,0,0,0,159503,3141,483010,22688
9.840,3.321,86.716,0.123,0,0,0,0,0,0,129,6,1.260,1.160,1.250,5433229312,2644418560,7897165824,10978029568,8889,11203,0,0,0,0,0,108527616,914878464,2516,5932,0,14112,181215,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,8,2,25,13,56,975,55,920,0,507,1484,1383,0,0,0,0,0,159503,3141,482779,22688
10.159,3.427,84.455,1.958,0,0,7315456,0,0,0,119,0,1.260,1.160,1.250,5434822656,2645344256,7894646784,10976686080,6184,7646,0,0,0,0,60,108527616,914878464,2563,6047,0,14080,181187,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,8,2,25,13,56,975,55,920,0,116,1456,2200,0,0,0,0,0,159503,3141,483005,22688
9.102,4.182,85.240,1.476,0,0,704512,0,0,0,125,0,1.260,1.160,1.250,5435817984,2644357120,7894638592,10975719424,6682,7646,4,0,8,0,72,108527616,914878464,2646,7132,0,14080,181187,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,8,2,25,13,56,975,55,920,0,1367,1990,2005,0,0,0,0,0,159503,3141,482764,22688
10.442,3.317,86.241,0,0,0,0,0,0,0,122,0,1.260,1.160,1.250,5436387328,2643693568,7894732800,10975875072,6606,8378,0,0,0,0,0,108527616,914878464,2545,5798,0,14112,181197,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,8,2,25,13,56,975,55,920,0,1720,1986,1554,0,0,0,0,0,159503,3141,482477,22688
12.855,2.225,84.796,0.124,0,0,0,0,0,0,118,0,1.240,1.160,1.250,5436870656,2640740352,7897202688,10979516416,6184,8141,0,0,8,0,0,108527616,914878464,2810,8496,0,14144,181226,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,2040,3669,2383,0,0,0,0,0,159503,3141,481881,22688
9.950,4.104,85.945,0,0,0,0,0,0,0,158,0,1.240,1.160,1.250,5431410688,2644451328,7898951680,11085737984,6294,7566,0,0,11,0,0,108527616,914878464,3507,9595,0,14080,181275,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,4318,5551,8034,0,0,0,0,0,159503,3141,482787,22688
10.513,3.667,84.841,0.978,0,0,8249344,0,0,0,118,0,1.240,1.160,1.250,5430411264,2645708800,7898689536,11087003648,6184,8062,0,0,0,0,762,108527616,914878464,2734,6815,0,14048,181274,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,75,1590,1727,0,0,0,0,0,159503,3141,483094,22688
10.455,3.075,86.347,0.123,0,0,753664,0,0,0,121,0,1.240,1.160,1.250,5431861248,2644516864,7898431488,11085828096,6549,8097,1,0,8,0,22,108527616,914878464,2608,6980,0,14048,181271,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,1432,1974,1962,0,0,0,0,0,159503,3141,482803,22688
10.962,3.410,85.505,0.122,0,0,0,0,0,0,141,0,1.240,1.160,1.250,5430923264,2647724032,7896162304,11086766080,22201,12700,1,0,0,0,0,108527616,914878464,2691,6623,0,14048,181244,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,8,2,25,13,56,975,55,920,0,65,576,1485,0,0,0,0,0,159503,3141,483586,22688
10.976,4.390,84.634,0,0,0,0,0,0,0,153,6,1.220,1.160,1.250,5433151488,2645495808,7896162304,11084537856,20063,14357,0,0,8,0,0,108527616,914878464,2839,7357,0,14112,181243,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,8,2,25,13,56,975,55,920,0,2654,3645,2968,0,0,0,0,0,159503,3141,483042,22688
11.165,3.641,85.073,0.121,0,0,0,0,0,0,119,0,1.220,1.160,1.250,5432291328,2646355968,7896162304,11095248896,6997,8732,0,0,1,0,0,108527616,914878464,2595,5964,0,14048,181253,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,8,2,25,13,56,975,55,920,0,1094,1259,2329,0,0,0,0,0,159503,3141,483140,22688
13.407,2.952,83.272,0.369,0,0,4808704,0,0,0,179,0,1.220,1.160,1.250,5308780544,2767278080,7898750976,11119738880,9573,10773,0,0,0,0,36,108527616,914878464,3145,7762,0,14112,181282,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,8,2,25,13,56,975,55,920,0,907,3438,32676,0,0,0,0,0,159503,3141,512731,22688
8.447,4.472,86.957,0.124,0,0,548864,0,0,0,118,0,1.220,1.160,1.250,5321662464,2753998848,7899148288,11106652160,6184,7646,1,0,8,0,26,108527616,914878464,2705,7402,0,14144,181323,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,8,2,25,13,56,975,55,920,0,6815,8245,3098,0,0,0,0,0,159503,3141,507454,22688
9.069,3.922,87.010,0,0,0,0,0,0,0,126,0,1.220,1.160,1.250,5313744896,2760851456,7900213248,11102224384,6424,7840,0,0,0,0,0,108527616,914878464,2509,5851,0,14112,181327,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,8,2,25,13,56,975,55,920,0,258,1062,4194,0,0,0,0,0,159503,3141,511205,22688
9.988,2.959,86.930,0.123,0,0,0,0,0,0,125,0,1.200,1.160,1.250,5314359296,2760491008,7899959296,11101868032,7336,9000,1,0,8,0,0,108527616,914878464,2782,7118,0,14048,181330,0,0,5,83,12,13,82,0,1206,27,33,0,0,7,23,1,8,2,25,13,56,977,55,922,0,1371,1991,2124,0,0,0,0,0,159503,3141,511117,22688
9.732,3.771,86.496,0,0,0,0,0,0,0,125,0,1.200,1.160,1.250,5313720320,2763386880,7897702400,11099488256,6270,8210,0,0,0,0,0,108527616,914878464,3430,7427,0,14016,181302,0,0,5,83,12,13,82,0,1206,27,33,0,0,7,23,1,8,2,25,13,56,977,55,922,0,140,1410,2772,0,0,0,0,0,159503,3141,511824,22688
8.968,3.686,86.855,0.491,0,0,7331840,0,0,0,123,0,1.200,1.160,1.250,5309870080,2767228928,7897710592,11102605312,6372,7946,0,0,0,0,62,108527616,914878464,3612,7723,0,14048,181302,0,0,5,83,12,13,82,0,1206,27,33,0,0,7,23,1,8,2,25,13,56,977,55,922,0,43,2281,2811,0,0,0,0,0,159503,3141,512699,22688
10.539,3.431,86.029,0,0,0,565248,0,0,0,172,0,1.200,1.160,1.250,5310337024,2766774272,7897698304,11102150656,6591,8440,1,0,8,0,10,108527616,914878464,3578,8918,0,14016,181302,0,0,5,83,12,13,82,0,1206,27,33,0,0,7,23,1,7,2,25,13,56,977,55,922,0,1342,2825,2817,0,0,0,0,0,159503,3141,512588,22688
13.507,2.230,84.139,0.124,0,0,0,0,0,0,120,0,1.200,1.160,1.250,5295742976,2778533888,7900532736,11106308096,6446,7830,0,0,0,0,0,108527616,914878464,3591,9080,0,14080,181341,0,0,5,83,12,13,82,0,1206,27,33,0,0,7,23,1,7,2,25,13,56,977,55,922,0,2118,4480,4832,0,0,0,0,0,159503,3141,515522,22688
10.341,4.258,85.280,0.122,0,0,516096,0,0,0,152,0,1.430,1.200,1.270,5296758784,2776559616,7901487104,11104579584,23645,13780,2,0,8,0,20,108527616,914878464,3719,9941,0,14080,181342,0,0,5,83,12,13,82,0,1206,27,33,0,0,7,23,1,8,2,25,13,56,977,55,922,0,1497,3258,3849,0,0,0,0,0,159503,3141,515040,22688
9.852,3.079,87.069,0,0,0,0,0,0,0,123,0,1.430,1.200,1.270,5297631232,2775662592,7901507584,11104972800,6616,8347,0,0,0,0,0,108527616,914878464,3502,7897,0,14080,181386,0,0,5,83,12,13,82,0,1206,27,33,0,0,7,23,1,8,2,25,13,56,977,55,922,0,892,3291,2405,0,0,0,0,0,159503,3141,514821,22688
9.512,3.780,86.463,0.244,0,0,7610368,0,0,0,122,0,1.430,1.200,1.270,5301805056,2773733376,7899254784,11100794880,6294,8046,1,0,0,0,72,108527616,914878464,3492,7837,0,14144,181359,0,0,5,83,12,13,82,0,1206,27,33,0,0,7,23,1,8,2,25,13,56,977,55,922,0,136,2406,2869,0,0,0,0,0,159503,3141,514350,22688
10.688,4.177,85.135,0,0,0,0,0,0,0,152,0,1.430,1.200,1.270,5302906880,2772623360,7899262976,11099795456,25075,22674,2,0,7,0,0,108527616,914878464,3677,8948,0,14080,181370,0,0,5,83,12,13,82,0,1211,29,33,0,0,7,25,1,8,2,25,14,56,979,55,924,0,2888,4873,4998,0,0,0,0,0,159503,3141,514157,22688
9.681,3.431,86.765,0.123,0,32768,0,0,0,0,196,0,1.430,1.200,1.270,5303255040,2772254720,7899283456,11099459584,20365,14275,0,0,2,4,0,108527616,914878464,3620,8149,0,14048,181364,0,0,5,83,12,13,82,0,1212,30,33,0,0,7,24,2,8,3,25,14,56,979,55,924,1,457,2148,2196,0,0,0,0,0,159503,3141,513989,22688
10.134,4.151,85.592,0.122,0,0,1949696,0,0,0,148,0,1.310,1.180,1.260,5271773184,2809036800,7893975040,11145322496,20554,16672,0,0,8,0,38,108527616,914878464,3618,9185,0,14112,180249,0,0,5,83,12,13,82,0,1208,28,33,0,0,7,23,1,8,3,25,14,56,977,55,922,0,1541,3283,13353,0,0,0,0,0,159503,3141,523037,22688
13.882,2.580,83.538,0,0,0,0,0,0,0,126,0,1.310,1.180,1.260,5267963904,2810023936,7896797184,11150356480,7510,8452,0,0,0,0,0,108527616,914878464,3653,9018,0,14080,180288,0,0,5,83,12,13,82,0,1207,27,33,0,0,7,23,1,8,2,25,14,56,977,55,922,0,1701,4446,2121,0,0,0,0,0,159503,3141,523210,22688
10.097,3.285,86.496,0.122,0,0,0,0,0,0,119,0,1.310,1.180,1.260,5268979712,2809106432,7896698880,11149549568,6184,7646,8,0,0,0,137,108527616,914878464,3734,8399,0,14048,180287,0,0,5,83,12,13,82,0,1207,27,33,0,0,7,23,1,8,2,25,14,56,977,55,922,0,47,2685,2835,0,0,0,0,0,159503,3141,523130,22688
9.646,4.518,85.714,0.122,0,0,10231808,0,0,0,132,0,1.310,1.180,1.260,5248139264,2831269888,7895375872,11147763712,7331,8838,1,0,0,0,1493,108527616,914878464,4786,11766,0,14080,180241,0,0,5,83,12,13,82,0,1207,27,33,0,0,7,23,1,7,2,25,14,56,977,55,922,0,6455,8892,9417,0,0,0,0,0,159503,3141,525625,22688
10.037,3.550,86.414,0,0,0,0,0,0,0,141,0,1.310,1.180,1.260,5259558912,2818871296,7896354816,11136483328,22001,12945,0,0,8,0,0,108527616,914878464,3523,9573,0,14080,180250,0,0,5,83,12,13,82,0,1207,27,33,0,0,7,23,1,8,2,25,14,56,977,55,922,0,209,1672,2176,0,0,0,0,0,159503,3141,525370,22688
9.606,4.187,86.084,0.123,0,0,1908736,0,0,0,178,0,1.370,1.200,1.260,5259956224,2820558848,7894269952,11135909888,22473,10414,0,0,8,0,40,108527616,914878464,3690,9476,0,14112,180222,0,0,5,83,12,13,82,0,1208,27,33,0,0,7,22,2,8,2,25,14,56,977,55,922,0,1540,3185,3912,0,0,0,0,0,159503,3141,525782,22688
9.975,3.202,86.700,0.123,0,0,245760,0,0,0,149,0,1.370,1.200,1.260,5261152256,2819354624,7894278144,11134726144,23629,13440,0,0,0,0,34,108527616,914878464,3497,7841,0,14112,180220,0,0,5,83,12,13,82,0,1207,27,33,0,0,7,23,1,8,2,25,14,56,977,55,922,0,466,1759,1422,0,0,0,0,0,159503,3141,525488,22688
10.379,2.808,86.691,0.122,0,0,0,0,0,0,119,0,1.370,1.200,1.260,5262471168,2818166784,7894147072,11151491072,6184,7788,0,0,0,0,0,108527616,914878464,3466,7575,0,14112,180220,0,0,5,83,12,13,82,0,1207,27,33,0,0,7,23,1,8,2,25,14,56,977,55,922,0,165,1395,1408,0,0,0,0,0,159503,3141,525198,22688
14.146,3.902,81.829,0.122,0,0,7725056,0,0,0,122,0,1.370,1.200,1.260,5260652544,2818293760,7895834624,11144515584,6406,7988,1,0,0,0,98,108527616,914878464,3673,9067,0,14144,180527,0,0,5,83,12,13,82,0,1207,27,33,0,0,7,23,1,8,2,25,14,56,977,55,922,0,2228,6327,6397,0,0,0,0,0,159503,3141,525229,22688
9.383,4.074,86.420,0.123,0,0,630784,0,0,0,120,0,1.370,1.200,1.260,5385650176,2687361024,7901769728,11011956736,6184,7764,0,0,8,0,28,108527616,914878464,4344,39039,0,14080,181593,0,0,5,83,12,13,82,0,1207,27,33,0,0,7,23,1,8,2,25,14,56,977,55,922,0,33785,56549,26467,0,0,0,0,0,159503,3141,493263,22688
9.594,3.936,86.470,0,0,0,0,0,0,0,124,0,1.340,1.190,1.260,5387243520,2686025728,7901511680,11010715648,6580,8234,0,0,8,0,0,108527616,914878464,3397,8321,0,14080,181585,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,8,2,25,14,56,975,55,920,0,1879,2943,2776,0,0,0,0,0,159503,3141,492891,22688
10.197,3.440,86.241,0.123,0,0,0,0,0,0,163,0,1.340,1.190,1.260,5409472512,2662453248,7902855168,10996654080,6294,8061,2,0,1,0,0,108527616,914878464,2825,6320,0,14112,181631,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,8,2,25,14,56,975,55,920,0,6180,7464,1706,0,0,0,0,0,159503,3141,487182,22688
10.012,2.967,87.021,0,0,0,0,0,0,0,138,0,1.340,1.190,1.260,5391785984,2682413056,7900581888,10997141504,21982,12824,0,0,0,0,0,108527616,914878464,2587,6565,0,14048,181605,0,0,5,83,12,13,82,0,1205,27,33,0,0,7,25,0,8,1,25,14,56,975,55,920,0,67,642,5864,0,0,0,0,0,159503,3141,491943,22688
9.975,3.448,86.330,0.246,0,0,8093696,0,0,0,132,0,1.340,1.190,1.260,5392904192,2681294848,7900581888,10996023296,8240,10137,0,0,0,0,172,108527616,914878464,2601,5991,0,14048,181604,0,0,5,83,12,13,82,0,1205,27,33,0,0,7,25,0,7,1,25,14,56,975,55,920,0,81,1514,1536,0,0,0,0,0,159503,3141,491782,22688
9.471,3.690,86.839,0,0,0,2695168,0,0,0,119,0,1.340,1.190,1.260,5385146368,2693316608,7896317952,11000750080,6184,7788,1,0,8,0,38,108527616,914878464,2660,6974,0,14112,181603,0,0,5,83,12,13,82,0,1205,27,33,0,0,7,25,0,7,1,25,14,56,975,55,920,0,1365,2296,5442,0,0,0,0,0,159503,3141,494717,22688
14.320,2.913,82.524,0.243,0,0,229376,0,0,0,124,0,1.310,1.190,1.260,5385768960,2690170880,7898841088,10997911552,6968,7795,2,0,8,0,44,108527616,914878464,2822,8577,0,14080,181628,0,0,5,83,12,13,82,0,1205,27,33,0,0,7,25,0,7,1,25,14,56,975,55,920,0,2360,4015,2555,0,0,0,0,0,159503,3141,493949,22688
11.125,2.934,85.941,0,0,0,0,0,0,0,140,0,1.310,1.190,1.260,5376364544,2698358784,7900057600,11122298880,8471,13053,0,0,0,0,0,108527616,914878464,2643,6688,0,14080,181643,0,0,5,83,12,13,82,0,1205,27,33,0,0,7,25,0,8,1,25,14,56,975,55,920,0,660,1174,3084,0,0,0,0,0,159503,3141,495948,22688
9.553,2.481,87.841,0.124,0,0,0,0,0,0,161,0,1.310,1.190,1.260,5376266240,2699419648,7899095040,11123335168,21876,9492,0,0,0,0,0,108527616,914878464,2701,5942,0,14112,181642,0,0,5,83,12,13,82,0,1205,27,33,0,0,7,25,0,7,1,25,14,56,975,55,920,0,136,623,1038,0,0,0,0,0,159503,3141,496195,22688
10.404,4.039,85.557,0,0,0,9977856,0,0,0,125,0,1.310,1.190,1.260,5358096384,2717835264,7898849280,11128475648,6628,8214,2,0,0,0,700,108527616,914878464,2822,6941,0,14144,181683,0,0,5,83,12,13,82,0,1205,27,33,0,0,7,25,0,7,1,25,14,56,975,55,920,0,5618,8069,6960,0,0,0,0,0,159503,3141,496169,22688
