"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/mem_socket_vm_tcp_net_load_raw_fs_io_swap.csv --mem --socket --vm --tcp --net --load --raw --fs --io --swap 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"memory usage",,,,"sockets",,,,,"virtual memory",,,,"tcp sockets",,,,,"net/total",,"load avg",,,"raw","filesystem",,"io/total",,"swap",
5240840192,2772140032,7961677824,11154829312,1203,24,33,0,0,0,2689,4605,8141,7,20,0,8,1,21932,19720,0.870,0.910,1.090,0,14016,183116,0,214,108527616,914878464
5240492032,2772209664,7961956352,11155169280,1203,24,33,0,0,0,3010,4241,3487,7,20,0,8,1,9545,10330,0.890,0.910,1.090,0,14048,183114,0,0,108527616,914878464
5241368576,2771005440,7962284032,11153977344,1203,24,33,0,0,0,1492,2117,2404,7,20,0,8,1,6461,8027,0.890,0.910,1.090,0,14048,183115,0,0,108527616,914878464
5240152064,2775359488,7959146496,11156750336,1203,24,33,0,0,0,269,1289,2002,7,20,0,8,1,7389,9162,0.890,0.910,1.090,0,14048,183086,0,0,108527616,914878464
5240311808,2774958080,7959388160,11155517440,1203,24,33,0,0,0,1051,1963,2069,7,20,0,7,1,11287,95062,0.890,0.910,1.090,0,14048,183086,0,0,108527616,914878464
5243248640,2771496960,7959912448,11152105472,1203,24,33,0,0,0,248,1918,1804,7,20,0,7,1,6294,7982,0.890,0.910,1.090,0,14048,183087,0,88,108527616,914878464
5244485632,2770259968,7959912448,11150872576,1203,24,33,0,0,0,1594,2203,2185,7,20,0,7,1,6616,8126,0.810,0.890,1.080,0,14048,183087,0,0,108527616,914878464
5236862976,2781454336,7956377600,11155197952,1203,24,33,0,0,0,7372,9935,9067,7,20,0,7,1,6294,7958,0.810,0.890,1.080,0,14016,182004,0,0,108527616,914878464
5237968896,2780008448,7956717568,11155210240,1203,24,33,0,0,0,453,1104,1061,7,20,0,8,1,23405,13506,0.810,0.890,1.080,0,14048,182015,0,34,108527616,914878464
5239054336,2778587136,7957053440,11153797120,1203,24,33,0,0,0,303,988,781,7,20,0,8,1,6184,7646,0.810,0.890,1.080,0,14016,182017,0,58,108527616,914878464
5240213504,2779758592,7954829312,11147726848,1203,24,33,0,0,0,492,3936,6375,7,20,0,8,1,6424,7840,0.810,0.890,1.080,0,14016,181989,0,1022,108527616,914878464
5243494400,2776981504,7954309120,11144994816,1203,24,33,0,0,0,2413,3504,3872,7,20,0,8,1,8345,11425,0.750,0.880,1.080,0,14080,181986,0,0,108527616,914878464
5244973056,2775547904,7954264064,11149168640,1203,24,33,0,0,0,2075,2216,2632,7,20,0,8,1,6351,7975,0.750,0.880,1.080,0,14048,181986,0,0,108527616,914878464
5246410752,2774069248,7954305024,11147698176,1202,24,33,0,0,0,344,2086,1857,7,20,0,8,1,10728,13394,0.750,0.880,1.080,0,14048,181986,0,150,108527616,914878464
5261881344,2756210688,7956692992,11132317696,1202,24,33,0,0,0,6990,9351,2691,7,20,0,7,1,6184,7730,0.750,0.880,1.080,0,14112,182010,0,0,108527616,914878464
5262684160,2753802240,7958298624,11131703296,1202,24,33,0,0,0,554,2309,1747,7,20,0,7,1,6294,8114,0.750,0.880,1.080,0,14112,182015,0,502,108527616,914878464
5397651456,2615070720,7962062848,10999504896,1202,24,33,0,0,0,37492,58916,24148,7,20,0,7,1,6783,8039,0.690,0.860,1.070,0,14080,183084,0,0,108527616,914878464
5401010176,2613628928,7960145920,10995957760,1202,24,33,0,0,0,1705,2348,2997,7,20,0,7,1,6314,7901,0.690,0.860,1.070,0,14112,183056,0,0,108527616,914878464
5401415680,2613211136,7960154112,10995306496,1203,25,33,0,0,0,268,1184,1252,7,19,1,7,2,6910,9132,0.690,0.860,1.070,0,14080,183058,0,38,108527616,914878464
5402025984,2613051392,7959703552,10995167232,1202,24,33,0,0,0,298,807,877,7,20,0,8,1,23213,12436,0.690,0.860,1.070,0,14080,183057,0,0,108527616,914878464
5400068096,2615136256,7959576576,10997260288,1202,24,33,0,0,0,442,1593,1961,7,20,0,8,1,6270,8369,0.690,0.860,1.070,0,14048,183056,0,228,108527616,914878464
5384470528,2627670016,7962640384,11016228864,1202,24,33,0,0,0,686,2214,4816,7,20,0,8,1,6690,8027,0.710,0.870,1.070,0,14016,183084,0,36,108527616,914878464
5394018304,2618028032,7962734592,11016024064,1202,24,33,0,0,0,7080,8887,6945,7,20,0,8,1,6184,7764,0.710,0.870,1.070,0,14048,183083,0,0,108527616,914878464
5395910656,2616578048,7962292224,11014934528,1202,24,33,0,0,0,974,1968,1338,7,20,0,8,1,6703,8464,0.710,0.870,1.070,0,14080,183093,0,96,108527616,914878464
5386915840,2625495040,7962370048,11014057984,1203,25,33,0,0,1,756,947,3577,7,19,1,8,2,6556,8796,0.710,0.870,1.070,0,14080,183094,8,0,108527616,914878464
5390184448,2624147456,7960449024,11010322432,1202,24,33,0,0,0,308,2059,2544,7,20,0,8,1,37325,13020,0.710,0.870,1.070,0,14048,183066,0,128,108527616,914878464
5390368768,2623950848,7960461312,11010277376,1202,24,33,0,0,0,1059,1493,1325,7,20,0,8,1,6726,8320,0.660,0.850,1.070,0,14016,183066,0,0,108527616,914878464
5391261696,2623311872,7960207360,11009667072,1202,24,33,0,0,0,2782,3448,3641,7,20,0,7,1,6184,7901,0.660,0.850,1.070,0,14048,183065,0,0,108527616,914878464
5385261056,2627039232,7962480640,11011887104,1202,24,33,0,0,0,1641,2974,2463,7,20,0,7,1,6184,7372,0.660,0.850,1.070,0,14048,183093,0,166,108527616,914878464
5384445952,2628911104,7961423872,11005444096,1202,24,33,0,0,0,3156,4537,5352,7,20,0,8,1,21816,13166,0.660,0.850,1.070,0,14080,183090,0,0,108527616,914878464
5393281024,2618408960,7963090944,10996334592,1202,24,33,0,0,0,2642,4590,2161,7,20,0,8,1,8392,9594,0.660,0.850,1.070,0,14016,183095,0,74,108527616,914878464
5390184448,2621865984,7962730496,11016269824,1202,24,33,0,0,0,639,1164,2142,7,20,0,8,1,6294,7703,0.600,0.840,1.060,0,14048,183104,0,0,108527616,914878464
5393494016,2620948480,7960338432,11012960256,1202,24,33,0,0,0,2946,3435,4003,7,20,0,8,1,6184,7646,0.600,0.840,1.060,0,14048,183075,0,0,108527616,914878464
5392850944,2620018688,7961911296,11011911680,1202,24,33,0,0,0,209,1080,867,7,20,0,8,1,6505,8246,0.600,0.840,1.060,0,14016,183077,0,32,108527616,914878464
5394935808,2619572224,7960272896,11011473408,1202,24,33,0,0,0,226,819,1202,7,20,0,8,1,6294,7982,0.600,0.840,1.060,0,14016,183074,0,0,108527616,914878464
5380988928,2631069696,7962722304,11011674112,1202,24,33,0,0,0,1097,2473,4554,7,20,0,8,1,6184,7646,0.600,0.840,1.060,0,14016,183102,0,24,108527616,914878464
5382799360,2628677632,7963303936,11009318912,1202,24,33,0,0,0,1269,1599,1089,7,20,0,8,1,6895,8937,0.640,0.840,1.060,0,14016,183104,0,0,108527616,914878464
5392437248,2618839040,7963504640,11001905152,1202,24,33,0,0,0,8732,10525,7661,7,20,0,7,1,6424,7840,0.640,0.840,1.060,0,14016,183104,0,0,108527616,914878464
5393940480,2617909248,7962931200,11004334080,1202,24,33,0,0,0,246,764,1075,7,20,0,7,1,6882,7646,0.640,0.840,1.060,0,13984,183112,0,0,108527616,914878464
5393055744,2621091840,7960633344,11005202432,1202,24,33,0,0,0,202,789,1349,7,20,0,7,1,6294,7840,0.640,0.840,1.060,0,13984,183084,0,34,108527616,914878464
5391994880,2621886464,7960899584,11006001152,1202,24,33,0,0,0,365,1902,2140,7,20,0,8,1,23365,13883,0.640,0.840,1.060,0,13952,183086,0,82,108527616,914878464
5392596992,2621026304,7961157632,11005140992,1202,24,33,0,0,0,689,1178,1089,7,20,0,8,1,6747,8728,0.660,0.840,1.060,0,13984,183087,0,0,108527616,914878464
5389946880,2621935616,7962898432,11013566464,1201,24,33,0,0,0,3625,5099,6534,7,20,0,8,1,6294,7840,0.660,0.840,1.060,0,14048,183112,0,0,108527616,914878464
5389041664,2622627840,7963111424,11014590464,1201,24,33,0,0,0,203,722,1022,7,20,0,8,1,6851,8265,0.660,0.840,1.060,0,14048,183109,0,0,108527616,914878464
5370564608,2647552000,7956664320,11030851584,1201,24,33,0,0,0,1700,2965,8439,7,20,0,8,1,6420,7646,0.660,0.840,1.060,0,14080,181995,0,24,108527616,914878464
5385969664,2630410240,7958401024,11015168000,1201,24,33,0,0,0,4429,5365,956,7,20,0,8,1,6380,7946,0.660,0.840,1.060,0,14080,182001,0,0,108527616,914878464
5384531968,2631950336,7958298624,11016790016,1201,24,33,0,0,0,1187,2801,2329,7,20,0,8,1,6783,8534,0.610,0.830,1.050,0,14048,182010,0,310,108527616,914878464
5377511424,2641367040,7955902464,11165577216,1202,24,33,0,0,0,2141,2895,6009,7,20,0,7,1,8019,9535,0.610,0.830,1.050,0,14048,181988,0,30,108527616,914878464
5375598592,2643283968,7955898368,11167305728,1202,24,33,0,0,0,892,2282,2304,7,20,0,7,1,11474,10584,0.610,0.830,1.050,0,14048,181984,0,128,108527616,914878464
5371981824,2644180992,7958618112,11172003840,1202,24,33,0,0,0,1709,2530,1801,7,20,0,7,1,6354,7686,0.610,0.830,1.050,0,14080,182011,0,0,108527616,914878464
5373153280,2643533824,7958093824,11172163584,1206,25,36,0,0,0,201,799,1381,7,19,1,7,2,6592,9914,0.610,0.830,1.050,0,14080,182014,0,0,108527616,914878464
5376733184,2638831616,7959146496,11167334400,1205,24,36,0,0,0,341,2993,2646,7,20,0,7,1,23274,13467,0.640,0.830,1.050,0,14048,182015,0,974,108527616,914878464
5393969152,2621149184,7959592960,11149574144,1205,24,36,0,0,0,8800,10452,4628,7,20,0,7,1,6314,9046,0.640,0.830,1.050,0,14080,182018,0,0,108527616,914878464
5530181632,2481401856,7963127808,11013611520,1205,24,36,0,0,0,37705,59273,23152,7,20,0,7,1,6573,9388,0.640,0.830,1.050,0,14048,183083,0,22,108527616,914878464
5533843456,2479951872,7960915968,11010002944,1205,24,36,0,0,0,224,717,1244,7,20,0,7,1,6184,7783,0.640,0.830,1.050,0,14048,183055,0,0,108527616,914878464
5535281152,2478247936,7961182208,11025981440,1202,24,33,0,0,0,201,829,744,7,20,0,7,1,6294,7703,0.640,0.830,1.050,0,14048,183053,0,0,108527616,914878464
5538873344,2471960576,7963877376,11023335424,1202,24,33,0,0,0,2247,4650,1981,7,20,0,7,1,6783,8455,0.670,0.830,1.050,0,14048,183082,0,192,108527616,914878464
5540540416,2470711296,7963459584,11022139392,1202,24,33,0,0,0,1758,2135,2160,7,20,0,6,1,6351,8191,0.670,0.830,1.050,0,14048,183081,0,0,108527616,914878464
5543583744,2467729408,7963398144,11019182080,1202,24,33,0,0,0,1697,2723,2494,7,20,0,6,1,6591,8008,0.670,0.830,1.050,0,14016,183080,0,70,108527616,914878464
5543682048,2468683776,7962345472,11015348224,1202,24,33,0,0,0,288,1332,2838,7,20,0,6,1,6396,8175,0.670,0.830,1.050,0,14048,183076,0,0,108527616,914878464
5562097664,2450923520,7961690112,10998259712,1202,24,33,0,0,0,5625,6836,2272,7,20,0,6,1,6351,7701,0.670,0.830,1.050,0,14016,183053,0,0,108527616,914878464
5388034048,2625355776,7961321472,11006963712,1202,24,33,0,0,1,825,2379,44844,7,20,0,7,1,19706,13191,0.700,0.840,1.050,0,13984,183064,2,146,108527616,914878464
5390315520,2622787584,7961608192,11004080128,1202,24,33,0,0,0,1576,2712,2730,7,20,0,7,1,13345,11214,0.700,0.840,1.050,0,14016,183063,0,140,108527616,914878464
5390569472,2620084224,7964057600,11051610112,1202,24,33,0,0,0,3462,5042,3298,7,20,0,7,1,6703,8464,0.700,0.840,1.050,0,14048,183091,0,0,108527616,914878464
5390745600,2619625472,7964340224,11051175936,1202,24,33,0,0,0,223,732,681,7,20,0,7,1,6526,7938,0.700,0.840,1.050,0,14016,183091,0,0,108527616,914878464
5391958016,2618937344,7963815936,11050471424,1204,24,33,0,0,0,342,652,859,7,20,0,7,1,6184,7752,0.700,0.840,1.050,0,14016,183093,0,0,108527616,914878464
5393018880,2619203584,7962488832,11049410560,1202,24,33,0,0,0,677,1763,1940,7,20,0,7,1,6979,8507,0.640,0.820,1.050,0,14048,183044,0,42,108527616,914878464
5417533440,2594988032,7962189824,11025514496,1202,24,33,0,0,0,8685,11089,5062,7,20,0,7,1,10621,94468,0.640,0.820,1.050,0,14080,183065,0,12,108527616,914878464
5413888000,2598567936,7962251264,11024240640,1202,24,33,0,0,0,2967,3642,4065,7,20,0,7,1,7496,9781,0.640,0.820,1.050,0,14048,183075,0,0,108527616,914878464
5414567936,2597613568,7962525696,11023314944,1202,24,33,0,0,0,850,1549,1612,7,20,0,7,1,7363,9170,0.640,0.820,1.050,0,14048,183075,0,64,108527616,914878464
5414076416,2595418112,7965212672,11044573184,1202,24,33,0,0,0,1829,3703,2788,7,20,0,6,1,9209,10143,0.640,0.820,1.050,0,14016,183104,0,0,108527616,914878464
5412937728,2597208064,7964561408,11055202304,1203,25,33,0,0,0,363,1929,2890,7,22,0,6,0,13528,18663,0.670,0.830,1.050,0,14016,183106,0,40,108527616,914878464
5414121472,2595770368,7964815360,11053719552,1203,25,33,0,0,0,1735,2535,2297,7,22,0,7,0,22247,17191,0.670,0.830,1.050,0,14080,183105,0,64,108527616,914878464
5418483712,2594320384,7961903104,11049881600,1203,25,33,0,0,0,1911,2186,3146,7,22,0,7,0,10855,9667,0.670,0.830,1.050,0,14080,183076,0,0,108527616,914878464
5415092224,2599198720,7960416256,11051003904,1203,25,33,0,0,0,262,1244,2946,7,22,0,7,0,7285,10948,0.670,0.830,1.050,0,14080,183067,0,0,108527616,914878464
5442375680,2569830400,7962501120,11023179776,1203,25,33,0,0,0,7433,9249,1522,7,22,0,7,0,6184,7925,0.670,0.830,1.050,0,14080,183078,0,0,108527616,914878464
5441458176,2570534912,7962714112,11023724544,1203,25,33,0,0,0,636,2127,1842,7,22,0,7,0,6783,8176,0.620,0.810,1.040,0,14144,183088,0,66,108527616,914878464
5394870272,2615320576,7964516352,11117015040,1205,27,33,0,0,0,3286,4740,15837,7,24,0,7,0,7357,10683,0.620,0.810,1.040,0,14080,183117,0,52,108527616,914878464
5396156416,2613944320,7964606464,11115950080,1205,27,33,0,0,0,1503,2070,2098,7,24,0,7,0,22082,12049,0.620,0.810,1.040,0,14080,183116,0,0,108527616,914878464
5396373504,2613256192,7965077504,11115266048,1205,27,33,0,0,0,217,865,709,7,24,0,7,0,6294,7982,0.620,0.810,1.040,0,14080,183117,0,0,108527616,914878464
5397278720,2612797440,7964631040,11114823680,1205,27,33,0,0,0,263,768,1252,7,24,0,6,0,6314,7646,0.620,0.810,1.040,0,14048,183116,0,0,108527616,914878464
5396549632,2613522432,7964635136,11115556864,1205,27,33,0,0,0,523,1648,1548,7,24,0,6,0,6580,8092,0.730,0.830,1.050,0,14016,183116,0,290,108527616,914878464
5311070208,2706804736,7956832256,11114242048,1205,27,33,0,0,0,6823,8882,31305,7,24,0,6,0,6294,7840,0.730,0.830,1.050,0,14048,181978,0,26,108527616,914878464
5311508480,2705747968,7957450752,11133575168,1205,27,33,0,0,0,1594,2457,2895,7,24,0,7,0,22200,13502,0.730,0.830,1.050,0,14048,181989,0,12,108527616,914878464
5301944320,2713300992,7959461888,11139723264,1207,27,33,0,0,0,1398,3991,5264,7,24,0,7,0,24918,23383,0.730,0.830,1.050,0,14080,182018,0,0,108527616,914878464
5302648832,2712461312,7959597056,11138883584,1207,27,33,0,0,1,849,924,930,7,24,0,8,0,9996,12517,0.730,0.830,1.050,0,14048,182018,8,0,108527616,914878464
5277966336,2735570944,7961186304,11157209088,1207,27,33,0,0,0,751,2712,7416,7,24,0,7,0,36528,10220,0.670,0.820,1.040,0,14048,182020,0,1149,108527616,914878464
5278388224,2738606080,7957729280,11157618688,1207,27,33,0,0,0,1565,3991,4912,7,24,0,7,0,6424,7840,0.670,0.820,1.040,0,14048,181990,0,1223,108527616,914878464
5273370624,2729988096,7971364864,11149086720,1216,27,33,0,0,0,7924,10616,5507,7,24,0,7,0,41162,14990,0.670,0.820,1.040,0,14080,182074,0,20,108527616,914878464
5278859264,2733211648,7962652672,11150651392,1208,27,33,0,0,0,18762,20440,23280,7,24,0,7,0,7411,9234,0.670,0.820,1.040,0,14080,181876,0,0,108527616,914878464
5294764032,2714894336,7965065216,11117072384,1209,27,33,0,0,0,16021,18570,14045,7,25,0,6,0,23754,24383,0.670,0.820,1.040,0,14080,181926,0,0,108527616,914878464
5397360640,2608095232,7969267712,10989518848,1208,27,33,0,0,0,41621,65152,33352,7,25,0,6,0,8779,9279,0.700,0.820,1.040,0,14048,183021,0,56,108527616,914878464
5401554944,2604560384,7968608256,10985865216,1208,27,33,0,0,0,1559,2597,3087,7,25,0,6,0,7692,9753,0.700,0.820,1.040,0,14048,183021,0,52,108527616,914878464
5404303360,2601807872,7968612352,10983112704,1208,27,33,0,0,0,1705,2691,4070,7,25,0,6,0,7022,8128,0.700,0.820,1.040,0,14048,183021,0,0,108527616,914878464
5394120704,2611982336,7968620544,10993491968,1208,27,33,0,0,0,3169,4279,5627,7,25,0,7,0,23769,14752,0.700,0.820,1.040,0,14048,183017,0,30,108527616,914878464
5401976832,2606161920,7966584832,10985275392,1208,27,33,0,0,0,283,2830,3377,7,25,0,7,0,7772,10996,0.700,0.820,1.040,0,14016,182989,0,0,108527616,914878464
5404979200,2603896832,7965847552,10984431616,1208,27,33,0,0,0,842,1344,1026,7,25,0,7,0,6783,8313,0.640,0.810,1.030,0,14048,182988,0,0,108527616,914878464
5409173504,2599604224,7965945856,11002396672,1208,27,33,0,0,0,6930,9226,7527,7,25,0,7,0,6426,7912,0.640,0.810,1.030,0,14016,182986,0,124,108527616,914878464
5393965056,2612125696,7968632832,11015094272,1208,27,33,0,0,0,4068,5395,6706,7,25,0,7,0,6294,7840,0.640,0.810,1.030,0,14048,183020,0,0,108527616,914878464
5395300352,2610905088,7968518144,11014230016,1208,27,33,0,0,0,287,874,838,7,25,0,7,0,6882,8146,0.640,0.810,1.030,0,14080,183024,0,0,108527616,914878464
5395697664,2610446336,7968579584,11013828608,1208,27,33,0,0,0,422,1172,1359,7,25,0,6,0,6294,7840,0.640,0.810,1.030,0,14080,183025,0,70,108527616,914878464
5396500480,2609700864,7968522240,11014692864,1208,27,33,0,0,0,943,1307,1217,7,25,0,6,0,6747,8605,0.590,0.790,1.030,0,14112,183025,0,38,108527616,914878464
5401055232,2606948352,7966720000,11009318912,1208,27,33,0,0,0,1616,3350,4269,7,25,0,6,0,6977,9453,0.590,0.790,1.030,0,14080,182998,0,150,108527616,914878464
5402488832,2606039040,7966195712,11008397312,1208,27,33,0,0,0,1560,2231,2296,7,25,0,6,0,8395,10019,0.590,0.790,1.030,0,14080,182997,0,20,108527616,914878464
5397741568,2612117504,7964864512,11013783552,1209,28,33,0,0,0,276,993,3126,7,24,1,6,1,7375,9729,0.590,0.790,1.030,0,14080,182952,0,0,108527616,914878464
5418360832,2587570176,7968792576,11138125824,1208,27,33,0,0,0,9707,12104,4499,7,25,0,7,0,23237,12726,0.590,0.790,1.030,0,14048,183027,0,0,108527616,914878464
5418217472,2586079232,7970426880,11138109440,1208,27,33,0,0,0,734,1565,1000,7,25,0,7,0,6726,8289,0.700,0.810,1.030,0,14016,183038,0,0,108527616,914878464
5413879808,2590584832,7970258944,11146694656,1208,27,33,0,0,0,1843,2839,4695,7,25,0,7,0,6270,7646,0.700,0.810,1.030,0,14048,183036,0,42,108527616,914878464
5417357312,2588479488,7968886784,11144368128,1208,27,33,0,0,0,2564,3828,3856,7,25,0,7,0,17526,14497,0.700,0.810,1.030,0,14080,183034,0,20,108527616,914878464
5419003904,2588884992,7966834688,11142397952,1208,27,33,0,0,0,1309,1778,2178,7,25,0,7,0,6605,8288,0.700,0.810,1.030,0,14080,183008,0,0,108527616,914878464
5419311104,2589270016,7966142464,11137343488,1208,27,33,0,0,0,926,1313,3070,7,25,0,7,0,6695,8451,0.700,0.810,1.030,0,14048,183008,0,0,108527616,914878464
5421166592,2588004352,7965552640,11136090112,1208,27,33,0,0,0,1483,2797,2080,7,25,0,6,0,9204,10250,0.640,0.800,1.030,0,14080,183007,0,30,108527616,914878464
5427281920,2580602880,7966838784,11125841920,1208,27,33,0,0,0,9061,12258,10295,7,25,0,6,0,6351,7833,0.640,0.800,1.030,0,14112,183030,0,156,108527616,914878464
5428174848,2578456576,7968108544,11125260288,1206,27,33,0,0,0,1691,2743,2353,7,25,0,6,0,6667,8128,0.640,0.800,1.030,0,14048,183033,0,4,108527616,914878464
5428633600,2577309696,7968796672,11124215808,1206,27,33,0,0,0,637,1254,1149,7,25,0,6,0,6294,7840,0.640,0.800,1.030,0,14048,183044,0,56,108527616,914878464
5429788672,2576416768,7968534528,11123331072,1206,27,33,0,0,0,263,822,1304,7,25,0,7,0,7803,12636,0.640,0.800,1.030,0,14048,183036,0,0,108527616,914878464
5433847808,2575011840,7965880320,11119521792,1206,27,33,0,0,0,736,1195,1573,7,25,0,7,0,22495,10035,0.590,0.790,1.020,0,14048,183008,0,0,108527616,914878464
5433491456,2575368192,7965880320,11119890432,1206,27,33,0,0,0,728,1964,1883,7,25,0,7,0,6314,7646,0.590,0.790,1.020,0,14048,183012,0,442,108527616,914878464
5263220736,2750205952,7961313280,11160276992,1205,27,33,0,0,0,2501,4072,47495,7,25,0,7,0,6396,7925,0.590,0.790,1.020,0,14048,181897,0,218,108527616,914878464
5260861440,2754408448,7959461888,11164254208,1204,27,33,0,0,0,2270,3207,4349,7,25,0,7,0,6893,9393,0.590,0.790,1.020,0,14048,181921,0,0,108527616,914878464
5282254848,2731458560,7961018368,11142967296,1204,27,33,0,0,0,8637,11303,3239,7,25,0,7,0,6458,8037,0.590,0.790,1.020,0,14080,181925,0,56,108527616,914878464
5275189248,2738065408,7961477120,11141066752,1204,27,33,0,0,0,451,950,2866,7,25,0,7,0,6877,8142,0.550,0.770,1.020,0,14048,181936,0,0,108527616,914878464
5282037760,2731085824,7961608192,11134132224,1204,27,33,0,0,1,867,4060,4043,7,25,0,8,0,22560,15580,0.550,0.770,1.020,0,14048,181937,2,2170,108527616,914878464
5281603584,2732027904,7961100288,11135086592,1204,27,33,0,0,0,2837,3540,3981,7,25,0,7,0,7384,8680,0.550,0.770,1.020,0,14080,181935,0,0,108527616,914878464
5276282880,2739744768,7958704128,11140407296,1204,27,33,0,0,0,217,726,3921,7,25,0,7,0,6558,8026,0.550,0.770,1.020,0,14080,181907,0,0,108527616,914878464
5276942336,2737528832,7960260608,11138187264,1204,27,33,0,0,0,667,1645,1131,7,25,0,7,0,6184,7646,0.550,0.770,1.020,0,14112,181910,0,22,108527616,914878464
5261107200,2752172032,7961452544,11135512576,1204,27,33,0,0,0,2408,3498,6642,7,25,0,8,0,23837,14066,0.660,0.790,1.020,0,14112,181934,0,0,108527616,914878464
5283291136,2730110976,7961329664,11115053056,1204,27,33,0,0,0,5877,8303,2651,7,25,0,9,0,23531,14962,0.660,0.790,1.020,0,14112,181937,0,46,108527616,914878464
5282205696,2731085824,7961440256,11116163072,1204,27,33,0,0,0,3380,4019,4066,7,25,0,9,0,6184,7646,0.660,0.790,1.020,0,14112,181936,0,0,108527616,914878464
5407227904,2600968192,7966535680,10999033856,1204,27,33,0,0,0,36220,57628,21933,7,25,0,9,0,6351,7833,0.660,0.790,1.020,0,14048,183006,0,0,108527616,914878464
5416194048,2593628160,7964909568,10989359104,1204,27,33,0,0,0,1918,3403,3360,7,25,0,9,0,10906,95293,0.660,0.790,1.020,0,14080,182979,0,50,108527616,914878464
5407002624,2603806720,7963922432,11001679872,1204,27,33,0,0,0,410,1420,3516,7,25,0,9,0,8767,12625,0.610,0.780,1.010,0,14080,182978,0,0,108527616,914878464
5407539200,2603102208,7964090368,11000975360,1204,27,33,0,0,0,200,724,709,7,25,0,9,0,6294,7977,0.610,0.780,1.010,0,14080,182978,0,0,108527616,914878464
5400518656,2608414720,7965798400,10999291904,1204,27,33,0,0,0,5173,6992,7169,7,25,0,8,0,6463,7854,0.610,0.780,1.010,0,14080,183002,0,40,108527616,914878464
5400793088,2608259072,7965679616,10996215808,1204,27,33,0,0,0,564,1760,3825,7,25,0,8,0,7767,10745,0.610,0.780,1.010,0,14048,182961,0,0,108527616,914878464
5407834112,2600034304,7966863360,11039334400,1204,27,33,0,0,0,1711,3457,2272,7,25,0,8,0,6466,8326,0.610,0.780,1.010,0,14048,183006,0,18,108527616,914878464
5368381440,2639511552,7966838784,11046514688,1204,27,33,0,0,0,240,761,10721,7,24,1,8,1,7081,9326,0.560,0.770,1.010,0,14048,183016,0,0,108527616,914878464
5370867712,2638897152,7964966912,11043500032,1203,26,33,0,0,0,505,1055,1656,7,23,0,9,1,23569,12856,0.560,0.770,1.010,0,14048,182989,0,0,108527616,914878464
5373145088,2636574720,7965011968,11041185792,1203,26,33,0,0,0,3247,5080,4931,7,23,0,9,1,6424,7840,0.560,0.770,1.010,0,14112,182988,0,254,108527616,914878464
5374545920,2635677696,7964508160,11044835328,1203,26,33,0,0,0,215,712,972,7,23,0,9,1,6184,7646,0.560,0.770,1.010,0,14080,182987,0,0,108527616,914878464
5375889408,2633265152,7965577216,11045466112,1203,26,33,0,0,0,2211,3276,1894,7,23,0,9,1,6294,8100,0.560,0.770,1.010,0,14048,183010,0,32,108527616,914878464
5372837888,2634371072,7967522816,11054505984,1203,26,33,0,0,0,564,1402,1982,7,23,0,9,1,6184,8004,0.600,0.770,1.010,0,14080,183017,0,0,108527616,914878464
5379317760,2626453504,7968960512,11050086400,1203,26,33,0,0,0,4937,6548,4391,7,23,0,9,1,6184,7646,0.600,0.770,1.010,0,14112,183063,0,0,108527616,914878464
5381210112,2626215936,7967305728,11049414656,1203,26,33,0,0,0,2078,3502,4159,7,23,0,8,1,6891,8322,0.600,0.770,1.010,0,14112,183019,0,64,108527616,914878464
5353943040,2654887936,7965900800,11163021312,1203,26,33,0,0,0,912,2018,8364,7,23,0,8,1,6290,7764,0.600,0.770,1.010,0,14112,182998,0,0,108527616,914878464
5351391232,2658050048,7965290496,11161391104,1203,26,33,0,0,0,567,1135,2358,7,23,0,7,1,6314,7646,0.600,0.770,1.010,0,14112,182997,0,18,108527616,914878464
5352837120,2656858112,7965036544,11160092672,1204,27,33,0,0,0,797,1263,1076,7,24,0,8,1,31317,17135,0.550,0.760,1,0,14112,182998,0,0,108527616,914878464
5280169984,2728669184,7965892608,11164319744,1204,27,33,0,0,0,1335,2300,18957,7,23,0,9,2,25252,16087,0.550,0.760,1,0,14080,183021,0,0,108527616,914878464
5278973952,2727936000,7967821824,11164667904,1204,27,33,0,0,0,2355,3507,2577,7,23,0,9,2,21896,9113,0.550,0.760,1,0,14048,182981,0,42,108527616,914878464
5277511680,2730770432,7966449664,11166867456,1203,27,33,0,0,0,1741,2194,3756,7,23,0,9,2,6270,8069,0.550,0.760,1,0,14080,182978,0,0,108527616,914878464
5285617664,2721361920,7967752192,11158183936,1203,27,33,0,0,0,5549,7274,2339,7,23,0,9,2,6310,7870,0.550,0.760,1,0,14080,183023,0,18,108527616,914878464
5248229376,2761318400,7965184000,11158372352,1203,27,33,0,0,0,1287,1872,11631,7,23,0,9,2,6424,7566,0.500,0.750,1,0,14080,183005,0,0,108527616,914878464
5249220608,2760077312,7965433856,11157090304,1203,27,33,0,0,0,345,1012,746,7,23,0,9,2,6270,8247,0.500,0.750,1,0,14080,183006,0,32,108527616,914878464
