"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/net_mem_sys_fs_time_vm-adv_socket_aio.csv --net --mem --sys --fs --time --vm-adv --socket --aio 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"net/total",,"memory usage",,,,"system",,"filesystem",,"system","advanced virtual memory",,,,,"sockets",,,,,"async"
7801,9517,5415366656,2597613568,7961726976,11023314944,2606,5951,14048,183074,Mar-23 13:48:19,0,0,0,0,0,1202,24,33,0,0,0
9042,10143,5414342656,2595418112,7964946432,11044573184,2922,7586,14016,183103,Mar-23 13:48:20,0,0,0,0,0,1202,24,33,0,0,0
9457,13866,5412708352,2597437440,7964561408,11055431680,2707,6435,14016,183106,Mar-23 13:48:21,0,0,0,0,0,1203,25,33,0,0,0
26485,21988,5414121472,2595770368,7964815360,11053719552,2842,8698,14080,183105,Mar-23 13:48:22,0,0,0,0,0,1203,25,33,0,0,0
10855,9804,5418483712,2594320384,7961903104,11049881600,2693,7107,14080,183076,Mar-23 13:48:23,0,0,0,0,0,1203,25,33,0,0,0
7285,10811,5414719488,2599485440,7960502272,11051536384,2520,5801,14080,183029,Mar-23 13:48:24,0,0,0,0,0,1203,25,33,0,0,0
6184,7788,5442375680,2569830400,7962501120,11023179776,2535,6180,14080,183078,Mar-23 13:48:25,0,0,0,0,0,1203,25,33,0,0,0
6783,8313,5441212416,2570780672,7962714112,11023970304,2692,6069,14144,183088,Mar-23 13:48:26,0,0,0,0,0,1203,25,33,0,0,0
7357,10957,5395136512,2615320576,7964250112,11117015040,3019,9179,14080,183112,Mar-23 13:48:27,0,0,0,0,0,1205,27,33,0,0,0
22082,11912,5396156416,2613944320,7964606464,11115950080,2682,7238,14080,183116,Mar-23 13:48:28,0,0,0,0,0,1205,27,33,0,0,0
6294,7982,5396373504,2613256192,7965077504,11115266048,2545,5651,14080,183116,Mar-23 13:48:29,0,0,0,0,0,1205,27,33,0,0,0
6314,7646,5397282816,2612797440,7964626944,11114823680,2572,5625,14048,183116,Mar-23 13:48:30,0,0,0,0,0,1205,27,33,0,0,0
6580,8092,5396549632,2613522432,7964635136,11115556864,2717,6357,14016,183116,Mar-23 13:48:31,0,0,0,0,0,1205,27,33,0,0,0
6294,7840,5311053824,2706821120,7956832256,11114258432,2740,7507,14048,181978,Mar-23 13:48:32,0,0,0,0,0,1205,27,33,0,0,0
8042,12976,5311332352,2705924096,7957450752,11133751296,2728,7920,14048,181980,Mar-23 13:48:33,0,0,0,0,0,1205,27,33,0,0,0
38907,23542,5302210560,2713300992,7959195648,11139457024,2845,8023,14080,182013,Mar-23 13:48:34,0,0,0,0,0,1207,27,33,0,0,0
10165,12747,5302648832,2712461312,7959597056,11138883584,2707,6739,14048,182018,Mar-23 13:48:35,0,0,0,0,0,1207,27,33,0,0,0
36528,10220,5277028352,2737041408,7960653824,11158679552,2612,5875,14048,182018,Mar-23 13:48:36,0,0,0,0,0,1207,27,33,0,0,0
6424,7840,5278093312,2738896896,7957733376,11157913600,4147,12670,14048,181990,Mar-23 13:48:37,0,0,0,0,0,1207,27,33,0,0,0
17334,13840,5271998464,2736152576,7966572544,11155251200,3097,8592,14048,182061,Mar-23 13:48:38,0,0,0,0,0,1216,27,33,0,0,0
31239,10384,5278859264,2733211648,7962652672,11150651392,3911,9315,14080,181876,Mar-23 13:48:39,0,0,0,0,0,1208,27,33,0,0,0
19915,23532,5292736512,2716921856,7965065216,11119099904,3007,7241,14080,181926,Mar-23 13:48:40,0,0,0,0,0,1209,27,33,0,0,0
12618,10267,5397143552,2609643520,7967936512,10989735936,4510,37023,14048,183016,Mar-23 13:48:41,0,0,0,0,0,1208,27,33,0,0,0
6763,9115,5401554944,2604560384,7968608256,10985865216,2756,7211,14048,183021,Mar-23 13:48:42,0,0,0,0,0,1208,27,33,0,0,0
7739,8766,5404303360,2601807872,7968612352,10983112704,2727,7108,14048,183021,Mar-23 13:48:43,0,0,0,0,0,1208,27,33,0,0,0
23105,14626,5394120704,2611982336,7968620544,10993491968,2807,6899,14048,183017,Mar-23 13:48:44,0,0,0,0,0,1208,27,33,0,0,0
8648,11122,5401976832,2606161920,7966584832,10985275392,2591,5805,14016,182989,Mar-23 13:48:45,0,0,0,0,0,1208,27,33,0,0,0
6783,8313,5404979200,2603896832,7965847552,10984431616,2537,6024,14048,182988,Mar-23 13:48:46,0,0,0,0,0,1208,27,33,0,0,0
6426,7912,5409173504,2599604224,7965945856,11002376192,2803,7714,14016,182986,Mar-23 13:48:47,0,0,0,0,0,1208,27,33,0,0,0
6294,7840,5393534976,2613620736,7967567872,11015790592,2824,8409,14048,183010,Mar-23 13:48:48,0,0,0,0,0,1208,27,33,0,0,0
6882,8009,5395300352,2610905088,7968518144,11014230016,2622,5916,14080,183024,Mar-23 13:48:49,0,0,0,0,0,1208,27,33,0,0,0
6294,7840,5395697664,2610446336,7968579584,11013828608,2579,5887,14080,183025,Mar-23 13:48:50,0,0,0,0,0,1208,27,33,0,0,0
6747,8605,5396500480,2609700864,7968522240,11014692864,2634,5951,14112,183024,Mar-23 13:48:51,0,0,0,0,0,1208,27,33,0,0,0
6977,9453,5401055232,2606948352,7966720000,11009318912,2822,7379,14080,182998,Mar-23 13:48:52,0,0,0,0,0,1208,27,33,0,0,0
8395,9882,5402005504,2606522368,7966195712,11008880640,2614,7130,14080,182997,Mar-23 13:48:53,0,0,0,0,0,1208,27,33,0,0,0
7077,8853,5397741568,2612117504,7964864512,11013783552,2775,6176,14080,182951,Mar-23 13:48:54,0,0,0,0,0,1210,26,36,0,0,0
23535,13739,5418696704,2588585984,7967440896,11138125824,2735,8380,14080,183021,Mar-23 13:48:55,0,0,0,0,0,1208,27,33,0,0,0
6726,8183,5418217472,2586079232,7970426880,11138109440,2577,5937,14016,183038,Mar-23 13:48:56,0,0,0,0,0,1208,27,33,0,0,0
6270,7752,5413625856,2590838784,7970258944,11146948608,2567,6943,14048,183043,Mar-23 13:48:57,0,0,0,0,0,1208,27,33,0,0,0
17359,14215,5414977536,2588995584,7970750464,11144884224,2905,7600,14080,183035,Mar-23 13:48:58,0,0,0,0,0,1208,27,33,0,0,0
6772,8155,5418754048,2589401088,7966568448,11142914048,2558,5933,14080,183007,Mar-23 13:48:59,0,0,0,0,0,1208,27,33,0,0,0
6695,9003,5419311104,2589270016,7966142464,11137343488,2541,5909,14048,183008,Mar-23 13:49:00,0,0,0,0,0,1208,27,33,0,0,0
9204,10250,5421166592,2588004352,7965552640,11136090112,2635,6196,14080,183007,Mar-23 13:49:01,0,0,0,0,0,1208,27,33,0,0,0
6351,7833,5427814400,2580070400,7966838784,11125309440,3098,9857,14112,183033,Mar-23 13:49:02,0,0,0,0,0,1208,27,33,0,0,0
6667,8128,5428174848,2578456576,7968108544,11125260288,2862,8270,14048,183033,Mar-23 13:49:03,0,0,0,0,0,1207,27,33,0,0,0
6294,7703,5428633600,2577309696,7968796672,11124215808,2581,5867,14048,183044,Mar-23 13:49:04,0,0,0,0,0,1206,27,33,0,0,0
7803,12636,5429792768,2576416768,7968530432,11123331072,2742,6594,14048,183036,Mar-23 13:49:05,0,0,0,0,0,1206,27,33,0,0,0
22495,10035,5433847808,2575011840,7965880320,11119521792,2566,5806,14048,183008,Mar-23 13:49:06,0,0,0,0,0,1206,27,33,0,0,0
6314,7646,5433262080,2575597568,7965880320,11120119808,2668,5842,14016,183008,Mar-23 13:49:07,0,0,0,0,0,1206,27,33,0,0,0
6290,7788,5431255040,2577903616,7965581312,11138666496,2892,8541,14048,182775,Mar-23 13:49:08,0,0,0,0,0,1205,27,33,0,0,0
6873,9698,5260357632,2754912256,7959461888,11164758016,3121,7567,14048,181921,Mar-23 13:49:09,0,0,0,0,0,1204,27,33,0,0,0
6584,7732,5282025472,2731687936,7961018368,11143196672,2749,6515,14080,181925,Mar-23 13:49:10,0,0,0,0,0,1204,27,33,0,0,0
6877,8416,5274959872,2738827264,7960944640,11141828608,2662,6037,14048,181935,Mar-23 13:49:11,0,0,0,0,0,1204,27,33,0,0,0
22151,14078,5282062336,2731061248,7961608192,11134107648,4197,11717,14048,181937,Mar-23 13:49:12,0,0,0,0,0,1204,27,33,0,0,0
7793,10040,5281607680,2732027904,7961096192,11135086592,2825,8321,14080,181935,Mar-23 13:49:13,0,0,0,0,0,1204,27,33,0,0,0
6558,8168,5276581888,2739445760,7958704128,11140108288,2597,5860,14080,181907,Mar-23 13:49:14,0,0,0,0,0,1204,27,33,0,0,0
6184,7509,5277212672,2737770496,7959748608,11138428928,2514,5573,14112,181908,Mar-23 13:49:15,0,0,0,0,0,1204,27,33,0,0,0
22961,14077,5260918784,2752360448,7961452544,11135700992,2956,8390,14112,181934,Mar-23 13:49:16,0,0,0,0,0,1204,27,33,0,0,0
24407,15002,5282275328,2731126784,7961329664,11116068864,2674,7315,14112,181937,Mar-23 13:49:17,0,0,0,0,0,1204,27,33,0,0,0
6184,7732,5282004992,2731286528,7961440256,11116363776,2851,7979,14112,181936,Mar-23 13:49:18,0,0,0,0,0,1204,27,33,0,0,0
6351,7696,5405978624,2602483712,7966269440,11000549376,3378,35309,14048,183005,Mar-23 13:49:19,0,0,0,0,0,1204,27,33,0,0,0
10906,95151,5416194048,2593628160,7964909568,10989359104,2802,6178,14080,182979,Mar-23 13:49:20,0,0,0,0,0,1204,27,33,0,0,0
8767,12767,5407002624,2603806720,7963922432,11001679872,2598,5859,14080,182978,Mar-23 13:49:21,0,0,0,0,0,1204,27,33,0,0,0
6294,7840,5407539200,2603102208,7964090368,11000975360,2518,5684,14080,182977,Mar-23 13:49:22,0,0,0,0,0,1204,27,33,0,0,0
6463,8128,5401051136,2608414720,7965265920,10999291904,3265,9373,14080,183001,Mar-23 13:49:23,0,0,0,0,0,1204,27,33,0,0,0
7767,10745,5400432640,2608619520,7965679616,10996576256,2648,6365,14048,182960,Mar-23 13:49:24,0,0,0,0,0,1204,27,33,0,0,0
6466,8052,5407318016,2600550400,7966863360,11039850496,2542,6164,14048,183006,Mar-23 13:49:25,0,0,0,0,0,1204,27,33,0,0,0
6783,8313,5368193024,2639699968,7966838784,11046703104,2653,5815,14048,183015,Mar-23 13:49:26,0,0,0,0,0,1204,27,33,0,0,0
23867,14143,5371424768,2638340096,7964966912,11042942976,2566,6469,14048,182989,Mar-23 13:49:27,0,0,0,0,0,1203,26,33,0,0,0
6424,7703,5373669376,2636029952,7965032448,11040641024,2883,7840,14080,182993,Mar-23 13:49:28,0,0,0,0,0,1203,26,33,0,0,0
6184,7783,5374545920,2635677696,7964508160,11044835328,2646,6475,14080,182987,Mar-23 13:49:29,0,0,0,0,0,1203,26,33,0,0,0
6294,8100,5375660032,2633494528,7965577216,11045429248,2660,6920,14048,183010,Mar-23 13:49:30,0,0,0,0,0,1203,26,33,0,0,0
6184,8004,5372837888,2634371072,7967522816,11054505984,2599,6269,14080,183016,Mar-23 13:49:31,0,0,0,0,0,1203,26,33,0,0,0
6184,7646,5379317760,2626453504,7968960512,11050086400,2722,6255,14080,183063,Mar-23 13:49:32,0,0,0,0,0,1203,26,33,0,0,0
6679,8322,5381230592,2626195456,7967305728,11049394176,2709,7241,14112,183014,Mar-23 13:49:33,0,0,0,0,0,1203,26,33,0,0,0
6502,7627,5354545152,2651889664,7968296960,11162419200,2592,6864,14112,183026,Mar-23 13:49:34,0,0,0,0,0,1203,26,33,0,0,0
6314,7646,5351391232,2658050048,7965290496,11161391104,2565,5740,14112,182997,Mar-23 13:49:35,0,0,0,0,0,1203,26,33,0,0,0
17119,16609,5352837120,2656858112,7965036544,11160092672,2810,7023,14112,182998,Mar-23 13:49:36,0,0,0,0,0,1204,27,33,0,0,0
39450,16613,5279924224,2728914944,7965892608,11166961664,2872,7889,14080,183021,Mar-23 13:49:37,0,0,0,0,0,1204,27,33,0,0,0
21896,9250,5279506432,2727936000,7967289344,11164667904,2822,7569,14048,183025,Mar-23 13:49:38,0,0,0,0,0,1204,27,33,0,0,0
6184,7646,5277511680,2730770432,7966449664,11166867456,2699,6959,14080,182978,Mar-23 13:49:39,0,0,0,0,0,1203,27,33,0,0,0
6396,8019,5285617664,2721361920,7967752192,11158175744,2596,6178,14080,183023,Mar-23 13:49:40,0,0,0,0,0,1203,27,33,0,0,0
6294,7840,5248229376,2761318400,7965184000,11158372352,2628,5794,14080,183005,Mar-23 13:49:41,0,0,0,0,0,1203,27,33,0,0,0
6400,8110,5248970752,2760593408,7965167616,11157606400,2580,5881,14080,183004,Mar-23 13:49:42,0,0,0,0,0,1203,27,33,0,0,0
6463,8388,5249552384,2759401472,7965777920,11156463616,2969,7740,14112,183006,Mar-23 13:49:43,0,0,0,0,0,1203,27,33,0,0,0
6566,8167,5252202496,2756173824,7966355456,11154440192,2845,8133,14080,183028,Mar-23 13:49:44,0,0,0,0,0,1203,27,33,0,0,0
6184,7836,5250666496,2756112384,7967952896,11156062208,2593,6054,14048,183033,Mar-23 13:49:45,0,0,0,0,0,1203,27,33,0,0,0
6800,8320,5253283840,2753228800,7968219136,11153178624,2571,5803,14080,183033,Mar-23 13:49:46,0,0,0,0,0,1203,27,33,0,0,0
6314,8146,5267361792,2738950144,7968419840,11137855488,2501,6093,14080,183034,Mar-23 13:49:47,0,0,0,0,0,1203,27,33,0,0,0
23670,13847,5270192128,2741817344,7962710016,11132772352,2968,8759,14080,181923,Mar-23 13:49:48,0,0,0,0,0,1203,27,33,0,0,0
6350,7895,5269762048,2744561664,7960395776,11133149184,2614,6895,14048,181904,Mar-23 13:49:49,0,0,0,0,0,1203,27,33,0,0,0
6882,7646,5270548480,2743701504,7960469504,11132440576,2570,5742,14048,181904,Mar-23 13:49:50,0,0,0,0,0,1203,27,33,0,0,0
6351,8041,5259714560,2752876544,7962128384,11137384448,2730,7024,14080,181929,Mar-23 13:49:51,0,0,0,0,0,1203,27,33,0,0,0
6628,8572,5260779520,2750885888,7963054080,11137155072,2562,6208,14080,181933,Mar-23 13:49:52,0,0,0,0,0,1203,27,33,0,0,0
6663,8270,5260845056,2749755392,7964119040,11136045056,4014,11934,14080,181934,Mar-23 13:49:53,0,0,0,0,0,1203,27,33,0,0,0
6294,7958,5262528512,2748346368,7963844608,11134636032,2653,7082,14048,181932,Mar-23 13:49:54,0,0,0,0,0,1203,27,33,0,0,0
6184,7833,5278961664,2732748800,7963009024,11119325184,2565,6116,14080,181930,Mar-23 13:49:55,0,0,0,0,0,1202,26,33,0,0,0
6616,8405,5279617024,2734272512,7960829952,11145826304,3326,10390,15008,182881,Mar-23 13:49:56,0,0,0,0,0,1202,26,33,0,0,0
6690,8286,5407891456,2600919040,7965908992,11017637888,2705,31895,14112,182972,Mar-23 13:49:57,0,0,0,0,0,1202,26,33,0,0,0
6420,8025,5399396352,2607779840,7967543296,11046043648,2843,8398,14112,182996,Mar-23 13:49:58,0,0,0,0,0,1204,25,36,0,0,0
24247,13934,5395714048,2610655232,7968350208,11043778560,2701,8270,14080,182999,Mar-23 13:49:59,0,0,0,0,0,1202,26,33,0,0,0
6699,9088,5419827200,2586537984,7968354304,11019661312,2625,5943,14080,183002,Mar-23 13:50:00,0,0,0,0,0,1205,26,36,0,0,0
6184,8570,5421490176,2586136576,7967092736,11017932800,2581,5927,14048,182957,Mar-23 13:50:01,0,0,0,0,0,1205,26,36,0,0,0
6591,9069,5432778752,2575294464,7966646272,11004805120,2755,8615,14112,182982,Mar-23 13:50:02,0,0,0,0,0,1205,26,36,0,0,0
6630,9410,5417316352,2591305728,7966097408,11020599296,2606,6940,14080,182978,Mar-23 13:50:03,0,0,0,0,0,1205,26,36,0,0,0
6184,7509,5420408832,2588049408,7966261248,11017760768,2761,7149,14080,182988,Mar-23 13:50:04,0,0,0,0,0,1205,26,36,0,0,0
6294,7840,5418663936,2588725248,7967330304,11055710208,2714,6646,14144,183008,Mar-23 13:50:05,0,0,0,0,0,1202,26,33,0,0,0
6857,8455,5416816640,2588598272,7969304576,11057590272,2577,6254,14112,183014,Mar-23 13:50:06,0,0,0,0,0,1202,26,33,0,0,0
7221,8661,5412757504,2593181696,7968780288,11064049664,2616,5905,14112,183013,Mar-23 13:50:07,0,0,0,0,0,1202,26,33,0,0,0
6805,8804,5400551424,2605391872,7968792576,11063848960,2700,7199,14112,183013,Mar-23 13:50:08,0,0,0,0,0,1202,26,33,0,0,0
11106,14815,5410467840,2599313408,7964954624,11053944832,2928,8466,14080,182942,Mar-23 13:50:09,0,0,0,0,0,1202,26,33,0,0,0
22447,10500,5397680128,2610049024,7967006720,11037745152,2617,6119,14080,182989,Mar-23 13:50:10,0,0,0,0,0,1203,26,34,0,0,0
6940,8131,5398810624,2608320512,7967604736,11044012032,3138,6842,14080,182992,Mar-23 13:50:11,0,0,0,0,0,1205,27,33,0,0,0
6437,8145,5398171648,2608803840,7967760384,11052240896,3663,8436,14080,183024,Mar-23 13:50:12,0,0,0,0,0,1205,27,33,0,0,0
7221,8677,5395410944,2596868096,7982456832,11041697792,3795,9759,14112,183042,Mar-23 13:50:13,0,0,0,0,0,1205,27,33,0,0,0
6448,8396,5397602304,2597142528,7979991040,11041980416,3666,9207,14112,183039,Mar-23 13:50:14,0,0,0,0,0,1205,27,33,0,0,0
6372,8225,5399367680,2596306944,7979057152,11041148928,3416,7422,14112,183031,Mar-23 13:50:15,0,0,0,0,0,1205,27,33,0,0,0
6746,8126,5399339008,2596331520,7979061248,11041177600,3454,7476,14112,183031,Mar-23 13:50:16,0,0,0,0,0,1205,27,33,0,0,0
6580,8210,5413294080,2583212032,7978225664,11024650240,3476,7933,14144,183049,Mar-23 13:50:17,0,0,0,0,0,1205,27,33,0,0,0
6294,8046,5416820736,2588790784,7969120256,11028787200,3673,8810,14080,183000,Mar-23 13:50:18,0,0,0,0,0,1205,27,33,0,0,0
6184,7867,5403209728,2602000384,7969521664,11044655104,3835,9840,14080,183033,Mar-23 13:50:19,0,0,0,0,0,1205,27,33,0,0,0
7803,12136,5402509312,2601177088,7971045376,11045826560,3513,8819,14016,183039,Mar-23 13:50:20,0,0,0,0,0,1205,27,33,0,0,0
23860,13810,5375221760,2628231168,7971278848,11155443712,3536,7745,14016,183037,Mar-23 13:50:21,0,0,0,0,0,1205,27,33,0,0,0
10745,95402,5376245760,2627399680,7971086336,11154415616,3467,7754,13984,183038,Mar-23 13:50:22,0,0,0,0,0,1205,27,33,0,0,0
20178,15523,5360570368,2643361792,7970799616,11154939904,3716,9084,13984,183036,Mar-23 13:50:23,0,0,0,0,0,1205,27,33,0,0,0
6731,7907,5345574912,2667470848,7961673728,11169071104,3702,9348,14016,181852,Mar-23 13:50:24,0,0,0,0,0,1204,26,33,0,0,0
7378,13120,5340090368,2671702016,7962927104,11154264064,3482,8003,14048,181898,Mar-23 13:50:25,0,0,0,0,0,1204,26,33,0,0,0
6726,8526,5233315840,2777759744,7963643904,11158859776,3640,8538,14048,181921,Mar-23 13:50:26,0,0,0,0,0,1204,26,33,0,0,0
6400,7752,5236703232,2772303872,7965712384,11155484672,3590,8122,14112,181936,Mar-23 13:50:27,0,0,0,0,0,1204,26,33,0,0,0
6184,7925,5237297152,2771668992,7965753344,11154894848,3598,8904,14080,181936,Mar-23 13:50:28,0,0,0,0,0,1204,26,33,0,0,0
6368,7840,5241843712,2767323136,7965769728,11150348288,3977,11923,14080,181949,Mar-23 13:50:29,0,0,0,0,0,1204,25,34,0,0,0
23225,14497,5244624896,2765385728,7964925952,11145863168,3538,8318,14048,181925,Mar-23 13:50:30,0,0,0,0,0,1205,27,33,0,0,0
22071,12993,5245599744,2765996032,7963340800,11146473472,2774,6874,14048,181920,Mar-23 13:50:31,0,0,0,0,0,1202,26,33,0,0,0
7925,8899,5263691776,2746298368,7964946432,11132375040,2572,6307,14080,181966,Mar-23 13:50:32,0,0,0,0,0,1202,26,33,0,0,0
6463,8128,5265313792,2745864192,7963758592,11131891712,2757,7721,14080,181949,Mar-23 13:50:33,0,0,0,0,0,1202,26,33,0,0,0
6294,7821,5288460288,2715000832,7971475456,11110920192,3592,41500,14112,183017,Mar-23 13:50:34,0,0,0,0,0,1202,26,33,0,0,0
8307,8191,5290205184,2713620480,7971110912,11109646336,2615,5713,14112,183017,Mar-23 13:50:35,0,0,0,0,0,1202,26,33,0,0,0
6746,8126,5290622976,2713202688,7971110912,11109228544,2561,5813,14080,183017,Mar-23 13:50:36,0,0,0,0,0,1202,26,33,0,0,0
33975,14835,5294620672,2711101440,7969214464,11104718848,2726,6797,14048,182990,Mar-23 13:50:37,0,0,0,0,0,1202,26,33,0,0,0
10799,7948,5295529984,2710695936,7968710656,11104325632,2628,5882,14048,182990,Mar-23 13:50:38,0,0,0,0,0,1202,26,33,0,0,0
13942,14681,5289734144,2717945856,7967256576,11109851136,2866,8448,14048,182944,Mar-23 13:50:39,0,0,0,0,0,1203,26,33,0,0,0
6396,8156,5287723008,2718642176,7968571392,11112980480,3209,7100,14080,183012,Mar-23 13:50:40,0,0,0,0,0,1203,26,33,0,0,0
6314,7867,5286408192,2716925952,7971602432,11113861120,2520,6417,14048,183018,Mar-23 13:50:41,0,0,0,0,0,1203,26,33,0,0,0
23515,14088,5286883328,2716352512,7971700736,11116638208,2682,6667,14080,183028,Mar-23 13:50:42,0,0,0,0,0,1203,26,33,0,0,0
6463,8128,5287890944,2715934720,7971110912,11116273664,2651,5809,14080,183028,Mar-23 13:50:43,0,0,0,0,0,1203,26,33,0,0,0
6314,7783,5291601920,2714546176,7968788480,11112185856,2851,8366,14080,182999,Mar-23 13:50:44,0,0,0,0,0,1203,26,33,0,0,0
6294,7840,5289570304,2716008448,7969357824,11113607168,2671,6005,14080,183001,Mar-23 13:50:45,0,0,0,0,0,1203,26,33,0,0,0
6616,8602,5290450944,2715648000,7968837632,11113250816,2609,5822,14048,183000,Mar-23 13:50:46,0,0,0,0,0,1203,26,33,0,0,0
6294,7840,5281533952,2724438016,7968960512,11174981632,3115,6957,14112,183021,Mar-23 13:50:47,0,0,0,0,0,1203,26,33,0,0,0
6290,7646,5280120832,2723405824,7971405824,11176366080,2588,6267,14144,183027,Mar-23 13:50:48,0,0,0,0,0,1203,26,33,0,0,0
6502,7651,5281206272,2703831040,7989895168,11156484096,3199,10250,14112,183121,Mar-23 13:50:49,0,0,0,0,0,1207,26,33,0,0,0
6406,7988,5288128512,2698227712,7988576256,11151257600,2713,6275,14144,183119,Mar-23 13:50:50,0,0,0,0,0,1207,26,33,0,0,0
7253,8517,5293379584,2698129408,7983423488,11148816384,2687,6048,14144,183077,Mar-23 13:50:51,0,0,0,0,0,1207,26,33,0,0,0
6351,7833,5296934912,2697519104,7980478464,11147927552,2567,5749,14144,183075,Mar-23 13:50:52,0,0,0,0,0,1209,25,36,0,0,0
23864,14262,5293920256,2700288000,7980724224,11150651392,2703,6626,14112,183076,Mar-23 13:50:53,0,0,0,0,0,1207,26,33,0,0,0
11660,13310,5232693248,2771300352,7970938880,11164446720,2880,8911,14112,183088,Mar-23 13:50:54,0,0,0,0,0,1208,26,33,0,0,0
6633,8102,5253980160,2747424768,7973527552,11141615616,2950,7872,14080,183091,Mar-23 13:50:55,0,0,0,0,0,1208,26,33,0,0,0
17780,28440,5274333184,2719703040,7980896256,11113934848,3594,12052,14112,183243,Mar-23 13:50:56,0,0,0,0,0,1224,26,33,0,0,0
18294,134811,5283336192,2710933504,7980662784,11105382400,3562,14233,14176,183251,Mar-23 13:50:57,0,0,0,0,0,1224,26,33,0,0,0
6294,7840,5283721216,2712776704,7978434560,11104870400,2610,6390,14176,183221,Mar-23 13:50:58,0,0,0,0,0,1224,26,33,0,0,0
6224,7828,5285163008,2711633920,7978135552,11103723520,2694,8226,14176,183230,Mar-23 13:50:59,0,0,0,0,0,1226,26,33,0,0,0
6314,7646,5286547456,2711052288,7977332736,11103158272,2702,6214,14176,183224,Mar-23 13:51:00,0,0,0,0,0,1224,26,33,0,0,0
6645,8282,5288435712,2695725056,7990771712,11088351232,2989,6841,14144,183262,Mar-23 13:51:01,0,0,0,0,0,1224,26,33,0,0,0
6184,8004,5303984128,2683510784,7987437568,11097681920,2895,9565,14176,182159,Mar-23 13:51:02,0,0,0,0,0,1224,26,33,0,0,0
8278,13052,5307265024,2682466304,7985201152,11096711168,2730,6684,14144,182155,Mar-23 13:51:03,0,0,0,0,0,1224,26,33,0,0,0
22622,11677,5311098880,2678296576,7985537024,11092541440,2921,8560,14144,182166,Mar-23 13:51:04,0,0,0,0,0,1224,26,33,0,0,0
17011,9818,5313273856,2678407168,7983251456,11090370560,3832,10288,14176,182131,Mar-23 13:51:05,0,0,0,0,0,1224,26,33,0,0,0
7107,9186,5309018112,2691596288,7974318080,11103559680,2759,6009,14176,182126,Mar-23 13:51:06,0,0,0,0,0,1224,26,33,0,0,0
9211,10875,5305786368,2693525504,7975620608,11105243136,2555,5965,14144,182127,Mar-23 13:51:07,0,0,0,0,0,1224,26,33,0,0,0
6351,7833,5307056128,2693582848,7974293504,11103363072,2731,6535,14144,182147,Mar-23 13:51:08,0,0,0,0,0,1223,26,33,0,0,0
6502,8088,5309476864,2689523712,7975931904,11100196864,2529,7693,14176,182106,Mar-23 13:51:09,0,0,0,0,0,1223,26,33,0,0,0
6396,7901,5318107136,2679947264,7976878080,11091406848,2745,7427,14144,182151,Mar-23 13:51:10,0,0,0,0,0,1223,26,33,0,0,0
6294,7977,5319069696,2678984704,7976878080,11090436096,2571,5760,14144,182151,Mar-23 13:51:11,0,0,0,0,0,1223,26,33,0,0,0
6437,8062,5411565568,2583154688,7980212224,10977976320,3387,36382,14176,183154,Mar-23 13:51:12,0,0,0,0,0,1217,26,33,0,0,0
6569,8981,5414998016,2582282240,7977652224,10990125056,2671,6009,14176,183126,Mar-23 13:51:13,0,0,0,0,0,1217,26,33,0,0,0
24140,15022,5415391232,2582474752,7977066496,10990141440,2892,8023,14144,183124,Mar-23 13:51:14,0,0,0,0,0,1217,26,33,0,0,0
7190,7909,5418426368,2579296256,7977209856,11002220544,2759,7997,14144,183148,Mar-23 13:51:15,0,0,0,0,0,1217,26,33,0,0,0
6616,8268,5416316928,2578415616,7980199936,11004780544,2580,6516,14144,183153,Mar-23 13:51:16,0,0,0,0,0,1217,26,33,0,0,0
6690,8286,5429592064,2564935680,7980404736,11011272704,2618,6229,14112,183153,Mar-23 13:51:17,0,0,0,0,0,1217,26,33,0,0,0
6184,7646,5432860672,2562240512,7979827200,11008462848,2600,5753,14112,183153,Mar-23 13:51:18,0,0,0,0,0,1217,26,33,0,0,0
6294,7821,5430235136,2566746112,7977947136,11008696320,2746,7293,14080,183106,Mar-23 13:51:19,0,0,0,0,0,1213,26,33,0,0,0
6184,7646,5430640640,2568650752,7975636992,11013398528,2762,7231,14080,183079,Mar-23 13:51:20,0,0,0,0,0,1213,26,33,0,0,0
8101,12157,5431459840,2567876608,7975591936,11012644864,2538,5843,14080,183078,Mar-23 13:51:21,0,0,0,0,0,1213,26,33,0,0,0
6294,7840,5414436864,2585350144,7975141376,11014033408,2843,6480,14080,183101,Mar-23 13:51:22,0,0,0,0,0,1213,26,33,0,0,0
6463,8246,5410635776,2586636288,7977656320,11018309632,2610,6575,14080,183105,Mar-23 13:51:23,0,0,0,0,0,1212,26,33,0,0,0
10114,94852,5411364864,2585149440,7978414080,11016871936,2698,7247,14080,183106,Mar-23 13:51:24,0,0,0,0,0,1212,26,33,0,0,0
23515,13780,5421215744,2575396864,7978315776,11010134016,2981,8100,14112,183105,Mar-23 13:51:25,0,0,0,0,0,1211,26,33,0,0,0
8787,13312,5421711360,2577342464,7975874560,11009724416,2926,6467,14080,183080,Mar-23 13:51:26,0,0,0,0,0,1210,26,33,0,0,0
