"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --bytes --time --cpu --disk --page --int --load --mem --net --proc --io --swap --sys --aio --fs --ipc --lock --raw --socket --tcp --udp --unix --vm --vm-adv --zones --output dstat/data/csv/dool/all.csv 1 600",,,,"Date:","22 Mar 2023 21:22:03 -03"
"system","total cpu usage",,,,,"dsk/total",,"paging",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"io/total",,"swap",,"system",,"async","filesystem",,"sysv ipc",,,"file locks",,,,"raw","sockets",,,,,"tcp sockets",,,,,"udp",,"unix sockets",,,,"virtual memory",,,,"advanced virtual memory",,,,,"zones memory",,,
"time","usr","sys","idl","wai","stl","read","writ","in","out","138","139","140","1m","5m","15m","used","free","cach","avai","recv","send","run","blk","new","read","writ","used","free","int","csw","#aio","files","inodes","msg","sem","shm","pos","lck","rea","wri","raw","tot","tcp","udp","raw","frg","lis","act","syn","tim","clo","lis","act","dgm","str","lis","act","majpf","minpf","alloc","free","steal","scanK","scanD","pgoru","astll","d32F","d32H","normF","normH"
Mar-22 21:27:03,7.412,3.266,89.196,0.126,0,0,10534912,0,0,0,45,0,1.510,6.360,5.170,3436666880,1900609536,10549256192,12538028032,17388,6127,0,0,0,0,1140,1835008,1021571072,2567,5977,0,13184,349713,0,0,6,56,12,10,58,0,1072,18,19,0,0,7,10,0,8,2,17,7,56,868,54,814,0,128,450,463,0,0,0,0,0,305362,3141,155326,22176,
Mar-22 21:27:04,7.305,0.756,91.814,0.126,0,0,0,0,0,0,19,0,1.390,6.250,5.140,3435249664,1902026752,10549256192,12568997888,260,106,2,0,0,0,0,1835008,1021571072,1493,2353,0,13184,349718,0,0,6,56,12,10,58,0,1072,18,19,0,0,7,10,0,8,2,17,7,56,868,54,814,0,360,264,1835,0,0,0,0,0,305362,3141,155672,22176,
Mar-22 21:27:05,6.918,2.013,91.069,0,0,0,0,0,0,0,23,0,1.390,6.250,5.140,3434930176,1902239744,10549362688,12569149440,602,106,0,0,8,0,0,1835008,1021571072,1698,3541,0,13184,349732,0,0,6,56,12,10,58,0,1072,18,19,0,0,7,10,0,8,2,17,7,56,868,54,814,0,1441,1756,1884,0,0,0,0,0,305362,3141,155724,22176,
Mar-22 21:27:06,7.528,1.631,90.715,0.125,0,0,0,0,0,0,16,0,1.390,6.250,5.140,3388436480,1948688384,10549407744,12638261248,0,0,0,0,0,0,0,1835008,1021571072,1607,2589,0,13184,349742,0,0,6,56,12,10,58,0,1072,18,19,0,0,7,10,0,8,2,17,7,56,868,54,814,0,63,279,12463,0,0,0,0,0,305362,3141,167064,22176,
Mar-22 21:27:07,7.421,1.384,90.943,0.252,0,0,0,0,0,0,19,0,1.390,6.250,5.140,3389501440,1947574272,10549456896,12636839936,0,358,0,0,8,0,0,1835008,1021571072,1719,3622,0,13184,349742,0,0,6,56,12,10,58,0,1072,18,19,0,0,7,10,0,8,2,17,7,56,868,54,814,0,1391,1496,1524,0,0,0,0,0,305362,3141,166792,22176,
Mar-22 21:27:08,7.799,1.006,90.818,0.377,0,0,212992,0,0,0,36,0,1.390,6.250,5.140,3390009344,1947074560,10549448704,12636340224,396,446,0,0,0,0,24,1835008,1021571072,1537,2441,0,13184,349742,0,0,6,56,12,10,58,0,1072,18,19,0,0,7,10,0,8,2,17,7,56,868,54,814,0,327,231,220,0,0,0,0,0,305362,3141,166670,22176,
Mar-22 21:27:09,7.296,1.635,91.069,0,0,0,0,0,0,0,15,0,1.270,6.150,5.120,3391463424,1946144768,10548924416,12634886144,0,0,0,0,0,0,0,1835008,1021571072,1544,2393,0,13184,349682,0,0,6,56,12,10,58,0,1072,18,19,0,0,7,10,0,8,2,17,7,56,868,54,814,0,59,510,613,0,0,0,0,0,305362,3141,166443,22176,
Mar-22 21:27:10,6.675,2.393,90.806,0.126,0,0,630784,0,0,0,16,0,1.270,6.150,5.120,3390742528,1946865664,10548924416,12635340800,0,0,0,0,8,0,26,1835008,1021571072,1665,3422,0,13184,349682,0,0,6,56,12,10,58,0,1072,18,19,0,0,7,10,0,7,2,17,7,56,868,54,814,0,1427,1710,10063,0,0,0,0,0,305362,3141,166619,22176,
Mar-22 21:27:11,8.020,1.504,90.351,0.125,0,0,0,0,0,0,17,0,1.270,6.150,5.120,3391516672,1946025984,10548989952,12634746880,70,0,0,0,0,0,0,1835008,1021571072,1482,2365,0,13184,349683,0,0,6,56,12,10,58,0,1072,18,19,0,0,7,10,0,7,2,17,7,56,868,54,814,0,135,359,372,0,0,0,0,0,305362,3141,166414,22176,
Mar-22 21:27:12,7.595,2.025,90.380,0,0,0,0,0,0,0,17,0,1.270,6.150,5.120,3360546816,1976995840,10548989952,12635631616,0,358,0,0,9,0,0,1835008,1021571072,1673,3625,0,13184,349703,0,0,6,56,12,10,58,0,1072,18,19,0,0,7,10,0,7,2,17,7,56,868,54,814,0,2215,1948,9231,0,0,0,0,0,305362,3141,173975,22176,
Mar-22 21:27:13,6.289,1.761,91.824,0.126,0,0,0,0,0,0,29,0,1.270,6.150,5.120,3359997952,1977409536,10549125120,12636016640,1249,3192,0,0,0,0,0,1835008,1021571072,1589,3348,0,13184,349704,0,0,6,56,12,10,58,0,1072,18,19,0,0,7,10,0,8,2,17,7,56,868,54,814,0,37,242,239,0,0,0,0,0,305362,3141,174076,22176,
Mar-22 21:27:14,8.176,1.384,90.189,0.252,0,0,65536,0,0,0,94,0,1.410,6.100,5.100,3361296384,1976176640,10549059584,12634828800,24945,6996,0,0,0,0,8,1835008,1021571072,1741,2890,0,13184,349703,0,0,6,56,12,10,58,0,1072,18,19,0,0,7,10,0,9,2,17,7,56,868,54,814,0,52,260,289,0,0,0,0,0,305362,3141,173775,22176,
Mar-22 21:27:15,6.818,0.758,92.298,0.126,0,0,311296,0,0,0,17,0,1.410,6.100,5.100,3360714752,1976766464,10549051392,12635422720,66,187,0,0,8,0,38,1835008,1021571072,1566,3518,0,13184,349702,0,0,6,56,12,10,58,0,1072,18,19,0,0,7,10,0,9,2,17,7,56,868,54,814,0,1423,1533,1550,0,0,0,0,0,305362,3141,173919,22176,
Mar-22 21:27:16,6.818,1.263,91.793,0.126,0,0,0,0,0,0,14,0,1.410,6.100,5.100,3332673536,2004787200,10549071872,12770988032,0,0,0,0,0,0,0,1835008,1021571072,1474,2357,0,13184,349702,0,0,6,56,12,10,58,0,1072,18,19,0,0,7,10,0,9,2,17,7,56,868,54,814,0,329,239,7210,0,0,0,0,0,305362,3141,180760,22176,
Mar-22 21:27:17,6.953,1.643,91.403,0,0,0,0,0,0,0,21,0,1.410,6.100,5.100,3333373952,2004086784,10549071872,12770291712,173,545,0,0,8,0,0,1835008,1021571072,1642,3487,0,13184,349702,0,0,6,56,12,10,58,0,1072,18,19,0,0,7,10,0,9,2,17,7,56,868,54,814,0,1304,1630,1622,0,0,0,0,0,305362,3141,180589,22176,
Mar-22 21:27:18,7.547,1.132,91.195,0.126,0,0,0,0,0,0,15,0,1.410,6.100,5.100,3332845568,2004615168,10549071872,12770820096,0,0,0,0,0,0,0,1835008,1021571072,1538,2480,0,13184,349702,0,0,6,56,12,10,58,0,1072,18,19,0,0,7,10,0,9,2,17,7,56,868,54,814,0,75,259,435,0,0,0,0,0,305362,3141,180718,22176,
Mar-22 21:27:19,15.346,1.384,83.019,0.252,0,0,65536,0,0,0,31,0,1.460,6.030,5.090,3319476224,2017910784,10549145600,12784402432,1954,2164,4,0,48,0,2,1835008,1021571072,3477,15811,0,13184,349718,0,0,6,56,12,10,58,0,1072,18,19,0,0,7,10,0,9,2,17,7,56,868,54,814,0,16974,16950,11069,0,0,0,0,0,305362,3141,182594,22176,
Mar-22 21:27:20,11.995,1.768,86.111,0.126,0,0,65536,0,0,0,49,0,1.460,6.030,5.090,3302920192,2034405376,10549207040,12801486848,167,0,0,0,10,0,2,1835008,1021571072,2322,7888,0,13152,349722,0,0,6,56,12,10,58,0,1072,18,19,0,0,7,10,0,8,2,17,7,56,868,54,814,0,5356,5428,11196,0,0,0,0,0,305362,3141,187991,22176,
Mar-22 21:27:21,7.188,1.387,91.299,0.126,0,0,270336,0,0,0,24,0,1.460,6.030,5.090,3302920192,2034405376,10549207040,12801486848,716,671,0,0,0,0,20,1835008,1021571072,1480,2535,0,13152,349722,0,0,6,56,12,10,58,0,1072,18,19,0,0,7,10,0,8,2,17,7,56,868,54,814,0,58,268,244,0,0,0,0,0,305362,3141,187991,22176,
Mar-22 21:27:22,7.769,1.629,90.476,0.125,0,0,0,0,0,0,15,0,1.460,6.030,5.090,3303419904,2033905664,10549207040,12800995328,0,0,0,0,8,0,0,1835008,1021571072,1627,3571,0,13152,349722,0,0,6,56,12,10,58,0,1072,18,19,0,0,7,10,0,8,2,17,7,56,868,54,814,0,1336,1509,1483,0,0,0,0,0,305362,3141,187809,22176,
Mar-22 21:27:23,7.314,1.261,91.425,0,0,0,0,0,0,0,20,0,1.460,6.030,5.090,3303915520,2033401856,10549215232,12800491520,167,545,0,0,0,0,0,1835008,1021571072,1639,2662,0,13152,349722,0,0,6,56,12,10,58,0,1072,18,19,0,0,7,10,0,8,2,17,7,56,868,54,814,0,122,236,258,0,0,0,0,0,305362,3141,187746,22176,
Mar-22 21:27:24,8.805,1.635,89.434,0.126,0,0,0,0,0,0,35,0,1.420,5.950,5.060,3304894464,2032410624,10549227520,12799512576,1619,4490,0,0,1,0,0,1835008,1021571072,1746,3486,0,13152,349724,0,0,6,56,12,10,58,0,1072,18,19,0,0,7,10,0,9,2,17,7,56,868,54,814,0,692,522,487,0,0,0,0,0,305362,3141,187504,22176,
Mar-22 21:27:25,7.799,2.390,89.560,0.252,0,0,0,0,0,0,54,0,1.420,5.950,5.060,3304071168,2039689216,10542796800,12794175488,23981,12180,0,0,9,0,0,1835008,1021571072,1949,4841,0,13152,348602,0,0,6,56,12,10,58,0,1071,17,19,0,0,7,10,0,10,1,17,7,56,868,54,814,0,1379,1587,5069,0,0,0,0,0,305362,3141,189281,22176,
Mar-22 21:27:26,8.050,1.509,90.189,0.252,0,0,1114112,0,0,0,36,0,1.420,5.950,5.060,3306795008,2036862976,10542899200,12791443456,0,0,0,0,0,0,30,1835008,1021571072,1613,2831,0,13152,348622,0,0,6,56,12,10,58,0,1071,17,19,0,0,7,10,0,10,1,17,7,56,868,54,814,0,1012,1476,508,0,0,0,0,0,305362,3141,188591,22176,
Mar-22 21:27:27,7.779,1.882,90.213,0.125,0,0,0,0,0,0,15,0,1.420,5.950,5.060,3306688512,2036903936,10542964736,12791427072,0,0,0,0,8,0,0,1835008,1021571072,1685,3717,0,13152,348631,0,0,6,56,12,10,58,0,1071,17,19,0,0,7,10,0,10,1,17,7,56,868,54,814,0,2354,2476,1726,0,0,0,0,0,305362,3141,188601,22176,
Mar-22 21:27:28,7.459,1.138,91.403,0,0,0,0,0,0,0,23,0,1.420,5.950,5.060,3307446272,2036146176,10542964736,12790673408,396,804,0,0,0,0,0,1835008,1021571072,1624,2558,0,13152,348631,0,0,6,56,12,10,58,0,1071,17,19,0,0,7,10,0,10,1,17,7,56,868,54,814,0,326,213,209,0,0,0,0,0,305362,3141,188416,22176,
Mar-22 21:27:29,7.915,1.256,90.704,0.126,0,0,0,0,0,0,19,0,1.390,5.860,5.040,3309191168,2034884608,10542481408,12788891648,66,187,1,0,0,0,0,1835008,1021571072,1518,2428,0,13152,348580,0,0,6,56,12,10,58,0,1070,17,19,0,0,7,10,0,10,1,17,6,56,868,54,814,0,40,217,327,0,0,0,0,0,305362,3141,188108,22176,
Mar-22 21:27:30,7.053,1.637,91.058,0.252,0,0,0,0,0,0,15,0,1.390,5.860,5.040,3310714880,2033618944,10542223360,12787662848,0,0,0,0,8,0,0,1835008,1021571072,1656,3553,0,13184,348580,0,0,6,56,12,10,58,0,1070,17,19,0,0,7,10,0,9,1,17,6,56,868,54,814,0,1360,1670,1630,0,0,0,0,0,305362,3141,187799,22176,
Mar-22 21:27:31,7.323,1.515,90.909,0.253,0,0,0,0,0,0,16,0,1.390,5.860,5.040,3311140864,2032869376,10542546944,12786913280,0,0,0,0,0,0,0,1835008,1021571072,1507,2401,0,13184,348581,0,0,6,56,12,10,58,0,1070,17,19,0,0,7,10,0,9,1,17,6,56,868,54,814,0,130,239,252,0,0,0,0,0,305362,3141,187616,22176,
Mar-22 21:27:32,7.769,2.506,89.474,0.251,0,0,524288,0,0,0,34,0,1.390,5.860,5.040,3180273664,2163724288,10542559232,12786003968,0,0,0,0,8,0,26,1835008,1021571072,1706,3612,0,13184,348581,0,0,6,56,12,10,58,0,1070,17,19,0,0,7,10,0,9,1,17,6,56,868,54,814,0,1596,1695,33910,0,0,0,0,0,305509,3141,219416,22176,
Mar-22 21:27:33,7.305,1.511,91.058,0.126,0,0,2850816,0,0,0,16,0,1.390,5.860,5.040,3179196416,2164756480,10542604288,12786626560,0,0,0,0,0,0,274,1835008,1021571072,1714,2942,0,13184,348591,0,0,6,56,12,10,58,0,1070,17,19,0,0,7,10,0,9,1,17,6,56,868,54,814,0,255,825,847,0,0,0,0,0,305551,3141,219626,22176,
Mar-22 21:27:34,7.519,1.378,90.977,0.125,0,0,0,0,0,0,16,0,1.440,5.800,5.030,3179483136,2164469760,10542604288,12786339840,0,0,0,0,0,0,0,1835008,1021571072,1513,2376,0,13184,348591,0,0,6,56,12,10,58,0,1070,17,19,0,0,7,10,0,9,1,17,6,56,868,54,814,0,35,195,191,0,0,0,0,0,305551,3141,219556,22176,
Mar-22 21:27:35,7.576,1.515,90.909,0,0,0,401408,0,0,0,29,0,1.440,5.800,5.030,3180138496,2163732480,10542686208,12785754112,1513,4278,1,0,8,0,36,1835008,1021571072,1804,4478,0,13184,348603,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,9,1,17,6,56,868,54,814,0,1676,1897,1634,0,0,0,0,0,305551,3141,219376,22176,
Mar-22 21:27:36,8.291,2.010,89.447,0.251,0,0,262144,0,0,0,28,0,1.440,5.800,5.030,3180904448,2162958336,10542694400,12784979968,15602,1450,0,0,1,0,42,1835008,1021571072,1706,2796,0,13184,348603,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,8,1,17,6,56,868,54,814,0,689,575,548,0,0,0,0,0,305551,3141,219187,22176,
Mar-22 21:27:37,6.835,1.266,91.899,0,0,0,0,0,0,0,18,0,1.440,5.800,5.030,3181412352,2162442240,10542702592,12784463872,56,74,0,0,8,0,0,1835008,1021571072,1729,3511,0,13184,348603,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,8,1,17,6,56,868,54,814,0,1312,1487,1478,0,0,0,0,0,305551,3141,219061,22176,
Mar-22 21:27:38,8.166,1.508,90.201,0.126,0,0,524288,0,0,0,85,0,1.440,5.800,5.030,3181912064,2161938432,10542706688,12783972352,31707,6658,0,0,0,0,32,1835008,1021571072,1759,3520,0,13184,348604,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,9,1,17,6,56,868,54,814,0,42,336,342,0,0,0,0,0,305551,3141,218938,22176,
Mar-22 21:27:39,7.188,1.261,91.551,0,0,0,0,0,0,0,17,0,1.400,5.720,5,3181359104,2162491392,10542706688,12784533504,0,0,0,0,0,0,0,1835008,1021571072,1399,2178,0,13184,348604,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,9,1,17,6,56,868,54,814,0,119,197,274,0,0,0,0,0,305551,3141,219073,22176,
Mar-22 21:27:40,8.125,2,89.750,0.125,0,0,0,0,0,0,16,0,1.400,5.720,5,3182182400,2161733632,10542641152,12785655808,0,0,0,0,8,0,0,1835008,1021571072,1701,3571,0,13184,348612,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,9,1,17,6,56,868,54,814,0,1786,1686,1859,0,0,0,0,0,305551,3141,218888,22176,
Mar-22 21:27:41,7.459,1.264,91.150,0.126,0,0,303104,0,0,0,24,0,1.400,5.720,5,3182612480,2161250304,10542694400,12784967680,1138,793,0,0,0,0,24,1835008,1021571072,2054,3236,0,13184,348603,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,12,1,9,1,17,6,56,870,54,816,0,43,720,708,0,0,0,0,0,305551,3141,218770,22176,
Mar-22 21:27:42,9.171,3.894,86.935,0,0,0,0,0,0,0,18,0,1.400,5.720,5,3382595584,1955409920,10548551680,12583919616,0,206,0,0,8,0,0,1835008,1021571072,4036,38528,0,13120,349673,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,12,1,9,1,17,6,56,870,54,816,0,53544,76234,23356,0,0,0,0,0,305551,3141,168516,22176,
Mar-22 21:27:43,7.789,1.884,90.201,0.126,0,0,1466368,0,0,0,21,0,1.400,5.720,5,3387977728,1949773824,10548805632,12578377728,309,357,0,0,0,0,264,1835008,1021571072,2655,4474,0,13120,349673,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,12,1,7,1,17,6,56,870,54,816,0,122,1266,6229,0,0,0,0,0,305551,3141,167140,22176,
Mar-22 21:27:44,7.799,1.887,90.189,0.126,0,0,0,0,0,0,45,0,1.290,5.620,4.980,3389337600,1948848128,10548371456,12576935936,0,376,0,0,0,0,0,1835008,1021571072,2515,4026,0,13120,349624,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,12,1,7,1,17,6,56,870,54,816,0,366,1111,1175,0,0,0,0,0,305551,3141,166914,22176,
Mar-22 21:27:45,8.647,2.506,88.847,0,0,0,0,0,0,0,15,0,1.290,5.620,4.980,3390255104,1947922432,10548379648,12576014336,66,0,0,0,8,0,0,1835008,1021571072,2707,5207,0,13152,349624,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,12,1,7,1,17,6,56,870,54,816,0,1359,2356,2308,0,0,0,0,0,305551,3141,166625,22176,
Mar-22 21:27:46,8.886,2.628,88.360,0.125,0,0,2228224,0,0,0,47,0,1.290,5.620,4.980,3389636608,1948540928,10548379648,12576657408,16653,6277,0,0,0,0,30,1835008,1021571072,2784,5124,0,13152,349625,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,12,1,8,1,17,6,56,870,54,816,0,37,1393,1411,0,0,0,0,0,305551,3141,166839,22176,
Mar-22 21:27:47,7.702,2.020,90.278,0,0,0,0,0,0,0,21,0,1.290,5.620,4.980,3389857792,1948319744,10548379648,12576436224,1404,631,0,0,8,0,0,1835008,1021571072,2672,5153,0,13152,349634,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,12,1,8,1,17,6,56,870,54,816,0,1347,2350,2344,0,0,0,0,0,305551,3141,166785,22176,
Mar-22 21:27:48,8.407,2.133,89.335,0.125,0,0,0,0,0,0,19,0,1.290,5.620,4.980,3390611456,1947590656,10548355072,12649381888,396,652,0,0,0,0,0,1835008,1021571072,2649,4201,0,13152,349633,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,12,1,8,1,17,6,56,870,54,816,0,423,1086,1081,0,0,0,0,0,305551,3141,166607,22176,
Mar-22 21:27:49,8.207,3.157,88.510,0.126,0,0,16113664,0,0,0,18,0,1.510,5.600,4.970,3332763648,2005430272,10548363264,12645711872,86,106,0,0,1,0,2194,1835008,1021571072,4205,10119,0,13152,349633,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,12,1,8,1,17,6,56,870,54,816,0,493,3353,18361,0,0,0,0,0,305551,3141,180728,22176,
Mar-22 21:27:50,6.810,1.765,91.299,0.126,0,0,0,0,0,0,41,0,1.510,5.600,4.970,3333185536,2004697088,10548674560,12643975168,0,0,0,0,8,0,0,1835008,1021571072,2533,5257,0,13152,349646,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,12,1,8,1,17,6,56,870,54,816,0,1636,2749,2789,0,0,0,0,0,305551,3141,180549,22176,
Mar-22 21:27:51,8.040,2.136,89.824,0,0,0,0,0,0,0,16,0,1.510,5.600,4.970,3333824512,2004058112,10548674560,12643348480,0,0,0,0,0,0,0,1835008,1021571072,2516,4032,0,13152,349646,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,12,1,8,1,17,6,56,870,54,816,0,58,1049,1066,0,0,0,0,0,305551,3141,180393,22176,
Mar-22 21:27:52,8.291,2.136,89.447,0.126,0,0,0,0,0,0,18,0,1.510,5.600,4.970,3335032832,2002849792,10548674560,12642140160,0,0,0,0,8,0,0,1835008,1021571072,2615,5226,0,13184,349646,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,12,1,8,1,17,6,56,870,54,816,0,1665,2337,2332,0,0,0,0,0,305551,3141,180112,22176,
Mar-22 21:27:53,7.557,2.015,90.302,0.126,0,0,1376256,0,0,0,15,0,1.510,5.600,4.970,3334934528,2002948096,10548674560,12642238464,0,0,1,0,0,0,26,1835008,1021571072,2610,4216,0,13184,349646,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,12,1,7,1,17,6,56,870,54,816,0,38,1211,1206,0,0,0,0,0,305551,3141,180122,22176,
Mar-22 21:27:54,6.801,2.015,91.184,0,0,0,0,0,0,0,15,0,1.390,5.500,4.940,3335446528,2002448384,10548662272,12643065856,0,0,0,0,0,0,0,1835008,1021571072,2383,3970,0,13184,349656,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,12,1,7,1,17,6,56,870,54,816,0,187,1200,1042,0,0,0,0,0,305551,3141,180000,22176,
Mar-22 21:27:55,8.156,1.882,89.837,0.125,0,0,0,0,0,0,14,0,1.390,5.500,4.940,3336802304,2001051648,10548703232,12641894400,0,358,0,0,8,0,0,1835008,1021571072,2648,5218,0,13184,349656,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,12,1,7,1,17,6,56,870,54,816,0,1344,2471,2485,0,0,0,0,0,305551,3141,179604,22176,
Mar-22 21:27:56,8.908,1.882,89.210,0,0,0,0,0,0,0,34,0,1.390,5.500,4.940,3337265152,2000654336,10548637696,12641497088,0,206,0,0,1,0,0,1835008,1021571072,2548,4050,0,13184,349655,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,12,1,7,1,17,6,56,870,54,816,0,403,1051,1056,0,0,0,0,0,305551,3141,179562,22176,
Mar-22 21:27:57,8.438,2.519,88.791,0.252,0,0,0,0,0,0,20,0,1.390,5.500,4.940,3338215424,1999704064,10548637696,12640280576,1619,4490,0,0,8,0,0,1835008,1021571072,2773,6008,0,13216,349665,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,12,1,8,1,17,6,56,870,54,816,0,1644,2723,2641,0,0,0,0,0,305551,3141,179330,22176,
Mar-22 21:27:58,8.101,2.025,89.494,0.380,0,0,0,0,0,0,28,0,1.390,5.500,4.940,3338641408,1999233024,10548682752,12639805440,15602,1450,0,0,0,0,0,1835008,1021571072,2650,4374,0,13216,349664,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,12,1,8,1,17,6,56,870,54,816,0,39,1055,1067,0,0,0,0,0,305551,3141,179215,22176,
Mar-22 21:27:59,8.156,2.258,89.335,0.251,0,0,262144,0,0,0,15,0,1.350,5.430,4.920,3338649600,1999233024,10548674560,12639805440,0,1020,0,0,0,0,20,1835008,1021571072,2441,3923,0,13216,349669,0,0,6,56,12,10,58,0,1076,20,19,0,0,7,12,1,8,1,17,7,56,870,54,816,0,136,1153,1129,0,0,0,0,0,305551,3141,179215,22176,
Mar-22 21:28:00,9.584,3.026,87.264,0.126,0,8192,0,0,0,0,81,0,1.350,5.430,4.920,3338829824,1999003648,10548723712,12639649792,39927,19441,0,0,13,2,0,1835008,1021571072,3116,6693,0,13216,349674,0,0,6,56,12,10,58,0,1077,20,19,0,0,7,13,1,8,1,17,7,56,870,54,816,0,3270,4810,4783,0,0,0,0,0,305551,3141,179159,22176,
Mar-22 21:28:01,6.971,2.155,90.748,0.127,0,0,516096,0,0,0,18,0,1.350,5.430,4.920,3317567488,2020089856,10548899840,12764577792,0,0,0,0,15,0,24,1835008,1021571072,2035,7771,0,13248,349716,0,0,6,56,12,10,58,0,1074,19,19,0,0,7,13,0,8,1,17,7,56,868,54,814,0,8556,7542,13228,0,0,0,0,0,305551,3141,184244,22176,
Mar-22 21:28:02,6.944,2.146,90.657,0.253,0,0,1794048,0,0,0,46,0,1.350,5.430,4.920,3318644736,2019028992,10548883456,12763525120,167,187,0,0,10,0,352,1835008,1021571072,1965,3869,0,13248,349711,0,0,6,56,12,10,58,0,1074,19,19,0,0,7,13,0,8,1,17,7,56,868,54,814,0,1695,1807,1782,0,0,0,0,0,305551,3141,183992,22176,
Mar-22 21:28:03,7.286,1.382,91.206,0.126,0,0,0,0,0,0,16,0,1.350,5.430,4.920,3302744064,2034905088,10548908032,12762386432,167,187,0,0,0,0,0,1835008,1021571072,1549,2464,0,13248,349711,0,0,6,56,12,10,58,0,1074,19,19,0,0,7,13,0,7,1,17,7,56,868,54,814,0,128,226,4528,0,0,0,0,0,305551,3141,187924,22176,
Mar-22 21:28:04,8.166,1.759,89.950,0.126,0,0,0,0,0,0,69,0,1.250,5.340,4.900,3301404672,2036224000,10548928512,12763537408,13207,58710,0,0,0,0,0,1835008,1021571072,1666,3093,0,13248,349713,0,0,6,56,12,10,58,0,1076,19,19,0,0,7,13,0,7,1,17,9,56,868,54,814,0,1460,947,989,0,0,0,0,0,305551,3141,188246,22176,
Mar-22 21:28:05,8.281,1.631,90.088,0,0,0,0,0,0,0,24,0,1.250,5.340,4.900,3297583104,2039951360,10549022720,12767358976,760,347,1,0,4,0,0,1835008,1021571072,1511,2816,0,13248,349726,0,0,6,56,12,10,58,0,1076,19,19,0,0,7,13,0,7,1,17,9,56,868,54,814,0,2178,2771,2023,0,0,0,0,0,305551,3141,189034,22176,
Mar-22 21:28:06,6.061,1.136,92.677,0.126,0,0,0,0,0,0,19,0,1.250,5.340,4.900,3199950848,2137649152,10548957184,12764262400,524,358,0,0,4,0,0,1835008,1021571072,1499,2831,0,13216,349730,0,0,6,56,12,10,58,0,1076,19,19,0,0,7,13,0,7,1,17,9,56,868,54,814,0,106,368,24989,0,0,0,0,0,305551,3141,213008,22176,
Mar-22 21:28:07,6.533,1.382,91.834,0.251,0,0,0,0,0,0,14,0,1.250,5.340,4.900,3200417792,2136936448,10549202944,12763598848,0,0,0,0,8,0,0,1835008,1021571072,1612,3461,0,13216,349733,0,0,6,56,12,10,58,0,1076,19,19,0,0,7,13,0,7,1,17,9,56,868,54,814,0,1329,1693,1684,0,0,0,0,0,305551,3141,212834,22176,
Mar-22 21:28:08,8.040,2.010,89.573,0.377,0,0,180224,0,0,0,52,0,1.250,5.340,4.900,3202084864,2135228416,10549243904,12761677824,2055,4936,0,0,0,0,12,1835008,1021571072,1747,3422,0,13216,349744,0,0,6,56,12,10,58,0,1076,19,19,0,0,7,13,0,8,1,17,9,56,868,54,814,0,660,817,1601,0,0,0,0,0,305551,3141,212417,22176,
Mar-22 21:28:09,6.305,1.387,92.308,0,0,0,0,0,0,0,28,0,1.230,5.260,4.880,3201609728,2135769088,10549178368,12762222592,15602,1450,0,0,0,0,0,1835008,1021571072,1492,2416,0,13216,349743,0,0,6,56,12,10,58,0,1076,19,19,0,0,7,13,0,8,1,17,9,56,868,54,814,0,69,241,231,0,0,0,0,0,305551,3141,212549,22176,
Mar-22 21:28:10,7.750,1.500,90.625,0.125,0,0,0,0,0,0,15,0,1.230,5.260,4.880,3201548288,2135830528,10549178368,12762288128,0,0,0,0,0,0,0,1835008,1021571072,1488,2288,0,13216,349743,0,0,6,56,12,10,58,0,1076,19,19,0,0,7,13,0,8,1,17,9,56,868,54,814,0,1351,1517,3626,0,0,0,0,0,305551,3141,213809,22176,
