"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/io_net_zones_time_lock_vm-adv_udp_raw_sys_page_proc.csv --io --net --zones --time --lock --vm-adv --udp --raw --sys --page --proc 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"io/total",,"net/total",,"zones memory",,,,"system","file locks",,,,"advanced virtual memory",,,,,"udp",,"raw","system",,"paging",,"procs",,
0,140,10111,10567,159767,3141,477234,22688,Mar-23 13:48:12,83,12,13,82,0,0,0,0,0,25,14,0,2814,7468,0,0,1,0,8
0,0,6703,8464,159767,3141,476574,22688,Mar-23 13:48:13,83,12,13,82,0,0,0,0,0,25,14,0,2904,8505,0,0,2,0,8
0,0,6526,7938,159767,3141,476462,22688,Mar-23 13:48:14,83,12,13,82,0,0,0,0,0,25,14,0,2524,5772,0,0,5,0,0
0,0,6270,7752,159767,3141,476364,22688,Mar-23 13:48:15,83,12,13,82,0,0,0,0,0,25,14,0,2553,5751,0,0,0,0,0
0,42,6893,8370,159767,3141,476359,22688,Mar-23 13:48:16,83,12,13,82,0,0,0,0,0,25,14,0,2580,5870,0,0,1,0,0
0,12,10621,94968,159767,3141,470452,22688,Mar-23 13:48:17,83,12,13,82,0,0,0,0,0,25,14,0,2769,7712,0,0,2,0,9
0,0,7606,9475,159767,3141,471321,22688,Mar-23 13:48:18,83,12,13,82,0,0,0,0,0,25,14,0,2823,7208,0,0,3,0,8
0,64,7253,8976,159767,3141,471088,22688,Mar-23 13:48:19,83,12,13,82,0,0,0,0,0,25,14,0,2584,5923,0,0,3,0,0
0,0,9209,10143,159767,3141,470552,22688,Mar-23 13:48:20,83,12,13,82,0,0,0,0,0,25,14,0,2921,7590,0,0,3,0,0
0,40,14264,22751,159767,3141,471052,22688,Mar-23 13:48:21,83,12,13,82,0,0,0,0,0,25,14,0,2739,7152,0,0,3,0,1
0,64,21511,13240,159767,3141,470638,22688,Mar-23 13:48:22,83,12,13,82,0,0,0,0,0,25,14,0,2781,7935,0,0,0,0,8
0,0,10855,9804,159767,3141,470284,22688,Mar-23 13:48:23,83,12,13,82,0,0,0,0,0,25,14,0,2699,7152,0,0,1,0,9
0,0,7285,10811,159767,3141,464671,22688,Mar-23 13:48:24,83,12,13,82,0,0,0,0,0,25,14,0,2551,6202,0,0,0,0,0
0,0,6184,7788,159767,3141,464305,22688,Mar-23 13:48:25,83,12,13,82,0,0,0,0,0,25,14,0,2501,5742,0,0,0,0,0
0,66,6893,8507,159767,3141,464365,22688,Mar-23 13:48:26,83,12,13,82,0,0,0,0,0,25,14,0,2723,6122,0,0,0,0,0
0,52,7657,11924,159767,3141,475299,22688,Mar-23 13:48:27,83,12,13,82,0,0,0,0,0,25,14,0,3021,9237,0,0,1,0,8
0,0,21672,10756,159767,3141,475075,22688,Mar-23 13:48:28,83,12,13,82,0,0,0,0,0,25,14,0,2672,7119,0,0,0,0,8
0,0,6294,7840,159767,3141,474907,22688,Mar-23 13:48:29,83,12,13,82,0,0,0,0,0,25,14,0,2531,5705,0,0,1,0,0
0,0,6314,7905,159767,3141,474795,22688,Mar-23 13:48:30,83,12,13,82,0,0,0,0,0,25,14,0,2628,5864,0,0,1,0,0
0,290,6580,7696,159767,3141,474972,22688,Mar-23 13:48:31,83,12,13,82,0,0,0,0,0,25,14,0,2658,6098,0,0,1,0,0
0,26,6294,7840,159767,3141,497746,22688,Mar-23 13:48:32,83,12,13,82,0,0,0,0,0,25,14,0,2737,7471,0,0,3,0,8
0,12,22200,13502,159767,3141,497426,22688,Mar-23 13:48:33,83,12,13,82,0,0,0,0,0,25,14,0,2729,8024,0,0,0,0,8
0,0,25028,23577,159767,3141,499272,22688,Mar-23 13:48:34,83,12,13,82,0,0,0,0,0,25,16,0,2864,8051,0,0,2,0,0
8,0,22130,12712,159767,3141,499127,22688,Mar-23 13:48:35,83,12,13,82,0,0,0,0,0,25,16,0,2710,6702,0,0,1,0,1
0,2372,24284,9831,159767,3141,505322,22688,Mar-23 13:48:36,83,12,13,82,0,0,0,0,0,25,16,0,4074,11517,0,0,0,0,0
0,0,6424,7840,159767,3141,505391,22688,Mar-23 13:48:37,83,12,13,82,0,0,0,0,0,25,16,0,2680,6992,0,0,1,0,8
0,20,41162,15485,159767,3141,501642,22688,Mar-23 13:48:38,83,12,13,82,0,0,0,0,0,25,17,0,3281,9583,0,0,2,0,24
0,0,7411,8876,159767,3141,505484,22688,Mar-23 13:48:39,83,12,13,82,0,0,0,0,0,25,17,0,3744,8733,0,0,0,0,2
0,0,25594,25897,159767,3141,499231,22688,Mar-23 13:48:40,83,12,13,82,0,0,0,0,0,25,19,0,3119,7044,0,0,2,0,1
0,56,6939,7765,159767,3141,473647,22688,Mar-23 13:48:41,83,12,13,82,0,0,0,0,0,25,18,0,4382,36833,0,0,1,0,0
0,52,7692,9753,159767,3141,472406,22688,Mar-23 13:48:42,83,12,13,82,0,0,0,0,0,25,18,0,2744,7207,0,0,0,0,8
0,0,7022,8128,159767,3141,471993,22688,Mar-23 13:48:43,83,12,13,82,0,0,0,0,0,25,18,0,2722,7052,0,0,3,0,8
0,30,24470,17674,159767,3141,473535,22688,Mar-23 13:48:44,83,12,13,82,0,0,0,0,0,25,18,0,2806,6903,0,0,3,0,0
0,0,7071,8074,159767,3141,473175,22688,Mar-23 13:48:45,83,12,13,82,0,0,0,0,0,25,18,0,2589,5786,0,0,3,0,0
0,0,6783,8176,159767,3141,472622,22688,Mar-23 13:48:46,83,12,13,82,0,0,0,0,0,25,18,0,2543,6067,0,0,7,0,0
0,124,6426,7912,159767,3141,471514,22688,Mar-23 13:48:47,83,12,13,82,0,0,0,0,0,25,18,0,2861,7787,0,0,6,0,8
0,0,6468,7840,159767,3141,474445,22688,Mar-23 13:48:48,83,12,13,82,0,0,0,0,0,25,18,0,2929,8571,0,0,0,0,9
0,0,6708,8146,159767,3141,474333,22688,Mar-23 13:48:49,83,12,13,82,0,0,0,0,0,25,18,0,2499,5698,0,0,3,0,0
0,70,6294,8099,159767,3141,474221,22688,Mar-23 13:48:50,83,12,13,82,0,0,0,0,0,25,18,0,2636,6013,0,0,0,0,0
0,38,6747,8346,159767,3141,473927,22688,Mar-23 13:48:51,83,12,13,82,0,0,0,0,0,25,18,0,2600,5883,0,0,3,0,0
0,170,8729,11150,159767,3141,473307,22688,Mar-23 13:48:52,83,12,13,82,0,0,0,0,0,25,18,0,2839,7472,0,0,1,0,8
0,0,6643,8185,159767,3141,473089,22688,Mar-23 13:48:53,83,12,13,82,0,0,0,0,0,25,18,0,2572,7002,0,0,3,0,8
0,0,7545,10697,159767,3141,468399,22688,Mar-23 13:48:54,83,12,13,82,0,0,0,0,0,25,18,0,2872,7349,0,0,0,0,0
0,0,23067,11895,159767,3141,468636,22688,Mar-23 13:48:55,83,12,13,82,0,0,0,0,0,25,18,0,2588,7272,0,0,0,0,0
0,0,6812,8426,159767,3141,468230,22688,Mar-23 13:48:56,83,12,13,82,0,0,0,0,0,25,18,0,2626,5891,0,0,4,0,0
0,59,6184,7509,159767,3141,469264,22688,Mar-23 13:48:57,83,12,13,82,0,0,0,0,0,25,18,0,2635,7240,0,0,5,0,8
0,3,17907,14821,159767,3141,468679,22688,Mar-23 13:48:58,83,12,13,82,0,0,0,0,0,25,18,0,2826,7363,0,0,6,0,8
0,0,6605,8646,159767,3141,469089,22688,Mar-23 13:48:59,83,12,13,82,0,0,0,0,0,25,18,0,2570,5900,0,0,1,0,0
0,0,6314,9872,159767,3141,469051,22688,Mar-23 13:49:00,83,12,13,82,0,0,0,0,0,25,18,0,2510,5863,0,0,2,0,1
0,30,9204,8147,159767,3141,468742,22688,Mar-23 13:49:01,83,12,13,82,0,0,0,0,0,25,18,0,2633,6162,0,0,2,0,0
0,160,6351,7833,159767,3141,466825,22688,Mar-23 13:49:02,83,12,13,82,0,0,0,0,0,25,18,0,3263,11241,0,0,2,0,16
0,0,6667,8128,159767,3141,466166,22688,Mar-23 13:49:03,83,12,13,82,0,0,0,0,0,25,16,0,2693,6846,0,0,2,0,8
0,56,6294,7840,159767,3141,466131,22688,Mar-23 13:49:04,83,12,13,82,0,0,0,0,0,25,16,0,2609,5946,0,0,5,0,0
0,0,22001,13162,159767,3141,465983,22688,Mar-23 13:49:05,83,12,13,82,0,0,0,0,0,25,16,0,2712,6558,0,0,1,0,0
0,0,8297,9509,159767,3141,465570,22688,Mar-23 13:49:06,83,12,13,82,0,0,0,0,0,25,16,0,2568,5749,0,0,1,0,0
0,442,6314,7783,159767,3141,465601,22688,Mar-23 13:49:07,83,12,13,82,0,0,0,0,0,25,16,0,2744,6971,0,0,0,0,8
0,218,6502,7788,159767,3141,508668,22688,Mar-23 13:49:08,83,12,13,82,0,0,0,0,0,25,15,0,2870,7596,0,0,13,0,10
0,0,6975,9784,159767,3141,504537,22688,Mar-23 13:49:09,83,12,13,82,0,0,0,0,0,25,14,0,3099,8117,0,0,1,0,0
0,56,6270,7905,159767,3141,503765,22688,Mar-23 13:49:10,83,12,13,82,0,0,0,0,0,25,14,0,2792,5954,0,0,5,0,0
0,0,6877,8020,159767,3141,505378,22688,Mar-23 13:49:11,83,12,13,82,0,0,0,0,0,25,14,0,2598,5877,0,0,4,0,0
2,2170,22679,15746,159767,3141,504120,22688,Mar-23 13:49:12,83,12,13,82,0,0,0,0,0,25,14,0,4229,12332,0,0,2,0,5
0,0,7265,8514,159767,3141,503904,22688,Mar-23 13:49:13,83,12,13,82,0,0,0,0,0,25,14,0,2767,7687,0,0,1,0,12
0,0,6558,8026,159767,3141,505788,22688,Mar-23 13:49:14,83,12,13,82,0,0,0,0,0,25,14,0,2590,5820,0,0,5,0,0
0,22,6184,7646,159767,3141,505247,22688,Mar-23 13:49:15,83,12,13,82,0,0,0,0,0,25,14,0,2600,5723,0,0,5,0,0
0,0,23837,13929,159767,3141,508759,22688,Mar-23 13:49:16,83,12,13,82,0,0,0,0,0,25,14,0,2889,8482,0,0,1,0,0
0,46,23531,14962,159767,3141,503436,22688,Mar-23 13:49:17,83,12,13,82,0,0,0,0,0,25,14,0,2695,7178,0,0,2,0,0
0,0,6184,7646,159767,3141,503939,22688,Mar-23 13:49:18,83,12,13,82,0,0,0,0,0,25,14,0,2831,7944,0,0,1,0,16
0,0,6351,7833,159767,3141,471781,22688,Mar-23 13:49:19,83,12,13,82,0,0,0,0,0,25,14,0,3357,35268,0,0,9,0,0
0,50,10906,95293,159767,3141,470115,22688,Mar-23 13:49:20,83,12,13,82,0,0,0,0,0,25,14,0,2878,6255,0,0,1,0,0
0,0,8767,12762,159767,3141,472540,22688,Mar-23 13:49:21,83,12,13,82,0,0,0,0,0,25,14,0,2518,5784,0,0,1,0,0
0,0,6294,7840,159767,3141,472242,22688,Mar-23 13:49:22,83,12,13,82,0,0,0,0,0,25,14,0,2573,5804,0,0,4,0,0
0,40,6463,8128,159767,3141,473353,22688,Mar-23 13:49:23,83,12,13,82,0,0,0,0,0,25,14,0,3261,9567,0,0,1,0,16
0,0,7767,10745,159767,3141,472301,22688,Mar-23 13:49:24,83,12,13,82,0,0,0,0,0,25,14,0,2637,6498,0,0,1,1,1
0,18,6466,8052,159767,3141,471679,22688,Mar-23 13:49:25,83,12,13,82,0,0,0,0,0,25,14,0,2533,5721,0,0,0,0,0
0,0,7081,10020,159767,3141,481317,22688,Mar-23 13:49:26,83,12,13,82,0,0,0,0,0,25,14,0,2684,6611,0,0,0,0,0
0,0,23569,12299,159767,3141,481235,22688,Mar-23 13:49:27,83,12,13,82,0,0,0,0,0,25,14,0,2557,5780,0,0,1,0,0
0,254,6424,7840,159767,3141,480474,22688,Mar-23 13:49:28,83,12,13,82,0,0,0,0,0,25,14,0,3021,8606,0,0,3,0,16
0,0,6184,7646,159767,3141,480381,22688,Mar-23 13:49:29,83,12,13,82,0,0,0,0,0,25,14,0,2497,5628,0,0,5,0,0
0,32,6294,8100,159767,3141,479729,22688,Mar-23 13:49:30,83,12,13,82,0,0,0,0,0,25,14,0,2651,7188,0,0,1,0,0
0,0,6184,7867,159767,3141,480002,22688,Mar-23 13:49:31,83,12,13,82,0,0,0,0,0,25,14,0,2618,6085,0,0,7,0,0
0,0,6184,7646,159767,3141,478129,22688,Mar-23 13:49:32,83,12,13,82,0,0,0,0,0,25,14,0,2693,6130,0,0,2,0,0
0,64,6891,8459,159767,3141,478071,22688,Mar-23 13:49:33,83,12,13,82,0,0,0,0,0,25,14,0,2774,8462,0,0,1,0,16
0,0,6290,7627,159767,3141,485071,22688,Mar-23 13:49:34,83,12,13,82,0,0,0,0,0,25,14,0,2515,5697,0,0,0,0,0
0,18,6314,7783,159767,3141,485780,22688,Mar-23 13:49:35,83,12,13,82,0,0,0,0,0,25,14,0,2616,5774,0,0,4,0,0
0,0,31586,18205,159767,3141,485618,22688,Mar-23 13:49:36,83,12,13,82,0,0,0,0,0,25,14,0,2795,7044,0,0,1,0,0
0,0,39181,15543,159767,3141,503018,22688,Mar-23 13:49:37,83,12,13,82,0,0,0,0,0,25,14,0,2851,8172,0,0,1,0,1
0,42,7698,8587,159767,3141,503273,22688,Mar-23 13:49:38,83,12,13,82,0,0,0,0,0,25,14,0,2946,8489,0,0,3,0,16
0,0,6270,7932,159767,3141,503170,22688,Mar-23 13:49:39,83,12,13,82,0,0,0,0,0,25,13,0,2604,6105,0,0,4,0,0
0,18,6310,7870,159767,3141,501132,22688,Mar-23 13:49:40,83,12,13,82,0,0,0,0,0,25,13,0,2547,5750,0,0,0,0,0
0,0,6510,7946,159767,3141,511120,22688,Mar-23 13:49:41,83,12,13,82,0,0,0,0,0,25,13,0,2634,5785,0,0,1,0,0
0,32,6184,8004,159767,3141,510752,22688,Mar-23 13:49:42,83,12,13,82,0,0,0,0,0,25,13,0,2683,6058,0,0,4,0,0
0,458,6573,8582,159767,3141,510405,22688,Mar-23 13:49:43,83,12,13,82,0,0,0,0,0,25,13,0,2948,7782,0,0,7,0,10
0,48,6456,7836,159767,3141,509365,22688,Mar-23 13:49:44,83,12,13,82,0,0,0,0,0,25,13,0,2812,8282,0,0,1,0,6
0,0,6184,7836,159767,3141,509668,22688,Mar-23 13:49:45,83,12,13,82,0,0,0,0,0,25,13,0,2605,5710,0,0,0,0,0
0,0,6800,8325,159767,3141,509080,22688,Mar-23 13:49:46,83,12,13,82,0,0,0,0,0,25,13,0,2560,5821,0,0,1,0,0
0,0,6314,8004,159767,3141,505526,22688,Mar-23 13:49:47,83,12,13,82,0,0,0,0,0,25,13,0,2499,6167,0,0,2,0,0
0,488,23670,13847,159767,3141,506234,22688,Mar-23 13:49:48,83,12,13,82,0,0,0,0,0,25,13,0,2968,8694,0,0,2,0,8
0,24,6350,8169,159767,3141,506841,22688,Mar-23 13:49:49,83,12,13,82,0,0,0,0,0,25,13,0,2573,6901,0,0,3,0,9
0,0,6882,7509,159767,3141,506754,22688,Mar-23 13:49:50,83,12,13,82,0,0,0,0,0,25,13,0,2565,5698,0,0,4,0,0
0,46,6461,8235,159767,3141,508994,22688,Mar-23 13:49:51,83,12,13,82,0,0,0,0,0,25,13,0,2738,7332,0,0,3,0,0
0,28,6518,8515,159767,3141,508134,22688,Mar-23 13:49:52,83,12,13,82,0,0,0,0,0,25,13,0,2563,5919,0,0,1,0,0
0,1676,6663,8270,159767,3141,508110,22688,Mar-23 13:49:53,83,12,13,82,0,0,0,0,0,25,13,0,3993,11933,0,0,0,0,8
0,0,6294,7958,159767,3141,507852,22688,Mar-23 13:49:54,83,12,13,82,0,0,0,0,0,25,13,0,2711,7424,0,0,3,0,8
0,0,6184,7833,159767,3141,504080,22688,Mar-23 13:49:55,83,12,13,82,0,0,0,0,0,25,13,0,2525,5770,0,0,0,0,0
0,0,6616,8268,159767,3141,474390,22688,Mar-23 13:49:56,83,12,13,82,0,0,0,0,0,25,13,0,3479,36416,0,0,1,0,0
0,42,6690,8286,159767,3141,471839,22688,Mar-23 13:49:57,83,12,13,82,0,0,0,0,0,25,13,0,2535,5858,0,0,1,0,0
0,60,7268,10161,159767,3141,473444,22688,Mar-23 13:49:58,83,12,13,82,0,0,0,0,0,25,13,0,2908,9503,0,0,2,0,8
0,0,23509,12129,159767,3141,474272,22688,Mar-23 13:49:59,83,12,13,82,0,0,0,0,0,25,13,0,2649,7169,0,0,4,0,8
0,0,6589,8757,159767,3141,468336,22688,Mar-23 13:50:00,83,12,13,82,0,0,0,0,0,28,13,0,2639,5950,0,0,3,0,1
0,0,6314,8570,159767,3141,468286,22688,Mar-23 13:50:01,83,12,13,82,0,0,0,0,0,28,13,0,2589,6019,0,0,3,0,1
0,16,6461,8932,159767,3141,465513,22688,Mar-23 13:50:02,83,12,13,82,0,0,0,0,0,28,13,0,2723,8501,0,0,1,0,8
0,102,6630,9410,159767,3141,469248,22688,Mar-23 13:50:03,83,12,13,82,0,0,0,0,0,28,13,0,2731,7225,0,0,3,0,8
0,0,6184,7646,159767,3141,468578,22688,Mar-23 13:50:04,83,12,13,82,0,0,0,0,0,28,13,0,2646,6895,0,0,1,0,8
0,0,6294,7840,159767,3141,468855,22688,Mar-23 13:50:05,83,12,13,82,0,0,0,0,0,25,13,0,2725,6947,0,0,1,0,0
0,0,6857,8455,159767,3141,468887,22688,Mar-23 13:50:06,83,12,13,82,0,0,0,0,0,25,13,0,2564,5952,0,0,4,0,0
0,26,7331,8855,159767,3141,470006,22688,Mar-23 13:50:07,83,12,13,82,0,0,0,0,0,25,13,0,2617,5916,0,0,0,0,0
0,0,6695,8747,159767,3141,472987,22688,Mar-23 13:50:08,83,12,13,82,0,0,0,0,0,25,13,0,2704,7163,0,0,0,0,8
0,154,23390,15153,159767,3141,475621,22688,Mar-23 13:50:09,83,12,13,82,0,0,0,0,0,25,13,0,2962,8760,0,0,1,0,9
0,0,10163,10162,159767,3141,474124,22688,Mar-23 13:50:10,83,12,13,82,0,0,0,0,0,25,14,0,2573,5850,0,0,1,0,0
0,0,6940,7994,159767,3141,473646,22688,Mar-23 13:50:11,83,12,13,82,0,0,0,0,0,25,13,0,3266,7007,0,0,1,0,0
0,24,6604,8332,159767,3141,473760,22688,Mar-23 13:50:12,83,12,13,82,0,0,0,0,0,25,13,0,3666,8808,0,0,1,0,0
0,36,7054,8627,159767,3141,470906,22688,Mar-23 13:50:13,83,12,13,82,0,0,0,0,0,25,13,0,3761,9441,0,0,4,0,9
0,76,6448,8396,159767,3141,470867,22688,Mar-23 13:50:14,83,12,13,82,0,0,0,0,0,25,13,0,3686,9183,0,0,0,0,8
0,0,6502,8088,159767,3141,470775,22688,Mar-23 13:50:15,83,12,13,82,0,0,0,0,0,25,13,0,3433,7471,0,0,1,0,0
0,0,6616,8126,159767,3141,471046,22688,Mar-23 13:50:16,83,12,13,82,0,0,0,0,0,25,13,0,3476,7555,0,0,2,0,0
0,0,6580,8073,159767,3141,467446,22688,Mar-23 13:50:17,83,12,13,82,0,0,0,0,0,25,13,0,3481,7873,0,0,3,0,0
0,42,6294,8046,159767,3141,468944,22688,Mar-23 13:50:18,83,12,13,82,0,0,0,0,0,25,13,0,3638,8771,0,0,1,0,8
0,400,6184,8004,159767,3141,472159,22688,Mar-23 13:50:19,83,12,13,82,0,0,0,0,0,25,13,0,3850,10176,0,0,3,0,8
0,0,20047,12474,159767,3141,472028,22688,Mar-23 13:50:20,83,12,13,82,0,0,0,0,0,25,13,0,3516,8495,0,0,2,0,0
0,0,11616,13472,159767,3141,478513,22688,Mar-23 13:50:21,83,12,13,82,0,0,0,0,0,25,13,0,3514,7748,0,0,1,0,0
0,0,11834,98296,159767,3141,478311,22688,Mar-23 13:50:22,83,12,13,82,0,0,0,0,0,25,13,0,3533,7947,0,0,1,0,0
0,16,19301,12629,159767,3141,486880,22688,Mar-23 13:50:23,83,12,13,82,0,0,0,0,0,25,13,0,3654,8897,0,0,1,0,8
0,542,6519,8265,159767,3141,488143,22688,Mar-23 13:50:24,83,12,13,82,0,0,0,0,0,25,13,0,3730,9504,0,0,4,0,8
0,0,7378,12899,159767,3141,488976,22688,Mar-23 13:50:25,83,12,13,82,0,0,0,0,0,25,13,0,3452,7835,0,0,1,0,0
0,0,6726,8632,159767,3141,514082,22688,Mar-23 13:50:26,83,12,13,82,0,0,0,0,0,25,13,0,3714,8878,0,0,1,0,1
0,0,6400,7646,159767,3141,513737,22688,Mar-23 13:50:27,83,12,13,82,0,0,0,0,0,25,13,0,3502,7779,0,0,1,0,0
0,0,6184,7788,159767,3141,513582,22688,Mar-23 13:50:28,83,12,13,82,0,0,0,0,0,25,13,0,3612,8848,0,0,1,0,8
0,142,6626,9501,159767,3141,512407,22688,Mar-23 13:50:29,83,12,13,82,0,0,0,0,0,25,13,0,4042,12759,0,0,0,0,8
0,0,22967,12973,159767,3141,512048,22688,Mar-23 13:50:30,83,12,13,82,0,0,0,0,0,25,13,0,3472,7511,0,0,1,0,0
0,42,22520,13488,159767,3141,512200,22688,Mar-23 13:50:31,83,12,13,82,0,0,0,0,0,25,13,0,2644,6620,0,0,1,0,0
0,0,7476,8130,159767,3141,507388,22688,Mar-23 13:50:32,83,12,13,82,0,0,0,0,0,25,13,0,2570,6280,0,0,0,0,0
0,0,6463,8128,159767,3141,507096,22688,Mar-23 13:50:33,83,12,13,82,0,0,0,0,0,25,13,0,2800,8234,0,0,1,0,8
0,40,6294,7958,159767,3141,499568,22688,Mar-23 13:50:34,83,12,13,82,0,0,0,0,0,25,13,0,3576,41072,0,0,1,0,8
0,0,8307,8191,159767,3141,499410,22688,Mar-23 13:50:35,83,12,13,82,0,0,0,0,0,25,13,0,2643,5775,0,0,5,0,0
0,42,6746,8126,159767,3141,499145,22688,Mar-23 13:50:36,83,12,13,82,0,0,0,0,0,25,13,0,2533,5839,0,0,1,0,0
0,0,33975,14835,159767,3141,498795,22688,Mar-23 13:50:37,83,12,13,82,0,0,0,0,0,25,13,0,2708,6702,0,0,2,0,0
0,0,10799,7948,159767,3141,498761,22688,Mar-23 13:50:38,83,12,13,82,0,0,0,0,0,25,13,0,2799,7072,0,0,1,0,9
0,134,13942,14818,159767,3141,500827,22688,Mar-23 13:50:39,83,12,13,82,0,0,0,0,0,25,14,0,3131,7355,0,0,3,0,8
0,0,6526,8019,159767,3141,500636,22688,Mar-23 13:50:40,83,12,13,82,0,0,0,0,0,25,14,0,2850,7365,0,0,4,0,0
0,0,6184,8004,159767,3141,500161,22688,Mar-23 13:50:41,83,12,13,82,0,0,0,0,0,25,14,0,2498,6050,0,0,4,0,0
0,0,23515,14088,159767,3141,500087,22688,Mar-23 13:50:42,83,12,13,82,0,0,0,0,0,25,14,0,2659,6639,0,0,0,0,0
0,0,6593,8128,159767,3141,499797,22688,Mar-23 13:50:43,83,12,13,82,0,0,0,0,0,25,14,0,2765,6987,0,0,0,0,8
0,174,6184,7646,159767,3141,499987,22688,Mar-23 13:50:44,83,12,13,82,0,0,0,0,0,25,14,0,2833,7502,0,0,0,0,8
0,0,6294,7840,159767,3141,499933,22688,Mar-23 13:50:45,83,12,13,82,0,0,0,0,0,25,14,0,2563,5717,0,0,2,0,0
0,0,6616,8602,159767,3141,499905,22688,Mar-23 13:50:46,83,12,13,82,0,0,0,0,0,25,14,0,2598,5791,0,0,3,0,0
0,0,6294,7703,159767,3141,501929,22688,Mar-23 13:50:47,83,12,13,82,0,0,0,0,0,25,14,0,3132,7290,0,0,1,0,0
0,0,6502,7646,159767,3141,501752,22688,Mar-23 13:50:48,83,12,13,82,0,0,0,0,0,25,14,0,2663,6673,0,0,6,0,4
2,28,6290,7788,159767,3141,496957,22688,Mar-23 13:50:49,83,12,13,82,0,0,0,0,0,25,14,0,3158,9742,8192,0,5,0,30
14,154,6536,7988,159767,3141,495547,22688,Mar-23 13:50:50,83,12,13,82,0,0,0,0,0,25,14,0,2658,6082,0,0,2,0,1
0,102,7123,8654,159767,3141,495628,22688,Mar-23 13:50:51,83,12,13,82,0,0,0,0,0,25,14,0,2699,6106,0,0,1,0,0
0,0,6785,9489,159767,3141,495360,22688,Mar-23 13:50:52,83,12,13,82,0,0,0,0,0,25,14,0,2641,6448,0,0,1,0,0
0,0,23430,12469,159767,3141,496159,22688,Mar-23 13:50:53,83,12,13,82,0,0,0,0,0,25,14,0,2640,5885,0,0,4,0,0
0,0,11660,13173,159767,3141,513251,22688,Mar-23 13:50:54,83,12,13,82,0,0,0,0,0,25,15,0,2882,9195,0,0,1,0,16
0,452,6633,8239,159767,3141,507675,22688,Mar-23 13:50:55,83,12,13,82,0,0,0,0,0,25,15,0,2931,7551,0,0,0,0,0
0,92,21746,154022,159767,3141,500776,22688,Mar-23 13:50:56,84,12,13,83,0,0,0,0,0,25,17,0,3641,12151,0,0,1,0,39
0,54,14328,9366,159767,3141,498754,22688,Mar-23 13:50:57,84,12,13,83,0,0,0,0,0,25,17,0,3501,14176,0,0,0,0,1
0,0,6294,7840,159767,3141,499082,22688,Mar-23 13:50:58,84,12,13,83,0,0,0,0,0,25,17,0,2651,6424,0,0,5,0,0
0,0,6354,7828,159767,3141,499077,22688,Mar-23 13:50:59,84,12,13,83,0,0,0,0,0,25,17,0,2707,8358,0,0,2,0,16
0,292,6184,7646,159767,3141,498783,22688,Mar-23 13:51:00,84,12,13,83,0,0,0,0,0,25,17,0,2672,6018,0,0,1,0,0
0,0,6645,8145,159767,3141,494789,22688,Mar-23 13:51:01,84,12,13,83,0,0,0,0,0,25,17,0,3000,7229,0,0,1,0,0
0,42,6184,7867,159767,3141,492059,22688,Mar-23 13:51:02,84,12,13,83,0,0,0,0,0,25,17,0,2873,9166,0,0,2,0,9
4,0,22436,13578,159767,3141,491639,22688,Mar-23 13:51:03,84,12,13,83,0,0,0,0,0,25,17,0,2777,6809,0,0,6,0,0
0,0,19124,13273,159767,3141,490693,22688,Mar-23 13:51:04,84,12,13,83,0,0,0,0,0,25,17,0,2949,8903,0,0,2,0,17
0,1526,6351,8252,159767,3141,490697,22688,Mar-23 13:51:05,84,12,13,83,0,0,0,0,0,25,17,0,3774,9891,0,0,3,0,0
0,60,7107,8767,159767,3141,493910,22688,Mar-23 13:51:06,84,12,13,83,0,0,0,0,0,25,17,0,2746,5953,0,0,2,0,0
0,0,9211,11062,159767,3141,494504,22688,Mar-23 13:51:07,84,12,13,83,0,0,0,0,0,25,17,0,2558,5990,0,0,2,0,0
0,0,6669,7946,159767,3141,494203,22688,Mar-23 13:51:08,84,12,13,83,0,0,0,0,0,25,16,0,2729,6864,0,0,2,0,0
0,0,6184,7788,159767,3141,493527,22688,Mar-23 13:51:09,84,12,13,83,0,0,0,0,0,25,16,0,2632,8508,0,0,0,0,16
0,38,6396,8038,159767,3141,491129,22688,Mar-23 13:51:10,84,12,13,83,0,0,0,0,0,25,16,0,2653,6289,0,0,1,0,0
0,20,6294,7982,159767,3141,490898,22688,Mar-23 13:51:11,84,12,13,83,0,0,0,0,0,25,16,0,2562,5784,0,0,2,0,0
0,0,6437,8057,159767,3141,467625,22688,Mar-23 13:51:12,84,12,13,83,0,0,0,0,0,25,16,0,3372,36355,0,0,0,0,0
0,0,7007,9328,159767,3141,467358,22688,Mar-23 13:51:13,84,12,13,83,0,0,0,0,0,25,16,0,2678,5945,0,0,1,0,0
0,110,24578,14801,159767,3141,467210,22688,Mar-23 13:51:14,84,12,13,83,0,0,0,0,0,25,16,0,2999,9447,0,0,0,0,16
0,88,6314,7646,159767,3141,466632,22688,Mar-23 13:51:15,84,12,13,83,0,0,0,0,0,25,16,0,2662,6905,0,0,1,0,1
0,0,6726,8462,159767,3141,466281,22688,Mar-23 13:51:16,84,12,13,83,0,0,0,0,0,25,16,0,2596,6326,0,0,3,0,0
