"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/page_tcp_vm-adv_udp_mem_socket_raw_int.csv --page --tcp --vm-adv --udp --mem --socket --raw --int 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"paging",,"tcp sockets",,,,,"advanced virtual memory",,,,,"udp",,"memory usage",,,,"sockets",,,,,"raw","interrupts",,
0,0,7,25,0,6,0,0,0,0,0,0,25,18,5397209088,2608726016,7968788480,11013718016,1208,27,33,0,0,0,0,125,0
0,0,7,25,0,6,0,0,0,0,0,0,25,18,5401505792,2606444544,7966773248,11008872448,1208,27,33,0,0,0,0,133,0
0,0,7,25,0,6,0,0,0,0,0,0,25,18,5402718208,2605809664,7966195712,11008167936,1208,27,33,0,0,0,0,125,0
0,0,7,24,1,7,0,0,0,0,0,0,25,18,5421928448,2586599424,7966195712,10989596672,1208,27,33,0,0,0,0,139,0
0,0,7,25,0,7,0,0,0,0,0,0,25,18,5417828352,2587570176,7969325056,11138392064,1208,27,33,0,0,0,0,134,0
0,0,7,25,0,7,0,0,0,0,0,0,25,18,5418389504,2585907200,7970426880,11137937408,1208,27,33,0,0,0,0,153,0
0,0,7,25,0,7,0,0,0,0,0,0,25,18,5414322176,2590142464,7970258944,11146252288,1208,27,33,0,0,0,0,119,0
0,0,7,25,0,7,0,0,0,0,0,0,25,18,5418082304,2587746304,7968894976,11143643136,1208,27,33,0,0,0,0,137,0
0,0,7,25,0,7,0,0,0,0,0,0,25,18,5418446848,2589179904,7967096832,11142701056,1208,27,33,0,0,0,0,123,0
0,0,7,25,0,6,0,0,0,0,0,0,25,18,5419298816,2589270016,7966154752,11137355776,1208,27,33,0,0,0,0,129,0
0,0,7,25,0,6,0,0,0,0,0,0,25,18,5421166592,2588004352,7965552640,11136090112,1208,27,33,0,0,0,0,124,0
0,0,7,25,0,6,0,0,0,0,0,0,25,18,5426401280,2580152320,7968169984,11126722560,1208,27,33,0,0,0,0,158,0
0,0,7,25,0,6,0,0,0,0,0,0,25,16,5428645888,2577453056,7968641024,11124256768,1206,27,33,0,0,0,0,124,0
0,0,7,25,0,6,0,0,0,0,0,0,25,16,5428879360,2577063936,7968796672,11123974144,1206,27,33,0,0,0,0,121,0
0,0,7,25,0,7,0,0,0,0,0,0,25,16,5429960704,2576244736,7968534528,11123159040,1206,27,33,0,0,0,0,139,0
0,0,7,25,0,7,0,0,0,0,0,0,25,16,5434105856,2574753792,7965880320,11119271936,1206,27,33,0,0,0,0,127,0
0,0,7,25,0,7,0,0,0,0,0,0,25,16,5433454592,2575138816,7966146560,11119661056,1206,27,33,0,0,0,0,117,0
0,0,7,25,0,7,0,0,0,0,0,0,25,15,5262053376,2751283200,7961403392,11161407488,1205,27,33,0,0,0,0,164,0
0,0,7,25,0,7,0,0,0,0,0,0,25,14,5282414592,2731524096,7960793088,11142701056,1204,27,33,0,0,0,0,131,0
0,0,7,25,0,7,0,0,0,0,0,0,25,14,5282250752,2731458560,7961022464,11142971392,1204,27,33,0,0,0,0,124,0
0,0,7,25,0,7,0,0,0,0,0,0,25,14,5275181056,2738065408,7961485312,11141066752,1204,27,33,0,0,0,0,125,0
0,0,7,25,0,8,0,0,0,0,0,0,25,14,5280710656,2732412928,7961608192,11135459328,1204,27,33,0,0,0,0,144,0
0,0,7,25,0,7,0,0,0,0,0,0,25,14,5273571328,2740060160,7961100288,11143118848,1204,27,33,0,0,0,0,123,0
0,0,7,25,0,7,0,0,0,0,0,0,25,14,5276291072,2739744768,7958695936,11140395008,1204,27,33,0,0,0,0,162,0
0,0,7,25,0,7,0,0,0,0,0,0,25,14,5276930048,2737528832,7960272896,11138187264,1204,27,33,0,0,0,0,117,0
0,0,7,25,0,8,0,0,0,0,0,0,25,14,5259980800,2751913984,7962836992,11136565248,1204,27,33,0,0,0,0,146,0
0,0,7,25,0,9,0,0,0,0,0,0,25,14,5283291136,2730110976,7961329664,11115053056,1204,27,33,0,0,0,0,151,0
0,0,7,25,0,9,0,0,0,0,0,0,25,14,5281120256,2732171264,7961440256,11117248512,1204,27,33,0,0,0,0,118,0
0,0,7,25,0,9,0,0,0,0,0,0,25,14,5408038912,2599706624,7966986240,10998059008,1204,27,33,0,0,0,0,117,0
0,0,7,25,0,9,0,0,0,0,0,0,25,14,5416194048,2593628160,7964909568,10989359104,1204,27,33,0,0,0,0,189,0
0,0,7,25,0,9,0,0,0,0,0,0,25,14,5407248384,2603560960,7963922432,11001434112,1204,27,33,0,0,0,0,134,0
0,0,7,25,0,9,0,0,0,0,0,0,25,14,5406576640,2603999232,7964155904,11001872384,1204,27,33,0,0,0,0,123,0
0,0,7,25,0,8,0,0,0,0,0,0,25,14,5401190400,2606374912,7967166464,10998624256,1204,27,33,0,0,0,0,120,0
0,0,7,25,0,8,0,0,0,0,0,0,25,14,5406396416,2601267200,7967068160,11040608256,1204,27,33,0,0,0,0,125,0
0,0,7,25,0,8,0,0,0,0,0,0,25,14,5407830016,2600034304,7966867456,11039334400,1204,27,33,0,0,0,0,129,0
0,0,7,24,1,8,1,0,0,0,0,0,25,14,5368483840,2639409152,7966838784,11046412288,1205,27,33,0,0,0,0,175,0
0,0,7,23,0,9,1,0,0,0,0,0,25,14,5371064320,2638700544,7964966912,11043303424,1203,26,33,0,0,0,0,137,0
0,0,7,23,0,9,1,0,0,0,0,0,25,14,5373898752,2635800576,7965032448,11040432128,1203,26,33,0,0,0,0,120,0
0,0,7,23,0,9,1,0,0,0,0,0,25,14,5374545920,2635677696,7964508160,11044835328,1203,26,33,0,0,0,0,117,0
0,0,7,23,0,9,1,0,0,0,0,0,25,14,5373173760,2634604544,7966953472,11054854144,1203,26,33,0,0,0,0,119,0
0,0,7,23,0,9,1,0,0,0,0,0,25,14,5373018112,2634125312,7967588352,11054260224,1203,26,33,0,0,0,0,122,0
0,0,7,23,0,9,1,0,0,0,0,0,25,14,5379276800,2626289664,7969165312,11050012672,1203,26,33,0,0,0,0,142,0
0,0,7,23,0,8,1,0,0,0,0,0,25,14,5381173248,2625187840,7968370688,11048386560,1203,26,33,0,0,0,0,127,0
0,0,7,23,0,8,1,0,0,0,0,0,25,14,5354795008,2653782016,7966154752,11161903104,1203,26,33,0,0,0,0,117,0
0,0,7,23,0,7,1,0,0,0,0,0,25,14,5352124416,2657316864,7965290496,11160657920,1203,26,33,0,0,0,0,124,0
0,0,7,24,0,8,1,0,0,0,0,0,25,14,5353025536,2656927744,7964778496,11160162304,1204,27,33,0,0,0,0,165,0
0,0,7,23,0,9,2,0,0,0,0,0,25,14,5278851072,2728656896,7967223808,11165392896,1204,27,33,0,0,0,0,152,0
0,0,7,23,0,9,2,0,0,0,0,0,25,14,5278797824,2729443328,7966490624,11165642752,1204,27,33,0,0,0,0,162,0
0,0,7,23,0,9,2,0,0,0,0,0,25,13,5284421632,2723860480,7966449664,11159158784,1203,27,33,0,0,0,0,122,0
0,0,7,23,0,9,2,0,0,0,0,0,25,13,5286559744,2720415744,7967756288,11157237760,1203,27,33,0,0,0,0,119,0
0,0,7,23,0,9,2,0,0,0,0,0,25,13,5248376832,2761146368,7965208576,11158233088,1203,27,33,0,0,0,0,126,0
0,0,7,23,0,9,2,0,0,0,0,0,25,13,5249466368,2759831552,7965433856,11156844544,1203,27,33,0,0,0,0,121,0
0,0,7,23,0,9,2,0,0,0,0,0,25,13,5250297856,2758656000,7965777920,11155718144,1203,27,33,0,0,0,0,126,0
0,0,7,23,0,9,2,0,0,0,0,0,25,13,5252874240,2754396160,7967461376,11153743872,1203,27,33,0,0,0,0,157,0
0,0,7,23,0,9,2,0,0,0,0,0,25,13,5251141632,2755637248,7967952896,11155587072,1203,27,33,0,0,0,0,123,0
0,0,7,23,0,8,2,0,0,0,0,0,25,13,5253038080,2753470464,7968223232,11153424384,1203,27,33,0,0,0,0,128,0
0,0,7,23,0,8,2,0,0,0,0,0,25,13,5268488192,2738688000,7967555584,11136495616,1203,27,33,0,0,0,0,123,0
0,0,7,23,0,9,2,0,0,0,0,0,25,13,5270654976,2741354496,7962710016,11132309504,1203,27,33,0,0,0,0,149,0
0,0,7,23,0,9,2,0,0,0,0,0,25,13,5270265856,2744057856,7960395776,11132657664,1203,27,33,0,0,0,0,121,0
0,0,7,23,0,9,2,0,0,0,0,0,25,13,5270011904,2743701504,7961006080,11132440576,1203,27,33,0,0,0,0,168,0
0,0,7,23,0,9,2,0,0,0,0,0,25,13,5260001280,2751369216,7963348992,11137097728,1203,27,33,0,0,0,0,120,0
0,0,7,23,0,9,2,0,0,0,0,0,25,13,5261496320,2749353984,7963869184,11135623168,1203,27,33,0,0,0,0,126,0
0,0,7,23,0,9,2,0,0,0,0,0,25,13,5261078528,2749255680,7964385280,11135545344,1203,27,33,0,0,0,0,124,0
0,0,7,23,0,9,2,0,0,0,0,0,25,13,5275877376,2736328704,7962513408,11121287168,1203,27,33,0,0,0,0,117,0
0,0,7,23,0,9,1,0,0,0,0,0,25,13,5278752768,2732748800,7963217920,11119534080,1202,26,33,0,0,0,0,123,0
0,0,7,23,0,8,1,0,0,0,0,0,25,13,5406662656,2602369024,7965687808,11019059200,1202,26,33,0,0,0,0,165,0
0,0,7,23,0,8,1,0,0,0,0,0,25,13,5408370688,2600173568,7966175232,11016892416,1202,26,33,0,0,0,0,124,0
0,0,7,23,0,9,1,0,0,0,0,0,25,13,5399097344,2606747648,7968874496,11046608896,1202,26,33,0,0,0,0,134,0
0,0,7,23,0,9,1,0,0,0,0,0,25,13,5395959808,2610409472,7968350208,11043532800,1202,26,33,0,0,0,0,141,0
0,0,7,23,0,9,1,0,0,0,0,0,28,13,5420023808,2586341376,7968354304,11019464704,1205,26,36,0,0,0,0,118,0
0,0,7,23,0,9,1,0,0,0,0,0,28,13,5420965888,2586136576,7967617024,11017932800,1205,26,36,0,0,0,0,124,0
0,0,7,23,0,9,1,0,0,0,0,0,28,13,5433118720,2574970880,7966629888,11004465152,1205,26,36,0,0,0,0,163,0
0,0,7,23,0,9,1,0,0,0,0,0,28,13,5419028480,2589593600,7966097408,11018887168,1205,26,36,0,0,0,0,126,0
0,0,7,23,0,9,1,0,0,0,0,0,28,13,5421125632,2587332608,7966261248,11017043968,1205,26,36,0,0,0,0,121,0
0,0,7,23,0,9,1,0,0,0,0,0,25,13,5418631168,2588467200,7967621120,11056201728,1202,26,33,0,0,0,0,113,0
0,0,7,23,0,8,1,0,0,0,0,0,25,13,5417062400,2588352512,7969304576,11057344512,1202,26,33,0,0,0,0,132,0
0,0,7,23,0,8,1,0,0,0,0,0,25,13,5412753408,2593181696,7968784384,11064049664,1202,26,33,0,0,0,0,125,0
0,0,7,23,0,8,1,0,0,0,0,0,25,13,5401051136,2604892160,7968792576,11063349248,1202,26,33,0,0,0,0,163,0
0,0,7,23,0,9,1,0,0,0,0,0,25,13,5403127808,2606374912,7965233152,11046895616,1202,26,33,0,0,0,0,146,0
0,0,7,23,0,9,1,0,0,0,0,0,25,14,5397581824,2609033216,7968120832,11036729344,1203,26,34,0,0,0,0,136,0
0,0,7,23,1,9,1,0,0,0,0,0,25,13,5398945792,2608091136,7967698944,11043708928,1205,27,33,0,0,0,0,119,0
0,0,7,23,1,8,1,0,0,0,0,0,25,13,5398417408,2608558080,7967760384,11051995136,1205,27,33,0,0,0,0,121,0
0,0,7,23,1,8,1,0,0,0,0,0,25,13,5395660800,2596352000,7982723072,11041181696,1205,27,33,0,0,0,0,126,0
0,0,7,23,1,8,1,0,0,0,0,0,25,13,5398114304,2596708352,7979909120,11041550336,1205,27,33,0,0,0,0,172,0
0,0,7,23,1,8,1,0,0,0,0,0,25,13,5399339008,2596331520,7979061248,11041177600,1205,27,33,0,0,0,0,123,0
0,0,7,23,1,7,1,0,0,0,0,0,25,13,5400625152,2597441536,7976665088,11039891456,1205,27,33,0,0,0,0,124,0
0,0,7,23,1,7,1,0,0,0,0,0,25,13,5413277696,2582695936,7978758144,11024134144,1205,27,33,0,0,0,0,122,0
0,0,7,23,1,6,1,0,0,0,0,0,25,13,5416779776,2588831744,7969120256,11028840448,1205,27,33,0,0,0,0,124,0
0,0,7,23,1,6,1,0,0,0,0,0,25,13,5403209728,2602000384,7969521664,11045187584,1205,27,33,0,0,0,0,119,0
0,0,7,23,1,7,1,0,0,0,0,0,25,13,5402222592,2601463808,7971045376,11046113280,1205,27,33,0,0,0,0,182,0
0,0,7,23,1,7,1,0,0,0,0,0,25,13,5375160320,2628026368,7971545088,11155238912,1205,27,33,0,0,0,0,140,0
0,0,7,22,2,7,2,0,0,0,0,0,25,13,5376442368,2626969600,7971319808,11153985536,1208,28,33,0,0,0,0,156,0
0,0,7,21,1,7,3,0,0,0,0,0,25,13,5346816000,2662490112,7965413376,11167830016,1205,27,33,0,0,0,0,149,0
0,0,7,21,1,7,2,0,0,0,0,0,25,13,5327736832,2685308928,7961673728,11168808960,1204,26,33,0,0,0,0,124,0
0,0,7,21,1,7,2,0,0,0,0,0,25,13,5340385280,2670882816,7963451392,11153444864,1204,26,33,0,0,0,0,127,0
0,0,7,21,1,7,2,0,0,0,0,0,25,13,5236293632,2773716992,7964708864,11155349504,1204,26,33,0,0,0,0,161,0
0,0,7,21,1,7,2,0,0,0,0,0,25,13,5237202944,2771804160,7965712384,11154984960,1204,26,33,0,0,0,0,123,0
0,0,7,21,1,7,2,0,0,0,0,0,25,13,5237223424,2771742720,7965753344,11154968576,1204,26,33,0,0,0,0,117,0
0,0,7,22,2,6,1,0,0,0,0,0,25,13,5244436480,2765824000,7964676096,11146432512,1205,27,33,0,0,0,0,128,0
0,0,7,23,1,6,1,0,0,0,0,0,25,13,5244624896,2765385728,7964925952,11145863168,1205,27,33,0,0,0,0,138,0
0,0,7,23,0,7,1,0,0,0,0,0,25,13,5245587456,2766008320,7963340800,11146485760,1202,26,33,0,0,0,0,146,0
0,0,7,23,0,7,1,0,0,0,0,0,25,13,5263921152,2746068992,7964946432,11132145664,1202,26,33,0,0,0,0,168,0
0,0,7,23,0,7,1,0,0,0,0,0,25,13,5265006592,2745102336,7964827648,11131932672,1202,26,33,0,0,0,0,120,0
0,0,7,23,0,7,1,0,0,0,0,0,25,13,5289189376,2714267648,7971479552,11110199296,1202,26,33,0,0,0,0,124,0
0,0,7,23,0,7,1,0,0,0,0,0,25,13,5290205184,2713620480,7971110912,11109646336,1202,26,33,0,0,0,0,122,0
0,0,7,23,0,7,1,0,0,0,0,0,25,13,5294194688,2711760896,7968980992,11105390592,1202,26,33,0,0,0,0,119,0
0,0,7,23,0,7,1,0,0,0,0,0,25,13,5294620672,2711101440,7969214464,11104718848,1202,26,33,0,0,0,0,152,0
0,0,7,23,0,7,1,0,0,0,0,0,25,13,5295247360,2710978560,7968710656,11104608256,1202,26,33,0,0,0,0,143,0
0,0,7,23,0,6,1,0,0,0,0,0,25,14,5285281792,2722684928,7966969856,11126026240,1203,26,33,0,0,0,0,141,0
0,0,7,23,0,6,1,0,0,0,0,0,25,14,5286658048,2718642176,7969636352,11114065920,1203,26,33,0,0,0,0,121,0
0,0,7,23,0,6,1,0,0,0,0,0,25,14,5286637568,2716696576,7971602432,11116826624,1203,26,33,0,0,0,0,121,0
0,0,7,23,0,7,1,0,0,0,0,0,25,14,5286842368,2716393472,7971700736,11116679168,1203,26,33,0,0,0,0,149,0
0,0,7,23,0,7,1,0,0,0,0,0,25,14,5288620032,2715205632,7971110912,11115544576,1203,26,33,0,0,0,0,126,0
0,0,7,23,0,7,1,0,0,0,0,0,25,14,5290762240,2715119616,7969054720,11112759296,1203,26,33,0,0,0,0,142,0
0,0,7,23,0,7,1,0,0,0,0,0,25,14,5289816064,2715762688,7969357824,11113361408,1203,26,33,0,0,0,0,124,0
0,0,7,23,0,7,1,0,0,0,0,0,25,14,5290450944,2715648000,7968837632,11113250816,1203,26,33,0,0,0,0,126,0
0,0,7,23,0,7,1,0,0,0,0,0,25,14,5280968704,2723938304,7970025472,11175546880,1203,26,33,0,0,0,0,119,0
0,0,7,23,0,7,1,0,0,0,0,0,25,14,5278982144,2723213312,7972737024,11176173568,1203,26,33,0,0,0,0,123,0
8192,0,7,23,0,6,1,0,0,0,0,0,25,14,5281333248,2703572992,7990026240,11156226048,1207,26,33,0,0,0,0,120,0
0,0,7,23,0,6,1,0,0,0,0,0,25,14,5288554496,2697797632,7988580352,11150856192,1207,26,33,0,0,0,0,170,0
0,0,7,23,0,6,1,0,0,0,0,0,25,14,5293379584,2698129408,7983423488,11148828672,1207,26,33,0,0,0,0,125,0
0,0,7,22,1,7,1,0,0,0,0,0,25,14,5297143808,2696785920,7981002752,11147210752,1207,26,33,0,0,0,0,134,0
0,0,7,23,0,7,1,0,0,0,0,0,25,14,5293613056,2700591104,7980728320,11150958592,1207,26,33,0,0,0,0,140,0
0,0,7,23,0,7,1,0,0,0,0,0,25,15,5234073600,2770313216,7970545664,11162824704,1208,26,33,0,0,0,0,130,0
0,0,7,23,0,7,1,0,0,0,0,0,25,15,5254389760,2747015168,7973527552,11141226496,1208,26,33,0,0,0,0,123,0
0,0,7,23,0,7,1,0,0,0,0,0,25,17,5275332608,2718990336,7980609536,11113234432,1224,26,33,0,0,0,0,230,0
0,0,7,23,0,7,1,0,0,0,0,0,25,17,5283332096,2710933504,7980666880,11105382400,1224,26,33,0,0,0,0,143,0
0,0,7,23,0,7,1,0,0,0,0,0,25,17,5284315136,2712276992,7978340352,11104342016,1224,26,33,0,0,0,0,123,0
0,0,7,23,0,6,1,0,0,0,0,0,25,17,5285609472,2711998464,7977324544,11104096256,1224,26,33,0,0,0,0,118,0
0,0,7,23,0,6,1,0,0,0,0,0,25,17,5286281216,2711052288,7977598976,11103158272,1224,26,33,0,0,0,0,121,0
0,0,7,23,0,6,1,0,0,0,0,0,25,17,5288402944,2694692864,7991836672,11088650240,1224,26,33,0,0,0,0,119,0
0,0,7,23,0,6,1,0,0,0,0,0,25,17,5304393728,2683101184,7987437568,11097276416,1224,26,33,0,0,0,0,164,0
0,0,7,23,0,7,1,0,0,0,0,0,25,17,5307871232,2681790464,7985270784,11096035328,1224,26,33,0,0,0,0,145,0
0,0,7,23,0,7,1,0,0,0,0,0,25,17,5311246336,2677915648,7985770496,11092160512,1224,26,33,0,0,0,0,141,0
0,0,7,23,0,7,1,0,0,0,0,0,25,17,5315796992,2675884032,7983251456,11087847424,1224,26,33,0,0,0,0,117,0
0,0,7,23,0,7,1,0,0,0,0,0,25,17,5308723200,2691092480,7975116800,11103055872,1224,26,33,0,0,0,0,125,0
0,0,7,23,0,7,1,0,0,0,0,0,25,17,5305774080,2693525504,7975632896,11105243136,1224,26,33,0,0,0,0,129,0
0,0,7,23,0,7,1,0,0,0,0,0,25,16,5306757120,2692292608,7975882752,11102883840,1223,26,33,0,0,0,0,159,0
0,0,7,23,0,6,1,0,0,0,0,0,25,16,5309476864,2689523712,7975931904,11100196864,1223,26,33,0,0,0,0,116,0
0,0,7,23,0,6,1,0,0,0,0,0,25,16,5318352896,2679701504,7976878080,11091165184,1223,26,33,0,0,0,0,119,0
0,0,7,23,0,6,1,0,0,0,0,0,25,16,5319553024,2678509568,7976869888,11089960960,1223,26,33,0,0,0,0,124,0
0,0,7,23,0,6,1,0,0,0,0,0,25,16,5413978112,2583171072,7977783296,10975571968,1217,26,33,0,0,0,0,123,0
0,0,7,23,0,6,1,0,0,0,0,0,25,16,5414944768,2582335488,7977652224,10990178304,1217,26,33,0,0,0,0,130,0
0,0,7,23,0,7,1,0,0,0,0,0,25,16,5416026112,2581766144,7977140224,10989449216,1217,26,33,0,0,0,0,190,0
0,0,7,23,0,7,1,0,0,0,0,0,25,16,5417291776,2579361792,7978278912,11003351040,1217,26,33,0,0,0,0,121,0
0,0,7,23,0,7,1,0,0,0,0,0,25,16,5416873984,2577924096,7980134400,11004289024,1217,26,33,0,0,0,0,125,0
0,0,7,23,0,7,1,0,0,0,0,0,25,16,5430054912,2564472832,7980404736,11010809856,1217,26,33,0,0,0,0,120,0
0,0,7,23,0,7,1,0,0,0,0,0,25,16,5433364480,2561736704,7979827200,11007963136,1217,26,33,0,0,0,0,121,0
0,0,7,23,0,7,1,0,0,0,0,0,25,16,5431767040,2565578752,7977582592,11007528960,1213,26,33,0,0,0,0,117,0
0,0,7,23,0,7,1,0,0,0,0,0,25,16,5430325248,2568966144,7975636992,11013713920,1213,26,33,0,0,0,0,159,0
0,0,7,23,0,7,1,0,0,0,0,0,25,16,5431459840,2567876608,7975591936,11012644864,1213,26,33,0,0,0,0,129,0
0,0,7,23,0,6,1,0,0,0,0,0,25,16,5413601280,2585120768,7976206336,11014602752,1213,26,33,0,0,0,0,117,0
0,0,7,23,0,6,1,0,0,0,0,0,25,15,5410566144,2586705920,7977656320,11018416128,1212,26,33,0,0,0,0,123,0
0,0,7,22,1,7,1,0,0,0,0,0,25,15,5411803136,2584711168,7978414080,11016433664,1212,26,33,0,0,0,0,154,0
0,0,7,23,0,7,1,0,0,0,0,0,25,14,5422465024,2573094912,7979368448,11007836160,1211,26,33,0,0,0,0,137,0
0,0,7,23,0,7,1,0,0,0,0,0,25,13,5422387200,2576666624,7975874560,11009048576,1210,26,33,0,0,0,0,157,0
0,0,7,23,0,7,1,0,0,0,0,0,25,13,5400449024,2602692608,7971786752,11025498112,1202,26,33,0,0,0,0,118,0
0,0,7,23,0,7,1,0,0,0,0,0,25,13,5400911872,2602303488,7971713024,11025121280,1202,26,33,0,0,0,0,123,0
0,0,7,23,0,7,1,0,0,0,0,0,25,13,5375778816,2626523136,7972626432,11153846272,1202,26,33,0,0,0,0,120,0
0,0,7,23,0,7,1,0,0,0,0,0,25,13,5373538304,2627612672,7973777408,11156844544,1202,26,33,0,0,0,0,118,0
0,0,7,23,0,7,1,0,0,0,0,0,25,13,5374599168,2626347008,7973982208,11155607552,1202,26,33,0,0,0,0,123,0
0,0,7,23,0,6,1,0,0,0,0,0,25,13,5378150400,2622390272,7974387712,11151372288,1202,26,33,0,0,0,0,148,0
0,0,7,23,0,6,1,0,0,0,0,0,25,13,5381263360,2622005248,7971659776,11148558336,1202,26,33,0,0,0,0,125,0
0,0,7,23,0,6,1,0,0,0,0,0,25,13,5384208384,2619305984,7971414016,11146358784,1202,26,33,0,0,0,0,120,0
0,0,7,21,0,7,2,0,0,0,0,0,25,13,5385256960,2617942016,7971729408,11145043968,1201,25,33,0,0,0,0,143,0
0,0,7,21,0,7,2,0,0,0,0,0,25,13,5263065088,2739752960,7972110336,11150045184,1201,25,33,0,0,0,0,128,0
0,0,7,21,1,7,2,0,0,0,0,0,25,13,5262544896,2738323456,7974060032,11152429056,1204,25,33,0,0,0,0,120,0
0,0,7,21,1,7,2,0,0,0,0,0,25,13,5262606336,2738122752,7974199296,11152240640,1204,25,33,0,0,0,0,185,0
0,0,7,21,0,7,2,0,0,0,0,0,25,13,5262151680,2738110464,7974666240,11152310272,1201,25,33,0,0,0,0,120,0
0,0,7,21,0,7,2,0,0,0,0,0,25,13,5285990400,2716434432,7972503552,11132948480,1201,25,33,0,0,0,0,124,0
0,0,7,21,0,7,2,0,0,0,0,0,25,13,5285154816,2717937664,7971835904,11134308352,1201,25,33,0,0,0,0,116,0
0,0,7,21,0,6,2,0,0,0,0,0,25,14,5263720448,2744496128,7966695424,11145142272,1202,25,33,0,0,0,0,149,0
0,0,7,21,0,6,2,0,0,0,0,0,25,15,5247315968,2760540160,7967055872,11156664320,1203,25,33,0,0,0,0,144,0
0,0,7,21,0,6,2,0,0,0,0,0,25,15,5243555840,2760810496,7970545664,11159322624,1203,25,33,0,0,0,0,154,0
0,0,7,21,0,6,2,0,0,0,0,0,25,15,5244981248,2759626752,7970304000,11158183936,1203,25,33,0,0,0,0,116,0
0,0,7,21,0,7,2,0,0,0,0,0,25,15,5249478656,2756411392,7969005568,11154993152,1203,25,33,0,0,0,0,148,0
0,0,7,21,0,7,2,0,0,0,0,0,25,15,5267664896,2740035584,7967195136,11148795904,1203,25,33,0,0,0,0,122,0
0,0,7,21,0,7,2,0,0,0,0,0,25,15,5256896512,2750697472,7967297536,11163774976,1203,25,33,0,0,0,0,118,0
0,0,7,21,0,7,2,0,0,0,0,0,25,15,5322420224,2685673472,7966797824,11091369984,1203,25,33,0,0,0,0,118,0
0,0,7,21,0,7,2,0,0,0,0,0,25,15,5397491712,2605481984,7971917824,11017408512,1203,25,33,0,0,0,0,163,0
0,0,7,21,0,7,2,0,0,0,0,0,25,15,5397872640,2602098688,7974920192,11016368128,1203,25,33,0,0,0,0,124,0
0,0,7,21,0,6,2,0,0,0,0,0,25,15,5398544384,2601492480,7974854656,11061555200,1203,25,33,0,0,0,0,137,0
0,0,7,21,0,6,2,0,0,0,0,0,25,15,5399928832,2600370176,7974592512,11060465664,1203,25,33,0,0,0,0,126,0
0,0,7,23,0,6,1,0,0,0,0,0,25,16,5396905984,2607550464,7970435072,11056660480,1205,26,33,0,0,0,0,158,0
0,0,7,23,0,6,1,0,0,0,0,0,25,16,5410086912,2592157696,7972646912,11039903744,1205,26,33,0,0,0,0,125,0
0,0,7,22,1,7,1,0,0,0,0,0,25,16,5411241984,2591068160,7972581376,11044691968,1205,26,33,0,0,0,0,167,0
0,0,7,23,0,7,1,0,0,0,0,0,25,16,5363253248,2639429632,7972208640,11152375808,1205,26,33,0,0,0,0,140,0
0,0,7,23,0,7,1,0,0,0,0,0,25,16,5362225152,2637938688,7974727680,11153825792,1205,26,33,0,0,0,0,122,0
0,0,7,23,0,7,1,0,0,0,0,0,25,16,5362532352,2637033472,7975325696,11152961536,1205,26,33,0,0,0,0,125,0
0,0,7,23,0,7,1,0,0,0,0,0,28,16,5365084160,2636906496,7972900864,11150409728,1208,26,36,0,0,0,0,125,0
0,0,7,23,0,7,1,0,0,0,0,0,28,16,5364310016,2638270464,7972311040,11151773696,1208,26,36,0,0,0,0,125,0
0,0,7,23,0,7,1,0,0,0,0,0,28,16,5359816704,2642640896,7972433920,11141574656,1208,26,36,0,0,0,0,171,0
0,0,7,23,0,7,1,0,0,0,0,0,28,16,5359923200,2641178624,7973789696,11140235264,1208,26,36,0,0,0,0,129,0
0,0,7,23,0,7,1,0,0,0,0,0,28,16,5356249088,2644525056,7974117376,11146268672,1208,26,36,0,0,0,0,122,0
0,0,7,23,0,6,1,0,0,0,0,0,25,16,5250097152,2749378560,7975415808,11151720448,1205,26,33,0,0,0,0,119,0
0,0,7,23,0,6,1,0,0,0,0,0,25,16,5250732032,2748981248,7975178240,11147124736,1205,26,33,0,0,0,0,117,0
0,0,7,23,0,7,1,0,0,0,0,0,25,16,5181718528,2817515520,7975657472,11214815232,1205,26,33,0,0,0,0,149,0
