"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/swap_socket_time_udp_int_net_tcp_proc.csv --swap --socket --time --udp --int --net --tcp --proc 1 600",,,,"Date:","22 Mar 2023 21:32:08 -03"
"swap",,"sockets",,,,,"system","udp",,"interrupts",,,"net/total",,"tcp sockets",,,,,"procs",,
1835008,1021571072,1069,18,19,0,0,Mar-22 21:39:22,17,6,0,18,0,124,106,7,11,0,7,2,7,0,24
1835008,1021571072,1069,18,19,0,0,Mar-22 21:39:23,17,6,0,15,0,0,0,7,11,0,7,2,7,0,8
1835008,1021571072,1069,18,19,0,0,Mar-22 21:39:24,17,6,0,14,0,0,0,7,11,0,7,2,3,0,0
1835008,1021571072,1069,18,19,0,0,Mar-22 21:39:25,17,6,0,43,0,0,358,7,11,0,6,2,2,0,0
1835008,1021571072,1069,18,19,0,0,Mar-22 21:39:26,17,6,0,22,0,650,484,7,11,0,6,2,6,0,9
1835008,1021571072,1069,18,19,0,0,Mar-22 21:39:27,17,6,0,14,0,0,0,7,11,0,6,2,2,0,24
1835008,1021571072,1069,18,19,0,0,Mar-22 21:39:28,17,6,0,15,0,0,0,7,11,0,6,2,6,0,9
1835008,1021571072,1069,18,19,0,0,Mar-22 21:39:29,17,6,0,16,0,167,187,7,11,0,6,2,3,0,2
1835008,1021571072,1069,18,19,0,0,Mar-22 21:39:30,17,6,0,23,0,1249,3192,7,11,0,7,2,7,0,0
1835008,1021571072,1069,18,19,0,0,Mar-22 21:39:31,17,6,0,50,0,16012,3106,7,11,0,7,2,10,0,8
1835008,1021571072,1069,18,19,0,0,Mar-22 21:39:32,17,6,0,15,0,0,0,7,11,0,7,2,3,0,0
1835008,1021571072,1069,18,19,0,0,Mar-22 21:39:33,17,6,0,13,0,0,0,7,11,0,7,2,7,0,8
1835008,1021571072,1069,18,19,0,0,Mar-22 21:39:34,17,6,0,19,0,396,446,7,11,0,7,2,2,0,0
1835008,1021571072,1069,18,19,0,0,Mar-22 21:39:35,17,6,0,15,0,0,0,7,11,0,7,2,2,0,0
1835008,1021571072,1077,18,19,0,0,Mar-22 21:39:36,17,6,0,17,0,0,358,7,11,0,7,2,2,0,40
1835008,1021571072,1079,18,19,0,0,Mar-22 21:39:37,17,6,0,56,0,0,0,7,11,0,6,2,3,0,3
1835008,1021571072,1079,18,19,0,0,Mar-22 21:39:38,17,6,0,15,0,0,0,7,11,0,6,2,6,0,8
1835008,1021571072,1079,18,19,0,0,Mar-22 21:39:39,17,6,0,15,0,0,0,7,11,0,6,2,7,0,1
1835008,1021571072,1083,20,19,0,0,Mar-22 21:39:40,17,6,0,32,0,9916,5130,7,13,0,6,2,6,0,0
1835008,1021571072,1080,19,19,0,0,Mar-22 21:39:41,17,6,0,34,0,4809,5539,7,11,0,7,2,2,0,8
1835008,1021571072,1079,18,19,0,0,Mar-22 21:39:42,17,6,0,33,0,16135,2969,7,11,0,7,1,7,0,0
1835008,1021571072,1079,18,19,0,0,Mar-22 21:39:43,17,6,0,29,0,0,0,7,11,0,7,1,2,0,8
1835008,1021571072,1079,18,19,0,0,Mar-22 21:39:44,17,6,0,15,0,0,0,7,11,0,7,1,2,0,0
1835008,1021571072,1079,18,19,0,0,Mar-22 21:39:45,17,6,0,16,0,0,0,7,11,0,7,1,2,0,0
1835008,1021571072,1079,18,19,0,0,Mar-22 21:39:46,17,6,0,14,0,0,358,7,11,0,7,1,2,0,8
1835008,1021571072,1079,18,19,0,0,Mar-22 21:39:47,17,6,0,15,0,0,0,7,11,0,6,1,4,0,0
1835008,1021571072,1079,18,19,0,0,Mar-22 21:39:48,17,6,0,13,0,0,0,7,11,0,6,1,3,0,8
1835008,1021571072,1079,18,19,0,0,Mar-22 21:39:49,17,6,0,33,0,0,187,7,11,0,6,1,2,0,0
1835008,1021571072,1080,19,19,0,0,Mar-22 21:39:50,17,6,0,19,0,465,1707,7,10,1,6,2,4,0,0
1835008,1021571072,1079,18,19,0,0,Mar-22 21:39:51,17,6,0,42,0,31657,4585,7,11,0,6,1,6,0,5
1835008,1021571072,1079,18,19,0,0,Mar-22 21:39:52,17,6,0,27,0,1619,4848,7,11,0,7,1,1,0,4
1835008,1021571072,1079,18,19,0,0,Mar-22 21:39:53,17,6,0,26,0,15602,1450,7,11,0,7,1,2,0,8
1835008,1021571072,1079,18,19,0,0,Mar-22 21:39:54,17,6,0,22,0,452,520,7,11,0,7,1,2,0,0
1835008,1021571072,1079,18,19,0,0,Mar-22 21:39:55,17,6,0,48,0,56,74,7,11,0,7,1,3,0,0
1835008,1021571072,1079,18,19,0,0,Mar-22 21:39:56,17,6,0,16,0,0,0,7,11,0,7,1,1,0,0
1835008,1021571072,1079,18,19,0,0,Mar-22 21:39:57,17,6,0,20,0,0,358,7,11,0,6,1,4,0,8
1835008,1021571072,1079,18,19,0,0,Mar-22 21:39:58,17,6,0,16,0,0,0,7,11,0,6,1,3,0,4
1835008,1021571072,1079,18,19,0,0,Mar-22 21:39:59,17,6,0,16,0,0,187,7,11,0,6,1,2,0,4
1835008,1021571072,1079,18,19,0,0,Mar-22 21:40:00,17,6,0,18,0,167,0,7,11,0,6,1,1,0,0
1835008,1021571072,1079,18,19,0,0,Mar-22 21:40:01,17,6,0,36,0,0,0,7,11,0,6,1,6,0,8
1835008,1021571072,1079,18,19,0,0,Mar-22 21:40:02,17,6,0,22,0,86,464,7,11,0,6,1,6,0,8
1835008,1021571072,1079,18,19,0,0,Mar-22 21:40:03,17,6,0,29,0,1619,4490,7,11,0,7,1,2,0,1
1835008,1021571072,1079,18,19,0,0,Mar-22 21:40:04,17,6,0,27,0,15642,1450,7,11,0,7,1,4,0,8
1835008,1021571072,1079,18,19,0,0,Mar-22 21:40:05,17,6,0,14,0,0,0,7,11,0,7,1,5,0,0
1835008,1021571072,1079,18,19,0,0,Mar-22 21:40:06,17,6,0,15,0,0,0,7,11,0,7,1,2,0,0
1835008,1021571072,1079,18,19,0,0,Mar-22 21:40:07,17,6,0,46,0,78,106,7,11,0,7,1,4,0,8
1835008,1021571072,1079,18,19,0,0,Mar-22 21:40:08,17,6,0,15,0,0,358,7,11,0,7,1,7,0,0
1835008,1021571072,1079,18,19,0,0,Mar-22 21:40:09,17,6,0,16,0,167,187,7,11,0,7,1,5,0,8
1835008,1021571072,1079,18,19,0,0,Mar-22 21:40:10,17,6,0,21,0,70,0,7,11,0,6,1,3,0,0
1835008,1021571072,1079,18,19,0,0,Mar-22 21:40:11,17,6,0,14,0,0,0,7,11,0,6,1,6,0,0
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:12,17,6,0,35,0,16199,6266,7,13,0,6,1,7,0,8
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:13,17,6,0,42,0,802,126,7,13,0,6,1,6,0,0
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:14,17,6,0,36,0,2182,5123,7,13,0,7,1,2,0,8
1835008,1021571072,1084,20,22,0,0,Mar-22 21:40:15,20,6,0,27,0,15602,2370,7,13,0,7,1,3,0,1
1835008,1021571072,1084,20,22,0,0,Mar-22 21:40:16,20,6,0,23,0,650,1404,7,13,0,7,1,1,0,0
1835008,1021571072,1074,20,22,0,0,Mar-22 21:40:17,20,6,0,17,0,0,920,7,13,0,7,1,3,0,12
1835008,1021571072,1074,20,22,0,0,Mar-22 21:40:18,20,6,0,19,0,698,920,7,13,0,7,1,6,0,0
1835008,1021571072,1074,20,22,0,0,Mar-22 21:40:19,20,6,0,36,0,167,187,7,13,0,7,1,3,0,8
1835008,1021571072,1071,20,19,0,0,Mar-22 21:40:20,17,6,0,10,0,0,0,7,13,0,6,1,5,0,0
1835008,1021571072,1071,20,19,0,0,Mar-22 21:40:21,17,6,0,20,0,258,294,7,13,0,6,1,1,0,1
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:22,17,6,0,16,0,0,0,7,13,0,6,1,4,0,38
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:23,17,6,0,15,0,0,0,7,13,0,6,1,3,0,0
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:24,17,6,0,15,0,0,0,7,13,0,6,1,1,0,8
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:25,17,6,0,66,0,15817,5016,7,13,0,7,1,4,0,0
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:26,17,6,0,25,0,1649,1177,7,13,0,7,1,4,0,0
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:27,17,6,0,15,0,0,0,7,13,0,7,1,1,0,8
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:28,17,6,0,14,0,0,0,7,13,0,7,1,3,0,1
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:29,17,6,0,19,0,167,187,7,13,0,7,1,7,0,8
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:30,17,6,0,16,0,0,0,7,13,0,7,1,3,0,0
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:31,17,6,0,34,0,0,0,7,13,0,7,1,2,0,0
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:32,17,6,0,15,0,0,0,7,13,0,6,1,2,0,8
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:33,17,6,0,14,0,0,0,7,13,0,6,1,1,0,0
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:34,17,6,0,20,0,396,804,7,13,0,6,1,2,0,8
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:35,17,6,0,16,0,0,0,7,13,0,6,1,2,0,0
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:36,17,6,0,34,0,12623,4742,7,13,0,7,1,2,0,0
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:37,17,6,0,61,0,21745,7984,7,13,0,8,1,2,0,8
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:38,17,6,0,16,0,0,0,7,13,0,8,1,2,0,0
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:39,17,6,0,17,0,0,358,7,13,0,8,1,2,0,8
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:40,17,6,0,14,0,0,0,7,13,0,8,1,7,0,1
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:41,17,6,0,23,0,1035,433,7,13,0,8,1,4,0,0
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:42,17,6,0,16,0,0,0,7,13,0,7,1,4,0,8
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:43,17,6,0,36,0,0,0,7,13,0,7,1,2,0,0
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:44,17,6,0,17,0,0,0,7,13,0,7,1,4,0,8
1835008,1021571072,1082,21,19,0,0,Mar-22 21:40:45,17,6,0,20,0,465,2252,7,12,1,7,2,3,0,0
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:46,17,6,0,33,0,16849,4921,7,13,0,8,1,2,0,0
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:47,17,6,0,35,0,15943,5122,7,13,0,9,1,2,0,8
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:48,17,6,0,24,0,1404,844,7,13,0,9,1,4,0,0
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:49,17,6,0,43,0,167,187,7,13,0,9,1,2,0,8
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:50,17,6,0,16,0,0,358,7,13,0,9,1,4,0,0
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:51,17,6,0,24,0,1249,3192,7,13,0,9,1,3,0,0
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:52,17,6,0,35,0,25385,3006,7,13,0,9,1,2,1,9
1835008,1021571072,1081,20,19,0,0,Mar-22 21:40:53,17,6,0,15,0,0,0,7,13,0,8,1,9,0,0
1835008,1021571072,1071,20,19,0,0,Mar-22 21:40:54,17,6,0,21,0,9171,726,7,13,0,8,1,4,0,12
1835008,1021571072,1071,20,19,0,0,Mar-22 21:40:55,17,6,0,57,0,0,358,7,13,0,8,1,2,0,0
1835008,1021571072,1088,20,19,0,0,Mar-22 21:40:56,17,7,0,38,0,5999,4601,7,13,0,8,1,6,0,28
1835008,1021571072,1088,20,19,0,0,Mar-22 21:40:57,17,7,0,16,0,0,0,7,13,0,8,1,4,0,8
1835008,1021571072,1088,20,19,0,0,Mar-22 21:40:58,17,7,0,36,0,15999,5649,7,13,0,9,1,5,0,0
1835008,1021571072,1089,20,19,0,0,Mar-22 21:40:59,17,8,0,47,0,10818,7951,7,13,0,9,1,3,0,8
1835008,1021571072,1089,20,19,0,0,Mar-22 21:41:00,17,8,0,16,0,0,358,7,13,0,9,1,3,0,0
1835008,1021571072,1089,20,19,0,0,Mar-22 21:41:01,17,8,0,51,0,0,0,7,13,0,9,1,0,0,8
1835008,1021571072,1090,21,19,0,0,Mar-22 21:41:02,17,8,0,17,0,338,1707,7,12,1,9,2,4,0,8
1835008,1021571072,1089,20,19,0,0,Mar-22 21:41:03,17,8,0,36,0,16809,4911,7,13,0,10,1,5,0,0
1835008,1021571072,1089,20,19,0,0,Mar-22 21:41:04,17,8,0,15,0,0,0,7,13,0,10,1,5,0,9
1835008,1021571072,1089,20,19,0,0,Mar-22 21:41:05,17,8,0,16,0,0,358,7,13,0,9,1,4,0,0
1835008,1021571072,1089,20,19,0,0,Mar-22 21:41:06,17,8,0,19,0,424,0,7,13,0,9,1,1,0,0
1835008,1021571072,1089,20,19,0,0,Mar-22 21:41:07,17,8,0,39,0,0,0,7,13,0,9,1,5,0,8
1835008,1021571072,1089,20,19,0,0,Mar-22 21:41:08,17,8,0,14,0,0,0,7,13,0,9,1,2,0,0
1835008,1021571072,1089,20,19,0,0,Mar-22 21:41:09,17,8,0,37,0,16512,5835,7,13,0,10,1,2,0,8
1835008,1021571072,1089,20,19,0,0,Mar-22 21:41:10,17,8,0,19,0,946,252,7,13,0,10,1,7,0,0
1835008,1021571072,1073,20,19,0,0,Mar-22 21:41:11,17,8,0,18,0,167,545,7,13,0,10,1,7,0,0
1835008,1021571072,1073,20,19,0,0,Mar-22 21:41:12,17,8,0,15,0,0,0,7,13,0,10,1,5,0,8
1835008,1021571072,1073,20,19,0,0,Mar-22 21:41:13,17,8,0,54,0,0,0,7,13,0,10,1,5,0,0
1835008,1021571072,1073,20,19,0,0,Mar-22 21:41:14,17,8,0,19,0,396,446,7,13,0,10,1,6,0,8
1835008,1021571072,1073,20,19,0,0,Mar-22 21:41:15,17,8,0,14,0,0,0,7,13,0,9,1,4,0,0
1835008,1021571072,1073,20,19,0,0,Mar-22 21:41:16,17,8,0,20,0,167,545,7,13,0,9,1,2,0,0
1835008,1021571072,1073,20,19,0,0,Mar-22 21:41:17,17,8,0,15,0,0,0,7,13,0,9,1,2,0,9
1835008,1021571072,1073,20,19,0,0,Mar-22 21:41:18,17,8,0,15,0,0,0,7,13,0,9,1,2,0,0
1835008,1021571072,1073,20,19,0,0,Mar-22 21:41:19,17,8,0,57,0,698,0,7,13,0,9,1,2,0,8
1835008,1021571072,1073,20,19,0,0,Mar-22 21:41:20,17,8,0,43,0,17388,6127,7,13,0,10,1,3,0,0
1835008,1021571072,1073,20,19,0,0,Mar-22 21:41:21,17,8,0,17,0,42,358,7,13,0,10,1,3,0,0
1835008,1021571072,1073,20,19,0,0,Mar-22 21:41:22,17,8,0,18,0,0,0,7,13,0,10,1,5,0,8
1835008,1021571072,1073,20,19,0,0,Mar-22 21:41:23,17,8,0,15,0,0,0,7,13,0,10,1,3,0,0
1835008,1021571072,1073,20,19,0,0,Mar-22 21:41:24,17,8,0,14,0,0,0,7,13,0,10,1,1,0,8
1835008,1021571072,1072,20,19,0,0,Mar-22 21:41:25,17,7,0,42,0,0,0,7,13,0,9,1,4,0,0
1835008,1021571072,1072,20,19,0,0,Mar-22 21:41:26,17,7,0,17,0,92,0,7,13,0,9,1,2,0,0
1835008,1021571072,1072,20,19,0,0,Mar-22 21:41:27,17,7,0,24,0,1209,3550,7,13,0,10,1,7,0,8
1835008,1021571072,1071,20,19,0,0,Mar-22 21:41:28,17,6,0,29,0,15978,4840,7,13,0,10,1,2,0,0
1835008,1021571072,1071,20,19,0,0,Mar-22 21:41:29,17,6,0,17,0,167,187,7,13,0,10,1,3,0,9
1835008,1021571072,1072,21,19,0,0,Mar-22 21:41:30,17,6,0,19,0,505,1894,7,12,1,10,2,3,0,0
1835008,1021571072,1071,20,19,0,0,Mar-22 21:41:31,17,6,0,77,0,17347,4233,7,13,0,11,1,2,0,0
1835008,1021571072,1071,20,19,0,0,Mar-22 21:41:32,17,6,0,17,0,86,464,7,13,0,11,1,3,0,8
1835008,1021571072,1071,20,19,0,0,Mar-22 21:41:33,17,6,0,15,0,0,0,7,13,0,11,1,2,0,0
1835008,1021571072,1071,20,19,0,0,Mar-22 21:41:34,17,6,0,19,0,396,446,7,13,0,11,1,5,0,8
1835008,1021571072,1071,20,19,0,0,Mar-22 21:41:35,17,6,0,15,0,0,0,7,13,0,11,1,6,0,0
1835008,1021571072,1071,20,19,0,0,Mar-22 21:41:36,17,6,0,14,0,0,0,7,13,0,11,1,3,0,0
1835008,1021571072,1074,20,19,0,0,Mar-22 21:41:37,17,6,0,42,0,600,784,7,13,1,11,1,3,0,8
1835008,1021571072,1074,20,19,0,0,Mar-22 21:41:38,17,6,0,18,0,94,413,7,14,0,9,1,2,0,0
1835008,1021571072,1071,20,19,0,0,Mar-22 21:41:39,17,6,0,19,0,405,318,7,13,0,10,1,4,0,8
1835008,1021571072,1071,20,19,0,0,Mar-22 21:41:40,17,6,0,25,0,2508,106,7,13,0,10,1,3,0,0
1835008,1021571072,1071,20,19,0,0,Mar-22 21:41:41,17,6,0,23,0,1249,3192,7,13,0,11,1,2,0,1
1835008,1021571072,1071,20,19,0,0,Mar-22 21:41:42,17,6,0,30,0,16012,3106,7,13,0,11,1,3,0,4
1835008,1021571072,1071,20,19,0,0,Mar-22 21:41:43,17,6,0,28,0,167,187,7,13,0,11,1,5,0,4
1835008,1021571072,1071,20,19,0,0,Mar-22 21:41:44,17,6,0,15,0,0,0,7,13,0,11,1,3,0,8
1835008,1021571072,1071,20,19,0,0,Mar-22 21:41:45,17,6,0,24,0,3578,0,7,13,0,11,1,3,0,0
1835008,1021571072,1071,20,19,0,0,Mar-22 21:41:46,17,6,0,38,0,7020,133,7,13,0,10,1,6,0,0
1835008,1021571072,1071,20,19,0,0,Mar-22 21:41:47,17,6,0,24,0,1188,0,7,13,0,10,1,5,0,0
1835008,1021571072,1071,20,19,0,0,Mar-22 21:41:48,17,6,0,22,0,782,358,7,13,0,9,1,3,2,8
1835008,1021571072,1071,20,19,0,0,Mar-22 21:41:49,17,6,0,32,0,167,187,7,13,0,9,1,3,0,8
1835008,1021571072,1071,20,19,0,0,Mar-22 21:41:50,17,6,0,15,0,0,0,7,13,0,9,1,2,0,0
1835008,1021571072,1071,20,19,0,0,Mar-22 21:41:51,17,6,0,16,0,0,0,7,13,0,9,1,3,0,0
1835008,1021571072,1071,20,19,0,0,Mar-22 21:41:52,17,6,0,31,0,1619,4490,7,13,0,9,1,3,0,0
1835008,1021571072,1071,20,19,0,0,Mar-22 21:41:53,17,6,0,29,0,15602,1768,7,13,0,9,1,2,0,9
1835008,1021571072,1071,20,19,0,0,Mar-22 21:41:54,17,6,0,37,0,16213,5462,7,13,0,10,1,1,0,7
1835008,1021571072,1071,20,19,0,0,Mar-22 21:41:55,17,6,0,52,0,15674,1150,7,13,0,10,1,2,0,1
1835008,1021571072,1071,20,19,0,0,Mar-22 21:41:56,17,6,0,24,0,817,671,7,13,0,10,1,6,0,0
1835008,1021571072,1071,20,19,0,0,Mar-22 21:41:57,17,6,0,17,0,56,74,7,13,0,10,1,3,0,0
1835008,1021571072,1071,20,19,0,0,Mar-22 21:41:58,17,6,0,17,0,56,432,7,13,0,9,1,5,0,8
1835008,1021571072,1071,20,19,0,0,Mar-22 21:41:59,17,6,0,15,0,0,0,7,13,0,9,1,2,0,0
1835008,1021571072,1071,20,19,0,0,Mar-22 21:42:00,17,6,0,15,0,0,0,7,13,0,9,1,2,0,8
1835008,1021571072,1071,20,19,0,0,Mar-22 21:42:01,17,6,0,59,0,0,0,7,13,0,9,1,3,0,8
1835008,1021571072,1071,20,19,0,0,Mar-22 21:42:02,17,6,0,14,0,0,0,7,13,0,9,1,3,0,0
1835008,1021571072,1071,20,19,0,0,Mar-22 21:42:03,17,6,0,25,0,1619,4490,7,13,0,10,1,5,0,8
1835008,1021571072,1071,20,19,0,0,Mar-22 21:42:04,17,6,0,27,0,15602,1808,7,13,0,9,1,10,0,0
1835008,1021571072,1071,20,19,0,0,Mar-22 21:42:05,17,6,0,18,0,240,0,7,13,0,9,1,2,0,8
1835008,1021571072,1071,20,19,0,0,Mar-22 21:42:06,17,6,0,14,0,0,0,7,13,0,9,1,3,0,1
1835008,1021571072,1071,20,19,0,0,Mar-22 21:42:07,17,6,0,39,0,0,0,7,13,0,9,1,5,0,0
