"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/socket_raw_sys_fs_page_net_vm-adv_vm.csv --socket --raw --sys --fs --page --net --vm-adv --vm 1 600",,,,"Date:","22 Mar 2023 21:32:08 -03"
"sockets",,,,,"raw","system",,"filesystem",,"paging",,"net/total",,"advanced virtual memory",,,,,"virtual memory",,,
1081,20,19,0,0,0,718,2194,13632,350034,0,0,0,0,0,0,0,0,0,0,1570,1386,1378
1082,21,19,0,0,0,958,2406,13632,350048,0,0,465,2252,0,0,0,0,0,0,43,357,5769
1081,20,19,0,0,0,718,1094,13632,350052,0,0,16849,4921,0,0,0,0,0,0,337,291,241
1081,20,19,0,0,0,997,3161,13632,350051,0,0,15943,5122,0,0,0,0,0,0,1318,1444,1440
1081,20,19,0,0,0,704,1102,13632,350051,0,0,1404,844,0,0,0,0,0,0,316,59,80
1081,20,19,0,0,0,853,2299,13664,350051,0,0,167,187,0,0,0,0,0,0,1319,1379,1353
1081,20,19,0,0,0,1462,3093,13664,350055,0,0,0,358,0,0,0,0,0,0,91,206,183
1081,20,19,0,0,0,1527,3530,13664,350058,0,0,1249,3192,0,0,0,0,0,0,27,486,208
1081,20,19,0,0,0,1193,3184,13664,350072,0,0,25385,3006,0,0,0,0,0,0,3252,3341,4520
1081,20,19,0,0,0,2666,5431,13664,350090,0,0,0,0,0,0,0,0,0,0,216,2760,805
1071,20,19,0,0,0,2642,7116,13312,350077,0,0,9171,726,0,0,0,0,0,0,1850,6740,37816
1071,20,19,0,0,0,1390,9663,13312,350082,0,0,0,358,0,0,0,0,0,0,169,3192,14562
1088,20,19,0,0,0,1960,6129,13312,350215,0,0,5999,4601,0,0,0,0,0,0,13660,19856,12229
1088,20,19,0,0,0,1022,2707,13312,350207,0,0,0,0,0,0,0,0,0,0,1310,1765,31346
1088,20,19,0,0,0,1120,2549,13312,350216,0,0,15999,5649,0,0,0,0,0,0,172,170,376
1089,20,19,0,0,0,1374,3658,13312,349107,0,0,10818,7951,0,0,0,0,0,0,1919,4418,6006
1089,20,19,0,0,0,1149,2206,13312,349111,0,0,0,358,0,0,0,0,0,0,346,447,539
1089,20,19,0,0,0,1155,4027,13312,349122,0,0,0,0,0,0,0,0,0,0,1919,2303,2090
1090,21,19,0,0,0,1065,3297,13312,349119,0,0,338,1707,0,0,0,0,0,0,1431,1453,1645
1089,20,19,0,0,0,1521,3592,13312,349122,0,0,16809,4911,0,0,0,0,0,0,13,1236,1106
1089,20,19,0,0,0,1020,2889,13312,349111,0,0,0,0,0,0,0,0,0,0,2007,1628,1905
1089,20,19,0,0,0,774,1266,13312,349111,0,0,0,358,0,0,0,0,0,0,49,247,111
1089,20,19,0,0,0,829,1438,13312,349035,0,0,424,0,0,0,0,0,0,0,555,950,1535
1089,20,19,0,0,0,933,2557,13312,349034,0,0,0,0,0,0,0,0,0,0,1641,1370,1495
1089,20,19,0,0,0,761,1305,13312,349045,0,0,0,0,0,0,0,0,0,0,381,395,381
1089,20,19,0,0,0,1134,3442,13312,349044,0,0,16512,5835,0,0,0,0,0,0,1291,1446,1713
1089,20,19,0,0,0,740,1214,13312,349044,0,0,946,252,0,0,0,0,0,0,91,363,231
1073,20,19,0,0,0,1034,1965,13280,348892,0,0,167,545,0,0,0,0,0,0,266,670,18588
1073,20,19,0,0,0,971,2441,13248,348891,0,0,0,0,0,0,0,0,0,0,1501,1363,3927
1073,20,19,0,0,0,819,1586,13248,348900,0,0,0,0,0,0,0,0,0,0,27,130,253
1073,20,19,0,0,0,914,2368,13248,348900,0,0,396,446,0,0,0,0,0,0,1441,1571,1671
1073,20,19,0,0,0,714,1270,13248,348901,0,0,0,0,0,0,0,0,0,0,12,363,99
1073,20,19,0,0,0,2045,34447,13248,349910,0,0,167,545,0,0,0,0,0,0,50579,72836,61508
1073,20,19,0,0,0,979,2582,13248,349911,0,0,0,0,0,0,0,0,0,0,1633,1671,1495
1073,20,19,0,0,0,719,1272,13248,349910,0,0,0,0,0,0,0,0,0,0,83,94,217
1073,20,19,0,0,0,1040,2705,13248,349910,0,0,698,0,0,0,0,0,0,0,1673,2321,2069
1073,20,19,0,0,0,988,2258,13280,349923,0,0,17388,6127,0,0,0,0,0,0,415,497,447
1073,20,19,0,0,0,751,1245,13280,349932,0,0,42,358,0,0,0,0,0,0,174,699,5365
1073,20,19,0,0,0,1056,2795,13280,349930,0,0,0,0,0,0,0,0,0,0,1380,1383,1400
1073,20,19,0,0,0,781,1277,13280,349941,0,0,0,0,0,0,0,0,0,0,204,444,141
1073,20,19,0,0,0,2629,9091,13280,349940,0,0,0,0,0,0,0,0,0,0,1305,3932,4098
1072,20,19,0,0,0,805,1432,13280,349940,0,0,0,0,0,0,0,0,0,0,207,477,335
1072,20,19,0,0,0,1018,1748,13280,349938,0,0,92,0,0,0,0,0,0,0,152,213,1038
1072,20,19,0,0,0,1221,3929,13280,349956,0,0,1209,3550,0,0,0,0,0,0,2338,2876,11628
1071,20,19,0,0,0,860,1608,13280,349967,0,0,15978,4840,0,0,0,0,0,0,33,509,347
1071,20,19,0,0,0,983,2577,13280,349967,0,0,167,187,0,0,0,0,0,0,1943,1805,1982
1072,21,19,0,0,0,808,2046,13280,349967,0,0,505,1894,0,0,0,0,0,0,77,162,541
1071,20,19,0,0,0,851,1378,13280,349977,0,0,17347,4233,0,0,0,0,0,0,446,704,460
1071,20,19,0,0,0,883,2416,13280,349974,0,0,86,464,0,0,0,0,0,0,1324,1414,1820
1071,20,19,0,0,0,766,1311,13280,349975,0,0,0,0,0,0,0,0,0,0,271,363,244
1071,20,19,0,0,0,1034,2671,13280,349986,0,0,396,446,0,0,0,0,0,0,1564,2002,1875
1071,20,19,0,0,0,756,1272,13280,349985,0,0,0,0,0,0,0,0,0,0,32,117,213
1071,20,19,0,0,0,739,1190,13280,349985,0,0,0,0,0,0,0,0,0,0,25,92,111
1074,20,19,0,0,0,858,2472,13280,349988,0,0,600,784,0,0,0,0,0,0,1557,1516,1630
1074,20,19,0,0,0,753,1351,13248,349998,0,0,94,413,0,0,0,0,0,0,246,558,249
1071,20,19,0,0,0,896,2535,13248,349996,0,0,405,318,0,0,0,0,0,0,1277,1781,1642
1071,20,19,0,0,0,745,1281,13248,349996,0,0,2508,106,0,0,0,0,0,0,25,100,119
1071,20,19,0,0,0,849,2084,13248,350006,0,0,1249,3192,0,0,0,0,0,0,628,306,402
1071,20,19,0,0,0,870,1745,13248,350009,0,0,16012,3106,0,0,0,0,0,0,689,644,699
1071,20,19,0,0,0,998,2165,13248,350006,0,0,167,187,0,0,0,0,0,0,699,1268,1082
1071,20,19,0,0,0,1096,3223,13248,348886,0,0,0,0,0,0,0,0,0,0,1304,2233,4210
1071,20,19,0,0,0,715,1200,13248,348887,0,0,3578,0,0,0,0,0,0,0,276,226,98
1071,20,19,0,0,0,806,1255,13248,348897,0,0,7020,133,0,0,0,0,0,0,338,589,501
1071,20,19,0,0,0,783,1280,13248,348896,0,0,1188,0,0,0,0,0,0,0,39,123,227
1071,20,19,0,0,0,989,2618,13216,348907,0,0,782,358,0,0,0,0,0,0,1413,1866,1395
1071,20,19,0,0,0,858,2552,13248,348907,0,0,167,187,0,0,0,0,0,0,1547,1662,1900
1071,20,19,0,0,0,701,1227,13248,348906,0,0,0,0,0,0,0,0,0,0,105,111,224
1071,20,19,0,0,0,780,1384,13248,348906,0,0,0,0,0,0,0,0,0,0,123,353,118
1071,20,19,0,0,0,918,2149,13248,348845,0,0,1619,4490,0,0,0,0,0,0,328,463,1018
1071,20,19,0,0,0,1057,2703,13248,348856,0,0,15602,1768,0,0,0,0,0,0,2213,2147,1641
1071,20,19,0,0,0,941,3095,13248,348863,0,0,16213,5462,0,0,0,0,0,0,1534,1733,1774
1071,20,19,0,0,0,903,1623,13248,348868,0,0,15674,1150,0,0,0,0,0,0,268,741,878
1071,20,19,0,0,0,738,1276,13248,348867,0,0,817,671,0,0,0,0,0,0,11,376,508
1071,20,19,0,0,0,673,1149,13248,348868,0,0,56,74,0,0,0,0,0,0,270,229,120
1071,20,19,0,0,0,1062,2791,13248,348868,0,0,56,432,0,0,0,0,0,0,1364,1367,1430
1071,20,19,0,0,0,815,1434,13248,348867,0,0,0,0,0,0,0,0,0,0,35,421,511
1071,20,19,0,0,0,1134,2910,13248,348867,0,0,0,0,0,0,0,0,0,0,1301,5692,11223
1071,20,19,0,0,0,2445,36993,13280,349938,0,0,0,0,0,0,0,0,0,0,51439,72884,22335
1071,20,19,0,0,0,784,1776,13280,349957,0,0,0,0,0,0,0,0,0,0,916,1115,352
1071,20,19,0,0,0,1172,3483,13280,349956,0,0,1619,4490,0,0,0,0,0,0,1313,1581,1670
1071,20,19,0,0,0,786,1362,13280,349956,0,0,15602,1808,0,0,0,0,0,0,10,719,705
1071,20,19,0,0,0,858,2411,13280,349954,0,0,240,0,0,0,0,0,0,0,1565,1382,1502
1071,20,19,0,0,0,948,2017,13280,350001,0,0,0,0,0,0,0,0,0,0,5070,6076,1614
1071,20,19,0,0,0,803,1359,13088,349808,0,0,0,0,0,0,0,0,0,0,53,166,13570
