"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/cpu_io_load_udp_tcp_disk_mem_int_vm.csv --cpu --io --load --udp --tcp --disk --mem --int --vm 1 600",,,,"Date:","22 Mar 2023 21:32:08 -03"
"total cpu usage",,,,,"io/total",,"load avg",,,"udp",,"tcp sockets",,,,,"dsk/total",,"memory usage",,,,"interrupts",,,"virtual memory",,,
2.393,1.511,95.970,0.126,0,0,0,0.110,1.180,2.920,17,6,7,10,1,6,2,0,0,3166662656,2174730240,10545131520,12802494464,0,18,0,0,1346,1681,1610
2.628,1.001,96.370,0,0,0,0,0.110,1.180,2.920,17,6,7,11,0,7,1,0,0,3167150080,2174500864,10544873472,12802265088,0,33,0,0,3,117,115
2.882,0.877,96.115,0.125,0,0,0,0.100,1.160,2.910,17,6,7,11,0,7,1,0,0,3167887360,2174025728,10544611328,12801789952,0,33,0,0,283,261,355
3.008,1.754,94.987,0.251,0,0,0,0.100,1.160,2.910,17,6,7,11,0,7,1,0,0,3167059968,2174054400,10545410048,12801818624,0,16,0,0,1317,1620,1378
2.381,1.003,96.115,0.501,0,0,8,0.100,1.160,2.910,17,6,7,11,0,7,1,0,57344,3166990336,2174648320,10544885760,12801093632,0,24,0,0,310,421,869
2.642,1.006,96.226,0.126,0,0,0,0.100,1.160,2.910,17,6,7,11,0,7,1,0,0,3166375936,2174402560,10545745920,12802154496,0,15,0,0,1858,2487,1914
2.652,0.758,96.465,0.126,0,0,608,0.100,1.160,2.910,17,6,7,11,0,7,1,0,5013504,3168927744,2171908096,10545688576,12798750720,0,14,0,0,261,798,1152
2.250,1.125,96.625,0,0,0,0,0.100,1.140,2.890,17,6,7,11,0,6,1,0,0,3169943552,2171949056,10544631808,12798791680,0,15,0,0,483,220,494
2.771,1.511,95.592,0.126,0,0,0,0.100,1.140,2.890,17,6,7,13,0,6,0,0,0,3169591296,2170970112,10545963008,12797820928,0,63,0,0,1393,1812,1401
3.266,1.005,95.729,0,0,0,0,0.100,1.140,2.890,17,6,7,13,0,6,0,0,0,3170877440,2170220544,10545426432,12797083648,0,14,0,0,9,364,497
3.004,0.751,95.995,0.250,0,0,20,0.100,1.140,2.890,17,6,7,13,0,6,0,0,507904,3170869248,2169991168,10545664000,12796874752,0,14,0,0,1748,1780,1537
3.759,1.504,94.737,0,0,0,0,0.100,1.140,2.890,17,6,7,12,1,6,1,0,0,3171311616,2170052608,10545160192,12796940288,0,20,0,0,300,464,1274
2.387,0.879,96.608,0.126,0,0,0,0.170,1.140,2.880,17,6,7,13,0,7,0,0,0,3170693120,2169823232,10546008064,12796461056,0,36,0,0,385,690,324
5.675,3.153,91.173,0,0,0,0,0.170,1.140,2.880,17,6,7,13,0,7,0,0,0,3374034944,1960603648,10551885824,12589199360,0,15,0,0,54104,75863,23263
3.117,1.621,94.638,0.623,0,0,34,0.170,1.140,2.880,17,6,7,13,0,7,0,0,2179072,3374239744,1961467904,10550816768,12590063616,0,32,0,0,301,392,614
2.635,1.380,95.859,0.125,0,0,0,0.170,1.140,2.880,17,6,7,13,0,7,0,0,0,3373199360,1961172992,10552152064,12589764608,0,16,0,0,1290,1785,1431
3.870,1.124,95.006,0,0,0,0,0.170,1.140,2.880,17,6,7,13,0,7,0,0,0,3374493696,1960411136,10551619584,12589002752,0,15,0,0,74,362,486
1.765,1.261,96.847,0.126,0,0,2042,0.150,1.120,2.870,17,6,7,13,0,6,0,0,15835136,3373805568,1960816640,10551894016,12589436928,0,18,0,0,28,2206,2054
3.388,2.008,94.479,0.125,0,0,0,0.150,1.120,2.870,17,6,7,13,0,6,0,0,0,3374284800,1960071168,10552160256,12588908544,0,8,0,0,1552,1371,1361
2.771,0.882,96.348,0,0,0,0,0.150,1.120,2.870,17,6,7,13,0,6,0,0,0,3376504832,1959079936,10550931456,12587859968,0,16,0,0,634,430,1101
3.643,1.508,94.724,0.126,0,0,20,0.150,1.120,2.870,17,6,7,13,0,6,0,0,1368064,3377414144,1957273600,10551828480,12586156032,0,40,0,0,1669,2283,1568
1.889,0.882,97.103,0.126,0,0,12,0.150,1.120,2.870,17,6,7,13,0,6,0,0,327680,3376394240,1957826560,10552295424,12586749952,0,15,0,0,61,484,425
2.258,1.129,96.487,0.125,0,0,0,0.140,1.100,2.850,17,6,7,12,1,6,1,0,0,3376398336,1958076416,10552041472,12587020288,0,16,0,0,292,158,280
3.270,1.761,94.969,0,0,0,0,0.140,1.100,2.850,17,6,7,13,1,7,0,0,0,3377410048,1957056512,10552049664,12586020864,0,37,0,0,1314,1509,1455
3.778,1.637,94.458,0.126,0,0,0,0.140,1.100,2.850,17,6,7,13,1,7,0,0,0,3377143808,1957056512,10552315904,12586020864,0,17,0,0,72,840,837
3.422,1.521,95.057,0,0,0,0,0.140,1.100,2.850,17,6,7,13,1,7,0,0,0,3378429952,1956036608,10552049664,12585009152,0,14,0,0,1276,2435,2569
3.666,1.517,94.311,0.506,0,0,22,0.140,1.100,2.850,17,6,7,13,1,7,0,0,229376,3378110464,1956036608,10552369152,12586975232,0,46,0,0,408,1184,926
2.155,1.141,96.578,0.127,0,0,0,0.130,1.080,2.830,17,6,7,13,1,7,0,0,0,3377770496,1956376576,10552369152,12587327488,0,14,0,0,19,1131,1149
3.295,1.774,94.930,0,0,0,0,0.130,1.080,2.830,17,6,7,13,1,7,0,0,0,3378200576,1956376576,10551939072,12588994560,0,15,0,0,1505,2345,2403
2.922,1.017,95.934,0.127,0,0,0,0.130,1.080,2.830,17,6,7,13,1,6,0,0,0,3377672192,1956380672,10552463360,12589248512,0,23,0,0,30,1038,947
3.287,1.517,95.070,0.126,0,0,0,0.130,1.080,2.830,17,6,7,13,1,6,0,0,0,3379458048,1955168256,10551889920,12587728896,0,16,0,0,1530,2447,2635
3.657,1.765,94.325,0.252,0,0,0,0.130,1.080,2.830,17,6,7,13,1,5,0,0,0,3380756480,1954926592,10550833152,12587487232,0,14,0,0,18,882,1172
3.266,1.759,94.472,0.503,0,0,16,0.120,1.060,2.820,17,6,7,13,1,6,0,0,344064,3380887552,1953472512,10552156160,12586033152,0,53,0,0,412,1582,1183
3.549,2.028,94.297,0.127,0,0,532,0.120,1.060,2.820,17,6,7,13,1,7,0,0,3694592,3380408320,1954164736,10551943168,12586389504,0,29,0,0,1491,2902,3061
3.149,1.511,95.340,0,0,0,0,0.120,1.060,2.820,17,6,7,13,1,7,0,0,0,3380912128,1953910784,10551693312,12586180608,0,31,0,0,263,893,888
3.149,2.267,94.458,0.126,0,0,0,0.120,1.060,2.820,17,6,7,13,1,7,0,0,0,3380273152,1953935360,10552307712,12586184704,0,20,0,0,1663,2989,2690
2.171,0.766,97.063,0,0,0,0,0.120,1.060,2.820,17,6,7,13,1,7,0,0,0,3379200000,1955291136,10552025088,12587573248,0,14,0,0,73,1133,1262
2.278,1.266,96.329,0.127,0,0,32,0.110,1.050,2.800,17,6,7,13,1,7,0,0,368640,3379466240,1955254272,10551795712,12587548672,0,20,0,0,2,927,929
3.161,0.885,95.828,0.126,0,0,0,0.110,1.050,2.800,17,6,7,13,1,7,0,0,0,3379654656,1954541568,10552320000,12586844160,0,41,0,0,823,1424,1136
2.166,1.401,96.433,0,0,0,0,0.110,1.050,2.800,17,6,7,13,1,7,0,0,0,3379298304,1956229120,10550988800,12588531712,0,16,0,0,770,1766,2301
4.035,2.774,93.064,0.126,0,0,0,0.110,1.050,2.800,17,6,7,13,1,6,0,0,0,3377033216,1964023808,10545487872,12607352832,0,15,0,0,2289,3599,5099
2.417,1.272,96.056,0.254,0,0,88,0.110,1.050,2.800,17,6,7,13,1,6,0,0,1605632,3378335744,1963581440,10544627712,12606337024,0,14,0,0,185,1397,1833
2.665,1.015,96.193,0.127,0,0,0,0.100,1.030,2.790,17,6,7,13,1,6,0,0,0,3378536448,1962848256,10545160192,12605616128,0,15,0,0,277,1144,1010
3.026,1.387,95.460,0.126,0,0,0,0.100,1.030,2.790,17,6,7,13,0,6,0,0,0,3379187712,1961836544,10545520640,12603363328,0,15,0,0,103,1266,1456
2.893,2.138,94.969,0,0,0,0,0.100,1.030,2.790,17,6,7,13,0,7,0,0,0,3380277248,1960730624,10545537024,12602281984,0,62,0,0,3393,2856,2839
3.015,1.131,95.729,0.126,0,0,0,0.100,1.030,2.790,17,6,7,13,0,7,0,0,0,3380060160,1961271296,10545213440,12602822656,0,31,0,0,3,101,249
2.264,1.132,96.352,0.252,0,0,0,0.100,1.030,2.790,17,6,7,13,0,7,0,0,0,3379953664,1962434560,10544156672,12603994112,0,16,0,0,1535,1358,1610
3.019,1.006,95.723,0.252,0,0,8,0.090,1.010,2.770,17,6,7,13,0,7,0,0,483328,3379871744,1961152512,10545520640,12602748928,0,15,0,0,247,792,246
2.247,1.124,96.504,0.125,0,0,0,0.090,1.010,2.770,17,6,7,13,0,7,0,0,0,3378790400,1962754048,10545000448,12604375040,0,14,0,0,6,349,470
2.384,1.129,96.361,0.125,0,0,578,0.090,1.010,2.770,17,6,7,13,0,7,0,0,4268032,3378802688,1962467328,10545274880,12604088320,0,15,0,0,1376,2032,1900
3.890,1.255,94.856,0,0,0,0,0.090,1.010,2.770,17,6,7,13,0,6,0,0,0,3379027968,1961975808,10545541120,12603604992,0,45,0,0,516,365,114
2.130,1.128,96.617,0.125,0,0,0,0.090,1.010,2.770,17,6,7,13,0,6,0,0,0,3379671040,1962573824,10544300032,12604309504,0,15,0,0,1302,1383,1789
2.384,0.878,96.612,0.125,0,0,10,0.080,0.990,2.760,17,6,7,12,0,6,1,0,442368,3378282496,1962610688,10545651712,12604346368,0,18,0,0,6,547,150
2.632,1.128,96.115,0.125,0,0,0,0.080,0.990,2.760,17,6,7,12,0,6,1,0,0,3378253824,1962381312,10545909760,12604133376,0,15,0,0,109,382,379
2.390,1.384,96.226,0,0,0,0,0.080,0.990,2.760,17,6,7,12,0,6,1,0,0,3379732480,1961377792,10545434624,12605063168,0,19,0,0,1563,1376,1606
2.253,1.252,96.370,0.125,0,0,0,0.080,0.990,2.760,17,6,7,12,0,7,1,0,0,3379724288,1961377792,10545442816,12605042688,0,21,0,0,19,290,211
4.030,1.763,93.955,0.252,0,0,0,0.080,0.990,2.760,17,6,7,12,1,7,1,0,0,3379171328,1962459136,10544914432,12606136320,0,74,0,0,1762,1569,1799
2.506,0.752,96.366,0.376,0,0,32,0.080,0.980,2.740,17,6,7,12,0,8,1,0,188416,3378601984,1962496000,10545446912,12606181376,0,23,0,0,90,564,426
5.170,2.270,92.560,0,0,0,0,0.080,0.980,2.740,20,6,7,12,0,8,1,0,0,3572027392,1762406400,10552111104,12402262016,0,17,0,0,52231,74132,25955
2.513,1.256,96.106,0.126,0,0,0,0.080,0.980,2.740,20,6,7,12,0,8,1,0,0,3573751808,1760903168,10551889920,12400775168,0,21,0,0,1308,1367,1373
1.889,0.882,97.229,0,0,0,0,0.080,0.980,2.740,20,6,7,12,0,8,1,0,0,3573174272,1761746944,10551623680,12401717248,0,16,0,0,4,89,230
1.637,1.259,96.851,0.252,0,0,0,0.080,0.980,2.740,20,6,7,12,0,8,1,0,0,3571912704,1762701312,10551930880,12402855936,0,15,0,0,1454,1888,1768
2.760,1.129,94.856,1.255,0,0,202,0.070,0.960,2.730,20,6,7,12,0,7,1,0,2990080,3574046720,1760833536,10551664640,12400988160,0,43,0,0,290,527,627
2.130,0.752,97.118,0,0,0,0,0.070,0.960,2.730,17,6,7,12,0,7,1,0,0,3575758848,1758834688,10551951360,12399001600,0,15,0,0,237,704,477
2.384,2.509,94.856,0.251,0,0,2100,0.070,0.960,2.730,17,6,7,12,0,7,1,0,16711680,3568480256,1765437440,10552623104,12673265664,0,16,0,0,5518,8577,7003
3.004,1.252,95.745,0,0,0,0,0.070,0.960,2.730,17,6,7,12,0,7,1,0,0,3561381888,1772756992,10552401920,12686630912,0,15,0,0,553,1007,3159
2.396,1.639,95.839,0.126,0,0,108,0.070,0.960,2.730,17,6,7,12,0,8,1,0,1753088,3563896832,1770233856,10552410112,12684140544,0,20,0,0,1678,1748,1835
3.004,0.751,96.120,0.125,0,0,0,0.070,0.950,2.710,17,6,7,12,0,8,1,0,0,3564109824,1770287104,10552143872,12684214272,0,22,0,0,19,94,260
2.136,1.256,96.482,0.126,0,0,20,0.070,0.950,2.710,17,6,7,12,0,8,1,0,163840,3564171264,1770651648,10551717888,12684582912,0,46,0,0,638,616,529
2.136,1.633,96.231,0,0,0,0,0.070,0.950,2.710,17,6,7,12,0,8,1,0,0,3565215744,1769062400,10552262656,12682850304,0,16,0,0,1366,1614,1524
2.886,0.753,96.236,0.125,0,0,0,0.070,0.950,2.710,17,6,7,12,0,8,1,0,0,3566997504,1767538688,10552004608,12681281536,0,16,0,0,259,355,365
2.642,1.258,96.101,0,0,0,0,0.070,0.950,2.710,17,6,7,12,0,8,1,0,0,3567386624,1766588416,10552565760,12681146368,0,15,0,0,1317,1517,1433
2.384,0.753,96.738,0.125,0,0,0,0.060,0.930,2.700,17,6,7,12,0,7,1,0,0,3567616000,1766612992,10552311808,12681207808,0,17,0,0,3,104,221
2.500,1.125,95.875,0.500,0,0,34,0.060,0.930,2.700,17,6,7,11,0,7,1,0,221184,3567235072,1767952384,10551353344,12682248192,0,20,0,0,369,440,608
8.650,11.140,79.948,0.262,0,20,50,0.060,0.930,2.700,17,6,7,10,0,7,2,81920,466944,3576864768,1756712960,10552963072,12671270912,0,59,0,1,92216,102901,97358
7.320,9.281,83.268,0.131,0,42,8,0.060,0.930,2.700,17,6,7,10,0,7,2,528384,212992,3573739520,1759404032,10553397248,12675457024,0,18,0,5,53934,68366,67704
2.893,2.013,94.969,0.126,0,0,0,0.060,0.930,2.700,17,6,7,10,0,7,2,0,0,3573772288,1760145408,10552623104,12676210688,0,15,0,0,1973,1477,1703
1.378,0.877,97.744,0,0,0,0,0.060,0.910,2.680,17,6,7,10,0,7,2,0,0,3575025664,1759416320,10552098816,12675485696,0,18,0,0,131,76,197
2.506,1.754,95.614,0.125,0,0,0,0.060,0.910,2.680,17,6,7,9,1,7,3,0,0,3576709120,1757790208,10552041472,12673867776,0,19,0,0,4386,3467,3457
2.889,1.382,95.603,0.126,0,0,44,0.060,0.910,2.680,17,6,7,10,0,8,2,0,663552,3575394304,1758380032,10552766464,12674457600,0,40,0,0,1321,1633,1527
2.253,1.126,96.496,0.125,0,0,0,0.060,0.910,2.680,17,6,7,10,0,8,2,0,0,3575414784,1758478336,10552647680,12674568192,0,53,0,0,28,92,59
2.764,1.131,96.106,0,0,0,0,0.060,0.910,2.680,17,6,7,10,0,8,2,0,0,3575672832,1758220288,10552647680,12674056192,0,19,0,0,1894,1749,1688
2.882,2.005,94.987,0.125,0,0,2,0.050,0.900,2.670,17,6,7,10,0,8,2,0,16384,3574845440,1752780800,10558910464,12668641280,0,14,0,0,3339,4118,2375
2.774,2.774,94.451,0,0,0,0,0.050,0.900,2.670,17,6,7,10,0,7,2,0,0,3577233408,1750212608,10559090688,12666126336,0,13,0,0,7060,5101,5118
2.757,2.130,94.987,0.125,0,0,0,0.050,0.900,2.670,17,6,7,10,0,7,2,0,0,3575582720,1758220288,10552733696,12674134016,0,15,0,0,1906,1703,3265
1.892,1.765,96.217,0.126,0,0,730,0.050,0.900,2.670,17,6,7,10,0,7,2,0,5693440,3577479168,1756311552,10552745984,12672233472,0,14,0,0,2536,2657,2635
5.031,1.887,92.956,0.126,0,0,0,0.050,0.900,2.670,17,6,7,10,0,7,2,0,0,3578589184,1755787264,10552160256,12671709184,0,34,0,0,1362,1587,1658
4.408,1.259,94.332,0,0,0,0,0.050,0.880,2.650,17,6,7,10,0,7,2,0,0,3297501184,2043158528,10545876992,12800364544,0,12,0,0,289,333,71825
6.057,2.472,91.347,0.124,0,0,0,0.050,0.880,2.650,17,6,7,10,0,7,2,0,0,3298406400,2042671104,10545459200,12799905792,0,16,0,0,206,372,301
3.254,2.128,94.493,0.125,0,0,0,0.050,0.880,2.650,17,6,7,10,0,8,2,0,0,3299127296,2041909248,10545500160,12799152128,0,21,0,0,1628,1688,1520
3.266,1.508,94.849,0.377,0,0,42,0.050,0.880,2.650,17,6,7,10,0,8,2,0,1966080,3298811904,2042212352,10545512448,12799455232,0,34,0,0,15,318,328
1.504,2.506,95.865,0.125,0,0,0,0.050,0.880,2.650,17,6,7,10,0,8,2,0,0,3299176448,2041913344,10545446912,12799168512,0,15,0,0,1553,1334,29767
2.136,1.256,96.482,0.126,0,0,0,0.040,0.870,2.640,17,6,7,10,0,8,2,0,0,3299344384,2041212928,10545979392,12798468096,0,37,0,0,42,239,78
2.771,1.511,95.718,0,0,0,0,0.040,0.870,2.640,17,6,7,10,0,8,2,0,0,3297964032,2042077184,10546495488,12799336448,0,49,0,0,529,562,455
3.125,1.625,95.125,0.125,0,0,0,0.040,0.870,2.640,17,6,7,10,0,8,2,0,0,3297923072,2042961920,10545651712,12800221184,0,16,0,0,1315,1401,1641
3.648,1.509,94.591,0.252,0,0,0,0.040,0.870,2.640,17,6,7,10,0,7,2,0,0,3298951168,2042183680,10545401856,12799442944,0,14,0,0,326,132,126
4.403,2.138,93.333,0.126,0,0,432,0.040,0.870,2.640,17,6,7,10,0,7,2,0,3416064,3300552704,2040446976,10545537024,12797861888,0,18,0,0,2413,2986,2034
1.502,0.876,97.497,0.125,0,0,0,0.040,0.850,2.620,17,6,7,10,0,7,2,0,0,3301023744,2039971840,10545541120,12797399040,0,21,0,0,85,59,69
1.506,0.878,97.616,0,0,0,0,0.040,0.850,2.620,17,6,7,10,0,7,2,0,0,3301076992,2039971840,10545487872,12797403136,0,32,0,0,25,67,60
1.882,1.506,96.487,0.125,0,0,0,0.040,0.850,2.620,17,6,7,10,0,7,2,0,0,3301830656,2038685696,10546020352,12796137472,0,16,0,0,1581,1486,1374
3.531,1.135,95.334,0,0,0,0,0.040,0.850,2.620,17,6,7,10,0,8,2,0,0,3301797888,2039242752,10545496064,12796694528,0,21,0,0,45,193,323
3.769,1.382,94.221,0.628,0,0,28,0.040,0.850,2.620,17,6,7,10,0,8,2,0,442368,3302567936,2038792192,10545176576,12795920384,0,31,0,0,1373,1460,1506
4.020,1.256,94.724,0,0,0,0,0.120,0.860,2.620,17,6,7,10,0,8,2,0,0,3302526976,2038833152,10545176576,12795961344,0,15,0,0,30,151,147
5.528,2.764,91.583,0.126,0,0,0,0.120,0.860,2.620,17,6,7,10,0,8,2,0,0,3364540416,1970032640,10551922688,12614303744,0,11,0,0,51799,73554,53459
3.544,1.899,94.430,0.127,0,0,0,0.120,0.860,2.620,17,6,7,10,0,8,2,0,0,3366825984,1968271360,10551398400,12612542464,0,54,0,0,2867,2715,2798
2.013,1.258,96.604,0.126,0,0,0,0.120,0.860,2.620,17,6,7,10,0,7,2,0,0,3357822976,1977266176,10551406592,12621537280,0,16,0,0,660,228,3747
3.755,2.378,93.367,0.501,0,0,34,0.120,0.860,2.620,17,6,7,10,0,7,2,0,2416640,3358732288,1975373824,10552389632,12619644928,0,15,0,0,1286,1966,1704
1.511,1.763,96.599,0.126,0,0,2586,0.110,0.840,2.600,17,6,7,10,0,7,2,0,18202624,3360718848,1974185984,10551590912,12618469376,0,16,0,0,318,2339,2579
1.877,1.001,96.996,0.125,0,0,0,0.110,0.840,2.600,17,6,7,10,0,7,2,0,0,3361718272,1973436416,10551341056,12617719808,0,14,0,0,12,49,46
1.639,1.639,96.721,0,0,0,0,0.110,0.840,2.600,17,6,7,10,0,7,2,0,0,3354124288,1980444672,10551926784,12624637952,0,15,0,0,1491,1615,4226
3.392,1.382,95.101,0.126,0,0,0,0.110,0.840,2.600,17,6,7,10,0,7,2,0,0,3357741056,1977102336,10551652352,12622774272,0,37,0,0,965,1235,429
4.282,2.393,93.325,0,0,0,0,0.110,0.840,2.600,17,6,7,9,1,7,3,0,0,3358941184,1975812096,10551742464,12622852096,0,18,0,0,1682,1605,1480
3.275,1.134,95.214,0.378,0,0,0,0.100,0.830,2.590,17,6,7,10,0,8,2,0,0,3358920704,1975812096,10551762944,12622852096,0,32,0,0,18,124,122
2.889,1.256,95.603,0.251,0,0,16,0.100,0.830,2.590,17,6,7,10,0,8,2,0,270336,3358920704,1975812096,10551762944,12622692352,0,17,0,0,117,137,406
1.504,1.504,96.992,0,0,0,0,0.100,0.830,2.590,17,6,7,10,0,8,2,0,0,3359178752,1975554048,10551762944,12622462976,0,16,0,0,1312,1334,1335
1.750,0.875,97.250,0.125,0,0,0,0.100,0.830,2.590,17,6,7,10,0,7,2,0,0,3359416320,1975050240,10552029184,12621959168,0,15,0,0,279,203,95
3.837,2.475,93.564,0.124,0,0,0,0.100,0.830,2.590,17,6,7,11,0,7,2,0,0,3358879744,1975308288,10552307712,12622237696,0,50,0,0,1445,1508,1410
5.335,2.605,91.811,0.248,0,0,0,0.090,0.810,2.570,17,6,7,11,0,6,2,0,0,3357339648,1976868864,10552287232,12625952768,0,42,0,0,1758,2108,1825
4.115,1.621,94.015,0.249,0,0,0,0.090,0.810,2.570,17,6,7,11,0,6,2,0,0,3357675520,1976623104,10552197120,12625473536,0,17,0,0,129,268,216
2.645,1.763,95.088,0.504,0,0,20,0.090,0.810,2.570,17,6,7,11,0,6,2,0,237568,3357827072,1976111104,10552557568,12624982016,0,17,0,0,1946,1736,1659
3.133,1.629,95.238,0,0,0,0,0.090,0.810,2.570,17,6,7,11,0,6,2,0,0,3358056448,1975881728,10552557568,12624752640,0,23,0,0,181,248,259
1.894,1.136,96.843,0.126,0,0,0,0.090,0.810,2.570,17,6,7,11,0,6,2,0,0,3358822400,1975107584,10552565760,12623986688,0,14,0,0,1562,1586,2300
1.884,1.005,97.111,0,0,0,0,0.080,0.800,2.560,17,6,7,10,1,6,3,0,0,3358523392,1975394304,10552578048,12624273408,0,36,0,0,15,141,139
1.887,1.006,96.981,0.126,0,0,0,0.080,0.800,2.560,17,6,7,11,0,7,2,0,0,3358523392,1975394304,10552578048,12624285696,0,43,0,0,277,58,83
1.880,1.253,96.366,0.501,0,0,30,0.080,0.800,2.560,17,6,7,11,0,7,2,0,163840,3357159424,1976725504,10552610816,12622159872,0,14,0,0,1524,1629,2403
2.760,1.506,95.609,0.125,0,0,0,0.080,0.800,2.560,17,6,7,11,0,7,2,0,0,3355262976,1977565184,10553667584,12623007744,0,17,0,0,3431,3120,3025
2.764,1.884,95.352,0,0,0,0,0.080,0.800,2.560,17,6,7,11,0,7,2,0,0,3355377664,1977344000,10553774080,12623421440,0,15,0,0,1455,1508,1338
3.254,1.126,95.494,0.125,0,0,30,0.080,0.790,2.540,17,6,7,11,0,7,2,0,663552,3355103232,1978683392,10552709120,12624769024,0,15,0,0,583,464,757
1.880,0.627,97.368,0.125,0,0,0,0.080,0.790,2.540,17,6,7,11,0,6,2,0,0,3355115520,1978646528,10552733696,12624732160,0,43,0,0,162,262,216
3.899,2.138,93.962,0,0,0,0,0.080,0.790,2.540,17,6,7,11,0,6,2,0,0,3355090944,1978658816,10552745984,12625821696,0,21,0,0,2619,2656,2684
4.380,2.753,92.741,0.125,0,0,0,0.080,0.790,2.540,17,6,7,11,0,6,2,0,0,3354898432,1978920960,10552676352,12626096128,0,14,0,0,3103,2500,2497
2.767,1.761,95.472,0,0,0,0,0.080,0.790,2.540,17,6,7,11,0,6,2,0,0,3353960448,1986387968,10546159616,12627087360,0,15,0,0,2014,1705,3770
2.516,1.006,95.849,0.629,0,0,40,0.150,0.790,2.540,17,6,7,11,0,6,2,0,1564672,3354517504,1985908736,10546081792,12626608128,0,17,0,0,536,574,564
2.628,1.252,95.995,0.125,0,0,712,0.150,0.790,2.540,17,6,7,11,0,7,2,0,6012928,3353247744,1987002368,10546257920,12627800064,0,22,0,0,231,1089,915
5.990,2.812,91.076,0.122,0,0,0,0.150,0.790,2.540,17,6,7,11,0,7,2,0,0,3354206208,1986785280,10545516544,12626841600,0,50,0,0,1320,1457,1640
5.322,1.856,92.822,0,0,0,0,0.150,0.790,2.540,17,6,7,11,0,7,2,0,0,3354464256,1986793472,10545250304,12626599936,0,15,0,0,285,165,250
4.359,1.993,93.524,0.125,0,0,0,0.150,0.790,2.540,17,6,7,11,0,7,2,0,0,3354914816,1986342912,10545250304,12626083840,0,14,0,0,1280,1450,1436
4.439,3.206,91.985,0.370,0,0,18,0.140,0.780,2.520,17,6,7,11,0,7,2,0,753664,3354902528,1986342912,10545262592,12626083840,0,19,0,0,102,256,239
3.461,1.360,95.056,0.124,0,0,0,0.140,0.780,2.520,17,6,7,11,0,7,2,0,0,3354406912,1986859008,10545242112,12626440192,0,14,0,0,262,339,242
4.250,2.750,92.875,0.125,0,0,0,0.140,0.780,2.520,17,6,7,11,0,7,2,0,0,3354640384,1986625536,10545242112,12626219008,0,17,0,0,8974,7802,5700
9.774,3.133,86.717,0.376,0,6,26,0.140,0.780,2.520,17,6,7,11,0,6,2,24576,1597440,3387854848,1672396800,10826256384,12312027136,0,57,0,0,78746,81855,2832
8.323,3.531,88.020,0.126,0,0,0,0.140,0.780,2.520,17,6,7,11,0,6,2,0,0,3384688640,1668620288,10833199104,12307693568,0,15,0,0,2589,21856,19995
8.030,2.509,89.210,0.251,0,0,0,0.210,0.780,2.510,17,6,7,11,0,6,2,0,0,3384918016,1675628544,10825961472,12314722304,0,14,0,0,451,2896,4726
8.040,3.518,88.317,0.126,0,0,0,0.210,0.780,2.510,17,6,7,13,0,6,2,0,0,3380051968,1783177216,10723278848,12422270976,0,28,0,0,309,406,25764
7.945,3.026,89.029,0,0,0,0,0.210,0.780,2.510,17,6,7,11,0,7,2,0,0,3380994048,1782145024,10723368960,12421251072,0,39,0,0,1183,1485,1150
7.232,1.746,90.524,0.499,0,0,24,0.210,0.780,2.510,17,6,7,11,0,7,1,0,368640,3381514240,1781129216,10723864576,12420456448,0,33,0,0,1043,1568,1072
3.279,1.639,94.830,0.252,0,0,40,0.210,0.780,2.510,17,6,7,11,0,7,1,0,204800,3382525952,1779580928,10724401152,12524871680,0,28,0,0,1303,1752,1843
1.752,1.252,96.996,0,0,0,0,0.190,0.770,2.500,17,6,7,11,0,7,1,0,0,3383959552,1783205888,10719342592,12593991680,0,15,0,0,4138,4803,5905
3.149,2.267,94.458,0.126,0,0,0,0.190,0.770,2.500,17,6,7,11,0,7,1,0,0,3548016640,1623252992,10715238400,12433653760,0,16,0,0,39972,60152,21281
2.525,1.894,95.328,0.253,0,0,1952,0.190,0.770,2.500,17,6,7,11,0,7,1,0,16637952,3590619136,1574600704,10721267712,12409274368,0,15,0,0,10549,14042,2280
1.258,0.881,97.862,0,0,0,0,0.190,0.770,2.500,17,6,7,11,0,6,1,0,0,3591311360,1573900288,10721275904,12408586240,0,14,0,0,1304,1327,1320
1.382,1.508,96.985,0.126,0,0,0,0.190,0.770,2.500,17,6,7,11,0,6,1,0,0,3591237632,1573429248,10721820672,12408123392,0,14,0,0,1399,1352,1025
1.258,0.881,97.736,0.126,0,0,42,0.170,0.750,2.490,17,6,7,11,0,6,1,0,2736128,3592511488,1572388864,10721587200,12407484416,0,31,0,0,345,754,1339
4.010,1.880,93.985,0.125,0,0,0,0.170,0.750,2.490,17,6,7,9,1,6,2,0,0,3592560640,1576304640,10717622272,12412936192,0,20,0,0,85,275,1334
2.381,1.003,96.617,0,0,0,0,0.170,0.750,2.490,17,6,7,11,0,6,1,0,0,3423555584,1745264640,10717667328,12405362688,0,43,0,0,519,437,43618
2.013,1.761,96.101,0.126,0,0,0,0.170,0.750,2.490,17,6,7,11,0,7,1,0,0,3424186368,1744785408,10717515776,12404936704,0,22,0,0,1601,1452,1449
