"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/disk_tcp_unix_vm-adv_fs_vm_cpu_load_sys_proc_lock_mem.csv --disk --tcp --unix --vm-adv --fs --vm --cpu --load --sys --proc --lock --mem 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"dsk/total",,"tcp sockets",,,,,"unix sockets",,,,"advanced virtual memory",,,,,"filesystem",,"virtual memory",,,,"total cpu usage",,,,,"load avg",,,"system",,"procs",,,"file locks",,,,"memory usage",,,
0,5160960,7,22,0,8,1,56,979,55,924,0,0,0,0,0,14112,183175,0,1597,3559,2672,12.641,2.378,84.856,0.125,0,0.700,0.910,1.110,2612,7549,3,0,0,83,12,13,82,5269008384,2734030848,7971549184,11157753856
0,0,7,22,0,8,1,56,979,55,924,0,0,0,0,0,14112,183164,0,1010,2525,4407,9.136,3.254,87.610,0,0,0.700,0.910,1.110,2653,6135,3,0,0,83,12,13,82,5276811264,2736070656,7961706496,11164282880
0,0,7,22,0,8,1,56,979,55,924,0,0,0,0,0,14112,183173,0,1816,2399,2160,9.136,3.379,87.359,0.125,0,0.700,0.910,1.110,2687,6955,1,0,8,83,12,13,82,5277863936,2734874624,7961849856,11163205632
0,1105920,7,22,0,8,1,56,995,55,940,0,0,0,0,0,14080,183301,0,41449,43180,28463,13.401,5.942,80.531,0.126,0,0.650,0.900,1.110,4420,19921,3,0,51,84,12,13,83,5318873088,2688548864,7967117312,11114991616
0,9920512,7,22,0,8,1,56,995,55,940,0,0,0,0,0,14112,183303,0,31080,38670,38896,15.144,4.380,79.975,0.501,0,0.650,0.900,1.110,9721,12588,3,0,1,84,12,13,83,5331718144,2676703232,7966134272,11103379456
0,9256960,7,22,0,7,1,56,995,55,940,0,0,0,0,0,14112,183302,0,452,2056,2744,9.705,3.931,86.241,0.123,0,0.650,0.900,1.110,2814,6316,2,0,0,84,12,13,83,5333770240,2674950144,7965835264,11101626368
0,0,7,22,0,7,1,56,995,55,940,0,0,0,0,0,14144,183306,0,1355,2379,2118,10.474,3.367,86.160,0,0,0.650,0.900,1.110,2622,6556,3,0,1,84,12,13,83,5334478848,2675183616,7964893184,11105058816
0,3989504,7,22,0,7,1,56,995,55,940,0,0,0,0,0,14144,183338,0,29591,33683,33455,18.821,2.760,78.168,0.251,0,0.650,0.900,1.110,5203,12807,2,0,8,84,12,13,83,5320507392,2685468672,7968579584,11111563264
0,0,7,22,0,7,1,56,995,55,940,0,0,0,0,0,14144,183339,0,2465,5023,4856,9.701,3.856,86.443,0,0,0.760,0.920,1.110,2786,7618,2,0,8,84,12,13,83,5315985408,2689970176,7968600064,11116126208
8192,0,7,22,0,8,1,56,995,55,940,0,0,0,0,0,14176,182242,1,8671,10139,10155,10.723,4.115,85.037,0.125,0,0.760,0.920,1.110,3150,9096,2,0,8,84,12,13,83,5319467008,2691768320,7963320320,11107078144
0,19341312,7,22,0,8,1,56,995,55,940,0,0,0,0,0,14208,182214,0,276,3547,4490,9.305,3.846,83.871,2.978,0,0.760,0.920,1.110,3078,9695,2,0,0,84,12,13,83,5330845696,2682523648,7961161728,11095683072
0,0,7,22,0,8,1,56,995,55,940,0,0,0,0,0,14176,182214,0,759,1247,3663,9.398,3.634,86.842,0.125,0,0.760,0.920,1.110,2459,5654,2,0,0,84,12,13,83,5315006464,2698096640,7961427968,11111264256
0,2809856,7,22,0,8,1,56,995,55,940,0,0,0,0,0,14144,182214,0,1387,2282,2182,9.273,3.759,86.967,0,0,0.760,0.920,1.110,2580,6751,1,0,7,84,12,13,83,5316976640,2696646656,7960907776,11109830656
0,647168,7,22,0,8,1,56,995,55,940,0,0,0,0,0,14112,182207,0,2144,2774,3156,9.729,4.064,86.084,0.123,0,0.700,0.900,1.100,2705,7153,3,0,9,84,12,13,83,5319372800,2694246400,7960911872,11107446784
0,0,7,22,0,8,1,56,995,55,940,0,0,0,0,0,14176,182235,0,1315,2649,3716,13.098,2.015,84.761,0.126,0,0.700,0.900,1.100,2728,7230,1,0,0,84,12,13,83,5310029824,2701123584,7963377664,11121565696
0,122880,7,22,0,8,1,56,995,55,940,0,0,0,0,0,14176,182237,0,676,1277,1219,9.114,2.996,87.890,0,0,0.700,0.900,1.100,2568,5865,4,0,1,84,12,13,83,5309169664,2700406784,7964954624,11120783360
0,0,7,22,0,8,1,56,995,55,940,0,0,0,0,0,14176,182237,0,6189,7832,10740,10.247,3.580,86.049,0.123,0,0.700,0.900,1.100,2777,6051,3,0,0,84,12,13,83,5301436416,2708033536,7965061120,11111923712
0,1286144,7,22,0,7,1,56,995,55,940,0,0,0,0,0,14240,183308,0,43406,65333,27191,10.670,3.846,85.360,0.124,0,0.700,0.900,1.100,3619,36068,4,0,5,84,12,13,83,5444153344,2562019328,7968358400,10956333056
0,2834432,7,22,0,7,1,56,995,55,940,0,0,0,0,0,14176,183280,0,3658,4895,5048,9.987,3.457,86.428,0.128,0,0.640,0.890,1.100,2751,7715,1,0,12,84,12,13,83,5450526720,2557665280,7966339072,10949607424
0,0,7,22,0,7,1,56,995,55,940,0,0,0,0,0,14176,183281,0,601,1763,1574,8.085,3.234,88.557,0.124,0,0.640,0.890,1.100,2598,5885,2,0,0,84,12,13,83,5452296192,2555428864,7966806016,10947305472
0,13107200,7,22,0,8,1,56,995,55,940,0,0,0,0,0,14208,183281,0,340,3090,6984,9.560,4.151,86.164,0.126,0,0.640,0.890,1.100,2853,7364,4,0,0,84,12,13,83,5435498496,2572345344,7966687232,10962669568
0,925696,7,22,0,8,1,56,995,55,940,0,0,0,0,0,14208,183311,0,1324,2714,8282,13.267,2.378,84.230,0.125,0,0.640,0.890,1.100,2749,7658,1,0,0,84,12,13,83,5421023232,2584948736,7968641024,10979069952
0,0,7,22,0,8,1,56,989,55,934,0,0,0,0,0,14208,183240,0,346,983,4043,8.931,3.774,87.296,0,0,0.640,0.890,1.100,2611,6785,4,0,0,84,12,13,83,5406023680,2601828352,7966760960,10996023296
0,0,7,22,0,8,1,56,979,55,924,0,0,0,0,0,14112,183150,0,3299,3892,11309,8.944,4.720,86.211,0.124,0,0.670,0.890,1.100,2783,8314,2,0,16,84,12,13,83,5376528384,2635898880,7962185728,11030102016
0,0,7,22,0,8,1,56,979,55,924,0,0,0,0,0,14080,183120,0,6195,7808,4656,9.838,3.238,86.924,0,0,0.670,0.890,1.100,2658,6340,0,0,0,84,12,13,83,5396717568,2618478592,7959416832,11016105984
0,8110080,7,22,0,8,1,56,979,55,924,0,0,0,0,0,14112,183130,0,471,1903,4235,9.584,3.279,87.011,0.126,0,0.670,0.890,1.100,2637,5981,1,0,0,84,12,13,83,5389082624,2626060288,7959470080,11014946816
0,1228800,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14080,183075,0,317,1120,3740,10.087,3.113,86.675,0.125,0,0.670,0.890,1.100,2672,6132,0,0,0,84,12,13,83,5381292032,2635489280,7957831680,11024412672
0,0,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14048,183076,0,954,1367,3739,10.401,3.383,86.090,0.125,0,0.670,0.890,1.100,2642,6055,2,0,1,84,12,13,83,5375537152,2641375232,7957700608,11029499904
0,1138688,7,22,0,7,1,56,975,55,920,0,0,0,0,0,14080,183103,0,9831,12123,6261,14.163,3.448,82.389,0,0,0.700,0.890,1.100,2970,9765,1,0,16,84,12,13,83,5388857344,2626060288,7959711744,11021950976
0,516096,7,22,0,7,1,56,975,55,920,0,0,0,0,0,14080,183101,0,947,1922,1428,9.726,3.990,86.160,0.125,0,0.700,0.890,1.100,2531,5964,1,0,0,84,12,13,83,5389578240,2625699840,7959351296,11021598720
0,5005312,7,22,0,7,1,56,975,55,920,0,0,0,0,0,14112,183101,0,209,1914,5771,9.613,4.245,86.017,0.125,0,0.700,0.890,1.100,2516,5797,3,0,0,84,12,13,83,5372108800,2642436096,7960084480,11038339072
0,0,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14112,183103,0,4838,6512,5644,10.087,3.487,86.301,0.125,0,0.700,0.890,1.100,2767,7052,2,0,0,84,12,13,83,5379416064,2634891264,7960322048,11145023488
0,827392,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14112,183083,0,807,1436,1858,9.836,2.900,87.137,0.126,0,0.700,0.890,1.100,2525,5798,3,0,0,84,12,13,83,5381898240,2635304960,7957426176,11143077888
0,385024,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14080,183082,0,3249,3842,3459,8.999,3.422,87.452,0.127,0,0.720,0.890,1.100,2731,8645,1,0,17,84,12,13,83,5382713344,2634403840,7957512192,11142217728
0,0,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14080,183083,0,264,1146,1861,9.804,3.676,86.397,0.123,0,0.720,0.890,1.100,2656,5743,1,0,0,84,12,13,83,5375397888,2640470016,7958761472,11148283904
0,4907008,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14048,183110,0,1899,3866,10107,13.300,2.886,83.689,0.125,0,0.720,0.890,1.100,2731,7318,2,0,0,84,12,13,83,5353353216,2659815424,7961460736,11165159424
0,0,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14016,183105,0,227,727,1817,9.328,3.358,87.313,0,0,0.720,0.890,1.100,2532,5788,3,0,0,84,12,13,83,5353742336,2660990976,7959908352,11166445568
0,0,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14048,183103,0,385,791,1467,9.227,3.865,86.783,0.125,0,0.720,0.890,1.100,2634,6075,2,0,0,84,12,13,83,5351706624,2663002112,7959932928,11168473088
0,606208,7,22,0,6,1,56,975,55,920,0,0,0,0,0,14080,183076,0,2832,3673,4836,9.975,3.788,86.111,0.126,0,0.660,0.880,1.090,2770,8364,2,0,16,84,12,13,83,5350088704,2666459136,7958093824,11171147776
0,0,7,22,0,6,1,56,975,55,920,0,0,0,0,0,14112,183077,0,6330,7991,3492,9.271,3.585,87.145,0,0,0.660,0.880,1.090,2568,6178,2,0,0,83,12,13,82,5363396608,2652946432,7958298624,11153473536
0,9666560,7,22,0,6,1,56,975,55,920,0,0,0,0,0,14080,183086,0,745,2390,2317,8.772,3.509,87.594,0.125,0,0.660,0.880,1.090,2561,6067,2,0,1,83,12,13,82,5366706176,2649956352,7957979136,11150979072
0,0,7,22,0,7,1,56,975,55,920,0,0,0,0,0,14048,183087,0,302,775,970,10.112,3.496,86.267,0.125,0,0.660,0.880,1.090,2577,6626,2,0,0,83,12,13,82,5367857152,2648846336,7957938176,11149651968
0,0,7,20,1,7,2,56,975,55,920,0,0,0,0,0,14080,183115,0,2389,3858,2129,14.055,2.363,83.582,0,0,0.660,0.880,1.090,2749,8173,4,0,0,83,12,13,82,5364158464,2649874432,7960608768,11154636800
0,0,7,20,0,7,2,56,975,55,920,0,0,0,0,0,14112,183119,0,2574,3013,2986,10.630,3.956,85.290,0.124,0,0.610,0.860,1.080,2803,7473,5,0,12,83,12,13,82,5363625984,2650144768,7960870912,11153661952
0,0,7,20,1,7,2,56,977,55,922,0,0,0,0,0,14144,183116,0,849,1562,1906,9.068,3.275,87.657,0,0,0.610,0.860,1.080,2563,6211,4,0,4,83,12,13,82,5364027392,2650267648,7960346624,11153788928
0,1728512,7,20,0,7,2,56,975,55,920,0,0,0,0,0,14112,181974,0,537,1250,34438,8.831,4.353,85.945,0.871,0,0.610,0.860,1.080,2686,5830,2,0,0,83,12,13,82,5234270208,2787590144,7952781312,11156967424
0,6070272,7,20,0,7,2,56,975,55,920,0,0,0,0,0,14080,181974,0,5814,8160,3825,9.913,3.717,86.369,0,0,0.610,0.860,1.080,2778,6291,1,0,0,83,12,13,82,5250854912,2771259392,7952527360,11138428928
0,0,7,20,0,7,2,56,975,55,920,0,0,0,0,0,14080,181985,0,1146,1776,1340,9.332,2.648,87.894,0.126,0,0.610,0.860,1.080,2528,5598,3,0,0,83,12,13,82,5251096576,2770341888,7953203200,11140202496
0,0,7,20,0,6,2,56,975,55,920,0,0,0,0,0,14048,181986,0,1515,2100,2292,9.045,3.643,87.186,0.126,0,0.560,0.850,1.080,2583,7000,1,0,8,83,12,13,82,5251039232,2770305024,7953297408,11140091904
0,0,7,20,0,6,2,56,975,55,920,0,0,0,0,0,14048,182013,0,2633,3897,3358,12.579,2.893,84.528,0,0,0.560,0.850,1.080,2795,8196,1,0,8,83,12,13,82,5254750208,2764619776,7955271680,11142422528
0,999424,7,20,0,6,2,56,975,55,920,0,0,0,0,0,14048,182013,0,732,1472,882,9.305,3.598,86.600,0.496,0,0.560,0.850,1.080,2712,6171,0,0,0,83,12,13,82,5255155712,2763988992,7955496960,11141775360
0,13459456,7,20,0,6,2,56,975,55,920,0,0,0,0,0,14080,182013,0,187,2321,2303,9.241,4.304,86.329,0.127,0,0.560,0.850,1.080,4025,10791,1,0,0,83,12,13,82,5256495104,2762366976,7955779584,11140182016
81920,0,7,20,0,6,2,56,975,55,920,0,0,0,0,0,14016,181984,1,639,848,1901,9.250,3.250,87.375,0.125,0,0.560,0.850,1.080,2574,6052,2,0,1,83,12,13,82,5255888896,2765877248,7952875520,11141308416
0,0,7,20,0,7,2,56,975,55,920,0,0,0,0,0,14048,181985,0,2216,2937,2377,11.221,3.453,85.203,0.123,0,0.680,0.870,1.080,2636,7875,1,0,8,83,12,13,82,5255651328,2765271040,7953719296,11140747264
0,0,7,20,0,7,2,56,975,55,920,0,0,0,0,0,14048,181986,0,7644,9482,6641,9.925,3.141,86.935,0,0,0.680,0.870,1.080,2761,7452,2,0,8,83,12,13,82,5257420800,2762842112,7954378752,11138445312
0,2605056,7,20,0,7,2,56,975,55,920,0,0,0,0,0,14048,183056,0,35742,57706,49135,10.063,3.648,86.164,0.126,0,0.680,0.870,1.080,4488,35238,3,0,0,83,12,13,82,5292752896,2723360768,7958528000,11132973056
0,12140544,7,20,0,7,2,56,975,55,920,0,0,0,0,0,14080,183083,0,727,3583,3360,12.940,2.764,84.045,0.251,0,0.680,0.870,1.080,2985,7775,2,0,0,83,12,13,82,5291462656,2722504704,7960674304,11138297856
0,0,7,20,0,7,2,56,975,55,920,0,0,0,0,0,14112,183083,0,310,631,708,8.668,3.518,87.814,0,0,0.680,0.870,1.080,2565,5801,3,0,0,83,12,13,82,5292654592,2721312768,7960674304,11137126400
0,598016,7,20,0,7,2,56,975,55,920,0,0,0,0,0,14048,183083,0,2016,2654,2423,9.494,4.069,86.313,0.123,0,0.940,0.920,1.100,2684,7189,3,0,8,83,12,13,82,5292830720,2721198080,7960612864,11137028096
0,0,7,20,0,7,2,56,975,55,920,0,0,0,0,0,14080,183056,0,1451,2160,5529,7.751,3.685,88.437,0.127,0,0.940,0.920,1.100,2522,6803,1,0,8,83,12,13,82,5287759872,2728042496,7958839296,11129860096
0,0,7,20,0,6,2,56,975,55,920,0,0,0,0,0,14080,183055,0,307,819,1621,9.136,3.004,87.860,0,0,0.940,0.920,1.100,2571,5897,3,0,0,83,12,13,82,5286227968,2729574400,7958839296,11128995840
0,5144576,7,20,0,6,2,56,975,55,920,0,0,0,0,0,14080,183054,0,6507,8643,7314,9.057,3.598,87.221,0.124,0,0.940,0.920,1.100,2636,6181,2,0,0,83,12,13,82,5275717632,2740498432,7958425600,11123208192
0,0,7,20,0,6,2,56,975,55,920,0,0,0,0,0,14048,183064,0,876,1401,1687,9.285,2.886,87.704,0.125,0,0.940,0.920,1.100,2545,5759,3,0,0,83,12,13,82,5276348416,2739728384,7958564864,11120308224
0,745472,7,20,0,7,2,56,975,55,920,0,0,0,0,0,14112,183095,0,2682,4318,4452,13.233,2.747,83.895,0.125,0,0.950,0.920,1.100,2913,9363,2,0,8,83,12,13,82,5269741568,2743296000,7961604096,11172954112
0,0,7,20,0,7,2,56,975,55,920,0,0,0,0,0,14048,183094,0,1765,2203,2992,9.913,4.585,85.502,0,0,0.950,0.920,1.100,2615,7087,3,0,9,83,12,13,82,5267075072,2745942016,7961624576,11172999168
0,0,7,20,1,7,1,56,975,55,920,0,0,0,0,0,14048,183067,0,344,689,1443,9.011,3.504,87.359,0.125,0,0.950,0.920,1.100,2550,6025,6,0,0,83,12,13,82,5269360640,2746327040,7958970368,11171192832
0,8716288,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14016,183065,0,268,1849,2171,8.706,4.104,87.189,0,0,0.950,0.920,1.100,2675,6580,2,0,0,83,12,13,82,5270114304,2745823232,7958720512,11170439168
0,884736,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14016,183065,0,233,1015,895,8.931,3.270,87.547,0.252,0,0.950,0.920,1.100,2704,6133,4,0,0,83,12,13,82,5270618112,2744958976,7959080960,11169566720
0,0,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14016,183064,0,1983,2525,2470,9.542,3.817,86.641,0,0,0.950,0.920,1.100,2619,6917,2,0,8,83,12,13,82,5270994944,2744475648,7959187456,11169107968
0,1482752,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14080,183066,0,8647,10363,17718,10.013,3.379,86.358,0.250,0,0.950,0.920,1.100,3041,9687,1,0,18,83,12,13,82,5240455168,2775449600,7958753280,11149352960
0,0,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14048,183105,0,2199,3659,2639,13.442,2.010,84.548,0,0,0.950,0.920,1.100,2883,7365,4,0,0,83,12,13,82,5242372096,2770407424,7961878528,11148713984
0,3399680,7,20,0,7,1,56,975,55,920,0,0,0,0,0,14048,183105,0,307,1206,1403,8.831,3.358,87.687,0.124,0,0.950,0.920,1.100,2575,5830,2,0,0,83,12,13,82,5242208256,2770530304,7961919488,11156869120
0,0,7,20,0,7,1,56,975,55,920,0,0,0,0,0,14080,183105,0,237,991,1220,8.521,3.008,88.471,0,0,0.950,0.920,1.100,2463,5736,3,0,0,83,12,13,82,5241827328,2770636800,7962193920,11156983808
0,0,7,20,0,7,1,56,975,55,920,0,0,0,0,0,14048,183074,0,2306,2694,2800,9.792,4.039,86.047,0.122,0,0.870,0.910,1.090,2568,6853,3,0,8,83,12,13,82,5241327616,2773004288,7960326144,11157233664
0,811008,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14080,183075,0,1553,2458,4666,11.125,4.203,84.549,0.124,0,0.870,0.910,1.090,2860,7981,1,0,8,83,12,13,82,5235273728,2779906048,7959478272,11170119680
0,0,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14048,183077,0,1759,2689,2168,9.962,3.153,86.885,0,0,0.870,0.910,1.090,2583,6339,2,0,1,83,12,13,82,5238087680,2777198592,7959371776,11167436800
0,5791744,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14016,183077,0,7111,9514,6872,10.453,4.282,85.139,0.126,0,0.870,0.910,1.090,2696,6498,3,1,1,83,12,13,82,5251035136,2764496896,7959126016,11154833408
0,786432,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14016,183116,0,2046,3503,4502,11.869,2.020,85.732,0.379,0,0.870,0.910,1.090,2930,8101,2,0,0,83,12,13,82,5240791040,2772140032,7961726976,11154870272
0,0,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14048,183114,0,2983,4209,3478,13.927,2.886,83.061,0.125,0,0.890,0.910,1.090,2926,7224,3,0,8,83,12,13,82,5240733696,2771963904,7961960448,11154931712
0,0,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14048,183115,0,1496,2138,2442,9.363,3.496,87.141,0,0,0.890,0.910,1.090,2663,7020,2,0,8,83,12,13,82,5242073088,2770300928,7962284032,11153272832
0,0,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14048,183086,0,299,1314,2362,9.136,3.254,87.484,0.125,0,0.890,0.910,1.090,2707,6065,2,0,0,83,12,13,82,5238345728,2777165824,7959146496,11158556672
0,8077312,7,20,0,7,1,56,975,55,920,0,0,0,0,0,14048,183086,0,1018,2906,2676,9.936,3.185,86.497,0.382,0,0.890,0.910,1.090,2646,6095,1,0,0,83,12,13,82,5243056128,2772213760,7959388160,11152822272
0,663552,7,20,0,7,1,56,975,55,920,0,0,0,0,0,14048,183087,0,248,944,812,9.975,3.242,86.783,0,0,0.890,0.910,1.090,2621,6037,2,0,0,83,12,13,82,5243711488,2771034112,7959912448,11151646720
0,0,7,20,0,7,1,56,975,55,920,0,0,0,0,0,14048,181977,0,1612,2262,7576,8.636,4.005,87.234,0.125,0,0.810,0.890,1.080,2618,7031,3,0,8,83,12,13,82,5229076480,2790989824,7954591744,11157225472
0,0,7,20,0,7,1,56,975,55,920,0,0,0,0,0,14016,182004,0,7362,9896,3729,13.500,2.625,83.875,0,0,0.810,0.890,1.080,2715,8834,5,0,8,83,12,13,82,5237108736,2781208576,7956377600,11154952192
0,1785856,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14048,182016,0,485,1157,1033,10.612,3.371,85.893,0.125,0,0.810,0.890,1.080,2607,6681,5,0,0,83,12,13,82,5237903360,2780008448,7956783104,11155210240
0,368640,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14016,182017,0,305,990,1183,9.136,3.504,87.109,0.250,0,0.810,0.890,1.080,2548,5858,5,0,0,83,12,13,82,5239095296,2778587136,7957012480,11153756160
0,21766144,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14016,181989,0,460,3859,5943,8.701,4.414,86.381,0.504,0,0.810,0.890,1.080,3324,10148,2,0,0,83,12,13,82,5240934400,2779025408,7954825216,11147018240
0,0,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14080,181986,0,2414,3506,3875,9.148,3.133,87.719,0,0,0.750,0.880,1.080,2631,7172,2,0,8,83,12,13,82,5243568128,2776723456,7954493440,11144744960
0,0,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14048,181986,0,2075,2257,2668,9.950,3.856,86.070,0.124,0,0.750,0.880,1.080,2757,7054,3,0,9,83,12,13,82,5245231104,2775289856,7954264064,11148910592
0,761856,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14048,181986,0,348,2057,1830,9.536,3.011,87.077,0.376,0,0.750,0.880,1.080,2619,6393,3,0,0,83,12,13,82,5245657088,2774093824,7955034112,11147776000
0,0,7,20,0,7,1,56,975,55,920,0,0,0,0,0,14080,182015,0,7274,9997,2686,12.547,2.857,84.472,0.124,0,0.750,0.880,1.080,2667,7627,3,0,0,83,12,13,82,5263757312,2752802816,7958224896,11130441728
0,7020544,7,20,0,7,1,56,975,55,920,0,0,0,0,0,14496,182427,0,1685,9767,9767,9.608,3.666,86.726,0,0,0.750,0.880,1.080,3121,10100,3,0,0,83,12,13,82,5263728640,2752757760,7958298624,11131191296
0,0,7,20,0,7,1,56,975,55,920,0,0,0,0,0,14080,183084,0,36236,50938,16476,10.037,4.089,85.750,0.124,0,0.690,0.860,1.070,3146,32862,3,0,8,83,12,13,82,5397905408,2614812672,7962066944,10999246848
0,0,7,20,0,7,1,56,975,55,920,0,0,0,0,0,14112,183056,0,1565,2257,2709,9.738,3.995,86.267,0,0,0.690,0.860,1.070,2615,6935,2,0,8,83,12,13,82,5401010176,2613628928,7960145920,10995957760
0,2686976,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14080,183058,0,288,1202,1230,9.418,3.717,86.741,0.124,0,0.690,0.860,1.070,2755,6772,2,0,0,83,12,13,82,5401640960,2612981760,7960158208,10995085312
0,0,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14048,183057,0,276,776,1265,9.340,3.736,86.924,0,0,0.690,0.860,1.070,2538,5717,2,0,0,83,12,13,82,5400166400,2614910976,7959703552,10997030912
0,6356992,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14080,183056,0,440,1588,1588,9.418,4.957,85.502,0.124,0,0.690,0.860,1.070,2585,6127,4,0,0,83,12,13,82,5400219648,2614919168,7959642112,10997043200
0,663552,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14048,183084,0,1972,3593,6185,12.500,2.750,84.625,0.125,0,0.710,0.870,1.070,2851,8484,2,0,8,83,12,13,82,5385179136,2626961408,7962640384,11015565312
0,0,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14048,183083,0,5825,7529,5540,10.688,3.686,85.504,0.123,0,0.710,0.870,1.070,2583,7357,2,0,8,83,12,13,82,5394493440,2617552896,7962734592,11015548928
0,2351104,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14080,183093,0,957,1950,1366,9.975,3.491,86.284,0.249,0,0.710,0.870,1.070,2640,6029,3,0,0,83,12,13,82,5388087296,2624348160,7962345472,11014750208
32768,0,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14080,183094,1,766,979,3530,9.838,3.736,86.426,0,0,0.710,0.870,1.070,2638,6559,3,0,1,83,12,13,82,5386874880,2625536000,7962370048,11014098944
0,9068544,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14048,183066,0,241,1970,2516,9.560,3.774,86.541,0.126,0,0.710,0.870,1.070,2666,6095,3,0,0,83,12,13,82,5389950976,2624380928,7960449024,11010564096
0,0,7,20,0,7,1,56,975,55,920,0,0,0,0,0,14016,183065,0,2361,2863,2685,10.062,3.602,86.211,0.124,0,0.660,0.850,1.070,2764,7024,1,0,8,83,12,13,82,5390843904,2623475712,7960461312,11009818624
0,0,7,20,0,7,1,56,975,55,920,0,0,0,0,0,14048,183065,0,1513,2154,2357,10.061,3.804,86.135,0,0,0.660,0.850,1.070,2749,7053,1,0,8,83,12,13,82,5391241216,2623590400,7959949312,11009945600
0,1032192,7,20,0,7,1,56,975,55,920,0,0,0,0,0,14048,183093,0,1623,2909,2372,13.574,1.993,84.184,0.249,0,0.660,0.850,1.070,2866,7463,3,0,0,83,12,13,82,5385981952,2626310144,7962488832,11011170304
0,0,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14048,183095,0,5563,7414,5450,10.013,3.630,86.233,0.125,0,0.660,0.850,1.070,2619,6956,2,0,0,83,12,13,82,5392846848,2618781696,7963152384,10996703232
0,7946240,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14016,183095,0,200,1683,2060,9.148,2.882,87.845,0.125,0,0.660,0.850,1.070,2559,5926,3,0,0,83,12,13,82,5389541376,2622148608,7963090944,11016581120
0,0,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14048,183103,0,1308,1854,2856,8.500,3.750,87.750,0,0,0.600,0.840,1.060,2640,6737,3,0,7,83,12,13,82,5389864960,2622185472,7962730496,11016589312
0,0,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14048,183077,0,2279,3147,3313,9.565,4.472,85.963,0,0,0.600,0.840,1.060,2728,7256,2,0,9,83,12,13,82,5393199104,2619670528,7961911296,11011682304
0,729088,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14016,183077,0,208,779,966,10.345,3.571,85.837,0.246,0,0.600,0.840,1.060,2636,6215,3,0,0,83,12,13,82,5392850944,2620018688,7961911296,11011919872
0,0,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14016,183076,0,224,721,1082,10.409,3.222,86.369,0,0,0.600,0.840,1.060,2563,5696,4,0,0,83,12,13,82,5394927616,2619572224,7960281088,11011473408
0,409600,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14016,183102,0,1112,2489,4565,13.574,2.366,83.935,0.125,0,0.600,0.840,1.060,2729,7346,2,0,0,83,12,13,82,5381668864,2630344704,7962767360,11010977792
0,0,7,20,0,8,1,56,975,55,920,0,0,0,0,0,14016,183104,0,1294,1621,1087,10.546,3.722,85.732,0,0,0.640,0.840,1.060,2587,5915,1,0,1,83,12,13,82,5382914048,2628505600,7963361280,11009150976
0,0,7,20,0,7,1,56,975,55,920,0,0,0,0,0,14016,183104,0,8700,10495,7710,9.950,4.478,85.448,0.124,0,0.640,0.840,1.060,2884,8474,2,0,16,83,12,13,82,5392891904,2618368000,7963521024,11001442304
