"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/io_unix_aio_time_fs_vm-adv_tcp_zones_mem_raw_swap.csv --io --unix --aio --time --fs --vm-adv --tcp --zones --mem --raw --swap 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"io/total",,"unix sockets",,,,"async","system","filesystem",,"advanced virtual memory",,,,,"tcp sockets",,,,,"zones memory",,,,"memory usage",,,,"raw","swap",
0,84,56,975,55,920,0,Mar-23 13:46:54,14080,183054,0,0,0,0,0,7,20,0,6,2,159767,3141,505972,22688,5275717632,2740498432,7958425600,11123208192,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:46:55,14048,183064,0,0,0,0,0,7,20,0,6,2,159767,3141,505784,22688,5276348416,2739728384,7958564864,11120308224,0,108527616,914878464
0,22,56,975,55,920,0,Mar-23 13:46:56,14112,183095,0,0,0,0,0,7,20,0,7,2,159767,3141,506655,22688,5269741568,2743296000,7961604096,11172954112,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:46:57,14048,183094,0,0,0,0,0,7,20,0,7,2,159767,3141,507301,22688,5267075072,2745942016,7961624576,11172999168,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:46:58,14048,183081,0,0,0,0,0,7,21,1,7,1,159767,3141,507395,22688,5269360640,2746327040,7958970368,11171192832,0,108527616,914878464
0,172,56,975,55,920,0,Mar-23 13:46:59,14016,183065,0,0,0,0,0,7,20,0,8,1,159767,3141,507272,22688,5270114304,2745823232,7958720512,11170439168,0,108527616,914878464
0,46,56,975,55,920,0,Mar-23 13:47:00,14016,183065,0,0,0,0,0,7,20,0,8,1,159767,3141,507056,22688,5270642688,2744938496,7959076864,11169546240,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:01,14016,183064,0,0,0,0,0,7,20,0,8,1,159767,3141,506943,22688,5270994944,2744475648,7959187456,11169107968,0,108527616,914878464
0,270,56,975,55,920,0,Mar-23 13:47:02,14080,183066,0,0,0,0,0,7,20,0,8,1,159767,3141,514568,22688,5240197120,2775707648,7958753280,11149611008,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:03,14048,183105,0,0,0,0,0,7,20,0,8,1,159767,3141,513323,22688,5242179584,2770608128,7961870336,11148914688,0,108527616,914878464
0,42,56,975,55,920,0,Mar-23 13:47:04,14048,183105,0,0,0,0,0,7,20,0,7,1,159767,3141,513304,22688,5242208256,2770530304,7961919488,11156869120,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:05,14080,183105,0,0,0,0,0,7,20,0,7,1,159767,3141,513330,22688,5241827328,2770636800,7962193920,11156983808,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:06,14048,183074,0,0,0,0,0,7,20,0,7,1,159767,3141,513908,22688,5241327616,2773004288,7960326144,11157233664,0,108527616,914878464
0,16,56,975,55,920,0,Mar-23 13:47:07,14080,183075,0,0,0,0,0,7,20,0,8,1,159767,3141,515649,22688,5235044352,2780135424,7959478272,11170349056,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:08,14048,183077,0,0,0,0,0,7,20,0,8,1,159767,3141,514932,22688,5238087680,2777198592,7959371776,11167436800,0,108527616,914878464
0,102,56,975,55,920,0,Mar-23 13:47:09,14016,183077,0,0,0,0,0,7,20,0,8,1,159767,3141,511831,22688,5251035136,2764496896,7959126016,11154833408,0,108527616,914878464
0,168,56,975,55,920,0,Mar-23 13:47:10,14016,183116,0,0,0,0,0,7,20,0,8,1,159767,3141,513697,22688,5240791040,2772140032,7961726976,11154870272,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:11,14048,183114,0,0,0,0,0,7,20,0,8,1,159767,3141,513654,22688,5240733696,2771963904,7961960448,11154931712,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:12,14048,183115,0,0,0,0,0,7,20,0,8,1,159767,3141,513248,22688,5242073088,2770300928,7962284032,11153272832,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:13,14048,183086,0,0,0,0,0,7,20,0,8,1,159767,3141,514924,22688,5238345728,2777165824,7959146496,11158556672,0,108527616,914878464
0,68,56,975,55,920,0,Mar-23 13:47:14,14048,183086,0,0,0,0,0,7,20,0,7,1,159767,3141,513904,22688,5242281984,2772987904,7959388160,11153596416,0,108527616,914878464
0,20,56,975,55,920,0,Mar-23 13:47:15,14048,183087,0,0,0,0,0,7,20,0,7,1,159767,3141,513427,22688,5243711488,2771034112,7959912448,11151646720,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:16,14048,181977,0,0,0,0,0,7,20,0,7,1,159767,3141,518299,22688,5229076480,2790989824,7954591744,11157225472,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:17,14016,182004,0,0,0,0,0,7,20,0,7,1,159767,3141,515911,22688,5237108736,2781208576,7956377600,11154952192,0,108527616,914878464
0,34,56,975,55,920,0,Mar-23 13:47:18,14048,182016,0,0,0,0,0,7,20,0,8,1,159767,3141,515618,22688,5237903360,2780008448,7956783104,11155210240,0,108527616,914878464
0,58,56,975,55,920,0,Mar-23 13:47:19,14016,182017,0,0,0,0,0,7,20,0,8,1,159767,3141,515271,22688,5239095296,2778587136,7957012480,11153756160,0,108527616,914878464
0,1022,56,975,55,920,0,Mar-23 13:47:20,14016,181989,0,0,0,0,0,7,20,0,8,1,159767,3141,515441,22688,5240676352,2779283456,7954825216,11147276288,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:21,14080,181986,0,0,0,0,0,7,20,0,8,1,159767,3141,514816,22688,5243568128,2776723456,7954493440,11144744960,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:22,14048,181986,0,0,0,0,0,7,20,0,8,1,159767,3141,514466,22688,5245231104,2775289856,7954264064,11148910592,0,108527616,914878464
0,150,56,975,55,920,0,Mar-23 13:47:23,14048,181986,0,0,0,0,0,7,20,0,8,1,159767,3141,514174,22688,5245657088,2774093824,7955034112,11147776000,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:24,14080,182015,0,0,0,0,0,7,20,0,7,1,159767,3141,508976,22688,5263757312,2752802816,7958224896,11130441728,0,108527616,914878464
0,502,56,975,55,920,0,Mar-23 13:47:25,14496,182413,0,0,0,0,0,7,20,0,7,1,159767,3141,508965,22688,5263728640,2752757760,7958298624,11131191296,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:26,14080,183084,0,0,0,0,0,7,20,0,7,1,159767,3141,475287,22688,5397905408,2614812672,7962066944,10999246848,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:27,14112,183056,0,0,0,0,0,7,20,0,7,1,159767,3141,474998,22688,5401010176,2613628928,7960145920,10995957760,0,108527616,914878464
0,38,56,975,55,920,0,Mar-23 13:47:28,14080,183058,0,0,0,0,0,7,20,0,8,1,159767,3141,474896,22688,5401411584,2613211136,7960158208,10995314688,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:29,14048,183057,0,0,0,0,0,7,20,0,8,1,159767,3141,475370,22688,5399924736,2615152640,7959703552,10997272576,0,108527616,914878464
0,228,56,975,55,920,0,Mar-23 13:47:30,14080,183056,0,0,0,0,0,7,20,0,8,1,159767,3141,475313,22688,5400219648,2614919168,7959642112,10997043200,0,108527616,914878464
0,36,56,975,55,920,0,Mar-23 13:47:31,14048,183084,0,0,0,0,0,7,20,0,8,1,159767,3141,478253,22688,5385179136,2626961408,7962640384,11015565312,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:32,14048,183083,0,0,0,0,0,7,20,0,8,1,159767,3141,476012,22688,5394264064,2617782272,7962734592,11015778304,0,108527616,914878464
0,96,56,975,55,920,0,Mar-23 13:47:33,14080,183093,0,0,0,0,0,7,20,0,8,1,159767,3141,475599,22688,5396344832,2616090624,7962345472,11014434816,0,108527616,914878464
8,0,56,975,55,920,0,Mar-23 13:47:34,14080,183094,0,0,0,0,0,7,20,0,8,1,159767,3141,477905,22688,5386874880,2625536000,7962370048,11014098944,0,108527616,914878464
0,128,56,975,55,920,0,Mar-23 13:47:35,14048,183067,0,0,0,0,0,7,20,0,8,1,159767,3141,477623,22688,5389950976,2624380928,7960449024,11010564096,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:36,14016,183065,0,0,0,0,0,7,20,0,7,1,159767,3141,477521,22688,5390356480,2623963136,7960461312,11010289664,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:37,14048,183065,0,0,0,0,0,7,20,0,7,1,159767,3141,477430,22688,5391241216,2623590400,7959949312,11009945600,0,108527616,914878464
0,166,56,975,55,920,0,Mar-23 13:47:38,14048,183093,0,0,0,0,0,7,20,0,7,1,159767,3141,478094,22688,5385981952,2626310144,7962488832,11011170304,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:39,14048,183095,0,0,0,0,0,7,20,0,8,1,159767,3141,476256,22688,5392846848,2618781696,7963152384,10996703232,0,108527616,914878464
0,74,56,975,55,920,0,Mar-23 13:47:40,14016,183095,0,0,0,0,0,7,20,0,8,1,159767,3141,476428,22688,5392203776,2619486208,7963090944,10996613120,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:41,14048,183108,0,0,0,0,0,7,20,0,8,1,159767,3141,477087,22688,5389864960,2622185472,7962730496,11016589312,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:42,14048,183077,0,0,0,0,0,7,20,0,8,1,159767,3141,476596,22688,5392953344,2619916288,7961911296,11011928064,0,108527616,914878464
0,32,56,975,55,920,0,Mar-23 13:47:43,14016,183077,0,0,0,0,0,7,20,0,8,1,159767,3141,476558,22688,5392850944,2620018688,7961911296,11011911680,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:44,14016,183074,0,0,0,0,0,7,20,0,8,1,159767,3141,476449,22688,5394927616,2619572224,7960281088,11011473408,0,108527616,914878464
0,24,56,975,55,920,0,Mar-23 13:47:45,14016,183102,0,0,0,0,0,7,20,0,8,1,159767,3141,479079,22688,5381705728,2630344704,7962730496,11010949120,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:46,14016,183104,0,0,0,0,0,7,20,0,8,1,159767,3141,478630,22688,5382914048,2628505600,7963361280,11009150976,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:47,14016,183104,0,0,0,0,0,7,20,0,7,1,159767,3141,476215,22688,5392646144,2618613760,7963521024,11001688064,0,108527616,914878464
0,34,56,975,55,920,0,Mar-23 13:47:48,13984,183084,0,0,0,0,0,7,20,0,7,1,159767,3141,476954,22688,5392351232,2621640704,7960788992,11005935616,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:49,13984,183084,0,0,0,0,0,7,20,0,7,1,159767,3141,476757,22688,5393313792,2620833792,7960633344,11004948480,0,108527616,914878464
0,82,56,975,55,920,0,Mar-23 13:47:50,13952,183086,0,0,0,0,0,7,20,0,8,1,159767,3141,477046,22688,5391863808,2622017536,7960899584,11006132224,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:51,13984,183087,0,0,0,0,0,7,20,0,8,1,159767,3141,476804,22688,5392596992,2621026304,7961157632,11005140992,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:52,14048,183112,0,0,0,0,0,7,20,0,8,1,159767,3141,476974,22688,5389881344,2621722624,7963176960,11013685248,0,108527616,914878464
0,24,56,975,55,920,0,Mar-23 13:47:53,14080,183109,0,0,0,0,0,7,20,0,8,1,159767,3141,477135,22688,5389291520,2622382080,7963107328,11014348800,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:54,14080,182000,0,0,0,0,0,7,20,0,8,1,159767,3141,479311,22688,5385027584,2631294976,7958458368,11016089600,0,108527616,914878464
0,310,56,975,55,920,0,Mar-23 13:47:55,14080,182001,0,0,0,0,0,7,20,0,8,1,159767,3141,479620,22688,5383749632,2632560640,7958470656,11017322496,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:56,14048,182010,0,0,0,0,0,7,20,0,8,1,159767,3141,482121,22688,5373677568,2642804736,7958298624,11169140736,0,108527616,914878464
0,30,56,975,55,920,0,Mar-23 13:47:57,14080,181983,0,0,0,0,0,7,20,0,7,1,159767,3141,481530,22688,5378494464,2640384000,7955902464,11164594176,0,108527616,914878464
0,128,56,975,55,920,0,Mar-23 13:47:58,14080,181986,0,0,0,0,0,7,20,0,7,1,159767,3141,482252,22688,5375275008,2643341312,7956164608,11167375360,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:47:59,14080,182011,0,0,0,0,0,7,20,0,7,1,159767,3141,482397,22688,5372231680,2643935232,7958614016,11171762176,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:00,14080,182014,0,0,0,0,0,7,20,0,8,1,159767,3141,482299,22688,5373149184,2643533824,7958097920,11172163584,0,108527616,914878464
0,974,56,975,55,920,0,Mar-23 13:48:01,14048,182016,0,0,0,0,0,7,20,0,7,1,159767,3141,481151,22688,5376208896,2638831616,7959670784,11167334400,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:02,14080,182015,0,0,0,0,0,7,20,0,7,1,159767,3141,476645,22688,5394571264,2620375040,7959764992,11148972032,0,108527616,914878464
0,22,56,975,55,920,0,Mar-23 13:48:03,14048,183083,0,0,0,0,0,7,20,0,7,1,159767,3141,442593,22688,5530501120,2480898048,7963312128,11013341184,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:04,14048,183055,0,0,0,0,0,7,20,0,7,1,159767,3141,442362,22688,5533843456,2479951872,7960915968,11010002944,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:05,14048,183053,0,0,0,0,0,7,20,0,7,1,159767,3141,441946,22688,5535023104,2478247936,7961440256,11025981440,0,108527616,914878464
0,192,56,975,55,920,0,Mar-23 13:48:06,14048,183082,0,0,0,0,0,7,20,0,7,1,159767,3141,440288,22688,5539311616,2471456768,7963942912,11022843904,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:07,14016,183088,0,0,0,0,0,7,20,0,6,1,159767,3141,439798,22688,5541801984,2469449728,7963459584,11020877824,0,108527616,914878464
0,70,56,975,55,920,0,Mar-23 13:48:08,14016,183080,0,0,0,0,0,7,20,0,6,1,159767,3141,439322,22688,5543804928,2467500032,7963406336,11018956800,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:09,14016,183081,0,0,0,0,0,7,20,0,6,1,159767,3141,435460,22688,5559160832,2451681280,7963869184,11001544704,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:10,14016,183053,0,0,0,0,0,7,20,0,6,1,159767,3141,435219,22688,5562314752,2450694144,7961702400,10998042624,0,108527616,914878464
2,146,56,975,55,920,0,Mar-23 13:48:11,13984,183064,0,0,0,0,0,7,20,0,7,1,159767,3141,477703,22688,5388668928,2624708608,7961333760,11006177280,0,108527616,914878464
0,140,56,975,55,920,0,Mar-23 13:48:12,14016,183063,0,0,0,0,0,7,20,0,7,1,159767,3141,477118,22688,5391011840,2622312448,7961387008,11003502592,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:13,14016,183091,0,0,0,0,0,7,20,0,7,1,159767,3141,476574,22688,5390290944,2620084224,7964336128,11051630592,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:14,14016,183091,0,0,0,0,0,7,20,0,7,1,159767,3141,476462,22688,5390745600,2619625472,7964340224,11051175936,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:15,14016,183090,0,0,0,0,0,7,20,0,7,1,159767,3141,476364,22688,5391671296,2619224064,7963815936,11050758144,0,108527616,914878464
0,42,56,975,55,920,0,Mar-23 13:48:16,14048,183044,0,0,0,0,0,7,20,0,7,1,159767,3141,476341,22688,5393166336,2619129856,7962415104,11049263104,0,108527616,914878464
0,12,56,975,55,920,0,Mar-23 13:48:17,14080,183065,0,0,0,0,0,7,20,0,7,1,159767,3141,470452,22688,5417328640,2595008512,7962370048,11025494016,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:18,14048,183075,0,0,0,0,0,7,20,0,7,1,159767,3141,471321,22688,5413888000,2598567936,7962251264,11024240640,0,108527616,914878464
0,64,56,975,55,920,0,Mar-23 13:48:19,14048,183075,0,0,0,0,0,7,20,0,6,1,159767,3141,471028,22688,5414559744,2597367808,7962779648,11023093760,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:20,14016,183104,0,0,0,0,0,7,20,0,6,1,159767,3141,470489,22688,5414248448,2595160064,7965298688,11044331520,0,108527616,914878464
0,40,56,975,55,920,0,Mar-23 13:48:21,14016,183106,0,0,0,0,0,7,22,0,6,0,159767,3141,471052,22688,5412421632,2597466112,7964819456,11055460352,0,108527616,914878464
0,64,56,975,55,920,0,Mar-23 13:48:22,14080,183105,0,0,0,0,0,7,22,0,7,0,159767,3141,470515,22688,5414625280,2595266560,7964815360,11053215744,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:23,14080,183076,0,0,0,0,0,7,22,0,7,0,159767,3141,470284,22688,5418483712,2594320384,7961903104,11049881600,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:24,14080,183075,0,0,0,0,0,7,22,0,7,0,159767,3141,464489,22688,5442191360,2570584064,7961931776,11023896576,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:25,14112,183078,0,0,0,0,0,7,22,0,7,0,159767,3141,464193,22688,5442834432,2569371648,7962501120,11022721024,0,108527616,914878464
0,66,56,975,55,920,0,Mar-23 13:48:26,14112,183088,0,0,0,0,0,7,22,0,7,0,159767,3141,464302,22688,5442174976,2569818112,7962714112,11023056896,0,108527616,914878464
0,52,56,975,55,920,0,Mar-23 13:48:27,14048,183117,0,0,0,0,0,7,24,0,7,0,159767,3141,475299,22688,5395329024,2614861824,7964516352,11116556288,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:28,14080,183117,0,0,0,0,0,7,24,0,7,0,159767,3141,475075,22688,5395890176,2613944320,7964872704,11115950080,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:29,14048,183117,0,0,0,0,0,7,24,0,7,0,159767,3141,474907,22688,5396307968,2613256192,7965143040,11115274240,0,108527616,914878464
0,0,56,977,55,922,0,Mar-23 13:48:30,14048,183119,0,0,0,0,0,7,24,0,6,0,159767,3141,474795,22688,5397278720,2612797440,7964631040,11114827776,0,108527616,914878464
0,290,56,975,55,920,0,Mar-23 13:48:31,14016,183116,0,0,0,0,0,7,24,0,6,0,159767,3141,474972,22688,5396549632,2613522432,7964635136,11115556864,0,108527616,914878464
0,26,56,975,55,920,0,Mar-23 13:48:32,14048,181979,0,0,0,0,0,7,24,0,6,0,159767,3141,497645,22688,5310959616,2706391040,7957356544,11113836544,0,108527616,914878464
0,12,56,975,55,920,0,Mar-23 13:48:33,14048,181989,0,0,0,0,0,7,24,0,7,0,159767,3141,497496,22688,5311385600,2705780736,7957540864,11133767680,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:34,14080,182018,0,0,0,0,0,7,24,0,7,0,159767,3141,499209,22688,5302218752,2712797184,7959691264,11139235840,0,108527616,914878464
8,0,56,975,55,920,0,Mar-23 13:48:35,14048,182019,0,0,0,0,0,7,24,0,8,0,159767,3141,499192,22688,5301346304,2712727552,7960649728,11139153920,0,108527616,914878464
0,2372,56,975,55,920,0,Mar-23 13:48:36,14048,182020,0,0,0,0,0,7,24,0,7,0,159767,3141,505322,22688,5275643904,2737836032,7961243648,11159478272,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:37,14048,181991,0,0,0,0,0,7,24,0,7,0,159767,3141,505077,22688,5279363072,2736832512,7958528000,11155845120,0,108527616,914878464
0,20,56,985,55,930,0,Mar-23 13:48:38,14080,182081,0,0,0,0,0,7,24,0,7,0,159767,3141,498692,22688,5296672768,2710679552,7967371264,11129778176,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:39,14112,181922,0,0,0,0,0,7,24,0,7,0,159767,3141,505497,22688,5272244224,2738552832,7963926528,11140460544,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:40,14080,181926,0,0,0,0,0,7,25,0,6,0,159767,3141,499168,22688,5297262592,2712629248,7964831744,11114807296,0,108527616,914878464
0,108,56,975,55,920,0,Mar-23 13:48:41,14048,183021,0,0,0,0,0,7,25,0,6,0,159767,3141,473279,22688,5399097344,2606587904,7969038336,10987769856,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:42,14016,183020,0,0,0,0,0,7,25,0,6,0,159767,3141,472280,22688,5403914240,2602496000,7968313344,10983796736,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:43,14048,183021,0,0,0,0,0,7,25,0,6,0,159767,3141,471931,22688,5405044736,2601066496,7968612352,10982371328,0,108527616,914878464
0,30,56,975,55,920,0,Mar-23 13:48:44,14048,183017,0,0,0,0,0,7,25,0,7,0,159767,3141,473350,22688,5399216128,2606878720,7968628736,10988388352,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:45,14016,182989,0,0,0,0,0,7,25,0,7,0,159767,3141,473175,22688,5401972736,2606161920,7966588928,10985279488,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:46,14048,182988,0,0,0,0,0,7,25,0,7,0,159767,3141,472527,22688,5405368320,2603507712,7965847552,10984042496,0,108527616,914878464
0,124,56,975,55,920,0,Mar-23 13:48:47,14016,183036,0,0,0,0,0,7,25,0,7,0,159767,3141,471451,22688,5409411072,2599100416,7966212096,11001892864,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:48,14048,183025,0,0,0,0,0,7,25,0,7,0,159767,3141,474445,22688,5394317312,2611363840,7969042432,11014688768,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:49,14080,183025,0,0,0,0,0,7,25,0,7,0,159767,3141,474333,22688,5395300352,2610905088,7968518144,11014230016,0,108527616,914878464
0,70,56,975,55,920,0,Mar-23 13:48:50,14080,183025,0,0,0,0,0,7,25,0,6,0,159767,3141,474221,22688,5395697664,2610446336,7968579584,11013828608,0,108527616,914878464
0,38,56,975,55,920,0,Mar-23 13:48:51,14112,183026,0,0,0,0,0,7,25,0,6,0,159767,3141,473801,22688,5397139456,2608726016,7968858112,11013722112,0,108527616,914878464
0,170,56,975,55,920,0,Mar-23 13:48:52,14080,182998,0,0,0,0,0,7,25,0,6,0,159767,3141,473244,22688,5401505792,2606444544,7966773248,11008872448,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:53,14112,182998,0,0,0,0,0,7,25,0,6,0,159767,3141,473089,22688,5402718208,2605809664,7966195712,11008167936,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:54,14080,182998,0,0,0,0,0,7,25,0,7,0,159767,3141,468399,22688,5421699072,2586599424,7966425088,10989649920,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:55,14048,183027,0,0,0,0,0,7,25,0,7,0,159767,3141,468636,22688,5417828352,2587570176,7969325056,11138392064,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:56,14048,183038,0,0,0,0,0,7,25,0,7,0,159767,3141,468230,22688,5418373120,2585907200,7970443264,11137937408,0,108527616,914878464
0,60,56,975,55,920,0,Mar-23 13:48:57,14048,183036,0,0,0,0,0,7,25,0,7,0,159767,3141,469264,22688,5414322176,2590142464,7970258944,11146252288,0,108527616,914878464
0,2,56,975,55,920,0,Mar-23 13:48:58,14080,183034,0,0,0,0,0,7,25,0,7,0,159767,3141,468679,22688,5418082304,2587746304,7968894976,11143643136,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:48:59,14080,183008,0,0,0,0,0,7,25,0,7,0,159767,3141,469029,22688,5418442752,2589179904,7967100928,11142705152,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:00,14048,183008,0,0,0,0,0,7,25,0,6,0,159767,3141,469051,22688,5419298816,2589270016,7966154752,11137355776,0,108527616,914878464
0,30,56,975,55,920,0,Mar-23 13:49:01,14080,183007,0,0,0,0,0,7,25,0,6,0,159767,3141,468742,22688,5421166592,2588004352,7965552640,11136090112,0,108527616,914878464
0,160,56,975,55,920,0,Mar-23 13:49:02,14112,183035,0,0,0,0,0,7,25,0,6,0,159767,3141,466702,22688,5426905088,2579648512,7968169984,11126218752,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:03,14048,183043,0,0,0,0,0,7,25,0,6,0,159767,3141,466166,22688,5428645888,2577453056,7968641024,11124256768,0,108527616,914878464
0,56,56,975,55,920,0,Mar-23 13:49:04,14048,183044,0,0,0,0,0,7,25,0,6,0,159767,3141,466015,22688,5429108736,2576834560,7968796672,11123744768,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:05,14048,183036,0,0,0,0,0,7,25,0,7,0,159767,3141,465871,22688,5429960704,2576244736,7968534528,11123159040,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:06,14016,183008,0,0,0,0,0,7,25,0,7,0,159767,3141,465507,22688,5434105856,2574753792,7965880320,11119271936,0,108527616,914878464
0,442,56,975,55,920,0,Mar-23 13:49:07,14048,183008,0,0,0,0,0,7,25,0,7,0,159767,3141,465601,22688,5433196544,2575138816,7966404608,11119661056,0,108527616,914878464
0,218,56,975,55,920,0,Mar-23 13:49:08,14048,181900,0,0,0,0,0,7,25,0,7,0,159767,3141,508995,22688,5262553088,2752880640,7959306240,11163004928,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:09,14080,181926,0,0,0,0,0,7,25,0,7,0,159767,3141,503842,22688,5281935360,2731773952,7961022464,11143266304,0,108527616,914878464
0,56,56,975,55,920,0,Mar-23 13:49:10,14048,181925,0,0,0,0,0,7,25,0,7,0,159767,3141,503765,22688,5282250752,2731458560,7961022464,11142971392,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:11,14048,181936,0,0,0,0,0,7,25,0,7,0,159767,3141,505378,22688,5275181056,2738065408,7961485312,11141066752,0,108527616,914878464
2,2170,56,975,55,920,0,Mar-23 13:49:12,14080,181936,0,0,0,0,0,7,25,0,8,0,159767,3141,503998,22688,5280710656,2732412928,7961608192,11135459328,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:13,14080,181935,0,0,0,0,0,7,25,0,7,0,159767,3141,505810,22688,5273796608,2739834880,7961100288,11142893568,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:14,14080,181907,0,0,0,0,0,7,25,0,7,0,159767,3141,505788,22688,5276291072,2739744768,7958695936,11140395008,0,108527616,914878464
0,22,56,975,55,920,0,Mar-23 13:49:15,14112,181910,0,0,0,0,0,7,25,0,7,0,159767,3141,505257,22688,5276819456,2737569792,7960342528,11138228224,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:16,14112,181939,0,0,0,0,0,7,24,1,8,1,159767,3141,508759,22688,5259976704,2751913984,7962841088,11136806912,0,108527616,914878464
0,46,56,975,55,920,0,Mar-23 13:49:17,14112,181938,0,0,0,0,0,7,25,0,9,0,159767,3141,503833,22688,5281468416,2731737088,7961526272,11116855296,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:49:18,14112,181936,0,0,0,0,0,7,25,0,9,0,159767,3141,503876,22688,5281378304,2731913216,7961440256,11117010944,0,108527616,914878464
