"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/page_vm-adv_unix_lock_ipc_swap_net_tcp_sys_raw_aio_zones.csv --page --vm-adv --unix --lock --ipc --swap --net --tcp --sys --raw --aio --zones 1 600",,,,"Date:","22 Mar 2023 21:32:08 -03"
"paging",,"advanced virtual memory",,,,,"unix sockets",,,,"file locks",,,,"sysv ipc",,,"swap",,"net/total",,"tcp sockets",,,,,"system",,"raw","async","zones memory",,,
0,0,0,0,0,0,0,56,870,54,816,56,12,10,58,0,0,6,1835008,1021571072,17639,4783,7,13,1,7,0,1085,2722,0,0,310354,3141,164115,22176
0,0,0,0,0,0,0,56,870,54,816,56,12,10,58,0,0,6,1835008,1021571072,0,564,7,13,1,7,0,1588,2770,0,0,310354,3141,163989,22176
0,0,0,0,0,0,0,56,870,54,816,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,1,7,0,1787,4000,0,0,310354,3141,163866,22176
0,0,0,0,0,0,0,56,870,54,816,56,12,10,58,0,0,6,1835008,1021571072,167,393,7,13,1,7,0,1670,2924,0,0,310354,3141,164001,22176
0,0,0,0,0,0,0,56,870,54,816,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,1,7,0,1531,2729,0,0,310354,3141,163949,22176
0,0,0,0,0,0,0,56,870,54,816,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,1,7,0,1801,4069,0,0,310354,3141,163949,22176
0,0,0,0,0,0,0,56,870,54,816,56,12,10,58,0,0,6,1835008,1021571072,596,570,7,13,1,6,0,1656,2890,0,0,310354,3141,163638,22176
0,0,0,0,0,0,0,56,870,54,816,56,12,10,58,0,0,6,1835008,1021571072,0,206,7,13,1,6,0,1778,4093,0,0,310354,3141,163600,22176
0,0,0,0,0,0,0,56,870,54,816,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,1,5,0,1633,2947,0,0,310354,3141,163343,22176
0,0,0,0,0,0,0,56,870,54,816,56,12,10,58,0,0,6,1835008,1021571072,16512,5901,7,13,1,6,0,1776,3763,0,0,310354,3141,163240,22176
0,0,0,0,0,0,0,56,870,54,816,56,12,10,58,0,0,6,1835008,1021571072,16395,3524,7,13,1,7,0,2051,5628,0,0,310354,3141,163409,22176
0,0,0,0,0,0,0,56,870,54,816,56,12,10,58,0,0,6,1835008,1021571072,16146,3246,7,13,1,7,0,1663,2854,0,0,310354,3141,163413,22176
0,0,0,0,0,0,0,56,870,54,816,56,12,10,58,0,0,6,1835008,1021571072,56,74,7,13,1,7,0,1887,4433,0,0,310354,3141,163353,22176
0,0,0,0,0,0,0,56,870,54,816,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,1,7,0,1588,2881,0,0,310354,3141,163684,22176
0,0,0,0,0,0,0,56,870,54,816,56,12,10,58,0,0,6,1835008,1021571072,396,446,7,13,1,7,0,1647,2930,0,0,310354,3141,163675,22176
0,0,0,0,0,0,0,56,870,54,816,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,1,7,0,1725,4021,0,0,310354,3141,163633,22176
0,0,0,0,0,0,0,56,870,54,816,56,12,10,58,0,0,6,1835008,1021571072,0,206,7,13,1,7,0,1632,3011,0,0,310354,3141,163535,22176
0,0,0,0,0,0,0,56,870,54,816,56,12,10,58,0,0,6,1835008,1021571072,0,358,7,13,1,6,0,1785,4164,0,0,311938,3141,164232,22176
0,0,0,0,0,0,0,56,870,54,816,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,1,6,0,1679,3035,0,0,311938,3141,163935,22176
0,0,0,0,0,0,0,56,870,54,816,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,1,6,0,1512,2791,0,0,311938,3141,163945,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,6,0,1517,3362,0,0,311938,3141,163698,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,1209,3192,7,13,0,7,0,1323,4662,0,0,311938,3141,163494,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,16012,3106,7,13,0,7,0,801,2510,0,0,311938,3141,163560,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,7,0,833,1346,0,0,311938,3141,163466,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,7,0,719,1280,0,0,311938,3141,163531,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,7,0,734,1221,0,0,311938,3141,163922,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,7,0,1143,3050,0,0,311938,3141,163792,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,6,0,959,2063,0,0,311938,3141,163732,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,6,0,843,1931,0,0,311938,3141,163878,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,253,293,7,12,0,6,1,755,1308,0,0,311938,3141,163887,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,70,0,7,12,0,6,1,784,1339,0,0,311938,3141,163831,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,424,0,7,12,0,6,1,774,2470,0,0,311938,3141,163586,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,1249,3192,7,12,0,7,1,860,2067,0,0,311938,3141,163586,22176
0,0,0,0,0,0,0,56,870,54,816,56,12,10,58,0,0,6,1835008,1021571072,16727,3494,7,13,0,7,1,1182,2689,0,0,311938,3141,163784,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,808,704,7,12,0,8,1,870,1585,0,0,311938,3141,163857,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,174,920,7,12,0,8,1,2242,35002,0,0,303811,3141,123076,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,691,1107,7,12,0,8,1,939,2456,0,0,303685,3141,122895,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,920,7,12,0,8,1,657,1165,0,0,303685,3141,123101,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,920,7,12,0,8,1,920,2347,0,0,303685,3141,123334,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,12,0,7,1,902,1710,0,0,303685,3141,122818,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,12,0,7,1,658,1207,0,0,303685,3141,122333,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,12,0,7,1,2717,8849,0,0,303244,3141,124321,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,12,0,7,1,796,1497,0,0,303244,3141,126230,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,1619,4490,7,12,0,8,1,1206,3508,0,0,303244,3141,125494,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,10964,252,7,12,0,8,1,777,1261,0,0,303244,3141,125627,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,7158,1358,7,12,0,8,1,813,1448,0,0,303244,3141,125404,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,12,0,8,1,977,2654,0,0,303244,3141,125328,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,358,7,12,0,8,1,688,1178,0,0,303244,3141,124956,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,12,0,8,1,987,2527,0,0,303244,3141,124664,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,167,187,7,12,0,7,1,705,1176,0,0,303244,3141,124730,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,442,399,7,11,0,7,1,726,1352,0,0,303244,3141,124997,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,166,146,7,10,0,7,2,4761,414151,0,0,301882,3141,123461,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,0,358,7,10,0,7,2,4916,400185,0,0,301897,3141,124303,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,0,0,7,10,0,7,2,1179,3152,0,0,301708,3141,124687,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,396,446,7,10,0,7,2,624,1085,0,0,301708,3141,124509,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,380,1809,7,9,1,7,3,998,7648,0,0,301708,3141,124112,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,17347,4193,7,10,0,8,2,1187,2699,0,0,301708,3141,124324,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,78,106,7,10,0,8,2,818,1471,0,0,301708,3141,124280,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,0,358,7,10,0,8,2,949,2629,0,0,301708,3141,124149,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,0,0,7,10,0,8,2,1419,5743,0,0,301708,3141,122889,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,0,0,7,10,0,7,2,1068,8274,0,0,301708,3141,122262,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,0,0,7,10,0,7,2,1395,3975,0,0,301708,3141,124154,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,0,0,7,10,0,7,2,1014,5151,0,0,301708,3141,123751,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,0,358,7,10,0,7,2,1617,4284,0,0,301708,3141,123623,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,167,187,7,10,0,7,2,1099,2340,0,0,306988,3141,188502,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,0,0,7,10,0,7,2,1102,2231,0,0,306988,3141,188448,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,1249,3192,7,10,0,8,2,1199,3673,0,0,306988,3141,188197,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,15972,2748,7,10,0,8,2,710,1295,0,0,306988,3141,188271,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,0,358,7,10,0,8,2,1070,2563,0,0,306988,3141,188143,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,0,0,7,10,0,8,2,592,952,0,0,306988,3141,188027,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,31738,6605,7,10,0,8,2,1090,2762,0,0,306988,3141,188299,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,0,0,7,10,0,8,2,1064,2839,0,0,306988,3141,188454,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,0,0,7,10,0,7,2,960,1937,0,0,306988,3141,188208,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,112,148,7,10,0,7,2,1233,3345,0,0,306988,3141,187840,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,396,804,7,10,0,7,2,677,1126,0,0,306988,3141,187724,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,0,0,7,10,0,7,2,699,1162,0,0,306988,3141,187724,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,86,106,7,10,0,7,2,876,2286,0,0,306988,3141,187410,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,1249,3192,7,10,0,8,2,1193,2958,0,0,306988,3141,187486,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,16259,3055,7,10,0,8,2,1106,2930,0,0,306988,3141,187436,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,0,358,7,10,0,8,2,1116,2265,0,0,306988,3141,187446,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,0,0,7,10,0,8,2,2209,34995,0,0,309364,3141,168273,22176
0,0,0,0,0,0,0,56,874,54,820,58,12,12,58,0,0,6,1835008,1021571072,650,484,7,10,0,8,2,1535,5740,0,0,309364,3141,167843,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,10,0,7,2,854,1488,0,0,309628,3141,169799,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,10,0,7,2,1119,2986,0,0,309628,3141,169313,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,358,7,10,0,7,2,2445,7013,0,0,309628,3141,168900,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,10,0,7,2,617,973,0,0,309628,3141,168840,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,10,0,7,2,953,2290,0,0,309628,3141,170551,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,10,0,7,2,1003,2194,0,0,309628,3141,169735,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,338,1707,7,9,1,7,3,1297,4002,0,0,309628,3141,169420,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,16883,4511,7,10,0,8,2,952,1589,0,0,309628,3141,169420,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,237,187,7,10,0,8,2,816,1445,0,0,309628,3141,169420,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,10,0,8,2,841,2227,0,0,309628,3141,169294,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,10,0,7,2,639,1001,0,0,309628,3141,169234,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,4028,6199,7,11,0,7,2,1510,4970,0,0,309628,3141,169297,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,7771,6216,7,11,0,6,2,1459,3005,0,0,309628,3141,169678,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,358,7,11,0,6,2,1001,2015,0,0,309628,3141,169618,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,302,106,7,11,0,6,2,1414,2983,0,0,309628,3141,169437,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,691,187,7,11,0,6,2,716,1144,0,0,309628,3141,169437,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,6,2,996,2652,0,0,309628,3141,169248,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,298,1707,7,10,1,6,3,849,2044,0,0,309628,3141,169318,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,18515,6531,7,11,0,7,2,801,1224,0,0,309628,3141,169318,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,7,2,887,2366,0,0,309628,3141,169643,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,124,106,7,11,0,7,2,1172,5228,0,0,309628,3141,169788,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,7,2,950,2476,0,0,309628,3141,169794,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,7,2,774,1195,0,0,309628,3141,170121,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,358,7,11,0,6,2,829,1291,0,0,309628,3141,170112,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,650,484,7,11,0,6,2,1466,3267,0,0,309628,3141,170115,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,6,2,1365,5308,0,0,309628,3141,170179,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,6,2,958,2345,0,0,311125,3141,170505,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,167,187,7,11,0,6,2,965,1550,0,0,311125,3141,170388,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,1249,3192,7,11,0,7,2,1223,3570,0,0,311125,3141,170655,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,16012,3106,7,11,0,7,2,1632,4265,0,0,311125,3141,170604,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,7,2,1053,2524,0,0,311125,3141,170545,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,7,2,1491,3709,0,0,311125,3141,170494,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,396,446,7,11,0,7,2,1161,2611,0,0,311125,3141,170494,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,7,2,932,1908,0,0,311125,3141,170620,22176
0,0,0,0,0,0,0,56,876,54,822,56,12,10,58,0,0,6,1835008,1021571072,0,358,7,11,0,7,2,1514,23498,0,0,311125,3141,170311,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,0,7,11,0,6,2,2417,7456,0,0,311125,3141,93343,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,0,7,11,0,6,2,2999,7290,0,0,311125,3141,92740,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,0,7,11,0,6,2,2274,4544,0,0,311125,3141,94636,22176
0,0,0,0,0,0,0,56,880,54,826,56,12,10,58,0,0,8,1835008,1021571072,9916,5130,7,13,0,6,2,2605,5172,0,0,311125,3141,120830,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,4809,5539,7,11,0,7,2,2544,6289,0,0,311125,3141,120579,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,16135,2969,7,11,0,7,1,1962,4353,0,0,311125,3141,120141,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,0,7,11,0,7,1,1526,4087,0,0,311125,3141,120900,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,0,7,11,0,7,1,570,962,0,0,311125,3141,120900,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,0,7,11,0,7,1,1599,34296,0,0,276727,3141,106797,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,358,7,11,0,7,1,2104,7713,0,0,274333,3141,106649,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,0,7,11,0,6,1,637,932,0,0,274333,3141,106592,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,0,7,11,0,6,1,781,2286,0,0,274333,3141,106477,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,187,7,11,0,6,1,693,1060,0,0,274333,3141,106223,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,465,1707,7,10,1,6,2,1697,3949,0,0,274396,3141,107116,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,31657,4585,7,11,0,6,1,934,1791,0,0,274396,3141,148308,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,1619,4848,7,11,0,7,1,1016,2622,0,0,274396,3141,148249,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,15602,1450,7,11,0,7,1,1610,3995,0,0,279853,3141,147934,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,452,520,7,11,0,7,1,1335,2640,0,0,279853,3141,147684,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,56,74,7,11,0,7,1,647,1056,0,0,279853,3141,147624,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,0,7,11,0,7,1,565,899,0,0,280294,3141,147881,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,358,7,11,0,6,1,745,2113,0,0,280294,3141,147950,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,0,7,11,0,6,1,1615,3213,0,0,280294,3141,147887,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,187,7,11,0,6,1,808,2008,0,0,280294,3141,147889,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,167,0,7,11,0,6,1,1575,3081,0,0,296134,3141,148589,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,0,7,11,0,6,1,1140,4234,0,0,296134,3141,149222,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,86,464,7,11,0,6,1,1937,4652,0,0,296134,3141,148975,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,1619,4490,7,11,0,7,1,926,2108,0,0,296134,3141,149165,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,15642,1450,7,11,0,7,1,871,2239,0,0,296134,3141,149045,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,0,7,11,0,7,1,1313,2443,0,0,296134,3141,148922,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,0,7,11,0,7,1,1624,3253,0,0,296134,3141,148985,22176
0,0,0,0,0,0,0,56,880,54,826,56,12,10,58,0,0,8,1835008,1021571072,78,106,7,11,0,7,1,1007,2670,0,0,296398,3141,155915,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,358,7,11,0,7,1,773,1322,0,0,310126,3141,169253,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,167,187,7,11,0,7,1,1953,4660,0,0,310126,3141,169131,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,70,0,7,11,0,6,1,1170,2052,0,0,310126,3141,169267,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,0,7,11,0,6,1,1286,2284,0,0,310126,3141,169204,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,16199,6266,7,13,0,6,1,957,2984,0,0,310126,3141,169022,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,802,126,7,13,0,6,1,661,1086,0,0,310126,3141,169022,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,2182,5123,7,13,0,7,1,1074,3145,0,0,311446,3141,169157,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,15602,2370,7,13,0,7,1,1222,2307,0,0,311446,3141,168974,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,650,1404,7,13,0,7,1,1965,3643,0,0,311446,3141,168852,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,920,7,13,0,7,1,2098,6289,0,0,311446,3141,208190,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,698,920,7,13,0,7,1,1185,1274,0,0,311446,3141,220099,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,167,187,7,13,0,7,1,1568,3205,0,0,311446,3141,219751,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,6,1,913,1436,0,0,311446,3141,219751,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,258,294,7,13,0,6,1,912,4402,0,0,311446,3141,219625,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,7,1835008,1021571072,0,0,7,13,0,6,1,2172,25951,0,0,311446,3141,207121,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,0,7,13,0,6,1,2937,6829,0,0,311446,3141,140848,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,0,7,13,0,6,1,2792,6834,0,0,311446,3141,154364,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,15817,5016,7,13,0,7,1,2667,5782,0,0,311446,3141,167099,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,1649,1177,7,13,0,7,1,2454,4860,0,0,311446,3141,157661,22176
0,0,0,0,0,0,0,56,878,54,824,56,12,10,58,0,0,8,1835008,1021571072,0,0,7,13,0,7,1,2485,6276,0,0,311446,3141,171666,22176
