"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/page_swap_vm_time_udp_disk_aio_socket_mem_tcp_load_zones.csv --page --swap --vm --time --udp --disk --aio --socket --mem --tcp --load --zones 1 600",,,,"Date:","22 Mar 2023 21:32:08 -03"
"paging",,"swap",,"virtual memory",,,,"system","udp",,"dsk/total",,"async","sockets",,,,,"memory usage",,,,"tcp sockets",,,,,"load avg",,,"zones memory",,,
0,0,1835008,1021571072,0,30179,33616,29111,Mar-22 21:36:12,17,11,0,3792896,0,1092,17,19,0,0,3359690752,1969549312,10557214720,12604096512,7,11,0,9,1,0.230,1.450,3.130,309034,3141,168233,22176
0,0,1835008,1021571072,0,5006,6913,6082,Mar-22 21:36:13,17,11,0,3055616,0,1092,17,19,0,0,3362938880,1965187072,10558328832,12599857152,7,11,0,9,1,0.230,1.450,3.130,309034,3141,167420,22176
0,0,1835008,1021571072,0,751,1314,3754,Mar-22 21:36:14,17,11,0,0,0,1092,17,19,0,0,3354669056,1972523008,10559262720,12715048960,7,11,0,9,1,0.210,1.430,3.120,309034,3141,169211,22176
0,0,1835008,1021571072,0,16683,18415,22232,Mar-22 21:36:15,20,11,0,3612672,0,1095,17,22,0,0,3350056960,1977778176,10558619648,12720529408,7,11,0,9,1,0.210,1.430,3.120,309034,3141,170494,22176
0,0,1835008,1021571072,0,1213,1409,1041,Mar-22 21:36:16,20,11,0,253952,0,1095,17,22,0,0,3351875584,1975758848,10558820352,12718510080,7,11,0,8,1,0.210,1.430,3.120,309034,3141,170001,22176
0,0,1835008,1021571072,0,233,617,817,Mar-22 21:36:17,20,11,0,0,0,1095,17,22,0,0,3353141248,1974235136,10559078400,12716986368,7,11,0,8,1,0.210,1.430,3.120,309034,3141,169629,22176
0,0,1835008,1021571072,0,4,111,222,Mar-22 21:36:18,20,11,0,0,0,1095,17,22,0,0,3353870336,1974018048,10558566400,12716769280,7,11,0,8,1,0.210,1.430,3.120,309034,3141,169576,22176
0,0,1835008,1021571072,0,109,532,664,Mar-22 21:36:19,20,14,0,0,0,1098,17,25,0,0,3351695360,1975377920,10559381504,12718182400,7,11,0,8,1,0.190,1.400,3.100,309034,3141,169908,22176
0,0,1835008,1021571072,0,1308,1392,1403,Mar-22 21:36:20,17,11,0,237568,0,1092,17,19,0,0,3352174592,1975148544,10559131648,12717940736,7,11,0,6,1,0.190,1.400,3.100,309034,3141,169852,22176
0,0,1835008,1021571072,0,90,629,746,Mar-22 21:36:21,17,11,0,0,0,1092,17,19,0,0,3351904256,1975685120,10558865408,12718477312,7,11,0,6,1,0.190,1.400,3.100,309034,3141,169983,22176
0,0,1835008,1021571072,0,2253,2904,29707,Mar-22 21:36:22,17,11,0,0,0,1092,17,19,0,0,3238420480,2088792064,10559242240,12717719552,7,11,0,6,1,0.190,1.400,3.100,309034,3141,197597,22176
0,0,1835008,1021571072,0,687,289,319,Mar-22 21:36:23,17,11,0,0,0,1092,17,19,0,0,3238686720,2088546304,10559221760,12717502464,7,11,0,7,1,0.190,1.400,3.100,309034,3141,197537,22176
0,0,1835008,1021571072,0,15,364,519,Mar-22 21:36:24,17,11,0,0,0,1092,17,19,0,0,3237896192,2090102784,10558455808,12719067136,7,11,0,7,1,0.180,1.380,3.080,309034,3141,197917,22176
0,0,1835008,1021571072,0,1495,1704,1578,Mar-22 21:36:25,17,11,0,294912,0,1092,17,19,0,0,3237527552,2089631744,10559295488,12718395392,7,11,0,7,1,0.180,1.380,3.080,309034,3141,197802,22176
0,0,1835008,1021571072,0,455,816,10607,Mar-22 21:36:26,17,11,0,417792,0,1092,17,19,0,0,3207348224,2119946240,10559160320,12748759040,7,11,0,7,1,0.180,1.380,3.080,309034,3141,205203,22176
0,0,1835008,1021571072,0,2076,2310,3521,Mar-22 21:36:27,17,11,0,0,0,1092,17,19,0,0,3202576384,2125516800,10558361600,12754329600,7,11,0,7,1,0.180,1.380,3.080,309034,3141,206563,22176
0,0,1835008,1021571072,0,95,307,2002,Mar-22 21:36:28,17,10,0,0,0,1091,17,19,0,0,3201040384,2132873216,10552541184,12756729856,7,11,0,7,1,0.180,1.380,3.080,309034,3141,208299,22176
0,0,1835008,1021571072,0,333,823,546,Mar-22 21:36:29,17,10,0,1359872,0,1091,17,19,0,0,3199782912,2134020096,10552651776,12758097920,7,11,0,6,1,0.240,1.370,3.070,309034,3141,208639,22176
0,0,1835008,1021571072,0,1437,1457,4600,Mar-22 21:36:30,17,10,0,0,0,1085,17,19,0,0,3186425856,2150125568,10549903360,12774223872,7,11,0,6,1,0.240,1.370,3.070,309034,3141,212571,22176
0,0,1835008,1021571072,0,294,1120,6692,Mar-22 21:36:31,17,10,0,6307840,0,1075,17,19,0,0,3160006656,2181947392,10544500736,12805947392,7,11,0,6,1,0.240,1.370,3.070,310354,3141,219020,22176
0,0,1835008,1021571072,0,1460,1829,1805,Mar-22 21:36:32,17,10,0,0,0,1075,17,19,0,0,3162738688,2179723264,10543992832,12803747840,7,11,0,6,1,0.240,1.370,3.070,310354,3141,218477,22176
0,0,1835008,1021571072,0,83,272,960,Mar-22 21:36:33,17,10,0,0,0,1075,17,19,0,0,3159781376,2182352896,10544320512,12806012928,7,11,0,6,1,0.240,1.370,3.070,310354,3141,219119,22176
0,0,1835008,1021571072,0,172,540,505,Mar-22 21:36:34,17,10,0,0,0,1075,17,19,0,0,3158904832,2182959104,10544590848,12806631424,7,11,0,7,1,0.220,1.350,3.050,310354,3141,219267,22176
0,0,1835008,1021571072,0,1929,1735,1812,Mar-22 21:36:35,17,10,0,737280,0,1075,17,19,0,0,3160178688,2181951488,10544324608,12805369856,7,11,0,7,1,0.220,1.350,3.050,310354,3141,219021,22176
0,0,1835008,1021571072,0,351,721,724,Mar-22 21:36:36,17,10,0,0,0,1075,17,19,0,0,3159633920,2182307840,10544545792,12805648384,7,11,0,7,1,0.220,1.350,3.050,310354,3141,219108,22176
0,0,1835008,1021571072,0,1861,1930,1884,Mar-22 21:36:37,17,10,0,0,0,1078,17,19,0,0,3159642112,2182926336,10543919104,12806979584,7,12,0,7,1,0.220,1.350,3.050,310354,3141,219259,22176
0,0,1835008,1021571072,0,6,232,101,Mar-22 21:36:38,17,10,0,0,0,1076,17,19,0,0,3159633920,2182410240,10544443392,12806463488,7,11,1,7,1,0.220,1.350,3.050,310354,3141,219133,22176
0,0,1835008,1021571072,0,347,565,890,Mar-22 21:36:39,17,10,0,0,0,1076,17,19,0,0,3159855104,2182950912,10543681536,12806721536,7,11,1,6,1,0.210,1.330,3.040,310354,3141,219265,22176
0,0,1835008,1021571072,0,1315,1416,1428,Mar-22 21:36:40,17,9,0,417792,0,1075,17,19,0,0,3160154112,2182344704,10543988736,12805935104,7,11,1,6,1,0.210,1.330,3.040,310354,3141,219117,22176
0,0,1835008,1021571072,0,479,1162,770,Mar-22 21:36:41,17,8,0,1138688,0,1074,17,19,0,0,3159265280,2182959104,10544263168,12806578176,7,11,1,6,1,0.210,1.330,3.040,310354,3141,219267,22176
0,0,1835008,1021571072,0,1283,1395,2057,Mar-22 21:36:42,17,8,0,0,0,1073,17,19,0,0,3160182784,2182045696,10544259072,12805689344,7,11,0,6,1,0.210,1.330,3.040,310354,3141,219044,22176
0,0,1835008,1021571072,0,208,245,154,Mar-22 21:36:43,17,8,0,0,0,1073,17,19,0,0,3160895488,2181324800,10544267264,12804968448,7,11,0,6,1,0.210,1.330,3.040,310354,3141,218868,22176
0,0,1835008,1021571072,0,1169,3469,3048,Mar-22 21:36:44,17,7,0,0,0,1072,17,19,0,0,3160899584,2181861376,10543726592,12806037504,7,11,0,6,1,0.190,1.310,3.020,310354,3141,218999,22176
0,0,1835008,1021571072,0,51690,71679,20164,Mar-22 21:36:45,17,7,0,2007040,0,1072,17,19,0,0,3356487680,1979850752,10550149120,12609871872,7,11,0,7,1,0.190,1.310,3.020,310354,3141,169680,22176
0,0,1835008,1021571072,0,863,1632,960,Mar-22 21:36:46,17,7,0,0,0,1072,17,19,0,0,3357450240,1978327040,10550710272,12657762304,7,11,0,8,1,0.190,1.310,3.020,310354,3141,169308,22176
0,0,1835008,1021571072,0,1756,1503,1496,Mar-22 21:36:47,17,7,0,0,0,1072,17,19,0,0,3357454336,1978109952,10550923264,12657848320,7,11,0,7,1,0.190,1.310,3.020,310354,3141,169255,22176
0,0,1835008,1021571072,0,16,86,234,Mar-22 21:36:48,17,7,0,0,0,1072,17,19,0,0,3357966336,1977864192,10550657024,12657602560,7,11,0,7,1,0.190,1.310,3.020,310354,3141,169195,22176
0,0,1835008,1021571072,0,96,267,362,Mar-22 21:36:49,17,7,0,0,0,1072,17,19,0,0,3359236096,1977372672,10549878784,12657111040,7,11,0,7,1,0.170,1.290,3,310354,3141,169075,22176
0,0,1835008,1021571072,0,1303,1645,1387,Mar-22 21:36:50,17,6,0,0,0,1071,17,19,0,0,3358425088,1977126912,10550935552,12656877568,7,11,0,7,1,0.170,1.290,3,310354,3141,169015,22176
0,0,1835008,1021571072,0,4795,5897,2171,Mar-22 21:36:51,17,6,0,212992,0,1071,17,19,0,0,3373101056,1962319872,10551066624,12644024320,7,11,0,6,1,0.170,1.290,3,310354,3141,165400,22176
0,0,1835008,1021571072,0,1605,1857,2083,Mar-22 21:36:52,17,6,0,0,0,1071,17,19,0,0,3371122688,1963663360,10551701504,12647006208,7,11,0,6,1,0.170,1.290,3,310354,3141,165728,22176
0,0,1835008,1021571072,0,171,184,81,Mar-22 21:36:53,17,6,0,0,0,1071,17,19,0,0,3371307008,1963433984,10551746560,12647464960,7,11,0,6,1,0.170,1.290,3,310354,3141,165735,22176
0,0,1835008,1021571072,0,4,372,12376,Mar-22 21:36:54,17,6,0,0,0,1071,17,19,0,0,3327348736,2007924736,10551214080,12801368064,7,11,0,6,1,0.160,1.260,2.990,310354,3141,176534,22176
0,0,1835008,1021571072,0,1503,1563,3675,Mar-22 21:36:55,17,6,0,0,0,1071,17,19,0,0,3319619584,2015121408,10551746560,12800212992,7,11,0,6,1,0.160,1.260,2.990,310354,3141,178291,22176
0,0,1835008,1021571072,0,33,462,489,Mar-22 21:36:56,17,6,0,368640,0,1071,17,19,0,0,3320651776,2014089216,10551746560,12799180800,7,11,0,7,1,0.160,1.260,2.990,310354,3141,178039,22176
0,0,1835008,1021571072,0,1346,1374,1495,Mar-22 21:36:57,17,6,0,0,0,1071,17,19,0,0,3322392576,2012594176,10551500800,12797706240,7,11,0,7,1,0.160,1.260,2.990,310354,3141,177674,22176
0,0,1835008,1021571072,0,28,259,466,Mar-22 21:36:58,17,6,0,0,0,1071,17,19,0,0,3323146240,2011832320,10551508992,12797210624,7,11,0,7,1,0.160,1.260,2.990,310354,3141,177488,22176
0,0,1835008,1021571072,0,575,236,494,Mar-22 21:36:59,17,6,0,0,0,1071,17,19,0,0,3322019840,2012659712,10551808000,12797833216,7,11,0,7,1,0.150,1.240,2.970,310354,3141,177690,22176
0,0,1835008,1021571072,0,1700,2125,1627,Mar-22 21:37:00,17,6,0,245760,0,1071,17,19,0,0,3322458112,2012426240,10551603200,12797669376,7,11,0,7,1,0.150,1.240,2.970,310354,3141,177633,22176
0,0,1835008,1021571072,0,1645,1963,39166,Mar-22 21:37:01,17,6,0,0,0,1071,17,19,0,0,3168927744,2165633024,10551926784,12801114112,7,11,0,7,1,0.150,1.240,2.970,310354,3141,215037,22176
0,0,1835008,1021571072,0,1274,3910,3885,Mar-22 21:37:02,17,6,0,19873792,0,1071,17,19,0,0,3172093952,2162442240,10551926784,12797968384,7,11,0,7,1,0.150,1.240,2.970,310354,3141,214258,22176
0,0,1835008,1021571072,0,258,97,234,Mar-22 21:37:03,17,6,0,0,0,1071,17,19,0,0,3173425152,2161377280,10551660544,12796903424,7,11,0,6,1,0.150,1.240,2.970,310354,3141,213998,22176
0,0,1835008,1021571072,0,23,695,584,Mar-22 21:37:04,17,6,0,1687552,0,1071,17,19,0,0,3173916672,2160603136,10551943168,12796141568,7,11,0,6,1,0.130,1.220,2.960,310354,3141,213809,22176
0,0,1835008,1021571072,0,1363,1390,1497,Mar-22 21:37:05,17,6,0,0,0,1071,17,19,0,0,3174092800,2160627712,10551742464,12796186624,7,11,0,6,1,0.130,1.220,2.960,310354,3141,213815,22176
0,0,1835008,1021571072,0,7,440,975,Mar-22 21:37:06,17,6,0,0,0,1072,18,19,0,0,3172519936,2162454528,10551488512,12796174336,7,10,1,6,2,0.130,1.220,2.960,310354,3141,214261,22176
0,0,1835008,1021571072,0,2974,3013,2029,Mar-22 21:37:07,17,6,0,0,0,1071,17,19,0,0,3170287616,2164060160,10552115200,12797255680,7,11,0,7,1,0.130,1.220,2.960,310354,3141,214653,22176
0,0,1835008,1021571072,0,19,89,250,Mar-22 21:37:08,17,6,0,0,0,1071,17,19,0,0,3170488320,2164084736,10551889920,12797296640,7,11,0,7,1,0.130,1.220,2.960,310354,3141,214659,22176
0,0,1835008,1021571072,0,73,388,382,Mar-22 21:37:09,17,6,0,172032,0,1071,17,19,0,0,3170717696,2164113408,10551631872,12797325312,7,11,0,7,1,0.120,1.200,2.940,310354,3141,214666,22176
0,0,1835008,1021571072,0,1339,1528,1380,Mar-22 21:37:10,17,6,0,0,0,1071,17,19,0,0,3170447360,2163859456,10552156160,12797140992,7,11,0,7,1,0.120,1.200,2.940,310354,3141,214604,22176
0,0,1835008,1021571072,0,263,353,475,Mar-22 21:37:11,17,6,0,0,0,1071,17,19,0,0,3171168256,2163408896,10551885824,12796690432,7,11,0,7,1,0.120,1.200,2.940,310354,3141,214494,22176
0,0,1835008,1021571072,0,1821,1595,1613,Mar-22 21:37:12,17,6,0,0,0,1071,17,19,0,0,3172212736,2162921472,10551328768,12795899904,7,11,0,7,1,0.120,1.200,2.940,310354,3141,214375,22176
0,0,1835008,1021571072,0,299,460,246,Mar-22 21:37:13,17,6,0,0,0,1071,17,19,0,0,3171917824,2162692096,10551853056,12795670528,7,11,0,7,1,0.120,1.200,2.940,310354,3141,214319,22176
0,0,1835008,1021571072,0,41,202,3480,Mar-22 21:37:14,17,6,0,0,0,1071,17,19,0,0,3168931840,2173878272,10543714304,12801568768,7,11,0,6,1,0.110,1.180,2.920,310354,3141,217050,22176
0,0,1835008,1021571072,0,1735,1818,1413,Mar-22 21:37:15,17,6,0,0,0,1071,17,19,0,0,3169280000,2172379136,10544865280,12800122880,7,11,0,6,1,0.110,1.180,2.920,310354,3141,216684,22176
0,0,1835008,1021571072,0,105,758,574,Mar-22 21:37:16,17,6,0,1540096,0,1071,17,19,0,0,3166654464,2174730240,10545139712,12802473984,7,11,0,6,1,0.110,1.180,2.920,310354,3141,217258,22176
0,0,1835008,1021571072,0,1345,1424,1611,Mar-22 21:37:17,17,6,0,0,0,1072,18,19,0,0,3166920704,2174730240,10544873472,12802494464,7,10,1,6,2,0.110,1.180,2.920,310354,3141,217258,22176
0,0,1835008,1021571072,0,3,95,89,Mar-22 21:37:18,17,6,0,0,0,1071,17,19,0,0,3167137792,2174500864,10544885760,12802265088,7,11,0,7,1,0.110,1.180,2.920,310354,3141,217202,22176
0,0,1835008,1021571072,0,283,264,361,Mar-22 21:37:19,17,6,0,0,0,1071,17,19,0,0,3168137216,2174025728,10544361472,12801789952,7,11,0,7,1,0.100,1.160,2.910,310354,3141,217086,22176
0,0,1835008,1021571072,0,1317,1625,1511,Mar-22 21:37:20,17,6,0,0,0,1071,17,19,0,0,3167584256,2174054400,10544885760,12801830912,7,11,0,7,1,0.100,1.160,2.910,310354,3141,217093,22176
0,0,1835008,1021571072,0,483,976,1299,Mar-22 21:37:21,17,6,0,57344,0,1073,17,19,0,0,3167240192,2174648320,10544635904,12801093632,7,11,0,7,1,0.100,1.160,2.910,310354,3141,217238,22176
0,0,1835008,1021571072,0,1689,2005,1394,Mar-22 21:37:22,17,6,0,0,0,1071,17,19,0,0,3166244864,2174402560,10545876992,12802166784,7,11,0,7,1,0.100,1.160,2.910,310354,3141,217178,22176
0,0,1835008,1021571072,0,258,716,1104,Mar-22 21:37:23,17,6,0,5013504,0,1071,17,19,0,0,3168927744,2171908096,10545688576,12798750720,7,11,0,7,1,0.100,1.160,2.910,310354,3141,216569,22176
0,0,1835008,1021571072,0,484,380,524,Mar-22 21:37:24,17,6,0,0,0,1071,17,19,0,0,3169144832,2171949056,10545430528,12798791680,7,11,0,6,1,0.100,1.140,2.890,310354,3141,216579,22176
0,0,1835008,1021571072,0,1392,1663,1382,Mar-22 21:37:25,17,6,0,0,0,1072,18,19,0,0,3169591296,2170970112,10545963008,12797820928,7,13,0,6,0,0.100,1.140,2.890,310354,3141,216340,22176
0,0,1835008,1021571072,0,18,376,500,Mar-22 21:37:26,17,6,0,0,0,1072,18,19,0,0,3170877440,2170220544,10545426432,12797083648,7,13,0,6,0,0.100,1.140,2.890,310354,3141,216097,22176
0,0,1835008,1021571072,0,1845,1874,1635,Mar-22 21:37:27,17,6,0,507904,0,1072,18,19,0,0,3170869248,2169991168,10545664000,12796874752,7,13,0,6,0,0.100,1.140,2.890,310354,3141,216101,22176
0,0,1835008,1021571072,0,297,732,1183,Mar-22 21:37:28,17,6,0,0,0,1073,19,19,0,0,3170471936,2170052608,10545999872,12796690432,7,12,1,6,1,0.100,1.140,2.890,310354,3141,216116,22176
0,0,1835008,1021571072,0,385,408,408,Mar-22 21:37:29,17,6,0,0,0,1072,18,19,0,0,3170693120,2169823232,10546008064,12796469248,7,13,0,7,0,0.170,1.140,2.880,310354,3141,216060,22176
0,0,1835008,1021571072,0,54000,75768,23167,Mar-22 21:37:30,17,6,0,0,0,1072,18,19,0,0,3374034944,1960603648,10551885824,12589199360,7,13,0,7,0,0.170,1.140,2.880,310354,3141,164981,22176
0,0,1835008,1021571072,0,303,802,647,Mar-22 21:37:31,17,6,0,2179072,0,1072,18,19,0,0,3372916736,1961467904,10552139776,12590063616,7,13,0,7,0,0.170,1.140,2.880,310354,3141,165192,22176
0,0,1835008,1021571072,0,1289,1371,1395,Mar-22 21:37:32,17,6,0,0,0,1072,18,19,0,0,3373445120,1960927232,10552152064,12589518848,7,13,0,7,0,0.170,1.140,2.880,310354,3141,165060,22176
0,0,1835008,1021571072,0,73,359,483,Mar-22 21:37:33,17,6,0,0,0,1072,18,19,0,0,3374735360,1960411136,10551377920,12589002752,7,13,0,7,0,0.170,1.140,2.880,310354,3141,164934,22176
0,0,1835008,1021571072,0,28,2206,2053,Mar-22 21:37:34,17,6,0,15835136,0,1072,18,19,0,0,3373793280,1960570880,10552152064,12589191168,7,13,0,6,0,0.150,1.120,2.870,310354,3141,164973,22176
0,0,1835008,1021571072,0,1675,1516,1375,Mar-22 21:37:35,17,6,0,0,0,1072,18,19,0,0,3374473216,1959825408,10552217600,12588662784,7,13,0,6,0,0.150,1.120,2.870,310354,3141,164791,22176
0,0,1835008,1021571072,0,513,566,1110,Mar-22 21:37:36,17,6,0,0,0,1072,18,19,0,0,3376979968,1958047744,10551488512,12586827776,7,13,0,6,0,0.150,1.120,2.870,310354,3141,164357,22176
0,0,1835008,1021571072,0,1668,2025,1567,Mar-22 21:37:37,17,6,0,1368064,0,1072,18,19,0,0,3376947200,1957273600,10552295424,12586156032,7,13,0,6,0,0.150,1.120,2.870,310354,3141,164168,22176
0,0,1835008,1021571072,0,61,462,402,Mar-22 21:37:38,17,6,0,327680,0,1072,18,19,0,0,3376394240,1957826560,10552295424,12586749952,7,13,0,6,0,0.150,1.120,2.870,310354,3141,164303,22176
0,0,1835008,1021571072,0,292,163,288,Mar-22 21:37:39,17,6,0,0,0,1073,19,19,0,0,3376902144,1957830656,10551783424,12586786816,7,12,1,6,1,0.140,1.100,2.850,310354,3141,164304,22176
0,0,1835008,1021571072,0,1314,1548,1491,Mar-22 21:37:40,17,6,0,0,0,1075,19,19,0,0,3377410048,1957056512,10552049664,12586020864,7,13,1,7,0,0.140,1.100,2.850,310354,3141,164115,22176
0,0,1835008,1021571072,0,73,1129,1124,Mar-22 21:37:41,17,6,0,0,0,1075,19,19,0,0,3377659904,1956540416,10552315904,12585504768,7,13,1,7,0,0.140,1.100,2.850,310354,3141,163989,22176
0,0,1835008,1021571072,0,1398,2288,2292,Mar-22 21:37:42,17,6,0,0,0,1075,19,19,0,0,3378429952,1956036608,10552049664,12585009152,7,13,1,7,0,0.140,1.100,2.850,310354,3141,163866,22176
0,0,1835008,1021571072,0,286,1330,1205,Mar-22 21:37:43,17,6,0,229376,0,1075,19,19,0,0,3377307648,1956589568,10552619008,12587528192,7,13,1,7,0,0.140,1.100,2.850,310354,3141,164001,22176
0,0,1835008,1021571072,0,18,869,1015,Mar-22 21:37:44,17,6,0,0,0,1075,19,19,0,0,3378036736,1956376576,10552102912,12587327488,7,13,1,7,0,0.130,1.080,2.830,310354,3141,163949,22176
0,0,1835008,1021571072,0,1504,2340,2272,Mar-22 21:37:45,17,6,0,0,0,1075,19,19,0,0,3378200576,1956376576,10551939072,12589043712,7,13,1,7,0,0.130,1.080,2.830,310354,3141,163949,22176
0,0,1835008,1021571072,0,32,1300,1206,Mar-22 21:37:46,17,6,0,0,0,1075,19,19,0,0,3379200000,1955102720,10552213504,12587970560,7,13,1,6,0,0.130,1.080,2.830,310354,3141,163638,22176
0,0,1835008,1021571072,0,1528,2176,2366,Mar-22 21:37:47,17,6,0,0,0,1075,19,19,0,0,3379679232,1954947072,10551889920,12587507712,7,13,1,6,0,0.130,1.080,2.830,310354,3141,163600,22176
0,0,1835008,1021571072,0,333,1344,1376,Mar-22 21:37:48,17,6,0,344064,0,1075,19,19,0,0,3380736000,1954160640,10551619584,12586721280,7,13,1,5,0,0.130,1.080,2.830,310354,3141,163408,22176
0,0,1835008,1021571072,0,287,1326,1238,Mar-22 21:37:49,17,6,0,0,0,1075,19,19,0,0,3380887552,1953472512,10552156160,12585766912,7,13,1,6,0,0.120,1.060,2.820,310354,3141,163240,22176
0,0,1835008,1021571072,0,1301,2712,2816,Mar-22 21:37:50,17,6,0,3694592,0,1075,19,19,0,0,3380408320,1954164736,10551943168,12586389504,7,13,1,7,0,0.120,1.060,2.820,310354,3141,163409,22176
0,0,1835008,1021571072,0,263,886,1139,Mar-22 21:37:51,17,6,0,0,0,1075,19,19,0,0,3381440512,1954181120,10550894592,12586450944,7,13,1,7,0,0.120,1.060,2.820,310354,3141,163413,22176
0,0,1835008,1021571072,0,1663,2987,2435,Mar-22 21:37:52,17,6,0,0,0,1075,19,19,0,0,3380273152,1953935360,10552307712,12586217472,7,13,1,7,0,0.120,1.060,2.820,310354,3141,163353,22176
0,0,1835008,1021571072,0,73,1178,1302,Mar-22 21:37:53,17,6,0,368640,0,1075,19,19,0,0,3379507200,1954992128,10552016896,12587274240,7,13,1,7,0,0.120,1.060,2.820,310354,3141,163611,22176
0,0,1835008,1021571072,0,4,1014,889,Mar-22 21:37:54,17,6,0,0,0,1075,19,19,0,0,3379200000,1955254272,10552061952,12587548672,7,13,1,7,0,0.110,1.050,2.800,310354,3141,163675,22176
0,0,1835008,1021571072,0,1574,2198,2168,Mar-22 21:37:55,17,6,0,0,0,1075,19,19,0,0,3379113984,1955082240,10552320000,12587384832,7,13,1,7,0,0.110,1.050,2.800,310354,3141,163633,22176
0,0,1835008,1021571072,0,962,1892,1608,Mar-22 21:37:56,17,6,0,0,0,1075,19,19,0,0,3381362688,1954164736,10550988800,12604305408,7,13,1,7,0,0.110,1.050,2.800,310354,3141,163409,22176
0,0,1835008,1021571072,0,1493,2845,5098,Mar-22 21:37:57,17,6,0,0,0,1075,19,19,0,0,3377209344,1963581440,10545754112,12606935040,7,13,1,6,0,0.110,1.050,2.800,311938,3141,164124,22176
0,0,1835008,1021571072,0,38,1392,1508,Mar-22 21:37:58,17,6,0,1605632,0,1075,19,19,0,0,3378061312,1962807296,10545676288,12605562880,7,13,1,6,0,0.110,1.050,2.800,311938,3141,163935,22176
0,0,1835008,1021571072,0,275,879,1002,Mar-22 21:37:59,17,6,0,0,0,1075,19,19,0,0,3378536448,1962848256,10545160192,12605616128,7,13,1,6,0,0.100,1.030,2.790,311938,3141,163945,22176
0,0,1835008,1021571072,0,1395,2464,2645,Mar-22 21:38:00,17,6,0,0,0,1072,18,19,0,0,3379187712,1961836544,10545520640,12603363328,7,13,0,6,0,0.100,1.030,2.790,311938,3141,163698,22176
0,0,1835008,1021571072,0,2102,1604,1609,Mar-22 21:38:01,17,6,0,0,0,1072,18,19,0,0,3380006912,1961000960,10545537024,12602552320,7,13,0,7,0,0.100,1.030,2.790,311938,3141,163494,22176
0,0,1835008,1021571072,0,1279,1365,1496,Mar-22 21:38:02,17,6,0,0,0,1072,18,19,0,0,3380060160,1961271296,10545213440,12602822656,7,13,0,7,0,0.100,1.030,2.790,311938,3141,163560,22176
0,0,1835008,1021571072,0,484,783,475,Mar-22 21:38:03,17,6,0,483328,0,1072,18,19,0,0,3380191232,1960886272,10545467392,12602445824,7,13,0,7,0,0.100,1.030,2.790,311938,3141,163466,22176
0,0,1835008,1021571072,0,22,93,107,Mar-22 21:38:04,17,6,0,0,0,1072,18,19,0,0,3379871744,1961152512,10545520640,12602748928,7,13,0,7,0,0.090,1.010,2.770,311938,3141,163531,22176
0,0,1835008,1021571072,0,685,821,756,Mar-22 21:38:05,17,6,0,0,0,1072,18,19,0,0,3379101696,1962442752,10545000448,12604063744,7,13,0,7,0,0.090,1.010,2.770,311938,3141,163846,22176
0,0,1835008,1021571072,0,696,1557,1613,Mar-22 21:38:06,17,6,0,4268032,0,1072,18,19,0,0,3379048448,1962221568,10545274880,12603842560,7,13,0,7,0,0.090,1.010,2.770,311938,3141,163792,22176
0,0,1835008,1021571072,0,1797,1661,1414,Mar-22 21:38:07,17,6,0,0,0,1072,18,19,0,0,3378745344,1962258432,10545541120,12603887616,7,13,0,6,0,0.090,1.010,2.770,311938,3141,163801,22176
0,0,1835008,1021571072,0,23,402,491,Mar-22 21:38:08,17,6,0,434176,0,1072,18,19,0,0,3378630656,1962573824,10545340416,12604309504,7,13,0,6,0,0.090,1.010,2.770,311938,3141,163878,22176
0,0,1835008,1021571072,0,73,244,174,Mar-22 21:38:09,17,6,0,8192,0,1072,18,19,0,0,3378282496,1962610688,10545651712,12604346368,7,12,0,6,1,0.080,0.990,2.760,311938,3141,163887,22176
0,0,1835008,1021571072,0,48,395,494,Mar-22 21:38:10,17,6,0,0,0,1072,18,19,0,0,3378253824,1962381312,10545909760,12606263296,7,12,0,6,1,0.080,0.990,2.760,311938,3141,163831,22176
0,0,1835008,1021571072,0,1555,1360,1475,Mar-22 21:38:11,17,6,0,0,0,1072,18,19,0,0,3379732480,1961377792,10545434624,12605063168,7,12,0,6,1,0.080,0.990,2.760,311938,3141,163586,22176
0,0,1835008,1021571072,0,97,353,283,Mar-22 21:38:12,17,6,0,0,0,1072,18,19,0,0,3379724288,1961377792,10545442816,12605042688,7,12,0,7,1,0.080,0.990,2.760,311938,3141,163586,22176
0,0,1835008,1021571072,0,1755,1816,1779,Mar-22 21:38:13,17,6,0,0,0,1075,19,19,0,0,3378892800,1962188800,10545463296,12605865984,7,13,0,7,1,0.080,0.990,2.760,311938,3141,163784,22176
0,0,1835008,1021571072,0,20,239,357,Mar-22 21:38:14,17,6,0,188416,0,1072,18,19,0,0,3378868224,1962487808,10545188864,12606173184,7,12,0,8,1,0.080,0.980,2.740,311938,3141,163857,22176
0,0,1835008,1021571072,0,52230,74146,25967,Mar-22 21:38:15,20,6,0,0,0,1075,18,22,0,0,3572523008,1762160640,10551861248,12402016256,7,12,0,8,1,0.080,0.980,2.740,303811,3141,123076,22176
