"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/int_disk_tcp_mem_proc.csv --int --disk --tcp --mem --proc 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"interrupts",,,"dsk/total",,"tcp sockets",,,,,"memory usage",,,,"procs",,
0,119,0,0,1982464,7,21,0,7,2,5322420224,2685673472,7966797824,11091369984,2,0,8
0,163,0,0,0,7,21,0,7,2,5397491712,2605481984,7971917824,11017408512,1,0,8
0,123,0,0,7135232,7,21,0,7,2,5397872640,2602098688,7974920192,11016368128,3,0,1
0,136,0,0,0,7,21,0,6,2,5398544384,2601492480,7974854656,11061555200,2,0,0
0,128,0,0,0,7,21,0,6,2,5399928832,2600370176,7974592512,11060465664,1,0,0
0,158,0,0,2678784,7,23,0,6,1,5396758528,2607554560,7970578432,11056807936,1,0,8
0,124,0,0,0,7,23,0,6,1,5410086912,2592157696,7972646912,11039903744,2,0,8
0,163,0,0,9052160,7,22,1,7,1,5411241984,2591068160,7972581376,11044691968,2,0,0
0,144,0,0,458752,7,23,0,7,1,5363253248,2639429632,7972208640,11152375808,1,0,0
0,122,0,0,0,7,23,0,7,1,5362225152,2637938688,7974727680,11153825792,2,0,0
0,125,0,0,0,7,23,0,7,1,5362532352,2637033472,7975325696,11152961536,3,0,8
0,126,0,0,0,7,23,0,7,1,5365084160,2636906496,7972900864,11150409728,1,0,8
0,124,0,0,9101312,7,23,0,7,1,5364310016,2638270464,7972311040,11151773696,2,0,0
0,172,0,0,1900544,7,23,0,7,1,5359816704,2642640896,7972433920,11141574656,1,0,11
0,127,0,0,0,7,23,0,7,1,5359923200,2641178624,7973789696,11140235264,3,0,0
0,124,0,0,393216,7,23,0,7,1,5356249088,2644525056,7974117376,11146268672,1,0,9
0,118,0,0,0,7,23,0,6,1,5250097152,2749378560,7975415808,11151720448,2,0,8
0,118,0,0,3448832,7,23,0,6,1,5250736128,2748981248,7975174144,11147124736,2,0,0
0,149,0,0,0,7,23,0,7,1,5183336448,2815897600,7975657472,11213197312,4,0,0
