"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/unix_vm-adv_raw_fs_mem_load_lock_page_int_disk_time_io.csv --unix --vm-adv --raw --fs --mem --load --lock --page --int --disk --time --io 1 600",,,,"Date:","22 Mar 2023 21:32:08 -03"
"unix sockets",,,,"advanced virtual memory",,,,,"raw","filesystem",,"memory usage",,,,"load avg",,,"file locks",,,,"paging",,"interrupts",,,"dsk/total",,"system","io/total",
56,868,54,814,0,0,0,0,0,0,13152,349785,3357450240,1978327040,10550710272,12657762304,0.190,1.310,3.020,58,12,10,60,0,0,0,26,0,0,0,Mar-22 21:36:46,0,0
56,868,54,814,0,0,0,0,0,0,13152,349784,3357454336,1978109952,10550923264,12657848320,0.190,1.310,3.020,58,12,10,60,0,0,0,31,0,0,0,Mar-22 21:36:47,0,0
56,868,54,814,0,0,0,0,0,0,13152,349783,3357966336,1977864192,10550657024,12657602560,0.190,1.310,3.020,58,12,10,60,0,0,0,15,0,0,0,Mar-22 21:36:48,0,0
56,868,54,814,0,0,0,0,0,0,13152,349784,3358171136,1977372672,10550943744,12657111040,0.170,1.290,3,58,12,10,60,0,0,0,36,0,0,0,Mar-22 21:36:49,0,0
56,868,54,814,0,0,0,0,0,0,13152,349783,3358425088,1977126912,10550935552,12656877568,0.170,1.290,3,58,12,10,60,0,0,0,18,0,0,0,Mar-22 21:36:50,0,0
56,868,54,814,0,0,0,0,0,0,13152,349826,3373346816,1962074112,10551066624,12643778560,0.170,1.290,3,58,12,10,60,0,0,0,17,0,0,212992,Mar-22 21:36:51,0,20
56,868,54,814,0,0,0,0,0,0,13184,349837,3371122688,1963663360,10551701504,12647006208,0.170,1.290,3,58,12,10,60,0,0,0,15,0,0,0,Mar-22 21:36:52,0,0
56,868,54,814,0,0,0,0,0,0,13184,349847,3371048960,1963692032,10551746560,12647723008,0.170,1.290,3,57,12,10,59,0,0,0,15,0,0,0,Mar-22 21:36:53,0,0
56,868,54,814,0,0,0,0,0,0,13184,349846,3327348736,2007924736,10551214080,12801368064,0.160,1.260,2.990,57,12,10,59,0,0,0,20,0,0,0,Mar-22 21:36:54,0,0
56,868,54,814,0,0,0,0,0,0,13184,349847,3319619584,2015121408,10551746560,12800212992,0.160,1.260,2.990,57,12,10,59,0,0,0,28,0,0,0,Mar-22 21:36:55,0,0
56,868,54,814,0,0,0,0,0,0,13184,349848,3320651776,2014089216,10551746560,12799180800,0.160,1.260,2.990,57,12,10,59,0,0,0,44,0,0,368640,Mar-22 21:36:56,0,20
56,868,54,814,0,0,0,0,0,0,13184,349846,3322650624,2012594176,10551242752,12797706240,0.160,1.260,2.990,57,12,10,59,0,0,0,14,0,0,0,Mar-22 21:36:57,0,0
56,868,54,814,0,0,0,0,0,0,13184,349857,3323146240,2011832320,10551508992,12797210624,0.160,1.260,2.990,57,12,10,59,0,0,0,16,0,0,0,Mar-22 21:36:58,0,0
56,868,54,814,0,0,0,0,0,0,13184,349857,3321995264,2012684288,10551808000,12797857792,0.150,1.240,2.970,57,12,10,59,0,0,0,15,0,0,0,Mar-22 21:36:59,0,0
56,868,54,814,0,0,0,0,0,0,13184,349875,3322458112,2012426240,10551603200,12797669376,0.150,1.240,2.970,57,12,10,59,0,0,0,14,0,0,245760,Mar-22 21:37:00,0,32
56,868,54,814,0,0,0,0,0,0,13184,349877,3168927744,2165633024,10551926784,12801114112,0.150,1.240,2.970,57,12,10,59,0,0,0,34,0,0,0,Mar-22 21:37:01,0,0
56,868,54,814,0,0,0,0,0,0,13184,349875,3172339712,2162196480,10551926784,12797722624,0.150,1.240,2.970,57,12,10,59,0,0,0,15,0,0,19873792,Mar-22 21:37:02,0,1646
56,868,54,814,0,0,0,0,0,0,13184,349874,3173683200,2161377280,10551402496,12796903424,0.150,1.240,2.970,56,12,10,58,0,0,0,15,0,0,0,Mar-22 21:37:03,0,0
56,868,54,814,0,0,0,0,0,0,13184,349875,3173916672,2160603136,10551943168,12796141568,0.130,1.220,2.960,56,12,10,58,0,0,0,15,0,0,1687552,Mar-22 21:37:04,0,66
56,868,54,814,0,0,0,0,0,0,13184,349875,3174092800,2160627712,10551742464,12796186624,0.130,1.220,2.960,56,12,10,58,0,0,0,15,0,0,0,Mar-22 21:37:05,0,0
56,868,54,814,0,0,0,0,0,0,13184,349876,3172519936,2162454528,10551488512,12796174336,0.130,1.220,2.960,56,12,10,58,0,0,0,20,0,0,0,Mar-22 21:37:06,0,0
56,868,54,814,0,0,0,0,0,0,13184,349896,3170287616,2164060160,10552115200,12797255680,0.130,1.220,2.960,56,12,10,58,0,0,0,60,0,0,0,Mar-22 21:37:07,0,0
56,868,54,814,0,0,0,0,0,0,13184,349895,3170488320,2164084736,10551889920,12797296640,0.130,1.220,2.960,56,12,10,58,0,0,0,15,0,0,0,Mar-22 21:37:08,0,0
56,868,54,814,0,0,0,0,0,0,13184,349895,3170963456,2163867648,10551631872,12797079552,0.120,1.200,2.940,56,12,10,58,0,0,0,17,0,0,172032,Mar-22 21:37:09,0,28
56,868,54,814,0,0,0,0,0,0,13184,349896,3170668544,2163638272,10552156160,12796919808,0.120,1.200,2.940,56,12,10,58,0,0,0,16,0,0,0,Mar-22 21:37:10,0,0
56,868,54,814,0,0,0,0,0,0,13184,349895,3171168256,2163408896,10551885824,12796690432,0.120,1.200,2.940,56,12,10,58,0,0,0,17,0,0,0,Mar-22 21:37:11,0,0
56,868,54,814,0,0,0,0,0,0,13184,349835,3172212736,2162921472,10551328768,12795899904,0.120,1.200,2.940,56,12,10,58,0,0,0,15,0,0,0,Mar-22 21:37:12,0,0
56,868,54,814,0,0,0,0,0,0,13184,349836,3171917824,2162692096,10551853056,12795670528,0.120,1.200,2.940,56,12,10,58,0,0,0,37,0,0,0,Mar-22 21:37:13,0,0
56,868,54,814,0,0,0,0,0,0,13184,348724,3168133120,2173878272,10544513024,12801568768,0.110,1.180,2.920,56,12,10,58,0,0,0,22,0,0,0,Mar-22 21:37:14,0,0
56,868,54,814,0,0,0,0,0,0,13184,348735,3168755712,2172379136,10545389568,12800122880,0.110,1.180,2.920,56,12,10,58,0,0,0,20,0,0,0,Mar-22 21:37:15,0,0
56,868,54,814,0,0,0,0,0,0,13184,348735,3166654464,2174730240,10545139712,12802473984,0.110,1.180,2.920,56,12,10,58,0,0,0,15,0,0,1540096,Mar-22 21:37:16,0,28
56,868,54,814,0,0,0,0,0,0,13184,348735,3166920704,2174730240,10544873472,12802494464,0.110,1.180,2.920,56,12,10,58,0,0,0,17,0,0,0,Mar-22 21:37:17,0,0
56,868,54,814,0,0,0,0,0,0,13184,348736,3166871552,2174500864,10545152000,12802265088,0.110,1.180,2.920,56,12,10,58,0,0,0,34,0,0,0,Mar-22 21:37:18,0,0
56,868,54,814,0,0,0,0,0,0,13184,348736,3167338496,2174025728,10545160192,12801789952,0.100,1.160,2.910,56,12,10,58,0,0,0,33,0,0,0,Mar-22 21:37:19,0,0
56,868,54,814,0,0,0,0,0,0,13184,348734,3167584256,2174054400,10544885760,12801830912,0.100,1.160,2.910,56,12,10,58,0,0,0,16,0,0,0,Mar-22 21:37:20,0,0
56,870,54,816,0,0,0,0,0,0,13184,348758,3166973952,2174648320,10544902144,12801093632,0.100,1.160,2.910,56,12,10,58,0,0,0,23,0,0,57344,Mar-22 21:37:21,0,8
56,868,54,814,0,0,0,0,0,0,13216,348768,3166179328,2174402560,10545942528,12802166784,0.100,1.160,2.910,56,12,10,58,0,0,0,15,0,0,0,Mar-22 21:37:22,0,0
56,868,54,814,0,0,0,0,0,0,13216,348767,3168661504,2172174336,10545688576,12799016960,0.100,1.160,2.910,56,12,10,58,0,0,0,15,0,0,5013504,Mar-22 21:37:23,0,608
56,868,54,814,0,0,0,0,0,0,13184,348768,3169103872,2171457536,10545963008,12798300160,0.100,1.140,2.890,56,12,10,58,0,0,0,15,0,0,0,Mar-22 21:37:24,0,0
56,868,54,814,0,0,0,0,0,0,13184,348769,3169591296,2170970112,10545963008,12797820928,0.100,1.140,2.890,56,12,10,58,0,0,0,62,0,0,0,Mar-22 21:37:25,0,0
56,868,54,814,0,0,0,0,0,0,13184,348767,3170852864,2170245120,10545426432,12797108224,0.100,1.140,2.890,56,12,10,58,0,0,0,14,0,0,0,Mar-22 21:37:26,0,0
56,868,54,814,0,0,0,0,0,0,13184,348768,3170856960,2170003456,10545664000,12796887040,0.100,1.140,2.890,56,12,10,58,0,0,0,15,0,0,507904,Mar-22 21:37:27,0,20
56,868,54,814,0,0,0,0,0,0,13184,348789,3170471936,2170052608,10545999872,12796690432,0.100,1.140,2.890,56,12,10,58,0,0,0,20,0,0,0,Mar-22 21:37:28,0,0
56,868,54,814,0,0,0,0,0,0,13184,348789,3170693120,2169823232,10546008064,12796469248,0.170,1.140,2.880,56,12,10,58,0,0,0,37,0,0,0,Mar-22 21:37:29,0,0
56,868,54,814,0,0,0,0,0,0,13184,349857,3374034944,1960603648,10551885824,12589199360,0.170,1.140,2.880,56,12,10,58,0,0,0,14,0,0,0,Mar-22 21:37:30,0,0
56,868,54,814,0,0,0,0,0,0,13184,349858,3372904448,1961467904,10552152064,12590071808,0.170,1.140,2.880,56,12,10,58,0,0,0,32,0,0,2179072,Mar-22 21:37:31,0,34
56,868,54,814,0,0,0,0,0,0,13184,349858,3373445120,1960927232,10552152064,12589518848,0.170,1.140,2.880,56,12,10,58,0,0,0,16,0,0,0,Mar-22 21:37:32,0,0
56,868,54,814,0,0,0,0,0,0,13184,349857,3374735360,1960411136,10551377920,12589002752,0.170,1.140,2.880,56,12,10,58,0,0,0,15,0,0,0,Mar-22 21:37:33,0,0
56,868,54,814,0,0,0,0,0,0,13184,349858,3373785088,1960570880,10552160256,12589191168,0.150,1.120,2.870,56,12,10,58,0,0,0,17,0,0,15835136,Mar-22 21:37:34,0,2042
56,868,54,814,0,0,0,0,0,0,13184,349868,3374731264,1959567360,10552217600,12588404736,0.150,1.120,2.870,56,12,10,58,0,0,0,9,0,0,0,Mar-22 21:37:35,0,0
56,868,54,814,0,0,0,0,0,0,13184,349877,3376979968,1958047744,10551488512,12586827776,0.150,1.120,2.870,56,12,10,58,0,0,0,16,0,0,0,Mar-22 21:37:36,0,0
56,868,54,814,0,0,0,0,0,0,13184,349887,3376947200,1957273600,10552295424,12586156032,0.150,1.120,2.870,56,12,10,58,0,0,0,40,0,0,1368064,Mar-22 21:37:37,0,20
56,868,54,814,0,0,0,0,0,0,13184,349887,3376394240,1957826560,10552295424,12586749952,0.150,1.120,2.870,56,12,10,58,0,0,0,15,0,0,327680,Mar-22 21:37:38,0,12
56,868,54,814,0,0,0,0,0,0,13184,349887,3376902144,1957830656,10551783424,12586786816,0.140,1.100,2.850,56,12,10,58,0,0,0,16,0,0,0,Mar-22 21:37:39,0,0
56,870,54,816,0,0,0,0,0,0,13216,349890,3377410048,1957056512,10552049664,12586020864,0.140,1.100,2.850,56,12,10,58,0,0,0,37,0,0,0,Mar-22 21:37:40,0,0
56,870,54,816,0,0,0,0,0,0,13216,349890,3377659904,1956540416,10552315904,12585504768,0.140,1.100,2.850,56,12,10,58,0,0,0,17,0,0,0,Mar-22 21:37:41,0,0
56,870,54,816,0,0,0,0,0,0,13216,349899,3378675712,1956036608,10551803904,12585009152,0.140,1.100,2.850,56,12,10,58,0,0,0,14,0,0,0,Mar-22 21:37:42,0,0
56,870,54,816,0,0,0,0,0,0,13216,349900,3377033216,1956864000,10552619008,12587802624,0.140,1.100,2.850,56,12,10,58,0,0,0,45,0,0,229376,Mar-22 21:37:43,0,22
56,870,54,816,0,0,0,0,0,0,13216,349899,3378036736,1956376576,10552102912,12587327488,0.130,1.080,2.830,56,12,10,58,0,0,0,15,0,0,0,Mar-22 21:37:44,0,0
56,870,54,816,0,0,0,0,0,0,13216,349909,3378200576,1956376576,10551939072,12589043712,0.130,1.080,2.830,56,12,10,58,0,0,0,15,0,0,0,Mar-22 21:37:45,0,0
56,870,54,816,0,0,0,0,0,0,13216,349910,3379187712,1955102720,10552225792,12587970560,0.130,1.080,2.830,56,12,10,58,0,0,0,23,0,0,0,Mar-22 21:37:46,0,0
56,870,54,816,0,0,0,0,0,0,13216,349849,3379679232,1954947072,10551889920,12587507712,0.130,1.080,2.830,56,12,10,58,0,0,0,15,0,0,0,Mar-22 21:37:47,0,0
56,870,54,816,0,0,0,0,0,0,13216,349850,3380711424,1953902592,10551902208,12586463232,0.130,1.080,2.830,56,12,10,58,0,0,0,15,0,0,344064,Mar-22 21:37:48,0,16
56,870,54,816,0,0,0,0,0,0,13216,349861,3380887552,1953472512,10552156160,12585766912,0.120,1.060,2.820,56,12,10,58,0,0,0,54,0,0,0,Mar-22 21:37:49,0,0
56,870,54,816,0,0,0,0,0,0,13184,349859,3380408320,1954164736,10551943168,12586389504,0.120,1.060,2.820,56,12,10,58,0,0,0,28,0,0,3694592,Mar-22 21:37:50,0,532
56,870,54,816,0,0,0,0,0,0,13184,349860,3380604928,1953935360,10551975936,12586205184,0.120,1.060,2.820,56,12,10,58,0,0,0,32,0,0,0,Mar-22 21:37:51,0,0
56,870,54,816,0,0,0,0,0,0,13184,349870,3380273152,1953935360,10552307712,12586217472,0.120,1.060,2.820,56,12,10,58,0,0,0,18,0,0,0,Mar-22 21:37:52,0,0
56,870,54,816,0,0,0,0,0,0,13184,349869,3379507200,1954992128,10552016896,12587274240,0.120,1.060,2.820,56,12,10,58,0,0,0,15,0,0,368640,Mar-22 21:37:53,0,32
56,870,54,816,0,0,0,0,0,0,13184,349870,3379200000,1955254272,10552061952,12587548672,0.110,1.050,2.800,56,12,10,58,0,0,0,20,0,0,0,Mar-22 21:37:54,0,0
56,870,54,816,0,0,0,0,0,0,13216,349870,3379113984,1955082240,10552320000,12587384832,0.110,1.050,2.800,56,12,10,58,0,0,0,41,0,0,0,Mar-22 21:37:55,0,0
56,870,54,816,0,0,0,0,0,0,13216,349884,3380809728,1953918976,10551787520,12604059648,0.110,1.050,2.800,56,12,10,58,0,0,0,15,0,0,0,Mar-22 21:37:56,0,0
56,870,54,816,0,0,0,0,0,0,13216,348770,3377197056,1963581440,10545766400,12606935040,0.110,1.050,2.800,56,12,10,58,0,0,0,16,0,0,0,Mar-22 21:37:57,0,0
56,870,54,816,0,0,0,0,0,0,13216,348720,3378061312,1962807296,10545676288,12605562880,0.110,1.050,2.800,56,12,10,58,0,0,0,14,0,0,1605632,Mar-22 21:37:58,0,88
56,870,54,816,0,0,0,0,0,0,13216,348719,3379040256,1962602496,10544902144,12605370368,0.100,1.030,2.790,56,12,10,58,0,0,0,15,0,0,0,Mar-22 21:37:59,0,0
56,868,54,814,0,0,0,0,0,0,13216,348727,3379187712,1961836544,10545520640,12603363328,0.100,1.030,2.790,56,12,10,58,0,0,0,14,0,0,0,Mar-22 21:38:00,0,0
56,868,54,814,0,0,0,0,0,0,13216,348729,3380006912,1961000960,10545537024,12602552320,0.100,1.030,2.790,56,12,10,58,0,0,0,63,0,0,0,Mar-22 21:38:01,0,0
56,868,54,814,0,0,0,0,0,0,13216,348725,3380060160,1961271296,10545213440,12602822656,0.100,1.030,2.790,56,12,10,58,0,0,0,31,0,0,0,Mar-22 21:38:02,0,0
56,868,54,814,0,0,0,0,0,0,13216,348736,3380191232,1960886272,10545467392,12602445824,0.100,1.030,2.790,56,12,10,58,0,0,0,16,0,0,483328,Mar-22 21:38:03,0,8
56,868,54,814,0,0,0,0,0,0,13216,348736,3379871744,1961152512,10545520640,12602748928,0.090,1.010,2.770,56,12,10,58,0,0,0,14,0,0,0,Mar-22 21:38:04,0,0
56,868,54,814,0,0,0,0,0,0,13184,348742,3379101696,1962442752,10545000448,12604063744,0.090,1.010,2.770,56,12,10,58,0,0,0,15,0,0,0,Mar-22 21:38:05,0,0
56,868,54,814,0,0,0,0,0,0,13184,348736,3379048448,1962221568,10545274880,12603842560,0.090,1.010,2.770,56,12,10,58,0,0,0,15,0,0,4268032,Mar-22 21:38:06,0,578
56,868,54,814,0,0,0,0,0,0,13184,348746,3378745344,1962258432,10545541120,12603887616,0.090,1.010,2.770,56,12,10,58,0,0,0,45,0,0,0,Mar-22 21:38:07,0,0
56,868,54,814,0,0,0,0,0,0,13184,348745,3378597888,1962586112,10545360896,12604321792,0.090,1.010,2.770,56,12,10,58,0,0,0,14,0,0,442368,Mar-22 21:38:08,0,10
56,868,54,814,0,0,0,0,0,0,13184,348746,3378282496,1962610688,10545651712,12604346368,0.080,0.990,2.760,56,12,10,58,0,0,0,19,0,0,0,Mar-22 21:38:09,0,0
56,868,54,814,0,0,0,0,0,0,13184,348756,3378253824,1962381312,10545909760,12606263296,0.080,0.990,2.760,56,12,10,58,0,0,0,17,0,0,0,Mar-22 21:38:10,0,0
56,868,54,814,0,0,0,0,0,0,13184,348755,3379732480,1961377792,10545434624,12605063168,0.080,0.990,2.760,56,12,10,58,0,0,0,17,0,0,0,Mar-22 21:38:11,0,0
56,868,54,814,0,0,0,0,0,0,13184,348761,3379724288,1961377792,10545442816,12605042688,0.080,0.990,2.760,56,12,10,58,0,0,0,24,0,0,0,Mar-22 21:38:12,0,0
56,870,54,816,0,0,0,0,0,0,13184,348759,3379138560,1961943040,10545463296,12605620224,0.080,0.990,2.760,56,12,10,58,0,0,0,70,0,0,0,Mar-22 21:38:13,0,0
56,868,54,814,0,0,0,0,0,0,13184,348755,3378843648,1962512384,10545188864,12606197760,0.080,0.980,2.740,56,12,10,58,0,0,0,24,0,0,188416,Mar-22 21:38:14,0,32
56,868,54,814,0,0,0,0,0,0,13184,349829,3572523008,1762160640,10551861248,12402016256,0.080,0.980,2.740,56,12,10,58,0,0,0,17,0,0,0,Mar-22 21:38:15,0,0
56,868,54,814,0,0,0,0,0,0,13216,349829,3573997568,1760657408,10551889920,12400529408,0.080,0.980,2.740,56,12,10,58,0,0,0,21,0,0,0,Mar-22 21:38:16,0,0
56,868,54,814,0,0,0,0,0,0,13216,349838,3573190656,1761988608,10551365632,12402225152,0.080,0.980,2.740,56,12,10,58,0,0,0,15,0,0,0,Mar-22 21:38:17,0,0
56,868,54,814,0,0,0,0,0,0,13216,349839,3571912704,1762701312,10551930880,12402855936,0.080,0.980,2.740,56,12,10,58,0,0,0,16,0,0,0,Mar-22 21:38:18,0,0
56,868,54,814,0,0,0,0,0,0,13216,349827,3574525952,1760342016,10551676928,12400504832,0.070,0.960,2.730,56,12,10,58,0,0,0,43,0,0,2990080,Mar-22 21:38:19,0,202
56,868,54,814,0,0,0,0,0,0,13216,349825,3575459840,1759133696,10551951360,12399300608,0.070,0.960,2.730,56,12,10,58,0,0,0,15,0,0,0,Mar-22 21:38:20,0,0
56,868,54,814,0,0,0,0,0,0,13280,349871,3569213440,1764691968,10552635392,12672520192,0.070,0.960,2.730,56,12,10,58,0,0,0,15,0,0,16711680,Mar-22 21:38:21,0,2100
56,868,54,814,0,0,0,0,0,0,13280,349821,3561619456,1772511232,10552410112,12686385152,0.070,0.960,2.730,56,12,10,58,0,0,0,16,0,0,0,Mar-22 21:38:22,0,0
56,868,54,814,0,0,0,0,0,0,13280,349822,3564388352,1769742336,10552410112,12683649024,0.070,0.960,2.730,56,12,10,58,0,0,0,24,0,0,1753088,Mar-22 21:38:23,0,108
56,868,54,814,0,0,0,0,0,0,13280,349832,3564109824,1770287104,10552143872,12684214272,0.070,0.950,2.710,56,12,10,58,0,0,0,18,0,0,0,Mar-22 21:38:24,0,0
56,868,54,814,0,0,0,0,0,0,13280,349833,3564388352,1769373696,10552778752,12683317248,0.070,0.950,2.710,56,12,10,58,0,0,0,46,0,0,163840,Mar-22 21:38:25,0,20
56,868,54,814,0,0,0,0,0,0,13248,349831,3565215744,1769062400,10552262656,12682850304,0.070,0.950,2.710,56,12,10,58,0,0,0,16,0,0,0,Mar-22 21:38:26,0,0
56,868,54,814,0,0,0,0,0,0,13248,349832,3566981120,1767022592,10552537088,12680765440,0.070,0.950,2.710,56,12,10,58,0,0,0,16,0,0,0,Mar-22 21:38:27,0,0
56,868,54,814,0,0,0,0,0,0,13248,349842,3567632384,1766342656,10552565760,12680900608,0.070,0.950,2.710,56,12,10,58,0,0,0,15,0,0,0,Mar-22 21:38:28,0,0
56,868,54,814,0,0,0,0,0,0,13248,349841,3567874048,1766612992,10552053760,12681207808,0.060,0.930,2.700,56,12,10,58,0,0,0,17,0,0,0,Mar-22 21:38:29,0,0
56,868,54,814,0,0,0,0,0,0,13248,349851,3566137344,1767985152,10552418304,12682280960,0.060,0.930,2.700,56,12,10,58,0,0,0,19,0,0,221184,Mar-22 21:38:30,0,34
56,874,54,820,0,0,0,0,0,0,13280,349976,3578945536,1754632192,10552963072,12669190144,0.060,0.930,2.700,58,12,12,58,0,0,0,61,0,81920,466944,Mar-22 21:38:31,20,50
56,874,54,820,0,0,0,0,0,0,13248,349978,3573780480,1759363072,10553397248,12675416064,0.060,0.930,2.700,58,12,12,58,0,0,0,17,0,528384,212992,Mar-22 21:38:32,42,8
56,874,54,820,0,0,0,0,0,0,13248,349978,3574493184,1759416320,10552631296,12675481600,0.060,0.930,2.700,58,12,12,58,0,0,0,15,0,0,0,Mar-22 21:38:33,0,0
56,874,54,820,0,0,0,0,0,0,13248,349976,3575025664,1759416320,10552098816,12675485696,0.060,0.910,2.680,58,12,12,58,0,0,0,17,0,0,0,Mar-22 21:38:34,0,0
56,874,54,820,0,0,0,0,0,0,13248,349979,3576709120,1757790208,10552041472,12673867776,0.060,0.910,2.680,58,12,12,58,0,0,0,21,0,0,0,Mar-22 21:38:35,0,0
56,874,54,820,0,0,0,0,0,0,13248,349987,3575115776,1758658560,10552766464,12674736128,0.060,0.910,2.680,58,12,12,58,0,0,0,39,0,0,663552,Mar-22 21:38:36,0,44
56,874,54,820,0,0,0,0,0,0,13248,349997,3575414784,1758478336,10552647680,12674301952,0.060,0.910,2.680,58,12,12,58,0,0,0,53,0,0,0,Mar-22 21:38:37,0,0
56,874,54,820,0,0,0,0,0,0,13248,350007,3575853056,1757941760,10552741888,12673798144,0.060,0.910,2.680,58,12,12,58,0,0,0,18,0,0,0,Mar-22 21:38:38,0,0
56,874,54,820,0,0,0,0,0,0,13248,350008,3575091200,1752535040,10558910464,12668395520,0.050,0.900,2.670,58,12,12,58,0,0,0,15,0,0,16384,Mar-22 21:38:39,0,2
56,874,54,820,0,0,0,0,0,0,13312,350007,3577233408,1750212608,10559090688,12666126336,0.050,0.900,2.670,58,12,12,58,0,0,0,13,0,0,0,Mar-22 21:38:40,0,0
56,874,54,820,0,0,0,0,0,0,13312,350006,3576774656,1757028352,10552733696,12672942080,0.050,0.900,2.670,58,12,12,58,0,0,0,15,0,0,319488,Mar-22 21:38:41,0,24
56,874,54,820,0,0,0,0,0,0,13312,350007,3577479168,1756311552,10552745984,12672233472,0.050,0.900,2.670,58,12,12,58,0,0,0,14,0,0,5373952,Mar-22 21:38:42,0,706
56,874,54,820,0,0,0,0,0,0,13312,350008,3517902848,1816473600,10552160256,12798889984,0.050,0.900,2.670,58,12,12,58,0,0,0,34,0,0,0,Mar-22 21:38:43,0,0
56,874,54,820,0,0,0,0,0,0,13312,348888,3297226752,2043424768,10545885184,12800630784,0.050,0.880,2.650,58,12,12,58,0,0,0,14,0,0,0,Mar-22 21:38:44,0,0
56,874,54,820,0,0,0,0,0,0,13312,348907,3298406400,2042671104,10545459200,12799905792,0.050,0.880,2.650,58,12,12,58,0,0,0,14,0,0,0,Mar-22 21:38:45,0,0
56,874,54,820,0,0,0,0,0,0,13312,348908,3299127296,2041909248,10545500160,12799152128,0.050,0.880,2.650,58,12,12,58,0,0,0,21,0,0,0,Mar-22 21:38:46,0,0
56,874,54,820,0,0,0,0,0,0,13312,348907,3298877440,2042212352,10545446912,12799455232,0.050,0.880,2.650,58,12,12,58,0,0,0,33,0,0,1966080,Mar-22 21:38:47,0,42
56,874,54,820,0,0,0,0,0,0,13312,348907,3299135488,2041688064,10545713152,12798943232,0.050,0.880,2.650,58,12,12,58,0,0,0,16,0,0,0,Mar-22 21:38:48,0,0
56,874,54,820,0,0,0,0,0,0,13312,348908,3298545664,2041212928,10546778112,12798468096,0.040,0.870,2.640,58,12,12,58,0,0,0,37,0,0,0,Mar-22 21:38:49,0,0
56,874,54,820,0,0,0,0,0,0,13312,348907,3297771520,2042327040,10546438144,12799586304,0.040,0.870,2.640,58,12,12,58,0,0,0,49,0,0,0,Mar-22 21:38:50,0,0
56,874,54,820,0,0,0,0,0,0,13312,348905,3297923072,2042961920,10545651712,12800221184,0.040,0.870,2.640,58,12,12,58,0,0,0,15,0,0,0,Mar-22 21:38:51,0,0
56,874,54,820,0,0,0,0,0,0,13312,348906,3300737024,2040406016,10545393664,12797665280,0.040,0.870,2.640,58,12,12,58,0,0,0,15,0,0,90112,Mar-22 21:38:52,0,18
56,874,54,820,0,0,0,0,0,0,13312,348925,3300782080,2040217600,10545537024,12797632512,0.040,0.870,2.640,58,12,12,58,0,0,0,18,0,0,3325952,Mar-22 21:38:53,0,414
56,874,54,820,0,0,0,0,0,0,13312,348924,3301023744,2039971840,10545541120,12797399040,0.040,0.850,2.620,58,12,12,58,0,0,0,21,0,0,0,Mar-22 21:38:54,0,0
56,874,54,820,0,0,0,0,0,0,13312,348924,3301068800,2039971840,10545496064,12797403136,0.040,0.850,2.620,58,12,12,58,0,0,0,31,0,0,0,Mar-22 21:38:55,0,0
56,874,54,820,0,0,0,0,0,0,13312,348925,3301830656,2038685696,10546020352,12796137472,0.040,0.850,2.620,58,12,12,58,0,0,0,17,0,0,0,Mar-22 21:38:56,0,0
56,874,54,820,0,0,0,0,0,0,13312,348925,3302043648,2038996992,10545496064,12796448768,0.040,0.850,2.620,58,12,12,58,0,0,0,21,0,0,0,Mar-22 21:38:57,0,0
56,874,54,820,0,0,0,0,0,0,13312,348864,3302567936,2038792192,10545176576,12795920384,0.040,0.850,2.620,58,12,12,58,0,0,0,31,0,0,442368,Mar-22 21:38:58,0,28
56,874,54,820,0,0,0,0,0,0,13312,348864,3302526976,2038833152,10545176576,12795961344,0.120,0.860,2.620,58,12,12,58,0,0,0,15,0,0,0,Mar-22 21:38:59,0,0
56,874,54,820,0,0,0,0,0,0,13248,349948,3364540416,1970032640,10551922688,12614303744,0.120,0.860,2.620,58,12,12,58,0,0,0,10,0,0,0,Mar-22 21:39:00,0,0
56,874,54,820,0,0,0,0,0,0,13248,349950,3366825984,1968271360,10551398400,12612542464,0.120,0.860,2.620,58,12,12,58,0,0,0,55,0,0,0,Mar-22 21:39:01,0,0
56,868,54,814,0,0,0,0,0,0,13184,349890,3358035968,1977118720,10551341056,12621389824,0.120,0.860,2.620,56,12,10,58,0,0,0,16,0,0,0,Mar-22 21:39:02,0,0
56,868,54,814,0,0,0,0,0,0,13184,349888,3358732288,1975373824,10552389632,12619644928,0.120,0.860,2.620,56,12,10,58,0,0,0,15,0,0,2416640,Mar-22 21:39:03,0,34
56,868,54,814,0,0,0,0,0,0,13184,349887,3361472512,1973682176,10551341056,12617965568,0.110,0.840,2.600,56,12,10,58,0,0,0,15,0,0,18202624,Mar-22 21:39:04,0,2586
56,868,54,814,0,0,0,0,0,0,13184,349888,3361693696,1973182464,10551619584,12617465856,0.110,0.840,2.600,56,12,10,58,0,0,0,15,0,0,0,Mar-22 21:39:05,0,0
56,868,54,814,0,0,0,0,0,0,13184,349898,3354370048,1980198912,10551926784,12624392192,0.110,0.840,2.600,56,12,10,58,0,0,0,15,0,0,0,Mar-22 21:39:06,0,0
56,868,54,814,0,0,0,0,0,0,13184,349917,3357741056,1977102336,10551652352,12622774272,0.110,0.840,2.600,56,12,10,58,0,0,0,37,0,0,0,Mar-22 21:39:07,0,0
