"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/socket_lock_fs_swap_zones_io_vm-adv_time_ipc.csv --socket --lock --fs --swap --zones --io --vm-adv --time --ipc 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"sockets",,,,,"file locks",,,,"filesystem",,"swap",,"zones memory",,,,"io/total",,"advanced virtual memory",,,,,"system","sysv ipc",,
1202,24,33,0,0,83,12,13,82,14080,182011,108527616,914878464,159767,3141,482457,22688,0,0,0,0,0,0,0,Mar-23 13:47:59,0,0,5
1205,24,36,0,0,83,12,13,82,14080,182014,108527616,914878464,159767,3141,482299,22688,0,0,0,0,0,0,0,Mar-23 13:48:00,0,0,5
1205,24,36,0,0,83,12,13,82,14048,182015,108527616,914878464,159767,3141,481151,22688,0,974,0,0,0,0,0,Mar-23 13:48:01,0,0,5
1205,24,36,0,0,83,12,13,82,14080,182022,108527616,914878464,159767,3141,476708,22688,0,0,0,0,0,0,0,Mar-23 13:48:02,0,0,5
1205,24,36,0,0,83,12,13,82,14048,183083,108527616,914878464,159767,3141,442593,22688,0,22,0,0,0,0,0,Mar-23 13:48:03,0,0,5
1205,24,36,0,0,83,12,13,82,14048,183055,108527616,914878464,159767,3141,442362,22688,0,0,0,0,0,0,0,Mar-23 13:48:04,0,0,5
1202,24,33,0,0,83,12,13,82,14048,183053,108527616,914878464,159767,3141,441946,22688,0,0,0,0,0,0,0,Mar-23 13:48:05,0,0,5
1202,24,33,0,0,83,12,13,82,14048,183082,108527616,914878464,159767,3141,440411,22688,0,192,0,0,0,0,0,Mar-23 13:48:06,0,0,5
1202,24,33,0,0,83,12,13,82,14048,183078,108527616,914878464,159767,3141,440050,22688,0,0,0,0,0,0,0,Mar-23 13:48:07,0,0,5
1202,24,33,0,0,83,12,13,82,14016,183080,108527616,914878464,159767,3141,439322,22688,0,70,0,0,0,0,0,Mar-23 13:48:08,0,0,5
1202,24,33,0,0,83,12,13,82,14016,183081,108527616,914878464,159767,3141,435460,22688,0,0,0,0,0,0,0,Mar-23 13:48:09,0,0,5
1202,24,33,0,0,83,12,13,82,14016,183053,108527616,914878464,159767,3141,435275,22688,0,0,0,0,0,0,0,Mar-23 13:48:10,0,0,5
1202,24,33,0,0,83,12,13,82,13984,183064,108527616,914878464,159767,3141,477861,22688,2,146,0,0,0,0,0,Mar-23 13:48:11,0,0,5
1202,24,33,0,0,83,12,13,82,14016,183063,108527616,914878464,159767,3141,477234,22688,0,140,0,0,0,0,0,Mar-23 13:48:12,0,0,5
1202,24,33,0,0,83,12,13,82,14048,183091,108527616,914878464,159767,3141,476574,22688,0,0,0,0,0,0,0,Mar-23 13:48:13,0,0,5
1202,24,33,0,0,83,12,13,82,14016,183091,108527616,914878464,159767,3141,476462,22688,0,0,0,0,0,0,0,Mar-23 13:48:14,0,0,5
1202,24,33,0,0,83,12,13,82,14016,183090,108527616,914878464,159767,3141,476364,22688,0,0,0,0,0,0,0,Mar-23 13:48:15,0,0,5
1202,24,33,0,0,83,12,13,82,14048,183044,108527616,914878464,159767,3141,476359,22688,0,42,0,0,0,0,0,Mar-23 13:48:16,0,0,5
1202,24,33,0,0,83,12,13,82,14080,183065,108527616,914878464,159767,3141,470452,22688,0,12,0,0,0,0,0,Mar-23 13:48:17,0,0,5
1202,24,33,0,0,83,12,13,82,14048,183075,108527616,914878464,159767,3141,471321,22688,0,0,0,0,0,0,0,Mar-23 13:48:18,0,0,5
1202,24,33,0,0,83,12,13,82,14048,183075,108527616,914878464,159767,3141,471088,22688,0,64,0,0,0,0,0,Mar-23 13:48:19,0,0,5
1202,24,33,0,0,83,12,13,82,14016,183104,108527616,914878464,159767,3141,470552,22688,0,0,0,0,0,0,0,Mar-23 13:48:20,0,0,5
1203,25,33,0,0,83,12,13,82,14016,183106,108527616,914878464,159767,3141,471052,22688,0,40,0,0,0,0,0,Mar-23 13:48:21,0,0,5
1203,25,33,0,0,83,12,13,82,14080,183105,108527616,914878464,159767,3141,470638,22688,0,64,0,0,0,0,0,Mar-23 13:48:22,0,0,5
1203,25,33,0,0,83,12,13,82,14080,183076,108527616,914878464,159767,3141,470284,22688,0,0,0,0,0,0,0,Mar-23 13:48:23,0,0,5
1203,25,33,0,0,83,12,13,82,14112,183070,108527616,914878464,159767,3141,465049,22688,0,0,0,0,0,0,0,Mar-23 13:48:24,0,0,5
1203,25,33,0,0,83,12,13,82,14080,183078,108527616,914878464,159767,3141,464305,22688,0,0,0,0,0,0,0,Mar-23 13:48:25,0,0,5
1203,25,33,0,0,83,12,13,82,14144,183088,108527616,914878464,159767,3141,464365,22688,0,66,0,0,0,0,0,Mar-23 13:48:26,0,0,5
1205,27,33,0,0,83,12,13,82,14080,183117,108527616,914878464,159767,3141,475299,22688,0,52,0,0,0,0,0,Mar-23 13:48:27,0,0,5
1205,27,33,0,0,83,12,13,82,14080,183116,108527616,914878464,159767,3141,475075,22688,0,0,0,0,0,0,0,Mar-23 13:48:28,0,0,5
1205,27,33,0,0,83,12,13,82,14080,183117,108527616,914878464,159767,3141,474907,22688,0,0,0,0,0,0,0,Mar-23 13:48:29,0,0,5
1205,27,33,0,0,83,12,13,82,14048,183119,108527616,914878464,159767,3141,474795,22688,0,0,0,0,0,0,0,Mar-23 13:48:30,0,0,5
1205,27,33,0,0,83,12,13,82,14016,183116,108527616,914878464,159767,3141,474972,22688,0,290,0,0,0,0,0,Mar-23 13:48:31,0,0,5
1205,27,33,0,0,83,12,13,82,14048,181978,108527616,914878464,159767,3141,497813,22688,0,26,0,0,0,0,0,Mar-23 13:48:32,0,0,5
1205,27,33,0,0,83,12,13,82,14048,181989,108527616,914878464,159767,3141,497426,22688,0,12,0,0,0,0,0,Mar-23 13:48:33,0,0,5
1207,27,33,0,0,83,12,13,82,14080,182018,108527616,914878464,159767,3141,499272,22688,0,0,0,0,0,0,0,Mar-23 13:48:34,0,0,5
1207,27,33,0,0,83,12,13,82,14048,182018,108527616,914878464,159767,3141,499127,22688,8,0,0,0,0,0,0,Mar-23 13:48:35,0,0,5
1207,27,33,0,0,83,12,13,82,14048,182020,108527616,914878464,159767,3141,505322,22688,0,2372,0,0,0,0,0,Mar-23 13:48:36,0,0,5
1207,27,33,0,0,83,12,13,82,14048,181990,108527616,914878464,159767,3141,505391,22688,0,0,0,0,0,0,0,Mar-23 13:48:37,0,0,5
1216,27,33,0,0,83,12,13,82,14080,182073,108527616,914878464,159767,3141,502524,22688,0,20,0,0,0,0,0,Mar-23 13:48:38,0,0,5
1208,27,33,0,0,83,12,13,82,14112,181917,108527616,914878464,159767,3141,505285,22688,0,0,0,0,0,0,0,Mar-23 13:48:39,0,0,5
1209,27,33,0,0,83,12,13,82,14080,181926,108527616,914878464,159767,3141,499231,22688,0,0,0,0,0,0,0,Mar-23 13:48:40,0,0,5
1208,27,33,0,0,83,12,13,82,14048,183023,108527616,914878464,159767,3141,473647,22688,0,56,0,0,0,0,0,Mar-23 13:48:41,0,0,5
1208,27,33,0,0,83,12,13,82,14048,183020,108527616,914878464,159767,3141,472406,22688,0,52,0,0,0,0,0,Mar-23 13:48:42,0,0,5
1208,27,33,0,0,83,12,13,82,14048,183021,108527616,914878464,159767,3141,471993,22688,0,0,0,0,0,0,0,Mar-23 13:48:43,0,0,5
1208,27,33,0,0,83,12,13,82,14048,183017,108527616,914878464,159767,3141,473535,22688,0,30,0,0,0,0,0,Mar-23 13:48:44,0,0,5
1208,27,33,0,0,83,12,13,82,14016,182989,108527616,914878464,159767,3141,473175,22688,0,0,0,0,0,0,0,Mar-23 13:48:45,0,0,5
1208,27,33,0,0,83,12,13,82,14048,182988,108527616,914878464,159767,3141,472622,22688,0,0,0,0,0,0,0,Mar-23 13:48:46,0,0,5
1208,27,33,0,0,83,12,13,82,14016,182986,108527616,914878464,159767,3141,471514,22688,0,124,0,0,0,0,0,Mar-23 13:48:47,0,0,5
1208,27,33,0,0,83,12,13,82,14048,183025,108527616,914878464,159767,3141,474445,22688,0,0,0,0,0,0,0,Mar-23 13:48:48,0,0,5
1208,27,33,0,0,83,12,13,82,14080,183024,108527616,914878464,159767,3141,474333,22688,0,0,0,0,0,0,0,Mar-23 13:48:49,0,0,5
1208,27,33,0,0,83,12,13,82,14080,183025,108527616,914878464,159767,3141,474221,22688,0,70,0,0,0,0,0,Mar-23 13:48:50,0,0,5
1208,27,33,0,0,83,12,13,82,14112,183025,108527616,914878464,159767,3141,473927,22688,0,38,0,0,0,0,0,Mar-23 13:48:51,0,0,5
1208,27,33,0,0,83,12,13,82,14080,182998,108527616,914878464,159767,3141,473244,22688,0,170,0,0,0,0,0,Mar-23 13:48:52,0,0,5
1208,27,33,0,0,83,12,13,82,14112,182997,108527616,914878464,159767,3141,473089,22688,0,0,0,0,0,0,0,Mar-23 13:48:53,0,0,5
1209,28,33,0,0,83,12,13,82,14080,182998,108527616,914878464,159767,3141,468399,22688,0,0,0,0,0,0,0,Mar-23 13:48:54,0,0,5
1208,27,33,0,0,83,12,13,82,14048,183027,108527616,914878464,159767,3141,468636,22688,0,0,0,0,0,0,0,Mar-23 13:48:55,0,0,5
1208,27,33,0,0,83,12,13,82,14048,183038,108527616,914878464,159767,3141,468230,22688,0,0,0,0,0,0,0,Mar-23 13:48:56,0,0,5
1208,27,33,0,0,83,12,13,82,14048,183036,108527616,914878464,159767,3141,469264,22688,0,60,0,0,0,0,0,Mar-23 13:48:57,0,0,5
1208,27,33,0,0,83,12,13,82,14080,183034,108527616,914878464,159767,3141,468795,22688,0,2,0,0,0,0,0,Mar-23 13:48:58,0,0,5
1208,27,33,0,0,83,12,13,82,14080,183008,108527616,914878464,159767,3141,469089,22688,0,0,0,0,0,0,0,Mar-23 13:48:59,0,0,5
1208,27,33,0,0,83,12,13,82,14048,183008,108527616,914878464,159767,3141,469051,22688,0,0,0,0,0,0,0,Mar-23 13:49:00,0,0,5
1208,27,33,0,0,83,12,13,82,14080,183007,108527616,914878464,159767,3141,468742,22688,0,30,0,0,0,0,0,Mar-23 13:49:01,0,0,5
1208,27,33,0,0,83,12,13,82,14112,183035,108527616,914878464,159767,3141,466825,22688,0,160,0,0,0,0,0,Mar-23 13:49:02,0,0,5
1206,27,33,0,0,83,12,13,82,14048,183034,108527616,914878464,159767,3141,466166,22688,0,0,0,0,0,0,0,Mar-23 13:49:03,0,0,5
1206,27,33,0,0,83,12,13,82,14048,183044,108527616,914878464,159767,3141,466071,22688,0,56,0,0,0,0,0,Mar-23 13:49:04,0,0,5
1206,27,33,0,0,83,12,13,82,14048,183036,108527616,914878464,159767,3141,465983,22688,0,0,0,0,0,0,0,Mar-23 13:49:05,0,0,5
1206,27,33,0,0,83,12,13,82,14048,183008,108527616,914878464,159767,3141,465570,22688,0,0,0,0,0,0,0,Mar-23 13:49:06,0,0,5
1206,27,33,0,0,83,12,13,82,14048,183008,108527616,914878464,159767,3141,465601,22688,0,442,0,0,0,0,0,Mar-23 13:49:07,0,0,5
1205,27,33,0,0,83,12,13,82,14048,181897,108527616,914878464,159767,3141,508668,22688,0,218,0,0,0,0,0,Mar-23 13:49:08,0,0,5
1204,27,33,0,0,83,12,13,82,14080,181926,108527616,914878464,159767,3141,504996,22688,0,0,0,0,0,0,0,Mar-23 13:49:09,0,0,5
1204,27,33,0,0,83,12,13,82,14048,181925,108527616,914878464,159767,3141,503765,22688,0,56,0,0,0,0,0,Mar-23 13:49:10,0,0,5
1204,27,33,0,0,83,12,13,82,14048,181936,108527616,914878464,159767,3141,505378,22688,0,0,0,0,0,0,0,Mar-23 13:49:11,0,0,5
1204,27,33,0,0,83,12,13,82,14048,181941,108527616,914878464,159767,3141,504120,22688,2,2170,0,0,0,0,0,Mar-23 13:49:12,0,0,5
1204,27,33,0,0,83,12,13,82,14080,181935,108527616,914878464,159767,3141,503904,22688,0,0,0,0,0,0,0,Mar-23 13:49:13,0,0,5
1204,27,33,0,0,83,12,13,82,14080,181907,108527616,914878464,159767,3141,505788,22688,0,0,0,0,0,0,0,Mar-23 13:49:14,0,0,5
1204,27,33,0,0,83,12,13,82,14112,181910,108527616,914878464,159767,3141,505247,22688,0,22,0,0,0,0,0,Mar-23 13:49:15,0,0,5
1204,27,33,0,0,83,12,13,82,14112,181939,108527616,914878464,159767,3141,508759,22688,0,0,0,0,0,0,0,Mar-23 13:49:16,0,0,5
1204,27,33,0,0,83,12,13,82,14112,181937,108527616,914878464,159767,3141,503436,22688,0,46,0,0,0,0,0,Mar-23 13:49:17,0,0,5
1204,27,33,0,0,83,12,13,82,14112,181936,108527616,914878464,159767,3141,504055,22688,0,0,0,0,0,0,0,Mar-23 13:49:18,0,0,5
1204,27,33,0,0,83,12,13,82,14048,183007,108527616,914878464,159767,3141,471781,22688,0,0,0,0,0,0,0,Mar-23 13:49:19,0,0,5
1204,27,33,0,0,83,12,13,82,14080,182979,108527616,914878464,159767,3141,470115,22688,0,50,0,0,0,0,0,Mar-23 13:49:20,0,0,5
1204,27,33,0,0,83,12,13,82,14080,182978,108527616,914878464,159767,3141,472540,22688,0,0,0,0,0,0,0,Mar-23 13:49:21,0,0,5
1204,27,33,0,0,83,12,13,82,14080,182978,108527616,914878464,159767,3141,472647,22688,0,40,0,0,0,0,0,Mar-23 13:49:22,0,0,5
1204,27,33,0,0,83,12,13,82,14080,183002,108527616,914878464,159767,3141,473353,22688,0,0,0,0,0,0,0,Mar-23 13:49:23,0,0,5
1204,27,33,0,0,83,12,13,82,14080,183002,108527616,914878464,159767,3141,472427,22688,0,0,0,0,0,0,0,Mar-23 13:49:24,0,0,5
1204,27,33,0,0,83,12,13,82,14048,183006,108527616,914878464,159767,3141,471679,22688,0,18,0,0,0,0,0,Mar-23 13:49:25,0,0,5
1205,28,33,0,0,83,12,13,82,14048,183016,108527616,914878464,159767,3141,481317,22688,0,0,0,0,0,0,0,Mar-23 13:49:26,0,0,5
1203,26,33,0,0,83,12,13,82,14048,182989,108527616,914878464,159767,3141,481235,22688,0,0,0,0,0,0,0,Mar-23 13:49:27,0,0,5
1203,26,33,0,0,83,12,13,82,14112,182988,108527616,914878464,159767,3141,480411,22688,0,254,0,0,0,0,0,Mar-23 13:49:28,0,0,5
1203,26,33,0,0,83,12,13,82,14080,182987,108527616,914878464,159767,3141,480381,22688,0,0,0,0,0,0,0,Mar-23 13:49:29,0,0,5
1203,26,33,0,0,83,12,13,82,14048,183010,108527616,914878464,159767,3141,479729,22688,0,32,0,0,0,0,0,Mar-23 13:49:30,0,0,5
1203,26,33,0,0,83,12,13,82,14080,183017,108527616,914878464,159767,3141,480002,22688,0,0,0,0,0,0,0,Mar-23 13:49:31,0,0,5
1203,26,33,0,0,83,12,13,82,14112,183063,108527616,914878464,159767,3141,478129,22688,0,0,0,0,0,0,0,Mar-23 13:49:32,0,0,5
1203,26,33,0,0,83,12,13,82,14112,183014,108527616,914878464,159767,3141,478071,22688,0,64,0,0,0,0,0,Mar-23 13:49:33,0,0,5
1203,26,33,0,0,83,12,13,82,14112,182998,108527616,914878464,159767,3141,485071,22688,0,0,0,0,0,0,0,Mar-23 13:49:34,0,0,5
1203,26,33,0,0,83,12,13,82,14112,182997,108527616,914878464,159767,3141,485664,22688,0,18,0,0,0,0,0,Mar-23 13:49:35,0,0,5
1204,27,33,0,0,83,12,13,82,14112,182998,108527616,914878464,159767,3141,485618,22688,0,0,0,0,0,0,0,Mar-23 13:49:36,0,0,5
1204,27,33,0,0,83,12,13,82,14080,183021,108527616,914878464,159767,3141,503070,22688,0,0,0,0,0,0,0,Mar-23 13:49:37,0,0,5
1204,27,33,0,0,83,12,13,82,14048,182981,108527616,914878464,159767,3141,503273,22688,0,42,0,0,0,0,0,Mar-23 13:49:38,0,0,5
1203,27,33,0,0,83,12,13,82,14112,183019,108527616,914878464,159767,3141,502792,22688,0,0,0,0,0,0,0,Mar-23 13:49:39,0,0,5
1203,27,33,0,0,83,12,13,82,14080,183023,108527616,914878464,159767,3141,501132,22688,0,18,0,0,0,0,0,Mar-23 13:49:40,0,0,5
1203,27,33,0,0,83,12,13,82,14080,183005,108527616,914878464,159767,3141,511120,22688,0,0,0,0,0,0,0,Mar-23 13:49:41,0,0,5
1203,27,33,0,0,83,12,13,82,14080,183006,108527616,914878464,159767,3141,510752,22688,0,32,0,0,0,0,0,Mar-23 13:49:42,0,0,5
1203,27,33,0,0,83,12,13,82,14112,183004,108527616,914878464,159767,3141,510405,22688,0,458,0,0,0,0,0,Mar-23 13:49:43,0,0,5
1203,27,33,0,0,83,12,13,82,14080,183028,108527616,914878464,159767,3141,509617,22688,0,48,0,0,0,0,0,Mar-23 13:49:44,0,0,5
1203,27,33,0,0,83,12,13,82,14048,183033,108527616,914878464,159767,3141,509668,22688,0,0,0,0,0,0,0,Mar-23 13:49:45,0,0,5
1203,27,33,0,0,83,12,13,82,14080,183033,108527616,914878464,159767,3141,509080,22688,0,0,0,0,0,0,0,Mar-23 13:49:46,0,0,5
1203,27,33,0,0,83,12,13,82,14112,183034,108527616,914878464,159767,3141,505526,22688,0,0,0,0,0,0,0,Mar-23 13:49:47,0,0,5
1203,27,33,0,0,83,12,13,82,14080,181923,108527616,914878464,159767,3141,506234,22688,0,488,0,0,0,0,0,Mar-23 13:49:48,0,0,5
1203,27,33,0,0,83,12,13,82,14048,181904,108527616,914878464,159767,3141,506841,22688,0,24,0,0,0,0,0,Mar-23 13:49:49,0,0,5
1203,27,33,0,0,83,12,13,82,14048,181905,108527616,914878464,159767,3141,506754,22688,0,0,0,0,0,0,0,Mar-23 13:49:50,0,0,5
1203,27,33,0,0,83,12,13,82,14112,181929,108527616,914878464,159767,3141,508994,22688,0,46,0,0,0,0,0,Mar-23 13:49:51,0,0,5
1203,27,33,0,0,83,12,13,82,14080,181934,108527616,914878464,159767,3141,508134,22688,0,28,0,0,0,0,0,Mar-23 13:49:52,0,0,5
1203,27,33,0,0,83,12,13,82,14080,181934,108527616,914878464,159767,3141,508110,22688,0,1676,0,0,0,0,0,Mar-23 13:49:53,0,0,5
1203,27,33,0,0,83,12,13,82,14080,181927,108527616,914878464,159767,3141,508230,22688,0,0,0,0,0,0,0,Mar-23 13:49:54,0,0,5
1202,26,33,0,0,83,12,13,82,14080,181930,108527616,914878464,159767,3141,504080,22688,0,0,0,0,0,0,0,Mar-23 13:49:55,0,0,5
1202,26,33,0,0,83,12,13,82,15136,182967,108527616,914878464,159767,3141,475398,22688,0,0,0,0,0,0,0,Mar-23 13:49:56,0,0,5
1202,26,33,0,0,83,12,13,82,14080,182972,108527616,914878464,159767,3141,471839,22688,0,42,0,0,0,0,0,Mar-23 13:49:57,0,0,5
1203,27,33,0,0,83,12,13,82,14112,182996,108527616,914878464,159767,3141,473444,22688,0,60,0,0,0,0,0,Mar-23 13:49:58,0,0,5
1202,26,33,0,0,83,12,13,82,14080,182999,108527616,914878464,159767,3141,474272,22688,0,0,0,0,0,0,0,Mar-23 13:49:59,0,0,5
1205,26,36,0,0,83,12,13,82,14080,183002,108527616,914878464,159767,3141,468336,22688,0,0,0,0,0,0,0,Mar-23 13:50:00,0,0,5
1205,26,36,0,0,83,12,13,82,14048,182958,108527616,914878464,159767,3141,468286,22688,0,0,0,0,0,0,0,Mar-23 13:50:01,0,0,5
1205,26,36,0,0,83,12,13,82,14112,182982,108527616,914878464,159767,3141,465513,22688,0,16,0,0,0,0,0,Mar-23 13:50:02,0,0,5
1205,26,36,0,0,83,12,13,82,14080,182978,108527616,914878464,159767,3141,469248,22688,0,102,0,0,0,0,0,Mar-23 13:50:03,0,0,5
1205,26,36,0,0,83,12,13,82,14080,182988,108527616,914878464,159767,3141,468578,22688,0,0,0,0,0,0,0,Mar-23 13:50:04,0,0,5
1202,26,33,0,0,83,12,13,82,14144,183009,108527616,914878464,159767,3141,468855,22688,0,0,0,0,0,0,0,Mar-23 13:50:05,0,0,5
1202,26,33,0,0,83,12,13,82,14112,183014,108527616,914878464,159767,3141,468887,22688,0,0,0,0,0,0,0,Mar-23 13:50:06,0,0,5
1202,26,33,0,0,83,12,13,82,14112,183013,108527616,914878464,159767,3141,470006,22688,0,26,0,0,0,0,0,Mar-23 13:50:07,0,0,5
1202,26,33,0,0,83,12,13,82,14112,183013,108527616,914878464,159767,3141,472987,22688,0,0,0,0,0,0,0,Mar-23 13:50:08,0,0,5
1202,26,33,0,0,83,12,13,82,14112,182969,108527616,914878464,159767,3141,475621,22688,0,154,0,0,0,0,0,Mar-23 13:50:09,0,0,5
1203,26,34,0,0,83,12,13,82,14080,182990,108527616,914878464,159767,3141,474124,22688,0,0,0,0,0,0,0,Mar-23 13:50:10,0,0,5
1205,27,33,0,0,83,12,13,82,14080,183002,108527616,914878464,159767,3141,473646,22688,0,0,0,0,0,0,0,Mar-23 13:50:11,0,0,5
1205,27,33,0,0,83,12,13,82,14080,183024,108527616,914878464,159767,3141,473760,22688,0,24,0,0,0,0,0,Mar-23 13:50:12,0,0,5
1205,27,33,0,0,83,12,13,82,14112,183042,108527616,914878464,159767,3141,470906,22688,0,36,0,0,0,0,0,Mar-23 13:50:13,0,0,5
1205,27,33,0,0,83,12,13,82,14112,183039,108527616,914878464,159767,3141,470867,22688,0,76,0,0,0,0,0,Mar-23 13:50:14,0,0,5
1205,27,33,0,0,83,12,13,82,14112,183031,108527616,914878464,159767,3141,470775,22688,0,0,0,0,0,0,0,Mar-23 13:50:15,0,0,5
1205,27,33,0,0,83,12,13,82,14112,183003,108527616,914878464,159767,3141,471046,22688,0,0,0,0,0,0,0,Mar-23 13:50:16,0,0,5
1205,27,33,0,0,83,12,13,82,14112,183051,108527616,914878464,159767,3141,467446,22688,0,0,0,0,0,0,0,Mar-23 13:50:17,0,0,5
1205,27,33,0,0,83,12,13,82,14080,183000,108527616,914878464,159767,3141,468944,22688,0,42,0,0,0,0,0,Mar-23 13:50:18,0,0,5
1205,27,33,0,0,83,12,13,82,14080,183033,108527616,914878464,159767,3141,472159,22688,0,400,0,0,0,0,0,Mar-23 13:50:19,0,0,5
1205,27,33,0,0,83,12,13,82,14016,183039,108527616,914878464,159767,3141,472028,22688,0,0,0,0,0,0,0,Mar-23 13:50:20,0,0,5
1205,27,33,0,0,83,12,13,82,14016,183038,108527616,914878464,159767,3141,478513,22688,0,0,0,0,0,0,0,Mar-23 13:50:21,0,0,5
1209,29,33,0,0,83,12,13,82,13984,183042,108527616,914878464,159767,3141,478311,22688,0,0,0,0,0,0,0,Mar-23 13:50:22,0,0,5
1205,27,33,0,0,83,12,13,82,13984,181926,108527616,914878464,159767,3141,486880,22688,0,16,0,0,0,0,0,Mar-23 13:50:23,0,0,5
1204,26,33,0,0,83,12,13,82,14048,181892,108527616,914878464,159767,3141,488143,22688,0,542,0,0,0,0,0,Mar-23 13:50:24,0,0,5
1204,26,33,0,0,83,12,13,82,14016,181899,108527616,914878464,159767,3141,488976,22688,0,0,0,0,0,0,0,Mar-23 13:50:25,0,0,5
1204,26,33,0,0,83,12,13,82,14080,181931,108527616,914878464,159767,3141,514201,22688,0,0,0,0,0,0,0,Mar-23 13:50:26,0,0,5
1204,26,33,0,0,83,12,13,82,14112,181936,108527616,914878464,159767,3141,513737,22688,0,0,0,0,0,0,0,Mar-23 13:50:27,0,0,5
1204,26,33,0,0,83,12,13,82,14080,181936,108527616,914878464,159767,3141,513582,22688,0,0,0,0,0,0,0,Mar-23 13:50:28,0,0,5
1205,27,33,0,0,83,12,13,82,14080,181924,108527616,914878464,159767,3141,512407,22688,0,142,0,0,0,0,0,Mar-23 13:50:29,0,0,5
1205,27,33,0,0,83,12,13,82,14048,181925,108527616,914878464,159767,3141,512048,22688,0,0,0,0,0,0,0,Mar-23 13:50:30,0,0,5
1202,26,33,0,0,83,12,13,82,14048,181920,108527616,914878464,159767,3141,512197,22688,0,42,0,0,0,0,0,Mar-23 13:50:31,0,0,5
1202,26,33,0,0,83,12,13,82,14080,181966,108527616,914878464,159767,3141,507388,22688,0,0,0,0,0,0,0,Mar-23 13:50:32,0,0,5
1202,26,33,0,0,83,12,13,82,14080,181942,108527616,914878464,159767,3141,507096,22688,0,0,0,0,0,0,0,Mar-23 13:50:33,0,0,5
1202,26,33,0,0,83,12,13,82,14112,183017,108527616,914878464,159767,3141,499568,22688,0,40,0,0,0,0,0,Mar-23 13:50:34,0,0,5
1202,26,33,0,0,83,12,13,82,14112,183017,108527616,914878464,159767,3141,499410,22688,0,0,0,0,0,0,0,Mar-23 13:50:35,0,0,5
1202,26,33,0,0,83,12,13,82,14080,182989,108527616,914878464,159767,3141,499145,22688,0,42,0,0,0,0,0,Mar-23 13:50:36,0,0,5
1202,26,33,0,0,83,12,13,82,14048,182990,108527616,914878464,159767,3141,498795,22688,0,0,0,0,0,0,0,Mar-23 13:50:37,0,0,5
1202,26,33,0,0,83,12,13,82,14016,182989,108527616,914878464,159767,3141,498761,22688,0,0,0,0,0,0,0,Mar-23 13:50:38,0,0,5
1203,26,33,0,0,83,12,13,82,14048,182943,108527616,914878464,159767,3141,500817,22688,0,134,0,0,0,0,0,Mar-23 13:50:39,0,0,5
1203,26,33,0,0,83,12,13,82,14080,183012,108527616,914878464,159767,3141,500636,22688,0,0,0,0,0,0,0,Mar-23 13:50:40,0,0,5
1203,26,33,0,0,83,12,13,82,14048,183018,108527616,914878464,159767,3141,500161,22688,0,0,0,0,0,0,0,Mar-23 13:50:41,0,0,5
1203,26,33,0,0,83,12,13,82,14080,183028,108527616,914878464,159767,3141,500077,22688,0,0,0,0,0,0,0,Mar-23 13:50:42,0,0,5
1203,26,33,0,0,83,12,13,82,14080,183027,108527616,914878464,159767,3141,499797,22688,0,0,0,0,0,0,0,Mar-23 13:50:43,0,0,5
1203,26,33,0,0,83,12,13,82,14080,182999,108527616,914878464,159767,3141,499987,22688,0,174,0,0,0,0,0,Mar-23 13:50:44,0,0,5
1203,26,33,0,0,83,12,13,82,14080,183001,108527616,914878464,159767,3141,499933,22688,0,0,0,0,0,0,0,Mar-23 13:50:45,0,0,5
1203,26,33,0,0,83,12,13,82,14048,183000,108527616,914878464,159767,3141,499905,22688,0,0,0,0,0,0,0,Mar-23 13:50:46,0,0,5
1203,26,33,0,0,83,12,13,82,14112,183022,108527616,914878464,159767,3141,501929,22688,0,0,0,0,0,0,0,Mar-23 13:50:47,0,0,5
1203,26,33,0,0,83,12,13,82,14144,183033,108527616,914878464,159767,3141,501752,22688,0,0,0,0,0,0,0,Mar-23 13:50:48,0,0,5
1207,26,33,0,0,83,12,13,82,14112,183123,108527616,914878464,159767,3141,496957,22688,2,28,0,0,0,0,0,Mar-23 13:50:49,0,0,5
1207,26,33,0,0,83,12,13,82,14144,183119,108527616,914878464,159767,3141,495540,22688,14,154,0,0,0,0,0,Mar-23 13:50:50,0,0,5
1207,26,33,0,0,83,12,13,82,14144,183077,108527616,914878464,159767,3141,495628,22688,0,102,0,0,0,0,0,Mar-23 13:50:51,0,0,5
1208,27,33,0,0,83,12,13,82,14144,183077,108527616,914878464,159767,3141,495360,22688,0,0,0,0,0,0,0,Mar-23 13:50:52,0,0,5
1207,26,33,0,0,83,12,13,82,14112,183076,108527616,914878464,159767,3141,496159,22688,0,0,0,0,0,0,0,Mar-23 13:50:53,0,0,5
1208,26,33,0,0,83,12,13,82,14112,183042,108527616,914878464,159767,3141,513313,22688,0,0,0,0,0,0,0,Mar-23 13:50:54,0,0,5
1208,26,33,0,0,83,12,13,82,14080,183091,108527616,914878464,159767,3141,507675,22688,0,452,0,0,0,0,0,Mar-23 13:50:55,0,0,5
1224,26,33,0,0,84,12,13,83,14144,183243,108527616,914878464,159767,3141,500776,22688,0,92,0,0,0,0,0,Mar-23 13:50:56,0,0,5
