"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/udp_time_proc_unix_mem_tcp.csv --udp --time --proc --unix --mem --tcp 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"udp",,"system","procs",,,"unix sockets",,,,"memory usage",,,,"tcp sockets",,,,
25,13,Mar-23 13:49:41,2,0,0,56,975,55,920,5248229376,2761318400,7965184000,11158372352,7,23,0,9,2
25,13,Mar-23 13:49:42,1,0,0,56,975,55,920,5248970752,2760593408,7965167616,11157606400,7,23,0,9,2
25,13,Mar-23 13:49:43,2,0,8,56,975,55,920,5249552384,2759401472,7965777920,11156463616,7,23,0,9,2
25,13,Mar-23 13:49:44,3,0,8,56,975,55,920,5252202496,2756173824,7966355456,11154440192,7,23,0,9,2
25,13,Mar-23 13:49:45,1,0,0,56,975,55,920,5250666496,2756112384,7967952896,11156062208,7,23,0,9,2
25,13,Mar-23 13:49:46,2,0,0,56,975,55,920,5253283840,2753228800,7968219136,11153178624,7,23,0,8,2
25,13,Mar-23 13:49:47,1,0,0,56,975,55,920,5267361792,2738950144,7968419840,11137855488,7,23,0,8,2
25,13,Mar-23 13:49:48,1,0,8,56,975,55,920,5270437888,2741571584,7962710016,11132526592,7,23,0,9,2
25,13,Mar-23 13:49:49,2,0,9,56,975,55,920,5269770240,2744561664,7960387584,11133149184,7,23,0,9,2
25,13,Mar-23 13:49:50,1,0,0,56,975,55,920,5270548480,2743701504,7960469504,11132440576,7,23,0,9,2
25,13,Mar-23 13:49:51,1,0,0,56,975,55,920,5259714560,2752876544,7962128384,11137384448,7,23,0,9,2
25,13,Mar-23 13:49:52,1,0,0,56,975,55,920,5260771328,2750885888,7963062272,11137155072,7,23,0,9,2
25,13,Mar-23 13:49:53,1,0,8,56,975,55,920,5260845056,2749755392,7964119040,11136045056,7,23,0,9,2
25,13,Mar-23 13:49:54,1,0,8,56,975,55,920,5262508032,2748366848,7963844608,11134656512,7,23,0,9,2
25,13,Mar-23 13:49:55,2,0,0,56,975,55,920,5278961664,2732748800,7963009024,11119325184,7,23,0,9,1
25,13,Mar-23 13:49:56,1,0,0,56,975,55,920,5280133120,2733756416,7960829952,11145310208,7,23,0,8,1
25,13,Mar-23 13:49:57,1,0,0,56,975,55,920,5407891456,2600919040,7965908992,11017637888,7,23,0,8,1
25,16,Mar-23 13:49:58,1,0,8,56,975,55,920,5399396352,2607779840,7967543296,11046043648,7,21,1,8,2
25,13,Mar-23 13:49:59,2,0,8,56,975,55,920,5395714048,2610655232,7968350208,11043778560,7,23,0,9,1
28,13,Mar-23 13:50:00,1,0,1,56,975,55,920,5419827200,2586537984,7968354304,11019661312,7,23,0,9,1
28,13,Mar-23 13:50:01,1,0,1,56,975,55,920,5421490176,2586136576,7967092736,11017932800,7,23,0,9,1
28,13,Mar-23 13:50:02,1,0,8,56,975,55,920,5433024512,2575048704,7966646272,11004559360,7,23,0,9,1
28,13,Mar-23 13:50:03,2,0,8,56,975,55,920,5417316352,2591305728,7966097408,11020599296,7,23,0,9,1
28,13,Mar-23 13:50:04,1,0,8,56,975,55,920,5420867584,2587590656,7966261248,11017302016,7,23,0,9,1
25,13,Mar-23 13:50:05,1,0,0,56,975,55,920,5418663936,2588725248,7967330304,11055710208,7,23,0,9,1
25,13,Mar-23 13:50:06,2,0,0,56,975,55,920,5416816640,2588598272,7969304576,11057590272,7,23,0,8,1
25,13,Mar-23 13:50:07,2,0,0,56,975,55,920,5412757504,2593181696,7968780288,11064049664,7,23,0,8,1
25,13,Mar-23 13:50:08,1,0,8,56,975,55,920,5400551424,2605391872,7968792576,11063848960,7,23,0,8,1
25,13,Mar-23 13:50:09,0,0,9,56,975,55,920,5410467840,2599313408,7964954624,11053944832,7,23,0,9,1
25,14,Mar-23 13:50:10,2,0,0,56,975,55,920,5397680128,2610049024,7967006720,11037745152,7,23,0,9,1
25,13,Mar-23 13:50:11,2,0,0,56,977,55,922,5398810624,2608320512,7967604736,11044012032,7,23,1,9,1
25,13,Mar-23 13:50:12,2,0,0,56,977,55,922,5398171648,2608803840,7967760384,11052240896,7,23,1,8,1
25,13,Mar-23 13:50:13,2,0,9,56,977,55,922,5395410944,2596868096,7982456832,11041697792,7,23,1,8,1
25,13,Mar-23 13:50:14,1,0,8,56,977,55,922,5397680128,2597142528,7979909120,11041984512,7,23,1,8,1
25,13,Mar-23 13:50:15,1,0,0,56,977,55,922,5399367680,2596306944,7979057152,11041148928,7,23,1,8,1
25,13,Mar-23 13:50:16,2,0,0,56,977,55,922,5399060480,2596610048,7979061248,11041456128,7,23,1,7,1
25,13,Mar-23 13:50:17,1,0,0,56,977,55,922,5413294080,2583212032,7978225664,11024650240,7,23,1,7,1
25,13,Mar-23 13:50:18,1,0,8,56,977,55,922,5416820736,2588790784,7969120256,11028787200,7,23,1,6,1
25,13,Mar-23 13:50:19,1,0,8,56,977,55,922,5403209728,2602000384,7969521664,11044921344,7,23,1,6,1
25,13,Mar-23 13:50:20,1,0,0,56,977,55,922,5402509312,2601177088,7971045376,11045826560,7,23,1,7,1
25,13,Mar-23 13:50:21,1,0,0,56,977,55,922,5375221760,2628231168,7971278848,11155443712,7,23,1,7,1
25,13,Mar-23 13:50:22,1,0,0,56,977,55,922,5376245760,2627399680,7971086336,11154415616,7,21,2,7,2
25,13,Mar-23 13:50:23,3,0,8,56,977,55,922,5360566272,2643361792,7970803712,11154939904,7,21,1,7,3
25,13,Mar-23 13:50:24,1,0,8,56,977,55,922,5345574912,2667470848,7961673728,11169071104,7,21,1,7,2
25,13,Mar-23 13:50:25,3,0,0,56,977,55,922,5340090368,2671702016,7962927104,11154264064,7,21,1,7,2
25,13,Mar-23 13:50:26,1,0,1,56,977,55,922,5233315840,2777759744,7963643904,11158859776,7,21,1,7,2
25,13,Mar-23 13:50:27,3,0,0,56,977,55,922,5236703232,2772303872,7965712384,11155484672,7,21,1,7,2
25,13,Mar-23 13:50:28,1,0,8,56,977,55,922,5237297152,2771668992,7965753344,11154894848,7,21,1,7,2
25,13,Mar-23 13:50:29,2,0,8,56,977,55,922,5241823232,2767347712,7965765632,11150372864,7,21,1,6,1
25,13,Mar-23 13:50:30,2,0,0,56,977,55,922,5244624896,2765385728,7964925952,11145863168,7,23,1,6,1
25,13,Mar-23 13:50:31,1,0,0,56,975,55,920,5245599744,2765996032,7963340800,11146473472,7,23,0,7,1
25,13,Mar-23 13:50:32,1,0,0,56,975,55,920,5263691776,2746298368,7964946432,11132375040,7,23,0,7,1
25,13,Mar-23 13:50:33,2,0,7,56,975,55,920,5264248832,2745864192,7964823552,11132690432,7,23,0,7,1
25,13,Mar-23 13:50:34,1,0,9,56,975,55,920,5288460288,2715000832,7971475456,11110920192,7,23,0,7,1
25,13,Mar-23 13:50:35,1,0,0,56,975,55,920,5290205184,2713620480,7971110912,11109646336,7,23,0,7,1
25,13,Mar-23 13:50:36,5,0,0,56,975,55,920,5290635264,2713202688,7971098624,11109228544,7,23,0,7,1
25,13,Mar-23 13:50:37,1,0,0,56,975,55,920,5294620672,2711101440,7969214464,11104718848,7,23,0,7,1
25,13,Mar-23 13:50:38,1,0,1,56,975,55,920,5295529984,2710695936,7968710656,11104325632,7,23,0,7,1
25,14,Mar-23 13:50:39,3,0,16,56,975,55,920,5289783296,2717908992,7967244288,11109801984,7,23,0,6,1
25,14,Mar-23 13:50:40,1,0,0,56,975,55,920,5287723008,2718642176,7968571392,11112980480,7,23,0,6,1
25,14,Mar-23 13:50:41,2,0,0,56,975,55,920,5286408192,2716925952,7971602432,11113861120,7,23,0,6,1
25,14,Mar-23 13:50:42,1,0,0,56,975,55,920,5286883328,2716352512,7971700736,11116638208,7,23,0,7,1
25,14,Mar-23 13:50:43,2,0,0,56,975,55,920,5287890944,2715934720,7971110912,11116273664,7,23,0,7,1
25,14,Mar-23 13:50:44,1,0,16,56,975,55,920,5291601920,2714546176,7968788480,11112185856,7,23,0,7,1
25,14,Mar-23 13:50:45,4,0,0,56,975,55,920,5289570304,2716008448,7969357824,11113607168,7,23,0,7,1
25,14,Mar-23 13:50:46,1,0,0,56,975,55,920,5290450944,2715648000,7968837632,11113250816,7,23,0,7,1
25,14,Mar-23 13:50:47,1,0,0,56,975,55,920,5281533952,2724438016,7968960512,11174981632,7,23,0,7,1
25,14,Mar-23 13:50:48,2,0,0,56,975,55,920,5280120832,2723405824,7971405824,11176366080,7,23,0,7,1
25,14,Mar-23 13:50:49,2,0,34,56,979,55,924,5281206272,2703831040,7989895168,11156484096,7,23,0,6,1
25,14,Mar-23 13:50:50,1,0,1,56,979,55,924,5288128512,2698227712,7988576256,11151257600,7,23,0,6,1
25,14,Mar-23 13:50:51,1,0,0,56,979,55,924,5293379584,2698129408,7983423488,11148816384,7,23,0,6,1
25,17,Mar-23 13:50:52,1,0,0,56,979,55,924,5296934912,2697519104,7980478464,11147927552,7,21,0,6,2
25,14,Mar-23 13:50:53,1,0,0,56,979,55,924,5293903872,2700304384,7980724224,11150671872,7,23,0,7,1
25,15,Mar-23 13:50:54,1,0,16,56,979,55,924,5233180672,2770812928,7970938880,11163959296,7,23,0,7,1
25,15,Mar-23 13:50:55,1,0,0,56,979,55,924,5253955584,2747449344,7973527552,11141640192,7,23,0,7,1
25,17,Mar-23 13:50:56,1,0,39,56,993,55,938,5274337280,2719703040,7980892160,11113934848,7,23,0,7,1
25,17,Mar-23 13:50:57,2,0,1,56,993,55,938,5283336192,2710933504,7980662784,11105382400,7,23,0,7,1
25,17,Mar-23 13:50:58,2,0,0,56,993,55,938,5283721216,2712776704,7978434560,11104870400,7,23,0,7,1
25,17,Mar-23 13:50:59,4,0,16,56,995,55,940,5285163008,2711633920,7978135552,11103723520,7,23,0,6,1
25,17,Mar-23 13:51:00,2,0,0,56,993,55,938,5286547456,2711052288,7977332736,11103158272,7,23,0,6,1
25,17,Mar-23 13:51:01,1,0,0,56,993,55,938,5288435712,2695725056,7990771712,11088351232,7,23,0,6,1
25,17,Mar-23 13:51:02,1,0,9,56,993,55,938,5303984128,2683510784,7987437568,11097681920,7,23,0,6,1
25,17,Mar-23 13:51:03,1,0,0,56,993,55,938,5307265024,2682466304,7985201152,11096711168,7,23,0,7,1
25,17,Mar-23 13:51:04,1,0,16,56,993,55,938,5311098880,2678296576,7985537024,11092541440,7,23,0,7,1
25,17,Mar-23 13:51:05,1,0,1,56,993,55,938,5313273856,2678407168,7983251456,11090370560,7,23,0,7,1
25,17,Mar-23 13:51:06,1,0,0,56,993,55,938,5309018112,2691596288,7974318080,11103559680,7,23,0,7,1
25,17,Mar-23 13:51:07,3,0,0,56,993,55,938,5305786368,2693525504,7975620608,11105243136,7,23,0,7,1
25,16,Mar-23 13:51:08,1,0,0,56,993,55,938,5307056128,2693582848,7974293504,11103363072,7,23,0,7,1
25,16,Mar-23 13:51:09,3,0,8,56,993,55,938,5309476864,2689523712,7975931904,11100196864,7,23,0,7,1
25,16,Mar-23 13:51:10,1,0,8,56,993,55,938,5318107136,2679947264,7976878080,11091406848,7,23,0,6,1
25,16,Mar-23 13:51:11,1,0,0,56,993,55,938,5319081984,2678984704,7976865792,11090436096,7,23,0,6,1
25,16,Mar-23 13:51:12,2,0,0,56,987,55,932,5411811328,2582908928,7980212224,10977730560,7,23,0,6,1
25,16,Mar-23 13:51:13,1,0,0,56,987,55,932,5414998016,2582282240,7977652224,10990125056,7,23,0,6,1
25,16,Mar-23 13:51:14,1,0,8,56,987,55,932,5415649280,2582216704,7977066496,10989883392,7,23,0,7,1
25,16,Mar-23 13:51:15,1,0,9,56,987,55,932,5418426368,2579296256,7977209856,11002220544,7,23,0,7,1
25,16,Mar-23 13:51:16,1,0,0,56,987,55,932,5416316928,2578415616,7980199936,11004780544,7,23,0,7,1
25,16,Mar-23 13:51:17,1,0,0,56,987,55,932,5429551104,2564976640,7980404736,11011313664,7,23,0,7,1
25,16,Mar-23 13:51:18,1,0,0,56,987,55,932,5432860672,2562240512,7979827200,11008462848,7,23,0,7,1
25,16,Mar-23 13:51:19,1,0,8,56,983,55,928,5430235136,2566746112,7977947136,11008696320,7,23,0,7,1
25,16,Mar-23 13:51:20,1,0,8,56,983,55,928,5430640640,2568650752,7975636992,11013398528,7,23,0,7,1
25,16,Mar-23 13:51:21,1,0,0,56,983,55,928,5431459840,2567876608,7975591936,11012644864,7,23,0,7,1
25,16,Mar-23 13:51:22,2,0,0,56,983,55,928,5414436864,2585350144,7975141376,11014033408,7,23,0,6,1
25,15,Mar-23 13:51:23,1,0,0,56,983,55,928,5410635776,2586636288,7977656320,11018309632,7,23,0,6,1
25,15,Mar-23 13:51:24,2,0,8,56,983,55,928,5411364864,2585149440,7978414080,11016871936,7,21,0,6,2
25,14,Mar-23 13:51:25,15,0,8,56,983,55,928,5423001600,2573611008,7978315776,11008348160,7,23,0,7,1
25,13,Mar-23 13:51:26,1,0,3,56,983,55,928,5421711360,2577342464,7975874560,11009724416,7,23,0,7,1
25,13,Mar-23 13:51:27,1,0,1,56,975,55,920,5399769088,2603720704,7971438592,11026522112,7,23,0,7,1
25,13,Mar-23 13:51:28,1,0,0,56,975,55,920,5400915968,2602299392,7971713024,11025117184,7,23,0,7,1
25,13,Mar-23 13:51:29,1,0,8,56,975,55,920,5376409600,2627022848,7971495936,11153547264,7,23,0,7,1
25,13,Mar-23 13:51:30,1,0,8,56,975,55,920,5375868928,2625282048,7973777408,11154513920,7,23,0,7,1
25,13,Mar-23 13:51:31,1,0,0,56,975,55,920,5374631936,2626580480,7973715968,11155841024,7,23,0,7,1
25,13,Mar-23 13:51:32,1,0,0,56,975,55,920,5377646592,2622894080,7974387712,11151872000,7,23,0,6,1
25,13,Mar-23 13:51:33,1,0,0,56,975,55,920,5378867200,2622005248,7974055936,11150954496,7,23,0,6,1
25,13,Mar-23 13:51:34,3,0,8,56,975,55,920,5383958528,2619535360,7971434496,11146588160,7,23,0,6,1
25,13,Mar-23 13:51:35,1,0,8,56,975,55,920,5385048064,2618417152,7971463168,11145519104,7,21,0,7,2
25,13,Mar-23 13:51:36,1,0,0,56,975,55,920,5262942208,2739884032,7972102144,11149910016,7,21,0,7,2
25,14,Mar-23 13:51:37,1,0,0,56,975,55,920,5262831616,2738036736,7974060032,11152084992,7,21,1,7,2
25,13,Mar-23 13:51:38,1,0,0,56,977,55,922,5262176256,2738552832,7974199296,11152666624,7,21,1,7,2
25,13,Mar-23 13:51:39,2,0,9,56,975,55,920,5262221312,2738110464,7974596608,11152240640,7,21,0,7,2
25,13,Mar-23 13:51:40,1,0,8,56,975,55,920,5284700160,2716393472,7973834752,11134234624,7,21,0,7,2
25,13,Mar-23 13:51:41,1,0,0,56,975,55,920,5284679680,2718412800,7971835904,11134783488,7,21,0,7,2
25,14,Mar-23 13:51:42,1,0,0,56,975,55,920,5262716928,2745733120,7966461952,11146379264,7,21,0,6,2
25,14,Mar-23 13:51:43,1,0,0,56,975,55,920,5247180800,2761203712,7966527488,11157323776,7,21,0,6,2
25,15,Mar-23 13:51:44,1,0,8,56,975,55,920,5243822080,2761842688,7969247232,11160342528,7,21,0,6,2
25,15,Mar-23 13:51:45,1,0,8,56,975,55,920,5244981248,2759626752,7970304000,11158183936,7,21,0,6,2
25,15,Mar-23 13:51:46,1,0,0,56,975,55,920,5248761856,2757128192,7969005568,11155709952,7,21,0,7,2
25,15,Mar-23 13:51:47,2,0,0,56,975,55,920,5267451904,2740781056,7966662656,11149541376,7,21,0,7,2
25,15,Mar-23 13:51:48,1,0,0,56,975,55,920,5256896512,2750697472,7967297536,11163774976,7,21,0,7,2
25,15,Mar-23 13:51:49,2,0,8,56,975,55,920,5258412032,2749771776,7966707712,11163172864,7,21,0,7,2
25,15,Mar-23 13:51:50,1,0,8,56,975,55,920,5396975616,2605998080,7971917824,11018190848,7,21,0,7,2
25,15,Mar-23 13:51:51,2,0,1,56,975,55,920,5397164032,2603331584,7974395904,11017596928,7,21,0,7,2
25,18,Mar-23 13:51:52,1,0,0,56,975,55,920,5398544384,2601492480,7974854656,11061555200,7,21,0,7,2
25,15,Mar-23 13:51:53,4,0,0,56,975,55,920,5399928832,2600370176,7974592512,11060465664,7,21,0,6,2
25,16,Mar-23 13:51:54,3,0,8,56,975,55,920,5396299776,2608013312,7970578432,11057266688,7,23,0,6,1
25,16,Mar-23 13:51:55,1,0,8,56,975,55,920,5410881536,2592133120,7971876864,11039723520,7,23,0,6,1
25,16,Mar-23 13:51:56,1,0,0,56,975,55,920,5410717696,2591608832,7972564992,11045212160,7,23,0,6,1
25,16,Mar-23 13:51:57,2,0,0,56,975,55,920,5363531776,2639151104,7972208640,11151560704,7,23,0,7,1
25,16,Mar-23 13:51:58,2,0,0,56,975,55,920,5361496064,2638667776,7974727680,11154554880,7,23,0,7,1
25,16,Mar-23 13:51:59,1,0,8,56,975,55,920,5362810880,2637279232,7974801408,11153207296,7,23,0,7,1
28,16,Mar-23 13:52:00,2,0,8,56,975,55,920,5363187712,2636374016,7975329792,11152306176,7,23,0,7,1
28,16,Mar-23 13:52:01,1,0,0,56,975,55,920,5364322304,2638258176,7972311040,11151761408,7,23,0,7,1
28,16,Mar-23 13:52:02,2,0,11,56,975,55,920,5359329280,2643128320,7972433920,11142029312,7,23,0,7,1
28,16,Mar-23 13:52:03,2,0,0,56,975,55,920,5360508928,2641924096,7972458496,11140980736,7,23,0,7,1
28,16,Mar-23 13:52:04,1,0,9,56,975,55,920,5356249088,2644525056,7974117376,11142795264,7,23,0,7,1
25,16,Mar-23 13:52:05,1,0,8,56,975,55,920,5250105344,2749378560,7975407616,11151720448,7,23,0,6,1
25,16,Mar-23 13:52:06,1,0,0,56,975,55,920,5250482176,2749235200,7975174144,11147378688,7,23,0,6,1
25,16,Mar-23 13:52:07,1,0,0,56,975,55,920,5246619648,2752622592,7975649280,11149918208,7,23,0,7,1
