"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/mem_vm-adv_zones_disk_vm_cpu_udp_unix.csv --mem --vm-adv --zones --disk --vm --cpu --udp --unix 1 600",,,,"Date:","22 Mar 2023 21:32:08 -03"
"memory usage",,,,"advanced virtual memory",,,,,"zones memory",,,,"dsk/total",,"virtual memory",,,,"total cpu usage",,,,,"udp",,"unix sockets",,,
3169677312,2171949056,10544898048,12798791680,0,0,0,0,0,310354,3141,216579,22176,0,0,0,484,380,524,2.005,1.003,96.992,0,0,17,6,56,868,54,814
3169591296,2170970112,10545963008,12797820928,0,0,0,0,0,310354,3141,216340,22176,0,0,0,1392,1663,1382,3.496,1.873,94.507,0.125,0,17,6,56,868,54,814
3170877440,2170220544,10545426432,12797083648,0,0,0,0,0,310354,3141,216157,22176,0,0,0,17,375,500,2.785,0.633,96.582,0,0,17,6,56,868,54,814
3170869248,2169991168,10545664000,12796874752,0,0,0,0,0,310354,3141,216101,22176,0,507904,0,1846,1875,1635,3.491,1.122,95.137,0.249,0,17,6,56,868,54,814
3170471936,2170052608,10545999872,12796690432,0,0,0,0,0,310354,3141,216116,22176,0,0,0,297,733,1184,3.258,1.378,95.363,0,0,17,6,56,868,54,814
3170693120,2169823232,10546008064,12796469248,0,0,0,0,0,310354,3141,216060,22176,0,0,0,385,407,407,2.025,0.759,97.089,0.127,0,17,6,56,868,54,814
3374034944,1960603648,10551885824,12589199360,0,0,0,0,0,310354,3141,164981,22176,0,0,0,54000,75769,23167,6.576,3.474,89.950,0,0,17,6,56,868,54,814
3372916736,1961467904,10552139776,12590063616,0,0,0,0,0,310354,3141,165192,22176,0,2179072,0,303,801,647,2.655,1.391,95.322,0.632,0,17,6,56,868,54,814
3373445120,1960927232,10552152064,12589518848,0,0,0,0,0,310354,3141,165060,22176,0,0,0,1289,1375,1399,3.722,1.613,94.541,0.124,0,17,6,56,868,54,814
3374735360,1960411136,10551377920,12589002752,0,0,0,0,0,310354,3141,164934,22176,0,0,0,73,354,477,2.399,0.631,96.970,0,0,17,6,56,868,54,814
3373793280,1960570880,10552152064,12589191168,0,0,0,0,0,310354,3141,164973,22176,0,15835136,0,28,2209,2057,2.879,1.877,95.119,0.125,0,17,6,56,868,54,814
3374473216,1959825408,10552217600,12588662784,0,0,0,0,0,310354,3141,164791,22176,0,0,0,1675,1514,1373,2.525,1.389,95.960,0.126,0,17,6,56,868,54,814
3376979968,1958047744,10551488512,12586827776,0,0,0,0,0,310354,3141,164357,22176,0,0,0,513,566,1110,2.897,1.008,96.096,0,0,17,6,56,868,54,814
3376947200,1957273600,10552295424,12586156032,0,0,0,0,0,310354,3141,164168,22176,0,1368064,0,1668,2025,1567,3.266,1.508,95.101,0.126,0,17,6,56,868,54,814
3376394240,1957826560,10552295424,12586749952,0,0,0,0,0,310354,3141,164303,22176,0,327680,0,61,462,402,1.889,0.756,97.229,0.126,0,17,6,56,868,54,814
3376902144,1957830656,10551783424,12586786816,0,0,0,0,0,310354,3141,164304,22176,0,0,0,292,163,288,2.996,1.248,95.630,0.125,0,17,6,56,868,54,814
3377410048,1957056512,10552049664,12586020864,0,0,0,0,0,310354,3141,164115,22176,0,0,0,1314,1548,1491,3.540,2.023,94.437,0,0,17,6,56,870,54,816
3377659904,1956540416,10552315904,12585504768,0,0,0,0,0,310354,3141,163989,22176,0,0,0,73,1129,1124,3.531,1.387,94.956,0.126,0,17,6,56,870,54,816
3378429952,1956036608,10552049664,12585009152,0,0,0,0,0,310354,3141,163866,22176,0,0,0,1398,2288,2292,3.544,1.899,94.557,0,0,17,6,56,870,54,816
3377307648,1956589568,10552619008,12587528192,0,0,0,0,0,310354,3141,164001,22176,0,229376,0,286,1329,1204,2.532,1.392,95.570,0.506,0,17,6,56,870,54,816
3378036736,1956376576,10552102912,12587327488,0,0,0,0,0,310354,3141,163949,22176,0,0,0,18,870,1016,2.408,0.887,96.578,0.127,0,17,6,56,870,54,816
3378200576,1956376576,10551939072,12589043712,0,0,0,0,0,310354,3141,163949,22176,0,0,0,1504,2340,2272,3.558,1.652,94.790,0,0,17,6,56,870,54,816
3379200000,1955102720,10552213504,12587970560,0,0,0,0,0,310354,3141,163638,22176,0,0,0,32,1299,1205,3.418,1.139,95.316,0.127,0,17,6,56,870,54,816
3379679232,1954947072,10551889920,12587507712,0,0,0,0,0,310354,3141,163600,22176,0,0,0,1528,2181,2372,3.639,1.757,94.479,0.125,0,17,6,56,870,54,816
3381002240,1953894400,10551619584,12586455040,0,0,0,0,0,310354,3141,163343,22176,0,344064,0,333,1341,1372,2.795,1.779,94.790,0.635,0,17,6,56,870,54,816
3380887552,1953472512,10552156160,12585766912,0,0,0,0,0,310354,3141,163240,22176,0,0,0,287,1326,1238,3.008,1.754,95.113,0.125,0,17,6,56,870,54,816
3380408320,1954164736,10551943168,12586389504,0,0,0,0,0,310354,3141,163409,22176,0,3694592,0,1301,2711,2815,3.562,1.654,94.656,0.127,0,17,6,56,870,54,816
3381440512,1954181120,10550894592,12586450944,0,0,0,0,0,310354,3141,163413,22176,0,0,0,263,885,1138,3.019,1.635,95.346,0,0,17,6,56,870,54,816
3380273152,1953935360,10552307712,12586217472,0,0,0,0,0,310354,3141,163353,22176,0,0,0,1663,2988,2436,3.535,2.273,94.066,0.126,0,17,6,56,870,54,816
3379507200,1954992128,10552016896,12587274240,0,0,0,0,0,310354,3141,163611,22176,0,368640,0,73,1179,1302,1.658,0.765,97.577,0,0,17,6,56,870,54,816
3379200000,1955254272,10552061952,12587548672,0,0,0,0,0,310354,3141,163675,22176,0,0,0,4,1014,890,2.900,1.135,95.839,0.126,0,17,6,56,870,54,816
3379113984,1955082240,10552320000,12587384832,0,0,0,0,0,310354,3141,163633,22176,0,0,0,1574,2197,2167,2.795,1.144,95.934,0.127,0,17,6,56,870,54,816
3381362688,1954164736,10550988800,12604305408,0,0,0,0,0,310354,3141,163409,22176,0,0,0,962,1892,1608,3.181,1.654,95.165,0,0,17,6,56,870,54,816
3377209344,1963581440,10545754112,12606935040,0,0,0,0,0,311938,3141,164124,22176,0,0,0,1493,2845,5098,2.778,2.399,94.697,0.126,0,17,6,56,870,54,816
3378061312,1962807296,10545676288,12605562880,0,0,0,0,0,311938,3141,163935,22176,0,1605632,0,38,1393,1509,2.922,1.271,95.553,0.254,0,17,6,56,870,54,816
3378536448,1962848256,10545160192,12605616128,0,0,0,0,0,311938,3141,163945,22176,0,0,0,275,878,1001,2.163,0.891,96.819,0.127,0,17,6,56,870,54,816
3379187712,1961836544,10545520640,12603363328,0,0,0,0,0,311938,3141,163698,22176,0,0,0,1395,2464,2645,3.153,1.639,95.082,0.126,0,17,6,56,868,54,814
3380006912,1961000960,10545537024,12602552320,0,0,0,0,0,311938,3141,163494,22176,0,0,0,2102,1604,1609,3.630,2.253,94.118,0,0,17,6,56,868,54,814
3380060160,1961271296,10545213440,12602822656,0,0,0,0,0,311938,3141,163560,22176,0,0,0,1279,1365,1496,2.519,0.882,96.474,0.126,0,17,6,56,868,54,814
3380191232,1960886272,10545467392,12602445824,0,0,0,0,0,311938,3141,163466,22176,0,483328,0,484,783,475,3.145,1.132,95.346,0.377,0,17,6,56,868,54,814
3379871744,1961152512,10545520640,12602748928,0,0,0,0,0,311938,3141,163531,22176,0,0,0,22,93,107,2.010,0.879,96.985,0.126,0,17,6,56,868,54,814
3379101696,1962442752,10545000448,12604063744,0,0,0,0,0,311938,3141,163846,22176,0,0,0,685,825,760,2.497,1.124,96.255,0.125,0,17,6,56,868,54,814
3379048448,1962221568,10545274880,12603842560,0,0,0,0,0,311938,3141,163792,22176,0,4268032,0,696,1553,1609,2.622,1.373,95.880,0.125,0,17,6,56,868,54,814
3378745344,1962258432,10545541120,12603887616,0,0,0,0,0,311938,3141,163801,22176,0,0,0,1797,1661,1414,3.535,1.263,95.202,0,0,17,6,56,868,54,814
3378626560,1962573824,10545344512,12604309504,0,0,0,0,0,311938,3141,163878,22176,0,0,0,23,402,491,2.128,0.876,96.871,0.125,0,17,6,56,868,54,814
3378282496,1962610688,10545651712,12604346368,0,0,0,0,0,311938,3141,163887,22176,0,442368,0,73,244,174,2.133,1.129,96.612,0.125,0,17,6,56,868,54,814
3378253824,1962381312,10545909760,12606263296,0,0,0,0,0,311938,3141,163831,22176,0,0,0,48,395,494,3.258,1.128,95.489,0.125,0,17,6,56,868,54,814
3379732480,1961377792,10545434624,12605063168,0,0,0,0,0,311938,3141,163586,22176,0,0,0,1555,1360,1475,1.765,1.009,97.226,0,0,17,6,56,868,54,814
3379724288,1961377792,10545442816,12605042688,0,0,0,0,0,311938,3141,163586,22176,0,0,0,423,596,437,3.713,1.980,94.183,0.124,0,17,6,56,868,54,814
3378892800,1962188800,10545463296,12605865984,0,0,0,0,0,311938,3141,163784,22176,0,0,0,1429,1573,1625,2.795,1.144,95.807,0.254,0,17,6,56,870,54,816
3378868224,1962487808,10545188864,12606173184,0,0,0,0,0,311938,3141,163857,22176,0,188416,0,20,239,357,2.256,0.877,96.491,0.376,0,17,6,56,868,54,814
3572523008,1762160640,10551861248,12402016256,0,0,0,0,0,303811,3141,123076,22176,0,0,0,52230,74146,25967,5.290,2.267,92.443,0,0,20,6,56,868,54,814
3573751808,1760903168,10551889920,12400775168,0,0,0,0,0,303685,3141,122895,22176,0,0,0,1309,1363,1373,2.645,1.259,95.970,0.126,0,20,6,56,868,54,814
3573190656,1761988608,10551365632,12402225152,0,0,0,0,0,303685,3141,123160,22176,0,0,0,73,87,344,1.509,1.006,97.484,0,0,20,6,56,868,54,814
3571912704,1762701312,10551930880,12402855936,0,0,0,0,0,303685,3141,123334,22176,0,0,0,1384,1885,1650,2.506,1.128,96.115,0.251,0,20,6,56,868,54,814
3574525952,1760342016,10551676928,12400504832,0,0,0,0,0,303685,3141,122758,22176,0,2990080,0,298,546,635,2.516,1.006,95.220,1.258,0,20,6,56,868,54,814
3575459840,1759133696,10551951360,12399300608,0,0,0,0,0,303685,3141,122463,22176,0,0,0,334,794,681,1.884,0.754,97.362,0,0,17,6,56,868,54,814
3568967680,1764937728,10552635392,12672765952,0,0,0,0,0,303244,3141,124321,22176,0,16711680,0,5414,8471,6794,2.747,2.622,94.382,0.250,0,17,6,56,868,54,814
3561627648,1772511232,10552401920,12686385152,0,0,0,0,0,303244,3141,126170,22176,0,0,0,657,1124,3380,2.390,1.258,96.352,0,0,17,6,56,868,54,814
3564388352,1769742336,10552410112,12683649024,0,0,0,0,0,303244,3141,125494,22176,0,1753088,0,1574,1636,1621,3.137,1.631,95.107,0.125,0,17,6,56,868,54,814
3564109824,1770287104,10552143872,12684214272,0,0,0,0,0,303244,3141,125627,22176,0,0,0,20,111,259,2.509,1.004,96.361,0.125,0,17,6,56,868,54,814
3564400640,1769373696,10552766464,12683304960,0,0,0,0,0,303244,3141,125404,22176,0,163840,0,638,853,521,1.887,1.006,96.981,0.126,0,17,6,56,868,54,814
3565215744,1769062400,10552262656,12682850304,0,0,0,0,0,303244,3141,125328,22176,0,0,0,1365,1353,1523,2.996,1.623,95.381,0,0,17,6,56,868,54,814
3566997504,1767538688,10552004608,12681281536,0,0,0,0,0,303244,3141,124956,22176,0,0,0,259,354,364,2.028,0.507,97.338,0.127,0,17,6,56,868,54,814
3567632384,1766342656,10552565760,12680900608,0,0,0,0,0,303244,3141,124664,22176,0,0,0,1317,1523,1439,2.757,1.504,95.739,0,0,17,6,56,868,54,814
3567874048,1766612992,10552053760,12681207808,0,0,0,0,0,303244,3141,124730,22176,0,0,0,2,98,218,2.509,0.753,96.612,0.125,0,17,6,56,868,54,814
3566682112,1767706624,10552152064,12682002432,0,0,0,0,0,303244,3141,124997,22176,0,221184,0,370,713,621,2.250,1.250,96,0.500,0,17,6,56,868,54,814
3577741312,1755836416,10552963072,12670394368,0,0,0,0,0,301882,3141,123461,22176,81920,466944,1,102027,110691,105305,8.793,11.680,79.265,0.262,0,17,6,56,874,54,820
3573796864,1759346688,10553397248,12675399680,0,0,0,0,0,301897,3141,124303,22176,528384,212992,5,44143,60290,59729,7.552,8.984,83.333,0.130,0,17,6,56,874,54,820
3574018048,1759899648,10552623104,12675964928,0,0,0,0,0,301708,3141,124627,22176,0,0,0,1976,1481,1705,2.402,1.517,95.954,0.126,0,17,6,56,874,54,820
3575025664,1759416320,10552098816,12675485696,0,0,0,0,0,301708,3141,124509,22176,0,0,0,108,78,201,1.866,0.995,97.139,0,0,17,6,56,874,54,820
3576709120,1757790208,10552041472,12673867776,0,0,0,0,0,301708,3141,124112,22176,0,0,0,4387,3464,3452,2.387,1.759,95.729,0.126,0,17,6,56,874,54,820
3575115776,1758658560,10552766464,12674736128,0,0,0,0,0,301708,3141,124324,22176,0,663552,0,1321,1634,1525,3.141,1.759,94.975,0.126,0,17,6,56,874,54,820
3575414784,1758478336,10552647680,12674301952,0,0,0,0,0,301708,3141,124280,22176,0,0,0,580,520,438,2.503,0.876,96.496,0.125,0,17,6,56,874,54,820
3575853056,1757941760,10552741888,12673798144,0,0,0,0,0,301708,3141,124149,22176,0,0,0,1549,1507,1379,2.141,1.637,96.222,0,0,17,6,56,874,54,820
3574845440,1752780800,10558910464,12668641280,0,0,0,0,0,301708,3141,122889,22176,0,16384,0,3132,3932,2309,3.491,1.746,94.638,0.125,0,17,6,56,874,54,820
3577233408,1750212608,10559090688,12666126336,0,0,0,0,0,301708,3141,122262,22176,0,0,0,7060,5107,5123,1.904,2.538,95.558,0,0,17,6,56,874,54,820
3575840768,1757962240,10552733696,12673875968,0,0,0,0,0,301708,3141,124154,22176,0,319488,0,2447,2152,3592,3.137,2.258,94.354,0.251,0,17,6,56,874,54,820
3577479168,1756311552,10552745984,12672233472,0,0,0,0,0,301708,3141,123751,22176,0,5373952,0,1994,2204,2306,1.759,1.382,96.859,0,0,17,6,56,874,54,820
3578589184,1755787264,10552160256,12671709184,0,0,0,0,0,301708,3141,123623,22176,0,0,0,1621,1596,1663,4.912,1.889,93.073,0.126,0,17,6,56,874,54,820
3297501184,2043158528,10545876992,12800364544,0,0,0,0,0,306988,3141,188502,22176,0,0,0,29,326,71822,5.368,1.748,92.884,0,0,17,6,56,874,54,820
3298140160,2042937344,10545459200,12800172032,0,0,0,0,0,306988,3141,188509,22176,0,0,0,206,372,301,5.839,2.360,91.677,0.124,0,17,6,56,874,54,820
3299127296,2041909248,10545500160,12799152128,0,0,0,0,0,306988,3141,188197,22176,0,0,0,1628,1682,1514,3.250,2.125,94.500,0.125,0,17,6,56,874,54,820
3298877440,2042212352,10545446912,12799455232,0,0,0,0,0,306988,3141,188271,22176,0,1966080,0,270,320,330,2.278,1.392,95.949,0.380,0,17,6,56,874,54,820
3299155968,2041933824,10545446912,12799188992,0,0,0,0,0,306988,3141,188203,22176,0,0,0,1300,1465,29769,2.484,2.609,94.783,0.124,0,17,6,56,874,54,820
3298545664,2041212928,10546778112,12798468096,0,0,0,0,0,306988,3141,188027,22176,0,0,0,41,377,87,1.266,1.013,97.595,0.127,0,17,6,56,874,54,820
3297771520,2042327040,10546438144,12799586304,0,0,0,0,0,306988,3141,188299,22176,0,0,0,528,292,443,3.015,1.508,95.477,0,0,17,6,56,874,54,820
3297923072,2042961920,10545651712,12800221184,0,0,0,0,0,306988,3141,188454,22176,0,0,0,1587,1403,1642,3.880,1.877,94.118,0.125,0,17,6,56,874,54,820
3299184640,2041954304,10545397760,12799213568,0,0,0,0,0,306988,3141,188082,22176,0,0,0,717,818,357,3.990,1.621,94.140,0.249,0,17,6,56,874,54,820
3300782080,2040217600,10545537024,12797632512,0,0,0,0,0,306988,3141,187784,22176,0,3416064,0,1750,2302,1805,3.173,1.777,94.924,0.127,0,17,6,56,874,54,820
3301023744,2039971840,10545541120,12797399040,0,0,0,0,0,306988,3141,187724,22176,0,0,0,86,67,76,1.382,0.879,97.613,0.126,0,17,6,56,874,54,820
3301068800,2039971840,10545496064,12797403136,0,0,0,0,0,306988,3141,187724,22176,0,0,0,25,67,58,1.627,0.876,97.497,0,0,17,6,56,874,54,820
3301830656,2038685696,10546020352,12796137472,0,0,0,0,0,306988,3141,187410,22176,0,0,0,1581,1477,1368,2.010,1.256,96.608,0.126,0,17,6,56,874,54,820
3302043648,2038996992,10545496064,12796448768,0,0,0,0,0,306988,3141,187486,22176,0,0,0,45,191,320,4.135,1.629,94.236,0,0,17,6,56,874,54,820
3302567936,2038792192,10545176576,12795920384,0,0,0,0,0,306988,3141,187436,22176,0,442368,0,1379,1468,1515,3.030,1.136,95.202,0.631,0,17,6,56,874,54,820
3302526976,2038833152,10545176576,12795961344,0,0,0,0,0,306988,3141,187446,22176,0,0,0,25,142,147,3.783,1.261,94.956,0,0,17,6,56,874,54,820
3364540416,1970032640,10551922688,12614303744,0,0,0,0,0,309364,3141,168273,22176,0,0,0,51798,73557,53456,5.646,2.760,91.468,0.125,0,17,6,56,874,54,820
3366825984,1968271360,10551398400,12612542464,0,0,0,0,0,309364,3141,167843,22176,0,0,0,2866,2715,2797,4.025,2.013,93.836,0.126,0,17,6,56,874,54,820
3357790208,1977364480,10551341056,12621635584,0,0,0,0,0,309628,3141,169739,22176,0,0,0,660,234,3751,2.506,1.629,95.739,0.125,0,17,6,56,868,54,814
3358732288,1975373824,10552389632,12619644928,0,0,0,0,0,309628,3141,169313,22176,0,2416640,0,1287,1957,1695,2.778,1.768,94.949,0.505,0,17,6,56,868,54,814
3361472512,1973682176,10551341056,12617965568,0,0,0,0,0,309628,3141,168900,22176,0,18202624,0,317,2339,2580,2.136,2.010,95.729,0.126,0,17,6,56,868,54,814
3361718272,1973436416,10551341056,12617719808,0,0,0,0,0,309628,3141,168840,22176,0,0,0,13,58,52,1.253,1.128,97.494,0.125,0,17,6,56,868,54,814
3354124288,1980444672,10551926784,12624637952,0,0,0,0,0,309628,3141,170491,22176,0,0,0,1490,1609,4222,2.513,1.508,95.980,0,0,17,6,56,868,54,814
3357741056,1977102336,10551652352,12622774272,0,0,0,0,0,309628,3141,169735,22176,0,0,0,965,1232,427,3.383,1.504,94.987,0.125,0,17,6,56,868,54,814
3358941184,1975812096,10551742464,12622852096,0,0,0,0,0,309628,3141,169420,22176,0,0,0,1683,1605,1479,4.030,2.519,93.451,0,0,17,6,56,868,54,814
3358920704,1975812096,10551762944,12622852096,0,0,0,0,0,309628,3141,169420,22176,0,0,0,19,126,123,3.030,0.884,95.707,0.379,0,17,6,56,868,54,814
3358920704,1975812096,10551762944,12622692352,0,0,0,0,0,309628,3141,169420,22176,0,270336,0,116,138,409,2.390,1.384,95.975,0.252,0,17,6,56,868,54,814
3359436800,1975296000,10551762944,12622204928,0,0,0,0,0,309628,3141,169294,22176,0,0,0,1312,1340,1340,1.629,1.378,96.992,0,0,17,6,56,868,54,814
3359416320,1975050240,10552029184,12621959168,0,0,0,0,0,309628,3141,169234,22176,0,0,0,286,211,94,1.757,0.753,97.365,0.125,0,17,6,56,868,54,814
3358879744,1975308288,10552307712,12622237696,0,0,0,0,0,309628,3141,169297,22176,0,0,0,1468,1591,1518,4.920,3.075,91.882,0.123,0,17,6,56,868,54,814
3357339648,1976868864,10552287232,12625952768,0,0,0,0,0,309628,3141,169678,22176,0,0,0,1728,2029,1726,5.335,2.233,92.184,0.248,0,17,6,56,868,54,814
3357675520,1976623104,10552197120,12625473536,0,0,0,0,0,309628,3141,169618,22176,0,0,0,129,251,203,3.625,1.500,94.625,0.250,0,17,6,56,868,54,814
3358056448,1975881728,10552557568,12624752640,0,0,0,0,0,309628,3141,169437,22176,0,237568,0,1946,1736,1660,2.747,2.247,94.507,0.499,0,17,6,56,868,54,814
3358056448,1975881728,10552557568,12624752640,0,0,0,0,0,309628,3141,169437,22176,0,0,0,180,248,258,2.414,1.017,96.569,0,0,17,6,56,868,54,814
3358822400,1975107584,10552565760,12623986688,0,0,0,0,0,309628,3141,169248,22176,0,0,0,1563,1585,2300,2.256,1.003,96.617,0.125,0,17,6,56,868,54,814
3358523392,1975394304,10552578048,12624273408,0,0,0,0,0,309628,3141,169318,22176,0,0,0,15,143,140,1.517,1.138,97.345,0,0,17,6,56,868,54,814
3358523392,1975394304,10552578048,12624285696,0,0,0,0,0,309628,3141,169318,22176,0,0,0,277,53,79,2.010,1.005,96.859,0.126,0,17,6,56,868,54,814
3357405184,1976479744,10552610816,12621914112,0,0,0,0,0,309628,3141,169583,22176,0,163840,0,1524,1633,2406,1.757,1.129,96.612,0.502,0,17,6,56,868,54,814
3355508736,1977319424,10553667584,12622761984,0,0,0,0,0,309628,3141,169794,22176,0,0,0,3431,3119,3021,3.611,1.993,94.271,0.125,0,17,6,56,868,54,814
3355377664,1977344000,10553774080,12623421440,0,0,0,0,0,309628,3141,169794,22176,0,0,0,1455,1506,1339,2.886,1.757,95.358,0,0,17,6,56,868,54,814
3355103232,1978683392,10552709120,12624769024,0,0,0,0,0,309628,3141,170121,22176,0,663552,0,583,466,759,2.270,0.757,96.847,0.126,0,17,6,56,868,54,814
3355115520,1978646528,10552733696,12624732160,0,0,0,0,0,309628,3141,170112,22176,0,0,0,161,264,219,1.884,0.503,97.487,0.126,0,17,6,56,868,54,814
3355090944,1978658816,10552745984,12625821696,0,0,0,0,0,309628,3141,170115,22176,0,0,0,2932,2797,2825,4.863,2.993,92.145,0,0,17,6,56,868,54,814
3354898432,1978920960,10552676352,12626096128,0,0,0,0,0,309628,3141,170179,22176,0,0,0,2790,2357,2354,3.639,2.133,94.103,0.125,0,17,6,56,868,54,814
3353935872,1986412544,10546159616,12627111936,0,0,0,0,0,311125,3141,170511,22176,0,0,0,2014,1707,3772,2.767,1.887,95.346,0,0,17,6,56,868,54,814
3354517504,1985908736,10546081792,12626608128,0,0,0,0,0,311125,3141,170394,22176,0,1564672,0,536,574,564,2.270,1.009,96.091,0.631,0,17,6,56,868,54,814
3353780224,1987002368,10545725440,12627267584,0,0,0,0,0,311125,3141,170655,22176,0,6012928,0,231,1093,1100,3.258,1.378,95.238,0.125,0,17,6,56,868,54,814
3354198016,1986793472,10545516544,12626862080,0,0,0,0,0,311125,3141,170604,22176,0,0,0,1320,1456,1459,6.440,3.159,90.279,0.122,0,17,6,56,868,54,814
3354705920,1986551808,10545250304,12626292736,0,0,0,0,0,311125,3141,170545,22176,0,0,0,286,173,256,4.478,1.368,94.154,0,0,17,6,56,868,54,814
3354914816,1986342912,10545250304,12626083840,0,0,0,0,0,311125,3141,170494,22176,0,0,0,1279,1438,1422,5.074,2.351,92.450,0.124,0,17,6,56,868,54,814
3354968064,1986342912,10545197056,12626083840,0,0,0,0,0,311125,3141,170494,22176,0,753664,0,102,253,238,3.594,2.726,93.309,0.372,0,17,6,56,868,54,814
3354406912,1986859008,10545242112,12626440192,0,0,0,0,0,311125,3141,170620,22176,0,0,0,262,341,246,3.346,1.363,95.167,0.124,0,17,6,56,868,54,814
3355406336,1985593344,10545508352,12625186816,0,0,0,0,0,311125,3141,170311,22176,0,0,0,10093,9134,6177,4.631,3.004,92.240,0.125,0,17,6,56,876,54,822
3388055552,1670332416,10828120064,12309962752,0,0,0,0,0,311125,3141,93343,22176,24576,1597440,0,77633,81022,2389,10.487,3.246,85.893,0.375,0,17,6,56,878,54,824
3385266176,1667862528,10833379328,12306935808,0,0,0,0,0,311125,3141,92740,22176,0,0,0,2587,21396,19992,8.323,3.531,88.020,0.126,0,17,6,56,878,54,824
3384918016,1675628544,10825961472,12314722304,0,0,0,0,0,311125,3141,94636,22176,0,0,0,450,2918,4724,7.980,2.993,88.778,0.249,0,17,6,56,878,54,824
3380310016,1782919168,10723278848,12422012928,0,0,0,0,0,311125,3141,120830,22176,0,0,0,308,356,25744,7.915,3.015,88.945,0.126,0,17,6,56,880,54,826
3381248000,1781891072,10723368960,12420997120,0,0,0,0,0,311125,3141,120579,22176,0,0,0,1343,1763,1638,7.342,2.785,89.873,0,0,17,6,56,878,54,824
3381747712,1780097024,10724663296,12419424256,0,0,0,0,0,311125,3141,120141,22176,0,368640,0,896,1577,820,7.615,1.873,90.012,0.499,0,17,6,56,878,54,824
3378368512,1783205888,10724933632,12593725440,0,0,0,0,0,311125,3141,120900,22176,0,204800,0,5151,6194,5851,2.781,1.643,95.322,0.253,0,17,6,56,878,54,824
3384139776,1782947840,10719420416,12593520640,0,0,0,0,0,311125,3141,120837,22176,0,0,0,276,58,1645,1.757,0.878,97.365,0,0,17,6,56,878,54,824
3586465792,1584803840,10715238400,12400263168,0,0,0,0,0,276790,3141,106797,22176,0,0,0,49394,69573,21327,3.392,2.513,93.970,0.126,0,17,6,56,878,54,824
3591086080,1574133760,10721267712,12408807424,0,0,0,0,0,274333,3141,106649,22176,0,16637952,0,2416,5902,3516,2.152,1.772,95.823,0.253,0,17,6,56,878,54,824
3591303168,1573900288,10721284096,12408586240,0,0,0,0,0,274333,3141,106592,22176,0,0,0,14,48,38,1.131,1.005,97.864,0,0,17,6,56,878,54,824
3591237632,1573429248,10721820672,12408123392,0,0,0,0,0,274333,3141,106477,22176,0,0,0,1551,1487,1369,1.380,1.380,97.114,0.125,0,17,6,56,878,54,824
3592511488,1572388864,10721587200,12407484416,0,0,0,0,0,274333,3141,106223,22176,0,2736128,0,194,618,995,1.258,0.881,97.736,0.126,0,17,6,56,878,54,824
3592560640,1576304640,10717622272,12412936192,0,0,0,0,0,274396,3141,107116,22176,0,0,0,85,329,1389,4.494,1.873,93.508,0.125,0,17,6,56,878,54,824
3423965184,1745027072,10717495296,12405125120,0,0,0,0,0,274396,3141,148308,22176,0,0,0,1142,1023,43984,2.015,1.134,96.851,0,0,17,6,56,878,54,824
3424186368,1744785408,10717515776,12404936704,0,0,0,0,0,274396,3141,148249,22176,0,0,0,979,834,1039,2.638,1.759,95.477,0.126,0,17,6,56,878,54,824
3402809344,1765847040,10717831168,12476903424,0,0,0,0,0,279853,3141,147934,22176,0,0,0,1699,1988,7243,4.937,1.392,93.418,0.253,0,17,6,56,878,54,824
3403554816,1764823040,10718109696,12475879424,0,0,0,0,0,279853,3141,147684,22176,0,212992,0,81,290,163,2.893,1.132,95.723,0.252,0,17,6,56,878,54,824
3403542528,1764577280,10718367744,12475633664,0,0,0,0,0,279853,3141,147624,22176,0,0,0,15,56,73,1.504,0.877,97.494,0.125,0,17,6,56,878,54,824
3401252864,1767436288,10717798400,12475822080,0,0,0,0,0,280294,3141,147881,22176,0,0,0,296,101,900,1.635,0.629,97.610,0.126,0,17,6,56,878,54,824
3401019392,1767718912,10717749248,12476145664,0,0,0,0,0,280294,3141,147950,22176,0,0,0,1389,1397,1371,1.633,1.131,97.236,0,0,17,6,56,878,54,824
3401244672,1767460864,10717782016,12475899904,0,0,0,0,0,280294,3141,147887,22176,0,0,0,704,676,454,4.391,1.882,93.476,0.251,0,17,6,56,878,54,824
3401224192,1767469056,10717794304,12475916288,0,0,0,0,0,280294,3141,147889,22176,0,122880,0,697,957,1215,1.504,1.003,97.118,0.376,0,17,6,56,878,54,824
3332202496,1835216896,10719068160,12587737088,0,0,0,0,0,296134,3141,148589,22176,0,0,0,427,633,17475,3.540,1.391,95.070,0,0,17,6,56,878,54,824
3329421312,1837563904,10719502336,12590088192,0,0,0,0,0,296134,3141,149162,22176,0,4808704,0,1528,2061,1917,1.880,2.381,95.489,0.251,0,17,6,56,878,54,824
3331198976,1836797952,10718490624,12589338624,0,0,0,0,0,296134,3141,148975,22176,0,0,0,1380,1509,1762,5.556,1.641,92.803,0,0,17,6,56,878,54,824
3330629632,1837576192,10718281728,12589768704,0,0,0,0,0,296134,3141,149165,22176,0,0,0,706,472,732,2.141,1.385,96.348,0.126,0,17,6,56,878,54,824
