"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/unix_int_io_disk_lock_vm-adv_socket_raw.csv --unix --int --io --disk --lock --vm-adv --socket --raw 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"unix sockets",,,,"interrupts",,,"io/total",,"dsk/total",,"file locks",,,,"advanced virtual memory",,,,,"sockets",,,,,"raw"
56,975,55,920,0,136,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,26,33,0,0,0
56,975,55,920,0,187,0,0,42,0,434176,83,12,13,82,0,0,0,0,0,1202,26,33,0,0,0
56,975,55,920,0,127,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,26,33,0,0,0
56,975,55,920,0,122,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,26,33,0,0,0
56,975,55,920,0,121,0,0,40,0,3350528,83,12,13,82,0,0,0,0,0,1202,26,33,0,0,0
56,975,55,920,0,121,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,26,33,0,0,0
56,975,55,920,0,121,0,0,42,0,2686976,83,12,13,82,0,0,0,0,0,1202,26,33,0,0,0
56,975,55,920,0,177,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,26,33,0,0,0
56,975,55,920,0,118,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,26,33,0,0,0
56,975,55,920,0,141,0,0,134,0,5668864,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,123,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,121,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,149,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,146,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,121,0,0,174,0,9232384,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,125,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,126,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,118,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,122,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,979,55,924,0,164,0,2,182,16384,10330112,83,12,13,82,0,0,0,0,0,1207,26,33,0,0,0
56,979,55,924,0,128,0,14,0,196608,0,83,12,13,82,0,0,0,0,0,1207,26,33,0,0,0
56,979,55,924,0,123,0,0,102,0,1253376,83,12,13,82,0,0,0,0,0,1207,26,33,0,0,0
56,979,55,924,0,140,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1207,26,33,0,0,0
56,979,55,924,0,137,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1207,26,33,0,0,0
56,979,55,924,0,127,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1208,26,33,0,0,0
56,979,55,924,0,166,0,0,452,0,7323648,83,12,13,82,0,0,0,0,0,1208,26,33,0,0,0
56,993,55,938,0,187,0,0,92,0,966656,84,12,13,83,0,0,0,0,0,1224,26,33,0,0,0
56,993,55,938,0,145,0,0,54,0,622592,84,12,13,83,0,0,0,0,0,1224,26,33,0,0,0
56,993,55,938,0,122,0,0,0,0,0,84,12,13,83,0,0,0,0,0,1224,26,33,0,0,0
56,993,55,938,0,116,0,0,0,0,0,84,12,13,83,0,0,0,0,0,1224,26,33,0,0,0
56,993,55,938,0,124,0,0,292,0,6438912,84,12,13,83,0,0,0,0,0,1224,26,33,0,0,0
56,993,55,938,0,158,0,0,0,0,0,84,12,13,83,0,0,0,0,0,1224,26,33,0,0,0
56,993,55,938,0,124,0,0,42,0,581632,84,12,13,83,0,0,0,0,0,1224,26,33,0,0,0
56,993,55,938,0,146,0,4,0,16384,0,84,12,13,83,0,0,0,0,0,1224,26,33,0,0,0
56,993,55,938,0,139,0,0,0,0,0,84,12,13,83,0,0,0,0,0,1224,26,33,0,0,0
56,993,55,938,0,116,0,0,1526,0,18374656,84,12,13,83,0,0,0,0,0,1224,26,33,0,0,0
56,993,55,938,0,125,0,0,60,0,3252224,84,12,13,83,0,0,0,0,0,1224,26,33,0,0,0
56,993,55,938,0,165,0,0,0,0,0,84,12,13,83,0,0,0,0,0,1224,26,33,0,0,0
56,993,55,938,0,121,0,0,0,0,0,84,12,13,83,0,0,0,0,0,1223,26,33,0,0,0
56,993,55,938,0,116,0,0,0,0,0,84,12,13,83,0,0,0,0,0,1223,26,33,0,0,0
56,993,55,938,0,121,0,0,38,0,3227648,84,12,13,83,0,0,0,0,0,1223,26,33,0,0,0
56,993,55,938,0,123,0,0,20,0,917504,84,12,13,83,0,0,0,0,0,1223,26,33,0,0,0
56,987,55,932,0,122,0,0,0,0,0,84,12,13,83,0,0,0,0,0,1217,26,33,0,0,0
56,987,55,932,0,167,0,0,0,0,0,84,12,13,83,0,0,0,0,0,1217,26,33,0,0,0
56,987,55,932,0,155,0,0,110,0,2637824,84,12,13,83,0,0,0,0,0,1217,26,33,0,0,0
56,987,55,932,0,120,0,0,88,0,5414912,84,12,13,83,0,0,0,0,0,1217,26,33,0,0,0
56,987,55,932,0,124,0,0,0,0,0,84,12,13,83,0,0,0,0,0,1217,26,33,0,0,0
56,987,55,932,0,120,0,0,0,0,0,84,12,13,83,0,0,0,0,0,1217,26,33,0,0,0
56,987,55,932,0,121,0,0,8,0,1138688,84,12,13,83,0,0,0,0,0,1217,26,33,0,0,0
56,983,55,928,0,158,0,0,36,0,1089536,84,12,13,83,0,0,0,0,0,1215,26,33,0,0,0
56,983,55,928,0,119,0,0,224,0,9699328,84,12,13,83,0,0,0,0,0,1213,26,33,0,0,0
56,983,55,928,0,128,0,0,0,0,0,84,12,13,83,0,0,0,0,0,1213,26,33,0,0,0
56,983,55,928,0,118,0,0,0,0,0,84,12,13,83,0,0,0,0,0,1213,26,33,0,0,0
56,983,55,928,0,123,0,0,0,0,0,84,12,13,83,0,0,0,0,0,1212,26,33,0,0,0
56,983,55,928,0,155,0,0,24,0,720896,84,12,13,83,0,0,0,0,0,1212,26,33,0,0,0
56,983,55,928,0,163,0,0,88,0,9027584,84,12,13,83,0,0,0,0,0,1211,26,33,0,0,0
56,983,55,928,0,129,0,0,76,0,532480,84,12,13,83,0,0,0,0,0,1210,26,33,0,0,0
56,975,55,920,0,119,0,0,0,0,0,84,12,13,83,0,0,0,0,0,1202,26,33,0,0,0
56,975,55,920,0,122,0,0,0,0,0,84,12,13,83,0,0,0,0,0,1202,26,33,0,0,0
56,977,55,922,0,120,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1206,26,33,0,0,0
56,975,55,920,0,118,0,0,494,0,4710400,83,12,13,82,0,0,0,0,0,1202,26,33,0,0,0
56,975,55,920,0,150,0,0,36,0,491520,83,12,13,82,0,0,0,0,0,1202,26,33,0,0,0
56,975,55,920,0,123,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,26,33,0,0,0
56,975,55,920,0,124,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,26,33,0,0,0
56,975,55,920,0,120,0,0,64,0,761856,83,12,13,82,0,0,0,0,0,1202,26,33,0,0,0
56,975,55,920,0,142,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1201,25,33,0,0,0
56,975,55,920,0,128,0,0,452,0,10010624,83,12,13,82,0,0,0,0,0,1201,25,33,0,0,0
56,977,55,922,0,152,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,25,33,0,0,0
56,977,55,922,0,153,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,25,33,0,0,0
56,975,55,920,0,121,0,6,14,139264,991232,83,12,13,82,0,0,0,0,0,1203,25,33,0,0,0
56,975,55,920,0,124,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1201,25,33,0,0,0
56,975,55,920,0,115,0,0,78,0,8273920,83,12,13,82,0,0,0,0,0,1201,25,33,0,0,0
56,975,55,920,0,149,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,25,33,0,0,0
56,975,55,920,0,177,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,25,33,0,0,0
56,975,55,920,0,121,0,0,28,0,2039808,83,12,13,82,0,0,0,0,0,1203,25,33,0,0,0
56,975,55,920,0,117,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,25,33,0,0,0
56,975,55,920,0,147,0,0,1722,0,15548416,83,12,13,82,0,0,0,0,0,1203,25,33,0,0,0
56,975,55,920,0,123,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,25,33,0,0,0
56,975,55,920,0,118,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,25,33,0,0,0
56,975,55,920,0,163,0,0,32,0,1982464,83,12,13,82,0,0,0,0,0,1205,25,33,0,0,0
56,975,55,920,0,118,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,25,33,0,0,0
56,975,55,920,0,123,0,0,134,0,7135232,83,12,13,82,0,0,0,0,0,1203,25,33,0,0,0
56,975,55,920,0,137,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,25,33,0,0,0
56,975,55,920,0,127,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,25,33,0,0,0
56,975,55,920,0,158,0,0,42,0,2678784,83,12,13,82,0,0,0,0,0,1205,26,33,0,0,0
56,975,55,920,0,156,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1205,26,33,0,0,0
56,975,55,920,0,136,0,0,176,0,9052160,83,12,13,82,0,0,0,0,0,1205,26,33,0,0,0
56,975,55,920,0,140,0,0,28,0,458752,83,12,13,82,0,0,0,0,0,1205,26,33,0,0,0
56,975,55,920,0,121,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1205,26,33,0,0,0
56,975,55,920,0,126,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1205,26,33,0,0,0
56,975,55,920,0,126,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1208,26,36,0,0,0
56,975,55,920,0,169,0,0,448,0,9101312,83,12,13,82,0,0,0,0,0,1208,26,36,0,0,0
56,975,55,920,0,126,0,0,302,0,1900544,83,12,13,82,0,0,0,0,0,1208,26,36,0,0,0
56,975,55,920,0,129,0,0,14,0,393216,83,12,13,82,0,0,0,0,0,1208,26,36,0,0,0
56,975,55,920,0,121,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1208,26,36,0,0,0
56,975,55,920,0,121,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1205,26,33,0,0,0
56,975,55,920,0,118,0,0,54,0,3448832,83,12,13,82,0,0,0,0,0,1205,26,33,0,0,0
56,975,55,920,0,176,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1205,26,33,0,0,0
