"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/unix_zones_fs_vm_tcp_lock_ipc.csv --unix --zones --fs --vm --tcp --lock --ipc 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"unix sockets",,,,"zones memory",,,,"filesystem",,"virtual memory",,,,"tcp sockets",,,,,"file locks",,,,"sysv ipc",,
56,975,55,920,159767,3141,485618,22688,14112,182998,0,806,1270,1120,7,24,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,503070,22688,14080,183021,0,1329,2301,18914,7,23,0,9,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,503273,22688,14048,182986,0,2954,4095,3491,7,23,0,9,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,503662,22688,14112,183019,0,2070,3063,3779,7,23,0,9,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,501195,22688,14080,183023,0,4839,6040,1587,7,23,0,9,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,511120,22688,14080,183005,0,1070,1653,11449,7,23,0,9,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,510752,22688,14080,183006,0,345,1038,784,7,23,0,9,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,510405,22688,14112,183006,0,1673,3373,3453,7,23,0,9,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,509617,22688,14080,183028,0,3045,4240,2801,7,23,0,9,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,509668,22688,14048,183033,0,226,1066,1091,7,23,0,9,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,509080,22688,14080,183033,0,1155,1779,1218,7,23,0,8,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,505526,22688,14080,183034,0,5774,7247,2187,7,23,0,8,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,506234,22688,14080,181923,0,1527,3594,7007,7,23,0,9,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,506841,22688,14048,181904,0,2235,2770,3420,7,23,0,9,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,506754,22688,14048,181905,0,247,894,731,7,23,0,9,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,508994,22688,14112,181929,0,3667,4588,5575,7,23,0,9,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,508134,22688,14080,181934,0,1837,3219,2248,7,23,0,9,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,508110,22688,14080,181934,0,1516,3398,3481,7,23,0,9,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,508230,22688,14080,181927,0,1887,3074,3691,7,23,0,9,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,504080,22688,14080,181930,0,5644,6679,2559,7,23,0,9,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,476280,22688,15136,182967,0,33002,53199,21983,7,23,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,471839,22688,14080,182972,0,3713,5750,1023,7,23,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,473570,22688,14112,182996,0,1677,3950,7157,7,22,1,8,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,474272,22688,14080,182999,0,1768,2589,4357,7,23,0,9,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,468392,22688,14080,183002,0,6264,6778,1317,7,23,0,9,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,468286,22688,14048,182958,0,785,1298,1581,7,23,0,9,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,465523,22688,14112,182982,0,7095,8651,4411,7,23,0,9,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,469248,22688,14080,182978,0,1708,3159,7353,7,23,0,9,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,468578,22688,14080,182988,0,3027,3647,2513,7,23,0,9,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,468855,22688,14144,183008,0,3419,4453,6147,7,23,0,9,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,468887,22688,14112,183014,0,936,1924,1180,7,23,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,470006,22688,14112,183013,0,733,1226,3886,7,23,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,472987,22688,14112,183013,0,2194,2770,5376,7,23,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,472696,22688,14080,182943,0,3005,5000,7570,7,23,0,9,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,474124,22688,14080,182990,0,5624,7298,7202,7,23,0,9,1,83,12,13,82,0,0,5
56,977,55,922,159767,3141,473646,22688,14080,183002,0,814,2021,1660,7,23,1,9,1,83,12,13,82,0,0,5
56,977,55,922,159767,3141,473760,22688,14080,183024,0,2539,4533,3105,7,23,1,8,1,83,12,13,82,0,0,5
56,977,55,922,159767,3141,470906,22688,14112,183042,0,2925,8112,4015,7,23,1,8,1,83,12,13,82,0,0,5
56,977,55,922,159767,3141,470983,22688,14112,183039,0,1503,3556,4219,7,23,1,8,1,83,12,13,82,0,0,5
56,977,55,922,159767,3141,470775,22688,14112,183031,0,389,1582,2163,7,23,1,8,1,83,12,13,82,0,0,5
56,977,55,922,159767,3141,471046,22688,14112,183003,0,733,2045,2405,7,23,1,7,1,83,12,13,82,0,0,5
56,977,55,922,159767,3141,467446,22688,14112,183051,0,5558,8255,6356,7,23,1,7,1,83,12,13,82,0,0,5
56,977,55,922,159767,3141,468944,22688,14080,183000,0,1538,3071,5462,7,23,1,6,1,83,12,13,82,0,0,5
56,977,55,922,159767,3141,472159,22688,14080,183033,0,3588,6784,8924,7,23,1,6,1,83,12,13,82,0,0,5
56,977,55,922,159767,3141,472028,22688,14016,183039,0,348,2059,1692,7,23,1,7,1,83,12,13,82,0,0,5
56,977,55,922,159767,3141,478513,22688,14016,183038,0,837,2823,9485,7,23,1,7,1,83,12,13,82,0,0,5
56,979,55,924,159767,3141,478311,22688,13984,183042,0,595,2510,2286,7,22,3,7,2,83,12,13,82,0,0,5
56,977,55,922,159767,3141,486880,22688,13984,181926,0,1704,3179,11933,7,21,1,7,3,83,12,13,82,0,0,5
56,977,55,922,159767,3141,488143,22688,14016,181852,0,1535,4289,5290,7,21,1,7,2,83,12,13,82,0,0,5
56,977,55,922,159767,3141,489052,22688,14016,181899,0,5559,8760,8345,7,21,1,7,2,83,12,13,82,0,0,5
56,977,55,922,159767,3141,514201,22688,14080,181931,0,3207,4871,27217,7,21,1,7,2,83,12,13,82,0,0,5
56,977,55,922,159767,3141,513737,22688,14112,181936,0,413,1996,1760,7,21,1,7,2,83,12,13,82,0,0,5
56,977,55,922,159767,3141,513582,22688,14080,181936,0,1983,3908,4174,7,21,1,7,2,83,12,13,82,0,0,5
56,977,55,922,159767,3141,512407,22688,14080,181924,0,1478,6491,7632,7,22,2,6,1,83,12,13,82,0,0,5
56,977,55,922,159767,3141,512048,22688,14048,181925,0,179,1832,1791,7,23,1,6,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,512197,22688,14048,181920,0,413,866,1238,7,23,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,507388,22688,14080,181966,0,6108,7721,1479,7,23,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,507156,22688,14080,181942,0,2299,3510,3315,7,23,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,499568,22688,14112,183017,0,37576,60040,53115,7,23,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,499410,22688,14112,183017,0,380,731,1203,7,23,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,499145,22688,14080,182989,0,694,1486,1594,7,23,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,498795,22688,14048,182990,0,222,904,772,7,23,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,498761,22688,14016,182989,0,2019,2458,2556,7,23,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,500877,22688,14048,182943,0,1860,3469,4969,7,23,0,6,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,500636,22688,14080,183012,0,7913,10066,9165,7,23,0,6,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,500161,22688,14048,183018,0,1186,2128,1579,7,23,0,6,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,500077,22688,14080,183028,0,822,1383,747,7,23,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,499797,22688,14080,183034,0,1448,1736,1648,7,23,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,499987,22688,14080,182999,0,1649,3524,4373,7,23,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,499933,22688,14080,183001,0,172,843,1047,7,23,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,499905,22688,14048,183000,0,933,1381,1287,7,23,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,501929,22688,14112,183022,0,2143,4164,5994,7,23,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,501799,22688,14144,183028,0,208,1269,663,7,23,0,7,1,83,12,13,82,0,0,5
56,979,55,924,159767,3141,497020,22688,14112,183123,1,11996,16413,7675,7,23,0,6,1,83,12,13,82,0,0,5
56,979,55,924,159767,3141,495540,22688,14144,183119,3,456,2005,3152,7,23,0,6,1,83,12,13,82,0,0,5
56,979,55,924,159767,3141,495628,22688,14144,183077,0,560,1035,2630,7,23,0,6,1,83,12,13,82,0,0,5
56,979,55,924,159767,3141,495360,22688,14144,183077,0,243,901,1687,7,22,1,6,2,83,12,13,82,0,0,5
56,979,55,924,159767,3141,496159,22688,14112,183076,0,172,665,1677,7,23,0,7,1,83,12,13,82,0,0,5
56,979,55,924,159767,3141,513313,22688,14112,183042,0,3741,5093,22063,7,23,0,7,1,83,12,13,82,0,0,5
56,979,55,924,159767,3141,507669,22688,14080,183091,0,6601,9360,3714,7,23,0,7,1,83,12,13,82,0,0,5
56,993,55,938,159767,3141,500776,22688,14144,183243,0,21038,21671,10239,7,23,0,7,1,84,12,13,83,0,0,5
56,993,55,938,159767,3141,498754,22688,14176,183251,0,11436,14451,15563,7,23,0,7,1,84,12,13,83,0,0,5
56,993,55,938,159767,3141,499204,22688,14176,183222,0,519,3012,3847,7,23,0,7,1,84,12,13,83,0,0,5
56,993,55,938,159767,3141,499077,22688,14176,183226,0,2923,3583,4549,7,23,0,6,1,84,12,13,83,0,0,5
56,993,55,938,159767,3141,498783,22688,14176,183225,0,269,1702,1806,7,23,0,6,1,84,12,13,83,0,0,5
56,993,55,938,159767,3141,494789,22688,14144,183262,0,4141,8406,3291,7,23,0,6,1,84,12,13,83,0,0,5
56,993,55,938,159767,3141,492059,22688,14176,182161,0,7557,9122,5417,7,23,0,6,1,84,12,13,83,0,0,5
56,993,55,938,159767,3141,491639,22688,14144,182156,1,753,1202,1323,7,23,0,7,1,84,12,13,83,0,0,5
56,993,55,938,159767,3141,490673,22688,14144,182159,0,6433,7940,6953,7,23,0,7,1,84,12,13,83,0,0,5
56,993,55,938,159767,3141,490697,22688,14176,182131,0,881,3663,3989,7,23,0,7,1,84,12,13,83,0,0,5
56,993,55,938,159767,3141,493907,22688,14176,182126,0,1364,2446,4657,7,23,0,7,1,84,12,13,83,0,0,5
56,993,55,938,159767,3141,494504,22688,14144,182127,0,769,1947,2069,7,23,0,7,1,84,12,13,83,0,0,5
56,993,55,938,159767,3141,494203,22688,14144,182148,0,1055,2175,2225,7,23,0,7,1,84,12,13,83,0,0,5
56,993,55,938,159767,3141,493527,22688,14176,182106,0,2788,3811,4147,7,23,0,7,1,84,12,13,83,0,0,5
56,993,55,938,159767,3141,491129,22688,14144,182151,0,5493,7583,5118,7,23,0,6,1,84,12,13,83,0,0,5
56,993,55,938,159767,3141,490898,22688,14144,182152,0,371,874,775,7,23,0,6,1,84,12,13,83,0,0,5
56,987,55,932,159767,3141,467625,22688,14176,183126,0,36983,58620,33224,7,23,0,6,1,84,12,13,83,0,0,5
56,987,55,932,159767,3141,467358,22688,14176,183126,0,881,1383,2517,7,23,0,6,1,84,12,13,83,0,0,5
56,989,55,934,159767,3141,467210,22688,14144,183134,0,2592,3560,3473,7,23,0,7,1,84,12,13,83,0,0,5
56,987,55,932,159767,3141,466622,22688,14144,183148,0,1794,3348,2647,7,23,0,7,1,84,12,13,83,0,0,5
56,987,55,932,159767,3141,466281,22688,14144,183153,0,235,1184,1110,7,23,0,7,1,84,12,13,83,0,0,5
56,987,55,932,159767,3141,462997,22688,14112,183153,0,5961,7585,1881,7,23,0,7,1,84,12,13,83,0,0,5
56,987,55,932,159767,3141,462329,22688,14112,183153,0,573,1354,1190,7,23,0,7,1,84,12,13,83,0,0,5
56,983,55,928,159767,3141,463425,22688,14080,183106,0,1683,2301,6134,7,23,0,7,1,84,12,13,83,0,0,5
56,983,55,928,159767,3141,464087,22688,14080,183079,0,1485,3370,4614,7,23,0,7,1,84,12,13,83,0,0,5
56,983,55,928,159767,3141,463828,22688,14080,183078,0,830,1773,1566,7,23,0,7,1,84,12,13,83,0,0,5
56,983,55,928,159767,3141,468038,22688,14048,183101,0,2660,3727,6768,7,23,0,6,1,84,12,13,83,0,0,5
56,983,55,928,159767,3141,468425,22688,14080,183105,0,756,1456,1498,7,23,0,6,1,84,12,13,83,0,0,5
56,983,55,928,159767,3141,468045,22688,14080,183107,0,2357,3709,2918,7,22,1,6,2,84,12,13,83,0,0,5
56,983,55,928,159767,3141,465102,22688,14112,183106,0,6562,9611,8033,7,23,0,7,1,84,12,13,83,0,0,5
56,983,55,928,159767,3141,466139,22688,14080,183080,0,459,1640,2855,7,23,0,7,1,84,12,13,83,0,0,5
56,975,55,920,159767,3141,472271,22688,14080,183005,0,986,1290,8957,7,23,0,7,1,84,12,13,83,0,0,5
56,975,55,920,159767,3141,472233,22688,14112,183005,0,239,733,743,7,23,0,7,1,84,12,13,83,0,0,5
56,975,55,920,159767,3141,478146,22688,14080,183028,0,1666,2511,8282,7,23,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,477850,22688,14080,183033,0,1509,2697,2076,7,23,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,478040,22688,14048,183035,0,766,1938,1812,7,23,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,477137,22688,14016,183032,0,4855,6473,2287,7,23,0,6,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,477043,22688,14048,183004,0,197,696,1401,7,23,0,6,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,476447,22688,14048,183014,0,2007,2693,2170,7,23,0,6,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,476051,22688,14048,183014,0,1673,2263,2144,7,21,0,7,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,505822,22688,14080,183038,0,900,2987,31935,7,21,0,7,2,83,12,13,82,0,0,5
56,977,55,922,159767,3141,505371,22688,14112,183045,0,530,1620,850,7,21,1,7,2,83,12,13,82,0,0,5
56,977,55,922,159767,3141,505497,22688,14080,183047,0,297,940,1069,7,21,1,7,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,505389,22688,14048,183088,1,3053,3111,2944,7,21,0,7,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,500087,22688,14080,183104,0,7119,8857,3959,7,21,0,7,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,500524,22688,14080,183057,0,328,1827,2400,7,21,0,7,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,507070,22688,14080,181958,0,522,1650,8971,7,21,0,6,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,510901,22688,14080,181983,0,2351,3101,7605,7,21,0,6,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,510931,22688,14048,181988,0,2337,4558,3531,7,21,0,6,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,510642,22688,14048,181987,0,2017,2611,2288,7,21,0,6,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,509920,22688,14048,181987,0,400,2858,3268,7,21,0,7,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,505859,22688,14048,181961,0,5738,7368,2962,7,21,0,7,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,508462,22688,14016,181961,0,226,704,3206,7,21,0,7,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,500903,22688,15392,183023,0,12233,30415,22282,7,21,0,7,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,473009,22688,14112,183052,0,29282,33779,5537,7,21,0,7,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,472309,22688,14080,183057,0,1406,2948,1863,7,21,0,7,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,472035,22688,14080,183061,0,238,1217,1149,7,21,0,7,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,471761,22688,14048,183072,0,220,1495,1992,7,21,0,6,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,473515,22688,14080,182992,0,1521,2513,5123,7,23,0,6,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,469690,22688,14112,183035,0,7347,9049,3783,7,23,0,6,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,469553,22688,14112,183034,0,790,2444,2860,7,22,1,6,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,481234,22688,14112,183066,0,1546,2432,13906,7,23,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,481111,22688,14112,183071,0,371,1486,685,7,23,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,480712,22688,14048,183072,0,4430,5100,4901,7,23,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,480681,22688,14048,183046,0,1776,2407,3369,7,23,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,481014,22688,14048,183045,0,755,2421,2387,7,23,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,482200,22688,14048,183050,0,8137,10325,11155,7,23,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,481724,22688,14048,183052,0,370,1089,839,7,23,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,482541,22688,14048,183083,0,3660,4234,4170,7,23,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,508140,22688,14048,183071,0,1716,3079,28283,7,23,0,6,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,508043,22688,14048,183070,0,628,1550,2233,7,23,0,6,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,514808,22688,13984,182897,0,375,894,8365,7,23,0,7,1,83,12,13,82,0,0,5
