"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/page_unix_tcp_proc_vm_io_time_disk_aio_vm-adv.csv --page --unix --tcp --proc --vm --io --time --disk --aio --vm-adv 1 600",,,,"Date:","22 Mar 2023 21:32:08 -03"
"paging",,"unix sockets",,,,"tcp sockets",,,,,"procs",,,"virtual memory",,,,"io/total",,"system","dsk/total",,"async","advanced virtual memory",,,,
0,0,56,874,54,820,7,10,0,7,2,3,0,8,0,1975,1483,1707,0,0,Mar-22 21:38:33,0,0,0,0,0,0,0,0
0,0,56,874,54,820,7,10,0,7,2,2,0,0,0,108,76,198,0,0,Mar-22 21:38:34,0,0,0,0,0,0,0,0
0,0,56,874,54,820,7,9,1,7,3,2,0,26,0,4387,3464,3452,0,0,Mar-22 21:38:35,0,0,0,0,0,0,0,0
0,0,56,874,54,820,7,10,0,8,2,3,0,8,0,1321,1634,1525,0,44,Mar-22 21:38:36,0,663552,0,0,0,0,0,0
0,0,56,874,54,820,7,10,0,8,2,2,0,1,0,580,521,439,0,0,Mar-22 21:38:37,0,0,0,0,0,0,0,0
0,0,56,874,54,820,7,10,0,8,2,2,0,9,0,1673,1568,1438,0,0,Mar-22 21:38:38,0,0,0,0,0,0,0,0
0,0,56,874,54,820,7,10,0,8,2,3,0,14,0,3008,3869,2249,0,2,Mar-22 21:38:39,0,16384,0,0,0,0,0,0
0,0,56,874,54,820,7,10,0,7,2,2,0,15,0,7060,5108,5123,0,0,Mar-22 21:38:40,0,0,0,0,0,0,0,0
0,0,56,874,54,820,7,10,0,7,2,2,0,15,0,2711,2400,3796,0,24,Mar-22 21:38:41,0,319488,0,0,0,0,0,0
0,0,56,874,54,820,7,10,0,7,2,1,0,10,0,1731,1954,2100,0,706,Mar-22 21:38:42,0,5373952,0,0,0,0,0,0
0,0,56,874,54,820,7,10,0,7,2,3,0,8,0,1620,1601,1668,0,0,Mar-22 21:38:43,0,0,0,0,0,0,0,0
0,0,56,874,54,820,7,10,0,7,2,8,0,0,0,29,325,71820,0,0,Mar-22 21:38:44,0,0,0,0,0,0,0,0
0,0,56,874,54,820,7,10,0,7,2,3,0,0,0,206,372,303,0,0,Mar-22 21:38:45,0,0,0,0,0,0,0,0
0,0,56,874,54,820,7,10,0,8,2,3,0,8,0,1628,1682,1513,0,0,Mar-22 21:38:46,0,0,0,0,0,0,0,0
0,0,56,874,54,820,7,10,0,8,2,2,0,0,0,270,318,328,0,42,Mar-22 21:38:47,0,1966080,0,0,0,0,0,0
0,0,56,874,54,820,7,10,0,8,2,1,0,8,0,1300,1476,29779,0,0,Mar-22 21:38:48,0,0,0,0,0,0,0,0
0,0,56,874,54,820,7,10,0,8,2,2,0,0,0,41,366,77,0,0,Mar-22 21:38:49,0,0,0,0,0,0,0,0
0,0,56,874,54,820,7,10,0,8,2,1,0,1,0,528,294,446,0,0,Mar-22 21:38:50,0,0,0,0,0,0,0,0
0,0,56,874,54,820,7,10,0,8,2,2,0,8,0,1587,1401,1639,0,0,Mar-22 21:38:51,0,0,0,0,0,0,0,0
0,0,56,874,54,820,7,10,0,7,2,4,0,0,0,798,903,371,0,18,Mar-22 21:38:52,0,90112,0,0,0,0,0,0
0,0,56,874,54,820,7,10,0,7,2,2,0,8,0,1669,2217,1791,0,414,Mar-22 21:38:53,0,3325952,0,0,0,0,0,0
0,0,56,874,54,820,7,10,0,7,2,2,0,0,0,86,68,76,0,0,Mar-22 21:38:54,0,0,0,0,0,0,0,0
0,0,56,874,54,820,7,10,0,7,2,3,0,0,0,25,66,58,0,0,Mar-22 21:38:55,0,0,0,0,0,0,0,0
0,0,56,874,54,820,7,10,0,7,2,2,0,8,0,1581,1477,1368,0,0,Mar-22 21:38:56,0,0,0,0,0,0,0,0
0,0,56,874,54,820,7,10,0,8,2,2,0,0,0,45,191,320,0,0,Mar-22 21:38:57,0,0,0,0,0,0,0,0
0,0,56,874,54,820,7,10,0,8,2,2,0,8,0,1379,1468,1515,0,28,Mar-22 21:38:58,0,442368,0,0,0,0,0,0
0,0,56,874,54,820,7,10,0,8,2,3,0,0,0,25,142,147,0,0,Mar-22 21:38:59,0,0,0,0,0,0,0,0
0,0,56,874,54,820,7,10,0,8,2,5,0,0,0,51798,73558,53457,0,0,Mar-22 21:39:00,0,0,0,0,0,0,0,0
0,0,56,874,54,820,7,10,0,8,2,1,0,16,0,2866,2713,2794,0,0,Mar-22 21:39:01,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,10,0,7,2,3,0,4,0,660,237,3756,0,0,Mar-22 21:39:02,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,10,0,7,2,3,0,8,0,1287,1957,1695,0,34,Mar-22 21:39:03,0,2416640,0,0,0,0,0,0
0,0,56,868,54,814,7,10,0,7,2,4,0,0,0,317,2339,2580,0,2586,Mar-22 21:39:04,0,18202624,0,0,0,0,0,0
0,0,56,868,54,814,7,10,0,7,2,4,0,0,0,13,56,49,0,0,Mar-22 21:39:05,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,10,0,7,2,3,0,8,0,1490,1616,4229,0,0,Mar-22 21:39:06,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,10,0,7,2,4,0,0,0,965,1227,423,0,0,Mar-22 21:39:07,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,9,1,7,3,2,0,8,0,1683,1606,1479,0,0,Mar-22 21:39:08,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,10,0,8,2,2,0,0,0,19,126,124,0,0,Mar-22 21:39:09,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,10,0,8,2,3,0,0,0,116,135,406,0,16,Mar-22 21:39:10,0,270336,0,0,0,0,0,0
0,0,56,868,54,814,7,10,0,8,2,3,0,8,0,1312,1338,1337,0,0,Mar-22 21:39:11,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,10,0,7,2,3,0,0,0,289,216,96,0,0,Mar-22 21:39:12,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,2,2,0,8,0,1465,1586,1516,0,0,Mar-22 21:39:13,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,6,2,3,0,1,0,1728,2032,1729,0,0,Mar-22 21:39:14,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,6,2,2,0,0,0,129,251,202,0,0,Mar-22 21:39:15,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,6,2,3,0,9,0,1946,1737,1663,0,20,Mar-22 21:39:16,0,237568,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,6,2,1,0,0,0,180,253,261,0,0,Mar-22 21:39:17,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,6,2,2,0,8,0,1563,1585,2300,0,0,Mar-22 21:39:18,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,10,1,6,3,1,0,0,0,15,136,134,0,0,Mar-22 21:39:19,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,2,2,0,0,0,278,57,82,0,0,Mar-22 21:39:20,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,2,1,0,8,0,1523,1629,2403,0,30,Mar-22 21:39:21,0,163840,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,2,3,0,24,0,3431,3117,3019,0,0,Mar-22 21:39:22,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,2,3,0,8,0,1455,1509,1343,0,0,Mar-22 21:39:23,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,2,1,0,0,0,583,467,757,0,30,Mar-22 21:39:24,0,663552,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,6,2,1,0,0,0,161,263,220,0,0,Mar-22 21:39:25,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,6,2,2,0,9,0,2932,2795,2824,0,0,Mar-22 21:39:26,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,6,2,4,0,24,0,2790,2357,2352,0,0,Mar-22 21:39:27,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,6,2,3,0,9,0,2014,1709,3775,0,0,Mar-22 21:39:28,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,6,2,2,0,2,0,536,573,563,0,40,Mar-22 21:39:29,0,1564672,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,2,2,0,0,0,231,1094,1101,0,712,Mar-22 21:39:30,0,6012928,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,2,2,0,8,0,1320,1456,1458,0,0,Mar-22 21:39:31,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,2,2,0,0,0,286,175,259,0,0,Mar-22 21:39:32,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,2,3,0,8,0,1279,1435,1420,0,0,Mar-22 21:39:33,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,2,2,0,0,0,102,256,240,0,18,Mar-22 21:39:34,0,753664,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,2,2,0,0,0,262,340,245,0,0,Mar-22 21:39:35,0,0,0,0,0,0,0,0
0,0,56,876,54,822,7,11,0,7,2,2,0,40,0,11515,10560,6177,0,0,Mar-22 21:39:36,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,6,2,1,0,3,0,76211,79599,2392,6,26,Mar-22 21:39:37,24576,1597440,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,6,2,3,0,8,0,2587,21391,19986,0,0,Mar-22 21:39:38,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,6,2,4,0,1,0,450,2917,4723,0,0,Mar-22 21:39:39,0,0,0,0,0,0,0,0
0,0,56,880,54,826,7,13,0,6,2,1,0,0,0,308,358,25747,0,0,Mar-22 21:39:40,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,7,1,1,0,8,0,1343,1763,1638,0,0,Mar-22 21:39:41,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,7,1,2,0,0,0,896,1577,820,0,24,Mar-22 21:39:42,0,368640,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,7,1,1,0,8,0,5151,6193,5850,0,40,Mar-22 21:39:43,0,204800,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,7,1,1,0,0,0,276,61,1645,0,0,Mar-22 21:39:44,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,7,1,7,0,0,0,49441,69617,21327,0,0,Mar-22 21:39:45,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,7,1,1,0,8,0,2369,5857,3516,0,1952,Mar-22 21:39:46,0,16637952,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,6,1,2,0,0,0,14,46,38,0,0,Mar-22 21:39:47,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,6,1,2,0,8,0,1551,1487,1369,0,0,Mar-22 21:39:48,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,6,1,2,0,0,0,194,618,995,0,42,Mar-22 21:39:49,0,2736128,0,0,0,0,0,0
0,0,56,878,54,824,7,10,1,6,2,2,0,0,0,85,329,1389,0,0,Mar-22 21:39:50,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,6,1,1,0,8,0,1525,1310,44365,0,0,Mar-22 21:39:51,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,7,1,0,0,1,0,596,547,658,0,0,Mar-22 21:39:52,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,7,1,2,0,8,0,1699,1989,7243,0,0,Mar-22 21:39:53,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,7,1,2,0,0,0,81,289,163,0,20,Mar-22 21:39:54,0,212992,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,7,1,2,0,0,0,15,56,73,0,0,Mar-22 21:39:55,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,7,1,2,0,0,0,296,101,900,0,0,Mar-22 21:39:56,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,6,1,2,0,8,0,1389,1397,1371,0,0,Mar-22 21:39:57,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,6,1,2,0,4,0,707,755,530,0,0,Mar-22 21:39:58,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,6,1,2,0,4,0,694,885,1146,0,16,Mar-22 21:39:59,0,122880,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,6,1,2,0,0,0,427,626,17468,0,0,Mar-22 21:40:00,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,6,1,2,0,8,0,1528,2060,1917,0,610,Mar-22 21:40:01,0,4808704,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,6,1,2,0,8,0,1380,1510,1762,0,0,Mar-22 21:40:02,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,7,1,2,0,1,0,706,472,732,0,0,Mar-22 21:40:03,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,7,1,2,0,8,0,1577,1413,1432,0,40,Mar-22 21:40:04,0,450560,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,7,1,2,0,0,0,29,203,166,0,0,Mar-22 21:40:05,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,7,1,2,0,0,0,94,173,166,0,0,Mar-22 21:40:06,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,7,1,2,0,8,0,1319,1402,7167,0,0,Mar-22 21:40:07,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,7,1,4,0,0,0,452,565,27550,0,0,Mar-22 21:40:08,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,7,1,2,0,8,0,1281,1999,1954,0,0,Mar-22 21:40:09,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,6,1,1,0,0,0,297,930,1095,0,22,Mar-22 21:40:10,0,311296,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,6,1,2,0,0,0,14,117,127,0,0,Mar-22 21:40:11,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,6,1,2,0,8,0,1572,1404,1421,0,0,Mar-22 21:40:12,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,6,1,2,0,0,0,52,76,93,0,0,Mar-22 21:40:13,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,7,1,2,0,8,0,1391,1416,3155,0,0,Mar-22 21:40:14,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,7,1,2,0,1,0,457,1189,596,0,44,Mar-22 21:40:15,0,1474560,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,7,1,3,0,0,0,307,184,377,0,0,Mar-22 21:40:16,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,7,1,2,0,12,0,2811,7555,44558,0,24,Mar-22 21:40:17,0,1482752,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,7,1,2,0,0,0,181,141,28557,0,0,Mar-22 21:40:18,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,7,1,2,0,8,0,1375,1530,1524,0,0,Mar-22 21:40:19,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,6,1,3,0,0,0,448,270,455,0,0,Mar-22 21:40:20,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,6,1,2,0,1,0,792,870,878,0,0,Mar-22 21:40:21,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,6,1,4,1,38,0,18433,24944,6755,0,526,Mar-22 21:40:22,0,4636672,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,6,1,2,0,0,0,67322,65833,1831,4,52,Mar-22 21:40:23,16384,1900544,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,6,1,3,0,8,0,1743,3121,19224,0,0,Mar-22 21:40:24,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,7,1,2,0,0,0,41,480,13103,0,0,Mar-22 21:40:25,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,7,1,1,0,0,0,110,19804,6192,0,0,Mar-22 21:40:26,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,7,1,2,0,8,0,1388,1770,15512,0,0,Mar-22 21:40:27,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,7,1,1,0,1,0,732,720,1658,0,30,Mar-22 21:40:28,0,237568,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,7,1,2,0,8,0,1286,1437,1456,0,0,Mar-22 21:40:29,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,7,1,4,0,0,0,95,136,2535,0,0,Mar-22 21:40:30,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,7,1,2,0,0,0,51899,74037,21531,0,124,Mar-22 21:40:31,0,2211840,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,6,1,2,0,8,0,1564,1352,1406,0,0,Mar-22 21:40:32,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,6,1,2,0,0,0,455,56,181,0,0,Mar-22 21:40:33,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,6,1,3,0,8,0,1497,1537,1483,0,0,Mar-22 21:40:34,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,6,1,2,0,0,0,62,132,109,0,0,Mar-22 21:40:35,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,7,1,2,0,0,0,5040,5707,1051,0,0,Mar-22 21:40:36,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,8,1,3,0,8,0,1418,3857,4279,0,1920,Mar-22 21:40:37,0,18604032,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,8,1,2,0,0,0,492,790,18432,0,0,Mar-22 21:40:38,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,8,1,3,0,8,0,1363,1520,1515,0,0,Mar-22 21:40:39,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,8,1,2,0,1,0,786,270,403,0,0,Mar-22 21:40:40,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,8,1,2,0,0,0,68,246,311,0,0,Mar-22 21:40:41,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,7,1,1,0,8,0,1399,1575,1660,0,28,Mar-22 21:40:42,0,1417216,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,7,1,1,0,0,0,34,77,235,0,0,Mar-22 21:40:43,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,7,1,2,0,8,0,1570,1406,1419,0,0,Mar-22 21:40:44,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,8,1,1,0,0,0,43,338,5730,0,0,Mar-22 21:40:45,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,8,1,2,0,0,0,337,291,239,0,0,Mar-22 21:40:46,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,9,1,2,0,8,0,1320,1444,1440,0,38,Mar-22 21:40:47,0,385024,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,9,1,2,0,0,0,314,58,80,0,0,Mar-22 21:40:48,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,9,1,2,0,8,0,1319,1380,1353,0,0,Mar-22 21:40:49,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,9,1,4,0,0,0,92,210,187,0,0,Mar-22 21:40:50,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,9,1,1,0,0,0,27,482,204,0,0,Mar-22 21:40:51,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,9,1,3,1,9,0,3251,3340,4521,0,0,Mar-22 21:40:52,0,0,0,0,0,0,0,0
0,0,56,878,54,824,7,13,0,8,1,2,0,0,0,216,2765,808,0,20,Mar-22 21:40:53,0,253952,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,8,1,4,0,12,0,1850,6738,37815,0,18,Mar-22 21:40:54,0,1474560,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,8,1,3,0,0,0,169,3189,14559,0,12,Mar-22 21:40:55,0,147456,0,0,0,0,0,0
0,0,56,884,54,830,7,13,0,8,1,4,0,28,0,13660,19864,12238,0,62,Mar-22 21:40:56,0,393216,0,0,0,0,0,0
0,0,56,884,54,830,7,13,0,8,1,1,0,8,0,1311,1767,31347,0,0,Mar-22 21:40:57,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,13,0,9,1,2,0,0,0,198,198,377,0,0,Mar-22 21:40:58,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,13,0,9,1,0,0,8,0,1892,4385,6000,0,0,Mar-22 21:40:59,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,13,0,9,1,3,0,0,0,346,443,534,0,0,Mar-22 21:41:00,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,13,0,9,1,1,0,8,0,1919,2302,2090,0,46,Mar-22 21:41:01,0,1843200,0,0,0,0,0,0
0,0,56,884,54,830,7,13,0,10,1,3,0,8,0,1431,1454,1647,0,0,Mar-22 21:41:02,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,13,0,10,1,3,0,0,0,13,1236,1105,0,770,Mar-22 21:41:03,0,7340032,0,0,0,0,0,0
0,0,56,884,54,830,7,13,0,10,1,2,0,9,0,2007,1637,1914,0,64,Mar-22 21:41:04,0,794624,0,0,0,0,0,0
0,0,56,884,54,830,7,13,0,9,1,3,0,0,0,49,241,104,0,0,Mar-22 21:41:05,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,13,0,9,1,4,0,0,0,555,949,1534,0,20,Mar-22 21:41:06,0,663552,0,0,0,0,0,0
0,0,56,884,54,830,7,13,0,9,1,5,0,8,0,1641,1375,1501,0,0,Mar-22 21:41:07,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,13,0,9,1,3,0,0,0,381,388,375,0,0,Mar-22 21:41:08,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,13,0,10,1,1,0,8,0,1291,1448,1711,0,0,Mar-22 21:41:09,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,13,0,10,1,3,0,0,0,91,361,232,0,0,Mar-22 21:41:10,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,10,1,3,0,0,0,266,670,18588,0,40,Mar-22 21:41:11,0,532480,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,10,1,2,0,8,0,1502,1372,3935,0,0,Mar-22 21:41:12,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,10,1,4,0,0,0,26,124,247,0,0,Mar-22 21:41:13,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,10,1,2,0,8,0,1441,1568,1669,0,0,Mar-22 21:41:14,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,9,1,1,0,0,0,12,372,107,0,0,Mar-22 21:41:15,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,9,1,1,0,0,0,50579,72826,61499,0,46,Mar-22 21:41:16,0,2318336,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,9,1,2,0,9,0,1634,1683,1504,0,0,Mar-22 21:41:17,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,9,1,2,0,0,0,82,88,214,0,0,Mar-22 21:41:18,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,9,1,1,0,8,0,1674,2327,2074,0,10,Mar-22 21:41:19,0,1138688,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,10,1,2,0,0,0,415,496,446,0,0,Mar-22 21:41:20,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,10,1,1,0,0,0,174,699,5365,0,28,Mar-22 21:41:21,0,1826816,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,10,1,2,0,8,0,1379,1373,1391,0,0,Mar-22 21:41:22,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,10,1,3,0,0,0,204,443,140,0,0,Mar-22 21:41:23,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,10,1,2,0,8,0,1305,3932,4098,2,2622,Mar-22 21:41:24,8192,18292736,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,9,1,3,0,0,0,207,487,346,0,32,Mar-22 21:41:25,0,1818624,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,9,1,2,0,0,0,152,213,1038,0,66,Mar-22 21:41:26,0,303104,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,10,1,3,0,8,0,2338,2866,11617,0,0,Mar-22 21:41:27,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,10,1,2,0,0,0,33,509,347,0,0,Mar-22 21:41:28,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,10,1,1,0,9,0,1943,1821,1999,0,0,Mar-22 21:41:29,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,12,1,10,2,4,0,0,0,77,150,527,0,0,Mar-22 21:41:30,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,11,1,2,0,0,0,446,710,467,0,0,Mar-22 21:41:31,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,11,1,3,0,8,0,1325,1675,1823,0,30,Mar-22 21:41:32,0,385024,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,11,1,3,0,0,0,270,96,235,0,0,Mar-22 21:41:33,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,11,1,4,0,8,0,1564,2000,1873,0,0,Mar-22 21:41:34,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,11,1,4,0,0,0,32,116,213,0,0,Mar-22 21:41:35,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,11,1,5,0,0,0,26,230,120,0,0,Mar-22 21:41:36,0,0,0,0,0,0,0,0
0,0,56,870,54,816,7,13,1,11,1,4,0,8,0,1558,1645,1639,0,0,Mar-22 21:41:37,0,0,0,0,0,0,0,0
0,0,56,870,54,816,7,14,0,9,1,3,0,0,0,245,291,229,0,28,Mar-22 21:41:38,0,147456,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,10,1,2,0,8,0,1277,1790,1651,0,0,Mar-22 21:41:39,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,10,1,2,0,0,0,24,94,113,0,0,Mar-22 21:41:40,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,11,1,3,0,1,0,628,302,399,0,0,Mar-22 21:41:41,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,11,1,3,0,7,0,1044,984,1160,0,0,Mar-22 21:41:42,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,11,1,3,0,1,0,344,931,624,0,20,Mar-22 21:41:43,0,212992,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,11,1,2,0,8,0,1304,2234,4210,0,610,Mar-22 21:41:44,0,4546560,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,11,1,3,0,0,0,276,226,97,0,0,Mar-22 21:41:45,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,10,1,5,0,0,0,338,586,500,0,0,Mar-22 21:41:46,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,10,1,3,0,0,0,39,123,228,0,0,Mar-22 21:41:47,0,0,0,0,0,0,0,0
