"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/page_vm-adv_load_net_lock_cpu.csv --page --vm-adv --load --net --lock --cpu 1 600",,,,"Date:","23 Mar 2023 14:04:41 -03"
"paging",,"advanced virtual memory",,,,,"load avg",,,"net/total",,"file locks",,,,"total cpu usage",,,,
0,0,0,0,0,0,0,0.640,0.810,0.960,5790,7008,83,12,13,82,8.447,3.106,88.323,0.124,0
0,0,0,0,0,0,0,0.640,0.810,0.960,7873,7037,83,12,13,82,8.207,3.030,88.636,0.126,0
0,0,0,0,0,0,0,0.590,0.790,0.960,5860,7044,83,12,13,82,8.385,3.129,88.360,0.125,0
0,0,0,0,0,0,0,0.590,0.790,0.960,6313,7483,83,12,13,82,8.820,3.230,87.950,0,0
0,0,0,0,0,0,0,0.590,0.790,0.960,5880,6850,83,12,13,82,7.566,3.279,89.029,0.126,0
0,0,0,0,0,0,0,0.590,0.790,0.960,5860,7186,83,12,13,82,7.761,2.926,89.313,0,0
0,0,0,0,0,0,0,0.590,0.790,0.960,5750,6850,83,12,13,82,8.625,3.125,88.125,0.125,0
0,0,0,0,0,0,0,0.540,0.780,0.950,5990,7162,83,12,13,82,8.674,2.974,88.228,0.124,0
0,0,0,0,0,0,0,0.540,0.780,0.950,23013,12710,83,12,13,82,8.685,3.102,88.213,0,0
0,0,0,0,0,0,0,0.540,0.780,0.950,6029,7832,83,12,13,82,7.741,2.792,89.340,0.127,0
0,0,0,0,0,0,0,0.540,0.780,0.950,5990,7181,83,12,13,82,8.115,2.871,88.889,0.125,0
0,0,0,0,0,0,0,0.540,0.780,0.950,5962,7105,83,12,13,82,9.035,3.094,87.871,0,0
0,0,0,0,0,0,0,0.540,0.780,0.950,5750,6968,83,12,13,82,7.605,4.183,88.086,0.127,0
0,0,0,0,0,0,0,0.580,0.780,0.950,5860,7044,83,12,13,82,7.956,3.427,88.617,0,0
0,0,0,0,0,0,0,0.580,0.780,0.950,6038,7257,83,12,13,82,6.658,3.841,89.373,0.128,0
0,0,0,0,0,0,0,0.580,0.780,0.950,6219,7337,83,12,13,82,9.170,3.470,87.361,0,0
0,0,0,0,0,0,0,0.580,0.780,0.950,7763,13961,83,12,13,82,9.215,2.242,88.418,0.125,0
0,0,0,0,0,0,0,0.580,0.780,0.950,5820,6850,83,12,13,82,8.040,3.643,88.317,0,0
0,0,0,0,0,0,0,0.610,0.790,0.950,9808,13729,83,12,13,82,8.745,3.295,87.833,0.127,0
0,0,0,0,0,0,0,0.610,0.790,0.950,22393,10080,83,12,13,82,8.924,3.545,87.286,0.244,0
0,0,0,0,0,0,0,0.610,0.790,0.950,6496,9968,83,12,13,82,9.091,2.864,87.920,0.125,0
0,0,0,0,0,0,0,0.610,0.790,0.950,16732,9029,83,12,13,82,8.625,3.250,88.125,0,0
0,0,0,0,0,0,0,0.610,0.790,0.950,8771,9626,83,12,13,82,13.997,3.279,82.598,0.126,0
0,0,0,0,0,0,0,0.640,0.790,0.950,7496,9457,83,12,13,82,9.259,2.840,87.901,0,0
0,0,0,0,0,0,0,0.640,0.790,0.950,7329,10149,83,12,13,82,8.794,3.392,87.186,0.628,0
0,0,0,0,0,0,0,0.640,0.790,0.950,35752,10491,83,12,13,82,8.783,2.886,88.080,0.251,0
0,0,0,0,0,0,0,0.640,0.790,0.950,12948,10767,83,12,13,82,8.416,3.589,87.871,0.124,0
0,0,0,0,0,0,0,0.640,0.790,0.950,7634,7298,83,12,13,82,8.564,3.778,87.657,0,0
0,0,0,0,0,0,0,0.990,0.860,0.980,5750,6850,83,12,13,82,8.281,3.011,88.582,0.125,0
0,0,0,0,0,0,0,0.990,0.860,0.980,21775,12673,83,12,13,82,8.280,2.803,88.662,0.255,0
0,0,0,0,0,0,0,0.990,0.860,0.980,7632,8169,83,12,13,82,7.970,2.740,89.290,0,0
0,0,0,0,0,0,0,0.990,0.860,0.980,5860,7044,83,12,13,82,8.853,2.494,88.529,0.125,0
0,0,0,0,0,0,0,0.990,0.860,0.980,9847,94024,83,12,13,82,9.559,3.431,87.010,0,0
0,0,0,0,0,0,0,0.990,0.860,0.980,5880,6992,83,12,13,82,8.010,3.504,88.360,0.125,0
0,0,0,0,0,0,0,0.990,0.860,0.980,6032,7256,83,12,13,82,7.455,2.057,90.360,0.129,0
0,0,0,0,0,0,0,0.990,0.860,0.980,5750,6850,83,12,13,82,7.692,2.522,89.786,0,0
0,0,0,0,0,0,0,0.990,0.860,0.980,6157,7707,83,12,13,82,7.241,2.622,90.012,0.125,0
0,0,0,0,0,0,0,0.990,0.860,0.980,5750,6987,83,12,13,82,8.827,4.035,87.137,0,0
0,0,0,0,0,0,0,0.910,0.850,0.970,5917,6900,83,12,13,82,8.135,3.379,88.360,0.125,0
0,0,0,0,0,0,0,0.910,0.850,0.970,6879,7725,83,12,13,82,9.194,2.267,88.413,0.126,0
0,0,0,0,0,0,0,0.910,0.850,0.970,22931,12755,83,12,13,82,9.975,1.995,87.905,0.125,0
0,0,0,0,0,0,0,0.910,0.850,0.970,6092,7600,83,12,13,82,8.135,3.254,88.611,0,0
0,0,0,0,0,0,0,0.910,0.850,0.970,5934,7162,83,12,13,82,7.215,3.038,89.620,0.127,0
0,0,0,0,0,0,0,1.080,0.880,0.980,6252,7296,83,12,13,82,8.323,3.727,87.826,0.124,0
0,0,0,0,0,0,0,1.080,0.880,0.980,6752,7153,83,12,13,82,8.250,2.750,89,0,0
0,0,0,0,0,0,0,1.080,0.880,0.980,5750,7110,83,12,13,82,8.636,2.879,88.360,0.125,0
0,0,0,0,0,0,0,1.080,0.880,0.980,9194,20620,83,12,13,82,8.529,3.337,88.010,0.124,0
0,0,0,0,0,0,0,1.080,0.880,0.980,5860,7044,83,12,13,82,7.928,2.430,89.514,0.128,0
0,0,0,0,0,0,0,1.160,0.900,0.990,14216,18104,83,12,13,82,8.055,3.594,88.352,0,0
0,0,0,0,0,0,0,1.160,0.900,0.990,6029,7332,83,12,13,82,7.566,2.900,86.759,2.774,0
0,0,0,0,0,0,0,1.160,0.900,0.990,7276,10683,83,12,13,82,9.136,2.628,88.235,0,0
0,0,0,0,0,0,0,1.160,0.900,0.990,21812,9518,83,12,13,82,7.741,2.157,89.975,0.127,0
0,0,0,0,0,0,0,1.160,0.900,0.990,5860,7402,83,12,13,82,8.668,2.764,88.442,0.126,0
0,0,0,0,0,0,0,1.140,0.910,0.990,5750,6987,83,12,13,82,6.795,3.077,89.231,0.897,0
0,0,0,0,0,0,0,1.140,0.910,0.990,5750,6713,83,12,13,82,7.615,3.496,88.390,0.499,0
0,0,0,0,0,0,0,1.140,0.910,0.990,5990,7044,83,12,13,82,7.351,2.915,89.607,0.127,0
0,0,0,0,0,0,0,1.140,0.910,0.990,5750,6713,83,12,13,82,8.479,2.993,88.404,0.125,0
0,0,0,0,0,0,0,1.140,0.910,0.990,5750,7742,83,12,13,82,8.065,2.978,88.958,0,0
0,0,0,0,0,0,0,1.210,0.920,0.990,6027,7231,83,12,13,82,7.526,2.806,89.541,0.128,0
0,0,0,0,0,0,0,1.210,0.920,0.990,8467,11129,83,12,13,82,9.091,2.989,87.796,0.125,0
0,0,0,0,0,0,0,1.210,0.920,0.990,6116,7190,83,12,13,82,8.908,2.635,88.457,0,0
0,0,0,0,0,0,0,1.210,0.920,0.990,21567,12277,83,12,13,82,9.975,3.448,86.453,0.123,0
0,0,0,0,0,0,0,1.210,0.920,0.990,7154,7839,83,12,13,82,7.015,3.061,89.796,0.128,0
0,0,0,0,0,0,0,1.280,0.940,1,6256,7632,83,12,13,82,9.069,3.922,86.887,0.123,0
0,0,0,0,0,0,0,1.280,0.940,1,5880,6968,83,12,13,82,7.851,2.574,89.189,0.386,0
0,0,0,0,0,0,0,1.280,0.940,1,5824,6850,83,12,13,82,7.702,3.230,89.068,0,0
0,0,0,0,0,0,0,1.280,0.940,1,5860,7186,83,12,13,82,7.702,3.662,88.510,0.126,0
0,0,0,0,0,0,0,1.280,0.940,1,5750,7208,83,12,13,82,8.772,3.258,87.970,0,0
0,0,0,0,0,0,0,1.490,0.990,1.020,6133,7368,83,12,13,82,8.168,3.218,88.490,0.124,0
0,0,0,0,0,0,0,1.490,0.990,1.020,6477,7332,83,12,13,82,8.344,3.113,88.169,0.374,0
0,0,0,0,0,0,0,1.490,0.990,1.020,5750,6973,83,12,13,82,6.795,3.077,90,0.128,0
0,0,0,0,0,0,0,1.490,0.990,1.020,6072,7436,83,12,13,82,8.251,3.448,88.300,0,0
0,0,0,0,0,0,0,1.490,0.990,1.020,22931,12573,83,12,13,82,9.524,3.509,86.842,0.125,0
0,0,0,0,0,0,0,1.530,1.010,1.020,5750,7345,83,12,13,82,8.101,3.165,88.734,0,0
0,0,0,0,0,0,0,1.530,1.010,1.020,6018,7235,83,12,13,82,9.613,3.870,86.142,0.375,0
0,0,0,0,0,0,0,1.530,1.010,1.020,5856,6968,83,12,13,82,7.587,2.612,89.801,0,0
0,0,0,0,0,0,0,1.530,1.010,1.020,7645,13642,83,12,13,82,7.985,2.535,89.354,0.127,0
0,0,0,0,0,0,0,1.530,1.010,1.020,5820,6850,83,12,13,82,8.733,2.706,88.438,0.123,0
0,0,0,0,0,0,0,1.650,1.040,1.030,5917,7537,83,12,13,82,6.962,4.430,88.608,0,0
0,0,0,0,0,0,0,1.650,1.040,1.030,7371,8742,83,12,13,82,7.911,3.090,88.875,0.124,0
0,0,0,0,0,0,0,1.650,1.040,1.030,5750,6850,83,12,13,82,8.199,2.981,88.571,0.248,0
0,0,0,0,0,0,0,1.650,1.040,1.030,5750,6968,83,12,13,82,7.663,3.065,89.144,0.128,0
0,0,0,0,0,0,0,1.650,1.040,1.030,7109,10236,83,12,13,82,8.787,2.723,88.366,0.124,0
0,0,0,0,0,0,0,1.920,1.110,1.050,22288,10641,83,12,13,82,7.351,3.929,88.720,0,0
0,0,0,0,0,0,0,1.920,1.110,1.050,5860,6907,83,12,13,82,7.615,2.622,89.763,0,0
0,0,0,0,0,0,0,1.920,1.110,1.050,21734,12190,83,12,13,82,8.071,2.774,89.029,0.126,0
0,0,0,0,0,0,0,1.920,1.110,1.050,16483,7958,83,12,13,82,7.702,4.040,87.374,0.884,0
0,0,0,0,0,0,0,1.920,1.110,1.050,14759,7329,83,12,13,82,8.564,2.645,88.791,0,0
0,0,0,0,0,0,0,2.170,1.170,1.080,5878,7419,83,12,13,82,9.011,3.254,87.610,0.125,0
0,0,0,0,0,0,0,2.170,1.170,1.080,6029,8119,83,12,13,82,8.917,2.675,88.280,0.127,0
0,0,0,0,0,0,0,2.170,1.170,1.080,6628,8879,83,12,13,82,8.547,2.930,88.400,0.122,0
0,0,0,0,0,0,0,2.170,1.170,1.080,10230,12499,83,12,13,82,8.470,2.528,89.001,0,0
0,0,0,0,0,0,0,2.170,1.170,1.080,6344,8433,83,12,13,82,7.134,3.129,89.612,0.125,0
0,0,0,0,0,0,0,2.390,1.240,1.100,21970,12464,83,12,13,82,8.365,3.295,88.213,0.127,0
0,0,0,0,0,0,0,2.390,1.240,1.100,12243,95027,83,12,13,82,7.950,3.478,88.199,0.373,0
0,0,0,0,0,0,0,2.390,1.240,1.100,5860,7162,83,12,13,82,8.460,2.652,88.889,0,0
0,0,0,0,0,0,0,2.390,1.240,1.100,5750,6850,83,12,13,82,7.945,2.774,89.155,0.126,0
0,0,0,0,0,0,0,2.390,1.240,1.100,5750,6850,83,12,13,82,9.057,2.730,88.213,0,0
0,0,0,0,0,0,0,2.360,1.250,1.100,6027,7373,83,12,13,82,8.853,2.993,87.905,0.249,0
0,0,0,0,0,0,0,2.360,1.250,1.100,6159,7690,83,12,13,82,8.260,3.254,88.235,0.250,0
0,0,0,0,0,0,0,2.360,1.250,1.100,6558,7162,83,12,13,82,7.635,2.753,89.487,0.125,0
0,0,0,0,0,0,0,2.360,1.250,1.100,5502,7242,83,12,13,82,6.795,3.462,89.744,0,0
0,0,0,0,0,0,0,2.360,1.250,1.100,0,6713,83,12,13,82,7.407,3.580,88.889,0.123,0
0,0,0,0,0,0,0,2.410,1.280,1.110,396,7627,83,12,13,82,7.980,3.616,88.279,0.125,0
0,0,0,0,0,0,0,2.410,1.280,1.110,17221,14899,83,12,13,82,9.125,2.915,87.959,0,0
0,0,0,0,0,0,0,2.410,1.280,1.110,86,10178,83,12,13,82,8.540,2.351,88.985,0.124,0
0,0,0,0,0,0,0,2.410,1.280,1.110,3666,20961,83,12,13,82,8.302,3.270,88.176,0.252,0
0,0,0,0,0,0,0,2.410,1.280,1.110,0,9954,83,12,13,82,8.466,3.190,88.221,0.123,0
0,0,0,0,0,0,0,2.300,1.270,1.110,0,6255,83,12,13,82,7.846,3.861,88.169,0.125,0
0,0,0,0,0,0,0,2.300,1.270,1.110,279,3944,83,12,13,82,8.701,2.696,88.603,0,0
0,0,0,0,0,0,0,2.300,1.270,1.110,0,3104,83,12,13,82,6.866,2.497,90.512,0.125,0
0,0,0,0,0,0,0,2.300,1.270,1.110,167,3291,83,12,13,82,6.547,2.311,91.142,0,0
0,0,0,0,0,0,0,2.300,1.270,1.110,16458,11333,83,12,13,82,10.988,3.457,85.432,0.123,0
0,0,0,0,0,0,0,2.840,1.400,1.150,81610,35666,83,12,13,82,12.065,3.607,84.328,0,0
0,0,0,0,0,0,0,2.840,1.400,1.150,10015,11842,83,12,13,82,15.201,3.643,81.030,0.126,0
0,0,0,0,0,0,0,2.840,1.400,1.150,31222,17759,83,12,13,82,9.311,3.748,86.941,0,0
0,0,0,0,0,0,0,2.840,1.400,1.150,6184,8025,83,12,13,82,9.768,3.419,86.325,0.488,0
0,0,0,0,0,0,0,2.840,1.400,1.150,15268,9187,83,12,13,82,11.097,2.959,85.943,0,0
0,0,0,0,0,0,0,2.610,1.380,1.150,9594,11019,83,12,13,82,10.450,4.010,85.419,0.122,0
0,0,0,0,0,0,0,2.610,1.380,1.150,9042,13012,83,12,13,82,10.307,3.681,85.890,0.123,0
0,0,0,0,0,0,0,2.610,1.380,1.150,8290,8583,83,12,13,82,10,3.293,86.707,0,0
0,0,0,0,0,0,0,2.610,1.380,1.150,7744,9615,83,12,13,82,10.399,3.748,85.611,0.242,0
0,0,0,0,0,0,0,2.610,1.380,1.150,6314,7937,83,12,13,82,9.238,3.745,86.891,0.125,0
0,0,0,0,0,0,0,2.480,1.370,1.150,7079,8555,83,12,13,82,10.229,4.573,85.199,0,0
0,0,0,0,0,0,0,2.480,1.370,1.150,10138,14777,83,12,13,82,11.300,3.402,85.176,0.122,0
0,0,0,0,0,0,0,2.480,1.370,1.150,21924,12643,83,12,13,82,10.864,3.210,85.802,0.123,0
