"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/unix_disk_sys_udp_cpu_ipc_load_lock_vm_io_raw_mem.csv --unix --disk --sys --udp --cpu --ipc --load --lock --vm --io --raw --mem 1 600",,,,"Date:","22 Mar 2023 22:13:13 -03"
"unix sockets",,,,"dsk/total",,"system",,"udp",,"total cpu usage",,,,,"sysv ipc",,,"load avg",,,"file locks",,,,"virtual memory",,,,"io/total",,"raw","memory usage",,,
56,876,54,822,0,0,1511,2696,17,7,2.535,1.141,96.324,0,0,0,0,6,0.040,0.960,2.220,56,12,10,58,0,120,1057,947,0,0,0,3261513728,2068332544,195403776,10606141440
56,876,54,822,0,0,1541,2703,17,7,2.411,1.142,96.320,0.127,0,0,0,6,0.040,0.960,2.220,56,12,10,58,0,319,862,984,0,0,0,3262255104,2067587072,195403776,10606678016
56,876,54,822,0,417792,1862,4120,17,7,3.161,1.770,94.943,0.126,0,0,0,6,0.040,0.960,2.220,56,12,10,58,0,1327,2543,2236,0,38,0,3262963712,2066870272,195411968,10606669824
56,876,54,822,0,0,2256,5976,17,7,4.937,2.278,92.658,0.127,0,0,0,6,0.040,0.960,2.220,56,12,10,58,0,4978,7244,9570,0,0,0,3253366784,2075422720,195411968,10607439872
56,876,54,822,0,4538368,1856,4285,17,7,2.548,1.401,96.051,0,0,0,0,6,0.040,0.960,2.220,56,12,10,58,0,1289,2756,2884,0,284,0,3254804480,2073980928,195416064,10606989312
56,876,54,822,0,0,1756,3169,17,7,3.026,1.513,95.334,0.126,0,0,0,6,0.040,0.950,2.210,56,12,10,58,0,1269,2382,3790,0,0,0,3248508928,2080210944,195416064,10607595520
56,876,54,822,0,0,1557,2870,17,7,2.774,1.387,95.839,0,0,0,0,6,0.040,0.950,2.210,56,12,10,58,0,191,1293,856,0,0,0,3248996352,2079178752,195416064,10608656384
56,876,54,822,0,0,1712,3821,17,7,2.519,2.393,94.962,0.126,0,0,0,6,0.040,0.950,2.210,56,12,10,58,0,1468,2345,2494,0,0,0,3249123328,2078961664,195416064,10608140288
56,876,54,822,0,720896,1662,3086,17,7,2.276,1.643,95.954,0.126,0,0,0,6,0.040,0.950,2.210,56,12,10,58,0,514,1204,3628,0,26,0,3246288896,2081783808,195424256,10607628288
56,876,54,822,8192,1523712,1833,4119,17,7,2.886,2.008,94.981,0.125,0,0,0,6,0.040,0.950,2.210,56,12,10,58,0,1589,2618,2367,2,42,0,3246891008,2081153024,195428352,10608443392
56,876,54,822,0,0,1515,2797,17,7,2.541,1.017,96.315,0.127,0,0,0,6,0.030,0.930,2.200,56,12,10,58,0,7,1024,1133,0,0,0,3247611904,2080428032,195428352,10608115712
56,876,54,822,0,0,1618,3138,17,7,2.904,1.641,95.455,0,0,0,0,6,0.030,0.930,2.200,56,12,10,58,0,5068,6974,2935,0,0,0,3261964288,2065031168,195428352,10608967680
56,876,54,822,0,0,1747,4248,17,7,3.304,2.033,94.536,0.127,0,0,0,6,0.030,0.930,2.200,56,12,10,58,0,2311,3682,4051,0,0,0,3259854848,2067677184,195436544,10608631808
56,876,54,822,0,663552,1594,3661,17,7,3.422,1.141,95.311,0.127,0,0,0,6,0.030,0.930,2.200,56,12,10,58,0,567,1377,1621,0,40,0,3259420672,2067501056,195440640,10609487872
56,876,54,822,24576,2457600,2036,4309,17,7,2.253,3.379,94.243,0.125,0,0,0,6,0.030,0.930,2.200,56,12,10,58,0,1305,2651,3442,6,114,0,3261042688,2065866752,195452928,10609213440
56,876,54,822,0,0,1536,2709,17,7,2.771,1.259,95.844,0.126,0,0,0,6,0.110,0.930,2.190,56,12,10,58,0,1252,2151,1140,0,0,0,3261079552,2065739776,195452928,10609053696
56,876,54,822,0,0,1457,2592,17,7,2.141,1.385,96.474,0,0,0,0,6,0.110,0.930,2.190,56,12,10,58,0,19,1139,1028,0,0,0,3261444096,2065371136,195452928,10609590272
56,876,54,822,0,0,1711,3965,17,7,3.165,1.772,94.937,0.127,0,0,0,6,0.110,0.930,2.190,56,12,10,58,0,1632,2198,2164,0,0,0,3261607936,2065207296,195452928,10609582080
56,876,54,822,0,417792,1610,3120,17,7,2.281,1.774,95.817,0.127,0,0,0,6,0.110,0.930,2.190,56,12,10,58,0,3139,5219,2895,0,26,0,3270619136,2055331840,195461120,10610229248
56,874,54,820,16384,3547136,1463,3551,17,7,2.785,1.772,95.316,0.127,0,0,0,6,0.110,0.930,2.190,56,12,10,58,0,2251,3448,10788,4,98,0,3231961088,2093735936,195469312,10610229248
56,874,54,820,0,0,703,1466,17,7,2.753,0.751,96.370,0.125,0,0,0,6,0.100,0.920,2.180,56,12,10,58,0,627,920,486,0,0,0,3232370688,2092781568,195469312,10611232768
56,874,54,820,0,0,877,3360,17,7,2.506,1.629,95.865,0,0,0,0,6,0.100,0.920,2.180,56,12,10,58,0,1775,1413,1277,0,0,0,3233886208,2091266048,195469312,10611499008
56,874,54,820,0,0,720,2269,17,7,1.635,1.258,96.981,0.126,0,0,0,6,0.100,0.920,2.180,56,12,10,58,0,1514,1589,1626,0,0,0,3234816000,2090233856,195469312,10611060736
56,874,54,820,0,753664,728,2129,17,7,1.761,0.881,97.233,0.126,0,0,0,6,0.100,0.920,2.180,56,12,10,58,0,14,259,546,0,16,0,3235958784,2089746432,195481600,10609876992
56,874,54,820,0,3563520,1283,3574,17,7,2.013,1.887,95.975,0.126,0,0,0,6,0.100,0.920,2.180,56,12,10,58,0,1290,2137,1946,0,324,0,3234574336,2091122688,195481600,10610425856
56,874,54,820,0,0,679,1239,17,7,2.519,0.504,96.851,0.126,0,0,0,6,0.090,0.900,2.170,56,12,10,58,0,319,234,829,0,0,0,3236089856,2089607168,195481600,10610077696
56,874,54,820,0,0,951,1870,17,7,2.399,1.389,96.212,0,0,0,0,6,0.090,0.900,2.170,56,12,10,58,0,6377,7706,6063,0,0,0,3232432128,2092216320,195481600,10610876416
56,874,54,820,0,0,753,2383,17,7,2.503,1.752,95.620,0.125,0,0,0,6,0.090,0.900,2.170,56,12,10,58,0,1952,2174,2046,0,0,0,3232841728,2091212800,195481600,10611462144
56,874,54,820,0,0,584,1079,17,7,1.259,0.630,98.111,0,0,0,0,6,0.090,0.900,2.170,56,12,10,58,0,16,368,130,0,0,0,3232796672,2091257856,195481600,10612318208
56,874,54,820,0,3932160,892,2782,17,7,1.646,1.013,96.709,0.633,0,0,0,6,0.090,0.900,2.170,56,12,10,58,0,1628,2031,2144,0,126,0,3233443840,2090565632,195506176,10611535872
56,874,54,820,0,0,943,19915,17,7,2.133,1.129,96.612,0.125,0,0,0,6,0.090,0.890,2.160,56,12,10,58,0,2173,3810,3733,0,0,0,3228246016,2095558656,195506176,10611949568
56,874,54,820,0,0,596,1053,17,7,1.765,0.631,97.604,0,0,0,0,6,0.090,0.890,2.160,56,12,10,58,0,18,401,230,0,0,0,3230265344,2093522944,195506176,10612764672
56,876,54,822,0,0,1078,2902,17,7,1.633,1.256,96.985,0.126,0,0,0,6,0.090,0.890,2.160,56,12,10,58,0,1344,1687,1683,0,0,0,3230752768,2093035520,195506176,10612621312
56,874,54,820,0,0,917,1960,17,7,3.513,1.129,95.358,0,0,0,0,6,0.090,0.890,2.160,56,12,10,58,0,6224,7273,2992,0,0,0,3246415872,2076315648,195506176,10613145600
56,874,54,820,0,0,851,2499,17,7,2.893,1.132,95.723,0.252,0,0,0,6,0.090,0.890,2.160,56,12,10,58,0,1396,1929,1415,0,0,0,3247423488,2074718208,195510272,10614788096
56,874,54,820,0,3006464,958,2550,17,7,1.509,0.881,97.233,0.377,0,0,0,6,0.080,0.870,2.140,56,12,10,58,0,30,412,618,0,128,0,3248156672,2073968640,195518464,10614530048
56,874,54,820,0,0,667,1139,17,7,1.765,0.757,97.478,0,0,0,0,6,0.080,0.870,2.140,56,12,10,58,0,24,234,2413,0,0,0,3241156608,2080960512,195518464,10613497856
56,874,54,820,0,0,771,2342,17,7,2.381,1.378,96.115,0.125,0,0,0,6,0.080,0.870,2.140,56,12,10,58,0,2064,1951,1983,0,0,0,3241562112,2080448512,195518464,10613538816
56,874,54,820,0,0,707,1395,17,7,1.892,1.009,97.100,0,0,0,0,6,0.080,0.870,2.140,56,12,10,58,0,96,402,242,0,0,0,3243585536,2078425088,195518464,10614579200
56,874,54,820,0,0,829,2256,17,7,1.382,1.508,96.859,0.251,0,0,0,6,0.080,0.870,2.140,56,12,10,58,0,1281,1381,1630,0,0,0,3243560960,2078437376,195518464,10613284864
56,874,54,820,0,2809856,837,1900,17,7,2.253,1.001,96.370,0.375,0,0,0,6,0.070,0.860,2.130,56,12,10,58,0,919,1710,5246,0,318,0,3222310912,2099679232,195526656,10613551104
56,874,54,820,0,0,756,1768,17,7,3.270,0.881,95.849,0,0,0,0,6,0.070,0.860,2.130,56,12,10,58,0,1405,2644,995,0,0,0,3226386432,2094260224,195526656,10615693312
56,874,54,820,0,0,709,2199,17,7,1.377,1.126,97.372,0.125,0,0,0,6,0.070,0.860,2.130,56,12,10,58,0,1359,1385,1600,0,0,0,3227607040,2092740608,195526656,10616233984
56,874,54,820,0,0,548,981,17,7,1.385,0.630,97.985,0,0,0,0,6,0.070,0.860,2.130,56,12,10,58,0,5,103,370,0,0,0,3227582464,2092752896,195526656,10614874112
56,874,54,820,0,0,814,2437,17,7,1.380,1.506,96.989,0.125,0,0,0,6,0.070,0.860,2.130,56,12,10,58,0,1320,1508,1378,0,0,0,3227811840,2092523520,195526656,10615398400
56,874,54,820,0,4087808,832,1503,17,7,2.010,1.382,95.980,0.628,0,0,0,6,0.070,0.840,2.120,56,12,10,58,0,866,1451,2585,0,160,0,3228155904,2092077056,195534848,10616274944
56,874,54,820,0,0,782,1921,17,7,2.008,0.878,97.114,0,0,0,0,6,0.070,0.840,2.120,56,12,10,58,0,320,183,156,0,0,0,3228401664,2091831296,195534848,10616016896
56,874,54,820,0,0,821,2415,17,7,2.513,1.131,96.231,0.126,0,0,0,6,0.070,0.840,2.120,56,12,10,58,0,2120,2426,2910,0,0,0,3228323840,2091909120,195534848,10615349248
56,874,54,820,0,0,861,1763,17,7,3.254,0.876,95.870,0,0,0,0,6,0.070,0.840,2.120,56,12,10,58,0,5612,7004,1955,0,0,0,3246796800,2071777280,195534848,10617278464
56,874,54,820,0,0,838,2412,17,7,1.894,1.010,96.970,0.126,0,0,0,6,0.070,0.840,2.120,56,12,10,58,0,1277,1612,4697,0,0,0,3238490112,2080083968,195534848,10617794560
56,874,54,820,0,3956736,862,1664,17,7,1.515,1.010,97.096,0.379,0,0,0,6,0.060,0.830,2.110,56,12,10,58,0,346,635,1221,0,146,0,3238440960,2080661504,195547136,10616147968
56,874,54,820,0,0,650,1191,17,7,2.632,0.752,96.491,0.125,0,0,0,6,0.060,0.830,2.110,56,12,10,58,0,23,236,306,0,0,0,3238895616,2080186368,195547136,10616434688
56,874,54,820,0,0,622,1669,17,7,1.508,0.879,97.613,0,0,0,0,6,0.060,0.830,2.110,56,12,10,58,0,1348,1471,2741,0,0,0,3234213888,2084864000,195547136,10616696832
56,874,54,820,0,0,747,1825,17,7,1.887,1.006,96.981,0.126,0,0,0,6,0.060,0.830,2.110,56,12,10,58,0,74,392,384,0,0,0,3234156544,2084921344,195547136,10617479168
56,874,54,820,0,0,958,2656,17,7,2.642,1.384,95.975,0,0,0,0,6,0.060,0.830,2.110,56,12,10,58,0,2324,2472,1932,0,0,0,3233746944,2085236736,195547136,10617040896
56,874,54,820,0,1212416,728,1480,17,7,2.519,0.756,95.718,1.008,0,0,0,6,0.060,0.810,2.100,56,12,10,58,0,465,829,380,0,142,0,3233378304,2085011456,195555328,10616786944
56,874,54,820,0,0,746,1639,17,7,1.887,1.132,96.855,0.126,0,0,0,6,0.060,0.810,2.100,56,12,10,58,0,5055,6431,5065,0,0,0,3236847616,2081484800,195555328,10617892864
56,874,54,820,0,0,783,1964,17,7,1.631,1.129,97.114,0.125,0,0,0,6,0.060,0.810,2.100,56,12,10,58,0,334,286,290,0,0,0,3236003840,2082328576,195555328,10617892864
56,874,54,820,0,0,870,2294,17,7,2.136,1.508,96.357,0,0,0,0,6,0.060,0.810,2.100,56,12,10,58,0,1616,1519,1643,0,0,0,3236941824,2081382400,195555328,10617692160
56,874,54,820,0,0,951,2245,17,7,2.003,1.126,96.746,0.125,0,0,0,6,0.060,0.810,2.100,56,12,10,58,0,1282,1387,1975,0,0,0,3237126144,2081878016,195555328,10616238080
56,874,54,820,0,5980160,831,1733,17,7,1.761,1.006,96.478,0.755,0,0,0,6,0.050,0.800,2.090,56,12,10,58,0,768,1895,1752,0,370,0,3234103296,2084794368,195567616,10617380864
56,874,54,820,0,0,565,1251,17,7,1.635,0.503,97.862,0,0,0,0,6,0.050,0.800,2.090,56,12,10,58,0,565,954,5177,0,0,0,3212931072,2105946112,195567616,10617401344
56,874,54,820,0,0,736,1426,17,7,3.019,0.881,95.975,0.126,0,0,0,6,0.050,0.800,2.090,56,12,10,58,0,499,505,316,0,0,0,3213217792,2105073664,195567616,10617712640
56,874,54,820,0,0,854,2777,17,7,1.754,2.130,96.115,0,0,0,0,6,0.050,0.800,2.090,56,12,10,58,0,5987,7078,2452,0,0,0,3231748096,2085490688,195567616,10618249216
56,874,54,820,0,0,1052,3275,17,7,2.774,1.135,95.965,0.126,0,0,0,6,0.050,0.800,2.090,56,12,10,58,0,1293,1697,1711,0,0,0,3233996800,2084241408,195567616,10618040320
56,874,54,820,0,4022272,734,1518,17,7,1.382,1.131,96.482,1.005,0,0,0,6,0.050,0.790,2.080,56,12,10,58,0,30,772,631,0,98,0,3234693120,2083520512,195579904,10618511360
56,874,54,820,0,0,586,1058,17,7,1.631,0.878,97.365,0.125,0,0,0,6,0.050,0.790,2.080,56,12,10,58,0,322,94,328,0,0,0,3233091584,2085117952,195579904,10617716736
56,874,54,820,0,0,799,10905,17,7,2.632,1.128,96.241,0,0,0,0,6,0.050,0.790,2.080,56,12,10,58,0,1099,2111,3162,0,0,0,3230908416,2087211008,195579904,10617356288
56,874,54,820,0,0,1257,10760,17,7,2.516,1.761,95.597,0.126,0,0,0,6,0.050,0.790,2.080,56,12,10,58,0,2437,3621,2286,0,0,0,3232616448,2085371904,195579904,10618294272
56,875,54,821,0,0,976,2842,17,7,3.509,0.877,95.614,0,0,0,0,6,0.050,0.790,2.080,56,12,10,58,0,2272,2521,3233,0,0,0,3232714752,2084679680,195579904,10618597376
56,874,54,820,0,876544,713,1329,17,7,2.278,0.633,96.329,0.759,0,0,0,6,0.040,0.770,2.060,56,12,10,58,0,318,232,472,0,38,0,3234193408,2084188160,195592192,10617348096
56,874,54,820,0,0,832,1706,17,7,2.138,1.132,96.604,0.126,0,0,0,6,0.040,0.770,2.060,56,12,10,58,0,5012,6426,5928,0,0,0,3238662144,2078666752,195592192,10619183104
56,874,54,820,0,0,585,1064,17,7,1.752,0.626,97.622,0,0,0,0,6,0.040,0.770,2.060,56,12,10,58,0,21,87,108,0,0,0,3238576128,2078744576,195592192,10618933248
56,874,54,820,0,0,829,2276,17,7,1.882,1.129,96.863,0.125,0,0,0,6,0.040,0.770,2.060,56,12,10,58,0,1300,1502,1642,0,0,0,3239059456,2078248960,195592192,10618163200
56,874,54,820,0,0,856,2434,17,7,1.763,1.134,97.103,0,0,0,0,6,0.040,0.770,2.060,56,12,10,58,0,1619,1374,1336,0,0,0,3238686720,2078621696,195592192,10618421248
56,874,54,820,0,0,671,1109,17,7,2.122,0.874,96.504,0.499,0,0,0,6,0.040,0.760,2.050,56,12,10,58,0,1038,1512,3057,0,0,0,3233415168,2083803136,195596288,10619289600
56,874,54,820,0,5054464,924,2185,17,7,3.015,0.628,96.231,0.126,0,0,0,6,0.040,0.760,2.050,56,12,10,58,0,752,1896,2052,0,376,0,3234418688,2082197504,195600384,10619097088
56,874,54,820,0,0,611,1075,17,7,1.502,1.001,97.372,0.125,0,0,0,6,0.040,0.760,2.050,56,12,10,58,0,32,84,70,0,0,0,3234152448,2082463744,195600384,10619105280
56,874,54,820,0,0,993,2798,17,7,2.638,1.382,95.980,0,0,0,0,6,0.040,0.760,2.050,56,12,10,58,0,6899,7949,2806,0,0,0,3247263744,2068279296,195600384,10620645376
56,874,54,820,0,0,1094,3253,17,7,2.632,1.253,95.990,0.125,0,0,0,6,0.040,0.760,2.050,56,12,10,58,0,1277,1456,1701,0,0,0,3248533504,2068021248,195600384,10619625472
56,874,54,820,0,0,741,1265,17,7,2.010,0.754,96.985,0.251,0,0,0,6,0.040,0.750,2.040,56,12,10,58,0,160,180,413,0,0,0,3248988160,2067562496,195600384,10618847232
56,874,54,820,0,4620288,1043,3803,17,7,2.141,1.637,95.718,0.504,0,0,0,6,0.040,0.750,2.040,56,12,10,58,0,1459,2012,1865,0,202,0,3248939008,2067587072,195637248,10619092992
56,874,54,820,0,98304,650,1208,17,7,2.253,0.876,96.621,0.250,0,0,0,6,0.040,0.750,2.040,56,12,10,58,0,949,717,384,0,14,0,3249168384,2067329024,195645440,10619637760
56,874,54,820,0,401408,1003,3004,17,7,3.270,1.509,95.094,0.126,0,0,0,6,0.040,0.750,2.040,56,12,10,58,0,3064,3551,3203,0,46,0,3246321664,2069520384,195661824,10620276736
56,874,54,820,0,0,931,2397,17,7,2.494,1.247,96.135,0.125,0,0,0,6,0.040,0.750,2.040,56,12,10,58,0,1292,1540,2317,0,0,0,3246551040,2069237760,195661824,10619797504
56,874,54,820,0,0,635,1160,17,7,2.033,0.508,97.459,0,0,0,0,6,0.030,0.730,2.030,56,12,10,58,0,4,337,321,0,0,0,3248869376,2067959808,195661824,10619596800
56,874,54,820,0,3473408,860,1862,17,7,2.253,1.126,96.496,0.125,0,0,0,6,0.030,0.730,2.030,56,12,10,58,0,5298,6517,3874,0,42,0,3260334080,2055655424,195661824,10620162048
56,874,54,820,0,0,585,1022,17,7,1.385,0.630,97.859,0.126,0,0,0,6,0.030,0.730,2.030,56,12,10,58,0,5,101,350,0,0,0,3260108800,2055655424,195661824,10619588608
56,874,54,820,0,0,817,2283,17,7,2.015,1.008,96.977,0,0,0,0,6,0.030,0.730,2.030,56,12,10,58,0,1311,1505,1408,0,0,0,3260579840,2055184384,195661824,10619854848
56,874,54,820,0,581632,814,2478,17,7,1.761,1.258,96.855,0.126,0,0,0,6,0.030,0.730,2.030,56,12,10,58,0,1309,1763,2141,0,12,0,3260485632,2055811072,195674112,10620166144
56,874,54,820,0,0,782,1626,17,7,3.875,1,95,0.125,0,0,0,6,0.030,0.720,2.020,56,12,10,58,0,1945,2128,5925,0,0,0,3241160704,2074447872,195674112,10620596224
56,874,54,820,0,761856,739,1939,17,7,1.506,1.004,97.365,0.125,0,0,0,6,0.030,0.720,2.020,56,12,10,58,0,5,239,494,0,116,0,3239530496,2076078080,195674112,10619797504
56,874,54,820,0,0,694,1259,17,7,2.018,0.757,97.226,0,0,0,0,6,0.030,0.720,2.020,56,12,10,58,0,65,251,141,0,0,0,3240013824,2075574272,195674112,10620092416
56,874,54,820,0,0,936,2797,17,7,2.753,1.377,95.745,0.125,0,0,0,6,0.030,0.720,2.020,56,12,10,58,0,6509,7888,3150,0,0,0,3259400192,2056867840,195674112,10620162048
56,874,54,820,0,778240,935,2500,17,7,2.278,1.519,96.076,0.127,0,0,0,6,0.030,0.720,2.020,56,12,10,58,0,1915,1601,1629,0,40,0,3259330560,2056921088,195686400,10619908096
56,874,54,820,0,0,713,1280,17,7,1.506,0.627,97.742,0.125,0,0,0,6,0.030,0.710,2.010,56,12,10,58,0,6,221,346,0,0,0,3259510784,2056736768,195686400,10619379712
56,874,54,820,16384,4956160,722,1600,17,7,1.504,1.253,97.118,0.125,0,0,0,6,0.030,0.710,2.010,56,12,10,58,0,22,976,1113,4,316,0,3258572800,2057666560,195694592,10619928576
56,874,54,820,0,0,733,1556,17,7,3.769,0.879,95.352,0,0,0,0,6,0.030,0.710,2.010,56,12,10,58,0,1148,1575,968,0,0,0,3256442880,2059190272,195694592,10620776448
56,874,54,820,0,0,926,2682,20,7,2.632,1.378,95.865,0.125,0,0,0,6,0.030,0.710,2.010,56,12,10,58,0,1832,1660,1913,0,0,0,3255808000,2059735040,195694592,10619809792
56,874,54,820,0,0,706,2340,20,7,1.131,1.256,97.487,0.126,0,0,0,6,0.030,0.710,2.010,56,12,10,58,0,1276,1583,1456,0,20,0,3256487936,2059038720,195702784,10619899904
56,874,54,820,0,425984,715,1272,20,7,1.509,0.755,97.610,0.126,0,0,0,6,0.020,0.700,2,56,12,10,58,0,23,323,331,0,0,0,3256225792,2060341248,195702784,10620198912
56,874,54,820,16384,3751936,902,1869,20,7,1.873,1.623,96.380,0.125,0,0,0,6,0.020,0.700,2,56,12,10,58,0,3291,4902,6472,4,76,0,3251523584,2063978496,195715072,10619654144
56,874,54,820,0,0,857,2152,20,7,1.896,0.632,97.345,0.126,0,0,0,6,0.020,0.700,2,56,12,10,58,0,351,256,147,0,0,0,3251765248,2063724544,195715072,10619891712
56,874,54,820,0,0,839,2474,17,7,1.639,1.261,97.100,0,0,0,0,6,0.020,0.700,2,56,12,10,58,0,1306,1664,1408,0,0,0,3252269056,2063220736,195715072,10620948480
56,874,54,820,0,0,857,2681,17,7,2.638,0.879,96.357,0.126,0,0,0,6,0.020,0.700,2,56,12,10,58,0,2102,2559,1979,0,0,0,3252903936,2061971456,195715072,10621546496
56,874,54,820,0,761856,874,19679,17,7,3.141,0.754,95.980,0.126,0,0,0,6,0.020,0.690,1.990,56,12,10,58,0,1879,3689,2356,0,16,0,3257782272,2056855552,195727360,10621046784
56,874,54,820,0,1490944,699,1197,17,7,2.013,1.132,96.855,0,0,0,0,6,0.020,0.690,1.990,56,12,10,58,0,631,434,415,0,28,0,3257491456,2057146368,195727360,10621120512
56,874,54,820,0,0,621,1157,17,7,1.502,0.751,97.622,0.125,0,0,0,6,0.020,0.690,1.990,56,12,10,58,0,6,89,215,0,0,0,3257430016,2057199616,195727360,10620604416
56,874,54,820,0,0,962,2731,17,7,2.133,1.631,96.110,0.125,0,0,0,6,0.020,0.690,1.990,56,12,10,58,0,6491,7857,5404,0,0,0,3261784064,2052829184,195727360,10621419520
56,874,54,820,0,0,629,1717,17,7,1.506,0.878,97.616,0,0,0,0,6,0.020,0.690,1.990,56,12,10,58,0,619,834,731,0,0,0,3262509056,2052067328,195727360,10621108224
56,874,54,820,0,589824,820,1873,17,7,1.637,0.882,97.229,0.252,0,0,0,6,0.020,0.670,1.970,56,12,10,58,0,1011,896,1087,0,10,0,3263500288,2051067904,195739648,10621112320
56,874,54,820,0,3268608,784,1843,17,7,2.642,0.755,96.478,0.126,0,0,0,6,0.020,0.670,1.970,56,12,10,58,0,138,1245,1183,0,278,0,3263082496,2050879488,195743744,10622496768
56,874,54,820,0,0,650,1109,17,7,1.633,0.503,97.739,0.126,0,0,0,6,0.020,0.670,1.970,56,12,10,58,0,22,86,106,0,0,0,3263569920,2050375680,195743744,10622255104
56,874,54,820,0,0,918,3404,17,7,3.153,1.261,95.586,0,0,0,0,6,0.020,0.670,1.970,56,12,10,58,0,1530,1841,1737,0,0,0,3263963136,2049888256,195743744,10621566976
56,874,54,820,0,0,734,1272,17,7,3.121,0.999,95.755,0.125,0,0,0,6,0.020,0.670,1.970,56,12,10,58,0,839,467,338,0,0,0,3263959040,2049888256,195743744,10621829120
56,874,54,820,0,0,892,2316,17,7,2.519,1.134,96.348,0,0,0,0,6,0.020,0.660,1.960,56,12,10,58,0,754,1243,1241,0,0,0,3264962560,2048884736,195743744,10622611456
56,874,54,820,0,4595712,907,2051,17,7,2.261,1.256,95.854,0.628,0,0,0,6,0.020,0.660,1.960,56,12,10,58,0,4886,6626,4465,0,172,0,3275034624,2038763520,195772416,10621308928
56,874,54,820,0,0,571,1014,17,7,1.508,0.251,98.116,0.126,0,0,0,6,0.020,0.660,1.960,56,12,10,58,0,5,219,84,0,0,0,3274993664,2038763520,195772416,10621890560
56,875,54,821,0,0,967,2812,17,7,3.759,1.253,94.987,0,0,0,0,6,0.020,0.660,1.960,56,12,10,58,0,3379,3525,7454,0,0,0,3257622528,2055540736,195772416,10623016960
56,874,54,820,0,0,667,1208,17,7,2.020,0.758,97.096,0.126,0,0,0,6,0.020,0.660,1.960,56,12,10,58,0,7,55,51,0,0,0,3258114048,2055041024,195772416,10623016960
56,874,54,820,0,0,863,2332,17,7,1.515,1.263,97.222,0,0,0,0,6,0.020,0.650,1.950,56,12,10,58,0,1619,1857,2010,0,0,0,3258601472,2054553600,195772416,10622218240
56,874,54,820,0,0,516,970,17,7,1.006,0.629,98.113,0.252,0,0,0,6,0.020,0.650,1.950,56,12,10,58,0,2,77,70,0,0,0,3258499072,2054553600,195772416,10622529536
56,874,54,820,0,1908736,659,1260,17,7,1.506,0.753,97.365,0.376,0,0,0,6,0.020,0.650,1.950,56,12,10,58,0,334,601,669,0,70,0,3259760640,2053287936,195780608,10623057920
56,874,54,820,0,0,843,2834,17,7,3.141,1.256,95.603,0,0,0,0,6,0.020,0.650,1.950,56,12,10,58,0,2531,3624,3292,0,0,0,3261956096,2051067904,195780608,10623107072
56,874,54,820,0,0,803,1975,17,7,1.757,1.129,96.989,0.125,0,0,0,6,0.020,0.650,1.950,56,12,10,58,0,23,338,470,0,0,0,3261915136,2051108864,195780608,10622840832
56,874,54,820,0,0,1159,3884,17,7,3.544,1.139,95.316,0,0,0,0,6,0.020,0.640,1.940,56,12,10,58,0,1676,2187,3894,0,0,0,3252998144,2059419648,195780608,10623254528
56,874,54,820,0,0,609,1061,17,7,1.635,0.755,97.484,0.126,0,0,0,6,0.020,0.640,1.940,56,12,10,58,0,343,408,262,0,0,0,3252920320,2059460608,195780608,10623557632
56,874,54,820,0,4055040,684,1422,17,7,1.509,1.384,96.730,0.377,0,0,0,6,0.020,0.640,1.940,56,12,10,58,0,10,601,4120,0,152,0,3248852992,2070339584,195792896,10617040896
56,874,54,820,0,0,832,2467,17,7,2.256,1.253,96.366,0.125,0,0,0,6,0.020,0.640,1.940,56,12,10,58,0,1831,2094,2156,0,0,0,3247595520,2071506944,195792896,10616856576
56,874,54,820,0,0,695,1227,17,7,1.631,0.878,97.491,0,0,0,0,6,0.020,0.640,1.940,56,12,10,58,0,33,114,258,0,0,0,3248381952,2071441408,195792896,10615918592
56,874,54,820,0,0,914,2442,17,7,2.138,1.384,96.352,0.126,0,0,0,6,0.090,0.650,1.940,56,12,10,58,0,1588,1627,1501,0,0,0,3248353280,2071470080,195792896,10616451072
56,874,54,820,0,0,835,1656,17,7,1.761,0.755,97.358,0.126,0,0,0,6,0.090,0.650,1.940,56,12,10,58,0,5537,6498,1942,0,0,0,3261722624,2058199040,195792896,10615545856
56,876,54,822,0,6938624,870,2212,17,7,3.401,0.882,94.962,0.756,0,0,0,6,0.090,0.650,1.940,56,12,10,58,0,1640,3119,1937,0,362,0,3263418368,2055892992,195805184,10616426496
56,876,54,822,0,0,903,2435,17,7,2.767,1.132,96.101,0,0,0,0,6,0.090,0.650,1.940,56,12,10,58,0,1299,1673,1416,0,0,0,3264671744,2054627328,195805184,10617425920
56,876,54,822,0,0,747,1225,17,7,2.122,0.999,96.754,0.125,0,0,0,6,0.090,0.650,1.940,56,12,10,58,0,322,72,190,0,0,0,3264671744,2054627328,195805184,10617409536
56,874,54,820,0,0,1172,3533,17,7,4.040,1.768,94.192,0,0,0,0,6,0.090,0.640,1.930,56,12,10,58,0,1646,1830,1712,0,0,0,3263741952,2055454720,195805184,10616471552
