"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/tcp_fs_mem_vm_swap_socket_net_zones_aio.csv --tcp --fs --mem --vm --swap --socket --net --zones --aio 1 600",,,,"Date:","23 Mar 2023 14:04:41 -03"
"tcp sockets",,,,,"filesystem",,"memory usage",,,,"virtual memory",,,,"swap",,"sockets",,,,,"net/total",,"zones memory",,,,"async"
7,20,0,7,1,13984,180402,4962959360,2787987456,799412224,7849492480,0,1858,1952,1964,108527616,914878464,1208,23,37,0,0,5830,7924,159767,3141,517566,22688,0
7,20,0,8,1,13984,181435,4930379776,2817179648,799412224,7852343296,0,39888,63285,67974,108527616,914878464,1206,24,34,0,0,23131,11993,159767,3141,524693,22688,0
7,20,0,8,1,14016,181457,4932886528,2814603264,799412224,7852347392,0,638,1273,768,108527616,914878464,1209,24,37,0,0,6029,8256,159767,3141,524064,22688,0
7,20,0,8,1,14016,181454,4934176768,2813124608,799412224,7852535808,0,1325,1873,1866,108527616,914878464,1209,24,37,0,0,5750,8132,159767,3141,523703,22688,0
7,20,0,8,1,14016,181454,4934860800,2812440576,799412224,7852535808,0,1707,2229,2277,108527616,914878464,1209,24,37,0,0,5946,8192,159767,3141,523536,22688,0
7,20,0,8,1,14016,181456,4936306688,2810978304,799428608,7853125632,0,214,1062,890,108527616,914878464,1209,24,37,0,0,6246,8759,159767,3141,523179,22688,0
7,20,0,7,1,14016,181456,4936994816,2810290176,799428608,7853125632,0,46,504,483,108527616,914878464,1209,24,37,0,0,5946,7013,159767,3141,523011,22688,0
7,20,0,7,1,13984,181452,4937965568,2809315328,799428608,7852605440,0,1569,2037,1677,108527616,914878464,1206,24,34,0,0,5880,6850,159767,3141,522773,22688,0
7,20,0,7,1,13984,181416,4940247040,2808627200,799428608,7851012096,0,1533,2082,2446,108527616,914878464,1206,24,34,0,0,6003,7643,159767,3141,522605,22688,0
7,20,1,7,1,13984,181438,4940652544,2808225792,799428608,7850942464,0,1601,2031,1927,108527616,914878464,1209,25,34,0,0,7314,7849,159767,3141,522507,22688,0
7,20,1,7,1,13952,181439,4944175104,2804682752,799440896,7851016192,0,1231,1795,847,108527616,914878464,1209,25,34,0,0,6889,8036,159767,3141,521642,22688,0
7,20,1,8,1,13952,181440,4940603392,2808246272,799440896,7851782144,0,191,1357,1264,108527616,914878464,1209,25,34,0,0,10539,14086,159767,3141,522512,22688,0
7,20,1,8,1,13920,181440,4961910784,2786930688,799440896,7851556864,0,5668,5815,669,108527616,914878464,1209,25,34,0,0,23344,9329,159767,3141,517308,22688,0
7,20,1,8,1,13920,181442,4962045952,2786787328,799444992,7850971136,0,831,1221,1211,108527616,914878464,1209,25,34,0,0,5962,7105,159767,3141,517273,22688,0
7,20,1,8,1,13952,181438,4962701312,2786127872,799444992,7851040768,0,1990,2573,2986,108527616,914878464,1209,25,34,0,0,5860,7186,159767,3141,517112,22688,0
7,20,1,8,1,13952,181438,4947058688,2801766400,799444992,7851044864,0,27,511,4835,108527616,914878464,1209,25,34,0,0,5750,6850,159767,3141,520930,22688,0
7,20,1,8,1,13984,181413,4947767296,2802515968,799444992,7850110976,0,556,1175,1423,108527616,914878464,1209,25,34,0,0,6146,7483,159767,3141,521113,22688,0
7,20,1,8,1,13984,181412,4950487040,2799960064,799449088,7849877504,0,223,1159,1177,108527616,914878464,1209,25,34,0,0,5990,7044,159767,3141,520489,22688,0
7,20,1,8,1,13984,181411,4950642688,2799788032,799461376,7849357312,0,1440,2064,2297,108527616,914878464,1209,25,34,0,0,5750,6992,159767,3141,520447,22688,0
7,20,1,7,1,14016,181412,4973748224,2776662016,799473664,7849631744,0,9613,11307,5764,108527616,914878464,1209,25,34,0,0,9712,20771,159767,3141,514801,22688,0
7,20,1,7,1,14016,181412,4974678016,2775711744,799473664,7849451520,0,49,492,492,108527616,914878464,1209,25,34,0,0,5880,6850,159767,3141,514569,22688,0
7,20,1,7,1,13984,181412,4976103424,2774286336,799473664,7849451520,0,439,794,817,108527616,914878464,1209,25,34,0,0,6023,7037,159767,3141,514221,22688,0
7,20,1,8,1,14016,181414,4976533504,2773839872,799473664,7849992192,0,78,708,562,108527616,914878464,1209,25,34,0,0,22802,13477,159767,3141,514112,22688,0
7,20,1,8,1,14016,181377,4953124864,2799026176,799473664,7848148992,0,309,786,6792,108527616,914878464,1209,25,34,0,0,6626,6957,159767,3141,520135,22688,0
7,20,1,8,1,14048,181386,4956221440,2795778048,799481856,7847833600,0,3398,3792,3769,108527616,914878464,1209,25,34,0,0,5880,7193,159767,3141,519468,22688,0
7,20,1,8,1,14016,181386,4956372992,2795626496,799481856,7847833600,0,198,498,498,108527616,914878464,1209,25,34,0,0,5860,7186,159767,3141,519431,22688,0
7,20,1,8,1,14016,181386,4952317952,2799677440,799481856,7847837696,0,1403,1877,1798,108527616,914878464,1209,25,34,0,0,7080,7224,159767,3141,520420,22688,0
7,21,2,8,1,13856,181155,4891471872,2859986944,799485952,7848304640,22,1677,3168,16024,108527616,914878464,1207,27,34,0,0,9566,11481,168979,3141,525932,22688,0
7,22,1,8,1,13824,181156,4894474240,2856636416,799485952,7849172992,0,905,1495,886,108527616,914878464,1207,27,34,0,0,16127,9390,169007,3141,525086,22688,0
7,20,0,8,1,13824,180029,4892733440,2863853568,799490048,7843758080,0,2908,3557,5372,108527616,914878464,1200,24,34,0,0,8422,11915,169007,3141,526848,22688,0
7,20,0,8,1,13856,180038,4894400512,2862137344,799490048,7843516416,0,256,1218,1140,108527616,914878464,1200,24,34,0,0,23334,13208,169007,3141,526429,22688,0
7,20,0,8,1,13856,180002,4895051776,2863075328,799490048,7841693696,0,119,625,1113,108527616,914878464,1200,24,34,0,0,5917,6900,169007,3141,526658,22688,0
7,20,0,8,1,13792,180002,4895330304,2862886912,799490048,7841603584,0,71,499,475,108527616,914878464,1200,24,34,0,0,5957,7327,169007,3141,526612,22688,0
7,20,0,9,1,13792,180002,4895465472,2862743552,799490048,7841546240,0,210,553,641,108527616,914878464,1200,24,34,0,0,25443,13318,169007,3141,526577,22688,0
7,20,0,9,1,13824,180003,4882776064,2875432960,799502336,7842123776,0,2993,3994,7138,108527616,914878464,1200,24,34,0,0,5750,6850,169007,3141,529675,22688,0
7,20,0,9,1,13824,179953,4881350656,2877050880,799502336,7842164736,0,88,1046,1069,108527616,914878464,1200,24,34,0,0,6823,8368,169007,3141,530070,22688,0
7,20,0,9,1,13856,179951,4881620992,2876776448,799502336,7841345536,0,499,628,1432,108527616,914878464,1200,24,34,0,0,6318,7414,169007,3141,530003,22688,0
7,20,0,9,1,13824,179966,4880699392,2877693952,799502336,7841349632,0,907,1875,1116,108527616,914878464,1200,24,34,0,0,5750,6850,169007,3141,530227,22688,0
7,20,0,9,1,13824,179971,4881485824,2876719104,799502336,7841538048,0,621,1006,554,108527616,914878464,1200,24,34,0,0,5860,7044,169007,3141,529989,22688,0
7,20,0,8,1,13824,181018,4867026944,2887667712,799502336,7845683200,0,41383,63577,61707,108527616,914878464,1200,24,34,0,0,5824,6992,169007,3141,532662,22688,0
7,20,0,8,1,13824,181018,4868980736,2885697536,799526912,7845675008,0,104,950,1262,108527616,914878464,1200,24,34,0,0,5880,7326,169007,3141,532181,22688,0
7,20,0,8,1,13856,181016,4869201920,2885468160,799526912,7845093376,0,287,743,912,108527616,914878464,1200,24,34,0,0,5860,7181,169007,3141,532125,22688,0
7,20,0,9,1,13824,181017,4869890048,2884780032,799526912,7845093376,0,213,603,594,108527616,914878464,1200,24,34,0,0,22663,14209,169007,3141,531957,22688,0
7,20,0,10,1,13824,181017,4894314496,2860351488,799526912,7845097472,0,6364,7351,1868,108527616,914878464,1200,24,34,0,0,19904,16017,169007,3141,525993,22688,0
7,20,0,10,1,13856,181031,4899049472,2855567360,799526912,7845146624,0,2526,3516,3316,108527616,914878464,1200,24,34,0,0,24206,11086,169007,3141,524825,22688,0
7,20,0,9,1,13856,181027,4900741120,2853875712,799535104,7845662720,0,745,1542,1653,108527616,914878464,1200,24,34,0,0,5750,6850,169007,3141,524412,22688,0
7,20,0,9,1,13856,181000,4883062784,2873327616,799535104,7843823616,0,472,831,7344,108527616,914878464,1200,24,34,0,0,5966,7520,169007,3141,529161,22688,0
7,20,0,9,1,13856,181081,4902764544,2853482496,799535104,7860023296,0,8037,11853,4221,108527616,914878464,1204,24,34,0,0,6396,6899,169007,3141,524316,22688,0
7,20,0,9,1,13856,181080,4900900864,2855313408,799535104,7860330496,0,95,2338,2497,108527616,914878464,1204,24,34,0,0,5816,6850,169007,3141,524763,22688,0
7,20,0,9,1,13824,181067,4920365056,2835808256,799547392,7857520640,0,7617,8578,3602,108527616,914878464,1204,24,34,0,0,7599,13748,169007,3141,520001,22688,0
7,20,0,9,1,13824,181065,4918050816,2838114304,799547392,7854600192,0,1540,1928,3742,108527616,914878464,1204,24,34,0,0,5820,6850,169007,3141,520564,22688,0
7,20,0,8,1,13824,181076,4918886400,2837274624,799547392,7854911488,0,158,762,491,108527616,914878464,1204,24,34,0,0,6113,8092,169007,3141,520359,22688,0
7,20,0,8,1,13824,181072,4888256512,2867859456,799547392,7845941248,0,80,569,8676,108527616,914878464,1204,24,34,0,0,6159,7195,169007,3141,527826,22688,0
7,20,0,8,1,13824,181026,4891447296,2866442240,799559680,7843373056,0,100,617,1151,108527616,914878464,1205,24,34,0,0,11712,12823,169007,3141,527480,22688,0
7,20,0,9,1,13856,181185,4858343424,2899521536,799559680,7850029056,0,16481,16766,19999,108527616,914878464,1222,24,34,0,0,28777,18101,169007,3141,535556,22688,0
7,20,0,9,1,13888,181188,4861710336,2896064512,799559680,7850381312,0,1513,2232,2015,108527616,914878464,1222,24,34,0,0,6626,7016,169007,3141,534712,22688,0
7,20,0,9,1,13856,181188,4862377984,2895388672,799559680,7850323968,0,65,555,2125,108527616,914878464,1222,24,34,0,0,22621,13118,169007,3141,534547,22688,0
7,20,0,9,1,13888,181189,4864753664,2893008896,799559680,7850651648,0,392,2939,3057,108527616,914878464,1222,24,34,0,0,21046,7786,169007,3141,533966,22688,0
7,20,0,9,1,13888,181201,4869795840,2887925760,799559680,7850373120,0,1102,2129,1923,108527616,914878464,1222,24,34,0,0,10521,94599,169007,3141,532725,22688,0
7,20,0,9,1,13888,181199,4870496256,2887213056,799563776,7849627648,0,1481,2040,2307,108527616,914878464,1222,24,34,0,0,5860,7186,169007,3141,532551,22688,0
7,20,0,9,1,13920,181210,4875390976,2882187264,799580160,7858556928,0,3000,5641,3288,108527616,914878464,1222,24,34,0,0,5880,6850,169007,3141,531324,22688,0
7,20,0,9,1,13888,181171,4780695552,2978652160,799580160,7853592576,0,393,761,25305,108527616,914878464,1222,24,34,0,0,5750,7326,169007,3141,554875,22688,0
7,20,0,8,1,13888,181106,4780670976,2978848768,799580160,7853862912,0,628,1150,1148,108527616,914878464,1222,24,34,0,0,6213,7531,169007,3141,554923,22688,0
7,20,0,8,1,13920,181106,4781535232,2977984512,799580160,7853666304,0,37,494,479,108527616,914878464,1222,24,34,0,0,5750,6850,169007,3141,554712,22688,0
7,20,0,8,1,13952,181103,4782018560,2977492992,799592448,7853203456,0,1688,2450,2854,108527616,914878464,1222,24,34,0,0,5880,6968,169007,3141,554592,22688,0
7,20,0,9,1,13952,181110,4779008000,2980491264,799592448,7849222144,0,1509,2606,3771,108527616,914878464,1222,24,34,0,0,24838,14834,169007,3141,555324,22688,0
7,20,0,9,1,13920,181109,4779147264,2980306944,799592448,7848935424,0,117,506,1103,108527616,914878464,1222,24,34,0,0,5750,6850,169007,3141,555279,22688,0
7,20,0,9,1,13920,179999,4774936576,2990104576,799592448,7843446784,0,1226,1716,3472,108527616,914878464,1222,24,34,0,0,5860,7402,169007,3141,557671,22688,0
7,20,0,9,1,13856,180000,4777635840,2987384832,799604736,7843979264,0,745,1588,1307,108527616,914878464,1222,24,34,0,0,5750,7129,169007,3141,557007,22688,0
7,20,0,9,1,13888,179896,4761972736,3004829696,799604736,7840399360,0,1704,2289,5999,108527616,914878464,1216,24,34,0,0,5750,6850,169007,3141,561266,22688,0
7,20,0,9,1,13856,179817,4735725568,3030970368,799604736,7835082752,0,1437,1898,6847,108527616,914878464,1206,24,34,0,0,6688,7162,169007,3141,567648,22688,0
7,20,0,9,1,13856,179817,4736618496,3030077440,799604736,7834951680,0,90,544,494,108527616,914878464,1206,24,34,0,0,6023,7037,169007,3141,567430,22688,0
7,20,0,8,1,13888,179828,4736815104,3029876736,799604736,7834890240,0,285,800,609,108527616,914878464,1206,24,34,0,0,6347,7690,169007,3141,567382,22688,0
7,20,0,8,1,13920,179836,4739608576,3026886656,799617024,7835074560,0,1350,2655,1783,108527616,914878464,1206,24,34,0,0,6072,7299,169007,3141,566651,22688,0
7,20,0,8,1,13920,179838,4741079040,3025395712,799617024,7835684864,0,2193,2822,2574,108527616,914878464,1206,24,34,0,0,5750,6992,169007,3141,566287,22688,0
7,20,0,9,1,13888,179839,4741525504,3024949248,799617024,7835684864,0,1336,1922,2061,108527616,914878464,1206,24,34,0,0,7069,10354,169007,3141,566178,22688,0
7,20,0,9,1,15424,180866,4828291072,2939744256,799617024,7833534464,0,23555,43618,21547,108527616,914878464,1206,24,34,0,0,22208,10146,169007,3141,544998,22688,0
7,20,0,9,1,13856,180826,4790874112,2972188672,799633408,7836606464,0,18128,20794,28674,108527616,914878464,1211,24,43,0,0,5750,8661,169007,3141,553297,22688,0
7,20,0,9,1,13824,180819,4794851328,2968170496,799657984,7837495296,0,3108,4358,1191,108527616,914878464,1203,24,34,0,0,14961,14949,169007,3141,552316,22688,0
7,20,0,9,1,13856,180818,4824186880,2938818560,799657984,7837278208,0,8539,10134,3466,108527616,914878464,1203,24,34,0,0,10070,18112,169007,3141,545150,22688,0
7,20,0,9,1,13824,180828,4826079232,2936872960,799657984,7836807168,0,1478,2162,2141,108527616,914878464,1203,24,34,0,0,5917,7037,169007,3141,544675,22688,0
7,20,0,9,1,13792,180827,4826759168,2936184832,799657984,7836749824,0,82,518,796,108527616,914878464,1203,24,34,0,0,5860,7304,169007,3141,544507,22688,0
7,20,0,8,1,13792,180826,4794675200,2968268800,799657984,7836291072,0,141,534,9125,108527616,914878464,1202,24,34,0,0,6029,7690,169007,3141,552340,22688,0
7,20,0,8,1,13760,180779,4797161472,2967564288,799662080,7834505216,0,60,537,1308,108527616,914878464,1201,24,34,0,0,5860,7181,169007,3141,552168,22688,0
7,20,0,8,1,13824,180797,4796608512,2968027136,799694848,7834562560,0,2042,2756,3273,108527616,914878464,1201,24,34,0,0,5880,6850,169007,3141,552281,22688,0
7,20,0,8,1,13792,180798,4797640704,2966921216,799694848,7835160576,0,1816,2486,2285,108527616,914878464,1201,24,34,0,0,5750,7110,169007,3141,552011,22688,0
7,20,0,9,1,13792,180798,4791013376,2973548544,799694848,7835095040,0,154,574,2381,108527616,914878464,1201,24,34,0,0,22199,12778,169007,3141,553629,22688,0
7,20,0,9,1,13824,180807,4789698560,2974818304,799694848,7834615808,0,272,770,2126,108527616,914878464,1201,24,34,0,0,6796,6976,169007,3141,553939,22688,0
7,20,0,9,1,13824,180807,4790034432,2974470144,799703040,7834619904,0,183,779,845,108527616,914878464,1201,24,34,0,0,5750,7326,169007,3141,553854,22688,0
7,20,0,9,1,13792,180807,4790022144,2974474240,799711232,7834685440,0,1480,2065,2066,108527616,914878464,1201,24,34,0,0,5860,7186,169007,3141,553855,22688,0
7,20,0,8,1,13760,180807,4790448128,2974031872,799711232,7834701824,0,1925,2390,2149,108527616,914878464,1201,24,34,0,0,5917,7037,169007,3141,553747,22688,0
7,20,0,8,1,13760,180772,4791492608,2974846976,799711232,7833534464,0,1108,2755,2060,108527616,914878464,1202,24,34,0,0,14192,18073,169007,3141,553946,22688,0
7,20,0,8,1,13760,180772,4791885824,2974285824,799711232,7833468928,0,52,513,493,108527616,914878464,1202,24,34,0,0,6029,7313,169007,3141,553809,22688,0
7,20,0,8,1,13760,180771,4792320000,2973851648,799711232,7832944640,0,74,498,668,108527616,914878464,1202,24,34,0,0,5790,7248,169007,3141,553703,22688,0
7,20,0,7,1,13792,180782,4795338752,2970787840,799711232,7833055232,0,1627,4053,4336,108527616,914878464,1202,24,34,0,0,5990,7186,169007,3141,552955,22688,0
7,20,0,7,1,13824,180782,4795699200,2970378240,799748096,7833067520,0,1353,2219,2376,108527616,914878464,1202,24,34,0,0,5750,6968,169007,3141,552855,22688,0
7,20,1,7,1,13792,180785,4797128704,2968944640,799748096,7833071616,0,370,845,866,108527616,914878464,1205,24,34,0,0,6774,8080,169007,3141,552505,22688,0
7,20,0,8,1,13824,180723,4797583360,2968756224,799748096,7833264128,0,147,730,791,108527616,914878464,1202,24,34,0,0,24748,14946,169007,3141,552459,22688,0
7,20,0,8,1,13824,180723,4797202432,2969133056,799748096,7833268224,0,622,624,702,108527616,914878464,1202,24,34,0,0,5750,7213,169007,3141,552551,22688,0
7,20,0,8,1,13856,180686,4797190144,2970742784,799748096,7831212032,0,1902,2483,3128,108527616,914878464,1202,24,34,0,0,5860,7044,169007,3141,552944,22688,0
7,20,0,8,1,13856,180686,4797722624,2970308608,799760384,7831101440,0,1918,2538,1939,108527616,914878464,1202,24,34,0,0,5880,6987,169007,3141,552838,22688,0
7,20,0,8,1,13824,180695,4735172608,3032813568,799768576,7831072768,0,301,947,14773,108527616,914878464,1202,24,34,0,0,5750,6850,169007,3141,568098,22688,0
7,20,0,8,1,13792,180695,4735160320,3032813568,799768576,7831085056,0,199,514,512,108527616,914878464,1202,24,34,0,0,6139,7644,169007,3141,568098,22688,0
7,20,0,7,1,13824,180696,4736135168,3031838720,799768576,7831609344,0,57,638,487,108527616,914878464,1202,24,34,0,0,6129,7650,169007,3141,567860,22688,0
7,20,0,7,1,13760,179587,4734775296,3038519296,799768576,7826354176,0,1666,2210,3618,108527616,914878464,1202,24,34,0,0,5860,7044,169007,3141,569491,22688,0
7,20,0,6,1,13824,179586,4735930368,3037523968,799768576,7825670144,0,1352,1881,2026,108527616,914878464,1202,24,34,0,0,5917,7155,169007,3141,569248,22688,0
7,20,0,6,1,13824,179539,4737687552,3037351936,799780864,7824007168,0,216,712,1217,108527616,914878464,1202,24,34,0,0,5750,6992,169007,3141,569206,22688,0
7,20,0,7,1,13824,179549,4738019328,3037122560,799780864,7823904768,0,148,700,710,108527616,914878464,1201,24,34,0,0,7357,10285,169007,3141,569475,22688,0
7,18,0,7,2,13792,179568,4736933888,3037990912,799780864,7824711680,0,748,1565,1112,108527616,914878464,1200,23,34,0,0,22194,9850,169007,3141,569362,22688,0
7,18,0,7,2,13792,179573,4759388160,3015524352,799780864,7825022976,0,8081,8866,1573,108527616,914878464,1200,23,34,0,0,7471,13806,169007,3141,563877,22688,0
7,18,0,7,2,13824,179567,4760403968,3014504448,799780864,7824269312,0,2480,2922,3242,108527616,914878464,1200,23,34,0,0,5930,7044,169007,3141,563628,22688,0
7,18,0,7,2,13824,179565,4761088000,3013816320,799780864,7824142336,0,72,520,517,108527616,914878464,1200,23,34,0,0,6084,7224,169007,3141,563460,22688,0
7,18,0,7,2,13792,179566,4761772032,3013128192,799784960,7824207872,0,55,583,887,108527616,914878464,1200,23,34,0,0,6139,7781,169007,3141,563292,22688,0
7,18,0,7,2,13792,179521,4739710976,3036991488,799784960,7822405632,0,76,495,6788,108527616,914878464,1201,23,34,0,0,9690,9865,169007,3141,569118,22688,0
7,18,0,7,2,13792,180612,4890419200,2881081344,799805440,7828111360,0,40020,62635,23446,108527616,914878464,1201,23,34,0,0,5750,7345,169007,3141,531054,22688,0
7,18,0,6,2,13856,180621,4891713536,2879651840,799805440,7828180992,0,2786,3426,3240,108527616,914878464,1201,23,34,0,0,5990,6907,169007,3141,530705,22688,0
7,18,0,6,2,13824,180620,4892172288,2879193088,799805440,7827656704,0,62,514,616,108527616,914878464,1201,23,34,0,0,6146,7433,169007,3141,530593,22688,0
7,18,0,6,2,13824,180621,4891176960,2880184320,799805440,7827660800,0,128,581,2017,108527616,914878464,1201,23,34,0,0,37499,13150,169007,3141,530835,22688,0
7,18,0,7,2,13824,180623,4891176960,2880176128,799805440,7827800064,0,202,626,581,108527616,914878464,1201,23,34,0,0,21767,12220,169007,3141,530833,22688,0
7,18,0,7,2,13824,180623,4891070464,2880274432,799813632,7827800064,0,206,872,938,108527616,914878464,1201,23,34,0,0,7321,8539,169007,3141,530857,22688,0
7,18,0,7,2,13792,180620,4893417472,2877915136,799813632,7828205568,0,4685,5226,5074,108527616,914878464,1200,23,34,0,0,6628,7837,169007,3141,530281,22688,0
7,18,0,7,2,13792,180630,4884942848,2886385664,799813632,7828209664,0,1990,3444,2539,108527616,914878464,1200,23,34,0,0,12357,96602,169007,3141,532349,22688,0
7,18,0,7,2,13792,180606,4888260608,2884694016,799813632,7826059264,0,924,991,1831,108527616,914878464,1203,23,37,0,0,6425,8225,169007,3141,531936,22688,0
7,18,0,7,2,13760,180607,4888899584,2884046848,799813632,7826132992,0,38,515,484,108527616,914878464,1203,23,37,0,0,5946,8192,169007,3141,531778,22688,0
7,18,0,7,2,13792,180607,4889845760,2883100672,799813632,7826132992,0,189,622,597,108527616,914878464,1203,23,37,0,0,5880,7774,169007,3141,531547,22688,0
7,18,0,6,2,13856,180606,4889190400,2883739648,799825920,7826071552,0,2621,3312,3852,108527616,914878464,1203,23,37,0,0,5750,8132,169007,3141,531703,22688,0
7,18,0,6,2,13824,180607,4889640960,2883280896,799825920,7826604032,0,202,639,485,108527616,914878464,1203,23,37,0,0,5860,7186,169007,3141,531591,22688,0
7,18,0,6,2,13824,180604,4889808896,2883108864,799825920,7826608128,0,68,504,465,108527616,914878464,1200,23,34,0,0,5917,7037,169007,3141,531549,22688,0
7,18,0,6,2,13760,180561,4892270592,2882449408,799854592,7824384000,0,49,767,1307,108527616,914878464,1200,23,34,0,0,5860,7299,169007,3141,531388,22688,0
7,18,0,7,2,13760,180580,4893143040,2881503232,799854592,7824457728,0,527,1024,925,108527616,914878464,1200,23,34,0,0,23141,12573,169007,3141,531157,22688,0
7,18,0,7,2,13824,180578,4893134848,2881421312,799854592,7824482304,0,2746,3237,3261,108527616,914878464,1200,23,34,0,0,5824,7208,169007,3141,531137,22688,0
7,18,0,7,2,13824,180579,4893474816,2881069056,799862784,7825010688,0,548,1191,808,108527616,914878464,1200,23,34,0,0,6725,7510,169007,3141,531051,22688,0
7,18,0,7,2,13824,180518,4893556736,2881265664,799862784,7824666624,0,92,550,792,108527616,914878464,1200,23,34,0,0,6029,7332,169007,3141,531099,22688,0
7,18,0,7,2,13824,180518,4892889088,2881929216,799862784,7824211968,0,55,499,623,108527616,914878464,1200,23,34,0,0,5962,7223,169007,3141,531261,22688,0
7,18,0,7,2,13760,180518,4893274112,2881540096,799870976,7824207872,0,583,635,833,108527616,914878464,1200,23,34,0,0,5990,7186,169007,3141,531166,22688,0
7,18,0,6,2,13792,180517,4868648960,2906152960,799870976,7824154624,0,2636,3286,8173,108527616,914878464,1200,23,34,0,0,5750,7208,169007,3141,537175,22688,0
7,18,0,6,2,13792,180527,4852015104,2922745856,799870976,7824429056,0,1455,2435,5700,108527616,914878464,1200,23,34,0,0,7964,10172,169007,3141,541226,22688,0
7,18,0,6,2,13824,180492,4854439936,2921824256,799870976,7823216640,0,245,818,981,108527616,914878464,1200,23,34,0,0,5917,7018,169007,3141,541001,22688,0
7,18,0,6,2,13856,180494,4855844864,2920615936,799870976,7823151104,0,203,590,553,108527616,914878464,1200,23,34,0,0,5750,6850,169007,3141,540706,22688,0
7,18,0,7,2,13824,180494,4882841600,2893598720,799887360,7822630912,0,7072,8651,2071,108527616,914878464,1200,23,34,0,0,11364,21109,169007,3141,534110,22688,0
7,18,0,7,2,13824,180489,4884045824,2892390400,799887360,7822503936,0,1443,1927,1984,108527616,914878464,1200,23,34,0,0,21722,9598,169007,3141,533815,22688,0
7,18,0,7,2,13824,180492,4860477440,2915954688,799887360,7822573568,0,1311,1894,7340,108527616,914878464,1200,23,34,0,0,5750,7110,169007,3141,539568,22688,0
7,18,0,7,2,13824,179370,4821061632,2960695296,799907840,7817228288,0,288,867,13572,108527616,914878464,1199,23,34,0,0,6478,7925,169007,3141,550491,22688,0
7,18,0,7,2,13792,179345,4823158784,2960363520,799907840,7815987200,0,970,1739,1717,108527616,914878464,1199,23,34,0,0,5750,6850,169007,3141,550410,22688,0
7,18,0,7,2,13856,179365,4804149248,2979332096,799907840,7816028160,0,356,899,5589,108527616,914878464,1199,23,34,0,0,5860,7181,169007,3141,555041,22688,0
7,18,0,7,2,13760,179363,4797333504,2986053632,799907840,7815532544,0,1355,3715,5289,108527616,914878464,1199,23,34,0,0,5880,6850,169007,3141,556682,22688,0
7,18,0,7,2,13728,179363,4774547456,3008831488,799907840,7815540736,0,1480,1893,8085,108527616,914878464,1199,23,34,0,0,5856,6850,169007,3141,562243,22688,0
7,18,0,7,2,13792,179364,4773076992,3010293760,799907840,7815614464,0,351,662,980,108527616,914878464,1199,23,34,0,0,6178,7162,169007,3141,562600,22688,0
7,18,0,6,2,13792,179364,4774936576,3008409600,799920128,7815626752,0,43,725,703,108527616,914878464,1199,23,34,0,0,5750,6992,169007,3141,562140,22688,0
7,18,0,6,2,13760,179365,4775354368,3007979520,799928320,7816155136,0,188,784,787,108527616,914878464,1199,23,34,0,0,5750,6850,169007,3141,562035,22688,0
7,18,0,7,2,13792,179375,4740984832,3042299904,799928320,7816138752,0,1627,2221,10572,108527616,914878464,1199,23,34,0,0,21711,12060,169007,3141,570414,22688,0
7,18,0,7,2,13792,179373,4741017600,3042263040,799928320,7815618560,0,1304,1840,2023,108527616,914878464,1199,23,34,0,0,7321,8063,169007,3141,570469,22688,0
7,18,0,7,2,13792,180397,4880592896,2899218432,799944704,7819071488,0,39764,62175,22569,108527616,914878464,1199,23,34,0,0,7851,11071,169007,3141,535482,22688,0
7,18,0,7,2,13792,180398,4882321408,2897555456,799952896,7819046912,0,139,671,896,108527616,914878464,1199,23,34,0,0,5790,7008,169007,3141,535076,22688,0
7,18,0,7,2,13792,180399,4883210240,2896658432,799952896,7819579392,0,277,707,785,108527616,914878464,1199,23,34,0,0,7873,7037,169007,3141,534857,22688,0
7,18,0,7,2,13856,180398,4883623936,2896244736,799952896,7819513856,0,1336,2037,2054,108527616,914878464,1199,23,34,0,0,5860,7044,169007,3141,534756,22688,0
7,18,0,7,2,13856,180397,4886331392,2893537280,799952896,7818989568,0,1979,2550,2902,108527616,914878464,1199,23,34,0,0,6313,7620,169007,3141,534095,22688,0
7,18,0,7,2,13856,180408,4881747968,2898071552,799952896,7819104256,0,324,775,1732,108527616,914878464,1199,23,34,0,0,5880,6713,169007,3141,535202,22688,0
7,18,0,6,2,13888,180362,4881408000,2900221952,799952896,7817293824,0,205,527,1148,108527616,914878464,1199,23,34,0,0,5860,7323,169007,3141,535727,22688,0
7,18,0,6,2,13856,180382,4880650240,2900910080,799965184,7817351168,0,1393,1641,1629,108527616,914878464,1199,23,34,0,0,5750,6850,169007,3141,535895,22688,0
7,18,0,6,2,13856,180382,4880879616,2900590592,799965184,7817900032,0,1372,2071,2238,108527616,914878464,1199,23,34,0,0,5990,7162,169007,3141,535817,22688,0
7,18,0,7,2,13824,180382,4881494016,2899976192,799965184,7817900032,0,1383,1924,1921,108527616,914878464,1199,23,34,0,0,23013,12710,169007,3141,535667,22688,0
7,18,0,7,2,13824,180381,4881928192,2899542016,799973376,7817367552,0,237,622,696,108527616,914878464,1199,23,34,0,0,6029,7832,169007,3141,535561,22688,0
