"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/zones_cpu_disk_swap_unix_tcp_sys_int_lock.csv --zones --cpu --disk --swap --unix --tcp --sys --int --lock 1 600",,,,"Date:","23 Mar 2023 14:04:41 -03"
"zones memory",,,,"total cpu usage",,,,,"dsk/total",,"swap",,"unix sockets",,,,"tcp sockets",,,,,"system",,"interrupts",,,"file locks",,,
159767,3141,521053,22688,9.068,2.733,88.075,0.124,0,0,0,108527616,914878464,56,983,55,928,7,20,1,8,1,2527,5664,0,123,0,83,12,13,82
159767,3141,520489,22688,9.057,3.722,87.097,0.124,0,0,5775360,108527616,914878464,56,983,55,928,7,20,1,8,1,2783,6797,0,118,0,83,12,13,82
159767,3141,520447,22688,13.367,3.026,83.607,0,0,0,0,108527616,914878464,56,983,55,928,7,20,1,8,1,2989,6907,0,152,0,83,12,13,82
159767,3141,514801,22688,8.511,3.880,87.359,0.250,0,0,196608,108527616,914878464,56,983,55,928,7,20,1,7,1,2714,7321,0,142,0,83,12,13,82
159767,3141,514569,22688,8.479,2.494,89.027,0,0,0,0,108527616,914878464,56,983,55,928,7,20,1,7,1,2480,5538,0,117,0,83,12,13,82
159767,3141,514221,22688,8.636,2.879,88.360,0.125,0,0,0,108527616,914878464,56,983,55,928,7,20,1,7,1,2600,5694,0,120,0,83,12,13,82
159767,3141,514112,22688,9.159,2.760,88.080,0,0,0,0,108527616,914878464,56,983,55,928,7,20,1,8,1,2617,6584,0,147,0,83,12,13,82
159767,3141,519823,22688,8.831,3.483,87.438,0.249,0,0,0,108527616,914878464,56,983,55,928,7,20,1,8,1,2501,6146,0,114,0,83,12,13,82
159767,3141,519468,22688,8.438,3.401,87.783,0.378,0,0,450560,108527616,914878464,56,983,55,928,7,20,1,8,1,2653,7580,0,156,0,83,12,13,82
159767,3141,519431,22688,8.375,3.250,88.375,0,0,0,0,108527616,914878464,56,983,55,928,7,20,1,8,1,2444,5686,0,118,0,83,12,13,82
159767,3141,520477,22688,9.250,2.375,88.250,0.125,0,0,0,108527616,914878464,56,983,55,928,7,20,1,8,1,2639,5950,0,114,0,83,12,13,82
168979,3141,525935,22688,11.925,3.478,84.472,0.124,0,1916928,2572288,108527616,914878464,56,981,55,926,7,21,2,8,1,2977,6949,0,130,0,83,12,13,82
169007,3141,525086,22688,8.428,2.138,89.308,0.126,0,0,0,108527616,914878464,56,981,55,926,7,22,1,8,1,2533,5929,0,126,0,83,12,13,82
169007,3141,526848,22688,8.978,4.364,86.534,0.125,0,0,655360,108527616,914878464,56,977,55,922,7,20,0,8,1,2750,8952,0,135,0,83,12,13,82
169007,3141,526429,22688,8.481,2.658,88.861,0,0,0,0,108527616,914878464,56,977,55,922,7,20,0,8,1,2557,5870,0,182,0,83,12,13,82
169007,3141,526728,22688,7.935,2.519,89.421,0.126,0,0,0,108527616,914878464,56,977,55,922,7,20,0,8,1,2436,5546,0,118,0,83,12,13,82
169007,3141,526612,22688,8.396,3.258,88.346,0,0,0,0,108527616,914878464,56,977,55,922,7,19,1,8,2,2605,6558,0,123,0,83,12,13,82
169007,3141,528722,22688,8.437,3.350,87.965,0.248,0,0,0,108527616,914878464,56,977,55,922,7,20,0,9,1,2493,5783,0,141,0,83,12,13,82
169007,3141,529637,22688,8,4.625,87.125,0.250,0,0,1556480,108527616,914878464,56,977,55,922,7,20,0,9,1,2762,8141,0,115,0,83,12,13,82
169007,3141,530070,22688,8.511,3.004,88.360,0.125,0,0,0,108527616,914878464,56,977,55,922,7,20,0,9,1,2325,5588,0,124,0,83,12,13,82
169007,3141,530003,22688,9.068,2.857,88.075,0,0,0,0,108527616,914878464,56,977,55,922,7,20,0,9,1,2497,5849,0,162,0,83,12,13,82
169007,3141,530164,22688,8.312,2.267,89.421,0,0,0,3710976,108527616,914878464,56,977,55,922,7,20,0,9,1,2655,6624,0,110,0,83,12,13,82
169007,3141,530479,22688,8.582,3.607,87.687,0.124,0,0,0,108527616,914878464,56,977,55,922,7,20,0,9,1,2501,5944,0,120,0,83,12,13,82
169007,3141,532418,22688,8.217,4.172,87.484,0.126,0,0,2859008,108527616,914878464,56,977,55,922,7,20,0,8,1,3865,37476,0,112,0,83,12,13,82
169007,3141,532181,22688,7.915,2.764,89.196,0.126,0,0,212992,108527616,914878464,56,977,55,922,7,20,0,8,1,2553,5667,0,120,0,83,12,13,82
169007,3141,532125,22688,7.925,3.270,88.679,0.126,0,0,0,108527616,914878464,56,977,55,922,7,20,0,8,1,2501,5661,0,115,0,83,12,13,82
169007,3141,531957,22688,7.702,2.778,89.520,0,0,0,0,108527616,914878464,56,977,55,922,7,20,0,9,1,2596,6480,0,186,0,83,12,13,82
169007,3141,525755,22688,9.625,3.250,87,0.125,0,0,0,108527616,914878464,56,977,55,922,7,20,0,10,1,2722,6895,0,152,0,83,12,13,82
169007,3141,524699,22688,7.702,3.788,88.258,0.253,0,0,0,108527616,914878464,56,977,55,922,7,20,0,10,1,2774,8289,0,136,0,83,12,13,82
169007,3141,524412,22688,7.731,3.242,88.778,0.249,0,0,229376,108527616,914878464,56,977,55,922,7,20,0,9,1,2597,5565,0,117,0,83,12,13,82
169007,3141,529161,22688,7.538,3.141,89.322,0,0,0,0,108527616,914878464,56,977,55,922,7,20,0,9,1,2454,5583,0,120,0,83,12,13,82
169007,3141,524316,22688,9.714,4.483,85.679,0.125,0,0,0,108527616,914878464,56,981,55,926,7,20,0,9,1,2983,7975,0,123,0,83,12,13,82
169007,3141,524763,22688,7.107,3.299,89.467,0.127,0,0,13746176,108527616,914878464,56,981,55,926,7,20,0,9,1,3283,9891,0,152,0,83,12,13,82
169007,3141,519879,22688,8.407,4.642,86.826,0.125,0,0,2007040,108527616,914878464,56,981,55,926,7,20,0,9,1,2884,8160,0,131,0,83,12,13,82
169007,3141,520564,22688,7.731,3.491,88.653,0.125,0,0,122880,108527616,914878464,56,981,55,926,7,20,0,9,1,2503,5807,0,118,0,83,12,13,82
169007,3141,520359,22688,8.271,2.632,88.972,0.125,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2475,5527,0,124,0,83,12,13,82
169007,3141,527826,22688,7.935,2.897,89.169,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2538,5644,0,120,0,83,12,13,82
169007,3141,527480,22688,8.944,3.478,87.453,0.124,0,0,548864,108527616,914878464,56,981,55,926,7,20,0,8,1,2575,5752,0,132,0,83,12,13,82
169007,3141,535556,22688,11.742,4.293,83.838,0.126,0,0,425984,108527616,914878464,56,997,55,942,7,20,0,9,1,3566,12252,0,195,0,84,12,13,83
169007,3141,534712,22688,7.683,3.149,89.043,0.126,0,0,696320,108527616,914878464,56,997,55,942,7,20,0,8,1,2633,6875,0,120,0,84,12,13,83
169007,3141,534547,22688,9.308,2.642,87.925,0.126,0,0,0,108527616,914878464,56,997,55,942,7,20,0,9,1,2603,6662,0,148,0,84,12,13,83
169007,3141,533966,22688,8.750,3.125,88.125,0,0,0,0,108527616,914878464,56,997,55,942,7,20,0,9,1,2623,6090,0,123,0,84,12,13,83
169007,3141,532725,22688,9.238,3.246,87.391,0.125,0,0,0,108527616,914878464,56,997,55,942,7,20,0,9,1,2690,6058,0,145,0,84,12,13,83
169007,3141,532551,22688,8.260,3.379,88.235,0.125,0,0,319488,108527616,914878464,56,997,55,942,7,20,0,9,1,2533,6748,0,116,0,84,12,13,83
169007,3141,531324,22688,9.023,3.885,86.967,0.125,0,0,253952,108527616,914878464,56,997,55,942,7,20,0,9,1,2869,9468,0,157,0,84,12,13,83
169007,3141,554875,22688,8.989,2.622,88.265,0.125,0,0,0,108527616,914878464,56,997,55,942,7,20,0,9,1,2568,5708,0,117,0,84,12,13,83
169007,3141,554881,22688,9.114,2.747,88.140,0,0,0,0,108527616,914878464,56,997,55,942,7,20,0,8,1,2565,5938,0,123,0,84,12,13,83
169007,3141,554842,22688,8.333,1.894,89.646,0.126,0,0,0,108527616,914878464,56,997,55,942,7,20,0,8,1,2463,5596,0,119,0,84,12,13,83
169007,3141,554592,22688,8.071,3.026,88.777,0.126,0,0,1204224,108527616,914878464,56,997,55,942,7,20,0,8,1,2605,6936,0,119,0,84,12,13,83
169007,3141,555324,22688,8.449,3.153,88.398,0,0,0,0,108527616,914878464,56,997,55,942,7,20,0,9,1,2696,7842,0,148,0,84,12,13,83
169007,3141,555219,22688,8.125,2.875,88.875,0.125,0,0,0,108527616,914878464,56,997,55,942,7,20,0,9,1,2505,5607,0,150,0,84,12,13,83
169007,3141,557545,22688,7.799,3.019,89.182,0,0,0,0,108527616,914878464,56,997,55,942,7,20,0,9,1,2458,5638,0,111,0,84,12,13,83
169007,3141,557007,22688,8.728,2.868,88.030,0.374,0,0,1581056,108527616,914878464,56,997,55,942,7,20,0,9,1,2610,5753,0,114,0,84,12,13,83
169007,3141,561266,22688,8.827,2.648,88.525,0,0,0,0,108527616,914878464,56,991,55,936,7,20,0,9,1,2687,7725,0,116,0,84,12,13,83
169007,3141,567648,22688,8.365,3.496,88.015,0.125,0,0,0,108527616,914878464,56,981,55,926,7,20,0,9,1,2561,7032,0,124,0,84,12,13,83
169007,3141,567430,22688,8.020,2.882,89.098,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,9,1,2407,5558,0,119,0,84,12,13,83
169007,3141,567382,22688,8.060,2.771,88.917,0.252,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2517,6035,0,150,0,84,12,13,83
169007,3141,566525,22688,8.260,3.254,87.985,0.501,0,0,8413184,108527616,914878464,56,981,55,926,7,20,0,8,1,2773,6867,0,115,0,84,12,13,83
169007,3141,566290,22688,14.482,3.371,82.147,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2850,7061,0,112,0,84,12,13,83
169007,3141,566182,22688,9.789,3.841,86.245,0.124,0,0,0,108527616,914878464,56,981,55,926,7,20,0,9,1,2565,7587,0,129,0,84,12,13,83
169007,3141,537121,22688,9.285,3.513,87.202,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,9,1,3505,35759,0,131,0,84,12,13,83
169007,3141,552933,22688,7.566,3.531,88.651,0.252,0,0,4120576,108527616,914878464,56,977,55,922,7,20,0,9,1,2656,6587,0,124,0,84,12,13,83
169007,3141,552316,22688,8.250,3,88.750,0,0,0,0,108527616,914878464,56,977,55,922,7,20,0,9,1,2597,5834,0,168,0,84,12,13,83
169007,3141,544968,22688,8.668,3.392,87.814,0.126,0,0,0,108527616,914878464,56,977,55,922,7,20,0,9,1,2671,7322,0,134,0,84,12,13,83
169007,3141,544675,22688,8.407,3.137,88.457,0,0,0,0,108527616,914878464,56,977,55,922,7,20,0,9,1,2524,6665,0,121,0,84,12,13,83
169007,3141,544507,22688,7.809,2.771,89.295,0.126,0,0,0,108527616,914878464,56,977,55,922,7,20,0,9,1,2526,5608,0,116,0,84,12,13,83
169007,3141,552340,22688,8.217,2.402,88.748,0.632,0,0,155648,108527616,914878464,56,977,55,922,7,20,0,8,1,2565,5728,0,118,0,84,12,13,83
169007,3141,551926,22688,8.271,2.632,88.972,0.125,0,0,0,108527616,914878464,56,977,55,922,7,20,0,8,1,2559,5646,0,118,0,84,12,13,83
169007,3141,552281,22688,9.193,3.478,87.081,0.248,0,0,753664,108527616,914878464,56,977,55,922,7,20,0,8,1,2656,7161,0,147,0,84,12,13,83
169007,3141,552011,22688,8.115,3.496,88.390,0,0,0,696320,108527616,914878464,56,977,55,922,7,20,0,8,1,2728,7060,0,116,0,84,12,13,83
169007,3141,553969,22688,9.125,2.875,87.875,0.125,0,0,0,108527616,914878464,56,977,55,922,7,20,0,9,1,2642,6493,0,143,0,83,12,13,82
169007,3141,553939,22688,8.115,2.996,88.889,0,0,0,0,108527616,914878464,56,977,55,922,7,20,0,9,1,2402,5626,0,121,0,83,12,13,82
169007,3141,553920,22688,8.312,2.897,88.665,0.126,0,0,737280,108527616,914878464,56,977,55,922,7,20,0,9,1,2459,5711,0,118,0,83,12,13,82
169007,3141,553855,22688,8.302,3.522,88.050,0.126,0,0,253952,108527616,914878464,56,977,55,922,7,20,0,9,1,2590,6855,0,116,0,83,12,13,82
169007,3141,553621,22688,8.783,3.388,87.704,0.125,0,0,0,108527616,914878464,56,977,55,922,7,20,0,8,1,2554,6910,0,149,0,83,12,13,82
169007,3141,553946,22688,8.438,2.393,89.169,0,0,0,0,108527616,914878464,56,977,55,922,7,20,0,8,1,2676,6215,0,152,0,83,12,13,82
169007,3141,553809,22688,8.156,3.262,88.457,0.125,0,0,0,108527616,914878464,56,977,55,922,7,20,0,8,1,2478,5785,0,119,0,83,12,13,82
169007,3141,553703,22688,8.166,3.015,88.693,0.126,0,0,0,108527616,914878464,56,977,55,922,7,20,0,8,1,2514,5600,0,115,0,83,12,13,82
169007,3141,552966,22688,8.060,4.282,87.154,0.504,0,0,18219008,108527616,914878464,56,977,55,922,7,20,0,7,1,4340,12692,0,121,0,83,12,13,82
169007,3141,552743,22688,9.227,3.242,87.282,0.249,0,0,466944,108527616,914878464,56,977,55,922,7,20,0,7,1,2628,6992,0,122,0,83,12,13,82
169007,3141,552505,22688,8.217,2.781,89.001,0,0,0,0,108527616,914878464,56,979,55,924,7,20,1,7,1,2507,5746,0,160,0,83,12,13,82
169007,3141,552459,22688,8.156,2.760,88.959,0.125,0,0,0,108527616,914878464,56,977,55,922,7,20,0,8,1,2476,6476,0,157,0,83,12,13,82
169007,3141,552570,22688,7.828,2.273,89.899,0,0,0,0,108527616,914878464,56,977,55,922,7,20,0,8,1,2506,5819,0,115,0,83,12,13,82
169007,3141,553009,22688,7.828,3.157,88.763,0.253,0,0,0,108527616,914878464,56,977,55,922,7,20,0,8,1,2577,6802,0,117,0,83,12,13,82
169007,3141,560313,22688,8.772,3.008,87.845,0.376,0,0,671744,108527616,914878464,56,977,55,922,7,20,0,8,1,2505,6942,0,114,0,83,12,13,82
169007,3141,568098,22688,7.528,2.886,89.460,0.125,0,0,319488,108527616,914878464,56,977,55,922,7,20,0,8,1,2456,5634,0,115,0,83,12,13,82
169007,3141,567916,22688,8.176,2.516,89.308,0,0,0,0,108527616,914878464,56,977,55,922,7,20,0,8,1,2405,5628,0,145,0,83,12,13,82
169007,3141,567860,22688,7.673,2.767,89.434,0.126,0,0,0,108527616,914878464,56,977,55,922,7,20,0,7,1,2343,5555,0,120,0,83,12,13,82
169007,3141,569420,22688,8.085,3.980,87.935,0,0,0,0,108527616,914878464,56,977,55,922,7,20,0,7,1,2708,6904,0,117,0,83,12,13,82
169007,3141,569248,22688,8.125,3.375,88.250,0.250,0,0,0,108527616,914878464,56,977,55,922,7,20,0,6,1,2523,6817,0,119,0,83,12,13,82
169007,3141,569206,22688,8.827,2.270,88.651,0.252,0,0,1613824,108527616,914878464,56,977,55,922,7,20,0,6,1,2512,5545,0,117,0,83,12,13,82
169007,3141,569528,22688,8.614,3.620,87.640,0.125,0,0,0,108527616,914878464,56,977,55,922,7,20,0,7,1,2549,6824,0,134,0,83,12,13,82
169007,3141,569362,22688,8.564,2.393,89.043,0,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2549,6213,0,157,0,83,12,13,82
169007,3141,563877,22688,8.920,2.764,88.191,0.126,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2529,6940,0,126,0,83,12,13,82
169007,3141,563628,22688,6.667,3.774,89.560,0,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2610,6860,0,118,0,83,12,13,82
169007,3141,563460,22688,7.980,2.868,88.778,0.374,0,0,401408,108527616,914878464,56,977,55,922,7,18,0,7,2,2433,5598,0,122,0,83,12,13,82
169007,3141,563292,22688,8,3,89,0,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2578,5569,0,118,0,83,12,13,82
169007,3141,568614,22688,8.375,3.250,88.250,0.125,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2559,5957,0,122,0,83,12,13,82
169007,3141,531054,22688,10.212,3.487,86.052,0.249,0,0,7446528,108527616,914878464,56,977,55,922,7,18,0,7,2,3942,36701,0,141,0,83,12,13,82
169007,3141,530705,22688,7.935,3.023,89.043,0,0,0,0,108527616,914878464,56,977,55,922,7,18,0,6,2,2620,7440,0,118,0,83,12,13,82
169007,3141,530593,22688,8.344,3.113,88.418,0.125,0,0,0,108527616,914878464,56,977,55,922,7,18,0,6,2,2623,5653,0,115,0,83,12,13,82
169007,3141,530835,22688,8.312,2.771,88.917,0,0,0,0,108527616,914878464,56,977,55,922,7,18,0,6,2,2465,6402,0,145,0,83,12,13,82
169007,3141,530833,22688,8.827,2.774,88.146,0.252,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2578,6612,0,144,0,83,12,13,82
169007,3141,530731,22688,7.468,3.038,89.114,0.380,0,0,1490944,108527616,914878464,56,977,55,922,7,18,0,7,2,2525,5748,0,123,0,83,12,13,82
169007,3141,530294,22688,8.291,4.020,87.563,0.126,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2835,10447,0,149,0,83,12,13,82
169007,3141,532349,22688,8.908,3.011,88.080,0,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2674,6129,0,149,0,83,12,13,82
169007,3141,531876,22688,8.302,3.019,88.553,0.126,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2577,6042,0,127,0,83,12,13,82
169007,3141,531778,22688,8.470,2.528,88.875,0.126,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2492,5560,0,123,0,83,12,13,82
169007,3141,531547,22688,7.702,3.030,88.889,0.379,0,0,606208,108527616,914878464,56,977,55,922,7,18,0,7,2,2477,5711,0,117,0,83,12,13,82
169007,3141,531710,22688,8.674,3.965,87.237,0.124,0,0,0,108527616,914878464,56,977,55,922,7,18,0,6,2,2658,7996,0,113,0,83,12,13,82
169007,3141,531591,22688,7.955,2.273,89.773,0,0,0,0,108527616,914878464,56,977,55,922,7,18,0,6,2,2393,5603,0,155,0,83,12,13,82
169007,3141,531549,22688,8.479,2.743,88.653,0.125,0,0,0,108527616,914878464,56,977,55,922,7,18,0,6,2,2417,5530,0,117,0,83,12,13,82
169007,3141,531388,22688,7.921,3.960,87.871,0.248,0,0,1687552,108527616,914878464,56,977,55,922,7,18,0,6,2,2701,6192,0,120,0,83,12,13,82
169007,3141,531157,22688,9.673,3.141,87.060,0.126,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2566,6502,0,138,0,83,12,13,82
169007,3141,531203,22688,8.647,3.133,88.221,0,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2671,8134,0,114,0,83,12,13,82
169007,3141,531121,22688,8.407,2.635,88.833,0.125,0,0,376832,108527616,914878464,56,977,55,922,7,18,0,7,2,2541,5800,0,121,0,83,12,13,82
169007,3141,531240,22688,7.595,2.658,89.620,0.127,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2547,5565,0,148,0,83,12,13,82
169007,3141,531264,22688,8.010,3.129,88.861,0,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2622,5582,0,120,0,83,12,13,82
169007,3141,531166,22688,8.020,3.133,88.596,0.251,0,0,442368,108527616,914878464,56,977,55,922,7,18,0,7,2,2531,5704,0,117,0,83,12,13,82
169007,3141,537052,22688,6.709,2.911,90.380,0,0,0,0,108527616,914878464,56,977,55,922,7,18,0,6,2,2565,8042,0,117,0,83,12,13,82
169007,3141,541226,22688,8.931,1.761,89.308,0,0,0,0,108527616,914878464,56,977,55,922,7,18,0,6,2,2455,6094,0,131,0,83,12,13,82
169007,3141,541001,22688,7.750,2.875,89.250,0.125,0,0,0,108527616,914878464,56,979,55,924,7,18,0,6,2,2339,5681,0,111,0,83,12,13,82
169007,3141,540836,22688,6.918,3.145,89.811,0.126,0,0,0,108527616,914878464,56,977,55,922,7,18,0,6,2,2529,5719,0,154,0,83,12,13,82
169007,3141,534110,22688,9.453,3.109,87.189,0.249,0,0,671744,108527616,914878464,56,977,55,922,7,18,0,7,2,2693,6914,0,145,0,83,12,13,82
169007,3141,533690,22688,7.885,4.005,87.985,0.125,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2654,8026,0,133,0,83,12,13,82
169007,3141,539568,22688,8.030,2.886,89.084,0,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2535,5705,0,122,0,83,12,13,82
169007,3141,550815,22688,8.105,3.616,88.155,0.125,0,0,1384448,108527616,914878464,56,977,55,922,7,18,0,7,2,2435,5677,0,118,0,83,12,13,82
169007,3141,550350,22688,9.227,2.494,88.155,0.125,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2494,6178,0,116,0,83,12,13,82
169007,3141,554930,22688,8.085,3.234,88.682,0,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2660,5586,0,152,0,83,12,13,82
169007,3141,556580,22688,7.431,4.660,87.783,0.126,0,0,14753792,108527616,914878464,56,977,55,922,7,18,0,7,2,3722,11836,0,114,0,83,12,13,82
169007,3141,562243,22688,7.712,2.528,89.633,0.126,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2462,6172,0,118,0,83,12,13,82
169007,3141,562419,22688,8.125,3.250,88.500,0.125,0,0,1687552,108527616,914878464,56,977,55,922,7,18,0,7,2,2549,5628,0,122,0,83,12,13,82
169007,3141,562014,22688,6.760,2.679,90.561,0,0,0,0,108527616,914878464,56,977,55,922,7,18,0,6,2,2391,5608,0,118,0,83,12,13,82
169007,3141,561919,22688,8.135,2.879,88.861,0.125,0,0,204800,108527616,914878464,56,977,55,922,7,18,0,6,2,2532,5661,0,115,0,83,12,13,82
169007,3141,570482,22688,9.434,2.893,87.547,0.126,0,0,516096,108527616,914878464,56,977,55,922,7,18,0,7,2,2691,7804,0,169,0,83,12,13,82
169007,3141,570469,22688,7.403,3.513,89.084,0,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2545,6773,0,121,0,83,12,13,82
169007,3141,535482,22688,9.091,4.857,85.928,0.125,0,0,2646016,108527616,914878464,56,977,55,922,7,18,0,7,2,3434,35544,0,128,0,83,12,13,82
169007,3141,535076,22688,8.532,2.886,88.457,0.125,0,0,311296,108527616,914878464,56,977,55,922,7,18,0,7,2,2467,5961,0,120,0,83,12,13,82
169007,3141,534857,22688,8.260,3.004,88.611,0.125,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2527,5685,0,114,0,83,12,13,82
169007,3141,534640,22688,8.375,3.125,88.375,0.125,0,0,1343488,108527616,914878464,56,977,55,922,7,18,0,7,2,2613,6930,0,117,0,83,12,13,82
169007,3141,534095,22688,8.761,3.254,87.985,0,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2670,6772,0,161,0,83,12,13,82
169007,3141,535202,22688,7.421,3.270,89.182,0.126,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2447,5578,0,115,0,83,12,13,82
169007,3141,535727,22688,8.115,2.996,88.889,0,0,0,516096,108527616,914878464,56,977,55,922,7,18,0,6,2,2495,5717,0,116,0,83,12,13,82
169007,3141,535905,22688,8.783,3.011,88.080,0.125,0,0,0,108527616,914878464,56,977,55,922,7,18,0,6,2,2502,5693,0,111,0,83,12,13,82
169007,3141,535817,22688,7.915,2.889,89.070,0.126,0,0,262144,108527616,914878464,56,977,55,922,7,18,0,6,2,2601,6885,0,118,0,83,12,13,82
169007,3141,535607,22688,8.875,3.125,88,0,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2680,7742,0,135,0,83,12,13,82
169007,3141,535561,22688,7.769,3.008,89.098,0.125,0,0,491520,108527616,914878464,56,977,55,922,7,18,0,7,2,2437,5647,0,139,0,83,12,13,82
169007,3141,535300,22688,8.145,2.632,89.098,0.125,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2495,5655,0,120,0,83,12,13,82
169007,3141,535132,22688,9.193,3.106,87.702,0,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2478,5698,0,118,0,83,12,13,82
169007,3141,534050,22688,7.384,4.380,88.110,0.125,0,0,16195584,108527616,914878464,56,977,55,922,7,18,0,7,2,4258,12928,0,116,0,83,12,13,82
169007,3141,534098,22688,7.895,3.383,88.722,0,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2492,6827,0,119,0,83,12,13,82
169007,3141,543916,22688,7.375,3.875,88.625,0.125,0,0,1900544,108527616,914878464,56,977,55,922,7,18,0,7,2,2354,5575,0,118,0,83,12,13,82
169007,3141,544029,22688,8.842,3.362,87.796,0,0,0,0,108527616,914878464,56,977,55,922,7,18,0,6,2,2437,5871,0,147,0,83,12,13,82
169007,3141,536903,22688,8.805,2.516,88.553,0.126,0,0,0,108527616,914878464,56,977,55,922,7,18,0,6,2,2494,5850,0,129,0,83,12,13,82
169007,3141,536754,22688,8.385,3.254,88.360,0,0,0,0,108527616,914878464,56,977,55,922,7,18,0,6,2,2586,6792,0,117,0,83,12,13,82
169007,3141,542643,22688,9.102,3.367,87.406,0.125,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2716,7754,0,146,0,83,12,13,82
169007,3141,542353,22688,8.674,3.841,87.237,0.248,0,0,393216,108527616,914878464,56,977,55,922,7,18,0,7,2,2537,5780,0,131,0,83,12,13,82
169007,3141,542270,22688,8.966,2.615,88.294,0.125,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2495,5676,0,117,0,83,12,13,82
169007,3141,569290,22688,8.500,3.125,88.375,0,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2528,6124,0,153,0,83,12,13,82
169007,3141,570042,22688,14.482,3.246,82.147,0.125,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2819,7114,0,127,0,83,12,13,82
169007,3141,569741,22688,8.690,3.023,88.287,0,0,0,0,108527616,914878464,56,977,55,922,7,18,0,7,2,2531,7051,0,122,0,83,12,13,82
169007,3141,569405,22688,8.831,3.483,86.940,0.746,0,0,434176,108527616,914878464,56,977,55,922,7,18,0,8,2,2519,6435,0,129,0,83,12,13,82
169007,3141,569174,22688,9.011,2.879,87.985,0.125,0,0,0,108527616,914878464,56,977,55,922,7,18,0,6,2,2624,6214,0,131,0,83,12,13,82
169007,3141,569188,22688,8.365,3.496,88.015,0.125,0,0,401408,108527616,914878464,56,979,55,924,7,20,0,6,2,2526,5790,0,134,0,83,12,13,82
169007,3141,570820,22688,8.468,3.861,87.671,0,0,0,65536,108527616,914878464,56,977,55,922,7,19,0,7,2,2717,9348,0,160,0,83,12,13,82
169007,3141,570918,22688,8.081,2.904,88.889,0.126,0,0,0,108527616,914878464,56,977,55,922,7,19,0,7,2,2628,7229,0,120,0,83,12,13,82
169007,3141,570968,22688,8.706,2.736,88.308,0.249,0,0,2039808,108527616,914878464,56,977,55,922,7,19,0,8,2,2654,6747,0,141,0,83,12,13,82
169007,3141,570686,22688,8.312,2.897,88.791,0,0,0,0,108527616,914878464,56,977,55,922,7,19,0,8,2,2663,5995,0,121,0,83,12,13,82
169007,3141,571799,22688,8.750,2.500,88.625,0.125,0,0,0,108527616,914878464,56,977,55,922,7,19,0,8,2,2592,5705,0,115,0,83,12,13,82
169007,3141,572587,22688,9.091,3.487,87.422,0,0,0,0,108527616,914878464,56,977,55,922,7,19,0,8,2,2640,7003,0,138,0,83,12,13,82
169007,3141,572335,22688,7.935,3.401,88.539,0.126,0,0,6406144,108527616,914878464,56,977,55,922,7,19,0,8,2,2755,8114,0,155,0,83,12,13,82
