"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/mem_lock_vm_vm-adv_raw_int_disk_udp.csv --mem --lock --vm --vm-adv --raw --int --disk --udp 1 600",,,,"Date:","23 Mar 2023 14:04:41 -03"
"memory usage",,,,"file locks",,,,"virtual memory",,,,"advanced virtual memory",,,,,"raw","interrupts",,,"dsk/total",,"udp",
4735066112,3038228480,799768576,7826087936,83,12,13,82,0,1665,2184,3736,0,0,0,0,0,0,0,117,0,0,0,25,16
4735930368,3037523968,799768576,7825670144,83,12,13,82,0,1361,1887,1910,0,0,0,0,0,0,0,118,0,0,0,25,16
4737683456,3037351936,799780864,7824011264,83,12,13,82,0,289,809,1217,0,0,0,0,0,0,0,118,0,0,1613824,25,16
4736471040,3038670848,799780864,7823904768,83,12,13,82,0,66,599,1049,0,0,0,0,0,0,0,134,0,0,0,25,15
4736933888,3037990912,799780864,7824711680,83,12,13,82,0,750,1585,769,0,0,0,0,0,0,0,157,0,0,0,25,15
4759388160,3015524352,799780864,7824756736,83,12,13,82,0,8762,9750,2803,0,0,0,0,0,0,0,126,0,0,0,25,15
4760403968,3014504448,799780864,7824269312,83,12,13,82,0,1797,2009,2030,0,0,0,0,0,0,0,117,0,0,0,25,15
4761088000,3013816320,799784960,7824138240,83,12,13,82,0,76,597,542,0,0,0,0,0,0,0,123,0,0,401408,25,15
4761772032,3013128192,799784960,7824207872,83,12,13,82,0,53,506,827,0,0,0,0,0,0,0,118,0,0,0,25,15
4741775360,3034927104,799784960,7822671872,83,12,13,82,0,905,1567,6886,0,0,0,0,0,0,0,122,0,0,0,25,16
4890419200,2881081344,799805440,7828111360,83,12,13,82,0,39753,61973,23627,0,0,0,0,0,0,0,141,0,0,7446528,25,16
4891713536,2879651840,799805440,7827914752,83,12,13,82,0,2222,3018,3094,0,0,0,0,0,0,0,118,0,0,0,25,16
4892172288,2879193088,799805440,7827656704,83,12,13,82,0,62,511,487,0,0,0,0,0,0,0,115,0,0,0,25,16
4891172864,2880184320,799805440,7827664896,83,12,13,82,0,128,584,2016,0,0,0,0,0,0,0,145,0,0,0,25,16
4891176960,2880176128,799805440,7827800064,83,12,13,82,0,214,645,591,0,0,0,0,0,0,0,144,0,0,0,25,16
4891586560,2879758336,799813632,7828066304,83,12,13,82,0,195,987,979,0,0,0,0,0,0,0,123,0,0,1490944,25,16
4893360128,2877968384,799813632,7828209664,83,12,13,82,0,4684,5090,5022,0,0,0,0,0,0,0,149,0,0,0,25,15
4884942848,2886385664,799813632,7827877888,83,12,13,82,0,1990,3445,2668,0,0,0,0,0,0,0,149,0,0,0,25,15
4888502272,2884448256,799813632,7826063360,83,12,13,82,0,924,993,1704,0,0,0,0,0,0,0,127,0,0,0,28,15
4888899584,2884046848,799813632,7826132992,83,12,13,82,0,41,519,487,0,0,0,0,0,0,0,123,0,0,0,28,15
4889841664,2883100672,799825920,7826124800,83,12,13,82,0,186,693,682,0,0,0,0,0,0,0,117,0,0,606208,28,15
4888895488,2883768320,799825920,7826604032,83,12,13,82,0,2624,3372,3769,0,0,0,0,0,0,0,112,0,0,0,28,15
4889640960,2883280896,799825920,7826604032,83,12,13,82,0,200,502,479,0,0,0,0,0,0,0,155,0,0,0,28,15
4889808896,2883108864,799825920,7826341888,83,12,13,82,0,69,502,594,0,0,0,0,0,0,0,118,0,0,0,25,15
4892270592,2882449408,799854592,7824384000,83,12,13,82,0,48,773,1472,0,0,0,0,0,0,0,120,0,0,1687552,25,15
4893143040,2881503232,799854592,7824457728,83,12,13,82,0,527,1047,676,0,0,0,0,0,0,0,138,0,0,0,25,15
4892864512,2881691648,799854592,7824482304,83,12,13,82,0,2747,3212,3217,0,0,0,0,0,0,0,114,0,0,0,25,15
4893188096,2881355776,799862784,7825010688,83,12,13,82,0,579,1224,1036,0,0,0,0,0,0,0,121,0,0,376832,25,15
4892979200,2881843200,799862784,7824400384,83,12,13,82,0,59,516,692,0,0,0,0,0,0,0,148,0,0,0,25,15
4892876800,2881941504,799862784,7824211968,83,12,13,82,0,58,503,498,0,0,0,0,0,0,0,120,0,0,0,25,15
4893274112,2881540096,799870976,7824207872,83,12,13,82,0,580,631,854,0,0,0,0,0,0,0,117,0,0,442368,25,15
4869152768,2905649152,799870976,7824154624,83,12,13,82,0,2636,3285,8148,0,0,0,0,0,0,0,117,0,0,0,25,15
4852015104,2922745856,799870976,7824429056,83,12,13,82,0,1455,2433,5699,0,0,0,0,0,0,0,130,0,0,0,25,15
4854439936,2921824256,799870976,7823216640,83,12,13,82,0,250,877,1003,0,0,0,0,0,0,0,112,0,0,0,25,15
4855312384,2921148416,799870976,7822884864,83,12,13,82,0,200,533,659,0,0,0,0,0,0,0,154,0,0,0,25,15
4882841600,2893598720,799887360,7822630912,83,12,13,82,0,7072,8651,1975,0,0,0,0,0,0,0,145,0,0,671744,25,15
4884557824,2891878400,799887360,7822503936,83,12,13,82,0,2592,3204,3228,0,0,0,0,0,0,0,133,0,0,0,25,15
4860477440,2915954688,799887360,7822573568,83,12,13,82,0,161,622,6076,0,0,0,0,0,0,0,121,0,0,0,25,15
4821331968,2962022400,799907840,7815897088,83,12,13,82,0,288,1004,14018,0,0,0,0,0,0,0,119,0,0,1384448,25,14
4823400448,2960117760,799907840,7815991296,83,12,13,82,0,975,1613,1262,0,0,0,0,0,0,0,116,0,0,0,25,14
4804603904,2978877440,799907840,7815495680,83,12,13,82,0,352,888,5735,0,0,0,0,0,0,0,152,0,0,0,25,14
4797747200,2985635840,799907840,7815536640,83,12,13,82,0,1701,3982,5371,0,0,0,0,0,0,0,114,0,0,14753792,25,14
4774547456,3008831488,799907840,7815540736,83,12,13,82,0,1133,1647,7866,0,0,0,0,0,0,0,118,0,0,0,25,14
4773818368,3009552384,799920128,7815602176,83,12,13,82,0,350,864,1189,0,0,0,0,0,0,0,122,0,0,1687552,25,14
4775452672,3007893504,799920128,7815892992,83,12,13,82,0,46,631,486,0,0,0,0,0,0,0,118,0,0,0,25,14
4775829504,3007504384,799928320,7816155136,83,12,13,82,0,185,651,801,0,0,0,0,0,0,0,115,0,0,204800,25,14
4740706304,3042578432,799928320,7815872512,83,12,13,82,0,1627,2218,10695,0,0,0,0,0,0,0,168,0,0,516096,25,14
4740755456,3042525184,799928320,7815618560,83,12,13,82,0,1305,1842,1882,0,0,0,0,0,0,0,122,0,0,0,25,14
4880592896,2899218432,799944704,7819337728,83,12,13,82,0,39763,62196,22576,0,0,0,0,0,0,0,128,0,0,2646016,25,14
4882321408,2897555456,799952896,7819046912,83,12,13,82,0,149,656,888,0,0,0,0,0,0,0,120,0,0,311296,25,14
4883210240,2896658432,799952896,7819579392,83,12,13,82,0,267,693,796,0,0,0,0,0,0,0,114,0,0,0,25,14
4884099072,2895769600,799952896,7819247616,83,12,13,82,0,1337,2043,2173,0,0,0,0,0,0,0,117,0,0,1343488,25,14
4886327296,2893537280,799952896,7818993664,83,12,13,82,0,1980,2550,2771,0,0,0,0,0,0,0,160,0,0,0,25,14
4881747968,2898071552,799952896,7819104256,83,12,13,82,0,323,790,1746,0,0,0,0,0,0,0,116,0,0,0,25,14
4881408000,2900221952,799965184,7817281536,83,12,13,82,0,314,709,1475,0,0,0,0,0,0,0,116,0,0,516096,25,14
4880609280,2900951040,799965184,7817351168,83,12,13,82,0,1283,1448,1309,0,0,0,0,0,0,0,111,0,0,0,25,14
4880879616,2900590592,799965184,7817900032,83,12,13,82,0,1373,2071,2223,0,0,0,0,0,0,0,118,0,0,262144,25,14
4881739776,2899730432,799965184,7817633792,83,12,13,82,0,1382,1925,2053,0,0,0,0,0,0,0,135,0,0,0,25,14
4881928192,2899542016,799973376,7817367552,83,12,13,82,0,237,640,569,0,0,0,0,0,0,0,139,0,0,491520,25,14
4882984960,2898472960,799973376,7817445376,83,12,13,82,0,531,970,613,0,0,0,0,0,0,0,120,0,0,0,25,14
4883628032,2897784832,799973376,7817490432,83,12,13,82,0,529,978,547,0,0,0,0,0,0,0,118,0,0,0,25,14
4888051712,2893352960,799981568,7817756672,83,12,13,82,0,1362,4011,3887,0,0,0,0,0,0,0,116,0,0,16195584,25,14
4887851008,2893549568,799981568,7818018816,83,12,13,82,0,1476,1864,2073,0,0,0,0,0,0,0,118,0,0,0,25,14
4849483776,2933764096,799993856,7815892992,83,12,13,82,0,123,891,11261,0,0,0,0,0,0,0,119,0,0,1900544,25,14
4849135616,2934226944,799993856,7815520256,83,12,13,82,0,49,527,574,0,0,0,0,0,0,0,146,0,0,0,25,14
4878323712,2905038848,799993856,7815753728,83,12,13,82,0,7480,8372,1296,0,0,0,0,0,0,0,130,0,0,0,25,14
4878929920,2904428544,799993856,7815458816,83,12,13,82,0,1562,1908,1884,0,0,0,0,0,0,0,117,0,0,0,25,14
4854763520,2928549888,799993856,7815770112,83,12,13,82,0,1859,2325,8154,0,0,0,0,0,0,0,143,0,0,0,25,14
4855939072,2927362048,800006144,7816028160,83,12,13,82,0,52,580,540,0,0,0,0,0,0,0,134,0,0,393216,25,14
4858097664,2927022080,800006144,7814008832,83,12,13,82,0,551,956,1076,0,0,0,0,0,0,0,116,0,0,0,25,14
4747423744,3037696000,800006144,7813685248,83,12,13,82,0,1719,2673,29723,0,0,0,0,0,0,0,154,0,0,0,25,14
4744495104,3040530432,800006144,7813779456,83,12,13,82,0,2308,3431,4812,0,0,0,0,0,0,0,127,0,0,0,25,14
4745469952,3039543296,800006144,7813558272,83,12,13,82,0,1551,2631,2525,0,0,0,0,0,0,0,122,0,0,0,25,14
4746842112,3038167040,800014336,7814377472,83,12,13,82,0,110,762,643,0,0,0,0,0,0,0,129,0,0,434176,25,14
4747567104,3037220864,800014336,7814332416,83,12,13,82,0,929,1443,843,0,0,0,0,0,0,0,131,0,0,0,25,14
4747501568,3037278208,800018432,7814078464,83,12,13,82,0,96,606,1166,0,0,0,0,0,0,0,134,0,0,401408,25,14
4746301440,3043962880,800018432,7808524288,83,12,13,82,0,2868,3218,4880,0,0,0,0,0,0,0,160,0,0,65536,25,14
4747497472,3044364288,800018432,7806926848,83,12,13,82,0,2616,3243,2430,0,0,0,0,0,0,0,120,0,0,0,25,14
4747358208,3044569088,800051200,7806894080,83,12,13,82,0,337,1015,944,0,0,0,0,0,0,0,141,0,0,2039808,25,14
4748283904,3043414016,800051200,7807647744,83,12,13,82,0,322,789,599,0,0,0,0,0,0,0,121,0,0,0,25,14
4743720960,3047972864,800051200,7807119360,83,12,13,82,0,134,609,1909,0,0,0,0,0,0,0,114,0,0,0,25,14
4740444160,3051200512,800051200,7806877696,83,12,13,82,0,2249,3303,2785,0,0,0,0,0,0,0,139,0,0,0,25,14
4741472256,3050168320,800051200,7807180800,83,12,13,82,0,1506,2736,2789,0,0,0,0,0,0,0,155,0,0,6406144,25,14
4742393856,3049242624,800059392,7807176704,83,12,13,82,0,84,603,608,0,0,0,0,0,0,0,122,0,0,663552,25,14
4742782976,3050442752,800059392,7805853696,83,12,13,82,0,51,633,943,0,0,0,0,0,0,0,111,0,0,0,25,14
4742578176,3050844160,800059392,7805915136,83,12,13,82,0,316,760,1175,0,0,0,0,0,0,0,120,0,0,0,25,14
4881301504,2906935296,800059392,7810768896,83,12,13,82,0,40163,61655,21931,0,0,0,0,0,0,0,114,0,0,0,25,14
4880875520,2907361280,800059392,7810510848,83,12,13,82,0,1360,1909,2341,0,0,0,0,0,0,0,116,0,0,0,25,14
4873785344,2914406400,800071680,7810543616,83,12,13,82,0,199,980,4049,0,0,0,0,0,0,0,157,0,0,2146304,25,14
4874723328,2913443840,800071680,7810633728,83,12,13,82,0,98,560,559,0,0,0,0,0,0,0,140,0,0,0,25,14
4867477504,2920685568,800071680,7810904064,83,12,13,82,0,219,633,2774,0,0,0,0,0,0,0,124,0,0,0,25,14
4868939776,2919219200,800079872,7811092480,83,12,13,82,0,1924,2503,2178,0,0,0,0,0,0,0,121,0,0,270336,25,14
4847575040,2942349312,800079872,7809126400,83,12,13,82,0,1933,2250,8212,0,0,0,0,0,0,0,121,0,0,0,25,14
4838121472,2951786496,800079872,7808884736,83,12,13,82,0,949,1454,3422,0,0,0,0,0,0,0,125,0,0,0,25,14
4829458432,2960244736,800079872,7809089536,83,12,13,82,0,201,585,3326,0,0,0,0,0,0,0,148,0,0,0,25,14
4855316480,2934337536,800079872,7808905216,83,12,13,82,0,7468,8931,1796,0,0,0,0,0,0,0,136,0,0,0,25,14
4856475648,2933170176,800092160,7809658880,83,12,13,82,0,1341,2063,1893,0,0,0,0,0,0,0,114,0,0,548864,25,14
4837003264,2952626176,800092160,7809142784,83,12,13,82,0,1339,1876,7537,0,0,0,0,0,0,0,144,0,0,0,25,14
4837666816,2952216576,800092160,7808897024,83,12,13,82,0,215,954,969,0,0,0,0,0,0,0,121,0,0,3284992,25,14
4836622336,2954874880,800092160,7807283200,83,12,13,82,0,1153,1694,2958,0,0,0,0,0,0,0,129,0,0,0,25,14
4837117952,2954612736,800092160,7806984192,83,12,13,82,0,176,649,553,0,0,0,0,0,0,0,160,0,0,0,25,14
4834668544,2956972032,800100352,7807066112,83,12,13,82,0,1525,1925,2841,0,0,0,0,0,0,0,117,0,0,188416,25,14
4835573760,2956013568,800100352,7807709184,83,12,13,82,0,2249,3043,3055,0,0,0,0,0,0,0,117,0,0,557056,25,14
4830699520,2960838656,800108544,7807483904,83,12,13,82,0,67,2420,2885,0,0,0,0,0,0,0,114,0,0,13451264,25,14
4831592448,2959904768,800108544,7807193088,83,12,13,82,0,488,615,617,0,0,0,0,0,0,0,122,0,0,0,25,14
4830777344,2960719872,800116736,7807119360,83,12,13,82,0,259,707,930,0,0,0,0,0,0,0,113,0,0,229376,25,14
4831346688,2960142336,800116736,7807127552,83,12,13,82,0,191,500,484,0,0,0,0,0,0,0,157,0,0,0,25,14
4832501760,2960826368,800116736,7805554688,83,12,13,82,0,2600,3355,3680,0,0,0,0,0,0,0,119,0,0,0,25,14
4734312448,3059015680,800129024,7805865984,83,12,13,82,0,1174,2294,23743,0,0,0,0,0,0,0,129,0,0,565248,25,14
4733054976,3059961856,800129024,7805644800,83,12,13,82,0,937,1574,1572,0,0,0,0,0,0,0,122,0,0,0,25,14
4733972480,3059044352,800129024,7805587456,83,12,13,82,0,384,673,597,0,0,0,0,0,0,0,141,0,0,0,25,14
4734361600,3058651136,800129024,7805591552,83,12,13,82,0,49,516,492,0,0,0,0,0,0,0,117,0,0,0,25,14
4734664704,3058348032,800129024,7805657088,83,12,13,82,0,2894,3524,3488,0,0,0,0,0,0,0,155,0,0,0,25,14
4735807488,3057197056,800137216,7805923328,83,12,13,82,0,98,693,570,0,0,0,0,0,0,0,118,0,0,360448,25,14
4734980096,3058012160,800137216,7806193664,83,12,13,82,0,181,482,880,0,0,0,0,0,0,0,117,0,0,0,25,14
4730384384,3069882368,800137216,7798575104,83,12,13,82,0,142,654,5194,0,0,0,0,0,0,0,120,0,0,0,25,14
4731478016,3068657664,800137216,7798448128,83,12,13,82,0,763,1088,610,0,0,0,0,0,0,0,116,0,0,0,25,14
4731420672,3068715008,800137216,7798448128,83,12,13,82,0,2636,3227,3384,0,0,0,0,0,0,0,114,0,0,0,25,14
4732321792,3067805696,800145408,7798513664,83,12,13,82,0,244,808,736,0,0,0,0,0,0,0,153,0,0,1712128,25,14
4731842560,3068272640,800145408,7799050240,83,12,13,82,0,64,1377,1232,0,0,0,0,0,0,0,117,0,0,5808128,25,14
4731080704,3069026304,800145408,7798726656,83,12,13,82,0,222,644,1009,0,0,0,0,0,0,0,123,0,0,0,25,14
4731506688,3068596224,800145408,7798472704,83,12,13,82,0,75,587,593,0,0,0,0,0,0,0,136,0,0,0,25,14
4734631936,3067301888,800145408,7796707328,83,12,13,82,0,3335,3807,3689,0,0,0,0,0,0,0,110,0,0,0,25,14
4886802432,2910003200,800157696,7801823232,83,12,13,82,0,40025,61734,20822,0,0,0,0,0,0,0,119,0,0,851968,25,14
4888125440,2908540928,800157696,7801962496,83,12,13,82,0,251,734,613,0,0,0,0,0,0,0,159,0,0,0,25,14
4916363264,2880290816,800174080,7802417152,83,12,13,82,0,7264,8577,1898,0,0,0,0,0,0,0,130,0,0,2121728,25,14
4915748864,2880888832,800174080,7802163200,83,12,13,82,0,268,544,652,0,0,0,0,0,0,0,118,0,0,0,25,14
4915933184,2880700416,800174080,7801909248,83,12,13,82,0,2622,3260,3248,0,0,0,0,0,0,0,120,0,0,0,25,14
4892340224,2904293376,800174080,7801974784,83,12,13,82,0,494,740,6537,0,0,0,0,0,0,0,132,0,0,0,25,14
4893044736,2903584768,800174080,7801978880,83,12,13,82,0,86,518,539,0,0,0,0,0,0,0,114,0,0,0,25,14
4895637504,2902622208,800178176,7800811520,83,12,13,82,0,1985,2654,1587,0,0,0,0,0,0,0,153,0,0,434176,25,14
4896788480,2901372928,800178176,7800967168,83,12,13,82,0,435,905,669,0,0,0,0,0,0,0,123,0,0,0,25,14
4891959296,2906202112,800178176,7800434688,83,12,13,82,0,3077,3749,6389,0,0,0,0,0,0,0,130,0,0,0,25,14
4893454336,2905001984,800178176,7800147968,83,12,13,82,0,105,536,789,0,0,0,0,0,0,0,119,0,0,0,25,14
4893827072,2904629248,800178176,7801196544,83,12,13,82,0,175,834,1050,0,0,0,0,0,0,0,143,0,0,0,25,14
4896382976,2902065152,800186368,7800328192,83,12,13,82,0,47,2604,2839,0,0,0,0,0,0,0,117,0,0,16941056,25,14
4898279424,2900152320,800186368,7800360960,83,12,13,82,0,1589,1974,2004,0,0,0,0,0,0,0,159,0,0,0,25,14
4898881536,2901303296,800186368,7798865920,83,12,13,82,0,1841,2271,2611,0,0,0,0,0,0,0,118,0,0,0,25,14
4925366272,2874744832,800206848,7798718464,83,12,13,82,0,8454,9093,1913,0,0,0,0,0,0,0,115,0,0,802816,28,14
4925640704,2874429440,800206848,7798501376,83,12,13,82,0,647,1089,1057,0,0,0,0,0,0,0,123,0,0,0,28,14
4772098048,3027963904,800206848,7798710272,83,12,13,82,0,740,2313,38968,0,0,0,0,0,0,0,136,0,0,0,28,14
4773703680,3026350080,800206848,7799316480,83,12,13,82,0,508,913,705,0,0,0,0,0,0,0,121,0,0,0,28,14
4749471744,3050577920,800206848,7800094720,83,12,13,82,0,1477,2105,7826,0,0,0,0,0,0,0,182,0,0,0,28,14
4749258752,3050778624,800215040,7798767616,83,12,13,82,0,2182,3254,3109,0,0,0,0,0,0,0,148,0,0,245760,25,14
4749402112,3052269568,800215040,7796891648,83,12,13,82,0,811,1472,2741,0,0,0,0,0,0,0,114,0,0,0,25,14
4748951552,3052675072,800215040,7796871168,83,12,13,82,0,101,538,555,0,0,0,0,0,0,0,115,0,0,0,25,14
4747431936,3054194688,800215040,7796871168,83,12,13,82,0,405,742,2585,0,0,0,0,0,0,0,115,0,0,0,25,14
4747292672,3054235648,800215040,7796969472,83,12,13,82,0,1366,1964,2213,0,0,0,0,0,0,0,120,0,0,0,25,14
4748054528,3053469696,800227328,7797682176,83,12,13,82,0,1349,2098,1921,0,0,0,0,0,0,0,149,0,0,491520,25,14
4747907072,3053604864,800227328,7797161984,83,12,13,82,0,92,534,694,0,0,0,0,0,0,0,121,0,0,0,25,14
4748517376,3052969984,800235520,7797055488,83,12,13,82,0,307,636,718,0,0,0,0,0,0,0,108,0,0,221184,25,14
4745715712,3061051392,800235520,7791775744,83,12,13,82,0,252,724,2739,0,0,0,0,0,0,0,69,0,0,0,25,14
4746231808,3060748288,800235520,7791599616,83,12,13,82,0,1337,1880,1847,0,0,0,0,0,0,0,71,0,0,0,25,14
4747423744,3061293056,800235520,7790129152,83,12,13,82,0,2255,2813,2515,0,0,0,0,0,0,0,98,0,0,0,25,14
4747894784,3060822016,800235520,7790387200,83,12,13,82,0,187,511,522,0,0,0,0,0,0,0,106,0,0,0,25,14
4770979840,3037712384,800256000,7790059520,83,12,13,82,0,7130,8788,2198,0,0,0,0,0,0,0,99,0,0,1630208,25,14
4771069952,3037622272,800256000,7789801472,83,12,13,82,0,47,1293,1281,0,0,0,0,0,0,0,76,0,0,6430720,25,14
4747984896,3060707328,800256000,7789801472,83,12,13,82,0,2934,3443,7378,0,0,0,0,0,0,0,49,0,0,0,25,14
4748505088,3060146176,800256000,7789907968,83,12,13,82,0,1690,2060,1827,0,0,0,0,0,0,0,35,0,0,0,25,14
4749262848,3059372032,800256000,7790190592,83,12,13,82,0,46,614,469,0,0,0,0,0,0,0,32,0,0,0,25,14
4749025280,3061444608,800268288,7788535808,83,12,13,82,0,441,1178,1695,0,0,0,0,0,0,0,65,0,0,1662976,25,14
4914712576,2890592256,800268288,7793496064,83,12,13,82,0,45539,67195,22842,0,0,0,0,0,0,0,60,0,0,0,20,14
4917727232,2887544832,800268288,7793532928,83,12,13,82,0,3149,3567,2984,0,0,0,0,0,0,0,192,0,0,0,25,14
4919230464,2886037504,800268288,7793819648,83,12,13,82,0,3275,3940,3207,0,0,0,0,0,0,0,137,0,0,0,25,15
4925583360,2879672320,800268288,7793553408,83,12,13,82,0,3021,4032,1509,0,0,0,0,0,0,0,153,0,0,0,25,15
4900368384,2904842240,800276480,7794057216,83,12,13,82,0,697,1335,6437,0,0,0,0,0,0,0,118,0,0,2260992,25,15
4900823040,2904367104,800276480,7794135040,83,12,13,82,0,872,1183,958,0,0,0,0,0,0,0,152,0,0,0,25,15
4904132608,2901057536,800276480,7793836032,83,12,13,82,0,2444,3558,3010,0,0,0,0,0,0,0,133,0,0,0,25,15
4891119616,2915860480,800296960,7791566848,83,12,13,82,0,2455,3669,6214,0,0,0,0,0,0,0,142,0,0,729088,25,15
4892274688,2914897920,800296960,7791607808,83,12,13,82,0,92,550,2111,0,0,0,0,0,0,0,124,0,0,0,25,15
4894707712,2912456704,800317440,7791362048,83,12,13,82,0,300,1744,1645,0,0,0,0,0,0,0,127,0,0,671744,25,15
4900995072,2906152960,800317440,7792136192,83,12,13,82,0,431,2914,2802,0,0,0,0,0,0,0,121,0,0,15425536,25,15
4901687296,2905419776,800317440,7791845376,83,12,13,82,0,2069,2650,2828,0,0,0,0,0,0,0,177,0,0,0,25,15
4901523456,2905579520,800317440,7791656960,83,12,13,82,0,1440,2427,2478,0,0,0,0,0,0,0,137,0,0,0,25,15
4846157824,2960941056,800321536,7791656960,83,12,13,82,0,444,1134,16951,0,0,0,0,0,0,0,142,0,0,1875968,25,15
