"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/vm_net_int_load_io_vm-adv_unix_udp_swap_fs.csv --vm --net --int --load --io --vm-adv --unix --udp --swap --fs 1 600",,,,"Date:","22 Mar 2023 22:13:13 -03"
"virtual memory",,,,"net/total",,"interrupts",,,"load avg",,,"io/total",,"advanced virtual memory",,,,,"unix sockets",,,,"udp",,"swap",,"filesystem",
0,1276,1496,1375,0,920,0,16,0,0.030,0.710,2.010,0,0,0,0,0,0,0,56,874,54,820,20,7,1835008,1021571072,13152,342402
0,23,409,412,0,920,0,15,0,0.020,0.700,2,0,20,0,0,0,0,0,56,874,54,820,20,7,1835008,1021571072,13152,342357
0,3291,4877,6447,0,1278,0,19,0,0.020,0.700,2,4,76,0,0,0,0,0,56,874,54,820,20,7,1835008,1021571072,13152,342400
0,351,282,172,1249,3192,0,22,0,0.020,0.700,2,0,0,0,0,0,0,0,56,874,54,820,20,7,1835008,1021571072,13152,342402
0,1306,1663,1408,16012,2748,0,30,0,0.020,0.700,2,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342399
0,2102,2564,1984,424,0,0,39,0,0.020,0.700,2,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13120,342427
0,1879,3690,2359,223,261,0,20,0,0.020,0.690,1.990,0,16,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13120,342447
0,631,438,416,0,358,0,13,0,0.020,0.690,1.990,0,28,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13120,342448
0,6,80,206,0,0,0,15,0,0.020,0.690,1.990,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13120,342447
0,6491,7862,5410,0,0,0,14,0,0.020,0.690,1.990,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342447
0,1131,1370,1267,167,259,0,14,0,0.020,0.690,1.990,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342447
0,499,330,521,229,187,0,35,0,0.020,0.670,1.970,0,10,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342447
0,138,1248,1186,0,0,0,14,0,0.020,0.670,1.970,0,278,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342475
0,22,91,111,194,358,0,21,0,0.020,0.670,1.970,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342475
0,1530,1831,1727,1249,3192,0,21,0,0.020,0.670,1.970,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342486
0,318,101,104,16252,2748,0,32,0,0.020,0.670,1.970,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342490
0,1275,1636,1501,167,0,0,15,0,0.020,0.660,1.960,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342485
0,4886,6626,4465,0,0,0,43,0,0.020,0.660,1.960,0,172,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342484
0,5,220,86,0,358,0,16,0,0.020,0.660,1.960,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342485
0,3378,3217,7405,0,0,0,11,0,0.020,0.660,1.960,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342513
0,8,362,98,0,0,0,12,0,0.020,0.660,1.960,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342513
0,1619,1857,2010,82,0,0,15,0,0.020,0.650,1.950,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342522
0,2,144,70,0,0,0,15,0,0.020,0.650,1.950,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342522
0,358,556,669,0,358,0,27,0,0.020,0.650,1.950,0,70,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342522
0,2507,3607,3298,0,0,0,15,0,0.020,0.650,1.950,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342522
0,23,307,439,1249,3192,0,21,0,0.020,0.650,1.950,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342524
0,1676,2212,3920,45249,9147,0,57,0,0.020,0.640,1.940,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342551
0,343,383,237,0,0,0,16,0,0.020,0.640,1.940,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342550
0,10,626,4144,3649,120,0,14,0,0.020,0.640,1.940,0,152,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,341430
0,1831,2094,2158,0,358,0,32,0,0.020,0.640,1.940,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,341440
0,33,115,257,984,930,0,24,0,0.020,0.640,1.940,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,341372
0,1588,1626,1500,229,187,0,19,0,0.090,0.650,1.940,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,341372
0,5537,6478,1922,0,0,0,15,0,0.090,0.650,1.940,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,341331
0,1640,3140,1960,814,2749,0,21,0,0.090,0.650,1.940,0,362,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13152,341368
0,1299,1641,1381,8004,3464,0,24,0,0.090,0.650,1.940,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13152,341368
0,322,98,218,0,0,0,48,0,0.090,0.650,1.940,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13152,341367
0,1647,1973,1725,22980,6951,0,37,0,0.090,0.640,1.930,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,341374
0,23,91,108,1611,1217,0,23,0,0.090,0.640,1.930,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,341374
0,6,632,499,687,106,0,20,0,0.090,0.640,1.930,2,96,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,341374
0,6955,7759,5876,175,358,0,16,0,0.090,0.640,1.930,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,341417
0,417,1020,660,0,0,0,15,0,0.090,0.640,1.930,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,341447
0,1374,1705,1454,0,0,0,29,0,0.080,0.630,1.920,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,341448
0,1472,1322,2877,0,0,0,15,0,0.080,0.630,1.920,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,341449
0,319,586,833,78,106,0,17,0,0.080,0.630,1.920,6,134,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,341448
0,2965,4597,5229,0,0,0,15,0,0.080,0.630,1.920,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,341466
0,22,359,122,0,358,0,16,0,0.080,0.630,1.920,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,341467
0,1273,1355,1496,167,187,0,17,0,0.070,0.610,1.910,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,341465
0,5682,7022,6028,15817,5309,0,70,0,0.070,0.610,1.910,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,341540
0,31,523,491,1404,631,0,21,0,0.070,0.610,1.910,2,82,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,341540
0,1311,1657,1529,70,0,0,18,0,0.070,0.610,1.910,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,341540
0,17,1046,1308,167,617,0,17,0,0.070,0.610,1.910,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,341557
0,1890,1998,3347,478,374,0,19,0,0.070,0.600,1.890,0,44,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,341560
0,8,355,219,0,0,0,13,0,0.070,0.600,1.890,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,341560
0,39,499,497,385,1955,0,53,0,0.070,0.600,1.890,0,294,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,341562
0,7157,8807,9870,16783,4851,0,36,0,0.070,0.600,1.890,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341629
0,323,358,96,424,358,0,18,0,0.070,0.600,1.890,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341630
0,1732,1579,1734,226,126,0,17,0,0.060,0.590,1.880,0,32,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341629
0,25,90,391,0,0,0,14,0,0.060,0.590,1.880,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341628
0,20,721,575,16345,5648,0,36,0,0.060,0.590,1.880,0,48,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341631
0,1857,1946,1564,876,252,0,40,0,0.060,0.590,1.880,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,341643
0,29,126,96,0,0,0,15,0,0.060,0.590,1.880,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341640
0,1630,2189,2034,0,0,0,12,0,0.060,0.580,1.870,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341667
0,2716,3871,3306,0,0,0,14,0,0.060,0.580,1.870,0,18,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341712
0,343,381,95,0,0,0,13,0,0.060,0.580,1.870,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341713
0,1237,1943,1781,0,0,0,14,0,0.060,0.580,1.870,0,80,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341715
0,86,143,545,240,0,0,39,0,0.060,0.580,1.870,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341686
0,1501,1616,1603,167,187,0,16,0,0.130,0.590,1.870,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341694
0,324,456,177,56,74,0,16,0,0.130,0.590,1.870,0,22,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341696
0,1236,1657,4529,0,0,0,14,0,0.130,0.590,1.870,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341724
0,5223,6629,1401,12943,4742,0,29,0,0.130,0.590,1.870,0,252,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341769
0,1289,1644,1853,2727,299,0,17,0,0.130,0.590,1.870,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341769
0,1605,1369,1347,1947,1345,0,48,0,0.120,0.580,1.860,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341769
0,31,326,1741,0,0,0,14,0,0.120,0.580,1.860,0,40,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341741
0,24,150,3090,0,0,0,15,0,0.120,0.580,1.860,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341682
0,132,1042,1461,0,0,0,13,0,0.120,0.580,1.860,0,152,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341692
0,2058,2180,2711,0,0,0,11,0,0.120,0.580,1.860,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341719
0,1282,1539,1636,0,358,0,15,0,0.110,0.570,1.850,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341720
0,6271,7355,1428,0,0,0,48,0,0.110,0.570,1.850,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341765
0,30,483,189,0,0,0,15,0,0.110,0.570,1.850,0,18,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341766
0,318,528,956,0,0,0,15,0,0.110,0.570,1.850,4,68,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341697
0,1298,1490,1370,868,246,0,21,0,0.110,0.570,1.850,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341698
0,4092,5875,8480,15981,5309,0,35,0,0.100,0.560,1.840,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341717
0,1182,1625,2565,1364,949,0,22,0,0.100,0.560,1.840,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341745
0,324,325,441,253,293,0,53,0,0.100,0.560,1.840,0,32,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341746
0,5255,6816,1844,0,0,0,14,0,0.100,0.560,1.840,2,26,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341792
0,1320,1377,1938,0,0,0,13,0,0.100,0.560,1.840,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341792
0,1277,1504,1640,167,187,0,17,0,0.090,0.550,1.830,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341791
0,341,112,81,0,358,0,14,0,0.090,0.550,1.830,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341791
0,7,471,296,15895,5122,0,37,0,0.090,0.550,1.830,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341792
0,675,1628,8606,13739,1362,0,62,0,0.090,0.550,1.830,6,338,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341830
0,1356,1555,1636,3502,379,0,17,0,0.090,0.550,1.830,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,341829
0,1590,1379,1417,229,187,0,17,0,0.090,0.540,1.820,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,341829
0,5288,6743,2674,16433,6107,0,34,0,0.090,0.540,1.820,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,341876
0,502,322,738,995,292,0,17,0,0.090,0.540,1.820,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,341875
0,5,652,591,0,0,0,15,0,0.090,0.540,1.820,2,166,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,341876
0,14318,13944,7547,4382,3450,0,53,0,0.090,0.540,1.820,0,24,0,0,0,0,0,56,888,54,834,17,8,1835008,1021571072,13248,342021
0,3662,4565,3827,1551,689,0,26,0,0.080,0.530,1.810,0,0,0,0,0,0,0,56,890,54,836,17,8,1835008,1021571072,13248,342063
0,27,234,457,0,0,0,15,0,0.080,0.530,1.810,0,0,0,0,0,0,0,56,890,54,836,17,8,1835008,1021571072,13248,342063
0,348,2388,2279,0,358,0,15,0,0.080,0.530,1.810,0,0,0,0,0,0,0,56,890,54,836,17,8,1835008,1021571072,13248,342063
0,964,2574,1549,523,0,0,19,0,0.080,0.530,1.810,0,50,0,0,0,0,0,56,890,54,836,17,8,1835008,1021571072,13280,342110
0,1298,1484,1478,175,0,0,17,0,0.080,0.530,1.810,0,18,0,0,0,0,0,56,890,54,836,17,8,1835008,1021571072,13280,342109
0,2814,2769,2990,46,0,0,35,0,0.070,0.520,1.800,0,0,0,0,0,0,0,56,890,54,836,17,8,1835008,1021571072,13280,342108
0,30,372,85,0,0,0,13,0,0.070,0.520,1.800,0,0,0,0,0,0,0,56,890,54,836,17,8,1835008,1021571072,13280,342111
0,1498,1818,2699,17309,6536,0,41,0,0.070,0.520,1.800,0,0,0,0,0,0,0,56,890,54,836,17,8,1835008,1021571072,13280,342140
0,138,252,366,0,0,0,17,0,0.070,0.520,1.800,0,0,0,0,0,0,0,56,890,54,836,17,8,1835008,1021571072,13280,342149
0,1856,2399,2247,650,484,0,22,0,0.070,0.520,1.800,0,382,0,0,0,0,0,56,890,54,836,17,8,1835008,1021571072,13280,342148
0,1270,1630,1536,167,187,0,16,0,0.070,0.520,1.790,0,0,0,0,0,0,0,56,890,54,836,17,8,1835008,1021571072,13280,342148
0,5462,6382,3230,0,0,0,33,0,0.070,0.520,1.790,0,0,0,0,0,0,0,56,890,54,836,17,8,1835008,1021571072,13280,342194
0,34,259,354,0,358,0,17,0,0.070,0.520,1.790,0,0,0,0,0,0,0,56,890,54,836,17,8,1835008,1021571072,13280,342194
0,20,366,176,70,0,0,16,0,0.070,0.520,1.790,0,0,0,0,0,0,0,56,890,54,836,17,8,1835008,1021571072,13280,342195
0,2707,3683,4985,0,259,0,13,0,0.070,0.520,1.790,0,82,0,0,0,0,0,56,890,54,836,17,8,1835008,1021571072,13312,342162
0,1675,1699,9844,478,187,0,18,0,0.060,0.510,1.780,0,0,0,0,0,0,0,56,874,54,820,17,8,1835008,1021571072,13216,342011
0,493,614,431,167,187,0,16,0,0.060,0.510,1.780,0,0,0,0,0,0,0,56,874,54,820,17,8,1835008,1021571072,13216,342021
0,27,439,3860,298,1707,0,44,0,0.060,0.510,1.780,0,0,0,0,0,0,0,56,874,54,820,17,8,1835008,1021571072,13216,341993
0,4860,6104,1813,16923,4511,0,34,0,0.060,0.510,1.780,0,0,0,0,0,0,0,56,874,54,820,17,8,1835008,1021571072,13248,341994
0,1366,1925,2181,240,0,0,14,0,0.060,0.510,1.780,0,150,0,0,0,0,0,56,874,54,820,17,8,1835008,1021571072,13248,341992
0,1429,1488,1617,0,0,0,14,0,0.060,0.500,1.770,0,42,0,0,0,0,0,56,874,54,820,17,8,1835008,1021571072,13248,341991
0,1444,2102,2394,0,0,0,15,0,0.060,0.500,1.770,0,0,0,0,0,0,0,56,874,54,820,17,8,1835008,1021571072,13248,342021
0,398,821,807,1249,3192,0,22,0,0.060,0.500,1.770,0,10,0,0,0,0,0,56,874,54,820,17,8,1835008,1021571072,13248,342021
0,3530,5124,2947,15898,4704,0,55,0,0.060,0.500,1.770,0,0,0,0,0,0,0,56,874,54,820,20,8,1835008,1021571072,13248,342043
0,1476,1576,1923,0,920,0,16,0,0.060,0.500,1.770,0,26,0,0,0,0,0,56,874,54,820,20,8,1835008,1021571072,13248,342014
0,1288,1904,4992,2108,4100,0,27,0,0.050,0.490,1.760,0,24,0,0,0,0,0,56,874,54,820,20,8,1835008,1021571072,13216,342016
0,5292,6390,3607,0,920,0,16,0,0.050,0.490,1.760,0,0,0,0,0,0,0,56,874,54,820,20,8,1835008,1021571072,13184,342015
0,95,107,226,0,0,0,14,0,0.050,0.490,1.760,0,0,0,0,0,0,0,56,874,54,820,20,8,1835008,1021571072,13184,342014
0,2086,2700,1476,1249,3550,0,24,0,0.050,0.490,1.760,0,0,0,0,0,0,0,56,874,54,820,17,8,1835008,1021571072,13184,342040
0,1343,2086,4399,15972,2748,0,52,0,0.050,0.490,1.760,0,396,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342037
0,1307,1430,1653,167,187,0,17,0,0.050,0.480,1.750,0,28,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342036
0,641,691,1104,0,0,0,14,0,0.050,0.480,1.750,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342017
0,158,488,376,253,293,0,18,0,0.050,0.480,1.750,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342019
0,1494,2621,2720,56,432,0,20,0,0.050,0.480,1.750,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342018
0,1748,2156,2265,424,259,0,22,0,0.050,0.480,1.750,0,156,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342017
0,1284,1973,512,396,187,0,37,0,0.040,0.470,1.740,0,20,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342052
0,1382,1399,1248,0,0,0,13,0,0.040,0.470,1.740,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342048
0,22,91,360,272,106,0,20,0,0.040,0.470,1.740,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342047
0,181,289,239,0,358,0,13,0,0.040,0.470,1.740,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342056
0,1431,2164,1980,1249,3192,0,22,0,0.040,0.470,1.740,0,274,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342031
0,252,290,157,16099,2668,0,28,0,0.040,0.460,1.730,0,20,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342032
0,6341,7441,4302,522,320,0,40,0,0.040,0.460,1.730,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13152,342031
0,393,1216,6030,0,114,0,17,0,0.040,0.460,1.730,0,40,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13152,342060
0,75,238,103,0,0,0,14,0,0.040,0.460,1.730,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13152,342061
0,1544,1808,2055,0,472,0,17,0,0.040,0.460,1.730,0,42,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13152,342060
0,20,85,244,82,0,0,16,0,0.040,0.460,1.720,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13152,342059
0,1845,2106,4091,0,0,0,13,0,0.040,0.460,1.720,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13152,342042
0,75,306,172,0,0,0,34,0,0.040,0.460,1.720,0,26,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13152,342043
0,5514,6372,3174,94,413,0,17,0,0.040,0.460,1.720,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13184,342087
0,2460,3456,6437,94,657,0,19,0,0.040,0.460,1.720,6,56,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342070
0,4,276,150,2105,4889,0,33,0,0.030,0.450,1.710,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,342069
0,1368,1433,2591,15688,1516,0,27,0,0.030,0.450,1.710,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,342066
0,252,118,5059,0,0,0,15,0,0.030,0.450,1.710,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341977
0,135,598,231,0,0,0,32,0,0.030,0.450,1.710,0,30,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341988
0,1317,1445,1430,7111,5193,0,32,0,0.030,0.450,1.710,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341989
0,75,468,943,24736,1737,0,28,0,0.030,0.440,1.700,4,70,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341942
0,7310,8626,6063,0,0,0,13,0,0.030,0.440,1.700,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,342015
0,22,346,106,167,187,0,17,0,0.030,0.440,1.700,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,342016
0,317,515,346,0,0,0,13,0,0.030,0.440,1.700,0,22,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,342019
0,1373,1375,1630,424,358,0,45,0,0.030,0.440,1.700,0,26,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,342018
0,275,524,768,0,0,0,14,0,0.030,0.430,1.690,8,110,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341988
0,3476,5460,3317,15817,5016,0,35,0,0.030,0.430,1.690,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342010
0,5,223,92,1404,844,0,22,0,0.030,0.430,1.690,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342011
0,2381,3761,3481,0,0,0,15,0,0.030,0.430,1.690,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342038
0,1553,1703,1571,523,0,0,18,0,0.030,0.430,1.690,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342037
0,1547,2189,2053,175,358,0,41,0,0.020,0.430,1.680,2,364,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342040
0,1291,1400,1624,0,0,0,15,0,0.020,0.430,1.680,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342037
0,73,101,781,0,0,0,15,0,0.020,0.430,1.680,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342008
0,397,424,381,0,0,0,12,0,0.020,0.430,1.680,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,342020
0,1316,1637,1401,240,0,0,14,0,0.020,0.430,1.680,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,342021
0,1865,2197,2348,167,545,0,16,0,0.020,0.420,1.670,0,158,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,342047
0,6325,7406,5860,42,62,0,26,0,0.020,0.420,1.670,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342046
0,292,327,881,12623,4742,0,31,0,0.020,0.420,1.670,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342048
0,22,361,248,70,0,0,15,0,0.020,0.420,1.670,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342021
0,1303,1372,1767,7198,1472,0,20,0,0.020,0.420,1.670,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342018
0,100,927,888,860,1047,0,23,0,0.020,0.410,1.660,0,518,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342018
0,1619,1922,6624,0,0,0,15,0,0.020,0.410,1.660,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342030
0,1194,1605,967,86,106,0,35,0,0.020,0.410,1.660,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342057
0,5340,6456,2125,0,0,0,12,0,0.020,0.410,1.660,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342056
0,956,1090,1008,0,0,0,14,0,0.020,0.410,1.660,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342066
0,687,1390,1152,0,358,0,15,0,0.020,0.400,1.660,0,170,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342060
0,1301,1372,1640,0,0,0,15,0,0.020,0.400,1.660,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342031
0,3,89,357,0,0,0,11,0,0.020,0.400,1.660,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342029
0,445,496,1618,0,0,0,32,0,0.020,0.400,1.660,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342040
0,1443,1929,1048,2125,4592,0,35,0,0.020,0.400,1.660,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342070
0,1314,1506,2774,15602,1410,0,25,0,0.020,0.400,1.650,0,34,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342067
0,4237,5363,5407,0,0,0,13,0,0.020,0.400,1.650,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342067
0,99,517,428,0,0,0,12,0,0.020,0.400,1.650,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342040
0,252,86,209,326,252,0,18,0,0.020,0.400,1.650,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342038
0,29,145,1960,0,0,0,33,0,0.020,0.400,1.650,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,341977
0,1324,2079,4953,167,187,0,17,0,0.020,0.390,1.640,0,136,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,341978
