"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/zones_udp_unix_io_cpu_load_int.csv --zones --udp --unix --io --cpu --load --int 1 600",,,,"Date:","23 Mar 2023 14:04:41 -03"
"zones memory",,,,"udp",,"unix sockets",,,,"io/total",,"total cpu usage",,,,,"load avg",,,"interrupts",,
169007,3141,569475,22688,25,15,56,977,55,922,0,0,8.281,3.513,88.080,0.125,0,0.750,0.850,0.980,0,134,0
169007,3141,569362,22688,25,15,56,977,55,922,0,0,9.011,2.378,88.611,0,0,0.750,0.850,0.980,0,156,0
169007,3141,563877,22688,25,15,56,977,55,922,0,0,8.965,2.778,88.131,0.126,0,0.750,0.850,0.980,0,127,0
169007,3141,563628,22688,25,15,56,977,55,922,0,0,6.675,3.904,89.421,0,0,0.770,0.850,0.980,0,117,0
169007,3141,563460,22688,25,15,56,977,55,922,0,24,7.980,2.868,88.778,0.374,0,0.770,0.850,0.980,0,122,0
169007,3141,563292,22688,25,15,56,977,55,922,0,0,7.760,2.879,89.362,0,0,0.770,0.850,0.980,0,118,0
169007,3141,569118,22688,25,16,56,977,55,922,0,0,8.095,3.238,88.543,0.125,0,0.770,0.850,0.980,0,124,0
169007,3141,531054,22688,25,16,56,977,55,922,0,662,10.500,3.375,85.875,0.250,0,0.770,0.850,0.980,0,139,0
169007,3141,530705,22688,25,16,56,977,55,922,0,0,7.915,3.266,88.819,0,0,0.700,0.830,0.980,0,119,0
169007,3141,530593,22688,25,16,56,977,55,922,0,0,8.437,2.978,88.462,0.124,0,0.700,0.830,0.980,0,116,0
169007,3141,530835,22688,25,16,56,977,55,922,0,0,8.470,2.908,88.622,0,0,0.700,0.830,0.980,0,144,0
169007,3141,530833,22688,25,16,56,977,55,922,0,0,8.575,2.774,88.398,0.252,0,0.700,0.830,0.980,0,144,0
169007,3141,530857,22688,25,16,56,977,55,922,0,18,7.351,2.788,89.480,0.380,0,0.700,0.830,0.980,0,123,0
169007,3141,530294,22688,25,15,56,977,55,922,0,0,8.625,4.125,87.125,0.125,0,0.650,0.820,0.970,0,151,0
169007,3141,532349,22688,25,15,56,977,55,922,0,0,9.057,3.145,87.799,0,0,0.650,0.820,0.970,0,147,0
169007,3141,531876,22688,28,15,56,977,55,922,0,0,7.799,2.893,89.182,0.126,0,0.650,0.820,0.970,0,127,0
169007,3141,531778,22688,28,15,56,977,55,922,0,0,8.679,2.642,88.553,0.126,0,0.650,0.820,0.970,0,124,0
169007,3141,531547,22688,28,15,56,977,55,922,0,40,7.722,2.911,88.987,0.380,0,0.650,0.820,0.970,0,115,0
169007,3141,531770,22688,28,15,56,977,55,922,0,0,8.674,4.089,87.113,0.124,0,0.600,0.810,0.970,0,114,0
169007,3141,531591,22688,28,15,56,977,55,922,0,0,8.112,2.155,89.734,0,0,0.600,0.810,0.970,0,156,0
169007,3141,531549,22688,25,15,56,977,55,922,0,0,8.344,2.740,88.792,0.125,0,0.600,0.810,0.970,0,117,0
169007,3141,531388,22688,25,15,56,977,55,922,0,316,8.138,3.946,87.670,0.247,0,0.600,0.810,0.970,0,119,0
169007,3141,531157,22688,25,15,56,977,55,922,0,0,9.434,3.019,87.421,0.126,0,0.600,0.810,0.970,0,140,0
169007,3141,531203,22688,25,15,56,977,55,922,0,0,8.668,3.266,88.065,0,0,0.630,0.810,0.970,0,113,0
169007,3141,531051,22688,25,15,56,977,55,922,0,28,8.417,2.764,88.693,0.126,0,0.630,0.810,0.970,0,121,0
169007,3141,531099,22688,25,15,56,977,55,922,0,0,7.614,2.665,89.594,0.127,0,0.630,0.810,0.970,0,146,0
169007,3141,531264,22688,25,15,56,977,55,922,0,0,8.085,2.861,89.055,0,0,0.630,0.810,0.970,0,122,0
169007,3141,531166,22688,25,15,56,977,55,922,0,26,7.905,3.137,88.708,0.251,0,0.630,0.810,0.970,0,117,0
169007,3141,537052,22688,25,15,56,977,55,922,0,0,7.006,3.185,89.809,0,0,0.740,0.830,0.970,0,116,0
169007,3141,541226,22688,25,15,56,977,55,922,0,0,8.783,1.757,89.460,0,0,0.740,0.830,0.970,0,129,0
169007,3141,541001,22688,25,15,56,979,55,924,0,0,7.885,2.879,89.111,0.125,0,0.740,0.830,0.970,0,113,0
169007,3141,540706,22688,25,15,56,977,55,922,0,0,6.775,3.137,89.962,0.125,0,0.740,0.830,0.970,0,154,0
169007,3141,534110,22688,25,15,56,977,55,922,0,64,9.601,3.117,87.032,0.249,0,0.740,0.830,0.970,0,145,0
169007,3141,533815,22688,25,15,56,977,55,922,0,0,7.750,3.875,88.250,0.125,0,0.760,0.830,0.970,0,132,0
169007,3141,539568,22688,25,15,56,977,55,922,0,0,7.915,2.764,89.322,0,0,0.760,0.830,0.970,0,121,0
169007,3141,550631,22688,25,14,56,977,55,922,0,110,7.990,3.870,88.015,0.125,0,0.760,0.830,0.970,0,120,0
169007,3141,550350,22688,25,14,56,977,55,922,0,0,9.418,2.354,88.104,0.124,0,0.760,0.830,0.970,0,117,0
169007,3141,554930,22688,25,14,56,977,55,922,0,0,8,3.250,88.750,0,0,0.760,0.830,0.970,0,151,0
169007,3141,556573,22688,25,14,56,977,55,922,0,1888,7.044,4.528,88.302,0.126,0,0.700,0.820,0.970,0,114,0
169007,3141,562243,22688,25,14,56,977,55,922,0,0,8.091,2.781,89.001,0.126,0,0.700,0.820,0.970,0,118,0
169007,3141,562477,22688,25,14,56,977,55,922,0,26,8.229,3.117,88.529,0.125,0,0.700,0.820,0.970,0,122,0
169007,3141,562014,22688,25,14,56,977,55,922,0,0,6.616,2.672,90.712,0,0,0.700,0.820,0.970,0,119,0
169007,3141,562035,22688,25,14,56,977,55,922,0,14,8.030,3.011,88.833,0.125,0,0.700,0.820,0.970,0,114,0
169007,3141,570414,22688,25,14,56,977,55,922,0,96,9.524,2.757,87.594,0.125,0,0.640,0.810,0.960,0,169,0
169007,3141,570469,22688,25,14,56,977,55,922,0,0,7.305,3.401,89.295,0,0,0.640,0.810,0.960,0,121,0
169007,3141,535482,22688,25,14,56,977,55,922,0,52,9.250,4.875,85.750,0.125,0,0.640,0.810,0.960,0,129,0
169007,3141,535076,22688,25,14,56,977,55,922,0,12,8.250,3,88.625,0.125,0,0.640,0.810,0.960,0,119,0
169007,3141,534857,22688,25,14,56,977,55,922,0,0,8.614,2.996,88.265,0.125,0,0.640,0.810,0.960,0,115,0
169007,3141,534640,22688,25,14,56,977,55,922,0,238,8.375,3.125,88.375,0.125,0,0.590,0.790,0.960,0,117,0
169007,3141,534095,22688,25,14,56,977,55,922,0,0,8.532,3.262,88.206,0,0,0.590,0.790,0.960,0,161,0
169007,3141,535202,22688,25,14,56,977,55,922,0,0,7.654,3.262,88.959,0.125,0,0.590,0.790,0.960,0,115,0
169007,3141,535727,22688,25,14,56,977,55,922,0,32,7.945,2.900,89.155,0,0,0.590,0.790,0.960,0,113,0
169007,3141,535905,22688,25,14,56,977,55,922,0,0,8.636,3.254,87.985,0.125,0,0.590,0.790,0.960,0,113,0
169007,3141,535817,22688,25,14,56,977,55,922,0,22,8.396,2.882,88.596,0.125,0,0.540,0.780,0.950,0,118,0
169007,3141,535667,22688,25,14,56,977,55,922,0,0,8.636,3.129,88.235,0,0,0.540,0.780,0.950,0,134,0
169007,3141,535561,22688,25,14,56,977,55,922,0,12,7.760,2.879,89.237,0.125,0,0.540,0.780,0.950,0,139,0
169007,3141,535360,22688,25,14,56,977,55,922,0,0,8.260,2.753,88.861,0.125,0,0.540,0.780,0.950,0,121,0
169007,3141,535132,22688,25,14,56,977,55,922,0,0,8.955,3.109,87.935,0,0,0.540,0.780,0.950,0,119,0
169007,3141,534176,22688,25,14,56,977,55,922,0,2656,7.635,4.255,87.985,0.125,0,0.580,0.780,0.950,0,115,0
169007,3141,534098,22688,25,14,56,977,55,922,0,0,7.750,3.250,89,0,0,0.580,0.780,0.950,0,119,0
169007,3141,543916,22688,25,14,56,977,55,922,0,18,7.250,4,88.625,0.125,0,0.580,0.780,0.950,0,119,0
169007,3141,544029,22688,25,14,56,977,55,922,0,0,9.102,3.367,87.531,0,0,0.580,0.780,0.950,0,147,0
169007,3141,536903,22688,25,14,56,977,55,922,0,0,8.805,2.264,88.805,0.126,0,0.580,0.780,0.950,0,129,0
169007,3141,536754,22688,25,14,56,977,55,922,0,0,8.250,3.625,88.125,0,0,0.610,0.790,0.950,0,117,0
169007,3141,542703,22688,25,14,56,977,55,922,0,0,9.238,3.246,87.391,0.125,0,0.610,0.790,0.950,0,142,0
169007,3141,542353,22688,25,14,56,977,55,922,0,16,8.529,3.708,87.515,0.247,0,0.610,0.790,0.950,0,135,0
169007,3141,542130,22688,25,14,56,977,55,922,0,0,8.978,2.743,88.155,0.125,0,0.610,0.790,0.950,0,116,0
169007,3141,569290,22688,25,14,56,977,55,922,0,0,8.532,3.262,88.206,0,0,0.610,0.790,0.950,0,153,0
169007,3141,570042,22688,25,14,56,977,55,922,0,0,14.303,3.234,82.338,0.124,0,0.640,0.790,0.950,0,127,0
169007,3141,569741,22688,25,14,56,977,55,922,0,0,8.805,2.893,88.302,0,0,0.640,0.790,0.950,0,123,0
169007,3141,569335,22688,25,14,56,977,55,922,0,40,8.853,3.491,86.908,0.748,0,0.640,0.790,0.950,0,129,0
169007,3141,569174,22688,25,14,56,977,55,922,0,0,8.978,2.868,88.030,0.125,0,0.640,0.790,0.950,0,131,0
169007,3141,569188,22688,25,14,56,979,55,924,0,8,8.250,3.500,88.125,0.125,0,0.640,0.790,0.950,0,133,0
169007,3141,570820,22688,25,14,56,977,55,922,0,8,8.625,3.875,87.500,0,0,0.990,0.860,0.980,0,160,0
169007,3141,570918,22688,25,14,56,977,55,922,0,0,8.312,2.897,88.665,0.126,0,0.990,0.860,0.980,0,121,0
169007,3141,570968,22688,25,14,56,977,55,922,0,92,8.500,2.750,88.500,0.250,0,0.990,0.860,0.980,0,140,0
169007,3141,570686,22688,25,14,56,977,55,922,0,0,8.396,2.757,88.847,0,0,0.990,0.860,0.980,0,122,0
169007,3141,571604,22688,25,14,56,977,55,922,0,0,8.739,2.622,88.514,0.125,0,0.990,0.860,0.980,0,115,0
169007,3141,572587,22688,25,14,56,977,55,922,0,0,8.966,3.362,87.671,0,0,0.990,0.860,0.980,0,138,0
169007,3141,572335,22688,25,14,56,977,55,922,0,686,7.915,3.392,88.568,0.126,0,0.990,0.860,0.980,0,156,0
169007,3141,572109,22688,25,14,56,977,55,922,0,26,7.828,2.273,89.773,0.126,0,0.990,0.860,0.980,0,121,0
169007,3141,572336,22688,25,14,56,977,55,922,0,0,7.576,2.525,89.899,0,0,0.990,0.860,0.980,0,111,0
169007,3141,572434,22688,25,14,56,977,55,922,0,0,7.080,2.528,90.265,0.126,0,0.990,0.860,0.980,0,120,0
169007,3141,537366,22688,25,14,56,977,55,922,0,0,9.102,3.990,86.908,0,0,0.910,0.850,0.970,0,114,0
169007,3141,537470,22688,25,14,56,977,55,922,0,0,7.925,3.396,88.553,0.126,0,0.910,0.850,0.970,0,116,0
169007,3141,539190,22688,25,14,56,977,55,922,0,30,9.387,2.253,88.235,0.125,0,0.910,0.850,0.970,0,156,0
169007,3141,538955,22688,25,14,56,977,55,922,0,0,9.774,2.005,88.095,0.125,0,0.910,0.850,0.970,0,141,0
169007,3141,540723,22688,25,14,56,977,55,922,0,0,8.060,3.275,88.665,0,0,0.910,0.850,0.970,0,123,0
169007,3141,540365,22688,25,14,56,977,55,922,0,24,7.403,3.011,89.460,0.125,0,1.080,0.880,0.980,0,122,0
169007,3141,546097,22688,25,14,56,977,55,922,0,0,8.145,3.759,87.970,0.125,0,1.080,0.880,0.980,0,119,0
169007,3141,548316,22688,25,14,56,977,55,922,0,0,8.468,2.740,88.792,0,0,1.080,0.880,0.980,0,127,0
169007,3141,550381,22688,25,14,56,977,55,922,0,0,8.396,2.882,88.596,0.125,0,1.080,0.880,0.980,0,147,0
169007,3141,544056,22688,25,14,56,977,55,922,0,0,8.489,3.246,88.140,0.125,0,1.080,0.880,0.980,0,137,0
169007,3141,543771,22688,25,14,56,977,55,922,0,10,7.965,2.655,89.254,0.126,0,1.160,0.900,0.990,0,113,0
169007,3141,548390,22688,25,14,56,977,55,922,0,0,8.085,3.483,88.433,0,0,1.160,0.900,0.990,0,146,0
169007,3141,548421,22688,25,14,56,977,55,922,0,336,7.644,3.008,86.591,2.757,0,1.160,0.900,0.990,0,119,0
169007,3141,549130,22688,25,14,56,977,55,922,0,0,9.057,2.516,88.428,0,0,1.160,0.900,0.990,0,129,0
169007,3141,549006,22688,25,14,56,977,55,922,0,0,8.145,2.130,89.599,0.125,0,1.160,0.900,0.990,0,161,0
169007,3141,549700,22688,25,14,56,977,55,922,0,18,8.259,2.795,88.691,0.254,0,1.160,0.900,0.990,0,115,0
169007,3141,549348,22688,25,14,56,977,55,922,0,22,7.089,3.165,88.987,0.759,0,1.140,0.910,0.990,0,119,0
169007,3141,550559,22688,25,14,56,977,55,922,0,594,7.566,3.405,88.525,0.504,0,1.140,0.910,0.990,0,114,0
169007,3141,550298,22688,25,14,56,977,55,922,0,0,7.296,3.145,89.434,0.126,0,1.140,0.910,0.990,0,122,0
169007,3141,550432,22688,25,14,56,977,55,922,0,12,8.291,2.889,88.693,0.126,0,1.140,0.910,0.990,0,113,0
169007,3141,550356,22688,25,14,56,977,55,922,0,0,8.060,2.897,89.043,0,0,1.140,0.910,0.990,0,156,0
169007,3141,550583,22688,25,14,56,977,55,922,0,0,7.769,2.882,89.223,0.125,0,1.210,0.920,0.990,0,120,0
169007,3141,574492,22688,25,14,56,977,55,922,0,40,8.978,2.868,88.030,0.125,0,1.210,0.920,0.990,0,129,0
169007,3141,574726,22688,25,14,56,977,55,922,0,0,9.034,2.760,88.206,0,0,1.210,0.920,0.990,0,121,0
169007,3141,574502,22688,25,14,56,977,55,922,0,0,9.726,3.242,86.908,0.125,0,1.210,0.920,0.990,0,142,0
169007,3141,574406,22688,25,14,56,977,55,922,0,0,7.170,3.270,89.434,0.126,0,1.210,0.920,0.990,0,117,0
169007,3141,574332,22688,25,14,56,977,55,922,0,0,8.842,3.736,87.298,0.125,0,1.280,0.940,1,0,154,0
169007,3141,574051,22688,25,14,56,977,55,922,0,10,8.636,2.753,88.235,0.375,0,1.280,0.940,1,0,119,0
169007,3141,574185,22688,25,14,56,977,55,922,0,0,7.206,3.161,89.633,0,0,1.280,0.940,1,0,117,0
169007,3141,577013,22688,25,14,56,977,55,922,0,0,7.779,3.639,88.457,0.125,0,1.280,0.940,1,0,119,0
169007,3141,576849,22688,25,14,56,977,55,922,0,0,8.966,3.238,87.796,0,0,1.280,0.940,1,0,117,0
169007,3141,576863,22688,25,14,56,977,55,922,0,0,7.702,3.283,88.889,0.126,0,1.490,0.990,1.020,0,113,0
169007,3141,576641,22688,25,14,56,977,55,922,0,24,8.385,3.004,88.235,0.375,0,1.490,0.990,1.020,0,152,0
169007,3141,576755,22688,25,14,56,977,55,922,0,618,7.035,3.141,89.698,0.126,0,1.490,0.990,1.020,0,119,0
169007,3141,576859,22688,25,14,56,977,55,922,0,0,8.145,3.509,88.346,0,0,1.490,0.990,1.020,0,122,0
169007,3141,576953,22688,25,14,56,977,55,922,0,0,9.553,3.474,86.849,0.124,0,1.490,0.990,1.020,0,137,0
169007,3141,576518,22688,25,14,56,977,55,922,0,0,8.050,3.270,88.679,0,0,1.530,1.010,1.020,0,108,0
169007,3141,538178,22688,25,14,56,977,55,922,0,20,9.453,3.856,86.318,0.373,0,1.530,1.010,1.020,0,120,0
169007,3141,537758,22688,25,14,56,977,55,922,0,0,7.663,2.513,89.824,0,0,1.530,1.010,1.020,0,159,0
169007,3141,530861,22688,25,14,56,977,55,922,0,58,8.489,2.622,88.764,0.125,0,1.530,1.010,1.020,0,132,0
169007,3141,530877,22688,25,14,56,977,55,922,0,0,8.260,2.628,88.986,0.125,0,1.530,1.010,1.020,0,117,0
169007,3141,530896,22688,25,14,56,977,55,922,0,0,7.125,4.500,88.375,0,0,1.650,1.040,1.030,0,119,0
169007,3141,536721,22688,25,14,56,977,55,922,0,0,8.035,2.967,88.875,0.124,0,1.650,1.040,1.030,0,133,0
169007,3141,536548,22688,25,14,56,977,55,922,0,0,7.905,3.011,88.833,0.251,0,1.650,1.040,1.030,0,113,0
169007,3141,536313,22688,25,14,56,977,55,922,0,16,7.828,3.030,89.015,0.126,0,1.650,1.040,1.030,0,152,0
169007,3141,536008,22688,25,14,56,977,55,922,0,0,8.657,2.760,88.457,0.125,0,1.650,1.040,1.030,0,124,0
169007,3141,537309,22688,25,14,56,977,55,922,0,0,7.314,4.035,88.651,0,0,1.920,1.110,1.050,0,130,0
169007,3141,536894,22688,25,14,56,977,55,922,0,0,7.635,2.503,89.862,0,0,1.920,1.110,1.050,0,119,0
169007,3141,536803,22688,25,14,56,977,55,922,0,0,8.176,2.893,88.805,0.126,0,1.920,1.110,1.050,0,144,0
169007,3141,536107,22688,25,14,56,977,55,922,0,2408,7.506,3.944,87.659,0.891,0,1.920,1.110,1.050,0,115,0
169007,3141,535710,22688,25,14,56,977,55,922,0,0,8.668,2.638,88.693,0,0,1.920,1.110,1.050,0,161,0
169007,3141,535923,22688,25,14,56,977,55,922,0,0,9.305,3.350,87.221,0.124,0,2.170,1.170,1.080,0,119,0
169007,3141,531901,22688,28,14,56,977,55,922,0,52,8.745,2.662,88.466,0.127,0,2.170,1.170,1.080,0,113,0
169007,3141,529427,22688,28,14,56,977,55,922,0,0,8.519,2.840,88.519,0.123,0,2.170,1.170,1.080,0,123,0
169007,3141,566914,22688,28,14,56,977,55,922,0,0,8.354,2.532,89.114,0,0,2.170,1.170,1.080,0,136,0
169007,3141,566758,22688,28,14,56,977,55,922,0,0,7.241,3.121,89.513,0.125,0,2.170,1.170,1.080,0,122,0
169007,3141,566301,22688,28,14,56,977,55,922,0,0,8.717,3.362,87.796,0.125,0,2.390,1.240,1.100,0,182,0
169007,3141,572484,22688,25,14,56,977,55,922,0,14,7.895,3.509,88.221,0.376,0,2.390,1.240,1.100,0,146,0
169007,3141,572844,22688,25,14,56,977,55,922,0,0,8.101,2.658,89.241,0,0,2.390,1.240,1.100,0,115,0
169007,3141,572947,22688,25,14,56,977,55,922,0,0,8.281,2.760,88.833,0.125,0,2.390,1.240,1.100,0,116,0
169007,3141,572981,22688,25,14,56,977,55,922,0,0,8.761,2.628,88.611,0,0,2.390,1.240,1.100,0,115,0
169007,3141,573328,22688,25,14,56,977,55,922,0,0,8.679,3.019,88.050,0.252,0,2.360,1.250,1.100,0,120,0
169007,3141,573135,22688,25,14,56,977,55,922,0,22,8.260,3.254,88.235,0.250,0,2.360,1.250,1.100,0,148,0
169007,3141,572979,22688,25,14,56,977,55,922,0,0,7.654,2.760,89.460,0.125,0,2.360,1.250,1.100,0,119,0
169007,3141,573019,22688,25,14,56,977,55,922,0,24,6.936,3.531,89.533,0,0,2.360,1.250,1.100,0,112,0
169007,3141,575098,22688,25,14,56,977,55,922,0,0,7.347,3.487,89.041,0.125,0,2.360,1.250,1.100,0,69,0
169007,3141,574918,22688,25,14,56,977,55,922,0,0,7.980,3.616,88.279,0.125,0,2.410,1.280,1.110,0,70,0
169007,3141,575293,22688,25,14,56,977,55,922,0,0,9.238,2.871,87.890,0,0,2.410,1.280,1.110,0,99,0
169007,3141,574936,22688,25,14,56,977,55,922,0,0,8.696,2.484,88.696,0.124,0,2.410,1.280,1.110,0,107,0
169007,3141,569294,22688,25,14,56,977,55,922,0,76,8.375,3.250,88.125,0.250,0,2.410,1.280,1.110,0,98,0
169007,3141,569272,22688,25,14,56,977,55,922,0,718,8.085,3.234,88.557,0.124,0,2.410,1.280,1.110,0,75,0
169007,3141,574908,22688,25,14,56,975,55,920,0,0,7.940,3.722,88.213,0.124,0,2.300,1.270,1.110,0,51,0
169007,3141,574771,22688,25,14,56,975,55,920,0,0,8.696,2.733,88.571,0,0,2.300,1.270,1.110,0,35,0
169007,3141,574582,22688,25,14,56,975,55,920,0,0,6.901,2.384,90.590,0.125,0,2.300,1.270,1.110,0,32,0
169007,3141,575088,22688,25,14,56,975,55,920,0,24,6.650,2.509,90.841,0,0,2.300,1.270,1.110,0,64,0
169007,3141,533246,22688,20,14,56,973,55,918,0,0,10.986,3.496,85.393,0.125,0,2.300,1.270,1.110,0,61,0
169007,3141,532632,22688,25,14,56,977,55,922,0,0,12.050,3.478,84.472,0,0,2.840,1.400,1.150,0,188,0
169007,3141,532264,22688,25,17,56,977,55,922,0,0,15.031,3.602,81.242,0.124,0,2.840,1.400,1.150,0,135,0
169007,3141,530710,22688,25,15,56,977,55,922,0,0,9.489,3.771,86.740,0,0,2.840,1.400,1.150,0,157,0
169007,3141,536855,22688,25,15,56,977,55,922,0,36,9.670,3.550,86.291,0.490,0,2.840,1.400,1.150,0,117,0
169007,3141,536739,22688,25,15,56,977,55,922,0,0,11.355,2.930,85.714,0,0,2.840,1.400,1.150,0,153,0
169007,3141,535931,22688,25,15,56,977,55,922,0,0,10.172,3.922,85.784,0.123,0,2.610,1.380,1.150,0,133,0
169007,3141,539671,22688,25,15,56,977,55,922,0,66,10.513,3.667,85.697,0.122,0,2.610,1.380,1.150,0,142,0
169007,3141,539310,22688,25,15,56,977,55,922,0,0,9.670,3.305,87.026,0,0,2.610,1.380,1.150,0,123,0
169007,3141,538714,22688,25,15,56,977,55,922,0,54,10.450,3.767,85.541,0.243,0,2.610,1.380,1.150,0,127,0
169007,3141,537175,22688,25,15,56,977,55,922,0,2372,9.394,3.832,86.650,0.124,0,2.610,1.380,1.150,0,121,0
169007,3141,536930,22688,25,15,56,977,55,922,0,0,10.036,4.716,85.248,0,0,2.480,1.370,1.150,0,177,0
169007,3141,537151,22688,25,15,56,977,55,922,0,0,11.383,3.182,85.312,0.122,0,2.480,1.370,1.150,0,138,0
169007,3141,542390,22688,25,15,56,977,55,922,0,40,10.851,3.206,85.820,0.123,0,2.480,1.370,1.150,0,140,0
