"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/load_vm-adv_net_socket_io_lock_mem.csv --load --vm-adv --net --socket --io --lock --mem 1 600",,,,"Date:","22 Mar 2023 22:13:13 -03"
"load avg",,,"advanced virtual memory",,,,,"net/total",,"sockets",,,,,"io/total",,"file locks",,,,"memory usage",,,
0.020,0.640,1.940,0,0,0,0,0,0,358,1075,17,20,0,0,0,0,56,12,10,58,3247595520,2071506944,195792896,10616856576
0.020,0.640,1.940,0,0,0,0,0,984,930,1075,17,20,0,0,0,0,56,12,10,58,3248381952,2071441408,195792896,10615918592
0.090,0.650,1.940,0,0,0,0,0,229,187,1075,17,20,0,0,0,0,56,12,10,58,3248328704,2071494656,195792896,10616193024
0.090,0.650,1.940,0,0,0,0,0,0,0,1075,17,20,0,0,0,0,56,12,10,58,3261722624,2058199040,195792896,10615545856
0.090,0.650,1.940,0,0,0,0,0,814,2749,1079,19,20,0,0,0,362,56,12,10,58,3263414272,2055892992,195805184,10616430592
0.090,0.650,1.940,0,0,0,0,0,8004,3464,1079,19,20,0,0,0,0,56,12,10,58,3264671744,2054627328,195805184,10617425920
0.090,0.650,1.940,0,0,0,0,0,0,0,1079,19,20,0,0,0,0,56,12,10,58,3264671744,2054627328,195805184,10617409536
0.090,0.640,1.930,0,0,0,0,0,22980,6951,1075,17,20,0,0,0,0,56,12,10,58,3263741952,2055454720,195805184,10616471552
0.090,0.640,1.930,0,0,0,0,0,1697,1217,1075,17,20,0,0,0,0,56,12,10,58,3263995904,2055196672,195805184,10616733696
0.090,0.640,1.930,0,0,0,0,0,601,106,1075,17,20,0,0,2,96,56,12,10,58,3263426560,2055753728,195817472,10617516032
0.090,0.640,1.930,0,0,0,0,0,175,358,1075,17,20,0,0,0,0,56,12,10,58,3270332416,2047799296,195817472,10617241600
0.090,0.640,1.930,0,0,0,0,0,0,0,1075,17,20,0,0,0,0,56,12,10,58,3269713920,2047799296,195817472,10618101760
0.080,0.630,1.920,0,0,0,0,0,0,0,1075,17,20,0,0,0,0,56,12,10,58,3270213632,2047299584,195817472,10618900480
0.080,0.630,1.920,0,0,0,0,0,0,0,1075,17,20,0,0,0,0,56,12,10,58,3265249280,2052259840,195817472,10618880000
0.080,0.630,1.920,0,0,0,0,0,78,106,1075,17,20,0,0,6,134,56,12,10,58,3264421888,2053066752,195837952,10617815040
0.080,0.630,1.920,0,0,0,0,0,0,0,1075,17,20,0,0,0,0,56,12,10,58,3256528896,2060582912,195837952,10618417152
0.080,0.630,1.920,0,0,0,0,0,0,358,1075,17,20,0,0,0,0,56,12,10,58,3257032704,2060079104,195837952,10619723776
0.070,0.610,1.910,0,0,0,0,0,167,187,1075,17,20,0,0,0,0,56,12,10,58,3258048512,2059063296,195837952,10619191296
0.070,0.610,1.910,0,0,0,0,0,15817,5309,1075,17,20,0,0,0,0,56,12,10,58,3258937344,2056507392,195837952,10620059648
0.070,0.610,1.910,0,0,0,0,0,1404,631,1075,17,20,0,0,2,82,56,12,10,58,3260690432,2054733824,195850240,10620284928
0.070,0.610,1.910,0,0,0,0,0,70,0,1075,17,20,0,0,0,0,56,12,10,58,3261722624,2053701632,195850240,10621132800
0.070,0.610,1.910,0,0,0,0,0,167,617,1075,17,20,0,0,0,0,56,12,10,58,3261968384,2053455872,195850240,10620076032
0.070,0.600,1.890,0,0,0,0,0,478,374,1075,17,20,0,0,0,44,56,12,10,58,3258470400,2056839168,195866624,10620448768
0.070,0.600,1.890,0,0,0,0,0,0,0,1075,17,20,0,0,0,0,56,12,10,58,3258699776,2056609792,195866624,10621231104
0.070,0.600,1.890,0,0,0,0,0,385,1955,1076,18,20,0,0,0,294,56,12,10,58,3256852480,2058452992,195866624,10620977152
0.070,0.600,1.890,0,0,0,0,0,16783,4851,1076,18,20,0,0,0,0,56,12,10,58,3257245696,2056388608,195866624,10621849600
0.070,0.600,1.890,0,0,0,0,0,424,358,1076,18,20,0,0,0,0,56,12,10,58,3259027456,2054606848,195866624,10623107072
0.060,0.590,1.880,0,0,0,0,0,226,126,1076,18,20,0,0,0,32,56,12,10,58,3259269120,2054361088,195874816,10622836736
0.060,0.590,1.880,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3257614336,2055995392,195874816,10621550592
0.060,0.590,1.880,0,0,0,0,0,16345,5648,1076,18,20,0,0,0,48,56,12,10,58,3258273792,2055331840,195874816,10622144512
0.060,0.590,1.880,0,0,0,0,0,876,252,1076,18,20,0,0,0,0,56,12,10,58,3258880000,2054635520,195874816,10622767104
0.060,0.590,1.880,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3259564032,2053939200,195874816,10622771200
0.060,0.580,1.870,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3259363328,2053529600,195874816,10622840832
0.060,0.580,1.870,0,0,0,0,0,0,0,1076,18,20,0,0,0,18,56,12,10,58,3266478080,2045353984,195883008,10623578112
0.060,0.580,1.870,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3266674688,2045153280,195883008,10624122880
0.060,0.580,1.870,0,0,0,0,0,0,0,1076,18,20,0,0,0,80,56,12,10,58,3267899392,2043928576,195883008,10624704512
0.060,0.580,1.870,0,0,0,0,0,240,0,1076,18,20,0,0,0,0,56,12,10,58,3266551808,2045796352,195883008,10623393792
0.130,0.590,1.870,0,0,0,0,0,167,187,1076,18,20,0,0,0,0,56,12,10,58,3267387392,2044862464,195883008,10622902272
0.130,0.590,1.870,0,0,0,0,0,56,74,1076,18,20,0,0,0,22,56,12,10,58,3267317760,2044919808,195895296,10623950848
0.130,0.590,1.870,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3255255040,2056380416,195895296,10624339968
0.130,0.590,1.870,0,0,0,0,0,12943,4742,1076,18,20,0,0,0,252,56,12,10,58,3272773632,2037809152,195895296,10625081344
0.130,0.590,1.870,0,0,0,0,0,3041,573,1076,18,20,0,0,0,0,56,12,10,58,3272470528,2038099968,195895296,10625617920
0.120,0.580,1.860,0,0,0,0,0,1633,1071,1076,18,20,0,0,0,0,56,12,10,58,3272728576,2037841920,195895296,10625617920
0.120,0.580,1.860,0,0,0,0,0,0,0,1076,18,20,0,0,0,40,56,12,10,58,3268505600,2042593280,195907584,10624552960
0.120,0.580,1.860,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3260399616,2051211264,195907584,10624106496
0.120,0.580,1.860,0,0,0,0,0,0,0,1076,18,20,0,0,0,152,56,12,10,58,3260833792,2050678784,195907584,10624729088
0.120,0.580,1.860,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3256033280,2054873088,195907584,10625335296
0.110,0.570,1.850,0,0,0,0,0,0,358,1076,18,20,0,0,0,0,56,12,10,58,3258245120,2052653056,195907584,10625069056
0.110,0.570,1.850,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3279351808,2030489600,195907584,10625609728
0.110,0.570,1.850,0,0,0,0,0,0,0,1076,18,20,0,0,0,18,56,12,10,58,3280318464,2029498368,195919872,10626412544
0.110,0.570,1.850,0,0,0,0,0,0,0,1076,18,20,0,0,4,68,56,12,10,58,3280465920,2030043136,195928064,10624663552
0.110,0.570,1.850,0,0,0,0,0,868,246,1076,18,20,0,0,0,0,56,12,10,58,3281461248,2029047808,195928064,10625187840
0.100,0.560,1.840,0,0,0,0,0,15981,5309,1076,18,20,0,0,0,0,56,12,10,58,3267518464,2042896384,195928064,10625548288
0.100,0.560,1.840,0,0,0,0,0,1364,1242,1076,18,20,0,0,0,0,56,12,10,58,3259252736,2050412544,195928064,10626490368
0.100,0.560,1.840,0,0,0,0,0,253,0,1076,18,20,0,0,0,32,56,12,10,58,3260497920,2049155072,195940352,10626031616
0.100,0.560,1.840,0,0,0,0,0,0,0,1076,18,20,0,0,2,26,56,12,10,58,3275141120,2033696768,195944448,10627375104
0.100,0.560,1.840,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3275042816,2033532928,195944448,10627629056
0.090,0.550,1.830,0,0,0,0,0,167,187,1076,18,20,0,0,0,0,56,12,10,58,3274473472,2034102272,195944448,10626830336
0.090,0.550,1.830,0,0,0,0,0,0,358,1076,18,20,0,0,0,0,56,12,10,58,3275202560,2033360896,195944448,10627051520
0.090,0.550,1.830,0,0,0,0,0,15935,5405,1076,18,20,0,0,0,38,56,12,10,58,3274608640,2033954816,195952640,10627575808
0.090,0.550,1.830,0,0,0,0,0,13699,1079,1076,18,20,0,0,6,300,56,12,10,58,3250233344,2057596928,195964928,10628288512
0.090,0.550,1.830,0,0,0,0,0,3502,379,1076,18,20,0,0,0,0,56,12,10,58,3250434048,2057396224,195964928,10627756032
0.090,0.540,1.820,0,0,0,0,0,229,187,1076,18,20,0,0,0,0,56,12,10,58,3250515968,2057302016,195964928,10627776512
0.090,0.540,1.820,0,0,0,0,0,16433,6107,1076,18,20,0,0,0,0,56,12,10,58,3266166784,2040594432,195964928,10629615616
0.090,0.540,1.820,0,0,0,0,0,995,292,1076,18,20,0,0,0,40,56,12,10,58,3266347008,2040410112,195973120,10628554752
0.090,0.540,1.820,0,0,0,0,0,0,0,1076,18,20,0,0,2,126,56,12,10,58,3266523136,2040217600,195977216,10628837376
0.090,0.540,1.820,0,0,0,0,0,4382,3450,1091,18,20,0,0,0,24,57,12,10,59,3275304960,2031403008,195985408,10637885440
0.080,0.530,1.810,0,0,0,0,0,1551,689,1093,18,20,0,0,0,0,57,12,10,59,3276972032,2029109248,195985408,10638487552
0.080,0.530,1.810,0,0,0,0,0,0,0,1093,18,20,0,0,0,0,57,12,10,59,3278155776,2027831296,195985408,10638053376
0.080,0.530,1.810,0,0,0,0,0,0,358,1093,18,20,0,0,0,0,57,12,10,59,3276808192,2029174784,195985408,10637791232
0.080,0.530,1.810,0,0,0,0,0,523,0,1093,18,20,0,0,0,50,57,12,10,59,3278262272,2026635264,195985408,10639966208
0.080,0.530,1.810,0,0,0,0,0,175,0,1093,18,20,0,0,0,18,57,12,10,59,3280031744,2024845312,195993600,10639691776
0.070,0.520,1.800,0,0,0,0,0,46,0,1093,18,20,0,0,0,0,57,12,10,59,3281281024,2023591936,195993600,10638848000
0.070,0.520,1.800,0,0,0,0,0,0,0,1093,18,20,0,0,0,0,57,12,10,59,3281514496,2023362560,195993600,10639900672
0.070,0.520,1.800,0,0,0,0,0,17309,6536,1093,18,20,0,0,0,0,57,12,10,59,3275767808,2028535808,195993600,10640207872
0.070,0.520,1.800,0,0,0,0,0,0,0,1093,18,20,0,0,0,0,57,12,10,59,3276603392,2027544576,195993600,10639630336
0.070,0.520,1.800,0,0,0,0,0,650,484,1093,18,20,0,0,0,382,57,12,10,59,3278839808,2025279488,196018176,10639822848
0.070,0.520,1.790,0,0,0,0,0,167,187,1093,18,20,0,0,0,0,57,12,10,59,3278802944,2025304064,196018176,10640351232
0.070,0.520,1.790,0,0,0,0,0,0,0,1093,18,20,0,0,0,0,57,12,10,59,3291865088,2011156480,196018176,10641412096
0.070,0.520,1.790,0,0,0,0,0,0,358,1093,18,20,0,0,0,0,57,12,10,59,3291865088,2011156480,196018176,10640879616
0.070,0.520,1.790,0,0,0,0,0,70,0,1093,18,20,0,0,0,0,57,12,10,59,3291865088,2011156480,196018176,10641678336
0.070,0.520,1.790,0,0,0,0,0,0,259,1093,18,20,0,0,0,82,57,12,10,59,3290914816,2012004352,196030464,10641743872
0.060,0.510,1.780,0,0,0,0,0,478,187,1077,18,20,0,0,0,0,57,12,10,59,3264888832,2037907456,196030464,10632986624
0.060,0.510,1.780,0,0,0,0,0,167,187,1077,18,20,0,0,0,0,57,12,10,59,3265507328,2037194752,196030464,10632826880
0.060,0.510,1.780,0,0,0,0,0,298,1707,1078,19,20,0,0,0,0,57,12,10,59,3247390720,2055852032,196030464,10632552448
0.060,0.510,1.780,0,0,0,0,0,16923,4511,1077,18,20,0,0,0,0,57,12,10,59,3264413696,2038857728,196030464,10633371648
0.060,0.510,1.780,0,0,0,0,0,240,0,1077,18,20,0,0,0,150,57,12,10,59,3265867776,2037399552,196034560,10632507392
0.060,0.500,1.770,0,0,0,0,0,0,0,1077,18,20,0,0,0,42,57,12,10,59,3266347008,2036895744,196046848,10631745536
0.060,0.500,1.770,0,0,0,0,0,0,0,1077,18,20,0,0,0,0,57,12,10,59,3263107072,2039513088,196046848,10633682944
0.060,0.500,1.770,0,0,0,0,0,1249,3192,1077,18,20,0,0,0,10,57,12,10,59,3264356352,2038263808,196046848,10633142272
0.060,0.500,1.770,0,0,0,0,0,15898,4704,1080,18,23,0,0,0,0,57,12,10,59,3264851968,2037530624,196046848,10632605696
0.060,0.500,1.770,0,0,0,0,0,0,920,1080,18,23,0,0,0,26,57,12,10,59,3265097728,2037821440,196050944,10632065024
0.050,0.490,1.760,0,0,0,0,0,2108,4100,1080,18,23,0,0,0,24,57,12,10,59,3257774080,2045120512,196063232,10633392128
0.050,0.490,1.760,0,0,0,0,0,0,920,1080,18,23,0,0,0,0,57,12,10,59,3270246400,2032603136,196063232,10632646656
0.050,0.490,1.760,0,0,0,0,0,0,0,1080,18,23,0,0,0,0,57,12,10,59,3270246400,2032603136,196063232,10632380416
0.050,0.490,1.760,0,0,0,0,0,1249,3550,1077,18,20,0,0,0,0,57,12,10,59,3268849664,2033389568,196063232,10633531392
0.050,0.490,1.760,0,0,0,0,0,15972,2748,1076,18,20,0,0,0,396,57,12,10,59,3263205376,2038988800,196096000,10634252288
0.050,0.480,1.750,0,0,0,0,0,167,187,1076,18,20,0,0,0,28,57,12,10,59,3263418368,2038759424,196112384,10633453568
0.050,0.480,1.750,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3263705088,2038915072,196112384,10632495104
0.050,0.480,1.750,0,0,0,0,0,253,293,1076,18,20,0,0,0,0,56,12,10,58,3263053824,2039566336,196112384,10633551872
0.050,0.480,1.750,0,0,0,0,0,56,432,1076,18,20,0,0,0,0,56,12,10,58,3260493824,2042060800,196112384,10633048064
0.050,0.480,1.750,0,0,0,0,0,424,259,1076,18,20,0,0,0,156,56,12,10,58,3261870080,2040651776,196116480,10632556544
0.040,0.470,1.740,0,0,0,0,0,396,187,1076,18,20,0,0,0,20,56,12,10,58,3263651840,2038222848,196128768,10633773056
0.040,0.470,1.740,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3264692224,2037243904,196128768,10634227712
0.040,0.470,1.740,0,0,0,0,0,272,106,1076,18,20,0,0,0,0,56,12,10,58,3265126400,2036809728,196128768,10633687040
0.040,0.470,1.740,0,0,0,0,0,0,358,1076,18,20,0,0,0,0,56,12,10,58,3265097728,2036834304,196128768,10633166848
0.040,0.470,1.740,0,0,0,0,0,1249,3192,1076,18,20,0,0,0,274,56,12,10,58,3266125824,2036240384,196128768,10633547776
0.040,0.460,1.730,0,0,0,0,0,16099,2668,1076,18,20,0,0,0,20,56,12,10,58,3266392064,2035957760,196141056,10634121216
0.040,0.460,1.730,0,0,0,0,0,522,320,1079,18,20,0,0,0,0,56,12,10,58,3280666624,2021646336,196141056,10632560640
0.040,0.460,1.730,0,0,0,0,0,0,114,1079,18,20,0,0,0,40,56,12,10,58,3264716800,2036969472,196161536,10633965568
0.040,0.460,1.730,0,0,0,0,0,0,0,1079,18,20,0,0,0,0,56,12,10,58,3264684032,2036977664,196161536,10634723328
0.040,0.460,1.730,0,0,0,0,0,0,472,1079,18,20,0,0,0,42,56,12,10,58,3264782336,2036879360,196165632,10633920512
0.040,0.460,1.720,0,0,0,0,0,82,0,1079,18,20,0,0,0,0,56,12,10,58,3264983040,2036674560,196165632,10633408512
0.040,0.460,1.720,0,0,0,0,0,0,0,1079,18,20,0,0,0,0,56,12,10,58,3256528896,2045579264,196165632,10633748480
0.040,0.460,1.720,0,0,0,0,0,0,0,1079,18,20,0,0,0,26,56,12,10,58,3258187776,2043887616,196177920,10634293248
0.040,0.460,1.720,0,0,0,0,0,94,413,1079,18,20,0,0,0,0,56,12,10,58,3268554752,2032721920,196177920,10633760768
0.040,0.460,1.720,0,0,0,0,0,94,657,1079,18,20,0,0,6,56,56,12,10,58,3252695040,2048712704,196190208,10634158080
0.030,0.450,1.710,0,0,0,0,0,2105,4889,1077,18,20,0,0,0,0,56,12,10,58,3253608448,2047782912,196190208,10634690560
0.030,0.450,1.710,0,0,0,0,0,15688,1516,1076,18,20,0,0,0,0,56,12,10,58,3251982336,2049396736,196190208,10633846784
0.030,0.450,1.710,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3236765696,2065690624,196190208,10632503296
0.030,0.450,1.710,0,0,0,0,0,0,0,1076,18,20,0,0,0,30,56,12,10,58,3237920768,2064269312,196202496,10633297920
0.030,0.450,1.710,0,0,0,0,0,12583,5319,1076,18,20,0,0,0,0,56,12,10,58,3237761024,2064605184,196202496,10633637888
0.030,0.440,1.700,0,0,0,0,0,19264,1611,1076,18,20,0,0,4,70,56,12,10,58,3239895040,2063470592,196214784,10631835648
0.030,0.440,1.700,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3243081728,2058600448,196214784,10633252864
0.030,0.440,1.700,0,0,0,0,0,167,187,1076,18,20,0,0,0,0,56,12,10,58,3244060672,2057621504,196214784,10634043392
0.030,0.440,1.700,0,0,0,0,0,0,0,1076,18,20,0,0,0,22,56,12,10,58,3244314624,2057363456,196227072,10634567680
0.030,0.440,1.700,0,0,0,0,0,424,358,1076,18,20,0,0,0,26,56,12,10,58,3244462080,2057203712,196235264,10633895936
0.030,0.430,1.690,0,0,0,0,0,0,0,1076,18,20,0,0,8,110,56,12,10,58,3244199936,2057977856,196255744,10632581120
0.030,0.430,1.690,0,0,0,0,0,15817,5016,1076,18,20,0,0,0,0,56,12,10,58,3245395968,2056540160,196255744,10633814016
0.030,0.430,1.690,0,0,0,0,0,1404,844,1076,18,20,0,0,0,0,56,12,10,58,3245387776,2056540160,196255744,10634088448
0.030,0.430,1.690,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3243429888,2058047488,196255744,10633998336
0.030,0.430,1.690,0,0,0,0,0,523,0,1076,18,20,0,0,0,0,56,12,10,58,3244314624,2056933376,196255744,10634514432
0.020,0.430,1.680,0,0,0,0,0,175,358,1076,18,20,0,0,2,364,56,12,10,58,3247820800,2053394432,196272128,10634784768
0.020,0.430,1.680,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3248766976,2052448256,196272128,10634178560
0.020,0.430,1.680,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3248975872,2052771840,196272128,10633195520
0.020,0.430,1.680,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3250163712,2051526656,196272128,10633359360
0.020,0.430,1.680,0,0,0,0,0,240,0,1076,18,20,0,0,0,0,56,12,10,58,3250397184,2051293184,196272128,10634665984
0.020,0.420,1.670,0,0,0,0,0,167,545,1076,18,20,0,0,0,158,56,12,10,58,3248848896,2052190208,196284416,10633715712
0.020,0.420,1.670,0,0,0,0,0,42,62,1076,18,20,0,0,0,0,56,12,10,58,3249197056,2051801088,196284416,10633822208
0.020,0.420,1.670,0,0,0,0,0,12623,4742,1076,18,20,0,0,0,0,56,12,10,58,3247865856,2053132288,196284416,10633957376
0.020,0.420,1.670,0,0,0,0,0,70,0,1076,18,20,0,0,0,0,56,12,10,58,3249676288,2051854336,196284416,10634731520
0.020,0.420,1.670,0,0,0,0,0,7198,1472,1076,18,20,0,0,0,0,56,12,10,58,3250315264,2051215360,196284416,10633400320
0.020,0.410,1.660,0,0,0,0,0,860,1047,1076,18,20,0,0,0,518,56,12,10,58,3249582080,2051911680,196313088,10633166848
0.020,0.410,1.660,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3229265920,2072125440,196313088,10634600448
0.020,0.410,1.660,0,0,0,0,0,86,106,1076,18,20,0,0,0,0,56,12,10,58,3228598272,2072166400,196313088,10635403264
0.020,0.410,1.660,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3246501888,2054483968,196313088,10633916416
0.020,0.410,1.660,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3246698496,2054025216,196313088,10634268672
0.020,0.400,1.660,0,0,0,0,0,0,358,1076,18,20,0,0,0,170,56,12,10,58,3248480256,2052231168,196325376,10635640832
0.020,0.400,1.660,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3249016832,2052231168,196325376,10634838016
0.020,0.400,1.660,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3249246208,2052001792,196325376,10633723904
0.020,0.400,1.660,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3248320512,2052833280,196325376,10634874880
0.020,0.400,1.660,0,0,0,0,0,2125,4592,1076,18,20,0,0,0,0,56,12,10,58,3248824320,2051706880,196325376,10635755520
0.020,0.400,1.650,0,0,0,0,0,15602,1410,1076,18,20,0,0,0,34,56,12,10,58,3246411776,2054905856,196337664,10633383936
0.020,0.400,1.650,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3243413504,2057048064,196337664,10634240000
0.020,0.400,1.650,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3244437504,2056605696,196337664,10635014144
0.020,0.400,1.650,0,0,0,0,0,326,252,1075,17,20,0,0,0,0,56,12,10,58,3244486656,2056622080,196337664,10634866688
0.020,0.400,1.650,0,0,0,0,0,0,0,1075,17,20,0,0,0,0,56,12,10,58,3243061248,2058575872,196337664,10633031680
0.020,0.390,1.640,0,0,0,0,0,167,187,1075,17,20,0,0,0,136,56,12,10,58,3226472448,2075140096,196349952,10633310208
0.020,0.390,1.640,0,0,0,0,0,8151,10759,1076,18,20,0,0,0,0,56,12,10,58,3226996736,2073907200,196349952,10635325440
0.020,0.390,1.640,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3227238400,2073661440,196349952,10633998336
0.020,0.390,1.640,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3248152576,2052501504,196349952,10633936896
0.020,0.390,1.640,0,0,0,0,0,56,74,1076,18,20,0,0,0,0,56,12,10,58,3249119232,2051739648,196349952,10635120640
0.010,0.380,1.630,0,0,0,0,0,2015,4936,1076,18,20,0,0,0,24,56,12,10,58,3248603136,2052792320,196362240,10634821632
0.010,0.380,1.630,0,0,0,0,0,15602,1450,1076,18,20,0,0,0,122,56,12,10,58,3248562176,2052816896,196362240,10633265152
0.010,0.380,1.630,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3248246784,2053132288,196362240,10633265152
0.010,0.380,1.630,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3240210432,2060550144,196362240,10635214848
0.010,0.380,1.630,0,0,0,0,0,1513,4358,1077,19,20,0,0,0,38,56,12,10,58,3240669184,2059816960,196370432,10635657216
0.010,0.380,1.620,0,0,0,0,0,15568,3542,1077,19,20,0,0,0,0,56,12,10,58,3241181184,2060103680,196370432,10633527296
0.010,0.380,1.620,0,0,0,0,0,0,0,1077,19,20,0,0,0,260,56,12,10,58,3259437056,2041008128,196370432,10634125312
0.010,0.380,1.620,0,0,0,0,0,0,0,1077,19,20,0,0,0,0,56,12,10,58,3259715584,2041274368,196370432,10634911744
0.010,0.380,1.620,0,0,0,0,0,0,0,1077,19,20,0,0,0,0,56,12,10,58,3260637184,2040352768,196370432,10635153408
0.010,0.380,1.620,0,0,0,0,0,756,550,1080,20,20,0,0,0,18,56,12,10,58,3259191296,2041774080,196382720,10633834496
0.010,0.370,1.610,0,0,0,0,0,82,206,1080,20,20,0,0,0,0,56,12,10,58,3262722048,2037624832,196382720,10634342400
0.010,0.370,1.610,0,0,0,0,0,1659,4490,1080,20,20,0,0,0,70,56,12,10,58,3262148608,2038104064,196382720,10636009472
0.010,0.370,1.610,0,0,0,0,0,15602,2014,1080,20,20,0,0,0,0,56,12,10,58,3262324736,2037927936,196382720,10635743232
0.010,0.370,1.610,0,0,0,0,0,0,0,1080,20,20,0,0,0,0,56,12,10,58,3270950912,2029506560,196382720,10634231808
0.010,0.370,1.610,0,0,0,0,0,650,484,1080,20,20,0,0,0,34,56,12,10,58,3271454720,2029293568,196395008,10635259904
0.090,0.380,1.610,0,0,0,0,0,167,187,1080,20,20,0,0,0,0,56,12,10,58,3257643008,2043088896,196395008,10635517952
0.090,0.380,1.610,0,0,0,0,0,0,206,1080,20,20,0,0,0,338,56,12,10,58,3246383104,2054348800,196395008,10633920512
0.090,0.380,1.610,0,0,0,0,0,0,358,1080,20,20,0,0,0,0,56,12,10,58,3247001600,2053103616,196395008,10634506240
0.090,0.380,1.610,0,0,0,0,0,0,0,1080,20,20,0,0,0,0,56,12,10,58,3248152576,2051850240,196395008,10635931648
0.090,0.380,1.610,0,0,0,0,0,0,0,1080,20,20,0,0,0,40,56,12,10,58,3248599040,2051391488,196403200,10635718656
0.080,0.380,1.600,0,0,0,0,0,2055,4936,1080,20,20,0,0,0,0,56,12,10,58,3248300032,2051678208,196403200,10634874880
0.080,0.380,1.600,0,0,0,0,0,31559,6418,1080,20,20,0,0,0,80,56,12,10,58,3257524224,2042970112,196403200,10634633216
0.080,0.380,1.600,0,0,0,0,0,31305,7555,1080,20,20,0,0,0,0,56,12,10,58,3258441728,2042040320,196403200,10635694080
0.080,0.380,1.600,0,0,0,0,0,1404,989,1080,20,20,0,0,0,0,56,12,10,58,3257950208,2042527744,196403200,10634100736
0.080,0.380,1.600,0,0,0,0,0,407,393,1080,20,20,0,0,0,0,56,12,10,58,3258859520,2040995840,196403200,10634747904
0.080,0.370,1.590,0,0,0,0,0,167,187,1080,20,20,0,0,0,26,56,12,10,58,3259539456,2040299520,196415488,10636324864
0.080,0.370,1.590,0,0,0,0,0,0,0,1080,20,20,0,0,0,28,56,12,10,58,3257315328,2042417152,196419584,10636427264
0.080,0.370,1.590,0,0,0,0,0,86,106,1080,20,20,0,0,0,0,56,12,10,58,3258093568,2042187776,196419584,10634305536
0.080,0.370,1.590,0,0,0,0,0,0,358,1080,20,20,0,0,0,0,56,12,10,58,3264196608,2036305920,196419584,10634608640
0.080,0.370,1.590,0,0,0,0,0,42,0,1077,19,20,0,0,0,0,56,12,10,58,3264180224,2036064256,196419584,10635399168
0.070,0.360,1.580,0,0,0,0,0,394,0,1077,19,20,0,0,0,18,56,12,10,58,3265613824,2034606080,196431872,10635403264
0.070,0.360,1.580,0,0,0,0,0,350,0,1077,19,20,0,0,0,48,56,12,10,58,3235229696,2064891904,196431872,10634969088
0.070,0.360,1.580,0,0,0,0,0,124,106,1077,19,20,0,0,0,0,56,12,10,58,3235782656,2064388096,196431872,10634960896
0.070,0.360,1.580,0,0,0,0,0,16351,6092,1077,19,20,0,0,0,0,56,12,10,58,3232833536,2067337216,196431872,10635743232
0.070,0.360,1.580,0,0,0,0,0,916,126,1077,19,20,0,0,0,44,56,12,10,58,3232751616,2067853312,196452352,10634231808
0.380,0.420,1.590,0,0,0,0,0,1277,2991,1078,19,20,0,0,0,0,56,12,10,58,3233792000,2066800640,196452352,10634518528
0.380,0.420,1.590,0,0,0,0,0,22256,18392,1079,19,20,0,0,0,48,56,12,10,58,3252473856,2048073728,196452352,10634555392
0.380,0.420,1.590,0,0,0,0,0,977,1726,1079,19,20,0,0,0,0,56,12,10,58,3251277824,2049273856,196452352,10635010048
