"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/time_lock_aio_int_vm_vm-adv_mem.csv --time --lock --aio --int --vm --vm-adv --mem 1 600",,,,"Date:","22 Mar 2023 22:13:13 -03"
"system","file locks",,,,"async","interrupts",,,"virtual memory",,,,"advanced virtual memory",,,,,"memory usage",,,
22-03 22:20:11,56,12,10,58,0,0,21,0,0,1890,2120,3470,0,0,0,0,0,3258228736,2057084928,195866624,10620444672
22-03 22:20:12,56,12,10,58,0,0,13,0,0,8,365,228,0,0,0,0,0,3258699776,2056609792,195866624,10621231104
22-03 22:20:13,56,12,10,58,0,0,53,0,0,39,499,497,0,0,0,0,0,3256856576,2058452992,195866624,10620973056
22-03 22:20:14,56,12,10,58,0,0,35,0,0,7156,8665,9857,0,0,0,0,0,3256483840,2057150464,195866624,10621583360
22-03 22:20:15,56,12,10,58,0,0,19,0,0,324,499,109,0,0,0,0,0,3259027456,2054606848,195866624,10623107072
22-03 22:20:16,56,12,10,58,0,0,17,0,0,1732,1581,1735,0,0,0,0,0,3259269120,2054361088,195874816,10622836736
22-03 22:20:17,56,12,10,58,0,0,14,0,0,25,88,388,0,0,0,0,0,3257614336,2055995392,195874816,10621550592
22-03 22:20:18,56,12,10,58,0,0,32,0,0,20,722,578,0,0,0,0,0,3258019840,2055589888,195874816,10622140416
22-03 22:20:19,56,12,10,58,0,0,44,0,0,1857,1952,1569,0,0,0,0,0,3258880000,2054635520,195874816,10622767104
22-03 22:20:20,56,12,10,58,0,0,15,0,0,29,112,84,0,0,0,0,0,3259564032,2053939200,195874816,10622771200
22-03 22:20:21,56,12,10,58,0,0,12,0,0,1630,2203,2046,0,0,0,0,0,3259404288,2053488640,195874816,10622840832
22-03 22:20:22,56,12,10,58,0,0,13,0,0,2716,3865,3300,0,0,0,0,0,3266478080,2045353984,195883008,10623578112
22-03 22:20:23,56,12,10,58,0,0,14,0,0,343,362,76,0,0,0,0,0,3266674688,2045153280,195883008,10624122880
22-03 22:20:24,56,12,10,58,0,0,14,0,0,8,590,574,0,0,0,0,0,3267899392,2043928576,195883008,10624438272
22-03 22:20:25,56,12,10,58,0,0,39,0,0,1315,1514,1771,0,0,0,0,0,3266551808,2045796352,195883008,10623393792
22-03 22:20:26,56,12,10,58,0,0,16,0,0,1501,1610,1596,0,0,0,0,0,3267141632,2045108224,195883008,10622959616
22-03 22:20:27,56,12,10,58,0,0,15,0,0,324,463,184,0,0,0,0,0,3267317760,2044919808,195895296,10623950848
22-03 22:20:28,56,12,10,58,0,0,15,0,0,931,1515,4388,0,0,0,0,0,3255296000,2056339456,195895296,10624344064
22-03 22:20:29,56,12,10,58,0,0,29,0,0,5528,6762,1535,0,0,0,0,0,3272773632,2037809152,195895296,10625146880
22-03 22:20:30,56,12,10,58,0,0,16,0,0,1289,1654,1861,0,0,0,0,0,3272470528,2038099968,195895296,10625875968
22-03 22:20:31,56,12,10,58,0,0,48,0,0,1605,1365,1343,0,0,0,0,0,3272728576,2037841920,195895296,10625617920
22-03 22:20:32,56,12,10,58,0,0,15,0,0,31,261,1714,0,0,0,0,0,3268780032,2042318848,195895296,10624815104
22-03 22:20:33,56,12,10,58,0,0,15,0,0,24,217,3119,0,0,0,0,0,3259891712,2051723264,195907584,10624102400
22-03 22:20:34,56,12,10,58,0,0,13,0,0,132,1044,1464,0,0,0,0,0,3261104128,2050408448,195907584,10624729088
22-03 22:20:35,56,12,10,58,0,0,11,0,0,2058,2172,2702,0,0,0,0,0,3256033280,2054873088,195907584,10625335296
22-03 22:20:36,56,12,10,58,0,0,15,0,0,1281,1540,1637,0,0,0,0,0,3258245120,2052653056,195907584,10625069056
22-03 22:20:37,56,12,10,58,0,0,48,0,0,6272,7361,1434,0,0,0,0,0,3279351808,2030489600,195907584,10625609728
22-03 22:20:38,56,12,10,58,0,0,15,0,0,30,475,181,0,0,0,0,0,3280318464,2029498368,195919872,10626412544
22-03 22:20:39,56,12,10,58,0,0,14,0,0,318,518,945,0,0,0,0,0,3280465920,2030043136,195928064,10624913408
22-03 22:20:40,56,12,10,58,0,0,22,0,0,1298,1508,1389,0,0,0,0,0,3281461248,2029047808,195928064,10625187840
22-03 22:20:41,56,12,10,58,0,0,35,0,0,4091,5604,8467,0,0,0,0,0,3266240512,2044174336,195928064,10624749568
22-03 22:20:42,56,12,10,58,0,0,22,0,0,1183,1884,2567,0,0,0,0,0,3259252736,2050412544,195928064,10626490368
22-03 22:20:43,56,12,10,58,0,0,53,0,0,324,338,452,0,0,0,0,0,3259727872,2049925120,195940352,10625966080
22-03 22:20:44,56,12,10,58,0,0,13,0,0,5254,6543,1825,0,0,0,0,0,3274625024,2034212864,195944448,10626576384
22-03 22:20:45,56,12,10,58,0,0,14,0,0,1321,1650,1958,0,0,0,0,0,3274797056,2033778688,195944448,10627629056
22-03 22:20:46,56,12,10,58,0,0,17,0,0,1277,1493,1629,0,0,0,0,0,3274473472,2034102272,195944448,10626830336
22-03 22:20:47,56,12,10,58,0,0,14,0,0,341,122,91,0,0,0,0,0,3274690560,2033872896,195944448,10627051520
22-03 22:20:48,56,12,10,58,0,0,36,0,0,7,416,291,0,0,0,0,0,3274608640,2033954816,195944448,10627584000
22-03 22:20:49,56,12,10,58,0,0,63,0,0,675,1683,8612,0,0,0,0,0,3249741824,2058088448,195964928,10628288512
22-03 22:20:50,56,12,10,58,0,0,16,0,0,1354,1555,1625,0,0,0,0,0,3250434048,2057396224,195964928,10627756032
22-03 22:20:51,56,12,10,58,0,0,18,0,0,1592,1380,1428,0,0,0,0,0,3250540544,2057277440,195964928,10627776512
22-03 22:20:52,56,12,10,58,0,0,29,0,0,5288,6740,2670,0,0,0,0,0,3266166784,2040594432,195964928,10629615616
22-03 22:20:53,56,12,10,58,0,0,22,0,0,502,249,736,0,0,0,0,0,3266117632,2040639488,195964928,10628562944
22-03 22:20:54,56,12,10,58,0,0,15,0,0,5,722,591,0,0,0,0,0,3266277376,2040463360,195977216,10628837376
22-03 22:20:55,57,12,10,59,0,0,48,0,0,14317,13678,7528,0,0,0,0,0,3274113024,2032435200,195985408,10636931072
22-03 22:20:56,57,12,10,59,0,0,30,0,0,3584,4734,3851,0,0,0,0,0,3277242368,2028838912,195985408,10638487552
22-03 22:20:57,57,12,10,59,0,0,16,0,0,106,331,452,0,0,0,0,0,3278155776,2027831296,195985408,10638303232
22-03 22:20:58,57,12,10,59,0,0,15,0,0,348,2393,2284,0,0,0,0,0,3276808192,2029174784,195985408,10637791232
22-03 22:20:59,57,12,10,59,0,0,19,0,0,963,2564,1539,0,0,0,0,0,3278286848,2026610688,195985408,10639966208
22-03 22:21:00,57,12,10,59,0,0,16,0,0,1299,1494,1488,0,0,0,0,0,3280031744,2024845312,195993600,10639691776
22-03 22:21:01,57,12,10,59,0,0,36,0,0,2814,2769,2990,0,0,0,0,0,3281305600,2023567360,195993600,10638897152
22-03 22:21:02,57,12,10,59,0,0,13,0,0,29,101,72,0,0,0,0,0,3281514496,2023362560,195993600,10639101952
22-03 22:21:03,57,12,10,59,0,0,40,0,0,1499,2089,2712,0,0,0,0,0,3275767808,2028535808,195993600,10640465920
22-03 22:21:04,57,12,10,59,0,0,18,0,0,138,249,366,0,0,0,0,0,3276374016,2027786240,195993600,10639601664
22-03 22:21:05,57,12,10,59,0,0,21,0,0,1856,2401,2247,0,0,0,0,0,3278864384,2025254912,196018176,10639888384
22-03 22:21:06,57,12,10,59,0,0,17,0,0,1270,1637,1542,0,0,0,0,0,3278827520,2025279488,196018176,10640351232
22-03 22:21:07,57,12,10,59,0,0,32,0,0,5462,6377,3225,0,0,0,0,0,3291885568,2011140096,196018176,10641408000
22-03 22:21:08,57,12,10,59,0,0,15,0,0,34,247,342,0,0,0,0,0,3291865088,2011156480,196018176,10640879616
22-03 22:21:09,57,12,10,59,0,0,17,0,0,19,106,166,0,0,0,0,0,3291865088,2011156480,196018176,10640879616
22-03 22:21:10,57,12,10,59,0,0,13,0,0,2708,3953,4922,0,0,0,0,0,3290427392,2012491776,196030464,10641743872
22-03 22:21:11,57,12,10,59,0,0,20,0,0,1672,1709,9941,0,0,0,0,0,3265953792,2036842496,196030464,10632986624
22-03 22:21:12,57,12,10,59,0,0,15,0,0,496,607,420,0,0,0,0,0,3265507328,2037194752,196030464,10632826880
22-03 22:21:13,57,12,10,59,0,0,45,0,0,27,438,3859,0,0,0,0,0,3247390720,2055852032,196030464,10632552448
22-03 22:21:14,57,12,10,59,0,0,33,0,0,4860,6107,1816,0,0,0,0,0,3264413696,2038857728,196030464,10633371648
22-03 22:21:15,57,12,10,59,0,0,14,0,0,1366,1927,2183,0,0,0,0,0,3265867776,2037399552,196034560,10632507392
22-03 22:21:16,57,12,10,59,0,0,13,0,0,1429,1472,1602,0,0,0,0,0,3266351104,2036895744,196046848,10631999488
22-03 22:21:17,57,12,10,59,0,0,15,0,0,1128,1830,2249,0,0,0,0,0,3262590976,2040029184,196046848,10633416704
22-03 22:21:18,57,12,10,59,0,0,20,0,0,714,1103,961,0,0,0,0,0,3264110592,2038509568,196046848,10633142272
22-03 22:21:19,57,12,10,59,0,0,58,0,0,3530,5114,2938,0,0,0,0,0,3264606208,2037776384,196046848,10632863744
22-03 22:21:20,57,12,10,59,0,0,15,0,0,1475,1584,1932,0,0,0,0,0,3265122304,2037796864,196050944,10632065024
22-03 22:21:21,57,12,10,59,0,0,29,0,0,1289,1912,4999,0,0,0,0,0,3257774080,2045120512,196063232,10633392128
22-03 22:21:22,57,12,10,59,0,0,14,0,0,5292,6383,3601,0,0,0,0,0,3270004736,2032848896,196063232,10632642560
22-03 22:21:23,57,12,10,59,0,0,15,0,0,95,101,218,0,0,0,0,0,3270246400,2032603136,196063232,10632380416
22-03 22:21:24,57,12,10,59,0,0,23,0,0,2086,2700,1478,0,0,0,0,0,3268603904,2033635328,196063232,10633531392
22-03 22:21:25,57,12,10,59,0,0,53,0,0,1343,2091,4405,0,0,0,0,0,3263217664,2038988800,196096000,10634240000
22-03 22:21:26,57,12,10,59,0,0,15,0,0,31,148,373,0,0,0,0,0,3263418368,2038759424,196112384,10633453568
22-03 22:21:27,56,12,10,58,0,0,15,0,0,1917,1974,2384,0,0,0,0,0,3263705088,2038915072,196112384,10632495104
22-03 22:21:28,56,12,10,58,0,0,19,0,0,157,354,369,0,0,0,0,0,3262537728,2040082432,196112384,10633285632
22-03 22:21:29,56,12,10,58,0,0,17,0,0,1495,2745,2715,0,0,0,0,0,3260248064,2042306560,196112384,10633048064
22-03 22:21:30,56,12,10,58,0,0,23,0,0,1748,2167,2276,0,0,0,0,0,3261870080,2040651776,196116480,10632556544
22-03 22:21:31,56,12,10,58,0,0,37,0,0,1098,1549,356,0,0,0,0,0,3261628416,2040246272,196128768,10632974336
22-03 22:21:32,56,12,10,58,0,0,16,0,0,1568,1819,1400,0,0,0,0,0,3264692224,2037243904,196128768,10634227712
22-03 22:21:33,56,12,10,58,0,0,20,0,0,22,96,365,0,0,0,0,0,3265126400,2036809728,196128768,10633687040
22-03 22:21:34,56,12,10,58,0,0,13,0,0,181,289,240,0,0,0,0,0,3264856064,2037080064,196128768,10633162752
22-03 22:21:35,56,12,10,58,0,0,21,0,0,1430,2152,1967,0,0,0,0,0,3266125824,2036240384,196128768,10633547776
22-03 22:21:36,56,12,10,58,0,0,29,0,0,253,302,169,0,0,0,0,0,3266392064,2035957760,196141056,10634121216
22-03 22:21:37,56,12,10,58,0,0,40,0,0,6341,7441,4302,0,0,0,0,0,3280666624,2021646336,196141056,10632560640
22-03 22:21:38,56,12,10,58,0,0,17,0,0,393,1213,6030,0,0,0,0,0,3264495616,2037190656,196161536,10633965568
22-03 22:21:39,56,12,10,58,0,0,13,0,0,75,241,103,0,0,0,0,0,3264946176,2036715520,196161536,10634723328
22-03 22:21:40,56,12,10,58,0,0,18,0,0,1544,1797,2044,0,0,0,0,0,3264561152,2037100544,196165632,10633920512
22-03 22:21:41,56,12,10,58,0,0,16,0,0,20,95,254,0,0,0,0,0,3264729088,2036928512,196165632,10633408512
22-03 22:21:42,56,12,10,58,0,0,13,0,0,1845,2106,4091,0,0,0,0,0,3256520704,2045587456,196165632,10633748480
22-03 22:21:43,56,12,10,58,0,0,33,0,0,75,306,172,0,0,0,0,0,3257950208,2044133376,196177920,10634285056
22-03 22:21:44,56,12,10,58,0,0,18,0,0,5514,6379,3182,0,0,0,0,0,3268554752,2032721920,196177920,10633760768
22-03 22:21:45,56,12,10,58,0,0,19,0,0,2459,2893,6119,0,0,0,0,0,3251933184,2049474560,196177920,10633371648
22-03 22:21:46,56,12,10,58,0,0,33,0,0,4,697,453,0,0,0,0,0,3252617216,2048774144,196190208,10634424320
22-03 22:21:47,56,12,10,58,0,0,27,0,0,1369,1568,2598,0,0,0,0,0,3251941376,2049437696,196190208,10633895936
22-03 22:21:48,56,12,10,58,0,0,14,0,0,252,113,5054,0,0,0,0,0,3236765696,2065690624,196190208,10632503296
22-03 22:21:49,56,12,10,58,0,0,33,0,0,134,337,227,0,0,0,0,0,3237154816,2065301504,196202496,10632232960
22-03 22:21:50,56,12,10,58,0,0,29,0,0,1318,1713,1443,0,0,0,0,0,3238047744,2064318464,196202496,10633371648
22-03 22:21:51,56,12,10,58,0,0,30,0,0,75,461,934,0,0,0,0,0,3239895040,2063470592,196214784,10632085504
22-03 22:21:52,56,12,10,58,0,0,13,0,0,7310,8618,6055,0,0,0,0,0,3243081728,2058600448,196214784,10633252864
22-03 22:21:53,56,12,10,58,0,0,18,0,0,21,89,106,0,0,0,0,0,3244060672,2057621504,196214784,10632994816
22-03 22:21:54,56,12,10,58,0,0,13,0,0,317,650,352,0,0,0,0,0,3244314624,2057363456,196227072,10634035200
22-03 22:21:55,56,12,10,58,0,0,45,0,0,1374,1510,1637,0,0,0,0,0,3244462080,2057203712,196235264,10633895936
22-03 22:21:56,56,12,10,58,0,0,13,0,0,275,525,769,0,0,0,0,0,3244199936,2057977856,196255744,10632581120
22-03 22:21:57,56,12,10,58,0,0,36,0,0,3473,5459,3319,0,0,0,0,0,3245436928,2056499200,196255744,10633814016
22-03 22:21:58,56,12,10,58,0,0,22,0,0,8,218,84,0,0,0,0,0,3245387776,2056540160,196255744,10634088448
22-03 22:21:59,56,12,10,58,0,0,15,0,0,2381,3764,3483,0,0,0,0,0,3243184128,2058293248,196255744,10633998336
22-03 22:22:00,56,12,10,58,0,0,18,0,0,1552,1441,1567,0,0,0,0,0,3244314624,2056933376,196255744,10633715712
22-03 22:22:01,56,12,10,58,0,0,41,0,0,1547,2320,2055,0,0,0,0,0,3247820800,2053394432,196272128,10634784768
22-03 22:22:02,56,12,10,58,0,0,15,0,0,1292,1534,1630,0,0,0,0,0,3248766976,2052448256,196272128,10634178560
22-03 22:22:03,56,12,10,58,0,0,15,0,0,73,95,775,0,0,0,0,0,3248975872,2052771840,196272128,10633195520
22-03 22:22:04,56,12,10,58,0,0,11,0,0,396,291,377,0,0,0,0,0,3249401856,2052288512,196272128,10633093120
22-03 22:22:05,56,12,10,58,0,0,14,0,0,1317,1779,1414,0,0,0,0,0,3250397184,2051293184,196272128,10634665984
22-03 22:22:06,56,12,10,58,0,0,17,0,0,1403,2042,2195,0,0,0,0,0,3249061888,2051985408,196284416,10633949184
22-03 22:22:07,56,12,10,58,0,0,26,0,0,6786,7554,6006,0,0,0,0,0,3249197056,2051801088,196284416,10633822208
22-03 22:22:08,56,12,10,58,0,0,31,0,0,293,323,880,0,0,0,0,0,3247865856,2053132288,196284416,10633957376
22-03 22:22:09,56,12,10,58,0,0,14,0,0,22,368,252,0,0,0,0,0,3249676288,2051854336,196284416,10634731520
22-03 22:22:10,56,12,10,58,0,0,21,0,0,1156,1177,1372,0,0,0,0,0,3250315264,2051215360,196284416,10633400320
22-03 22:22:11,56,12,10,58,0,0,23,0,0,247,1122,1284,0,0,0,0,0,3249283072,2052210688,196313088,10633166848
22-03 22:22:12,56,12,10,58,0,0,15,0,0,1618,1653,6612,0,0,0,0,0,3229290496,2072100864,196313088,10633535488
22-03 22:22:13,56,12,10,58,0,0,34,0,0,1195,1870,974,0,0,0,0,0,3228598272,2072166400,196313088,10635468800
22-03 22:22:14,56,12,10,58,0,0,13,0,0,5340,6457,2126,0,0,0,0,0,3246501888,2054483968,196313088,10633916416
22-03 22:22:15,56,12,10,58,0,0,14,0,0,81,157,227,0,0,0,0,0,3246727168,2053996544,196313088,10634002432
22-03 22:22:16,56,12,10,58,0,0,15,0,0,1562,2323,1933,0,0,0,0,0,3248480256,2052231168,196325376,10635640832
22-03 22:22:17,56,12,10,58,0,0,15,0,0,1301,1376,1645,0,0,0,0,0,3249016832,2052231168,196325376,10634838016
22-03 22:22:18,56,12,10,58,0,0,11,0,0,3,87,355,0,0,0,0,0,3249246208,2052001792,196325376,10633773056
22-03 22:22:19,56,12,10,58,0,0,32,0,0,445,489,1610,0,0,0,0,0,3247030272,2054123520,196325376,10633826304
22-03 22:22:20,56,12,10,58,0,0,31,0,0,1443,1937,1055,0,0,0,0,0,3248877568,2051653632,196325376,10635755520
22-03 22:22:21,56,12,10,58,0,0,29,0,0,1314,1503,2776,0,0,0,0,0,3245625344,2054905856,196337664,10634412032
22-03 22:22:22,56,12,10,58,0,0,12,0,0,4237,5367,5407,0,0,0,0,0,3243413504,2057048064,196337664,10634240000
22-03 22:22:23,56,12,10,58,0,0,13,0,0,99,516,427,0,0,0,0,0,3244466176,2056577024,196337664,10635014144
22-03 22:22:24,56,12,10,58,0,0,18,0,0,252,81,204,0,0,0,0,0,3244486656,2056622080,196337664,10634866688
22-03 22:22:25,56,12,10,58,0,0,33,0,0,29,137,1969,0,0,0,0,0,3243061248,2058575872,196337664,10632966144
22-03 22:22:26,56,12,10,58,0,0,16,0,0,1323,1958,4943,0,0,0,0,0,3226226688,2075385856,196349952,10633043968
22-03 22:22:27,56,12,10,58,0,0,40,0,0,3129,3951,1862,0,0,0,0,0,3226996736,2073907200,196349952,10635325440
22-03 22:22:28,56,12,10,58,0,0,15,0,0,253,91,471,0,0,0,0,0,3227238400,2073661440,196349952,10633998336
22-03 22:22:29,56,12,10,58,0,0,14,0,0,5318,6401,1122,0,0,0,0,0,3248152576,2052501504,196349952,10634002432
22-03 22:22:30,56,12,10,58,0,0,16,0,0,7,222,89,0,0,0,0,0,3249119232,2051739648,196349952,10634321920
22-03 22:22:31,56,12,10,58,0,0,62,0,0,1664,1865,2344,0,0,0,0,0,3248603136,2052792320,196349952,10634833920
22-03 22:22:32,56,12,10,58,0,0,26,0,0,1545,1984,2321,0,0,0,0,0,3248533504,2052849664,196362240,10633502720
22-03 22:22:33,56,12,10,58,0,0,13,0,0,22,92,130,0,0,0,0,0,3248504832,2052874240,196362240,10633265152
22-03 22:22:34,56,12,10,58,0,0,14,0,0,3411,5593,4958,0,0,0,0,0,3240210432,2060550144,196362240,10634149888
22-03 22:22:35,56,12,10,58,0,0,29,0,0,154,622,289,0,0,0,0,0,3240669184,2059816960,196370432,10635722752
22-03 22:22:36,56,12,10,58,0,0,26,0,0,1550,1386,2195,0,0,0,0,0,3241181184,2060103680,196370432,10633527296
22-03 22:22:37,56,12,10,58,0,0,39,0,0,6530,7962,3236,0,0,0,0,0,3259437056,2041008128,196370432,10634125312
22-03 22:22:38,56,12,10,58,0,0,14,0,0,28,239,214,0,0,0,0,0,3259715584,2041274368,196370432,10634911744
22-03 22:22:39,56,12,10,58,0,0,14,0,0,4,356,94,0,0,0,0,0,3260391424,2040598528,196370432,10635153408
22-03 22:22:40,56,12,10,58,0,0,17,0,0,325,360,713,0,0,0,0,0,3258945536,2042019840,196382720,10633834496
22-03 22:22:41,56,12,10,58,0,0,17,0,0,2428,3627,2502,0,0,0,0,0,3262722048,2037624832,196382720,10634342400
22-03 22:22:42,56,12,10,58,0,0,27,0,0,1317,3036,5083,0,0,0,0,0,3262160896,2038091776,196382720,10636009472
22-03 22:22:43,56,12,10,58,0,0,59,0,0,480,1025,1155,0,0,0,0,0,3261820928,2038431744,196382720,10635743232
22-03 22:22:44,56,12,10,58,0,0,15,0,0,4509,6078,5125,0,0,0,0,0,3271258112,2029215744,196382720,10634465280
22-03 22:22:45,56,12,10,58,0,0,21,0,0,28,1048,1072,0,0,0,0,0,3271241728,2029506560,196390912,10634199040
22-03 22:22:46,56,12,10,58,0,0,16,0,0,1305,2563,6523,0,0,0,0,0,3257659392,2043072512,196395008,10635517952
22-03 22:22:47,56,12,10,58,0,0,12,0,0,1310,2911,5348,0,0,0,0,0,3246383104,2054348800,196395008,10633920512
22-03 22:22:48,56,12,10,58,0,0,15,0,0,1451,2393,1238,0,0,0,0,0,3247001600,2053103616,196395008,10634506240
22-03 22:22:49,56,12,10,58,0,0,35,0,0,34,1358,1153,0,0,0,0,0,3248504832,2051588096,196395008,10635841536
22-03 22:22:50,56,12,10,58,0,0,12,0,0,29,1668,1824,0,0,0,0,0,3248603136,2051391488,196395008,10635722752
22-03 22:22:51,56,12,10,58,0,0,32,0,0,1293,2604,2871,0,0,0,0,0,3248300032,2051678208,196403200,10634874880
22-03 22:22:52,56,12,10,58,0,0,39,0,0,6412,8604,5941,0,0,0,0,0,3257008128,2043486208,196403200,10634108928
22-03 22:22:53,56,12,10,58,0,0,38,0,0,26,1366,1545,0,0,0,0,0,3258195968,2042286080,196403200,10635694080
22-03 22:22:54,56,12,10,58,0,0,22,0,0,3,863,1264,0,0,0,0,0,3257950208,2042527744,196403200,10634100736
22-03 22:22:55,56,12,10,58,0,0,57,0,0,590,1794,1198,0,0,0,0,0,3258859520,2040995840,196403200,10634682368
22-03 22:22:56,56,12,10,58,0,0,18,0,0,1946,2905,2606,0,0,0,0,0,3259564032,2040274944,196415488,10636324864
22-03 22:22:57,56,12,10,58,0,0,16,0,0,1453,2545,2850,0,0,0,0,0,3257069568,2042662912,196419584,10636427264
22-03 22:22:58,56,12,10,58,0,0,17,0,0,4,868,1388,0,0,0,0,0,3258093568,2042187776,196419584,10634547200
22-03 22:22:59,56,12,10,58,0,0,16,0,0,4877,6926,3504,0,0,0,0,0,3263967232,2036535296,196419584,10634608640
22-03 22:23:00,56,12,10,58,0,0,15,0,0,355,513,639,0,0,0,0,0,3264204800,2036039680,196419584,10634600448
22-03 22:23:01,56,12,10,58,0,0,54,0,0,2851,3014,2747,0,0,0,0,0,3265638400,2034581504,196431872,10635403264
22-03 22:23:02,56,12,10,58,0,0,17,0,0,1980,2783,10195,0,0,0,0,0,3235229696,2064891904,196431872,10634702848
22-03 22:23:03,56,12,10,58,0,0,18,0,0,6,231,102,0,0,0,0,0,3235811328,2064363520,196431872,10634956800
22-03 22:23:04,56,12,10,58,0,0,37,0,0,325,420,283,0,0,0,0,0,3236028416,2064142336,196431872,10635743232
22-03 22:23:05,56,12,10,58,0,0,19,0,0,861,1094,1737,0,0,0,0,0,3232247808,2068357120,196452352,10634231808
22-03 22:23:06,56,12,10,58,0,0,19,0,0,1299,1504,1377,0,0,0,0,0,3233628160,2066964480,196452352,10634518528
22-03 22:23:07,56,12,10,58,0,0,105,0,0,6770,8498,3989,0,0,0,0,0,3252457472,2048090112,196452352,10634555392
22-03 22:23:08,56,12,10,58,0,0,27,0,0,655,1535,1414,0,0,0,0,0,3251290112,2049261568,196452352,10635268096
22-03 22:23:09,56,12,10,58,0,0,17,0,0,1860,2323,4402,0,0,0,0,0,3242233856,2057687040,196452352,10634833920
22-03 22:23:10,56,12,10,58,0,0,20,0,0,16,324,197,0,0,0,0,0,3242930176,2056978432,196464640,10635108352
22-03 22:23:11,56,12,10,58,0,0,23,0,0,1319,1646,1514,0,0,0,0,0,3243823104,2056073216,196464640,10635644928
22-03 22:23:12,56,12,10,58,0,0,15,0,0,56046,77417,23811,0,0,0,0,0,3462029312,1831956480,196464640,10641473536
