"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --cpu --disk --page --int --load --mem --net --proc --io --swap --sys --aio --fs --ipc --lock --raw --socket --tcp --udp --unix --vm --vm-adv --zones --output dstat/data/csv/dstat/all_with_default_time.csv 1 600",,,,"Date:","22 Mar 2023 22:03:09 -03"
"total cpu usage",,,,,"dsk/total",,"paging",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"io/total",,"swap",,"system",,"async","filesystem",,"sysv ipc",,,"file locks",,,,"raw","sockets",,,,,"tcp sockets",,,,,"udp",,"unix sockets",,,,"virtual memory",,,,"advanced virtual memory",,,,,"zones memory",,,
"usr","sys","idl","wai","stl","read","writ","in","out","138","139","140","1m","5m","15m","used","free","buff","cach","recv","send","run","blk","new","read","writ","used","free","int","csw","#aio","files","inodes","msg","sem","shm","pos","lck","rea","wri","raw","tot","tcp","udp","raw","frg","lis","act","syn","tim","clo","lis","act","dgm","str","lis","act","majpf","minpf","alloc","free","steal","scanK","scanD","pgoru","astll","d32F","d32H","normF","normH"
3.778,2.519,93.199,0.504,0,0,17719296,0,0,0,17,0,5.610,8.750,4.630,3586228224,1755955200,193277952,10587320320,396,374,0,0,8,0,488,1835008,1021571072,1905,6717,0,13152,350089,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,7,1,17,7,56,874,54,820,0,1419,4398,3875,0,0,0,0,0,286951,3141,138421,22176,
3.287,1.138,95.575,0,0,0,0,0,0,0,41,0,5.610,8.750,4.630,3586691072,1755451392,193277952,10587324416,0,0,0,0,0,0,0,1835008,1021571072,1172,1833,0,13152,350089,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,6,1,17,7,56,874,54,820,0,83,119,523,0,0,0,0,0,286951,3141,138298,22176,
3.396,1.761,94.717,0.126,0,0,0,0,0,0,16,0,5.610,8.750,4.630,3587178496,1754963968,193277952,10586275840,0,0,0,0,8,0,0,1835008,1021571072,1300,3143,0,13152,350088,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,6,1,17,7,56,874,54,820,0,1302,1538,1369,0,0,0,0,0,286951,3141,138179,22176,
4.030,1.511,94.458,0,0,0,0,0,0,0,19,0,5.610,8.750,4.630,3552968704,1789173760,193277952,10586275840,0,0,0,0,0,0,0,1835008,1021571072,1165,1899,0,13152,350088,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,6,1,17,7,56,874,54,820,0,260,290,10573,0,0,0,0,0,287215,3141,146402,22176,
4.167,1.515,94.066,0.253,0,0,0,0,0,0,18,0,5.610,8.750,4.630,3552088064,1790050304,193277952,10586279936,298,1707,0,0,1,0,0,1835008,1021571072,1408,2908,0,13152,350089,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,7,1,17,7,56,874,54,820,0,498,452,316,0,0,0,0,0,287215,3141,146481,22176,
4.035,2.522,93.190,0.252,0,0,0,0,0,0,27,0,5.160,8.610,4.610,3551776768,1790341120,193277952,10586300416,12325,3035,0,0,8,0,0,1835008,1021571072,1435,3438,0,13152,350088,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,7,1,17,7,56,874,54,820,0,1417,1448,1777,0,0,0,0,0,287215,3141,146683,22176,
3.153,1.009,95.208,0.631,0,0,122880,0,0,0,33,0,5.160,8.610,4.610,3551186944,1790926848,193286144,10586820608,7158,1358,2,0,0,0,20,1835008,1021571072,1178,2052,0,13152,350088,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,7,1,17,7,56,874,54,820,0,4,403,150,0,0,0,0,0,287215,3141,146695,22176,
4.425,1.643,93.932,0,0,0,0,0,0,0,40,0,5.160,8.610,4.610,3543072768,1799028736,193286144,10587357184,86,106,0,0,8,0,0,1835008,1021571072,1295,3036,0,13152,350109,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,7,1,17,7,56,874,54,820,0,1861,1927,4649,0,0,0,0,0,287215,3141,149064,22176,
3.266,1.256,95.352,0.126,0,0,0,0,0,0,14,0,5.160,8.610,4.610,3541839872,1800126464,193286144,10586443776,0,0,0,0,0,0,0,1835008,1021571072,1043,1801,0,13152,350108,0,0,6,56,12,10,58,0,1076,17,20,0,0,7,10,0,7,1,17,7,56,874,54,820,0,15,119,242,0,0,0,0,0,287215,3141,148941,22176,
3.769,1.256,94.975,0,0,0,0,0,0,0,15,0,5.160,8.610,4.610,3541569536,1800396800,193286144,10586185728,0,0,0,0,0,0,0,1835008,1021571072,1130,1913,0,13152,350108,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,7,1,17,7,56,874,54,820,0,84,243,134,0,0,0,0,0,287215,3141,149007,22176,
3.522,2.013,94.340,0.126,0,0,0,0,0,0,23,0,4.750,8.460,4.580,3541536768,1800429568,193286144,10586443776,732,484,0,0,8,0,0,1835008,1021571072,1256,3083,0,13152,350108,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,7,1,17,7,56,874,54,820,0,1294,1394,1534,0,0,0,0,0,287215,3141,149209,22176,
3.875,1.875,94,0.250,0,0,0,0,0,0,18,0,4.750,8.460,4.580,3540492288,1801474048,193286144,10586443776,167,187,0,0,0,0,0,1835008,1021571072,1134,1838,0,13152,350108,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,6,1,17,7,56,874,54,820,0,276,270,116,0,0,0,0,0,287215,3141,149270,22176,
4.156,1.259,94.207,0.378,0,0,147456,0,0,0,27,0,4.750,8.460,4.580,3540492288,1801474048,193294336,10586435584,78,106,0,0,8,0,12,1835008,1021571072,1271,3121,0,13152,350108,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,6,1,17,7,56,874,54,820,0,1288,1423,1537,0,0,0,0,0,287215,3141,149214,22176,
3.535,1.010,95.455,0,0,0,0,0,0,0,34,0,4.750,8.460,4.580,3541180416,1800761344,193294336,10587508736,523,0,0,0,0,0,0,1835008,1021571072,1145,1892,0,13152,350109,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,6,1,17,7,56,874,54,820,0,85,528,167,0,0,0,0,0,287215,3141,149096,22176,
3.648,1.509,94.717,0.126,0,0,0,0,0,0,17,0,4.750,8.460,4.580,3337932800,2003873792,193294336,10587643904,294,0,0,0,0,0,0,1835008,1021571072,1177,1938,0,13152,350129,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,6,1,17,7,56,874,54,820,0,1247,1490,50460,0,0,0,0,0,287215,3141,198815,22176,
3.914,1.768,94.318,0,0,0,0,0,0,0,21,0,4.370,8.320,4.560,3338108928,2003693568,193294336,10586341376,167,187,1,0,4,0,0,1835008,1021571072,1221,2569,0,13152,350140,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,6,1,17,7,56,874,54,820,0,1545,1536,1397,0,0,0,0,0,287215,3141,198641,22176,
3.522,1.635,94.591,0.252,0,0,0,0,0,0,18,0,4.370,8.320,4.560,3338870784,2002931712,193294336,10586599424,298,1707,0,0,5,0,0,1835008,1021571072,1303,3295,0,13152,350129,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,9,1,6,2,17,7,56,874,54,820,0,326,310,435,0,0,0,0,0,287215,3141,198454,22176,
4.528,1.887,93.333,0.252,0,0,0,0,0,0,37,0,4.370,8.320,4.560,3339112448,2002690048,193294336,10586341376,17045,4233,0,0,8,0,0,1835008,1021571072,1438,3353,0,13120,350128,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,7,1,17,7,56,874,54,820,0,1499,1703,1439,0,0,0,0,0,287215,3141,198395,22176,
2.785,0.759,95.823,0.633,0,0,0,0,0,0,15,0,4.370,8.320,4.560,3339337728,2002464768,193298432,10586595328,0,0,2,1,0,0,27,1835008,1021571072,1113,1932,0,13120,350108,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,7,1,17,7,56,874,54,820,0,4,154,460,0,0,0,0,0,287215,3141,198473,22176,
3.279,1.513,95.082,0.126,0,0,196608,0,0,0,55,0,4.370,8.320,4.560,3339829248,2002530304,193302528,10586558464,0,259,0,0,0,0,3,1835008,1021571072,1218,1964,0,13120,350068,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,7,1,17,7,56,874,54,820,0,253,517,123,0,0,0,0,0,287215,3141,198356,22176,
3.778,1.259,94.836,0.126,0,0,0,0,0,0,22,0,4.020,8.180,4.530,3340029952,2002313216,193302528,10587099136,396,187,0,0,0,0,0,1835008,1021571072,1185,2063,0,13120,350069,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,7,1,17,7,56,874,54,820,0,525,477,606,0,0,0,0,0,287215,3141,198693,22176,
4.025,2.390,93.459,0.126,0,0,3440640,0,0,0,14,0,4.020,8.180,4.530,3334189056,2014502912,193302528,10579701760,0,0,0,0,8,0,510,1835008,1021571072,1495,3712,0,13120,348958,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,6,1,17,7,56,874,54,820,0,1098,1790,5695,0,0,0,0,0,288783,3141,199711,22176,
4.167,1.641,94.192,0,0,0,0,0,0,0,15,0,4.020,8.180,4.530,3334008832,2014855168,193302528,10579271680,0,0,0,0,8,0,0,1835008,1021571072,1250,3004,0,13120,348968,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,6,1,17,7,56,874,54,820,0,2352,2641,1424,0,0,0,0,0,288799,3141,199781,22176,
4.511,1.629,93.734,0.125,0,0,0,0,0,0,17,0,4.020,8.180,4.530,3335221248,2014670848,193302528,10578501632,0,358,0,0,0,0,0,1835008,1021571072,1025,1836,0,13120,348882,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,6,1,17,7,56,874,54,820,0,283,125,478,0,0,0,0,0,288799,3141,199928,22176,
3.413,1.138,95.322,0.126,0,0,2015232,0,0,0,15,0,4.020,8.180,4.530,3334623232,2015002624,193314816,10578497536,0,0,0,0,0,0,46,1835008,1021571072,1176,1948,0,13120,348882,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,6,1,17,7,56,874,54,820,0,9,518,368,0,0,0,0,0,288799,3141,199761,22176,
9.410,2.886,87.578,0.125,0,0,229376,0,0,0,72,0,3.850,8.080,4.520,3356045312,1993814016,193323008,10586705920,5887,5605,0,0,31,0,20,1835008,1021571072,2901,12158,0,13152,349034,0,0,6,57,12,10,59,0,1091,17,20,0,0,7,10,0,6,1,17,8,56,890,54,836,0,23150,23690,13908,0,0,0,0,0,288799,3141,194644,22176,
3.774,1.887,94.214,0.126,0,0,0,0,0,0,16,0,3.850,8.080,4.520,3356278784,1993568256,193323008,10587811840,0,0,0,0,8,0,0,1835008,1021571072,1324,3132,0,13184,349037,0,0,6,57,12,10,59,0,1091,17,20,0,0,7,10,0,6,1,17,8,56,890,54,836,0,1306,1816,1457,0,0,0,0,0,288799,3141,194584,22176,
4.156,2.141,93.703,0,0,0,0,0,0,0,18,0,3.850,8.080,4.520,3356491776,1993355264,193323008,10588053504,338,1707,0,0,8,0,0,1835008,1021571072,1413,3849,0,13184,349037,0,0,6,57,12,10,59,0,1092,18,20,0,0,7,9,1,6,2,17,8,56,890,54,836,0,1381,1477,2237,0,0,0,0,0,288799,3141,194532,22176,
5.196,1.648,93.029,0.127,0,0,0,0,0,0,41,0,3.850,8.080,4.520,3356418048,1992896512,193323008,10587312128,16883,4551,0,0,1,0,0,1835008,1021571072,1490,3140,0,13184,349074,0,0,6,57,12,10,59,0,1093,17,20,0,0,7,10,0,7,1,17,8,56,890,54,836,0,2283,4530,3066,0,0,0,0,0,288799,3141,194360,22176,
4.035,1.135,94.830,0,0,0,0,0,0,0,16,0,3.850,8.080,4.520,3356798976,1992413184,193323008,10587549696,0,0,0,0,0,0,0,1835008,1021571072,1225,2026,0,13184,349084,0,0,6,57,12,10,59,0,1091,17,20,0,0,7,10,0,7,1,17,8,56,890,54,836,0,363,453,666,0,0,0,0,0,288799,3141,194302,22176,
3.405,1.387,94.830,0.378,0,0,450560,0,0,0,16,0,3.550,7.950,4.490,3357052928,1992155136,193331200,10587115520,0,0,0,0,0,0,22,1835008,1021571072,1117,1867,0,13184,349083,0,0,6,57,12,10,59,0,1091,17,20,0,0,7,10,0,7,1,17,8,56,890,54,836,0,95,243,219,0,0,0,0,0,288799,3141,194239,22176,
4.397,3.015,92.462,0.126,0,0,0,0,0,0,52,0,3.550,7.950,4.490,3356803072,1992392704,193331200,10587394048,0,0,0,0,16,0,0,1835008,1021571072,1641,5414,0,13184,349087,0,0,6,57,12,10,59,0,1091,17,20,0,0,7,10,0,7,1,17,8,56,890,54,836,0,2868,2757,11584,0,0,0,0,0,288799,3141,194297,22176,
3.422,1.648,94.804,0.127,0,0,270336,0,0,0,16,0,3.550,7.950,4.490,3357954048,1991245824,193347584,10587631616,0,0,0,0,8,0,46,1835008,1021571072,1269,3167,0,13184,349084,0,0,6,57,12,10,59,0,1091,17,20,0,0,7,10,0,7,1,17,8,56,890,54,836,0,1279,1458,1608,0,0,0,0,0,288799,3141,194017,22176,
3.409,1.136,95.328,0.126,0,0,0,0,0,0,16,0,3.550,7.950,4.490,3359993856,1989185536,193347584,10588700672,0,358,0,0,0,0,0,1835008,1021571072,1106,1871,0,13184,349085,0,0,6,57,12,10,59,0,1091,17,20,0,0,7,10,0,6,1,17,8,56,890,54,836,0,88,500,135,0,0,0,0,0,288799,3141,193514,22176,
3.652,1.134,95.214,0,0,0,0,0,0,0,17,0,3.550,7.950,4.490,3359993856,1989185536,193347584,10588700672,119,0,0,0,0,0,0,1835008,1021571072,1125,1980,0,13184,349085,0,0,6,57,12,10,59,0,1091,17,20,0,0,7,10,0,6,1,17,8,56,890,54,836,0,3,125,290,0,0,0,0,0,288799,3141,193514,22176,
4.648,1.256,93.970,0.126,0,0,655360,0,0,0,21,0,3.260,7.810,4.470,3360419840,1988702208,193355776,10587443200,591,187,0,0,0,0,22,1835008,1021571072,1208,2190,0,13184,349094,0,0,6,57,12,10,59,0,1091,17,20,0,0,7,10,0,6,1,17,8,56,890,54,836,0,508,781,1147,0,0,0,0,0,288799,3141,193396,22176,
3.666,2.149,94.058,0.126,0,0,6086656,0,0,0,17,0,3.260,7.810,4.470,3363196928,1985925120,193355776,10587701248,0,0,0,0,8,0,672,1835008,1021571072,1526,3917,0,13184,349094,0,0,6,57,12,10,59,0,1091,17,20,0,0,7,10,0,6,1,17,8,56,890,54,836,0,1294,2162,2282,0,0,0,0,0,288799,3141,192718,22176,
7.459,2.908,89.507,0.126,0,0,0,0,0,0,60,0,3.260,7.810,4.470,3465625600,1877278720,193355776,10593660928,0,0,0,0,8,0,0,1835008,1021571072,2384,36721,0,13184,350164,0,0,6,57,12,10,59,0,1091,17,20,0,0,7,10,0,6,1,17,8,56,890,54,836,0,54993,76980,50149,0,0,0,0,0,288799,3141,166193,22176,
3.531,1.387,94.956,0.126,0,0,0,0,0,0,18,0,3.260,7.810,4.470,3466092544,1876762624,193355776,10593964032,338,1707,1,0,0,0,0,1835008,1021571072,1252,2652,0,13184,350165,0,0,6,57,12,10,59,0,1091,17,20,0,0,7,10,0,7,1,17,8,56,890,54,836,0,33,201,304,0,0,0,0,0,288799,3141,166007,22176,
4.282,1.134,94.584,0,0,0,0,0,0,0,39,0,3.260,7.810,4.470,3466334208,1876516864,193355776,10595016704,16993,4850,0,0,0,0,0,1835008,1021571072,1260,2176,0,13184,350166,0,0,6,57,12,10,59,0,1091,17,20,0,0,7,10,0,7,1,17,8,56,890,54,836,0,173,509,132,0,0,0,0,0,288799,3141,166007,22176,
3.258,2.005,94.612,0.125,0,0,2547712,0,0,0,19,0,3,7.680,4.440,3450359808,1892491264,193368064,10593009664,478,187,0,0,0,0,44,1835008,1021571072,1159,2347,0,13184,350097,0,0,6,57,12,10,59,0,1085,17,20,0,0,7,10,0,7,1,17,8,56,884,54,830,0,636,694,3879,0,0,0,0,0,288799,3141,169844,22176,
4.678,2.023,93.173,0.126,0,0,0,0,0,0,15,0,3,7.680,4.440,3425853440,1916854272,193368064,10585100288,0,0,0,0,9,0,0,1835008,1021571072,1539,3327,0,13120,349987,0,0,6,57,12,10,59,0,1075,17,20,0,0,7,10,0,7,1,17,8,56,874,54,820,0,1474,1458,6840,0,0,0,0,0,288799,3141,175855,22176,
3.291,1.519,95.190,0,0,0,0,0,0,0,15,0,3,7.680,4.440,3426217984,1916485632,193368064,10585624576,0,0,1,0,4,0,0,1835008,1021571072,1217,2540,0,13120,350003,0,0,6,57,12,10,59,0,1075,17,20,0,0,7,10,0,7,1,17,8,56,874,54,820,0,1403,1673,1457,0,0,0,0,0,288799,3141,175710,22176,
4.010,1.253,94.612,0.125,0,0,0,0,0,0,59,0,3,7.680,4.440,3424542720,1918070784,193368064,10585714688,167,187,0,0,4,0,0,1835008,1021571072,1253,2346,0,13152,350008,0,0,6,57,12,10,59,0,1075,17,20,0,0,7,10,0,7,1,17,8,56,874,54,820,0,303,287,847,0,0,0,0,0,288799,3141,176090,22176,
3.652,1.008,95.088,0.252,0,0,0,0,0,0,20,0,3,7.680,4.440,3425222656,1917300736,193368064,10585546752,240,358,0,0,0,0,0,1835008,1021571072,1139,1983,0,13184,350018,0,0,6,57,12,10,59,0,1075,17,20,0,0,7,10,0,6,1,17,8,56,874,54,820,0,363,624,447,0,0,0,0,0,288799,3141,175964,22176,
3.657,1.135,94.956,0.252,0,0,0,0,0,0,16,0,2.760,7.560,4.420,3425288192,1917300736,193368064,10585739264,0,0,0,0,0,0,0,1835008,1021571072,1259,2102,0,13184,350018,0,0,6,57,12,10,59,0,1075,17,20,0,0,7,10,0,6,1,17,8,56,874,54,820,0,106,131,292,0,0,0,0,0,288799,3141,175964,22176,
3.764,2.258,93.601,0.376,0,0,278528,0,0,0,15,0,2.760,7.560,4.420,3427311616,1915269120,193376256,10586546176,0,0,0,0,8,0,32,1835008,1021571072,1359,3182,0,13184,350019,0,0,6,57,12,10,59,0,1075,17,20,0,0,7,10,0,6,1,17,8,56,874,54,820,0,1307,1845,1479,0,0,0,0,0,288799,3141,175468,22176,
3.648,0.881,95.472,0,0,0,0,0,0,0,14,0,2.760,7.560,4.420,3427295232,1915269120,193376256,10586804224,0,0,0,0,0,0,0,1835008,1021571072,1002,1803,0,13184,350019,0,0,6,57,12,10,59,0,1075,17,20,0,0,7,10,0,6,1,17,8,56,874,54,820,0,182,135,526,0,0,0,0,0,288799,3141,175468,22176,
3.909,1.765,94.199,0.126,0,0,1138688,0,0,0,19,0,2.760,7.560,4.420,3429081088,1913475072,193376256,10585763840,326,252,0,0,8,0,22,1835008,1021571072,1320,3077,0,13184,350017,0,0,6,57,12,10,59,0,1076,16,20,0,0,7,8,0,6,2,17,8,56,874,54,820,0,1670,2230,1845,0,0,0,0,0,288799,3141,175030,22176,
4.288,1.639,93.947,0.126,0,0,0,0,0,0,60,0,2.760,7.560,4.420,3429335040,1913221120,193376256,10585763840,1619,4848,0,0,0,0,0,1835008,1021571072,1358,2928,0,13184,350028,0,0,6,57,12,10,59,0,1074,16,20,0,0,7,8,0,7,2,17,8,56,874,54,820,0,302,360,616,0,0,0,0,0,288799,3141,175103,22176,
4.167,1.515,94.318,0,0,0,0,0,0,0,42,0,2.540,7.430,4.400,3429007360,1913507840,193376256,10585804800,17426,3575,0,0,0,0,0,1835008,1021571072,1283,2337,0,13184,350028,0,0,6,57,12,10,59,0,1074,16,20,0,0,7,8,0,7,2,17,8,56,874,54,820,0,27,286,413,0,0,0,0,0,288799,3141,175038,22176,
3.914,2.020,93.939,0.126,0,0,278528,0,0,0,14,0,2.540,7.430,4.400,3429257216,1913253888,193384448,10585800704,0,0,0,0,8,0,32,1835008,1021571072,1435,3243,0,13184,350027,0,0,6,57,12,10,59,0,1074,16,20,0,0,7,8,0,7,2,17,8,56,874,54,820,0,1450,1452,1576,0,0,0,0,0,288799,3141,174976,22176,
3.652,1.637,94.584,0.126,0,0,0,0,0,0,18,0,2.540,7.430,4.400,3430191104,1912221696,193384448,10586173440,86,106,1,0,0,0,0,1835008,1021571072,1072,1839,0,13184,350037,0,0,6,57,12,10,59,0,1074,16,20,0,0,7,8,0,7,2,17,8,56,874,54,820,0,471,886,554,0,0,0,0,0,288799,3141,174724,22176,
3.405,1.639,94.956,0,0,0,0,0,0,0,15,0,2.540,7.430,4.400,3431018496,1911963648,193384448,10586378240,0,0,0,0,9,0,0,1835008,1021571072,1315,3214,0,13184,349970,0,0,6,57,12,10,59,0,1074,16,20,0,0,7,8,0,7,2,17,8,56,874,54,820,0,1693,1704,1972,0,0,0,0,0,288799,3141,174661,22176,
3.279,1.261,95.334,0.126,0,0,0,0,0,0,19,0,2.540,7.430,4.400,3431784448,1911197696,193384448,10585329664,165,358,0,0,0,0,0,1835008,1021571072,1195,1986,0,13184,349968,0,0,6,57,12,10,59,0,1073,16,20,0,0,7,8,0,6,2,17,7,56,874,54,820,0,3,171,299,0,0,0,0,0,288799,3141,174439,22176,
4.161,1.261,94.325,0.252,0,0,712704,0,0,0,63,0,2.330,7.310,4.370,3429527552,1913200640,193413120,10585296896,213,187,0,0,1,0,98,1835008,1021571072,1390,2462,0,13184,349966,0,0,6,57,12,10,59,0,1073,16,20,0,0,7,8,0,6,2,17,7,56,874,54,820,0,186,357,950,0,0,0,0,0,288799,3141,174963,22176,
5.051,2.525,92.298,0.126,0,0,0,0,0,0,35,0,2.330,7.310,4.370,3356684288,1986228224,193413120,10585370624,15984,5203,0,0,8,0,0,1835008,1021571072,1693,4111,0,13184,349976,0,0,6,57,12,10,59,0,1073,16,20,0,0,7,8,0,6,2,17,7,56,874,54,820,0,1426,1643,19740,0,0,0,0,0,288799,3141,192792,22176,
3.788,2.778,93.308,0.126,0,0,16842752,0,0,0,27,0,2.330,7.310,4.370,3358846976,1984045056,193413120,10585391104,15832,1594,0,0,0,0,2460,1835008,1021571072,2930,7756,0,13184,349976,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,6,2,17,7,56,874,54,820,0,97,2314,2213,0,0,0,0,0,288799,3141,192193,22176,
3.802,1.394,94.804,0,0,0,0,0,0,0,15,0,2.330,7.310,4.370,3358605312,1984270336,193413120,10585395200,0,0,0,0,8,0,0,1835008,1021571072,1286,3059,0,13184,349976,0,0,6,56,12,10,58,0,1075,16,20,0,0,7,8,0,6,2,17,7,56,874,54,820,0,1273,1435,1656,0,0,0,0,0,288799,3141,192314,22176,
3.662,1.136,95.076,0.126,0,0,0,0,0,0,17,0,2.330,7.310,4.370,3360272384,1982509056,193413120,10586288128,0,617,0,0,0,0,0,1835008,1021571072,1200,2035,0,13184,349987,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,6,2,17,7,56,874,54,820,0,459,840,764,0,0,0,0,0,288799,3141,191884,22176,
3.904,1.511,94.584,0,0,0,0,0,0,0,35,0,2.230,7.200,4.350,3360272384,1982509056,193413120,10586537984,2665,5161,1,0,0,0,0,1835008,1021571072,1278,2759,0,13184,349988,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,4,174,565,0,0,0,0,0,288799,3141,192274,22176,
4.156,2.267,93.451,0.126,0,0,1736704,0,0,0,66,0,2.230,7.200,4.350,3358674944,1984090112,193421312,10585497600,15769,1597,0,0,8,0,38,1835008,1021571072,1364,3224,0,13184,349986,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,1381,1765,1645,0,0,0,0,0,288799,3141,192270,22176,
3.783,1.009,95.082,0.126,0,0,0,0,0,0,13,0,2.230,7.200,4.350,3358674944,1984090112,193421312,10585497600,0,0,2,0,0,0,0,1835008,1021571072,1024,1773,0,13184,349986,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,29,126,227,0,0,0,0,0,288799,3141,192335,22176,
5.535,2.264,92.075,0.126,0,0,0,0,0,0,10,0,2.230,7.200,4.350,3358380032,1984118784,193421312,10585505792,0,0,0,0,8,0,0,1835008,1021571072,1409,3736,0,13152,350014,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,2554,2917,1642,0,0,0,0,0,288799,3141,192277,22176,
3.535,1.768,94.697,0,0,0,0,0,0,0,9,0,2.230,7.200,4.350,3357798400,1984475136,193421312,10594377728,0,0,0,0,0,0,0,1835008,1021571072,1168,2052,0,13152,350015,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,6,2199,16076,0,0,0,0,0,288799,3141,192364,22176,
4.161,2.018,93.443,0.378,0,0,368640,0,0,0,11,0,2.050,7.080,4.330,3338309632,2010611712,193437696,10588008448,0,358,0,0,1,0,48,1835008,1021571072,1320,2363,0,13152,348895,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,592,636,7674,0,0,0,0,0,288799,3141,198745,22176,
4.666,1.765,93.569,0,0,0,0,0,0,0,53,0,2.050,7.080,4.330,3356753920,1991364608,193437696,10589585408,522,320,0,0,8,0,0,1835008,1021571072,1517,3998,0,13152,348945,0,0,6,56,12,10,58,0,1076,16,20,0,0,7,8,1,6,2,17,7,56,876,54,822,0,6578,7843,2739,0,0,0,0,0,288799,3141,194241,22176,
4.282,1.259,94.332,0.126,0,0,0,0,0,0,18,0,2.050,7.080,4.330,3354939392,1992912896,193437696,10588803072,94,299,0,0,0,0,0,1835008,1021571072,1156,1891,0,13152,348954,0,0,6,56,12,10,58,0,1076,16,20,0,0,7,9,0,6,2,17,7,56,876,54,822,0,284,202,923,0,0,0,0,0,289051,3141,194302,22176,
4.277,1.635,94.088,0,0,0,0,0,0,0,22,0,2.050,7.080,4.330,3355193344,1992658944,193437696,10588545024,499,617,0,0,8,0,0,1835008,1021571072,1369,3025,0,13152,348951,0,0,6,56,12,10,58,0,1075,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,1282,1537,1402,0,0,0,0,0,289051,3141,194110,22176,
3.526,1.008,95.088,0.378,0,0,0,0,0,0,15,0,2.050,7.080,4.330,3355426816,1992421376,193437696,10588807168,0,0,0,0,0,0,0,1835008,1021571072,1183,1997,0,13152,348951,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,92,110,256,0,0,0,0,0,289051,3141,194241,22176,
4.523,1.131,94.095,0.251,0,0,0,0,0,0,17,0,1.880,6.970,4.310,3354386432,1993195520,193437696,10588815360,82,358,0,0,0,0,0,1835008,1021571072,1264,2111,0,13152,348961,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,111,387,272,0,0,0,0,0,289051,3141,194241,22176,
4.810,2.532,92.405,0.253,0,0,1589248,0,0,0,37,0,1.880,6.970,4.310,3355045888,1992744960,193445888,10588856320,15979,5206,0,0,8,0,30,1835008,1021571072,1591,4129,0,13152,348961,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,1593,1682,1798,0,0,0,0,0,289051,3141,194262,22176,
3.149,1.385,95.340,0.126,0,0,0,0,0,0,20,0,1.880,6.970,4.310,3356332032,1991446528,193445888,10589917184,1444,924,1,0,0,0,0,1835008,1021571072,1177,1923,0,13152,348962,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,8,2,17,7,56,874,54,820,0,7,516,118,0,0,0,0,0,289051,3141,193814,22176,
