"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/net_unix_sys_int_vm-adv_io_mem_lock_load_proc_page_aio.csv --net --unix --sys --int --vm-adv --io --mem --lock --load --proc --page --aio 1 600",,,,"Date:","23 Mar 2023 14:04:41 -03"
"net/total",,"unix sockets",,,,"system",,"interrupts",,,"advanced virtual memory",,,,,"io/total",,"memory usage",,,,"file locks",,,,"load avg",,,"procs",,,"paging",,"async"
5990,7186,56,981,55,926,2634,6884,0,118,0,0,0,0,0,0,0,40,4962070528,2778513408,799322112,7859359744,83,12,13,82,0.580,0.940,1.030,2,0,8,0,0,0
6915,8244,56,981,55,926,2411,5732,0,120,0,0,0,0,0,0,0,0,4964560896,2776010752,799322112,7859703808,83,12,13,82,0.620,0.940,1.030,1,0,1,0,0,0
6634,8100,56,981,55,926,2616,5776,0,166,0,0,0,0,0,0,0,0,4965208064,2775363584,799322112,7859961856,83,12,13,82,0.620,0.940,1.030,0,0,0,0,0,0
5934,6907,56,981,55,926,2464,5612,0,116,0,0,0,0,0,0,0,0,4965044224,2775519232,799322112,7859638272,83,12,13,82,0.620,0.940,1.030,2,0,0,0,0,0
19984,11865,56,981,55,926,2657,7806,0,132,0,0,0,0,0,0,0,0,4966580224,2775486464,799322112,7857876992,83,12,13,82,0.620,0.940,1.030,2,0,8,0,0,0
5750,6850,56,981,55,926,2566,6906,0,117,0,0,0,0,0,0,0,56,4967141376,2775031808,799338496,7857754112,83,12,13,82,0.620,0.940,1.030,1,0,8,0,0,0
10588,8510,56,981,55,926,2477,5671,0,122,0,0,0,0,0,0,0,0,4968054784,2774114304,799338496,7857823744,83,12,13,82,0.570,0.930,1.030,0,0,0,0,0,0
6411,7395,56,981,55,926,2564,6011,0,118,0,0,0,0,0,0,0,0,4965568512,2776551424,799338496,7858405376,83,12,13,82,0.570,0.930,1.030,0,0,0,0,0,0
6306,7713,56,981,55,926,2477,5654,0,163,0,0,0,0,0,0,0,0,4966158336,2775957504,799338496,7858401280,83,12,13,82,0.570,0.930,1.030,1,0,0,0,0,0
5962,7223,56,981,55,926,2728,6897,0,119,0,0,0,0,0,0,0,0,4966617088,2775486464,799338496,7857881088,83,12,13,82,0.570,0.930,1.030,3,0,8,0,0,0
6215,8187,56,981,55,926,2647,7437,0,120,0,0,0,0,0,0,0,10,4966617088,2775486464,799346688,7857815552,83,12,13,82,0.570,0.930,1.030,1,0,8,0,0,0
22749,13926,56,981,55,926,2422,5764,0,139,0,0,0,0,0,0,0,0,4966924288,2775158784,799346688,7857901568,83,12,13,82,0.520,0.910,1.020,2,0,0,0,0,0
5750,6992,56,983,55,928,2868,7071,0,117,0,0,0,0,0,0,0,732,4963713024,2778279936,799346688,7857991680,83,12,13,82,0.520,0.910,1.020,0,0,0,0,0,0
6144,7531,56,981,55,926,2474,5833,0,124,0,0,0,0,0,0,0,48,4965638144,2778112000,799354880,7856427008,83,12,13,82,0.520,0.910,1.020,1,0,1,0,0,0
5860,7162,56,981,55,926,2701,6921,0,160,0,0,0,0,0,0,0,0,4966215680,2777526272,799354880,7856693248,83,12,13,82,0.520,0.910,1.020,0,0,8,0,0,0
7395,13448,56,981,55,926,2660,7193,0,124,0,0,0,0,0,0,0,86,4989972480,2753724416,799387648,7856205824,83,12,13,82,0.520,0.910,1.020,1,0,8,0,0,0
23151,12984,56,981,55,926,2562,6455,0,146,0,0,0,0,0,0,0,0,4990091264,2753544192,799387648,7856373760,83,12,13,82,0.560,0.910,1.020,1,0,0,0,0,0
8085,10517,56,981,55,926,2440,5631,0,130,0,0,0,0,0,0,0,0,4965216256,2778406912,799387648,7856386048,83,12,13,82,0.560,0.910,1.020,1,0,0,0,0,0
6029,7553,56,981,55,926,2460,5566,0,118,0,0,0,0,0,0,0,0,4965904384,2777718784,799387648,7856320512,83,12,13,82,0.560,0.910,1.020,3,0,0,0,0,0
5990,7044,56,981,55,926,2559,6928,0,115,0,0,0,0,0,0,0,0,4961660928,2789040128,799387648,7849766912,83,12,13,82,0.560,0.910,1.020,0,0,8,0,0,0
5750,6850,56,981,55,926,2601,6897,0,152,0,0,0,0,0,0,0,22,4960096256,2790674432,799399936,7849095168,83,12,13,82,0.560,0.910,1.020,2,0,8,0,0,0
7369,11482,56,981,55,926,2613,6421,0,129,0,0,0,0,0,0,0,4,4960768000,2790002688,799399936,7849160704,83,12,13,82,0.520,0.900,1.020,1,0,0,0,0,0
36687,9717,56,981,55,926,2547,5988,0,140,0,0,0,0,0,0,0,0,4961124352,2789593088,799399936,7849213952,83,12,13,82,0.520,0.900,1.020,1,0,0,0,0,0
10642,94576,56,981,55,926,2471,5711,0,138,0,0,0,0,0,0,0,0,4961525760,2789191680,799399936,7849148416,83,12,13,82,0.520,0.900,1.020,1,0,0,0,0,0
5860,7402,56,981,55,926,2567,6981,0,122,0,0,0,0,0,0,0,0,4961873920,2788835328,799399936,7849246720,83,12,13,82,0.520,0.900,1.020,0,0,8,0,0,0
5750,6968,56,981,55,926,2503,6818,0,115,0,0,0,0,0,0,0,22,4962312192,2788651008,799412224,7849410560,83,12,13,82,0.520,0.900,1.020,1,0,8,0,0,0
6088,8694,56,981,55,926,2663,8590,0,157,0,0,0,0,0,0,0,0,4962959360,2787987456,799412224,7849226240,83,12,13,82,0.710,0.930,1.030,1,0,9,0,0,0
22873,11379,56,981,55,926,5217,41155,0,138,0,0,0,0,0,0,0,2514,4930748416,2816811008,799412224,7852343296,83,12,13,82,0.710,0.930,1.030,1,0,0,0,0,0
6029,8256,56,981,55,926,2491,6335,0,118,0,0,0,0,0,0,0,0,4932841472,2814603264,799412224,7852392448,83,12,13,82,0.710,0.930,1.030,1,0,0,0,0,0
5860,8326,56,981,55,926,2519,6892,0,116,0,0,0,0,0,0,0,0,4934176768,2813124608,799412224,7852535808,83,12,13,82,0.710,0.930,1.030,1,0,8,0,0,0
5836,7998,56,981,55,926,2614,6948,0,118,0,0,0,0,0,0,0,46,4935319552,2811981824,799428608,7853051904,83,12,13,82,0.710,0.930,1.030,1,0,8,0,0,0
6246,8622,56,981,55,926,2368,5566,0,126,0,0,0,0,0,0,0,0,4936306688,2810978304,799428608,7853125632,83,12,13,82,0.660,0.920,1.020,1,0,0,0,0,0
5946,7150,56,981,55,926,2426,5566,0,164,0,0,0,0,0,0,0,0,4936994816,2810290176,799428608,7852593152,83,12,13,82,0.660,0.920,1.020,2,0,0,0,0,0
5880,6713,56,981,55,926,2534,5884,0,118,0,0,0,0,0,0,0,0,4937965568,2809315328,799428608,7852605440,83,12,13,82,0.660,0.920,1.020,1,0,0,0,0,0
6177,7987,56,981,55,926,2608,6882,0,121,0,0,0,0,0,0,0,0,4940247040,2808627200,799428608,7851012096,83,12,13,82,0.660,0.920,1.020,3,0,8,0,0,0
7140,7368,56,983,55,928,2657,6966,0,121,0,0,0,0,0,0,0,16,4940652544,2808225792,799440896,7850930176,83,12,13,82,0.660,0.920,1.020,1,0,8,0,0,0
6889,8036,56,983,55,928,2676,5867,0,122,0,0,0,0,0,0,0,0,4944175104,2804682752,799440896,7851282432,83,12,13,82,0.600,0.900,1.020,1,0,0,0,0,0
10649,14280,56,983,55,928,2553,6637,0,146,0,0,0,0,0,0,0,0,4940603392,2808246272,799440896,7851782144,83,12,13,82,0.600,0.900,1.020,0,0,0,0,0,0
23234,9135,56,983,55,928,2684,6112,0,177,0,0,0,0,0,0,0,58,4961349632,2787487744,799444992,7851024384,83,12,13,82,0.600,0.900,1.020,1,0,1,0,0,0
5962,7105,56,983,55,928,2485,6794,0,122,0,0,0,0,0,0,0,0,4962045952,2786787328,799444992,7850971136,83,12,13,82,0.600,0.900,1.020,0,0,8,0,0,0
5860,7186,56,983,55,928,2474,6919,0,118,0,0,0,0,0,0,0,0,4962942976,2785882112,799444992,7851044864,83,12,13,82,0.600,0.900,1.020,2,0,8,0,0,0
5750,6850,56,983,55,928,2422,5542,0,116,0,0,0,0,0,0,0,0,4947517440,2801307648,799444992,7851044864,83,12,13,82,0.560,0.890,1.010,1,0,0,0,0,0
6146,7757,56,983,55,928,2551,5705,0,123,0,0,0,0,0,0,0,0,4948008960,2802270208,799444992,7850115072,83,12,13,82,0.560,0.890,1.010,1,0,0,0,0,0
5990,7044,56,983,55,928,2774,6787,0,119,0,0,0,0,0,0,0,578,4950474752,2799960064,799461376,7849611264,83,12,13,82,0.560,0.890,1.010,1,0,0,0,0,0
5750,6992,56,983,55,928,2997,6921,0,151,0,0,0,0,0,0,0,0,4950642688,2799788032,799461376,7849357312,83,12,13,82,0.560,0.890,1.010,0,0,8,0,0,0
9712,20771,56,983,55,928,2718,7334,0,142,0,0,0,0,0,0,0,36,4973748224,2776662016,799473664,7849631744,83,12,13,82,0.560,0.890,1.010,1,0,8,0,0,0
5880,6850,56,983,55,928,2478,5536,0,118,0,0,0,0,0,0,0,0,4974678016,2775711744,799473664,7849451520,83,12,13,82,0.750,0.920,1.020,1,0,0,0,0,0
6129,7037,56,983,55,928,2594,5652,0,119,0,0,0,0,0,0,0,0,4976099328,2774286336,799473664,7849721856,83,12,13,82,0.750,0.920,1.020,2,0,0,0,0,0
23572,13329,56,983,55,928,2610,6581,0,148,0,0,0,0,0,0,0,0,4976762880,2773610496,799473664,7849992192,83,12,13,82,0.750,0.920,1.020,1,0,0,0,0,0
5750,6968,56,983,55,928,2502,6145,0,113,0,0,0,0,0,0,0,0,4955430912,2796720128,799473664,7847882752,83,12,13,82,0.750,0.920,1.020,3,0,4,0,0,0
5880,7056,56,983,55,928,2647,7562,0,156,0,0,0,0,0,0,0,12,4956221440,2795778048,799481856,7847833600,83,12,13,82,0.750,0.920,1.020,1,0,13,0,0,0
5860,7186,56,983,55,928,2449,5713,0,118,0,0,0,0,0,0,0,0,4956372992,2795626496,799481856,7847833600,83,12,13,82,0.690,0.910,1.010,2,0,0,0,0,0
7080,7224,56,983,55,928,2626,5914,0,114,0,0,0,0,0,0,0,0,4952084480,2799910912,799481856,7847837696,83,12,13,82,0.690,0.910,1.010,1,0,0,0,0,0
9606,11481,56,981,55,926,2990,6982,0,130,0,0,0,0,0,0,62,440,4891459584,2859999232,799485952,7848570880,83,12,13,82,0.690,0.910,1.010,1,0,3,81920,0,0
16087,9390,56,981,55,926,2533,5943,0,126,0,0,0,0,0,0,0,0,4894474240,2856636416,799485952,7849172992,83,12,13,82,0.690,0.910,1.010,1,0,0,0,0,0
8422,11915,56,977,55,922,2750,8973,0,135,0,0,0,0,0,0,0,36,4892733440,2863853568,799490048,7843491840,83,12,13,82,0.690,0.910,1.010,1,0,16,0,0,0
23334,13345,56,977,55,922,2566,5827,0,183,0,0,0,0,0,0,0,0,4894400512,2862137344,799490048,7843516416,83,12,13,82,0.630,0.890,1.010,0,0,0,0,0,0
5917,7037,56,977,55,922,2434,5553,0,118,0,0,0,0,0,0,0,0,4895010816,2863116288,799490048,7841693696,83,12,13,82,0.630,0.890,1.010,1,0,0,0,0,0
6534,9221,56,977,55,922,2608,6592,0,123,0,0,0,0,0,0,0,0,4895330304,2862886912,799490048,7841603584,83,12,13,82,0.630,0.890,1.010,0,0,0,0,0,0
24866,11424,56,977,55,922,2481,5737,0,140,0,0,0,0,0,0,0,0,4886679552,2871529472,799490048,7841812480,83,12,13,82,0.630,0.890,1.010,1,0,0,0,0,0
5750,6850,56,977,55,922,2761,8142,0,115,0,0,0,0,0,0,0,22,4882927616,2875277312,799502336,7842127872,83,12,13,82,0.630,0.890,1.010,1,0,16,0,0,0
6823,8368,56,977,55,922,2333,5602,0,125,0,0,0,0,0,0,0,0,4881350656,2877050880,799502336,7841632256,83,12,13,82,0.580,0.870,1,1,0,0,0,0,0
6318,7414,56,977,55,922,2480,5828,0,161,0,0,0,0,0,0,0,0,4881620992,2876776448,799502336,7841345536,83,12,13,82,0.580,0.870,1,1,0,1,0,0,0
5750,6713,56,977,55,922,2655,6605,0,110,0,0,0,0,0,0,0,558,4880957440,2877435904,799502336,7841349632,83,12,13,82,0.580,0.870,1,2,0,0,0,0,0
5860,7044,56,977,55,922,2522,5979,0,120,0,0,0,0,0,0,0,0,4881076224,2878726144,799502336,7839940608,83,12,13,82,0.580,0.870,1,0,0,0,0,0,0
5824,6992,56,977,55,922,3853,37478,0,112,0,0,0,0,0,0,0,42,4868284416,2886410240,799518720,7845666816,83,12,13,82,0.580,0.870,1,1,0,16,0,0,0
5880,7326,56,977,55,922,2546,5644,0,120,0,0,0,0,0,0,0,20,4868980736,2885697536,799526912,7845142528,83,12,13,82,0.540,0.860,1,1,0,0,0,0,0
5860,7044,56,977,55,922,2511,5674,0,115,0,0,0,0,0,0,0,0,4869660672,2885009408,799526912,7845093376,83,12,13,82,0.540,0.860,1,2,0,0,0,0,0
22870,14209,56,977,55,922,2596,6501,0,186,0,0,0,0,0,0,0,0,4869890048,2884780032,799526912,7845093376,83,12,13,82,0.540,0.860,1,1,0,0,0,0,0
19737,16017,56,977,55,922,2732,6902,0,153,0,0,0,0,0,0,0,0,4895285248,2859376640,799526912,7845101568,83,12,13,82,0.540,0.860,1,0,0,0,0,0,0
24166,11086,56,977,55,922,2775,8284,0,135,0,0,0,0,0,0,0,0,4899565568,2855051264,799526912,7845412864,83,12,13,82,0.540,0.860,1,0,0,16,0,0,0
5750,7208,56,977,55,922,2584,5549,0,117,0,0,0,0,0,0,0,18,4900741120,2853875712,799535104,7845662720,83,12,13,82,0.490,0.850,0.990,1,0,0,0,0,0
6072,7162,56,977,55,922,2456,5618,0,121,0,0,0,0,0,0,0,0,4883062784,2873327616,799535104,7843557376,83,12,13,82,0.490,0.850,0.990,0,0,0,0,0,0
6356,7036,56,981,55,926,2982,7987,0,122,0,0,0,0,0,0,0,0,4903022592,2853224448,799535104,7860088832,83,12,13,82,0.490,0.850,0.990,0,0,18,0,0,0
5750,6850,56,981,55,926,3291,9884,0,153,0,0,0,0,0,0,0,720,4900892672,2855313408,799535104,7860338688,83,12,13,82,0.490,0.850,0.990,1,0,0,0,0,0
7599,13885,56,981,55,926,2887,8133,0,130,0,0,0,0,0,0,0,68,4920864768,2835308544,799547392,7857520640,83,12,13,82,0.490,0.850,0.990,3,0,16,0,0,0
5820,6968,56,981,55,926,2491,5788,0,118,0,0,0,0,0,0,0,12,4918050816,2838114304,799547392,7854866432,83,12,13,82,0.450,0.830,0.990,1,0,1,0,0,0
6113,7837,56,981,55,926,2477,5532,0,124,0,0,0,0,0,0,0,0,4919103488,2837016576,799547392,7854952448,83,12,13,82,0.450,0.830,0.990,0,0,0,0,0,0
6159,7195,56,981,55,926,2527,5630,0,120,0,0,0,0,0,0,0,0,4888731648,2867384320,799547392,7845675008,83,12,13,82,0.450,0.830,0.990,1,0,0,0,0,0
11712,12686,56,981,55,926,2583,5753,0,132,0,0,0,0,0,0,0,20,4891443200,2866442240,799559680,7843377152,83,12,13,82,0.450,0.830,0.990,0,0,0,0,0,0
28777,18141,56,997,55,942,3569,12265,0,195,0,0,0,0,0,0,0,16,4858847232,2899017728,799559680,7850029056,84,12,13,83,0.450,0.830,0.990,0,0,45,0,0,0
6626,6976,56,997,55,942,2637,6883,0,120,0,0,0,0,0,0,0,4,4861706240,2896064512,799559680,7850385408,84,12,13,83,0.420,0.820,0.980,1,0,8,0,0,0
37807,13742,56,997,55,942,2622,6731,0,151,0,0,0,0,0,0,0,0,4862377984,2895388672,799559680,7850590208,84,12,13,83,0.420,0.820,0.980,1,0,0,0,0,0
6027,7349,56,997,55,942,2598,5997,0,120,0,0,0,0,0,0,0,0,4864753664,2893008896,799559680,7850651648,84,12,13,83,0.420,0.820,0.980,2,0,0,0,0,0
10354,94412,56,997,55,942,2704,6071,0,145,0,0,0,0,0,0,0,0,4869795840,2887925760,799559680,7849840640,84,12,13,83,0.420,0.820,0.980,1,0,0,0,0,0
5860,7186,56,997,55,942,2521,6744,0,116,0,0,0,0,0,0,0,38,4871000064,2886709248,799563776,7849627648,84,12,13,83,0.420,0.820,0.980,0,0,8,0,0,0
5880,6850,56,997,55,942,2867,9499,0,157,0,0,0,0,0,0,0,36,4875386880,2882187264,799580160,7858561024,84,12,13,83,0.460,0.820,0.980,1,0,16,0,0,0
5750,7463,56,997,55,942,2581,5727,0,118,0,0,0,0,0,0,0,0,4780695552,2978652160,799580160,7853592576,84,12,13,83,0.460,0.820,0.980,0,0,1,0,0,0
6213,7668,56,997,55,942,2551,5886,0,122,0,0,0,0,0,0,0,0,4780843008,2978676736,799580160,7853862912,84,12,13,83,0.460,0.820,0.980,2,0,0,0,0,0
5750,6850,56,997,55,942,2465,5606,0,119,0,0,0,0,0,0,0,0,4781002752,2978516992,799580160,7853400064,84,12,13,83,0.460,0.820,0.980,1,0,0,0,0,0
5880,6968,56,997,55,942,2596,6928,0,119,0,0,0,0,0,0,0,60,4782018560,2977492992,799592448,7853203456,84,12,13,83,0.460,0.820,0.980,1,0,8,0,0,0
24838,14834,56,997,55,942,2707,7847,0,148,0,0,0,0,0,0,0,0,4779008000,2980491264,799592448,7849222144,84,12,13,83,0.430,0.810,0.980,0,0,8,0,0,0
5750,7208,56,997,55,942,2492,5581,0,150,0,0,0,0,0,0,0,0,4779393024,2980061184,799592448,7848935424,84,12,13,83,0.430,0.810,0.980,2,0,0,0,0,0
5860,6907,56,997,55,942,2472,5680,0,111,0,0,0,0,0,0,0,0,4775452672,2989588480,799592448,7843713024,84,12,13,83,0.430,0.810,0.980,0,0,0,0,0,0
5750,6992,56,997,55,942,2619,5756,0,114,0,0,0,0,0,0,0,90,4777619456,2987401216,799604736,7843979264,84,12,13,83,0.430,0.810,0.980,4,0,0,0,0,0
5924,6850,56,991,55,936,2684,7716,0,116,0,0,0,0,0,0,0,0,4761972736,3004829696,799604736,7839866880,84,12,13,83,0.430,0.810,0.980,2,0,8,0,0,0
6514,7162,56,981,55,926,2556,7067,0,124,0,0,0,0,0,0,0,0,4735725568,3030970368,799604736,7835082752,84,12,13,83,0.390,0.790,0.970,1,0,8,0,0,0
6129,7037,56,981,55,926,2407,5536,0,120,0,0,0,0,0,0,0,0,4736618496,3030077440,799604736,7834951680,84,12,13,83,0.390,0.790,0.970,2,0,0,0,0,0
6241,7690,56,981,55,926,2522,6036,0,149,0,0,0,0,0,0,0,0,4736811008,3029880832,799604736,7834890240,84,12,13,83,0.390,0.790,0.970,0,0,0,0,0,0
6072,7441,56,981,55,926,2767,6857,0,116,0,0,0,0,0,0,0,870,4740124672,3026370560,799617024,7835607040,84,12,13,83,0.390,0.790,0.970,0,0,1,0,0,0
5750,6850,56,981,55,926,2836,7047,0,111,0,0,0,0,0,0,0,0,4741066752,3025408000,799617024,7835684864,84,12,13,83,0.390,0.790,0.970,1,0,8,0,0,0
7439,11652,56,981,55,926,2574,7577,0,129,0,0,0,0,0,0,0,0,4741509120,3024965632,799617024,7835152384,84,12,13,83,0.600,0.830,0.980,1,0,8,0,0,0
21838,8985,56,981,55,926,3509,35810,0,132,0,0,0,0,0,0,0,0,4862103552,2905931776,799617024,7833534464,84,12,13,83,0.600,0.830,0.980,1,0,0,0,0,0
8647,12966,56,977,55,922,2669,6564,0,124,0,0,0,0,0,0,0,104,4792352768,2970697728,799657984,7837380608,84,12,13,83,0.600,0.830,0.980,0,0,1,0,0,0
12064,10781,56,977,55,922,2589,5844,0,168,0,0,0,0,0,0,0,0,4794851328,2968170496,799657984,7837495296,84,12,13,83,0.600,0.830,0.980,0,0,0,0,0,0
10070,18112,56,977,55,922,2665,7279,0,133,0,0,0,0,0,0,0,0,4824932352,2938073088,799657984,7836745728,84,12,13,83,0.600,0.830,0.980,1,0,8,0,0,0
5917,7037,56,977,55,922,2532,6702,0,121,0,0,0,0,0,0,0,0,4826079232,2936872960,799657984,7836807168,84,12,13,83,0.550,0.820,0.980,3,0,8,0,0,0
5860,7304,56,977,55,922,2521,5599,0,116,0,0,0,0,0,0,0,0,4826759168,2936184832,799657984,7836483584,84,12,13,83,0.550,0.820,0.980,1,0,0,0,0,0
6029,7553,56,977,55,922,2553,5714,0,118,0,0,0,0,0,0,0,10,4794920960,2968023040,799662080,7836286976,84,12,13,83,0.550,0.820,0.980,0,0,0,0,0,0
5860,7044,56,977,55,922,2555,5614,0,118,0,0,0,0,0,0,0,0,4798107648,2966573056,799662080,7834550272,84,12,13,83,0.550,0.820,0.980,2,0,0,0,0,0
5880,6992,56,977,55,922,2669,7202,0,147,0,0,0,0,0,0,0,106,4796608512,2968027136,799694848,7834562560,84,12,13,83,0.550,0.820,0.980,0,0,8,0,0,0
5750,6968,56,977,55,922,2729,7080,0,116,0,0,0,0,0,0,0,4,4797640704,2966921216,799694848,7835160576,84,12,13,83,0.670,0.840,0.980,1,0,9,0,0,0
22239,12778,56,977,55,922,2640,6472,0,143,0,0,0,0,0,0,0,0,4789616640,2974941184,799694848,7834832896,83,12,13,82,0.670,0.840,0.980,1,0,0,0,0,0
6756,7471,56,977,55,922,2404,5641,0,122,0,0,0,0,0,0,0,0,4789698560,2974818304,799694848,7834615808,83,12,13,82,0.670,0.840,0.980,1,0,0,0,0,0
5860,7025,56,977,55,922,2462,5707,0,118,0,0,0,0,0,0,0,18,4789764096,2974740480,799703040,7834619904,83,12,13,82,0.670,0.840,0.980,1,0,0,0,0,0
5750,6992,56,977,55,922,2588,6827,0,115,0,0,0,0,0,0,0,20,4790022144,2974474240,799711232,7834685440,83,12,13,82,0.670,0.840,0.980,1,0,8,0,0,0
5917,7037,56,977,55,922,2546,6902,0,149,0,0,0,0,0,0,0,0,4790964224,2973515776,799711232,7834968064,83,12,13,82,0.860,0.870,0.990,1,0,8,0,0,0
14192,18073,56,977,55,922,2680,6219,0,153,0,0,0,0,0,0,0,0,4791492608,2974846976,799711232,7833534464,83,12,13,82,0.860,0.870,0.990,2,0,0,0,0,0
6029,7587,56,977,55,922,2481,5800,0,118,0,0,0,0,0,0,0,0,4792131584,2974040064,799711232,7832944640,83,12,13,82,0.860,0.870,0.990,1,0,0,0,0,0
5790,7248,56,977,55,922,2513,5622,0,116,0,0,0,0,0,0,0,0,4792320000,2973851648,799711232,7832944640,83,12,13,82,0.860,0.870,0.990,0,0,0,0,0,0
5990,7186,56,977,55,922,4327,12641,0,120,0,0,0,0,0,0,0,2372,4795289600,2970832896,799723520,7833047040,83,12,13,82,0.860,0.870,0.990,1,0,8,0,0,0
5750,7174,56,977,55,922,2630,7009,0,122,0,0,0,0,0,0,0,76,4796157952,2969919488,799748096,7833067520,83,12,13,82,0.790,0.860,0.990,1,0,8,0,0,0
7076,8174,56,979,55,924,2518,5756,0,163,0,0,0,0,0,0,0,0,4797124608,2968944640,799748096,7833341952,83,12,13,82,0.790,0.860,0.990,1,0,0,0,0,0
24446,14372,56,977,55,922,2480,6495,0,155,0,0,0,0,0,0,0,0,4797583360,2968756224,799748096,7833264128,83,12,13,82,0.790,0.860,0.990,2,0,0,0,0,0
5750,7350,56,977,55,922,2508,5806,0,118,0,0,0,0,0,0,0,0,4797124608,2969210880,799748096,7833001984,83,12,13,82,0.790,0.860,0.990,1,0,1,0,0,0
5860,7044,56,977,55,922,2562,6791,0,113,0,0,0,0,0,0,0,0,4796923904,2971009024,799748096,7831212032,83,12,13,82,0.790,0.860,0.990,1,0,8,0,0,0
5880,6850,56,977,55,922,2516,6974,0,114,0,0,0,0,0,0,0,36,4734623744,3033407488,799760384,7831101440,83,12,13,82,0.720,0.840,0.980,1,0,8,0,0,0
5750,6850,56,977,55,922,2456,5604,0,119,0,0,0,0,0,0,0,30,4735172608,3032813568,799768576,7831072768,83,12,13,82,0.720,0.840,0.980,3,0,0,0,0,0
6139,7644,56,977,55,922,2401,5641,0,141,0,0,0,0,0,0,0,0,4735905792,3032068096,799768576,7831351296,83,12,13,82,0.720,0.840,0.980,5,0,0,0,0,0
6129,7650,56,977,55,922,2345,5546,0,120,0,0,0,0,0,0,0,0,4736135168,3031838720,799768576,7831609344,83,12,13,82,0.720,0.840,0.980,2,0,0,0,0,0
5860,7044,56,977,55,922,2706,6898,0,117,0,0,0,0,0,0,0,0,4735066112,3038228480,799768576,7826087936,83,12,13,82,0.720,0.840,0.980,0,0,8,0,0,0
5917,7292,56,977,55,922,2524,6823,0,119,0,0,0,0,0,0,0,0,4735930368,3037523968,799768576,7825670144,83,12,13,82,0.750,0.850,0.980,1,0,8,0,0,0
5750,6855,56,977,55,922,2528,5591,0,117,0,0,0,0,0,0,0,44,4737683456,3037351936,799780864,7824011264,83,12,13,82,0.750,0.850,0.980,1,0,0,0,0,0
7873,11857,56,977,55,922,2547,6935,0,136,0,0,0,0,0,0,0,0,4736471040,3038670848,799780864,7823904768,83,12,13,82,0.750,0.850,0.980,1,0,0,0,0,0
21678,8552,56,977,55,922,2534,6052,0,155,0,0,0,0,0,0,0,0,4737388544,3037532160,799780864,7824715776,83,12,13,82,0.750,0.850,0.980,1,0,0,0,0,0
7471,13806,56,977,55,922,2541,6988,0,127,0,0,0,0,0,0,0,0,4759388160,3015524352,799780864,7824756736,83,12,13,82,0.750,0.850,0.980,0,0,8,0,0,0
5930,7044,56,977,55,922,2601,6814,0,117,0,0,0,0,0,0,0,0,4760403968,3014504448,799780864,7824269312,83,12,13,82,0.770,0.850,0.980,0,0,9,0,0,0
6084,7224,56,977,55,922,2433,5608,0,122,0,0,0,0,0,0,0,24,4761088000,3013816320,799784960,7824138240,83,12,13,82,0.770,0.850,0.980,2,0,0,0,0,0
6139,7507,56,977,55,922,2577,5557,0,118,0,0,0,0,0,0,0,0,4761772032,3013128192,799784960,7824207872,83,12,13,82,0.770,0.850,0.980,2,0,0,0,0,0
9690,10002,56,977,55,922,2565,5970,0,122,0,0,0,0,0,0,0,0,4741775360,3034927104,799784960,7822671872,83,12,13,82,0.770,0.850,0.980,0,0,0,0,0,0
5880,7208,56,977,55,922,3938,36709,0,141,0,0,0,0,0,0,0,662,4890419200,2881081344,799805440,7828111360,83,12,13,82,0.770,0.850,0.980,2,0,4,0,0,0
5860,7044,56,977,55,922,2618,7419,0,118,0,0,0,0,0,0,0,0,4891713536,2879651840,799805440,7827914752,83,12,13,82,0.700,0.830,0.980,0,0,12,0,0,0
6146,7296,56,977,55,922,2626,5721,0,116,0,0,0,0,0,0,0,0,4892172288,2879193088,799805440,7827656704,83,12,13,82,0.700,0.830,0.980,1,0,0,0,0,0
37499,13150,56,977,55,922,2463,6347,0,144,0,0,0,0,0,0,0,0,4891172864,2880184320,799805440,7827664896,83,12,13,82,0.700,0.830,0.980,1,0,0,0,0,0
22295,12978,56,977,55,922,2585,6643,0,145,0,0,0,0,0,0,0,0,4891176960,2880176128,799805440,7827800064,83,12,13,82,0.700,0.830,0.980,1,0,0,0,0,0
6793,7918,56,977,55,922,2511,5693,0,123,0,0,0,0,0,0,0,18,4891586560,2879758336,799813632,7828066304,83,12,13,82,0.700,0.830,0.980,2,0,0,0,0,0
6628,7700,56,977,55,922,2851,10509,0,150,0,0,0,0,0,0,0,0,4893360128,2877968384,799813632,7828209664,83,12,13,82,0.650,0.820,0.970,0,0,24,0,0,0
12463,96602,56,977,55,922,2671,6110,0,149,0,0,0,0,0,0,0,0,4884676608,2886651904,799813632,7827877888,83,12,13,82,0.650,0.820,0.970,3,0,0,0,0,0
6319,8499,56,977,55,922,2566,5994,0,125,0,0,0,0,0,0,0,0,4888502272,2884448256,799813632,7826063360,83,12,13,82,0.650,0.820,0.970,1,0,1,0,0,0
5946,8192,56,977,55,922,2501,5575,0,123,0,0,0,0,0,0,0,0,4888899584,2884046848,799813632,7826132992,83,12,13,82,0.650,0.820,0.970,1,0,0,0,0,0
