"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/proc_lock_net_time_int_page_mem_tcp_cpu_udp.csv --proc --lock --net --time --int --page --mem --tcp --cpu --udp 1 600",,,,"Date:","23 Mar 2023 14:04:41 -03"
"procs",,,"file locks",,,,"net/total",,"system","interrupts",,,"paging",,"memory usage",,,,"tcp sockets",,,,,"total cpu usage",,,,,"udp",
3,0,0,83,12,13,82,5934,6907,23-03 14:09:39,0,116,0,0,0,4965044224,2775519232,799322112,7859638272,7,20,0,7,1,8.636,2.503,88.861,0,0,25,14
4,0,8,83,12,13,82,19984,11865,23-03 14:09:40,0,132,0,0,0,4966580224,2775486464,799322112,7857876992,7,20,0,8,1,9.665,3.594,86.617,0.124,0,25,14
2,0,8,83,12,13,82,5750,6850,23-03 14:09:41,0,117,0,0,0,4967141376,2775031808,799338496,7857754112,7,20,0,8,1,8.030,3.011,88.457,0.502,0,25,14
2,0,0,83,12,13,82,10588,8510,23-03 14:09:42,0,122,0,0,0,4968054784,2774114304,799338496,7857823744,7,20,0,8,1,7.323,2.652,90.025,0,0,25,14
1,0,0,83,12,13,82,6411,7395,23-03 14:09:43,0,118,0,0,0,4965568512,2776551424,799338496,7858405376,7,20,0,8,1,8.489,2.372,89.014,0.125,0,25,14
1,0,0,83,12,13,82,6306,7713,23-03 14:09:44,0,163,0,0,0,4966158336,2775957504,799338496,7858401280,7,20,0,8,1,7.509,3.254,89.237,0,0,25,14
3,0,8,83,12,13,82,5962,7223,23-03 14:09:45,0,119,0,0,0,4966621184,2775486464,799338496,7857876992,7,20,0,8,1,8.787,3.713,87.376,0.124,0,25,14
3,0,8,83,12,13,82,6215,8187,23-03 14:09:46,0,120,0,0,0,4966617088,2775486464,799346688,7857815552,7,19,1,8,2,8.543,4.020,87.186,0.251,0,25,14
2,0,0,83,12,13,82,22749,13926,23-03 14:09:47,0,139,0,0,0,4966924288,2775158784,799346688,7857901568,7,20,0,9,1,8.407,2.760,88.708,0.125,0,25,14
2,0,0,83,12,13,82,5750,6992,23-03 14:09:48,0,116,0,0,0,4963713024,2778279936,799346688,7857991680,7,20,0,8,1,9.320,2.645,87.909,0.126,0,25,14
4,0,1,83,12,13,82,6144,7531,23-03 14:09:49,0,125,0,0,0,4965638144,2778112000,799354880,7856427008,7,20,0,8,1,8.105,3.741,88.030,0.125,0,25,14
2,0,8,83,12,13,82,5860,7162,23-03 14:09:50,0,159,0,0,0,4966215680,2777526272,799354880,7856693248,7,20,0,8,1,8.428,3.648,87.925,0,0,25,14
6,0,8,83,12,13,82,7395,13448,23-03 14:09:51,0,125,0,0,0,4989972480,2753724416,799387648,7856205824,7,20,0,8,1,9.215,3.487,87.049,0.249,0,25,14
4,0,0,83,12,13,82,23151,12984,23-03 14:09:52,0,146,0,0,0,4990091264,2753544192,799387648,7856373760,7,20,0,9,1,9.601,2.494,87.781,0.125,0,25,14
1,0,0,83,12,13,82,8085,10517,23-03 14:09:53,0,130,0,0,0,4965216256,2778406912,799387648,7856386048,7,20,0,9,1,7.342,3.291,89.367,0,0,25,14
4,0,0,83,12,13,82,6029,7553,23-03 14:09:54,0,117,0,0,0,4965904384,2777718784,799387648,7856320512,7,20,0,9,1,9.080,2.985,87.811,0.124,0,25,14
1,0,8,83,12,13,82,5990,7044,23-03 14:09:55,0,116,0,0,0,4961660928,2789040128,799387648,7849766912,7,20,0,9,1,8.156,3.262,88.331,0.251,0,25,14
2,0,8,83,12,13,82,5750,6850,23-03 14:09:56,0,152,0,0,0,4960096256,2790674432,799399936,7849353216,7,20,0,8,1,8.135,3.379,88.235,0.250,0,25,14
5,0,0,83,12,13,82,7369,11482,23-03 14:09:57,0,129,0,0,0,4960768000,2790002688,799399936,7849160704,7,20,0,9,1,9.774,2.882,87.343,0,0,25,14
1,0,0,83,12,13,82,36687,9717,23-03 14:09:58,0,140,0,0,0,4961124352,2789593088,799399936,7849213952,7,20,0,7,1,8.407,3.011,88.457,0.125,0,25,14
2,0,0,83,12,13,82,10642,94576,23-03 14:09:59,0,138,0,0,0,4961525760,2789191680,799399936,7849148416,7,20,0,7,1,8.897,2.757,88.346,0,0,25,14
1,0,8,83,12,13,82,5860,7402,23-03 14:10:00,0,122,0,0,0,4961873920,2788835328,799399936,7849156608,7,20,0,7,1,7.683,3.401,88.791,0.126,0,25,14
6,0,8,83,12,13,82,5750,7105,23-03 14:10:01,0,114,0,0,0,4962312192,2788651008,799412224,7849410560,7,20,0,7,1,8.250,3.875,87.750,0.125,0,25,14
1,0,9,83,12,13,82,6088,8557,23-03 14:10:02,0,158,0,0,0,4962959360,2787987456,799412224,7849226240,7,19,1,7,2,7.975,3.671,88.354,0,0,25,14
2,0,0,83,12,13,82,22873,11379,23-03 14:10:03,0,137,0,0,0,4930748416,2816811008,799412224,7852343296,7,20,0,8,1,9.863,4.619,85.393,0.125,0,25,14
3,0,0,83,12,13,82,6029,8256,23-03 14:10:04,0,119,0,0,0,4932841472,2814603264,799412224,7852392448,7,20,0,8,1,8.261,4.069,87.546,0.123,0,28,14
1,0,8,83,12,13,82,5860,8326,23-03 14:10:05,0,116,0,0,0,4934176768,2813124608,799412224,7852535808,7,20,0,8,1,8.071,3.153,88.651,0.126,0,28,14
1,0,8,83,12,13,82,5836,7998,23-03 14:10:06,0,118,0,0,0,4935319552,2811981824,799428608,7853051904,7,20,0,8,1,7.789,4.020,88.191,0,0,28,14
1,0,0,83,12,13,82,6246,8622,23-03 14:10:07,0,126,0,0,0,4936306688,2810978304,799428608,7853125632,7,20,0,8,1,8.468,2.615,88.792,0.125,0,28,14
1,0,0,83,12,13,82,5946,7150,23-03 14:10:08,0,164,0,0,0,4936994816,2810290176,799428608,7852593152,7,20,0,7,1,8.260,2.879,88.861,0,0,28,14
3,0,0,83,12,13,82,5880,6713,23-03 14:10:09,0,118,0,0,0,4937965568,2809315328,799428608,7852605440,7,20,0,7,1,8.428,2.767,88.679,0.126,0,25,14
4,0,8,83,12,13,82,6177,7987,23-03 14:10:10,0,121,0,0,0,4940247040,2808627200,799428608,7851012096,7,20,0,7,1,8.292,3.837,87.871,0,0,25,15
1,0,8,83,12,13,82,7140,7368,23-03 14:10:11,0,121,0,0,0,4940652544,2808225792,799440896,7850930176,7,20,1,7,1,9.343,3.157,86.869,0.631,0,25,14
3,0,0,83,12,13,82,6889,8036,23-03 14:10:12,0,122,0,0,0,4944175104,2804682752,799440896,7851282432,7,20,1,7,1,9.148,2.506,88.221,0.125,0,25,14
1,0,0,83,12,13,82,10649,14280,23-03 14:10:13,0,146,0,0,0,4940603392,2808246272,799440896,7851782144,7,20,1,8,1,8.989,2.871,88.015,0.125,0,25,14
3,0,1,83,12,13,82,23234,9135,23-03 14:10:14,0,177,0,0,0,4961349632,2787487744,799444992,7851024384,7,20,1,8,1,9.171,2.638,88.065,0.126,0,25,14
1,0,8,83,12,13,82,5962,7105,23-03 14:10:15,0,122,0,0,0,4962045952,2786787328,799444992,7850971136,7,20,1,8,1,7.865,3.246,88.889,0,0,25,14
1,0,8,83,12,13,82,5860,7186,23-03 14:10:16,0,118,0,0,0,4962942976,2785882112,799444992,7851044864,7,20,1,8,1,7.779,3.137,88.959,0.125,0,25,14
6,0,0,83,12,13,82,5750,6987,23-03 14:10:17,0,116,0,0,0,4947517440,2801307648,799444992,7851044864,7,20,1,8,1,8.271,2.381,89.348,0,0,25,14
2,0,0,83,12,13,82,6146,7620,23-03 14:10:18,0,123,0,0,0,4948008960,2802270208,799444992,7850115072,7,20,1,8,1,9.046,2.726,88.104,0.124,0,25,14
1,0,0,83,12,13,82,5990,7044,23-03 14:10:19,0,119,0,0,0,4950474752,2799960064,799461376,7849611264,7,20,1,8,1,9.068,3.727,87.081,0.124,0,25,14
1,0,8,83,12,13,82,5750,6992,23-03 14:10:20,0,151,0,0,0,4950642688,2799788032,799461376,7849357312,7,20,1,8,1,13.258,3.030,83.712,0,0,25,14
3,0,8,83,12,13,82,9712,20771,23-03 14:10:21,0,142,0,0,0,4973748224,2776662016,799473664,7849631744,7,20,1,7,1,8.636,3.755,87.359,0.250,0,25,14
1,0,0,83,12,13,82,5880,6850,23-03 14:10:22,0,118,0,0,0,4974678016,2775711744,799473664,7849451520,7,20,1,7,1,8.240,2.497,89.263,0,0,25,14
4,0,0,83,12,13,82,6129,7037,23-03 14:10:23,0,119,0,0,0,4976099328,2774286336,799473664,7849721856,7,20,1,7,1,8.875,3,88,0.125,0,25,14
3,0,0,83,12,13,82,23572,13329,23-03 14:10:24,0,147,0,0,0,4976533504,2773839872,799473664,7849992192,7,20,1,8,1,9.159,2.635,88.206,0,0,25,14
1,0,4,83,12,13,82,5750,6968,23-03 14:10:25,0,114,0,0,0,4955430912,2796720128,799473664,7847882752,7,20,1,8,1,8.728,3.491,87.531,0.249,0,25,14
3,0,13,83,12,13,82,5880,7056,23-03 14:10:26,0,156,0,0,0,4956221440,2795778048,799481856,7847833600,7,20,1,8,1,8.543,3.392,87.688,0.377,0,25,14
3,0,0,83,12,13,82,5860,7186,23-03 14:10:27,0,118,0,0,0,4956372992,2795626496,799481856,7847833600,7,20,1,8,1,8.365,3.246,88.390,0,0,25,14
6,0,0,83,12,13,82,7080,7224,23-03 14:10:28,0,114,0,0,0,4952084480,2799910912,799481856,7847837696,7,20,1,8,1,9.273,2.506,88.095,0.125,0,25,14
1,0,3,83,12,13,82,9606,11481,23-03 14:10:29,0,130,0,81920,0,4891459584,2859999232,799485952,7848570880,7,21,2,8,1,11.816,3.234,84.826,0.124,0,25,14
1,0,0,83,12,13,82,16087,9390,23-03 14:10:30,0,126,0,0,0,4894474240,2856636416,799485952,7849172992,7,22,1,8,1,8.532,2.384,88.959,0.125,0,25,14
1,0,16,83,12,13,82,8422,11915,23-03 14:10:31,0,135,0,0,0,4892733440,2863853568,799490048,7843491840,7,20,0,8,1,8.853,4.364,86.658,0.125,0,25,14
2,0,0,83,12,13,82,23334,13345,23-03 14:10:32,0,183,0,0,0,4894400512,2862137344,799490048,7843516416,7,20,0,8,1,8.386,2.541,89.072,0,0,25,14
2,0,0,83,12,13,82,5917,7037,23-03 14:10:33,0,118,0,0,0,4894765056,2863362048,799490048,7841693696,7,20,0,8,1,8.040,2.513,89.322,0.126,0,25,14
0,0,0,83,12,13,82,6534,9221,23-03 14:10:34,0,123,0,0,0,4895330304,2862886912,799490048,7841603584,7,19,1,8,2,8.407,3.137,88.457,0,0,25,14
1,0,0,83,12,13,82,24866,11424,23-03 14:10:35,0,140,0,0,0,4886679552,2871529472,799490048,7841812480,7,20,0,9,1,8.540,3.465,87.748,0.248,0,25,14
3,0,16,83,12,13,82,5750,6850,23-03 14:10:36,0,115,0,0,0,4882927616,2875277312,799502336,7842127872,7,20,0,9,1,8,4.625,87.125,0.250,0,25,14
2,0,0,83,12,13,82,6823,8368,23-03 14:10:37,0,125,0,0,0,4881350656,2877050880,799502336,7841632256,7,20,0,9,1,8.511,3.004,88.360,0.125,0,25,14
3,0,1,83,12,13,82,6318,7414,23-03 14:10:38,0,161,0,0,0,4881620992,2876776448,799502336,7841345536,7,20,0,9,1,9.068,2.981,87.950,0,0,25,14
5,0,0,83,12,13,82,5750,6713,23-03 14:10:39,0,110,0,0,0,4880957440,2877435904,799502336,7841349632,7,20,0,9,1,8.761,2.253,88.986,0,0,25,14
2,0,0,83,12,13,82,5860,7044,23-03 14:10:40,0,120,0,0,0,4881076224,2878726144,799502336,7839940608,7,20,0,9,1,8.030,3.388,88.457,0.125,0,25,14
2,0,16,83,12,13,82,5824,6992,23-03 14:10:41,0,112,0,0,0,4868284416,2886410240,799518720,7845666816,7,20,0,8,1,8.091,4.298,87.484,0.126,0,25,14
5,0,0,83,12,13,82,5880,7326,23-03 14:10:42,0,120,0,0,0,4868980736,2885697536,799526912,7845142528,7,20,0,8,1,8.375,2.750,88.750,0.125,0,25,14
1,0,0,83,12,13,82,5860,7044,23-03 14:10:43,0,115,0,0,0,4869660672,2885009408,799526912,7845093376,7,20,0,8,1,7.585,3.161,89.128,0.126,0,25,14
1,0,0,83,12,13,82,22870,14209,23-03 14:10:44,0,186,0,0,0,4869890048,2884780032,799526912,7845093376,7,20,0,9,1,7.576,2.904,89.520,0,0,25,14
1,0,0,83,12,13,82,19737,16017,23-03 14:10:45,0,153,0,0,0,4895285248,2859376640,799526912,7845101568,7,20,0,10,1,9.649,3.133,87.093,0.125,0,25,14
1,0,16,83,12,13,82,24166,11086,23-03 14:10:46,0,135,0,0,0,4899565568,2855051264,799526912,7845412864,7,20,0,10,1,7.702,3.788,88.258,0.253,0,25,14
1,0,0,83,12,13,82,5750,7208,23-03 14:10:47,0,117,0,0,0,4900741120,2853875712,799535104,7845662720,7,20,0,9,1,7.826,3.478,88.447,0.248,0,25,14
1,0,0,83,12,13,82,6072,7162,23-03 14:10:48,0,121,0,0,0,4883062784,2873327616,799535104,7843557376,7,20,0,9,1,7.421,3.019,89.560,0,0,25,14
2,0,18,83,12,13,82,6356,7036,23-03 14:10:49,0,122,0,0,0,4903022592,2853224448,799535104,7860088832,7,20,0,9,1,9.963,4.359,85.554,0.125,0,25,14
4,0,0,83,12,13,82,5750,6987,23-03 14:10:50,0,152,0,0,0,4900892672,2855313408,799535104,7860338688,7,20,0,9,1,6.980,3.299,89.594,0.127,0,25,14
3,0,16,83,12,13,82,7599,13748,23-03 14:10:51,0,131,0,0,0,4920864768,2835308544,799547392,7857520640,7,20,0,9,1,8.532,4.768,86.575,0.125,0,25,14
1,0,1,83,12,13,82,5820,6968,23-03 14:10:52,0,118,0,0,0,4918050816,2838114304,799547392,7854866432,7,20,0,9,1,7.481,3.491,88.903,0.125,0,25,14
1,0,0,83,12,13,82,6113,7837,23-03 14:10:53,0,124,0,0,0,4918886400,2837274624,799547392,7854911488,7,20,0,8,1,8.281,2.509,89.084,0.125,0,25,14
3,0,0,83,12,13,82,6159,7195,23-03 14:10:54,0,120,0,0,0,4888731648,2867384320,799547392,7845675008,7,20,0,8,1,8.156,3.137,88.708,0,0,25,14
1,0,0,83,12,13,82,11712,12686,23-03 14:10:55,0,132,0,0,0,4891443200,2866442240,799559680,7843377152,7,20,0,8,1,8.853,3.242,87.781,0.125,0,25,15
1,0,45,84,12,13,83,28777,18141,23-03 14:10:56,0,195,0,0,0,4858847232,2899017728,799559680,7850029056,7,20,0,9,1,11.602,4.414,83.859,0.126,0,25,16
4,0,8,84,12,13,83,6626,6976,23-03 14:10:57,0,120,0,0,0,4861706240,2896064512,799559680,7850385408,7,20,0,8,1,8.030,3.137,88.708,0.125,0,25,16
6,0,0,84,12,13,83,37807,13742,23-03 14:10:58,0,149,0,0,0,4862377984,2895388672,799559680,7850590208,7,20,0,9,1,9.182,2.767,87.925,0.126,0,25,16
3,0,0,84,12,13,83,6027,7349,23-03 14:10:59,0,122,0,0,0,4864753664,2893008896,799559680,7850651648,7,20,0,9,1,8.875,3,88.125,0,0,25,16
2,0,0,84,12,13,83,10354,94412,23-03 14:11:00,0,145,0,0,0,4869795840,2887925760,799559680,7849840640,7,20,0,9,1,8.908,3.137,87.829,0.125,0,25,16
1,0,8,84,12,13,83,5860,7186,23-03 14:11:01,0,116,0,0,0,4871000064,2886709248,799563776,7849627648,7,20,0,9,1,8.385,3.379,88.110,0.125,0,25,16
5,0,16,84,12,13,83,5880,6850,23-03 14:11:02,0,157,0,0,0,4875390976,2882187264,799580160,7858556928,7,20,0,9,1,9.011,4.005,86.859,0.125,0,25,16
4,0,1,84,12,13,83,5750,7463,23-03 14:11:03,0,117,0,0,0,4780695552,2978652160,799580160,7853592576,7,20,0,9,1,8.966,2.740,88.169,0.125,0,25,16
1,0,0,84,12,13,83,6213,7668,23-03 14:11:04,0,123,0,0,0,4780843008,2978676736,799580160,7853862912,7,20,0,8,1,9.250,2.625,88.125,0,0,25,16
2,0,0,84,12,13,83,5750,6850,23-03 14:11:05,0,119,0,0,0,4781002752,2978516992,799580160,7853400064,7,20,0,8,1,8.333,1.768,89.773,0.126,0,25,16
4,0,8,84,12,13,83,5880,6968,23-03 14:11:06,0,119,0,0,0,4782018560,2977492992,799592448,7853203456,7,20,0,8,1,8.302,3.270,88.302,0.126,0,25,16
1,0,8,84,12,13,83,24838,14834,23-03 14:11:07,0,148,0,0,0,4779008000,2980491264,799592448,7849222144,7,20,0,9,1,7.985,2.915,89.100,0,0,25,16
8,0,0,84,12,13,83,5750,7208,23-03 14:11:08,0,150,0,0,0,4779393024,2980061184,799592448,7848935424,7,20,0,9,1,8.344,3.238,88.294,0.125,0,25,16
2,0,0,84,12,13,83,5860,6907,23-03 14:11:09,0,111,0,0,0,4775452672,2989588480,799592448,7843713024,7,20,0,9,1,7.566,2.774,89.660,0,0,25,16
1,0,0,84,12,13,83,5865,7266,23-03 14:11:10,0,116,0,0,0,4777615360,2987401216,799604736,7843983360,7,20,0,9,1,8.637,3.163,87.835,0.365,0,25,16
1,0,8,84,12,13,83,5809,6576,23-03 14:11:11,0,114,0,0,0,4761972736,3004829696,799604736,7839866880,7,20,0,9,1,8.938,2.202,88.860,0,0,25,16
3,0,8,84,12,13,83,6514,7162,23-03 14:11:12,0,124,0,0,0,4735725568,3030970368,799604736,7835082752,7,20,0,9,1,8.468,3.611,87.796,0.125,0,25,16
3,0,0,84,12,13,83,6129,7037,23-03 14:11:13,0,120,0,0,0,4736618496,3030077440,799604736,7834951680,7,20,0,9,1,8.030,2.760,89.210,0,0,25,16
1,0,0,84,12,13,83,6241,7690,23-03 14:11:14,0,149,0,0,0,4736811008,3029880832,799604736,7834890240,7,20,0,8,1,8.060,2.897,88.791,0.252,0,25,16
1,0,1,84,12,13,83,6072,7441,23-03 14:11:15,0,116,0,0,0,4740124672,3026370560,799617024,7835607040,7,20,0,8,1,8.135,3.254,88.110,0.501,0,25,16
4,0,8,84,12,13,83,5750,6850,23-03 14:11:16,0,111,0,0,0,4741066752,3025408000,799617024,7835684864,7,20,0,8,1,14.801,3.483,81.716,0,0,25,16
2,0,8,84,12,13,83,7439,11652,23-03 14:11:17,0,129,0,0,0,4741509120,3024965632,799617024,7835152384,7,20,0,9,1,9.589,3.611,86.675,0.125,0,25,16
2,0,0,84,12,13,83,21838,8985,23-03 14:11:18,0,131,0,0,0,4862103552,2905931776,799617024,7833534464,7,20,0,9,1,9.285,3.639,87.077,0,0,25,16
1,0,1,84,12,13,83,8647,12966,23-03 14:11:19,0,125,0,0,0,4792352768,2970697728,799657984,7837380608,7,20,0,9,1,7.547,3.522,88.679,0.252,0,25,17
1,0,0,84,12,13,83,12064,10781,23-03 14:11:20,0,168,0,0,0,4794851328,2968170496,799657984,7837495296,7,20,0,9,1,8.260,2.879,88.861,0,0,25,17
4,0,8,84,12,13,83,10070,18112,23-03 14:11:21,0,133,0,0,0,4824932352,2938073088,799657984,7836745728,7,20,0,9,1,8.897,3.509,87.469,0.125,0,25,17
3,0,8,84,12,13,83,5917,7037,23-03 14:11:22,0,121,0,0,0,4826079232,2936872960,799657984,7836807168,7,20,0,9,1,8.186,3.023,88.791,0,0,25,17
1,0,0,84,12,13,83,5860,7304,23-03 14:11:23,0,116,0,0,0,4826759168,2936184832,799657984,7836483584,7,20,0,9,1,7.809,2.771,89.295,0.126,0,25,17
3,0,0,84,12,13,83,6029,7553,23-03 14:11:24,0,118,0,0,0,4794920960,2968023040,799662080,7836286976,7,20,0,8,1,8.333,2.525,88.510,0.631,0,25,16
5,0,0,84,12,13,83,5860,7044,23-03 14:11:25,0,118,0,0,0,4798152704,2966573056,799662080,7834505216,7,20,0,8,1,8.365,2.747,88.764,0.125,0,25,15
1,0,8,84,12,13,83,5880,6992,23-03 14:11:26,0,147,0,0,0,4796608512,2968027136,799694848,7834562560,7,20,0,8,1,8.864,3.246,87.640,0.250,0,25,15
1,0,9,84,12,13,83,5750,6968,23-03 14:11:27,0,116,0,0,0,4797640704,2966921216,799694848,7835160576,7,20,0,8,1,8.115,3.496,88.390,0,0,25,15
2,0,0,83,12,13,82,22239,12778,23-03 14:11:28,0,143,0,0,0,4789616640,2974941184,799694848,7834832896,7,20,0,9,1,9.250,2.875,87.750,0.125,0,25,15
2,0,0,83,12,13,82,6756,7471,23-03 14:11:29,0,121,0,0,0,4789698560,2974818304,799694848,7834615808,7,20,0,9,1,8.095,3.113,88.792,0,0,25,15
5,0,0,83,12,13,82,5860,7162,23-03 14:11:30,0,118,0,0,0,4789764096,2974740480,799703040,7834619904,7,20,0,9,1,8.428,2.893,88.553,0.126,0,25,15
5,0,8,83,12,13,82,5750,6855,23-03 14:11:31,0,116,0,0,0,4790022144,2974474240,799711232,7834685440,7,20,0,9,1,8.543,3.518,87.814,0.126,0,25,15
7,0,8,83,12,13,82,5917,7037,23-03 14:11:32,0,149,0,0,0,4790964224,2973515776,799711232,7834968064,7,20,0,8,1,8.668,3.392,87.814,0.126,0,25,15
5,0,0,83,12,13,82,14192,18073,23-03 14:11:33,0,152,0,0,0,4791492608,2974846976,799711232,7833534464,7,20,0,8,1,8.312,2.519,89.169,0,0,25,16
5,0,0,83,12,13,82,6029,7587,23-03 14:11:34,0,119,0,0,0,4792131584,2974040064,799711232,7832944640,7,20,0,8,1,8.040,3.141,88.693,0.126,0,25,16
1,0,0,83,12,13,82,5790,7248,23-03 14:11:35,0,116,0,0,0,4792320000,2973851648,799711232,7832944640,7,20,0,8,1,8.176,2.893,88.805,0.126,0,25,16
5,0,8,83,12,13,82,5990,7186,23-03 14:11:36,0,120,0,0,0,4795289600,2970832896,799723520,7833047040,7,20,0,7,1,8.291,4.523,86.683,0.503,0,25,16
5,0,8,83,12,13,82,5750,7174,23-03 14:11:37,0,122,0,0,0,4796157952,2969919488,799748096,7833067520,7,20,0,7,1,9.102,3.242,87.406,0.249,0,25,17
5,0,0,83,12,13,82,7076,8174,23-03 14:11:38,0,160,0,0,0,4797124608,2968944640,799748096,7833341952,7,20,1,7,1,8.207,2.778,89.015,0,0,25,16
2,0,0,83,12,13,82,24446,14372,23-03 14:11:39,0,158,0,0,0,4797583360,2968756224,799748096,7833264128,7,20,0,8,1,8.145,2.757,88.972,0.125,0,25,16
1,0,1,83,12,13,82,5750,7350,23-03 14:11:40,0,114,0,0,0,4797124608,2969210880,799748096,7833001984,7,20,0,8,1,7.731,2.155,90.114,0,0,25,16
7,0,8,83,12,13,82,5860,7044,23-03 14:11:41,0,117,0,0,0,4796923904,2971009024,799748096,7831212032,7,20,0,8,1,8.060,3.275,88.413,0.252,0,25,16
1,0,8,83,12,13,82,5880,6850,23-03 14:11:42,0,114,0,0,0,4734623744,3033407488,799760384,7831101440,7,20,0,8,1,8.668,2.889,88.065,0.377,0,25,16
1,0,0,83,12,13,82,5750,6850,23-03 14:11:43,0,115,0,0,0,4735172608,3032813568,799768576,7831072768,7,20,0,8,1,7.403,2.886,89.586,0.125,0,25,16
1,0,0,83,12,13,82,6139,7644,23-03 14:11:44,0,145,0,0,0,4735905792,3032068096,799768576,7831351296,7,20,0,8,1,8.050,2.516,89.434,0,0,25,16
1,0,0,83,12,13,82,6129,7650,23-03 14:11:45,0,120,0,0,0,4736135168,3031838720,799768576,7831609344,7,20,0,7,1,7.673,2.767,89.434,0.126,0,25,16
1,0,8,83,12,13,82,5860,7044,23-03 14:11:46,0,117,0,0,0,4735066112,3038228480,799768576,7826087936,7,20,0,7,1,8.105,3.865,88.030,0,0,25,16
1,0,8,83,12,13,82,5917,7292,23-03 14:11:47,0,119,0,0,0,4735930368,3037523968,799768576,7825670144,7,20,0,6,1,8.344,3.487,87.920,0.249,0,25,16
1,0,0,83,12,13,82,5750,6855,23-03 14:11:48,0,117,0,0,0,4737683456,3037351936,799780864,7824011264,7,20,0,6,1,8.701,2.270,88.777,0.252,0,25,16
2,0,0,83,12,13,82,7873,11857,23-03 14:11:49,0,136,0,0,0,4736471040,3038670848,799780864,7823904768,7,20,0,7,1,8.521,3.634,87.719,0.125,0,25,15
1,0,0,83,12,13,82,21678,8552,23-03 14:11:50,0,155,0,0,0,4737392640,3037532160,799780864,7824711680,7,18,0,7,2,8.668,2.387,88.945,0,0,25,15
1,0,8,83,12,13,82,7471,13806,23-03 14:11:51,0,126,0,0,0,4759388160,3015524352,799780864,7824756736,7,18,0,7,2,8.816,2.645,88.413,0.126,0,25,15
1,0,9,83,12,13,82,5930,7044,23-03 14:11:52,0,118,0,0,0,4760403968,3014504448,799780864,7824269312,7,18,0,7,2,6.784,3.769,89.447,0,0,25,15
2,0,0,83,12,13,82,6084,7224,23-03 14:11:53,0,122,0,0,0,4761088000,3013816320,799784960,7824138240,7,18,0,7,2,8.085,2.985,88.557,0.373,0,25,15
1,0,0,83,12,13,82,6139,7507,23-03 14:11:54,0,118,0,0,0,4761772032,3013128192,799784960,7824207872,7,18,0,7,2,7.875,3,89.125,0,0,25,15
2,0,0,83,12,13,82,9690,10002,23-03 14:11:55,0,122,0,0,0,4741775360,3034927104,799784960,7822671872,7,18,0,7,2,8.407,3.137,88.331,0.125,0,25,16
3,0,4,83,12,13,82,5880,7208,23-03 14:11:56,0,141,0,0,0,4890419200,2881081344,799805440,7828111360,7,18,0,7,2,10.212,3.611,85.928,0.249,0,25,16
1,0,12,83,12,13,82,5860,7044,23-03 14:11:57,0,118,0,0,0,4891713536,2879651840,799805440,7827914752,7,18,0,6,2,7.799,3.019,89.182,0,0,25,16
4,0,0,83,12,13,82,6146,7296,23-03 14:11:58,0,115,0,0,0,4892172288,2879193088,799805440,7827656704,7,16,0,6,3,8.582,3.109,88.184,0.124,0,25,19
1,0,0,83,12,13,82,37499,13150,23-03 14:11:59,0,145,0,0,0,4891172864,2880184320,799805440,7827664896,7,18,0,6,2,8.186,2.771,89.043,0,0,25,16
5,0,0,83,12,13,82,22295,12978,23-03 14:12:00,0,144,0,0,0,4891176960,2880176128,799805440,7827800064,7,18,0,7,2,8.931,2.767,88.050,0.252,0,25,16
5,0,0,83,12,13,82,6793,7918,23-03 14:12:01,0,123,0,0,0,4891586560,2879758336,799813632,7828066304,7,18,0,7,2,7.370,3.050,89.199,0.381,0,25,16
5,0,24,83,12,13,82,6628,7700,23-03 14:12:02,0,149,0,0,0,4893360128,2877968384,799813632,7828209664,7,18,0,7,2,8.407,4.015,87.453,0.125,0,25,15
2,0,0,83,12,13,82,12463,96602,23-03 14:12:03,0,150,0,0,0,4884676608,2886651904,799813632,7827877888,7,18,0,7,2,8.897,3.008,88.095,0,0,25,15
5,0,1,83,12,13,82,6319,8499,23-03 14:12:04,0,126,0,0,0,4888502272,2884448256,799813632,7826063360,7,18,0,7,2,8.312,3.149,88.413,0.126,0,28,15
5,0,0,83,12,13,82,5946,8192,23-03 14:12:05,0,123,0,0,0,4888899584,2884046848,799813632,7826132992,7,18,0,7,2,8.449,2.522,88.903,0.126,0,28,15
4,0,0,83,12,13,82,5880,7774,23-03 14:12:06,0,117,0,0,0,4889841664,2883100672,799825920,7826124800,7,18,0,7,2,7.722,2.911,88.987,0.380,0,28,15
4,0,16,83,12,13,82,5750,8132,23-03 14:12:07,0,113,0,0,0,4888895488,2883768320,799825920,7826604032,7,18,0,6,2,8.787,4.084,87.005,0.124,0,28,15
1,0,0,83,12,13,82,5860,7186,23-03 14:12:08,0,155,0,0,0,4889640960,2883280896,799825920,7826604032,7,18,0,6,2,7.605,2.155,90.241,0,0,28,15
1,0,0,83,12,13,82,5917,6900,23-03 14:12:09,0,117,0,0,0,4889808896,2883108864,799825920,7826341888,7,18,0,6,2,8.468,2.740,88.667,0.125,0,25,15
