"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/net_fs_socket_proc_udp_io_page_swap_zones_vm.csv --net --fs --socket --proc --udp --io --page --swap --zones --vm 1 600",,,,"Date:","23 Mar 2023 14:04:41 -03"
"net/total",,"filesystem",,"sockets",,,,,"procs",,,"udp",,"io/total",,"paging",,"swap",,"zones memory",,,,"virtual memory",,,
5860,7186,13888,181199,1222,24,34,0,0,1,0,8,25,16,0,38,0,0,108527616,914878464,169007,3141,532551,22688,0,1477,2036,2307
5880,6850,13920,181210,1222,24,34,0,0,2,0,16,25,16,0,36,0,0,108527616,914878464,169007,3141,531324,22688,0,3000,5640,3288
5750,7463,13888,181171,1222,24,34,0,0,1,0,1,25,16,0,0,0,0,108527616,914878464,169007,3141,554875,22688,0,393,762,25304
6213,7668,13888,181106,1222,24,34,0,0,1,0,0,25,16,0,0,0,0,108527616,914878464,169007,3141,554811,22688,0,628,1149,1148
5750,6713,13920,181106,1222,24,34,0,0,1,0,0,25,16,0,0,0,0,108527616,914878464,169007,3141,554712,22688,0,37,495,480
5880,6968,13952,181103,1222,24,34,0,0,3,0,8,25,16,0,60,0,0,108527616,914878464,169007,3141,554592,22688,0,1707,2447,2865
24838,14834,13952,181110,1222,24,34,0,0,1,0,8,25,16,0,0,0,0,108527616,914878464,169007,3141,555324,22688,0,1490,2608,3760
5750,6850,13920,181109,1222,24,34,0,0,1,0,0,25,16,0,0,0,0,108527616,914878464,169007,3141,555279,22688,0,117,506,1102
5860,7402,13920,179999,1222,24,34,0,0,4,0,0,25,16,0,0,0,0,108527616,914878464,169007,3141,557671,22688,0,1230,1720,3473
5635,6992,13856,180000,1222,24,34,0,0,2,0,0,25,16,0,90,0,0,108527616,914878464,169007,3141,557007,22688,0,766,1590,1307
5865,6850,13888,179896,1216,24,34,0,0,2,0,8,25,16,0,0,0,0,108527616,914878464,169007,3141,561266,22688,0,1679,2287,6002
6688,7162,13856,179817,1206,24,34,0,0,2,0,8,25,16,0,0,0,0,108527616,914878464,169007,3141,567648,22688,0,1436,1892,6843
5908,7037,13856,179817,1206,24,34,0,0,2,0,0,25,16,0,0,0,0,108527616,914878464,169007,3141,567430,22688,0,90,546,493
6462,7690,13888,179831,1206,24,34,0,0,2,0,0,25,16,0,0,0,0,108527616,914878464,169007,3141,567382,22688,0,861,1405,649
6072,7299,13920,179836,1206,24,34,0,0,2,0,1,25,16,0,870,0,0,108527616,914878464,169007,3141,566651,22688,0,774,2049,1745
5750,6992,13920,179838,1206,24,34,0,0,1,0,8,25,16,0,0,0,0,108527616,914878464,169007,3141,566290,22688,0,2193,2821,2572
7069,10354,13888,179839,1206,24,34,0,0,3,0,8,25,16,0,0,0,0,108527616,914878464,169007,3141,566182,22688,0,1336,1923,2064
22093,10146,15424,180866,1206,24,34,0,0,3,0,0,25,16,0,0,0,0,108527616,914878464,169007,3141,538059,22688,0,30770,51145,21857
6151,9297,13824,180824,1208,24,40,0,0,2,0,1,25,22,0,104,0,0,108527616,914878464,169007,3141,553052,22688,0,10928,13631,28457
14675,14450,13824,180819,1203,24,34,0,0,2,0,0,25,17,0,0,0,0,108527616,914878464,169007,3141,552316,22688,0,3093,3993,1097
10070,18112,13856,180828,1203,24,34,0,0,3,0,8,25,17,0,0,0,0,108527616,914878464,169007,3141,544968,22688,0,8687,10292,3465
5802,7037,13824,180828,1203,24,34,0,0,2,0,8,25,17,0,0,0,0,108527616,914878464,169007,3141,544675,22688,0,1330,2005,2140
5975,7304,13792,180827,1203,24,34,0,0,1,0,0,25,17,0,0,0,0,108527616,914878464,169007,3141,544507,22688,0,82,520,799
6029,7690,13792,180826,1202,24,34,0,0,1,1,0,25,16,0,0,0,0,108527616,914878464,169007,3141,552340,22688,0,141,552,9124
5860,7044,13760,180779,1201,24,34,0,0,3,0,0,25,15,0,10,0,0,108527616,914878464,169007,3141,552168,22688,0,61,519,1308
5880,6850,13824,180797,1201,24,34,0,0,1,0,8,25,15,0,106,0,0,108527616,914878464,169007,3141,552281,22688,0,2041,2754,3271
5750,7110,13792,180798,1201,24,34,0,0,2,0,9,25,15,0,4,0,0,108527616,914878464,169007,3141,552011,22688,0,1818,2489,2287
22199,12778,13792,180798,1201,24,34,0,0,2,0,0,25,15,0,0,0,0,108527616,914878464,169007,3141,553629,22688,0,152,570,2379
6796,6976,13824,180807,1201,24,34,0,0,1,0,0,25,15,0,0,0,0,108527616,914878464,169007,3141,553939,22688,0,272,770,2125
5750,7326,13824,180809,1201,24,34,0,0,2,0,0,25,15,0,18,0,0,108527616,914878464,169007,3141,553854,22688,0,185,784,848
5860,7186,13792,180807,1201,24,34,0,0,1,0,8,25,15,0,20,0,0,108527616,914878464,169007,3141,553855,22688,0,1478,2063,2067
5917,7037,13760,180807,1201,24,34,0,0,1,0,8,25,15,0,0,0,0,108527616,914878464,169007,3141,553747,22688,0,1925,2388,2150
14192,18073,13760,180772,1202,24,34,0,0,2,0,0,25,16,0,0,0,0,108527616,914878464,169007,3141,553946,22688,0,1108,2770,2072
6029,7450,13760,180772,1202,24,34,0,0,2,0,0,25,16,0,0,0,0,108527616,914878464,169007,3141,553809,22688,0,55,501,477
5790,7248,13760,180771,1202,24,34,0,0,4,0,0,25,16,0,0,0,0,108527616,914878464,169007,3141,553703,22688,0,71,496,669
5990,7186,13792,180782,1202,24,34,0,0,1,0,8,25,16,0,2372,0,0,108527616,914878464,169007,3141,553086,22688,0,1627,4297,4579
5750,6968,13824,180782,1202,24,34,0,0,1,0,8,25,16,0,76,0,0,108527616,914878464,169007,3141,552855,22688,0,1357,1978,2134
6774,8186,13792,180785,1205,24,34,0,0,1,0,0,25,16,0,0,0,0,108527616,914878464,169007,3141,552505,22688,0,370,850,867
24748,14703,13824,180723,1202,24,34,0,0,1,0,0,25,16,0,0,0,0,108527616,914878464,169007,3141,552459,22688,0,143,720,787
5750,7350,13824,180723,1202,24,34,0,0,3,0,1,25,16,0,0,0,0,108527616,914878464,169007,3141,552439,22688,0,624,627,704
5860,7044,13856,180686,1202,24,34,0,0,3,0,8,25,16,0,0,0,0,108527616,914878464,169007,3141,552944,22688,0,1900,2486,3133
5880,6850,13856,180686,1202,24,34,0,0,2,0,8,25,16,0,36,0,0,108527616,914878464,169007,3141,552838,22688,0,1918,2530,1931
5750,6850,13824,180695,1202,24,34,0,0,2,0,0,25,16,0,30,0,0,108527616,914878464,169007,3141,568098,22688,0,301,949,14775
6139,7644,13792,180695,1202,24,34,0,0,1,0,0,25,16,0,0,0,0,108527616,914878464,169007,3141,568098,22688,0,199,516,513
6129,7650,13824,180696,1202,24,34,0,0,2,0,0,25,16,0,0,0,0,108527616,914878464,169007,3141,567860,22688,0,57,636,485
5860,7044,13760,179587,1202,24,34,0,0,1,0,8,25,16,0,0,0,0,108527616,914878464,169007,3141,569491,22688,0,1666,2224,3631
5917,7155,13824,179586,1202,24,34,0,0,2,0,8,25,16,0,0,0,0,108527616,914878464,169007,3141,569248,22688,0,1357,1875,2017
5750,7129,13824,179539,1202,24,34,0,0,3,0,0,25,16,0,44,0,0,108527616,914878464,169007,3141,569206,22688,0,249,745,1230
7357,10422,13824,179547,1201,24,34,0,0,2,0,0,25,15,0,0,0,0,108527616,914878464,169007,3141,569475,22688,0,110,669,1052
22194,9713,13792,179568,1200,23,34,0,0,2,0,0,25,15,0,0,0,0,108527616,914878464,169007,3141,569362,22688,0,748,1556,755
7471,13669,13792,179573,1200,23,34,0,0,3,0,4,25,15,0,0,0,0,108527616,914878464,169007,3141,563877,22688,0,8084,8967,1680
5930,7181,13824,179567,1200,23,34,0,0,2,0,13,25,15,0,0,0,0,108527616,914878464,169007,3141,563628,22688,0,2477,2820,3133
6084,7224,13824,179565,1200,23,34,0,0,2,0,0,25,15,0,24,0,0,108527616,914878464,169007,3141,563460,22688,0,76,575,568
6139,7644,13792,179566,1200,23,34,0,0,3,0,0,25,15,0,0,0,0,108527616,914878464,169007,3141,563292,22688,0,51,528,836
9690,10002,13792,179521,1201,23,34,0,0,3,0,0,25,16,0,0,0,0,108527616,914878464,169007,3141,569118,22688,0,76,500,6793
5750,7208,13792,180612,1201,23,34,0,0,3,0,0,25,16,0,662,0,0,108527616,914878464,169007,3141,531054,22688,0,40020,62631,23444
5990,7044,13856,180621,1201,23,34,0,0,3,0,16,25,16,0,0,0,0,108527616,914878464,169007,3141,530705,22688,0,2786,3428,3242
6146,7296,13824,180620,1201,23,34,0,0,3,0,0,25,16,0,0,0,0,108527616,914878464,169007,3141,530593,22688,0,62,512,613
37499,13150,13824,180621,1201,23,34,0,0,1,0,0,25,16,0,0,0,0,108527616,914878464,169007,3141,530835,22688,0,128,580,2016
22295,12938,13824,180623,1201,23,34,0,0,4,0,0,25,16,0,0,0,0,108527616,914878464,169007,3141,530833,22688,0,202,629,585
6793,7821,13824,180623,1201,23,34,0,0,1,0,0,25,16,0,18,0,0,108527616,914878464,169007,3141,530857,22688,0,206,871,938
6628,7974,13792,180620,1200,23,34,0,0,1,0,24,25,15,0,0,0,0,108527616,914878464,169007,3141,530291,22688,0,4685,5224,5070
12357,96465,13792,180630,1200,23,34,0,0,2,0,0,25,15,0,0,0,0,108527616,914878464,169007,3141,532349,22688,0,1990,3444,2538
6425,8225,13792,180606,1203,23,37,0,0,2,0,1,28,15,0,0,0,0,108527616,914878464,169007,3141,531876,22688,0,924,994,1833
5946,8329,13760,180607,1203,23,37,0,0,2,0,0,28,15,0,0,0,0,108527616,914878464,169007,3141,531778,22688,0,38,511,482
5880,7774,13792,180607,1203,23,37,0,0,2,0,0,28,15,0,40,0,0,108527616,914878464,169007,3141,531547,22688,0,189,701,672
5750,8132,13856,180606,1203,23,37,0,0,1,0,16,28,15,0,0,0,0,108527616,914878464,169007,3141,531770,22688,0,2621,3235,3778
5860,7186,13824,180607,1203,23,37,0,0,1,0,0,28,15,0,0,0,0,108527616,914878464,169007,3141,531591,22688,0,202,642,490
5917,7037,13824,180604,1200,23,34,0,0,1,0,0,25,15,0,0,0,0,108527616,914878464,169007,3141,531549,22688,0,70,503,464
5860,7162,13760,180559,1200,23,34,0,0,1,0,2,25,15,0,316,0,0,108527616,914878464,169007,3141,531388,22688,0,47,763,1302
23141,12710,13760,180580,1200,23,34,0,0,2,0,0,25,15,0,0,0,0,108527616,914878464,169007,3141,531157,22688,0,527,1027,928
5824,7208,13824,180578,1200,23,34,0,0,2,0,16,25,15,0,0,0,0,108527616,914878464,169007,3141,531203,22688,0,2746,3236,3261
6725,7373,13824,180579,1200,23,34,0,0,1,0,0,25,15,0,28,0,0,108527616,914878464,169007,3141,531051,22688,0,548,1190,806
6029,7332,13824,180518,1200,23,34,0,0,5,0,0,25,15,0,0,0,0,108527616,914878464,169007,3141,531099,22688,0,92,552,793
5962,7223,13824,180518,1200,23,34,0,0,1,0,0,25,15,0,0,0,0,108527616,914878464,169007,3141,531264,22688,0,55,498,622
5990,7186,13760,180518,1200,23,34,0,0,2,0,1,25,15,0,26,0,0,108527616,914878464,169007,3141,531166,22688,0,583,637,840
5750,7208,13792,180517,1200,23,34,0,0,1,0,16,25,15,0,0,0,0,108527616,914878464,169007,3141,537052,22688,0,2636,3293,8174
7964,10172,13792,180527,1200,23,34,0,0,5,0,0,25,15,0,0,0,0,108527616,914878464,169007,3141,541226,22688,0,1455,2426,5692
5917,7018,13824,180495,1202,23,34,0,0,1,0,0,25,15,0,0,0,0,108527616,914878464,169007,3141,541001,22688,0,249,831,990
5750,6987,13856,180494,1200,23,34,0,0,3,0,0,25,15,0,0,0,0,108527616,914878464,169007,3141,540706,22688,0,199,579,546
11364,21109,13824,180494,1200,23,34,0,0,1,0,0,25,15,0,64,0,0,108527616,914878464,169007,3141,534110,22688,0,7074,8650,2068
21722,9598,13824,180496,1200,23,34,0,0,3,0,12,25,15,0,0,0,0,108527616,914878464,169007,3141,533815,22688,0,1908,2282,2148
5917,7297,13824,180492,1200,23,34,0,0,2,0,4,25,15,0,0,0,0,108527616,914878464,169007,3141,539568,22688,0,844,1540,7180
6311,7738,13824,179370,1199,23,34,0,0,2,0,0,25,14,0,110,0,0,108527616,914878464,169007,3141,550491,22688,0,288,867,13570
5750,6850,13792,179345,1199,23,34,0,0,1,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,550410,22688,0,970,1738,1717
5860,7044,13856,179365,1199,23,34,0,0,1,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,554930,22688,0,356,900,5590
5880,6850,13760,179363,1199,23,34,0,0,2,0,8,25,14,0,1888,0,0,108527616,914878464,169007,3141,556573,22688,0,1355,3713,5288
5856,6850,13728,179363,1199,23,34,0,0,2,0,8,25,14,0,0,0,0,108527616,914878464,169007,3141,562243,22688,0,1480,1894,8088
6178,7162,13792,179364,1199,23,34,0,0,2,0,1,25,14,0,26,0,0,108527616,914878464,169007,3141,562600,22688,0,351,878,1188
5750,6992,13792,179364,1199,23,34,0,0,3,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,562140,22688,0,43,505,489
5750,6850,13760,179365,1199,23,34,0,0,1,0,0,25,14,0,14,0,0,108527616,914878464,169007,3141,562035,22688,0,188,789,792
22239,12915,13792,179375,1199,23,34,0,0,2,0,8,25,14,0,96,0,0,108527616,914878464,169007,3141,570414,22688,0,1627,2218,10579
6793,7345,13792,179373,1199,23,34,0,0,2,0,8,25,14,0,0,0,0,108527616,914878464,169007,3141,570469,22688,0,1305,1843,2015
7851,11208,13792,180397,1199,23,34,0,0,1,0,0,25,14,0,52,0,0,108527616,914878464,169007,3141,535482,22688,0,39763,62172,22567
7913,6921,13792,180398,1199,23,34,0,0,3,0,0,25,14,0,12,0,0,108527616,914878464,169007,3141,535076,22688,0,143,675,899
5750,6987,13792,180399,1199,23,34,0,0,3,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,534857,22688,0,273,704,783
5860,7044,13856,180398,1199,23,34,0,0,1,0,8,25,14,0,238,0,0,108527616,914878464,169007,3141,534756,22688,0,1337,2037,2052
6443,7483,13856,180397,1199,23,34,0,0,1,0,8,25,14,0,0,0,0,108527616,914878464,169007,3141,534095,22688,0,1978,2550,2905
5750,6850,13856,180408,1199,23,34,0,0,1,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,535202,22688,0,324,777,1731
5860,7186,13888,180362,1199,23,34,0,0,2,0,0,25,14,0,32,0,0,108527616,914878464,169007,3141,535727,22688,0,205,594,1214
5750,6850,13856,180382,1199,23,34,0,0,2,0,1,25,14,0,0,0,0,108527616,914878464,169007,3141,535895,22688,0,1393,1574,1565
5990,7162,13856,180382,1199,23,34,0,0,1,0,8,25,14,0,22,0,0,108527616,914878464,169007,3141,535817,22688,0,1373,2070,2237
23013,12710,13824,180382,1199,23,34,0,0,2,0,8,25,14,0,0,0,0,108527616,914878464,169007,3141,535667,22688,0,1382,1925,1924
6029,7832,13824,180381,1199,23,34,0,0,1,0,0,25,14,0,12,0,0,108527616,914878464,169007,3141,535561,22688,0,237,620,692
6076,7193,13792,180382,1199,23,34,0,0,2,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,535360,22688,0,531,992,620
5876,7093,13792,180392,1199,23,34,0,0,1,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,535132,22688,0,528,948,517
5750,6968,13728,180392,1199,23,34,0,0,2,0,8,25,14,0,2656,0,0,108527616,914878464,169007,3141,534176,22688,0,1362,3903,3909
5860,7044,13760,180393,1199,23,34,0,0,2,0,8,25,14,0,0,0,0,108527616,914878464,169007,3141,534098,22688,0,1477,1997,2058
6038,7394,13728,180357,1199,23,34,0,0,2,0,0,25,14,0,18,0,0,108527616,914878464,169007,3141,543916,22688,0,122,885,11149
6219,7200,13760,180296,1199,23,34,0,0,2,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,544029,22688,0,43,532,709
7763,13961,13728,180296,1199,23,34,0,0,2,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,536903,22688,0,7487,8378,1280
5820,6850,13760,180295,1199,23,34,0,0,2,0,8,25,14,0,0,0,0,108527616,914878464,169007,3141,536754,22688,0,1562,1910,1903
9808,13729,13760,180306,1199,23,34,0,0,2,0,9,25,14,0,0,0,0,108527616,914878464,169007,3141,542703,22688,0,1858,2186,8144
22393,10080,13760,180307,1199,23,34,0,0,3,0,0,25,14,0,16,0,0,108527616,914878464,169007,3141,542353,22688,0,50,693,543
6496,9968,13792,180262,1199,23,34,0,0,2,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,542130,22688,0,548,978,944
16732,9029,13792,180271,1199,23,34,0,0,1,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,569290,22688,0,1725,2682,29850
8771,9489,13792,180269,1199,23,34,0,0,1,0,8,25,14,0,0,0,0,108527616,914878464,169007,3141,570042,22688,0,2302,3423,4827
7496,9457,13856,180269,1199,23,34,0,0,1,0,8,25,14,0,0,0,0,108527616,914878464,169007,3141,569741,22688,0,1547,2598,2511
7369,11458,13824,180272,1199,23,34,0,0,2,2,0,25,14,0,0,0,0,108527616,914878464,169007,3141,569335,22688,0,120,790,596
35712,9182,13824,180292,1199,23,34,0,0,1,0,0,25,14,0,40,0,0,108527616,914878464,169007,3141,569174,22688,0,929,1448,769
12948,10767,13824,180295,1203,24,34,0,0,1,0,0,25,14,0,8,0,0,108527616,914878464,169007,3141,569188,22688,0,96,610,1283
7634,7298,13824,179180,1200,24,34,0,0,3,0,16,25,14,0,8,0,0,108527616,914878464,169007,3141,570820,22688,0,2868,3213,4892
5750,7044,13856,179154,1200,24,34,0,0,6,0,8,25,14,0,0,0,0,108527616,914878464,169007,3141,570918,22688,0,2616,3221,2424
21775,12753,13856,179166,1200,24,34,0,0,2,0,0,25,14,0,92,0,0,108527616,914878464,169007,3141,570968,22688,0,337,1045,956
7632,8032,13824,179167,1200,24,34,0,0,4,0,1,25,14,0,0,0,0,108527616,914878464,169007,3141,570686,22688,0,322,787,599
5860,7044,13824,179167,1200,24,34,0,0,3,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,571604,22688,0,134,606,1757
9847,94024,13824,179166,1200,24,34,0,0,4,0,8,25,14,0,0,0,0,108527616,914878464,169007,3141,572587,22688,0,2248,3282,2929
5880,6992,13824,179167,1200,24,34,0,0,2,0,8,25,14,0,686,0,0,108527616,914878464,169007,3141,572335,22688,0,1507,2752,2788
6032,7256,13792,179167,1200,24,34,0,0,3,0,0,25,14,0,26,0,0,108527616,914878464,169007,3141,572109,22688,0,84,603,609
5750,6850,13824,179121,1200,24,34,0,0,2,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,572336,22688,0,49,502,941
6157,7707,13792,179132,1200,24,34,0,0,1,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,572167,22688,0,171,742,875
5750,6850,13824,180201,1200,24,34,0,0,2,0,8,25,14,0,0,0,0,108527616,914878464,169007,3141,537366,22688,0,40304,61812,22117
5917,7037,13824,180200,1200,24,34,0,0,1,0,8,25,14,0,0,0,0,108527616,914878464,169007,3141,537470,22688,0,1366,1908,2462
6879,7588,13824,180210,1200,24,34,0,0,2,0,0,25,14,0,30,0,0,108527616,914878464,169007,3141,539190,22688,0,198,952,4039
22931,12892,13824,180212,1200,24,34,0,0,1,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,538955,22688,0,99,586,568
6092,7463,13792,180212,1200,24,34,0,0,2,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,540849,22688,0,218,490,2744
5934,7162,13824,180211,1200,24,34,0,0,2,0,8,25,14,0,24,0,0,108527616,914878464,169007,3141,540365,22688,0,1925,2655,2214
6252,7433,13824,180176,1200,24,34,0,0,1,0,9,25,14,0,0,0,0,108527616,914878464,169007,3141,546097,22688,0,1932,2229,8061
6752,7290,13792,180185,1200,24,34,0,0,2,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,548316,22688,0,949,1443,3543
5750,6836,13824,180185,1200,24,34,0,0,2,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,550381,22688,0,202,603,3346
9194,20757,13824,180195,1200,24,34,0,0,1,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,544056,22688,0,7467,8907,1770
5860,7044,13760,180201,1200,24,34,0,0,2,0,4,25,14,0,10,0,0,108527616,914878464,169007,3141,543771,22688,0,668,1259,913
14216,18104,13792,180197,1201,25,34,0,0,1,0,13,25,14,0,0,0,0,108527616,914878464,169007,3141,548390,22688,0,2013,2709,8402
6029,7332,13792,180136,1201,25,34,0,0,1,0,0,25,14,0,336,0,0,108527616,914878464,169007,3141,548421,22688,0,214,950,1110
7276,10683,13760,180091,1201,25,34,0,0,3,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,549130,22688,0,1154,1698,2946
21812,9518,13824,180090,1201,25,34,0,0,1,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,549006,22688,0,176,649,569
5860,7402,13792,180100,1201,25,34,0,0,2,2,0,25,14,0,18,0,0,108527616,914878464,169007,3141,549700,22688,0,912,1459,2542
5750,6850,13792,180111,1201,25,34,0,0,1,0,16,25,14,0,22,0,0,108527616,914878464,169007,3141,549348,22688,0,2856,3498,3348
5750,6850,13760,180111,1201,25,34,0,0,4,1,0,25,14,0,594,0,0,108527616,914878464,169007,3141,550559,22688,0,71,2428,2761
5990,7044,13760,180110,1201,25,34,0,0,1,0,1,25,14,0,0,0,0,108527616,914878464,169007,3141,550298,22688,0,479,603,727
5750,6850,13760,180109,1201,25,34,0,0,1,0,0,25,14,0,12,0,0,108527616,914878464,169007,3141,550432,22688,0,268,719,948
5750,7468,13792,180109,1201,25,34,0,0,1,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,550356,22688,0,193,502,485
6027,7231,13760,180063,1201,25,34,0,0,2,0,16,25,14,0,0,0,0,108527616,914878464,169007,3141,550583,22688,0,2596,3217,3666
8467,11266,13728,180075,1201,25,34,0,0,4,0,0,25,14,0,40,0,0,108527616,914878464,169007,3141,574492,22688,0,1177,2424,23750
6116,7190,13728,180095,1201,25,34,0,0,3,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,574726,22688,0,936,1577,1432
21567,12277,13760,180094,1201,25,34,0,0,1,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,574502,22688,0,384,677,746
7154,7839,13760,180094,1201,25,34,0,0,2,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,574406,22688,0,51,495,483
6256,7632,13824,180094,1201,25,34,0,0,3,0,16,25,14,0,0,0,0,108527616,914878464,169007,3141,574332,22688,0,2892,3533,3485
5880,6968,13824,180094,1201,25,34,0,0,1,0,0,25,14,0,10,0,0,108527616,914878464,169007,3141,574177,22688,0,99,570,573
5824,6850,13824,180095,1201,25,34,0,0,2,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,574185,22688,0,182,628,878
5860,7186,13792,178948,1201,25,34,0,0,2,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,577013,22688,0,142,641,5069
5750,7208,13792,178967,1201,25,34,0,0,1,0,1,25,14,0,0,0,0,108527616,914878464,169007,3141,576849,22688,0,763,1092,746
6133,7231,13792,178967,1201,25,34,0,0,2,0,16,25,14,0,0,0,0,108527616,914878464,169007,3141,576863,22688,0,2636,3228,3384
6477,7332,13792,178968,1201,25,34,0,0,2,0,0,25,14,0,24,0,0,108527616,914878464,169007,3141,576641,22688,0,243,800,727
5750,7110,13792,178969,1201,25,34,0,0,1,0,0,25,14,0,618,0,0,108527616,914878464,169007,3141,576875,22688,0,65,1382,1222
6072,7299,13792,178968,1201,25,34,0,0,2,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,576859,22688,0,222,641,893
22931,13205,13824,178968,1201,25,34,0,0,4,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,576953,22688,0,74,564,716
5750,6850,13856,178922,1201,25,34,0,0,1,0,16,25,14,0,0,0,0,108527616,914878464,169007,3141,576518,22688,0,3336,3840,3690
6018,7372,13824,180002,1201,25,34,0,0,1,0,0,25,14,0,20,0,0,108527616,914878464,169007,3141,538178,22688,0,40025,61733,20837
5856,6831,13824,180002,1201,25,34,0,0,1,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,537821,22688,0,251,730,545
7645,13642,13824,180002,1201,25,34,0,0,3,0,0,25,14,0,58,0,0,108527616,914878464,169007,3141,530861,22688,0,7264,8580,1948
5820,6850,13792,180002,1201,25,34,0,0,2,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,530877,22688,0,268,541,523
5917,7537,13856,180008,1201,25,34,0,0,4,0,15,25,14,0,0,0,0,108527616,914878464,169007,3141,530896,22688,0,2597,3236,3365
7371,8742,13824,180002,1201,25,34,0,0,1,0,2,25,14,0,0,0,0,108527616,914878464,169007,3141,536721,22688,0,519,767,6566
5750,6850,13824,180002,1201,25,34,0,0,1,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,536548,22688,0,86,517,504
5750,6968,13856,179985,1201,25,34,0,0,2,0,0,25,14,0,16,0,0,108527616,914878464,169007,3141,536313,22688,0,1983,2489,1600
6994,10236,13856,179998,1201,25,34,0,0,1,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,536068,22688,0,436,1068,688
22403,10504,13856,179997,1201,25,34,0,0,1,0,8,25,14,0,0,0,0,108527616,914878464,169007,3141,537239,22688,0,1816,2370,4906
5860,7044,13824,179936,1201,25,34,0,0,3,0,8,25,14,0,0,0,0,108527616,914878464,169007,3141,536894,22688,0,1367,1912,2269
22262,12751,13824,179938,1201,25,34,0,0,1,0,1,25,14,0,0,0,0,108527616,914878464,169007,3141,536803,22688,0,175,841,1042
15955,7260,13824,179937,1201,25,34,0,0,2,0,0,25,14,0,2408,0,0,108527616,914878464,169007,3141,536107,22688,0,47,2600,2588
14759,7466,13792,179941,1201,25,34,0,0,1,0,8,25,14,0,0,0,0,108527616,914878464,169007,3141,535836,22688,0,1588,1836,2258
5878,7282,13792,179913,1201,25,34,0,0,4,0,8,25,14,0,0,0,0,108527616,914878464,169007,3141,535923,22688,0,1373,2029,2360
6029,8393,13856,179927,1204,25,37,0,0,2,0,8,28,14,0,52,0,0,108527616,914878464,169007,3141,532969,22688,0,5410,5963,2046
6628,8879,13824,179926,1204,25,37,0,0,5,0,0,28,14,0,0,0,0,108527616,914878464,169007,3141,529427,22688,0,4156,4593,1164
10230,12362,13824,179925,1204,25,37,0,0,2,0,0,28,14,0,0,0,0,108527616,914878464,169007,3141,566914,22688,0,744,2312,38966
6344,8551,13824,179926,1204,25,37,0,0,2,0,1,28,14,0,0,0,0,108527616,914878464,169007,3141,566758,22688,0,506,646,711
21970,12704,13824,179928,1204,25,37,0,0,2,0,8,28,14,0,0,0,0,108527616,914878464,169007,3141,566301,22688,0,1477,2343,1962
12243,94669,13792,179925,1201,25,34,0,0,2,0,8,25,14,0,14,0,0,108527616,914878464,169007,3141,572484,22688,0,2180,3291,8604
5860,7162,13856,179897,1201,25,34,0,0,1,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,572844,22688,0,815,1469,3108
5750,6850,13856,179906,1201,25,34,0,0,3,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,572947,22688,0,101,541,572
5750,6850,13792,179916,1201,25,34,0,0,3,0,0,25,14,0,0,0,0,108527616,914878464,169007,3141,572981,22688,0,405,739,762
6027,7373,13856,179916,1201,25,34,0,0,1,0,8,25,14,0,0,0,0,108527616,914878464,169007,3141,573328,22688,0,1364,1911,4027
6159,7690,13856,179920,1201,25,34,0,0,4,0,8,25,14,0,22,0,0,108527616,914878464,169007,3141,573135,22688,0,1351,2157,1932
